table_key,index,japanese,status,korean_target,missing_glyphs,encoded_bytes,encoded_hex,pointer_offset,string_offset
consumable_name,30,？？？？？,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D14,0x805F3
consumable_name,31,？？？？？,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D18,0x805F3
consumable_description,0,一時的にすばやさを下げます,translated_existing_bank,민첩 일시 감소,,14,DF BE DF EC 9C E0 6B E0 61 9C E0 01 E0 D9,0x80F14,0x80BF0
consumable_description,1,<N:ｌ:5>へモジーへを元に戻します,translated_existing_bank,헤모지 회복,,11,DF 9D E0 11 E0 A2 9C DE C7 DF 33,0x80F18,0x80BFF
consumable_description,2,<N:リ:12>ベルアッ<N:フ:11>します,guide_safe_override,단계 1 상승,,11,E0 37 E0 9A 9C 12 9C E0 56 E0 FF,0x80F1C,0x80C0B
consumable_description,3,<N:Π:10><N:Ｐ:10>が<N:ｃ:9>0ポ<N:｣:11>ント回復します,translated_existing_bank,체력 60 회복,,12,E0 90 E0 8C 9C 17 11 9C DE C7 DF 33,0x80F20,0x80C17
consumable_description,4,しびれて動けなくなります,translated_existing_bank,마비 부여,,9,E0 9E E0 53 9C E0 0B E0 DC,0x80F24,0x80C24
consumable_description,5,ぶつけてダメージを<N:与:3>えます,translated_existing_bank,던져서 피해,,11,DF 69 DF 14 E0 57 9C DF 82 E0 88,0x80F28,0x80C2E
consumable_description,6,防御力が上がります,translated_existing_bank,방어력 상승,,11,E0 0F E0 A0 E0 8C 9C E0 56 E0 FF,0x80F2C,0x80C3A
consumable_description,7,<N:Π:10><N:Ｐ:10>が20ポ<N:｣:11>ント回復します,translated_existing_bank,체력 20 회복,,12,E0 90 E0 8C 9C 13 11 9C DE C7 DF 33,0x80F30,0x80C46
consumable_description,8,<N:毒:1>を<N:振:2>りまきます,guide_safe_override,해로운 기운 부여,,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C E0 0B E0 DC,0x80F34,0x80C53
consumable_description,9,しびれを取りのぞきます,translated_existing_bank,마비 회복,,9,E0 9E E0 53 9C DE C7 DF 33,0x80F38,0x80C64
consumable_description,10,一時的にすばやさを上げます,translated_existing_bank,민첩 일시 상승,,14,DF BE DF EC 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F3C,0x80C6E
consumable_description,11,爆発します,translated_existing_bank,폭발 피해,,9,DE CB E0 FA 9C DF 82 E0 88,0x80F40,0x80C7D
consumable_description,12,爆発します,translated_existing_bank,큰 폭발 피해,,12,DF 0A 9C DE CB E0 FA 9C DF 82 E0 88,0x80F44,0x80C87
consumable_description,13,ほとんどのステータス傷害を回復します,translated_existing_bank,대부분의 상태 이상 회복,,23,E0 36 E0 0B E0 91 E0 9B 9C E0 56 DF 08 9C E0 BD E0 56 9C DE C7 DF 33,0x80F48,0x80D1C
consumable_description,14,<N:毒:1>を取りのぞきます,guide_safe_override,해로운 기운 회복,,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C DE C7 DF 33,0x80F4C,0x80D34
consumable_description,15,戦闘不能<N:午:15>ャラクタを復活させます,translated_existing_bank,쓰러진 대상 부활,,16,E0 02 E0 25 DF 10 9C E0 36 E0 56 9C E0 0B E0 80,0x80F50,0x80D45
consumable_description,16,一時的に攻撃力を上げます,translated_existing_bank,공격력 일시 상승,,16,E0 C6 E0 40 E0 8C 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F54,0x80D56
consumable_description,17,<N:眠:5>らせます,translated_existing_bank,수면 부여,,9,DF B7 E0 4C 9C E0 0B E0 DC,0x80F58,0x80D67
consumable_description,18,一時的に攻撃力・防御力を下げます,translated_existing_bank,공격 방어 일시 감소,,19,E0 C6 E0 40 9C E0 0F E0 A0 9C E0 6B E0 61 9C E0 01 E0 D9,0x80F5C,0x80D71
consumable_description,19,攻撃力が上がります,translated_existing_bank,공격력 상승,,11,E0 C6 E0 40 E0 8C 9C E0 56 E0 FF,0x80F60,0x80D85
consumable_description,20,すばやさが上がります,translated_existing_bank,민첩 상승,,9,DF BE DF EC 9C E0 56 E0 FF,0x80F64,0x80D91
consumable_description,21,<N:Π:10><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,translated_existing_bank,최대 체력 2 상승,,16,DF A4 E0 36 9C E0 90 E0 8C 9C 13 9C E0 56 E0 FF,0x80F68,0x80D9B
consumable_description,22,魔力が上がります,translated_existing_bank,마력 상승,,9,E0 9E E0 8C 9C E0 56 E0 FF,0x80F6C,0x80DAC
consumable_description,23,<N:∪:20><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,translated_existing_bank,최대 마력 2 상승,,16,DF A4 E0 36 9C E0 9E E0 8C 9C 13 9C E0 56 E0 FF,0x80F70,0x80DB6
consumable_description,24,<N:振:2>りまくと、目が見えなくなります,guide_safe_override,명중 감소,,9,E0 4E DF A9 9C E0 01 E0 D9,0x80F74,0x80DC7
consumable_description,25,一時的に防御力を上げます,translated_existing_bank,방어력 일시 상승,,16,E0 0F E0 A0 E0 8C 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F78,0x80DD1
consumable_description,26,石化から元に戻ります,guide_safe_override,몸 마비 회복,,12,DF 36 9C E0 9E E0 53 9C DE C7 DF 33,0x80F7C,0x80DE2
consumable_description,27,封じられた魔法が使えるようになります,guide_safe_override,마법 봉인 회복,,14,E0 9E E0 B3 9C DF 93 E0 6A 9C DE C7 DF 33,0x80F80,0x80DEF
consumable_description,28,チョン<N:力:5>ラがモンスターを召喚するのに使います,guide_safe_override,촌가라의 마물 부르기,,20,DF 83 E0 C0 E0 A6 E0 9B 9C E0 9E E0 4F 9C E0 0B E0 46 E0 AC,0x80F84,0x80DFE
consumable_description,29,？？？？？,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F88,0x805F3
consumable_description,30,？？？？？,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F8C,0x805F3
consumable_description,31,？？？？？,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F90,0x805F3
skill_name,0,,translated_existing_bank,,,0,,0x811C0,0x804A3
skill_name,1,バーン<N:ク:12>ラウント,guide_safe_override,번 그라운드,,11,DE E5 9C E0 29 E0 A6 DF FA DF 41,0x811C4,0x80E13
skill_name,2,トータル<N:ヒ:5>ーリン<N:ク:12>,guide_safe_override,전체 회복,,9,E0 CC E0 90 9C DE C7 DF 33,0x811C8,0x80E1F
skill_name,3,ゲ<N:｣:11>ルフラッシュ,guide_safe_override,게일 플래시,,11,E0 14 E0 6B 9C DF 9E E0 BB E0 61,0x811CC,0x80E29
skill_name,4,スロウエ<N:ネ:13>ミー,guide_safe_override,슬로우 에너미,,13,DF B6 E0 D6 E0 68 9C E0 9F E0 32 E0 50,0x811D0,0x80E35
skill_name,5,メテオフ<N:｣:13>ール,guide_safe_override,별 내리기,,9,DE E2 9C DF 97 E0 98 E0 AC,0x811D4,0x80E43
skill_name,6,<N:午:15>ュア,guide_safe_override,회복,,4,DE C7 DF 33,0x811D8,0x80A8F
skill_name,7,デポ<N:｣:11><N:ス:15>ン,guide_safe_override,해로운 기운 제거,,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C E0 AA DF 87,0x811DC,0x80E4D
skill_name,8,サ<N:｣:11><N:リ:12>ント,guide_safe_override,사일런트,,8,E0 A5 E0 6B E0 BC E0 82,0x811E0,0x80E5E
skill_name,9,リフ<N:リ:12>ッシュ,guide_safe_override,리프레시,,8,E0 98 DF 9F DF D2 E0 61,0x811E4,0x80E67
skill_name,10,天のさばき,guide_safe_override,하늘의 심판,,11,E0 C4 DF D7 E0 9B 9C DF 25 DF 05,0x811E8,0x80E70
skill_name,11,リ<N:ザ:8><N:リ:12>クション,guide_safe_override,부활,,4,E0 0B E0 80,0x811EC,0x80C94
skill_name,12,デ<N:ｲ:6>バ<N:｣:11>ト,guide_safe_override,디바이드,,8,E0 A1 DF 6E E0 BD DF 41,0x811F0,0x80E7C
skill_name,13,桜花雷爆斬,guide_safe_override,토슈 비기,,9,E0 7E DE DD 9C E0 53 E0 AC,0x811F4,0x80E85
skill_name,14,呪縛剣,guide_safe_override,봉인검,,6,DF 93 E0 6A DE F3,0x811F8,0x80E8F
skill_name,15,<N:真:2><N:空:2>斬,guide_safe_override,진공검,,6,DF 10 E0 C6 DE F3,0x811FC,0x80E96
skill_name,16,<N:虎:5><N:影:1>斬,guide_safe_override,그림자검,,8,E0 29 DF 3A E0 E0 DE F3,0x81200,0x80E9D
skill_name,17,戦の小太鼓,guide_safe_override,전투 큰 북,,10,E0 CC E0 EF 9C DF 0A 9C DF 31,0x81204,0x80EA6
skill_name,18,荒獅子太鼓,guide_safe_override,황사자태고,,10,DE FC E0 A5 E0 E0 DF 08 E0 7F,0x81208,0x80EB1
skill_name,19,気合いラッパ,guide_safe_override,기합 나팔,,9,E0 AC E0 86 9C E0 99 DF 8B,0x8120C,0x80EBC
skill_name,20,へろへろラッパ,guide_safe_override,비틀비틀 나팔,,13,E0 53 DF 06 E0 53 DF 06 9C E0 99 DF 8B,0x81210,0x80EC6
skill_name,21,いやしのたてごと,guide_safe_override,치유의 하프,,11,E0 B0 E0 AD E0 9B 9C E0 C4 DF 9F,0x81214,0x80ED4
skill_name,22,のろまのベース,guide_safe_override,느림의 연주,,11,E0 3A DF 3A E0 9B 9C DF 1C E0 CF,0x81218,0x80EE0
skill_name,23,い<N:駄:2>天のオカリナ,guide_safe_override,위타천 오카리나,,15,E0 69 E0 7D DF 8C 9C E0 62 DF E9 E0 98 E0 99,0x8121C,0x80EEC
skill_name,24,向き直りの笛,guide_safe_override,방향잡이 피리,,13,E0 0F DE F8 DF F4 E0 BD 9C DF 82 E0 98,0x81220,0x80EFC
skill_name,25,エクス<N:フ:11>ロージョン,guide_safe_override,대폭발,,6,E0 36 DE CB E0 FA,0x81224,0x80F0A
skill_name,26,トリーム<N:メ:6>ック,guide_safe_override,드림 노크,,9,DF 41 DF 3A 9C E0 3C E0 9D,0x81228,0x80F94
skill_name,27,ダ<N:｣:11>ヤモントダスト,guide_safe_override,다이아몬드 더스트,,17,E0 C1 E0 BD E0 9C DF 37 DF 41 9C DF D5 E0 39 E0 82,0x8122C,0x80F9E
skill_name,28,ウ<N:｣:11>ントスラッシャー,guide_safe_override,바람 검,,7,DF 6E E0 BA 9C DE F3,0x81230,0x80FB0
skill_name,29,<N:ヒ:5>ートウ<N:｣:13>ール,guide_safe_override,불의 장막,,9,E0 0A E0 9B 9C E0 E1 DF 39,0x81234,0x80FB8
skill_name,30,サンダーストーム,guide_safe_override,전기 폭풍,,9,E0 CC E0 AC 9C DE CB DE C9,0x81238,0x80FC2
skill_name,31,テ<N:リ:12>ポート,guide_safe_override,공간 이동,,9,E0 C6 E0 F7 9C E0 BD E0 94,0x8123C,0x80FCC
skill_name,32,心<N:眼:3>法,guide_safe_override,심안법,,6,DF 25 E0 E9 E0 B3,0x81240,0x80FD6
skill_name,33,<N:退:3>魔光弾,guide_safe_override,악령 광선,,9,DF 1F E0 EE 9C DF DD E0 58,0x81244,0x80FDD
skill_name,34,旋風撃蹴,guide_safe_override,회오리 차기,,11,DE C7 E0 62 E0 98 9C E0 96 E0 AC,0x81248,0x80FE7
skill_name,35,流星爆,guide_safe_override,유성폭,,6,E0 AD E0 5A DE CB,0x8124C,0x80FF3
skill_name,36,鬼神流<N:影:1><N:波:1>,guide_safe_override,유령 파동,,9,E0 AD E0 EE 9C DF A0 E0 94,0x81250,0x80FFA
skill_name,37,滅掌烈破,guide_safe_override,멸장열파,,8,E0 4D E0 E1 E0 B2 DF A0,0x81254,0x81004
skill_name,38,<N:ゲ:16>ラック,guide_safe_override,회복 마물,,9,DE C7 DF 33 9C E0 9E E0 4F,0x81258,0x8100D
skill_name,39,モフリー,guide_safe_override,모프리,,6,E0 11 DF 9F E0 98,0x8125C,0x81017
skill_name,40,フウジン,guide_safe_override,후우진,,6,DF 6C E0 68 DF 10,0x81260,0x8101E
skill_name,41,ラ<N:｣:11>ジン,guide_safe_override,라이진,,6,E0 A6 E0 BD DF 10,0x81264,0x81025
skill_name,42,へモジー,guide_safe_override,헤모지,,6,DF 9D E0 11 E0 A2,0x81268,0x8102C
skill_name,43,オトン,guide_safe_override,강화 마물,,9,E0 F2 DE FE 9C E0 9E E0 4F,0x8126C,0x81033
skill_name,44,調ベる,guide_safe_override,조사,,4,E0 A4 E0 A5,0x81270,0x8103D
skill_name,45,ちょこ,guide_safe_override,초코,,4,DF EB DF A3,0x81274,0x81042
skill_name,46,回復,translated_existing_bank,회복,,4,DE C7 DF 33,0x81278,0x80A8F
skill_name,47,<N:ｴ:24>か造り,translated_existing_bank,다리 만들기,,11,E0 C1 E0 98 9C E0 49 E0 3B E0 AC,0x8127C,0x81047
skill_name,48,風雷破,guide_safe_override,바람 전기,,9,DF 6E E0 BA 9C E0 CC E0 AC,0x81280,0x81053
skill_name,49,風雷破,guide_safe_override,바람 전기,,9,DF 6E E0 BA 9C E0 CC E0 AC,0x81284,0x81053
skill_name,50,乗り移り,guide_safe_override,몸 가져오기,,11,DF 36 9C E0 C0 DF 14 E0 62 E0 AC,0x81288,0x8105D
skill_name,51,バク<N:リ:12>ツ手裏剣,guide_safe_override,폭발 수리검,,11,DE CB E0 FA 9C DF B7 E0 98 DE F3,0x8128C,0x81069
skill_name,52,自爆,translated_existing_bank,자폭,,4,E0 E0 DE CB,0x81290,0x81075
skill_name,53,ジ<N:ニ:13>クへの階段,translated_existing_bank,지옥으로 가는 계단,,18,E0 A2 DF 19 E0 DF E0 D6 9C E0 C0 E0 C2 9C E0 9A E0 37,0x81294,0x8107A
skill_name,54,4方向,translated_existing_bank,사방 공격,,9,E0 A5 E0 0F 9C E0 C6 E0 40,0x81298,0x8108D
skill_name,55,炎雷崩,guide_safe_override,불과 전기,,9,E0 0A E0 C7 9C E0 CC E0 AC,0x8129C,0x81097
skill_name,56,ダスト・ルー<N:｣:11>ン,guide_safe_override,먼지 마법진,,11,DF C2 E0 A2 9C E0 9E E0 B3 DF 10,0x812A0,0x810A1
skill_name,57,ヨミのつばさ,guide_safe_override,요미의 바람,,11,E0 66 E0 50 E0 9B 9C DF 6E E0 BA,0x812A4,0x810AD
skill_name,58,やる気なし,guide_safe_override,기운 없음,,9,E0 AC DF FA 9C E0 F1 DF F8,0x812A8,0x810B9
skill_description,0,,translated_existing_bank,,,0,,0x81708,0x804A3
skill_description,1,ようがんを発生させ敵にダメージを<N:与:3>えます,guide_safe_override,불바다로 범위 적에게 피해,,25,E0 0A DF 6E E0 C1 E0 D6 9C DE E4 E0 69 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x8170C,0x810C3
skill_description,2,ステ<N:｣:11>タス傷害と体力を回復します,guide_safe_override,이상 상태와 체력 회복,,21,E0 BD E0 56 9C E0 56 DF 08 E0 64 9C E0 90 E0 8C 9C DE C7 DF 33,0x81710,0x810DD
skill_description,3,いくうかんからの攻撃で敵にダメージを<N:与:3>えます,guide_safe_override,이공간 공격으로 적 피해,,23,E0 BD E0 C6 E0 F7 9C E0 C6 E0 40 E0 DF E0 D6 9C DF F2 9C DF 82 E0 88,0x81714,0x810F3
skill_description,4,敵の素早さを下げます,guide_safe_override,일정 범위 적 민첩 감소,,22,E0 6B E0 EB 9C DE E4 E0 69 9C DF F2 9C DF BE DF EC 9C E0 01 E0 D9,0x81718,0x8110B
skill_description,5,いんせきが落下しまわりの敵にダメージを<N:与:3>えます,guide_safe_override,별을 내려 주변 적 공격,,22,DE E2 E0 A3 9C DF 97 E0 15 9C E0 CF DE 3C 9C DF F2 9C E0 C6 E0 40,0x8171C,0x81122
skill_description,6,体力を回復します,guide_safe_override,일정 범위 아군 체력 회복,,24,E0 6B E0 EB 9C DE E4 E0 69 9C E0 9C E0 C5 9C E0 90 E0 8C 9C DE C7 DF 33,0x81720,0x81139
skill_description,7,<N:毒:1>を消しさります,guide_safe_override,해로운 기운 제거,,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C E0 AA DF 87,0x81724,0x80E4D
skill_description,8,敵の魔法を封じ込めます,guide_safe_override,적의 마법 봉인,,14,DF F2 E0 9B 9C E0 9E E0 B3 9C DF 93 E0 6A,0x81728,0x81152
skill_description,9,ステ<N:｣:11>タス傷害を回復します,guide_safe_override,아군의 이상 상태 회복,,21,E0 9C E0 C5 E0 9B 9C E0 BD E0 56 9C E0 56 DF 08 9C DE C7 DF 33,0x8172C,0x81161
skill_description,10,天使が画面外に飛んでいき<N:リ:12>ー<N:ザ:8>ーで攻撃します,guide_safe_override,천사의 광선 공격,,16,DF 8C E0 A5 E0 9B 9C DF DD E0 58 9C E0 C6 E0 40,0x81730,0x81177
skill_description,11,戦闘不能になつた味方を呼び戻せます,guide_safe_override,쓰러진 아군 부활,,16,E0 02 E0 25 DF 10 9C E0 9C E0 C5 9C E0 0B E0 80,0x81734,0x81188
skill_description,12,敵の体力をすいとり味方に分け<N:与:3>えます,guide_safe_override,적 체력을 줄여 아군 회복,,24,DF F2 9C E0 90 E0 8C E0 A3 9C DF AA E0 DC 9C E0 9C E0 C5 9C DE C7 DF 33,0x81738,0x81199
skill_description,13,敵一体に必殺の剣で斬りつけます,guide_safe_override,적 하나에 강한 검격,,19,DF F2 9C E0 C4 E0 99 E0 9F 9C E0 F2 E0 84 9C DE F3 E0 40,0x8173C,0x812AC
skill_description,14,敵をマ<N:ヒ:5>させます,guide_safe_override,적 하나를 마비로 변화,,21,DF F2 9C E0 C4 E0 99 E0 AB 9C E0 9E E0 53 E0 D6 9C DE 3C DE FE,0x81740,0x812C0
skill_description,15,2ます先の敵を斬りつけます,guide_safe_override,전방의 적 공격,,14,E0 CC E0 0F E0 9B 9C DF F2 9C E0 C6 E0 40,0x81744,0x812D6
skill_description,16,敵に向かつて走り込んで斬りつけます,guide_safe_override,달려가며 적 공격,,16,DF D6 E0 15 E0 C0 DF BF 9C DF F2 9C E0 C6 E0 40,0x81748,0x812E5
skill_description,17,味方の攻撃力を上げます,guide_safe_override,범위 아군 공격력 상승,,21,DE E4 E0 69 9C E0 9C E0 C5 9C E0 C6 E0 40 E0 8C 9C E0 56 E0 FF,0x8174C,0x812F6
skill_description,18,<N:波:1>動<N:リ:12>ー<N:ザ:8>ー弾を撃ちます,guide_safe_override,파동 광선으로 적 공격,,21,DF A0 E0 94 9C DF DD E0 58 E0 DF E0 D6 9C DF F2 9C E0 C6 E0 40,0x81750,0x8130C
skill_description,19,<N:遠:1>くの敵を気合で攻撃します,guide_safe_override,먼 적을 소리로 공격,,19,DF C2 9C DF F2 E0 A3 9C E0 D9 E0 98 E0 D6 9C E0 C6 E0 40,0x81754,0x81322
skill_description,20,一度にたくさんの爆弾を撃ちます,guide_safe_override,다수의 폭발 구슬 발사,,21,E0 C1 DF B7 E0 9B 9C DE CB E0 FA 9C E0 24 DF B6 9C E0 FA E0 A5,0x81758,0x81336
skill_description,21,味方の体力を回復します,guide_safe_override,일정 범위 아군 체력 회복,,24,E0 6B E0 EB 9C DE E4 E0 69 9C E0 9C E0 C5 9C E0 90 E0 8C 9C DE C7 DF 33,0x8175C,0x81139
skill_description,22,敵のすばやさを下げます,guide_safe_override,일정 범위 적 민첩 감소,,22,E0 6B E0 EB 9C DE E4 E0 69 9C DF F2 9C DF BE DF EC 9C E0 01 E0 D9,0x81760,0x8110B
skill_description,23,味方のすばやさを上げます,guide_safe_override,일정 범위 아군 민첩 상승,,24,E0 6B E0 EB 9C DE E4 E0 69 9C E0 9C E0 C5 9C DF BE DF EC 9C E0 56 E0 FF,0x81764,0x8134C
skill_description,24,全員がポニと同じ方向に向きを変えます,guide_safe_override,아군 방향을 포코처럼 변화,,25,E0 9C E0 C5 9C E0 0F DE F8 E0 A3 9C DF 02 DF A3 DF 0C DF 3C 9C DE 3C DE FE,0x81768,0x81365
skill_description,25,すごい炎で敵をつつみこみダメージを<N:与:3>えます,guide_safe_override,큰 불꽃으로 범위 적 피해,,24,DF 0A 9C E0 0A DF 99 E0 DF E0 D6 9C DE E4 E0 69 9C DF F2 9C DF 82 E0 88,0x8176C,0x8137F
skill_description,26,敵を<N:眠:5>らせます,guide_safe_override,일정 범위 적을 잠들게 함,,24,E0 6B E0 EB 9C DE E4 E0 69 9C DF F2 E0 A3 9C DE D4 E0 3B E0 14 9C E0 85,0x81770,0x81398
skill_description,27,すごいふぶきを起こして敵にダメージを<N:与:3>えます,guide_safe_override,눈보라로 범위 적에게 피해,,25,DF 6A E0 93 E0 A6 E0 D6 9C DE E4 E0 69 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x81774,0x813B1
skill_description,28,すごい風を起こして敵にダメージを<N:与:3>えます,guide_safe_override,돌풍으로 범위 적에게 피해,,25,E0 D5 DE C9 E0 DF E0 D6 9C DE E4 E0 69 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x81778,0x813CB
skill_description,29,炎のかたまりを作りだします,guide_safe_override,불꽃 장막 생성,,14,E0 0A DF 99 9C E0 E1 DF 39 9C E0 04 E0 5A,0x8177C,0x813E5
skill_description,30,すごい雷を落として敵にダメージを<N:与:3>えます,guide_safe_override,전기로 범위 적에게 피해,,23,E0 CC E0 AC E0 D6 9C DE E4 E0 69 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x81780,0x813F4
skill_description,31,まわりの味方を連れてテ<N:リ:12>ポートします,guide_safe_override,주변 아군과 공간 이동,,21,E0 CF DE 3C 9C E0 9C E0 C5 E0 C7 9C E0 C6 E0 F7 9C E0 BD E0 94,0x81784,0x8140C
skill_description,32,敵<N:午:15>ャラクタをロックします,guide_safe_override,적 하나 고정,,12,DF F2 9C E0 C4 E0 99 9C E0 7F E0 EB,0x81788,0x811B2
skill_description,33,心<N:眼:3>法でロックした敵に対して光弾を撃ち込みます,guide_safe_override,고정한 적에게 광선 발사,,23,E0 7F E0 EB E0 84 9C DF F2 E0 9F E0 14 9C DF DD E0 58 9C E0 FA E0 A5,0x8178C,0x81422
skill_description,34,自分のまわりにいる敵<N:午:15>ャラクタを攻撃します,guide_safe_override,주변 적을 회전하며 공격,,23,E0 CF DE 3C 9C DF F2 E0 A3 9C DE C7 E0 CC E0 C4 DF BF 9C E0 C6 E0 40,0x81790,0x8143A
skill_description,35,たつまきで敵をすいあげて地上にたたき落とします,guide_safe_override,회오리로 올려 내리침,,20,DE C7 E0 62 E0 98 E0 D6 9C DE D9 E0 15 9C DF 97 E0 98 DF 5A,0x81794,0x81452
skill_description,36,自分の残像を敵に向かつてぶつけます,guide_safe_override,분신을 날려 공격,,16,E0 91 E0 C3 E0 A3 9C DF 98 E0 15 9C E0 C6 E0 40,0x81798,0x81467
skill_description,37,自分よりある程度弱い敵を消し去ります,guide_safe_override,자신보다 약한 적을 소멸,,23,E0 E0 E0 C3 E0 93 E0 C1 9C DF B1 E0 84 9C DF F2 E0 A3 9C E0 D9 E0 4D,0x8179C,0x81478
skill_description,38,<N:ｌ:5><N:ゲ:16>ラックへを召喚します,guide_safe_override,회복 마물로 체력 회복,,21,DE C7 DF 33 9C E0 9E E0 4F E0 D6 9C E0 90 E0 8C 9C DE C7 DF 33,0x817A0,0x81490
skill_description,39,<N:ｌ:5>モフリーへを召喚します,guide_safe_override,모프리를 불러 길 생성,,21,E0 11 DF 9F E0 98 E0 AB 9C E0 0A E0 25 9C DF 6B 9C E0 04 E0 5A,0x817A4,0x814A6
skill_description,40,<N:ｌ:5>フウジンへを召喚します,guide_safe_override,후우진을 부름,,13,DF 6C E0 68 DF 10 E0 A3 9C E0 0B DE E6,0x817A8,0x814BC
skill_description,41,<N:ｌ:5>ラ<N:｣:11>ジンへを召喚します,guide_safe_override,라이진을 부름,,13,E0 A6 E0 BD DF 10 E0 A3 9C E0 0B DE E6,0x817AC,0x814CA
skill_description,42,<N:ｌ:5>へモジーへを召喚します,guide_safe_override,헤모지를 불러 적을 변화,,23,DF 9D E0 11 E0 A2 E0 AB 9C E0 0A E0 25 9C DF F2 E0 A3 9C DE 3C DE FE,0x817B0,0x814D8
skill_description,43,<N:ｌ:5>オトンへを召喚します,guide_safe_override,강화 마물을 불러 힘 상승,,24,E0 F2 DE FE 9C E0 9E E0 4F E0 A3 9C E0 0A E0 25 9C E0 8E 9C E0 56 E0 FF,0x817B4,0x814F0
skill_description,44,モンスターを調ベます,guide_safe_override,마물의 힘 조사,,14,E0 9E E0 4F E0 9B 9C E0 8E 9C E0 A4 E0 A5,0x817B8,0x81509
skill_description,45,<N:ｌ:5>ちょこへを召喚します,guide_safe_override,초코를 부름,,11,DF EB DF A3 E0 AB 9C E0 0B DE E6,0x817BC,0x81518
skill_description,46,味方を回復します,guide_safe_override,아군 체력 회복,,14,E0 9C E0 C5 9C E0 90 E0 8C 9C DE C7 DF 33,0x817C0,0x81524
skill_description,47,行けないところに<N:ｴ:24>かを造ります,guide_safe_override,갈 수 없는 곳에 길 생성,,23,E0 42 9C DF B7 9C E0 F1 E0 C2 9C E0 7B E0 9F 9C DF 6B 9C E0 04 E0 5A,0x817C4,0x81533
skill_description,48,ラ<N:｣:11>ジンとの合体魔法,guide_safe_override,라이진 합체 마법,,16,E0 A6 E0 BD DF 10 9C E0 86 E0 90 9C E0 9E E0 B3,0x817C8,0x8154B
skill_description,49,フウジンとの合体魔法,guide_safe_override,후우진 합체 마법,,16,DF 6C E0 68 DF 10 9C E0 86 E0 90 9C E0 9E E0 B3,0x817CC,0x8155C
skill_description,50,敵に乗り移れます,guide_safe_override,적의 몸으로 이동,,16,DF F2 E0 9B 9C DF 36 E0 DF E0 D6 9C E0 BD E0 94,0x817D0,0x8156D
skill_description,51,まわりに手裏剣をばらまきます,guide_safe_override,주변에 수리검 난사,,18,E0 CF DE 3C E0 9F 9C DF B7 E0 98 DE F3 9C E0 3D E0 A5,0x817D4,0x8157E
skill_description,52,自爆します,guide_safe_override,자폭 공격,,9,E0 E0 DE CB 9C E0 C6 E0 40,0x817D8,0x81591
skill_description,53,かまフーメランで敵を攻撃します,guide_safe_override,큰 무기를 던져 공격,,19,DF 0A 9C E0 E7 E0 AC E0 AB 9C DF 69 DF 14 9C E0 C6 E0 40,0x817DC,0x8159B
skill_description,54,まわりの敵にダメージを<N:与:3>えます,guide_safe_override,주변 적에게 피해,,16,E0 CF DE 3C 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x817E0,0x815AF
skill_description,55,まわりの敵にダメージを<N:与:3>えます,guide_safe_override,주변 적에게 피해,,16,E0 CF DE 3C 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x817E4,0x815AF
skill_description,56,直せん上の敵をなぎはらいます,guide_safe_override,직선상의 적 공격,,16,DF 11 E0 58 E0 56 E0 9B 9C DF F2 9C E0 C6 E0 40,0x817E8,0x815C0
skill_description,57,つばさをはためかせ風でダメージを<N:与:3>えます,guide_safe_override,바람으로 적에게 피해,,20,DF 6E E0 BA E0 DF E0 D6 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x817EC,0x815D1
skill_description,58,敵をへモジーにします,guide_safe_override,적을 헤모지 상태로 변화,,23,DF F2 E0 A3 9C DF 9D E0 11 E0 A2 9C E0 56 DF 08 E0 D6 9C DE 3C DE FE,0x817F0,0x815E6
character_name,0,アーク,translated_existing_bank,아크,,4,E0 9C E0 9D,0x81B4C,0x815FE
character_name,1,ククル,translated_existing_bank,쿠쿠루,,6,E0 7A E0 7A E0 44,0x81B50,0x81603
character_name,2,トッシュ,translated_existing_bank,토슈,,4,E0 7E DE DD,0x81B54,0x8160A
character_name,3,ポニ,translated_existing_bank,포코,,4,DF 02 DF A3,0x81B58,0x8160F
