source file,offset,japanese,korean,source of the translation (existing / new)
31/S3024.DAT,0x45B24,ム<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>敵<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
31/S3024.DAT,0x45B2C,敵<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
31/S3024.DAT,0x45B48,が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
31/S3024.DAT,0x45B70,風<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>備<CTRL:00>う<CTRL:00>が,,
31/S3024.DAT,0x45B78,備<CTRL:00>う<CTRL:00>が,,
31/S3024.DAT,0x45BD0,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45BDA,る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45BF4,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45BFE,る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45C2C,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45C36,る<CTRL:00>ル！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45C40,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45C4A,る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45C64,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45C6E,る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>ル！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45C9C,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45CA6,に<CTRL:00>我 う<CTRL:00>る<CTRL:00>ひ+て,,
31/S3024.DAT,0x45CC8,"兵士 
もう入る必要はないでしょう。",병사|이젠 들어갈 일 없소.,existing
31/S3024.DAT,0x45D18,いまさらここに来ても何もないわね。,이젠 텅 비었어.,existing
31/S3024.DAT,0x45D64,またきたね。,또왔네,existing
31/S3024.DAT,0x45DA4,どいつもこいつも、だらしないねえ。,,
31/S3024.DAT,0x45DF0,ここは、あいかわらすひまじゃのう。,늘 한가하구먼.,existing
31/S3024.DAT,0x45E3C,ここは変わつていないようだな。,여긴 그대로군.,existing
31/S3024.DAT,0x45E86,何か落ちてないかね。,뭐 없나?,existing
31/S3024.DAT,0x45ECA,"兵士 
ふんつ。
ちょつと強いからつて調子にのるんじゃないぞ。",병사|흥!|좀 강하다고 우쭐대지 마.,existing
31/S3024.DAT,0x45F28,"兵士 
列車は主に食ベ物のゆ<G:575>に使つている。",,
31/S3024.DAT,0x45F7A,"兵士 
国民は、我等のおかげで食いつなげるつてわけだ。",병사|국민은 우리 덕에 산다.,existing
31/S3024.DAT,0x45FD2,"兵士 
あの列車は、ロマリアからのお下がりらしいぜ。むこうじゃもつとすごいのが走つてるのかなっ？",병사|저건 로마리아 중고래.|거긴 더 좋은 열차가 있나?,existing
31/S3024.DAT,0x46038,"兵士 
え、おまえロマリアも知らないの。西にあるこの世界1の大国だよ。",병사|로마리아 몰라?|서쪽 최대 강국이야.,existing
31/S3024.DAT,0x46096,"兵士 
この国は20年前、スメリアと戦争してたんだ。",병사|20년 전|스메리아와 전쟁,existing
31/S3024.DAT,0x460E4,"兵士 
だからどうしたつてわけでもないんだがな・・。",병사|뭐 달라질 건 없지만.,existing
31/S3024.DAT,0x4613A,"兵士 
やつっり、どう考えても
スパイがいるとしか思えないんだが。",,
31/S3024.DAT,0x46190,"兵士 
まじめに言つてるのかつて？<CTRL:E4>よ
失礼な！",,
31/S3024.DAT,0x461E4,"兵士 
あんた強いらしいな？
うちの軍隊に入らないか？",병사|강하다며?|우리 군에 들어올래?,existing
31/S3024.DAT,0x46262,"老人 
モンスターが出てから、
食ベ物は軍からかわなきゃならん。",노인|괴물 뒤론|군 식량을 사야 해.,existing
31/S3024.DAT,0x462BA,"老人 
それが決して安くないんじゃよ。",노인|싸진 않다네.,existing
31/S3024.DAT,0x46308,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x4635E,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x463A6,"子供 
あつ、ぐりーんすらいむばすたーのおにいちゃんだ。",,
31/S3024.DAT,0x463FE,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46454,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x4649C,"子供 
あつ、
えれめんたるばすたーのおにいちゃんだ。",아이|앗! 엘리멘털 버스터 형이다.,existing
31/S3024.DAT,0x464F2,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46548,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46590,"子供 
あつ、
どーるますたーばすたーのおにいちゃんだ",아이|앗! 돌 마스터 버스터 형이다.,existing
31/S3024.DAT,0x465E6,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x4663C,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46684,"子供 
あつ、
じゃいあんとばつとばすたーのおにいちゃんだ。",아이|앗! 자이언트 배트 버스터다.,existing
31/S3024.DAT,0x466DE,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46734,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x4677C,"子供 
あつ、
ふりーじーばすたーのおにいちゃんだ。",아이|앗! 프리지 버스터 형이다.,existing
31/S3024.DAT,0x467D2,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46828,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46870,"子供 
あつ、
やせいへもじーばすたーのおにいちゃんだ。",아이|앗! 야생 헤모지 버스터다.,existing
31/S3024.DAT,0x468C8,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x4691E,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46966,"子供 
あつ、
ばんばいやばつとばすたーのおにいちゃんだ。",아이|앗! 뱀파이어 배트 버스터다.,existing
31/S3024.DAT,0x469BE,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46A14,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46A5C,"子供 
あつ、
ですふれいむばすたーのおにいちゃんだ。",아이|앗! 데스 플레임 버스터다.,existing
31/S3024.DAT,0x46AB2,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46B08,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46B50,"子供 
あつ、
どうけしばすたーのおにいちゃんだ。",아이|앗! 광대 버스터 형이다.,existing
31/S3024.DAT,0x46BA4,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46BFA,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46C42,"子供 
あつ、
あしつどすらいむばすたーのおにいちゃんだ。",아이|앗! 애시드 슬라임 버스터다.,existing
31/S3024.DAT,0x46C9A,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46CF0,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46D38,"子供 
あつ、
えれめんたるますたーばすたーのおにいちゃんだ。",아이|앗! 엘리멘털 마스터 버스터다.,existing
31/S3024.DAT,0x46D92,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46DE8,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46E30,"子供 
あつ、もうあいてがいなくなつたんだね。すごくつよいんだ。これあげる。",아이|상대가 사라졌네.|대단해. 이거 줄게.,existing
31/S3024.DAT,0x46EA8,z女神のいのりyをもらいました。,,
31/S3024.DAT,0x46EF6,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。",노인|괴물 출몰 뒤론|군에서 식량을 사야 해.,existing
31/S3024.DAT,0x46F4C,"老人 
それが決して安くないんじゃよ。",노인|그게 결코 싸지 않다네.,existing
31/S3024.DAT,0x46F94,"子供 
あつ、もうあいてがいないおにいちゃんだ。さつきあげたの、つかつてる？",아이|상대가 없네.|준 거 쓰고 있어?,existing
31/S3024.DAT,0x46FFA,"男 
トヨーケの森は、かつてはベみの森とよばれ、国民の信こうの対しょうだつたのですが・・、",,
31/S3024.DAT,0x47064,"男 
今じゃ、モンスターの住みかになつてしまつた。",남자|이젠 괴물 소굴이 됐습니다.,existing
31/S3024.DAT,0x470B8,"男 
もうやりたいほうだいですよ。
ひゃひゃひゃひゃひゃつ。",남자|이제 제멋대로입니다.|히히히히!,existing
31/S3024.DAT,0x475C8,"聞""-<CTRL:00>9<CTRL:00><G:222>-<CTRL:00>い<CTRL:00>あ#-<CTRL:00>の<CTRL:00>言#-<CTRL:00>な<CTRL:00><CTRL:E6>#-<CTRL:00>0<CTRL:00><CTRL:EE>*-<CTRL:00>1<CTRL:00>大+ま<CTRL:00> <CTRL:00>イ",,
31/S3024.DAT,0x476B8,"兵士 
おはいりください。",병사|들어가십시오.,existing
31/S3024.DAT,0x477C2,外に出るの？,나가?,existing
31/S3024.DAT,0x47802,"<CTRL:E5>""外に出る
<CTRL:E5>""やつっりやめるか",|나간다|그만,existing
31/S3024.DAT,0x478B6,"国/る<CTRL:00>ョ/る<CTRL:00> <CTRL:00>+<CTRL:00>*<CTRL:00>.<CTRL:00>,<CTRL:00>0<CTRL:00>""<CTRL:00>-<CTRL:00>""<CTRL:00>（<CTRL:00>が<CTRL:00>4<CTRL:00>'<CTRL:00>#<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>'<CTRL:00>が<CTRL:00>%<CTRL:00>&<CTRL:00> <CTRL:00>は<CTRL:00>""<CTRL:00>&",,
31/S3024.DAT,0x47F68,"攻撃 
<CTRL:E5>""アーク
<CTRL:E5>""ククル
<CTRL:E5>""トッシュ",|아크|쿠쿠루|토슈,existing
31/S3024.DAT,0x47FD2,"防ご 
<CTRL:E5>""がいこつ
<CTRL:E5>""よつっらい
<CTRL:E5>""あるまじろ",|망자|갑옷|아르마,existing
31/S3024.DAT,0x48052,"どうする？
<CTRL:E5>""さいきょうこうげき
<CTRL:E5>""ふつうこうげき
<CTRL:E5>""よわいこうげき
",|강공격|일반|약공격,existing
31/S3024.DAT,0x48280,<CTRL:E8>/のダメージ,,
31/S3024.DAT,0x483DA,か<CTRL:00>て<CTRL:00>る<CTRL:00>が,,
31/S3024.DAT,0x483EC,か<CTRL:00>て<CTRL:00>る<CTRL:00>う,,
31/S3031.DAT,0x47A4C,"兵士 
スメリアからの使者をおつれしました。",,
31/S3031.DAT,0x47AB0,"ヤグン 
こんな子供の相手をさせられるとは
わしもばかにされたものだな。",,
31/S3031.DAT,0x47B9C,スメリアから来たアークです。,,
31/S3031.DAT,0x47BDC,"ヤグン 
ミルマーナ国軍本部将軍のヤグンです。
トヨーケの森に行きたいんでしたな？",,
31/S3031.DAT,0x47C40,"ヤグン 
しかしながら、それは子供には無理だな
危険すぎる。",,
31/S3031.DAT,0x47C98,"ヤグン 
まあわざわざ来てもらつて
ご苦労なことだが
お帰りいただくしかないですな。",,
31/S3031.DAT,0x47D12,ちょつと、すいぶんな言い草じゃない。,,
31/S3031.DAT,0x47D5A,"子供、子供つて
これでもスメリア王の命で来ているのよ。",,
31/S3031.DAT,0x47DAC,"きちんと対するのが
すじつてもんじゃないの？",,
31/S3031.DAT,0x47E08,"ヤグン 
これは失礼しましたな、お嬢さん。",,
31/S3031.DAT,0x47E54,"ヤグン 
ただ、私は精霊の国から不思議な力を持つた戦士がいらつしゃると聞いていたものですから・・。",,
31/S3031.DAT,0x47EBE,"ヤグン 
しかも今、森はモンスターだらけで大変
危険な場所なんですよ。",,
31/S3031.DAT,0x47F1A,"ヤグン 
使者の方が命でも落とされたら
それこそスメリア王に申しわけが立たない",,
31/S3031.DAT,0x47F8C,"ヤグン 
はつはつはつはつ。",,
31/S3031.DAT,0x47FDE,"今言つた、不思議な力を持つ戦士が俺達です。
年はか<G:594>ないでしょう？",,
31/S3031.DAT,0x4803A,"そうよ。
あんたみたいに
腹が出た将軍より
りつっに戦えるはすだわ！",,
31/S3031.DAT,0x480B0,"ヤグン 
・・いいでしょう。
あなたがたの力を見せてもらいましょう。",,
31/S3031.DAT,0x4810A,"ヤグン 
最近はこの付近でもモンスターが現われる",,
31/S3031.DAT,0x4815A,"ヤグン 
そこで、その力とやらを使つて
モンスターを倒していただきましょう。",,
31/S3031.DAT,0x481B6,"ヤグン 
このあたりのモンスターも倒せないようでは、森にはとうてい行けませんからな。",,
31/S3031.DAT,0x48246,"ヤグン 
この方達が、戦場を見学したいそうだ。
おまえが同行してお見せしろ。",,
31/S3031.DAT,0x482A2,"ヤグン 
もしものこがあつたら一大こだぞ。
心してお守りするのだ。",,
31/S3031.DAT,0x48308,"ヤグン 
みなさんを
zルワジの森y、zセンバラの<G:781>y
の2か所に案内させます。",,
31/S3031.DAT,0x4836C,"ヤグン 
ますは、そこのモンスターと
戦つてみて下さい。",,
31/S3031.DAT,0x483BC,"ヤグン 
それでは、すばらしい戦果を期待して
おりますぞ。",,
31/S3031.DAT,0x4841E,"ヤグン 
お連れしろ。",,
31/S3031.DAT,0x4845E,"兵士 
はつ。",,
31/S3031.DAT,0x4861E,"・ -<CTRL:00>4<CTRL:00>（<CTRL:00>-<CTRL:00>""<CTRL:00>！<CTRL:00>か<CTRL:00><CTRL:F0><CTRL:FF>$<CTRL:00>）<CTRL:00>-<CTRL:00>.<CTRL:00>$<CTRL:00>は<CTRL:00>（<CTRL:00>！<CTRL:00>シ<CTRL:00>/<CTRL:00>-<CTRL:00> <CTRL:00>.<CTRL:00>*<CTRL:00>%<CTRL:00>（<CTRL:00>-<CTRL:00>/<CTRL:00>$<CTRL:00>は<CTRL:00>（<CTRL:00>-<CTRL:00>$<CTRL:00>$<CTRL:00>は<CTRL:00>（<CTRL:00>-<CTRL:00>0<CTRL:00>$<CTRL:00>は<CTRL:00>（<CTRL:00>*<CTRL:00>$<CTRL:00>-<CTRL:00>）<CTRL:00>""<CTRL:00>も<CTRL:00>/<CTRL:00>-",,
31/S3032.DAT,0x4794E,これでもう子供扱いできないでしょう？,,
