file,offset,score,speaker,ours,reference,reference_speaker,episode,japanese
21/S2042.DAT,0x48194,0.10,초핀,초핀: 어느 나라든 언제든 마물과 싸울 수 있는 장소가 있습니다.,,,,チョピン  / どこの国にも、いつ行つてもモンスターのいる場所があります。
21/S2042.DAT,0x481EA,0.10,초핀,초핀: 그곳에서 여러 번 싸우면 계속 강해질 수 있습니다.,,,,チョピン  / ここで何度も戦えば、 / どんどん強くなれます。
21/S2042.DAT,0x4823C,0.06,초핀,"초핀: 그곳의 마물은 이야기가 진행되어도 강해지지 않으니, 수련할 사람의 수준에 맞춰 장소를 고르세요.",,,,チョピン  / この場所のモンスターはゲームが進んでも変わらないので、鍛えたい人のレベルに / 合わせて場所を選ベます。
21/S2042.DAT,0x482B0,0.05,초핀,초핀: 이런 장소는 게임이 끝날 때까지 모두 열 곳 이상 생깁니다.,,,,チョピン  / ゲームが終わるまでに、こういう場所は、合計10カ所以上になります。
21/S2042.DAT,0x4831C,0.06,초핀,초핀: 자신의 턴일 때 LR 버튼을 동시에 누르면 프리 커서가 됩니다.,,,,チョピン  / 自分のターンの時に、LRボタンを同時におすとフリーカーソルになります。
21/S2042.DAT,0x4837E,0.05,초핀,초핀: 자유 커서로 마물의 위치와 지형을 살핀 뒤 작전을 세워 보세요.,,,,チョピン  / これを使つて、モンスターの場所、地形をよく見て作戦を立ててはどうでしょう？
21/S2042.DAT,0x483E0,0.10,초핀,"초핀: 그 밖에 분열하는 몬스터는 HP가 절반이 되지만, 쓰러뜨렸을 때 받는 경험치는 변하지 않습니다.",,,,チョピン  / 他には、分れつするモンスターは、HPが半分になりますが、倒した時にもらえる / 経験値は変わりません。
21/S2042.DAT,0x48454,0.08,초핀,초핀: 이 점을 잘 활용해 보세요.,,,,チョピン  / これを利用してみてはどうでしょう？
21/S2043.DAT,0x47FC4,0.19,병사,병사: 국왕께서 기다리고 계십니다. 성으로 와 주십시오.,,,,兵士  / 国王がお待ちです。 / 城においで下さい。
21/S2044.DAT,0x47FB8,0.12,,"초핀 
국왕께 말씀은 들었습니다。
<CTRL:E4>저는 초핀입니다。",,,,チョピン  / 王から話は聞いております。 / <CTRL:E4:3D>私はチョピン。
21/S2044.DAT,0x4800A,0.18,초핀,초핀: 여러분의 여행을 돕도록 왕께 명을 받았습니다.,,,,チョピン  / みなさまの旅のお手伝いをするよう / 王より命じられております。
21/S2044.DAT,0x48064,0.10,초핀,초핀: 무엇인가 모르는 것이 있으면 물어봐 주십시오.,,,,チョピン  / なにかわからないことがあれば、 / 聞いてみて下さい。
21/S2044.DAT,0x480B8,0.14,초핀,"초핀: 아크 님, 앞으로도 잘 부탁드립니다.",,,,チョピン  / アーク様 / 今後ともよろしくおねがいいたします。
21/S2044.DAT,0x4810A,0.09,초핀,"초핀: 자, 타십시오.",,,,チョピン  / では、お乗り下さい。
21/S2044.DAT,0x481D8,1.00,,잠깐 기다려!,잠깐 기다려!,아크,19,チョットまつた!<CTRL:E4:3D>
21/S2044.DAT,0x4821E,0.20,,"당신, 이 배의...",네.. 혹시 당신이 그것을?,,11,あなた、この聞の・・。
21/S2044.DAT,0x48268,0.16,,"이유는 분명하지 않지만, 너희를 따라가겠어.",,,,理由ははつきりしないが / おまえ等について行こうと思う。
21/S2044.DAT,0x482BC,0.09,,이 배의 힘이 있으면 발목을 잡지는 않을 거다.,,,,この聞の力があれば / 足手まといにはならないはすだ。
21/S2044.DAT,0x4831A,0.13,,"왔는가 왔는가, 기다리고 있었느니라. 자네가 없으면 앞으로 힘들 테니 말이야.",,,,来たか来たか / 待つておつたぞ。 / おぬしがいないとこれから先 / つらいからのう。
21/S2044.DAT,0x48388,0.12,,"뭐야, 이 영감은!",,,,何だこのじじいはつ!
21/S2044.DAT,0x483D4,0.07,,흥! 아직 마음의 단련이 부족하구나.,,,,ふんつ! / まだ心の鍛練(たんれん)が / なつておらん。
21/S2044.DAT,0x48428,0.20,,"아크, 걱정하지 마. 이 녀석도 정해진 동료 중 한 명이야.",걱정하지 마.,아크,6,アーク、心配せんでいい。 / こやつも定められた仲聞の1人。
21/S2044.DAT,0x4847E,0.12,,정해졌다고?,,,,定められた？
21/S2044.DAT,0x484C8,0.06,,그렇다. 내 옛 여행 때부터 정해진 영혼이지.,,,,そうじゃ、わしの古の旅から / 定められた魂じゃ。
21/S2044.DAT,0x48518,0.11,,그럼 우리는 옛날에 함께 여행한 적이 있는 거야?,,,,じゃあ、ぼくらは昔いつしょに / 旅をしたことがあるの？
21/S2044.DAT,0x4856A,0.07,,"그렇지, 혼은 돌고 도는 법. 예전에 스메리아로 성궤를 옮겨 온 동료들이 다시 모이는 것이니라.",,,,そうじゃ、魂はめぐる。 / かつてスメリアに<G:90>聖柩<G:89>を運んできた仲聞が再び集まるのじゃ。
21/S2044.DAT,0x485D0,0.14,,그렇게 말해도...,,,,そう言われても・・。
21/S2044.DAT,0x48610,0.08,,좋잖아. 앞으로의 여행은 분명 힘들 테니까.,,,,いいじゃない。 / これからの旅はきつと大変なんだから。
21/S2044.DAT,0x48668,0.10,,"그럼 결정이군. 나는 토슈, 잘 부탁하지.",,,,じゃあ決まりだな。 / 俺はトッシュ。よろしく頼むぜ。
21/S2044.DAT,0x48750,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
21/S2045.DAT,0x47546,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
21/S2045.DAT,0x4758E,0.10,,|출발|그만|정보,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて!
21/S2045.DAT,0x475EA,0.12,초핀,"초핀: 그럼, 이쪽으로.",,,,チョピン  / では、こちらへ。
21/S2045.DAT,0x47710,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
21/S2045.DAT,0x478CC,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
21/S2045.DAT,0x47914,0.10,,|출발|그만|정보,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて!
21/S2045.DAT,0x47970,0.12,초핀,"초핀: 그럼, 이쪽으로.",,,,チョピン  / では、こちらへ
21/S2045.DAT,0x47A92,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
21/S2045.DAT,0x47BEA,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
21/S2045.DAT,0x47C32,0.09,,|출발|그만|정보 2,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて! その2
21/S2045.DAT,0x47C92,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
21/S2045.DAT,0x47CDA,0.08,,|출발|그만|유용한 정보,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>耳よりな話を聞きたい!
21/S2045.DAT,0x47D3A,0.12,초핀,"초핀: 그럼, 이쪽으로.",,,,チョピン  / では、こちらへ
21/S2045.DAT,0x47E62,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
21/S2045.DAT,0x47ED2,0.23,초핀,초핀: 무엇이 알고 싶으십니까?,"폐하, 괜찮으십니까?",아크,20,チョピン  / 何が知りたいですか？
21/S2045.DAT,0x47F1C,0.06,,|아이템 정보|방향과 반격|그만,,,,<CTRL:E5:03>アイテム・アクセサリーの効果。 / <CTRL:E5:03>戦闘の方向と反撃。 / <CTRL:E5:03>やつっり、いいや。
21/S2045.DAT,0x47F94,0.08,초핀,"초핀: 아이템, 장신구, 특수 능력은 커서로 고르고 있을 때 L이나 R 버튼을 누르면 그 효과를 볼 수 있습니다.",,,,チョピン  / アイテム・アクセサリー・特しゅ能力は、カーソルで選んでいる時にLかRボタンをおすことで、その効果を見れます。
21/S2045.DAT,0x4800E,0.07,초핀,초핀: 특히 특수 능력은 필요한 MP와 지금 MP가 표시되니 많이 활용해 주십시오.,,,,チョピン  / 特に、特しゅ能力は必要なMPと / 現在のMPが表示されるので / 大いに利用して下さい。
21/S2045.DAT,0x48082,0.08,초핀,"초핀: 아이템으로 던져서 피해를 주는 것은 돌, 폭탄, 큰 폭탄 세 가지입니다.",,,,チョピン  / アイテムで投げてダメージを与えるものは石・爆弾・大きな爆弾の3つです。
21/S2045.DAT,0x480E4,0.09,초핀,초핀: 아이템 던지기는 반격당하지 않으므로 강한 적에게도 안전한 공격 수단입니다.,,,,チョピン  / アイテム投げは反撃されないので / 強い敵でも安全な攻撃手段です。
21/S2045.DAT,0x48150,0.10,초핀,"초핀: 적을 공격했을 때 반격을 받아, 피해를 입을 때가 있습니다.",,,,チョピン  / 敵に攻撃した場合に、反撃をされ、 / ダメージを受けることがあります。
21/S2045.DAT,0x481AE,0.11,초핀,초핀: 이를 피하려면 적의 뒤나 옆으로 돌아 들어가 공격하면 됩니다.,,,,チョピン  / これを避けるためには、 / 敵の後ろかよこに / 回り込んで攻撃することです。
21/S2045.DAT,0x4820E,0.07,초핀,초핀: 반대로 자신이 공격받을 때는 되도록 정면을 향하게 하면 적에게 반격하기 쉬워집니다.,,,,チョピン  / 逆に、自分が攻撃される時になるベく、 / 正面からになるようにしむけると / 敵に反撃しやすくなります。
21/S2045.DAT,0x4827E,0.07,초핀,초핀: 특수 공격도 아이템을 던지는 것과 마찬가지로 절대로 적의 반격을 받지 않는 공격 수단입니다.,,,,チョピン  / 特しゅ攻撃もアイテムを投げるのと同じく絶対に敵の反撃を受けない攻撃手段です。
21/S2045.DAT,0x48300,0.23,초핀,초핀: 무엇이 알고 싶으십니까?,"폐하, 괜찮으십니까?",아크,20,チョピン  / 何が知りたいですか？
21/S2045.DAT,0x4834A,0.09,,|전투 요령 2|유용한 정보|그만,,,,<CTRL:E5:03>バトルの心得 その2 / <CTRL:E5:03>耳よりな話 / <CTRL:E5:03>やつっり、いいや。
21/S2045.DAT,0x483B6,0.12,,|몬스터 상성|경험치|성장 조언|그만,,,,<CTRL:E5:03>モンスターとの相しょう / <CTRL:E5:03>経験値について / <CTRL:E5:03>成長のアトバイス / <CTRL:E5:03>やつっり、いいや。
21/S2045.DAT,0x48436,0.10,초핀,초핀: 이쪽의 공격이 몬스터에게 통하지 않는 것은 레벨 차이 외에 상성이 나쁜 경우가 있기 때문입니다.,,,,チョピン  / こちらの攻撃がモンスターにきかないのはレベルの違い以外に、相しょうが悪い / 場合があります。
21/S2045.DAT,0x484A4,0.10,초핀,초핀: 예를 들어 마법을 사용하는 몬스터는 마법 공격에 강한 법입니다.,,,,チョピン  / 例えば、魔法を使用するモンスターは、 / 魔法攻撃には強いもんです。
21/S2045.DAT,0x48506,0.11,초핀,초핀: 그 밖에 날아다니는 몬스터에게는 바람 마법이 잘 통하는 경우도 있습니다.,,,,チョピン  / 他には、飛んでいるモンスターには、 / 風の魔法がよくきくとかもあります。
21/S2045.DAT,0x48568,0.10,초핀,초핀: 싸움은 머리를 쓰지 않으면 안 됩니다. 힘만으로는 안 되는 법입니다.,,,,チョピン  / 戦いは頭を使わなきゃいけません。 / 力だけじゃだめなんですよ。
21/S2045.DAT,0x485C4,0.09,,말해 주는군.,,,,言つてくれるぜ。
21/S2045.DAT,0x4860A,0.12,초핀,초핀: 강한 상대를 정해 싸우면 그만큼 많은 경험을 쌓을 수 있습니다.,,,,チョピン  / 強い相手を選んで戦うと、それだけ多くの経験をつめます。
21/S2045.DAT,0x48664,0.08,초핀,"초핀: 경험은 공격했을 때도, 공격받았을 때도 얻을 수 있습니다. 언제나 도전하는 마음으로 맞서 주십시오.",,,,チョピン  / 経験は、攻撃した時も、された時も / 得られます。 / いつもチャレンジする心で挑んで下さい。
21/S2045.DAT,0x486D2,0.13,,어딘가 조금 의욕이 나기 시작했어.,,,,なんだか、ちょつとやる気に / なつてきたな。
21/S2045.DAT,0x4871A,0.09,초핀,초핀: 다만 피해가 0인 경우에는 안 됩니다.,,,,チョピン  / ただし、 / ダメージが0の場合はだめですよ。
21/S2045.DAT,0x487B2,0.08,초핀,초핀: 동료가 늘어나면 전투에서의 역할에 따라 레벨 차이가 더 생기게 됩니다.,,,,チョピン  / 仲聞がふえてくると、戦闘での役わりに / よりレベルにさが出てきます。
21/S2045.DAT,0x48810,0.10,초핀,초핀: 모든 사람이 공격에 알맞은 것은 아닙니다.,,,,チョピン  / すベての人が攻撃に向いているわけでは / ありません。
21/S2045.DAT,0x48866,0.10,초핀,초핀: 캐릭터들의 방어력이 비슷한 수치가 되도록 신경 써 보시는 건 어떻겠습니까?,,,,チョピン  / キャラクターの防ご値が近い値になるように気をつけてみてはどうでしょう？
21/S2045.DAT,0x488C8,0.11,초핀,초핀: 그러면 금방 당해 버리는 낙오자는 없어질 겁니다.,,,,チョピン  / きつと、 / すぐやられてしまう落ちこぼれは / いなくなりますよ。
21/S2045.DAT,0x48926,0.10,,낙오자라니 누구를 말하는 게냐?,,,,落ちこぼれとは誰のことじゃ？
21/S2045.DAT,0x48972,0.19,,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,,,,<CTRL:E5:03>アララトスの遺跡ダンジョン / <CTRL:E5:03>ミルマーナのその後 / <CTRL:E5:03>ラマダ寺での修行 / <CTRL:E5:03>やつっり、いいや。
21/S2045.DAT,0x489F6,0.17,초핀,초핀: 아라라토스의 유적 던전은 상당히 층이 많은 모양입니다.,,,,チョピン  / アララトスの遺跡ダンジョンは / 相当に階層が深いようです。
21/S2045.DAT,0x48A54,0.10,초핀,"초핀: 그 안에는 몬스터가 지키고 있는, 그곳에서만 얻을 수 있는 액세서리도 있다고 들었습니다.",,,,チョピン  / なかには、モンスターに守られた、 / あそこにしかないアクセサリーもあると / 聞きます。
21/S2045.DAT,0x48ABA,0.14,초핀,"초핀: 힘 시험도 할 겸, 때로는 가 보는 것도 좋지 않겠습니까?",,,,チョピン  / 力試しもかねて、時には行つてみるのも / よいのでは？
21/S2045.DAT,0x48B10,0.07,,"그래, 너희 힘으로 보물을 계속 손에 넣는 게야!",,,,そうじゃ、おまえらの力で宝を / どんどん手に入れるんじゃ!
21/S2045.DAT,0x48B62,0.07,,물론 손에 넣은 뒤에는 나에게 맡기거라. 크크크크크.,,,,もちろん、手に入れた後はわしにまかせんしゃい。 / キャッキャッキャッキャッ。
21/S2045.DAT,0x48BC0,0.08,,맡길 리가 없잖아!,,,,まかせる訳ないでしょ!
21/S2045.DAT,0x48C0A,0.15,초핀,초핀: 토요케 숲의 베미의 정령을 기억하십니까?,,,,チョピン  / トヨーケの森のベみの精霊を / おぼえていますか？
21/S2045.DAT,0x48C5E,0.18,초핀,초핀: 그녀는 언제나 우리를 지켜봐 주고 있습니다.,,,,チョピン  / 彼女はいつも我々を見守つてくれて / います。
21/S2045.DAT,0x48CB2,0.09,초핀,"초핀: 미르마나에는 세 곳의 배틀 에어리어가 있다고 하니, 때로는 가서 이야기를 듣는 것도 좋겠습니다.",,,,チョピン  / ミルマーナには、3カ所バトルエリアが / あるこですし、時には行つて、 / 話を聞くのもよいでしょう。
21/S2045.DAT,0x48D1E,0.09,초핀,초핀: 가면 만능약을 받을 수 있는 모양입니다.,,,,チョピン  / 行くと万能薬をもらえるようですよ。
21/S2045.DAT,0x48D6E,0.12,,친절하기도 하군.,,,,やさしいのう。
21/S2045.DAT,0x48DB4,0.07,초핀,초핀: 라마다에 남은 승려들은 절을 수행의 장소로 개방하고 있는 모양입니다.,,,,チョピン  / ラマダに残つた僧達は、 / 寺を修行の場として / 解放しているようです。
21/S2045.DAT,0x48E16,0.09,초핀,초핀: 자신의 강함을 시험하고 싶어졌을 때 들러 보시는 건 어떻겠습니까?,,,,チョピン  / 自分の強さを試したくなつた場合に、 / 立ちよつてみてはどうでしょう。
21/S2045.DAT,0x48E78,0.04,,제자들아....,,,,弟子達よ・・・・。
21/S2045.DAT,0x48EC0,0.11,초핀,초핀: 어느 것에 관해 말씀드릴까요?,,,,チョピン  / どれについてお話ししましょう？
21/S2045.DAT,0x48F18,0.06,,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,,,,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣について / <CTRL:E5:03>次のページ
21/S2045.DAT,0x48F94,0.07,,|포코의 악기|투기장|키토우올|그만,,,,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>やつっりいいや。
21/S2045.DAT,0x49006,0.05,,|스톤 서클|링 위치 설정|소환수|다음 페이지,,,,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣 / <CTRL:E5:03>次のページ
21/S2045.DAT,0x4907E,0.06,,|포코의 악기|투기장|키토우올|다음 페이지,,,,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>次のページ
21/S2045.DAT,0x490F0,0.05,,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,,,,<CTRL:E5:03>ラマダ寺の修行 / <CTRL:E5:03>ロマンシングストーン / <CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89> / <CTRL:E5:03>やつっりいいや。
21/S2045.DAT,0x4916A,0.10,초핀,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,,,,チョピン  / ゴーゲンさんが仲聞になつた後にオルカスの丘のストーンサークルへ行きましたか？
21/S2045.DAT,0x491CE,0.11,초핀,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,,,,チョピン  / ここでは、あるアイテムが手に入ります。ストーンサークルだけに・・。
21/S2045.DAT,0x4922E,0.05,초핀,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.,,,,チョピン  / バトル中に、自分のターンで / スタートボタンをおすと / ステータスを見れますよね。
21/S2045.DAT,0x49292,0.07,초핀,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.,,,,チョピン  / その時に、カーソルと<CTRL:E7:02>でリングの中の技を選んでアイコンの位置を変えられるんです。
21/S2045.DAT,0x492FC,0.09,초핀,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.,,,,チョピン  / これは、一度変えるとセーフされるので / すつと使えますよ。
21/S2045.DAT,0x4935A,0.12,초핀,초핀: 소환수는 전부 합쳐 둘까지 있다고 들었습니다. 그중에는 찾기 어려운 것도 있는 모양이니 여기저기 찾아 보십시오.,,,,チョピン  / 召喚獣は全部で6までなると聞いております。中には見つかりにくいものもいるようなのであちこち探してみて下さい。
21/S2045.DAT,0x493D4,0.09,초핀,초핀: 포코 님의 악기는 전부 여섯 개라고 들었습니다. 모두 찾으면 상당히 강한 부대가 될 수 있겠군요.,,,,チョピン  / ポコ様の楽器は、全部で8つになると聞いております。全部見つかると、かなり強い兵隊になれそうですね。
21/S2045.DAT,0x4944A,0.10,초핀,초핀: 그 뒤의 투기장에서는 배틀에서 이긴 수를 세고 있는 모양입니다.,,,,チョピン  / その後の闘技場では、バトルに勝つた数を数えているみたいですね。
21/S2045.DAT,0x494A6,0.09,초핀,초핀: 분명 좋은 일이 있을 테니 힘내서 기록을 세워 주십시오.,,,,チョピン  / きつと、いいことがありますから / がんばつて記ろくを作つて下さい。
21/S2045.DAT,0x49506,0.08,초핀,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.,,,,チョピン  / ゴーゲン様のキートウオールの魔法の火に<G:90>大きな爆弾<G:89>を投げ込むと大爆発が / 起こるそうです。
21/S2045.DAT,0x4957A,0.12,초핀,초핀: 몬스터가 많은 곳에서 써 보시는 건 어떻겠습니까?,,,,チョピン  / モンスターの多いところで使つてみては / どうでしょう。
21/S2045.DAT,0x495D4,0.07,초핀,"초핀: 라마다사에서는 등급을 두고 수행을 하고 있는 모양인데, 그것을 모두 끝내면 얻을 수 있는 액세서리가 있는 모양입니다.",,,,チョピン  / ラマダ寺では、ランクを設けて修行を行つているようですが、その全てを終えると手に入るアクセサリーがあるようです。
21/S2045.DAT,0x4964A,0.12,초핀,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...,,,,チョピン  / ただ、ラマダ寺でもらえるわけではないようですが・・・。
21/S2045.DAT,0x496A6,0.11,초핀,"초핀: 로맨싱 스톤이 있는 곳을 알아냈습니다. 하나는 스메리아의 토우빌, 하나는 유적 던전, 하나는 고겐 님이, 마지막 하나는 아크 님의 아버님이 가지고 계셨던 모양입니다.",,,,チョピン  / ロマンシングストーンのある場所がわかりました。1つはスメリアのトウヴィル・1つは遺跡ダンジョン、1つはゴーゲン様が、最後の1つはアークさんの父上が持つてらつしゃつたみたいですね。
21/S2045.DAT,0x49744,0.08,초핀,초핀: 전투에서 경험치가 두 배가 되는 장신구가 있는 모양입니다. 이름은 비단 띠. 누구나 쓸 수 있는 것 같군요.,,,,チョピン  / 戦闘での経験値が倍になるアクセサリーがあるようです。名前は<G:90>きぬのおび<G:89>。 / 誰でも使えるようですね。
22/S2046.DAT,0x47FA8,0.12,,이대로 돌아가면 붙잡히고 만다.,,,,このまま戻れば捕まつちまうぞ。
22/S2046.DAT,0x47FEC,0.18,,"그럼, 어떻게 할 거야?",,,,じゃあ、どうするの？
22/S2046.DAT,0x4802A,0.08,,이 몸에게 좋은 생각이 있느니라.,,,,このわしに、 / いい考えがあるんじゃが。
22/S2046.DAT,0x48074,0.22,,어떻게 할 건데?,어떻게 그 사실을?,,13,どうするんだ？
22/S2046.DAT,0x480B0,0.13,,"자자, 이 촌가라 님에게 맡기거라.",,,,まあまあ、 / このチョンガラ様にまかせなさい。
22/S2046.DAT,0x480FC,0.15,,"할아버지, 잠깐 귀를 빌려 줘...",,,,じいさん、 / ちょつと耳をかせ・・。
22/S2046.DAT,0x48146,0.06,,호오... 이런... 그거 좋구먼!,,,,ほお・・ / <CTRL:E4:3D>なんと・・・ / <CTRL:E4:3D>そりゃいいわい!
22/S2046.DAT,0x4819A,0.22,,괜찮으려나.,"폐하, 괜찮으십니까?",아크,20,大丈夫かなっ。
22/S2046.DAT,0x48242,0.09,,아이고 도착했다. 도착했다고!!,,,,いやー着いた。<CTRL:E4:3D>着いたぞー!!<CTRL:E4:3D>
22/S2046.DAT,0x4829E,0.13,,"콜록, 콜록, 콜록, 콜록. 공기가 더러운 나라로군.",,,,ごほつ・<CTRL:E4:15>ごほつ・<CTRL:E4:15>ごほ・<CTRL:E4:0B>ごほつ / <CTRL:E4:3D>空気のきたない国であるな。
22/S2046.DAT,0x48302,0.12,,정말이지.,,,,全くですなっ。
22/S2046.DAT,0x48358,0.08,병사,"병사: 뭐야, 입국 연락은 받지 못했는데.",,,,兵士  / 何だなんだ、 / 入国の連らくは受けていないぞ。
22/S2046.DAT,0x483A0,0.15,,"아이고, 실례를 범했습니다!!",,,,アイヤー、<CTRL:E4:3D><CTRL:E4:3D> / 失礼をばつかまつつた!!<CTRL:E4:3D>
22/S2046.DAT,0x483DC,0.08,,"연락을 넣으려 했다만, 비행선 통신기 상태가 나빠서 말이야.",,,,連らくを入れようと思つたンじゃがねえ、<CTRL:E4:3D><CTRL:E4:3D>飛行船の通信機の調子が悪うてのふ。<CTRL:E4:3D>
22/S2046.DAT,0x4844A,0.18,,"이야, 큰일이구먼!",,,,いやー、<CTRL:E4:3D>まいつたまいつた!<CTRL:E4:3D>
22/S2046.DAT,0x48494,0.06,병사,병사: 좋으니 신분 증명이 될 만한 것을 보여라!,,,,兵士  / いいから身分証明書になるものを見せなさい!
22/S2046.DAT,0x484EA,0.17,,어라? 신분증명서라고? 그게 무엇입니까요?,,,,はて？<CTRL:E4:3D><CTRL:E4:3D>身分証明書とな？ / <CTRL:E4:3D><CTRL:E4:3D>ソレハ、ナンデスカイナ？
22/S2046.DAT,0x4854A,0.33,,무슨 일이신지요?,부르셨습니까. 마스터? 무슨 일이신지.,,15,ナンデショウナ？
22/S2046.DAT,0x4858A,0.10,병사,"병사: 여권이다, 여권! 설마 가지고 있지 않은 건가? 수상한 녀석 같으니.",,,,兵士  / パスポートだよ、パスポート! / まさか持つてないのか？ / あやしい奴め。
22/S2046.DAT,0x485F4,0.10,,"뭐, 무슨 무례한 짓을! 이분을 누구로 아느냐.",,,,な、何と無礼な! / こちらの方をどなたと心得る。<CTRL:E4:3D><CTRL:E4:3D>
22/S2046.DAT,0x48646,0.00,병사,병사: ???,,,,兵士  / ？？？
22/S2046.DAT,0x48686,0.13,,"영감, 말해 주게, 말해 주게.",,,,<CTRL:E4:3D><CTRL:E4:3D>爺、<CTRL:E4:3D><CTRL:E4:3D>言つてやつて、言つてやつて。<CTRL:E4:3D>
22/S2046.DAT,0x486DC,0.05,,"이분은 클라프 왕국의 왕자, 톤 가바 헤모촌 님이시다!!",,,,このお方はな、クラーフ王国王子トン・ガバ・へモチョン様なるぞ!!
22/S2046.DAT,0x48730,0.13,병사,병사: 클라프 왕국? 왕자? 당신이??,,,,兵士  / クラーフ王国？王子？ / あんたが？？
22/S2046.DAT,0x48780,0.11,,"응, 그렇단다. 이분이.",,,,うん、そうなのよ、これが。
22/S2046.DAT,0x487C0,0.10,병사,"병사: 하아, 하지만 클라프 왕국 같은 나라는 들어 본 적도...",,,,兵士  / はあ、しかしクラーフ王国などという国は聞いたこも・・。
22/S2046.DAT,0x4881A,0.08,,"무슨 소리냐!! 남쪽 바다에 떠 있는 이 세상의 낙원, 클라프 섬을 모른단 말이냐, 네놈!",,,,ぶっつかもん!!なんようにうかぶこの世の楽えん、クラーフ島を知らんてか、おぬし!<CTRL:E4:3D><CTRL:E4:3D>
22/S2046.DAT,0x4887C,0.08,병사,"병사: 아니, 들어 본 적이 있는 것 같기도 하고, 없는 것 같기도 하고...",,,,兵士  / いや、聞いたこがあるような、ないような・・。
22/S2046.DAT,0x488D2,0.05,,"그 섬을 다스리고 계신 분이 이분의 아버님, 왕 중의 왕!! 톤 시란 노데스케토 님이시다.",,,,その島をおさめてらつしゃるのが / この方のお父上、王の中の王!! / トン・シラン・ノデスケト様なのだベさ。
22/S2046.DAT,0x4893E,0.13,병사,"병사: 이, 이건 실례했습니다. 그러면 뒤에 계신 분들은?",,,,兵士  / こ、これは失礼しました。すると、後ろの方々は？
22/S2046.DAT,0x48996,0.11,,우리 나라의 대신들이지요.,,,,我が国の大臣達だがねえー<CTRL:E4:3D><CTRL:E4:3D>
22/S2046.DAT,0x489E8,0.05,헤모,헤모: 헤모오오오!!,,,,へモ へモーーーー!!
22/S2046.DAT,0x48A30,0.07,병사,병사: 그래서 이번 입국 목적은...?,,,,兵士  / それで、今回の入国の目的は・・？
22/S2046.DAT,0x48A80,0.17,,"뭐, 뭐라고 하는 겐가 자네?",,,,<CTRL:E4:3D>なーにを言つとるのかね<CTRL:E4:3D>チミィ？<CTRL:E4:3D><CTRL:E4:3D>
22/S2046.DAT,0x48AD2,0.09,,"당신네 왕이 죽었다기에 먼 곳에서 날아왔단 말이오, 정말.",,,,おたくの王様が死んだゆうから遠ろはるばる飛んできたさアルよ、まつたく<CTRL:E4:3D>
22/S2046.DAT,0x48B32,0.05,,"아 피곤해라, 으으으.",,,,あーつかれたわ、<CTRL:E4:3D><CTRL:E4:3D>うーーー。<CTRL:E4:3D>
