category,index,japanese,korean_display,application_status,missing_glyphs,special_check,encoded_bytes,encoded_hex,pointer_offset,string_offset
consumable_name,25,苦い葉,쓴 풀,guide_safe_override,,none,5,DE DC 9C DF 8A,0x80D00,0x80BC0
consumable_name,26,石解け<N:ハ:12>リ,몸 마비 회복침,guide_safe_override,,none,14,DF 36 9C E0 9E E0 53 9C DE C7 DF 33 DF 5A,0x80D04,0x80BC6
consumable_name,27,痛烈な<N:ハ:12>リ,마법 봉인 회복침,guide_safe_override,,none,16,E0 9E E0 B3 9C DF 93 E0 6A 9C DE C7 DF 33 DF 5A,0x80D08,0x80BD5
consumable_name,28,召喚のつ<N:げ:26>,마물 항아리,guide_safe_override,,none,11,E0 9E E0 4F 9C E0 87 E0 9C E0 98,0x80D0C,0x80BE6
consumable_name,29,？？？？？,?????,translated_existing_bank,,none,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D10,0x805F3
consumable_name,30,？？？？？,?????,translated_existing_bank,,none,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D14,0x805F3
consumable_name,31,？？？？？,?????,translated_existing_bank,,none,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D18,0x805F3
consumable_description,0,一時的にすばやさを下げます,민첩 일시 감소,translated_existing_bank,,none,14,DF BE DF EC 9C E0 6B E0 61 9C E0 01 E0 D9,0x80F14,0x80BF2
consumable_description,1,<N:ｌ:5>へモジーへを元に戻します,헤모지 회복,translated_existing_bank,,none,11,DF 9D E0 11 E0 A2 9C DE C7 DF 33,0x80F18,0x80C01
consumable_description,2,<N:リ:12>ベルアッ<N:フ:11>します,LV 1 상승,guide_exact_lv_fallback,,none,8,6C 9C 12 9C E0 56 E0 FF,0x80F1C,0x8208C
consumable_description,3,<N:Π:10><N:Ｐ:10>が<N:ｃ:9>0ポ<N:｣:11>ント回復します,체력 60 회복,translated_existing_bank,,none,12,E0 90 E0 8C 9C 17 11 9C DE C7 DF 33,0x80F20,0x80C19
consumable_description,4,しびれて動けなくなります,마비 부여,translated_existing_bank,,none,9,E0 9E E0 53 9C E0 0B E0 DC,0x80F24,0x80C26
consumable_description,5,ぶつけてダメージを<N:与:3>えます,던져서 피해,translated_existing_bank,,none,11,DF 69 DF 14 E0 57 9C DF 82 E0 88,0x80F28,0x80C30
consumable_description,6,防御力が上がります,방어력 상승,translated_existing_bank,,none,11,E0 0F E0 A0 E0 8C 9C E0 56 E0 FF,0x80F2C,0x80C3C
consumable_description,7,<N:Π:10><N:Ｐ:10>が20ポ<N:｣:11>ント回復します,체력 20 회복,translated_existing_bank,,none,12,E0 90 E0 8C 9C 13 11 9C DE C7 DF 33,0x80F30,0x80C48
consumable_description,8,<N:毒:1>を<N:振:2>りまきます,해로운 기운 부여,guide_safe_override,,none,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C E0 0B E0 DC,0x80F34,0x80C55
consumable_description,9,しびれを取りのぞきます,마비 회복,translated_existing_bank,,none,9,E0 9E E0 53 9C DE C7 DF 33,0x80F38,0x80C66
consumable_description,10,一時的にすばやさを上げます,민첩 일시 상승,translated_existing_bank,,none,14,DF BE DF EC 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F3C,0x80C70
consumable_description,11,爆発します,폭발 피해,translated_existing_bank,,none,9,DE CB E0 FA 9C DF 82 E0 88,0x80F40,0x80C7F
consumable_description,12,爆発します,큰 폭발 피해,translated_existing_bank,,none,12,DF 0A 9C DE CB E0 FA 9C DF 82 E0 88,0x80F44,0x80C89
consumable_description,13,ほとんどのステータス傷害を回復します,대부분의 상태 이상 회복,translated_existing_bank,,none,23,E0 36 E0 0B E0 91 E0 9B 9C E0 56 DF 08 9C E0 BD E0 56 9C DE C7 DF 33,0x80F48,0x80D1C
consumable_description,14,<N:毒:1>を取りのぞきます,해로운 기운 회복,guide_safe_override,,none,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C DE C7 DF 33,0x80F4C,0x80D34
consumable_description,15,戦闘不能<N:午:15>ャラクタを復活させます,쓰러진 대상 부활,translated_existing_bank,,none,16,E0 02 E0 25 DF 10 9C E0 36 E0 56 9C E0 0B E0 80,0x80F50,0x80D45
consumable_description,16,一時的に攻撃力を上げます,공격력 일시 상승,translated_existing_bank,,none,16,E0 C6 E0 40 E0 8C 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F54,0x80D56
consumable_description,17,<N:眠:5>らせます,수면 부여,translated_existing_bank,,none,9,DF B7 E0 4C 9C E0 0B E0 DC,0x80F58,0x80D67
consumable_description,18,一時的に攻撃力・防御力を下げます,공격 방어 일시 감소,translated_existing_bank,,none,19,E0 C6 E0 40 9C E0 0F E0 A0 9C E0 6B E0 61 9C E0 01 E0 D9,0x80F5C,0x80D71
consumable_description,19,攻撃力が上がります,공격력 상승,translated_existing_bank,,none,11,E0 C6 E0 40 E0 8C 9C E0 56 E0 FF,0x80F60,0x80D85
consumable_description,20,すばやさが上がります,민첩 상승,translated_existing_bank,,none,9,DF BE DF EC 9C E0 56 E0 FF,0x80F64,0x80D91
consumable_description,21,<N:Π:10><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 체력 2 상승,translated_existing_bank,,none,16,DF A4 E0 36 9C E0 90 E0 8C 9C 13 9C E0 56 E0 FF,0x80F68,0x80D9B
consumable_description,22,魔力が上がります,마력 상승,translated_existing_bank,,none,9,E0 9E E0 8C 9C E0 56 E0 FF,0x80F6C,0x80DAC
consumable_description,23,<N:∪:20><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 마력 2 상승,translated_existing_bank,,none,16,DF A4 E0 36 9C E0 9E E0 8C 9C 13 9C E0 56 E0 FF,0x80F70,0x80DB6
consumable_description,24,<N:振:2>りまくと、目が見えなくなります,명중 감소,guide_safe_override,,none,9,E0 4E DF A9 9C E0 01 E0 D9,0x80F74,0x80DC7
consumable_description,25,一時的に防御力を上げます,방어력 일시 상승,translated_existing_bank,,none,16,E0 0F E0 A0 E0 8C 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F78,0x80DD1
consumable_description,26,石化から元に戻ります,몸 마비 회복,guide_safe_override,,none,12,DF 36 9C E0 9E E0 53 9C DE C7 DF 33,0x80F7C,0x80DE2
consumable_description,27,封じられた魔法が使えるようになります,마법 봉인 회복,guide_safe_override,,none,14,E0 9E E0 B3 9C DF 93 E0 6A 9C DE C7 DF 33,0x80F80,0x80DEF
consumable_description,28,チョン<N:力:5>ラがモンスターを召喚するのに使います,촌가라의 마물 부르기,guide_safe_override,,none,20,DF 83 E0 C0 E0 A6 E0 9B 9C E0 9E E0 4F 9C E0 0B E0 46 E0 AC,0x80F84,0x80DFE
consumable_description,29,？？？？？,?????,translated_existing_bank,,none,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F88,0x805F3
consumable_description,30,？？？？？,?????,translated_existing_bank,,none,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F8C,0x805F3
consumable_description,31,？？？？？,?????,translated_existing_bank,,none,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F90,0x805F3
skill_name,0,,,translated_existing_bank,,none,0,,0x811C0,0x804A3
skill_name,1,バーン<N:ク:12>ラウント,번 그라운드,guide_safe_override,,none,11,DE E5 9C E0 29 E0 A6 DF FA DF 41,0x811C4,0x80E13
skill_name,2,トータル<N:ヒ:5>ーリン<N:ク:12>,전체 회복,guide_safe_override,,none,9,E0 CC E0 90 9C DE C7 DF 33,0x811C8,0x80E1F
skill_name,3,ゲ<N:｣:11>ルフラッシュ,게일 플래시,guide_safe_override,,none,11,E0 14 E0 6B 9C DF 9E E0 BB E0 61,0x811CC,0x80E29
skill_name,4,スロウエ<N:ネ:13>ミー,슬로우 에너미,guide_safe_override,,none,13,DF B6 E0 D6 E0 68 9C E0 9F E0 32 E0 50,0x811D0,0x80E35
skill_name,5,メテオフ<N:｣:13>ール,별 내리기,guide_safe_override,,none,9,DE E2 9C DF 97 E0 98 E0 AC,0x811D4,0x80E43
skill_name,6,<N:午:15>ュア,회복,guide_safe_override,,none,4,DE C7 DF 33,0x811D8,0x80C96
skill_name,7,デポ<N:｣:11><N:ス:15>ン,해로운 기운 제거,guide_safe_override,,none,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C E0 AA DF 87,0x811DC,0x80E4D
skill_name,8,サ<N:｣:11><N:リ:12>ント,사일런트,guide_safe_override,,none,8,E0 A5 E0 6B E0 BC E0 82,0x811E0,0x80E5E
skill_name,9,リフ<N:リ:12>ッシュ,리프레시,guide_safe_override,,none,8,E0 98 DF 9F DF D2 E0 61,0x811E4,0x80E67
skill_name,10,天のさばき,하늘의 심판,guide_safe_override,,none,11,E0 C4 DF D7 E0 9B 9C DF 25 DF 05,0x811E8,0x80E70
skill_name,11,リ<N:ザ:8><N:リ:12>クション,부활,guide_safe_override,,none,4,E0 0B E0 80,0x811EC,0x80E7C
skill_name,12,デ<N:ｲ:6>バ<N:｣:11>ト,디바이드,guide_safe_override,,none,8,E0 A1 DF 6E E0 BD DF 41,0x811F0,0x80E81
skill_name,13,桜花雷爆斬,토슈 비기,guide_safe_override,,none,9,E0 7E DE DD 9C E0 53 E0 AC,0x811F4,0x80E8A
skill_name,14,呪縛剣,봉인검,guide_safe_override,,none,6,DF 93 E0 6A DE F3,0x811F8,0x80E94
skill_name,15,<N:真:2><N:空:2>斬,진공검,guide_safe_override,,none,6,DF 10 E0 C6 DE F3,0x811FC,0x80E9B
skill_name,16,<N:虎:5><N:影:1>斬,그림자검,guide_safe_override,,none,8,E0 29 DF 3A E0 E0 DE F3,0x81200,0x80EA2
skill_name,17,戦の小太鼓,전투 큰 북,guide_safe_override,,none,10,E0 CC E0 EF 9C DF 0A 9C DF 31,0x81204,0x80EAB
skill_name,18,荒獅子太鼓,황사자태고,guide_safe_override,,none,10,DE FC E0 A5 E0 E0 DF 08 E0 7F,0x81208,0x80EB6
skill_name,19,気合いラッパ,기합 나팔,guide_safe_override,,none,9,E0 AC E0 86 9C E0 99 DF 8B,0x8120C,0x80EC1
skill_name,20,へろへろラッパ,비틀비틀 나팔,guide_safe_override,,none,13,E0 53 DF 06 E0 53 DF 06 9C E0 99 DF 8B,0x81210,0x80ECB
skill_name,21,いやしのたてごと,치유의 하프,guide_safe_override,,none,11,E0 B0 E0 AD E0 9B 9C E0 C4 DF 9F,0x81214,0x80ED9
skill_name,22,のろまのベース,느림의 연주,guide_safe_override,,none,11,E0 3A DF 3A E0 9B 9C DF 1C E0 CF,0x81218,0x80EE5
skill_name,23,い<N:駄:2>天のオカリナ,위타천 오카리나,guide_safe_override,,none,15,E0 69 E0 7D DF 8C 9C E0 62 DF E9 E0 98 E0 99,0x8121C,0x80EF1
skill_name,24,向き直りの笛,방향잡이 피리,guide_safe_override,,none,13,E0 0F DE F8 DF F4 E0 BD 9C DF 82 E0 98,0x81220,0x80F01
skill_name,25,エクス<N:フ:11>ロージョン,대폭발,guide_safe_override,,none,6,E0 36 DE CB E0 FA,0x81224,0x80F94
skill_name,26,トリーム<N:メ:6>ック,드림 노크,guide_safe_override,,none,9,DF 41 DF 3A 9C E0 3C E0 9D,0x81228,0x80F9B
skill_name,27,ダ<N:｣:11>ヤモントダスト,다이아몬드 더스트,guide_safe_override,,none,17,E0 C1 E0 BD E0 9C DF 37 DF 41 9C DF D5 E0 39 E0 82,0x8122C,0x80FA5
skill_name,28,ウ<N:｣:11>ントスラッシャー,바람 검,guide_safe_override,,none,7,DF 6E E0 BA 9C DE F3,0x81230,0x80FB7
skill_name,29,<N:ヒ:5>ートウ<N:｣:13>ール,불의 장막,guide_safe_override,,none,9,E0 0A E0 9B 9C E0 E1 DF 39,0x81234,0x80FBF
skill_name,30,サンダーストーム,전기 폭풍,guide_safe_override,,none,9,E0 CC E0 AC 9C DE CB DE C9,0x81238,0x80FC9
skill_name,31,テ<N:リ:12>ポート,공간 이동,guide_safe_override,,none,9,E0 C6 E0 F7 9C E0 BD E0 94,0x8123C,0x80FD3
skill_name,32,心<N:眼:3>法,심안법,guide_safe_override,,none,6,DF 25 E0 E9 E0 B3,0x81240,0x80FDD
skill_name,33,<N:退:3>魔光弾,악령 광선,guide_safe_override,,none,9,DF 1F E0 EE 9C DF DD E0 58,0x81244,0x80FE4
skill_name,34,旋風撃蹴,회오리 차기,guide_safe_override,,none,11,DE C7 E0 62 E0 98 9C E0 96 E0 AC,0x81248,0x80FEE
skill_name,35,流星爆,유성폭,guide_safe_override,,none,6,E0 AD E0 5A DE CB,0x8124C,0x80FFA
skill_name,36,鬼神流<N:影:1><N:波:1>,유령 파동,guide_safe_override,,none,9,E0 AD E0 EE 9C DF A0 E0 94,0x81250,0x81001
skill_name,37,滅掌烈破,멸장열파,guide_safe_override,,none,8,E0 4D E0 E1 E0 B2 DF A0,0x81254,0x8100B
skill_name,38,<N:ゲ:16>ラック,회복 마물,guide_safe_override,,none,9,DE C7 DF 33 9C E0 9E E0 4F,0x81258,0x81014
skill_name,39,モフリー,모프리,guide_safe_override,,none,6,E0 11 DF 9F E0 98,0x8125C,0x8101E
skill_name,40,フウジン,후우진,guide_safe_override,,none,6,DF 6C E0 68 DF 10,0x81260,0x81025
skill_name,41,ラ<N:｣:11>ジン,라이진,guide_safe_override,,none,6,E0 A6 E0 BD DF 10,0x81264,0x8102C
skill_name,42,へモジー,헤모지,guide_safe_override,,none,6,DF 9D E0 11 E0 A2,0x81268,0x81033
skill_name,43,オトン,강화 마물,guide_safe_override,,none,9,E0 F2 DE FE 9C E0 9E E0 4F,0x8126C,0x8103A
skill_name,44,調ベる,조사,guide_safe_override,,none,4,E0 A4 E0 A5,0x81270,0x80F0F
skill_name,45,ちょこ,초코,guide_safe_override,,none,4,DF EB DF A3,0x81274,0x81044
skill_name,46,回復,회복,translated_existing_bank,,none,4,DE C7 DF 33,0x81278,0x80C96
skill_name,47,<N:ｴ:24>か造り,다리 만들기,translated_existing_bank,,none,11,E0 C1 E0 98 9C E0 49 E0 3B E0 AC,0x8127C,0x81049
skill_name,48,風雷破,바람 전기,guide_safe_override,,none,9,DF 6E E0 BA 9C E0 CC E0 AC,0x81280,0x81055
skill_name,49,風雷破,바람 전기,guide_safe_override,,none,9,DF 6E E0 BA 9C E0 CC E0 AC,0x81284,0x81055
skill_name,50,乗り移り,몸 가져오기,guide_safe_override,,none,11,DF 36 9C E0 C0 DF 14 E0 62 E0 AC,0x81288,0x8105F
skill_name,51,バク<N:リ:12>ツ手裏剣,폭발 수리검,guide_safe_override,,none,11,DE CB E0 FA 9C DF B7 E0 98 DE F3,0x8128C,0x8106B
skill_name,52,自爆,자폭,translated_existing_bank,,none,4,E0 E0 DE CB,0x81290,0x81077
skill_name,53,ジ<N:ニ:13>クへの階段,지옥으로 가는 계단,translated_existing_bank,,none,18,E0 A2 DF 19 E0 DF E0 D6 9C E0 C0 E0 C2 9C E0 9A E0 37,0x81294,0x8107C
skill_name,54,4方向,사방 공격,translated_existing_bank,,none,9,E0 A5 E0 0F 9C E0 C6 E0 40,0x81298,0x8108F
skill_name,55,炎雷崩,불과 전기,guide_safe_override,,none,9,E0 0A E0 C7 9C E0 CC E0 AC,0x8129C,0x81099
skill_name,56,ダスト・ルー<N:｣:11>ン,먼지 마법진,guide_safe_override,,none,11,DF C2 E0 A2 9C E0 9E E0 B3 DF 10,0x812A0,0x810A3
skill_name,57,ヨミのつばさ,요미의 바람,guide_safe_override,,none,11,E0 66 E0 50 E0 9B 9C DF 6E E0 BA,0x812A4,0x810AF
skill_name,58,やる気なし,기운 없음,guide_safe_override,,none,9,E0 AC DF FA 9C E0 F1 DF F8,0x812A8,0x810BB
skill_description,0,,,translated_existing_bank,,none,0,,0x81708,0x804A3
skill_description,1,ようがんを発生させ敵にダメージを<N:与:3>えます,불바다로 주변 적 공격,guide_safe_override,,none,21,E0 0A DF 6E E0 C1 E0 D6 9C E0 CF DE 3C 9C DF F2 9C E0 C6 E0 40,0x8170C,0x810C5
skill_description,2,ステ<N:｣:11>タス傷害と体力を回復します,이상 상태와 체력 회복,guide_safe_override,,none,21,E0 BD E0 56 9C E0 56 DF 08 E0 64 9C E0 90 E0 8C 9C DE C7 DF 33,0x81710,0x810DB
skill_description,3,いくうかんからの攻撃で敵にダメージを<N:与:3>えます,이공간 공격으로 적 피해,guide_safe_override,,none,23,E0 BD E0 C6 E0 F7 9C E0 C6 E0 40 E0 DF E0 D6 9C DF F2 9C DF 82 E0 88,0x81714,0x810F1
skill_description,4,敵の素早さを下げます,일정 범위 적 민첩 감소,guide_safe_override,,none,22,E0 6B E0 EB 9C DE E4 E0 69 9C DF F2 9C DF BE DF EC 9C E0 01 E0 D9,0x81718,0x81109
skill_description,5,いんせきが落下しまわりの敵にダメージを<N:与:3>えます,별을 내려 주변 적 공격,guide_safe_override,,none,22,DE E2 E0 A3 9C DF 97 E0 15 9C E0 CF DE 3C 9C DF F2 9C E0 C6 E0 40,0x8171C,0x81120
skill_description,6,体力を回復します,주변 아군 체력 회복,guide_safe_override,,none,19,E0 CF DE 3C 9C E0 9C E0 C5 9C E0 90 E0 8C 9C DE C7 DF 33,0x81720,0x81137
skill_description,7,<N:毒:1>を消しさります,해로운 기운 제거,guide_safe_override,,none,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C E0 AA DF 87,0x81724,0x80E4D
skill_description,8,敵の魔法を封じ込めます,적의 마법 봉인,guide_safe_override,,none,14,DF F2 E0 9B 9C E0 9E E0 B3 9C DF 93 E0 6A,0x81728,0x8114B
skill_description,9,ステ<N:｣:11>タス傷害を回復します,아군의 이상 상태 회복,guide_safe_override,,none,21,E0 9C E0 C5 E0 9B 9C E0 BD E0 56 9C E0 56 DF 08 9C DE C7 DF 33,0x8172C,0x8115A
skill_description,10,天使が画面外に飛んでいき<N:リ:12>ー<N:ザ:8>ーで攻撃します,천사의 광선 공격,guide_safe_override,,none,16,DF 8C E0 A5 E0 9B 9C DF DD E0 58 9C E0 C6 E0 40,0x81730,0x81170
skill_description,11,戦闘不能になつた味方を呼び戻せます,쓰러진 아군 부활,guide_safe_override,,none,16,E0 02 E0 25 DF 10 9C E0 9C E0 C5 9C E0 0B E0 80,0x81734,0x81181
skill_description,12,敵の体力をすいとり味方に分け<N:与:3>えます,적 체력 줄여 아군 회복,guide_safe_override,,none,22,DF F2 9C E0 90 E0 8C 9C DF AA E0 DC 9C E0 9C E0 C5 9C DE C7 DF 33,0x81738,0x81192
skill_description,13,敵一体に必殺の剣で斬りつけます,적 하나에 강한 검격,guide_safe_override,,none,19,DF F2 9C E0 C4 E0 99 E0 9F 9C E0 F2 E0 84 9C DE F3 E0 40,0x8173C,0x811A9
skill_description,14,敵をマ<N:ヒ:5>させます,적 하나를 마비로 변화,guide_safe_override,,none,21,DF F2 9C E0 C4 E0 99 E0 AB 9C E0 9E E0 53 E0 D6 9C DE 3C DE FE,0x81740,0x812AC
skill_description,15,2ます先の敵を斬りつけます,전방의 적 공격,guide_safe_override,,none,14,E0 CC E0 0F E0 9B 9C DF F2 9C E0 C6 E0 40,0x81744,0x812C2
skill_description,16,敵に向かつて走り込んで斬りつけます,달려가며 적 공격,guide_safe_override,,none,16,DF D6 E0 15 E0 C0 DF BF 9C DF F2 9C E0 C6 E0 40,0x81748,0x812D1
skill_description,17,味方の攻撃力を上げます,범위 아군 공격력 상승,guide_safe_override,,none,21,DE E4 E0 69 9C E0 9C E0 C5 9C E0 C6 E0 40 E0 8C 9C E0 56 E0 FF,0x8174C,0x812E2
skill_description,18,<N:波:1>動<N:リ:12>ー<N:ザ:8>ー弾を撃ちます,파동 광선으로 적 공격,guide_safe_override,,none,21,DF A0 E0 94 9C DF DD E0 58 E0 DF E0 D6 9C DF F2 9C E0 C6 E0 40,0x81750,0x812F8
skill_description,19,<N:遠:1>くの敵を気合で攻撃します,먼 적을 소리로 공격,guide_safe_override,,none,19,DF C2 9C DF F2 E0 A3 9C E0 D9 E0 98 E0 D6 9C E0 C6 E0 40,0x81754,0x8130E
skill_description,20,一度にたくさんの爆弾を撃ちます,다수의 폭발 구슬 발사,guide_safe_override,,none,21,E0 C1 DF B7 E0 9B 9C DE CB E0 FA 9C E0 24 DF B6 9C E0 FA E0 A5,0x81758,0x81322
skill_description,21,味方の体力を回復します,주변 아군 체력 회복,guide_safe_override,,none,19,E0 CF DE 3C 9C E0 9C E0 C5 9C E0 90 E0 8C 9C DE C7 DF 33,0x8175C,0x81137
skill_description,22,敵のすばやさを下げます,일정 범위 적 민첩 감소,guide_safe_override,,none,22,E0 6B E0 EB 9C DE E4 E0 69 9C DF F2 9C DF BE DF EC 9C E0 01 E0 D9,0x81760,0x81109
skill_description,23,味方のすばやさを上げます,주변 아군 민첩 상승,guide_safe_override,,none,19,E0 CF DE 3C 9C E0 9C E0 C5 9C DF BE DF EC 9C E0 56 E0 FF,0x81764,0x81338
skill_description,24,全員がポニと同じ方向に向きを変えます,아군 방향을 포코로 변경,guide_safe_override,,none,23,E0 9C E0 C5 9C E0 0F DE F8 E0 A3 9C DF 02 DF A3 E0 D6 9C DE 3C E0 89,0x81768,0x8134C
skill_description,25,すごい炎で敵をつつみこみダメージを<N:与:3>えます,큰 불꽃으로 범위 공격,guide_safe_override,,none,21,DF 0A 9C E0 0A DF 99 E0 DF E0 D6 9C DE E4 E0 69 9C E0 C6 E0 40,0x8176C,0x81364
skill_description,26,敵を<N:眠:5>らせます,범위 적을 잠들게 함,guide_safe_override,,none,19,DE E4 E0 69 9C DF F2 E0 A3 9C DE D4 E0 3B E0 14 9C E0 85,0x81770,0x8137A
skill_description,27,すごいふぶきを起こして敵にダメージを<N:与:3>えます,눈보라로 주변 적 공격,guide_safe_override,,none,21,DF 6A E0 93 E0 A6 E0 D6 9C E0 CF DE 3C 9C DF F2 9C E0 C6 E0 40,0x81774,0x8138E
skill_description,28,すごい風を起こして敵にダメージを<N:与:3>えます,돌풍으로 주변 적 공격,guide_safe_override,,none,21,E0 D5 DE C9 E0 DF E0 D6 9C E0 CF DE 3C 9C DF F2 9C E0 C6 E0 40,0x81778,0x813A4
skill_description,29,炎のかたまりを作りだします,불꽃 장막 생성,guide_safe_override,,none,14,E0 0A DF 99 9C E0 E1 DF 39 9C E0 04 E0 5A,0x8177C,0x813BA
skill_description,30,すごい雷を落として敵にダメージを<N:与:3>えます,전기로 범위 적에게 피해,guide_safe_override,,none,23,E0 CC E0 AC E0 D6 9C DE E4 E0 69 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x81780,0x813C9
skill_description,31,まわりの味方を連れてテ<N:リ:12>ポートします,주변 아군과 공간 이동,guide_safe_override,,none,21,E0 CF DE 3C 9C E0 9C E0 C5 E0 C7 9C E0 C6 E0 F7 9C E0 BD E0 94,0x81784,0x813E1
skill_description,32,敵<N:午:15>ャラクタをロックします,적 하나 고정,guide_safe_override,,none,12,DF F2 9C E0 C4 E0 99 9C E0 7F E0 EB,0x81788,0x813F7
skill_description,33,心<N:眼:3>法でロックした敵に対して光弾を撃ち込みます,고정한 적에게 광선 발사,guide_safe_override,,none,23,E0 7F E0 EB E0 84 9C DF F2 E0 9F E0 14 9C DF DD E0 58 9C E0 FA E0 A5,0x8178C,0x81404
skill_description,34,自分のまわりにいる敵<N:午:15>ャラクタを攻撃します,주변 적을 회전하며 공격,guide_safe_override,,none,23,E0 CF DE 3C 9C DF F2 E0 A3 9C DE C7 E0 CC E0 C4 DF BF 9C E0 C6 E0 40,0x81790,0x8141C
skill_description,35,たつまきで敵をすいあげて地上にたたき落とします,회오리로 올려 내리침,guide_safe_override,,none,20,DE C7 E0 62 E0 98 E0 D6 9C DE D9 E0 15 9C DF 97 E0 98 DF 5A,0x81794,0x81434
skill_description,36,自分の残像を敵に向かつてぶつけます,분신을 날려 공격,guide_safe_override,,none,16,E0 91 E0 C3 E0 A3 9C DF 98 E0 15 9C E0 C6 E0 40,0x81798,0x81449
skill_description,37,自分よりある程度弱い敵を消し去ります,자신보다 약한 적을 소멸,guide_safe_override,,none,23,E0 E0 E0 C3 E0 93 E0 C1 9C DF B1 E0 84 9C DF F2 E0 A3 9C E0 D9 E0 4D,0x8179C,0x8145A
skill_description,38,<N:ｌ:5><N:ゲ:16>ラックへを召喚します,회복 마물로 체력 회복,guide_safe_override,,none,21,DE C7 DF 33 9C E0 9E E0 4F E0 D6 9C E0 90 E0 8C 9C DE C7 DF 33,0x817A0,0x81472
skill_description,39,<N:ｌ:5>モフリーへを召喚します,모프리를 불러 길 생성,guide_safe_override,,none,21,E0 11 DF 9F E0 98 E0 AB 9C E0 0A E0 25 9C DF 6B 9C E0 04 E0 5A,0x817A4,0x81488
skill_description,40,<N:ｌ:5>フウジンへを召喚します,후우진을 부름,guide_safe_override,,none,13,DF 6C E0 68 DF 10 E0 A3 9C E0 0B DE E6,0x817A8,0x8149E
skill_description,41,<N:ｌ:5>ラ<N:｣:11>ジンへを召喚します,라이진을 부름,guide_safe_override,,none,13,E0 A6 E0 BD DF 10 E0 A3 9C E0 0B DE E6,0x817AC,0x814AC
skill_description,42,<N:ｌ:5>へモジーへを召喚します,헤모지를 불러 적을 변화,guide_safe_override,,none,23,DF 9D E0 11 E0 A2 E0 AB 9C E0 0A E0 25 9C DF F2 E0 A3 9C DE 3C DE FE,0x817B0,0x814BA
skill_description,43,<N:ｌ:5>オトンへを召喚します,강한 마물로 힘 상승,guide_safe_override,,none,19,E0 F2 E0 84 9C E0 9E E0 4F E0 D6 9C E0 8E 9C E0 56 E0 FF,0x817B4,0x814D2
skill_description,44,モンスターを調ベます,마물의 힘 조사,guide_safe_override,,none,14,E0 9E E0 4F E0 9B 9C E0 8E 9C E0 A4 E0 A5,0x817B8,0x814E6
skill_description,45,<N:ｌ:5>ちょこへを召喚します,초코를 부름,guide_safe_override,,none,11,DF EB DF A3 E0 AB 9C E0 0B DE E6,0x817BC,0x814F5
skill_description,46,味方を回復します,아군 체력 회복,guide_safe_override,,none,14,E0 9C E0 C5 9C E0 90 E0 8C 9C DE C7 DF 33,0x817C0,0x81501
skill_description,47,行けないところに<N:ｴ:24>かを造ります,못 가는 곳에 길 생성,guide_safe_override,,none,20,E0 F5 9C E0 C0 E0 C2 9C E0 7B E0 9F 9C DF 6B 9C E0 04 E0 5A,0x817C4,0x81510
skill_description,48,ラ<N:｣:11>ジンとの合体魔法,라이진 합체 마법,guide_safe_override,,none,16,E0 A6 E0 BD DF 10 9C E0 86 E0 90 9C E0 9E E0 B3,0x817C8,0x81525
skill_description,49,フウジンとの合体魔法,후우진 합체 마법,guide_safe_override,,none,16,DF 6C E0 68 DF 10 9C E0 86 E0 90 9C E0 9E E0 B3,0x817CC,0x81536
skill_description,50,敵に乗り移れます,적의 몸으로 이동,guide_safe_override,,none,16,DF F2 E0 9B 9C DF 36 E0 DF E0 D6 9C E0 BD E0 94,0x817D0,0x81547
skill_description,51,まわりに手裏剣をばらまきます,주변에 수리검 난사,guide_safe_override,,none,18,E0 CF DE 3C E0 9F 9C DF B7 E0 98 DE F3 9C E0 3D E0 A5,0x817D4,0x81558
skill_description,52,自爆します,자폭 공격,guide_safe_override,,none,9,E0 E0 DE CB 9C E0 C6 E0 40,0x817D8,0x8156B
skill_description,53,かまフーメランで敵を攻撃します,큰 무기를 던져 공격,guide_safe_override,,none,19,DF 0A 9C E0 E7 E0 AC E0 AB 9C DF 69 DF 14 9C E0 C6 E0 40,0x817DC,0x81575
skill_description,54,まわりの敵にダメージを<N:与:3>えます,주변 적에게 피해,guide_safe_override,,none,16,E0 CF DE 3C 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x817E0,0x81589
