table_key,index,status,korean_target,missing_glyphs,encoded_bytes,encoded_hex,pointer_offset,string_offset
consumable_description,28,preserved_v25_missing_glyph,촌가라의 몬스터 소환,환,18,DF 37 E0 39 DF E8 9C E0 0B DE E6 E0 9F 9C E0 A5 E0 67,0x80F84,0x80D6E
consumable_description,29,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F88,0x80458
consumable_description,30,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F8C,0x80458
consumable_description,31,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F90,0x80458
skill_name,0,translated_existing_bank,,,0,,0x811C0,0x804A3
skill_name,1,translated_existing_bank,번 그라운드,,11,DE E5 9C E0 29 E0 A6 DF FA DF 41,0x811C4,0x80D81
skill_name,2,preserved_v25_missing_glyph,토탈 힐링,링탈힐,10,5C 31 62 53 DD B5 31 6B 34 80,0x811C8,0x80D8D
skill_name,3,translated_existing_bank,게일 플래시,,11,E0 14 E0 6B 9C DF 9E E0 BB E0 61,0x811CC,0x80D98
skill_name,4,translated_existing_bank,슬로우 에너미,,13,DF B6 E0 D6 E0 68 9C E0 9F E0 32 E0 50,0x811D0,0x80DA4
skill_name,5,preserved_v25_missing_glyph,메테오 폴,폴,8,78 DB 8F A6 DE B4 31 53,0x811D4,0x80C93
skill_name,6,preserved_v25_missing_glyph,큐어,큐,4,DD 4E AB 42,0x811D8,0x80DB2
skill_name,7,preserved_v25_missing_glyph,디포이즌,즌,6,81 D7 65 DE 1F 34,0x811DC,0x80DB7
skill_name,8,translated_existing_bank,사일런트,,8,E0 A5 E0 6B E0 BC E0 82,0x811E0,0x80DBE
skill_name,9,translated_existing_bank,리프레시,,8,E0 98 DF 9F DF D2 E0 61,0x811E4,0x80DC7
skill_name,10,translated_existing_bank,천벌,,4,DF 8C DF BA,0x811E8,0x80DD0
skill_name,11,preserved_v25_missing_glyph,리저렉션,렉션,8,6B DD C8 6F 4E 60 69 34,0x811EC,0x80DD5
skill_name,12,translated_existing_bank,디바이드,,8,E0 A1 DF 6E E0 BD DF 41,0x811F0,0x80DDE
skill_name,13,preserved_v25_missing_glyph,앵화뇌폭참,뇌앵참,10,DE 3C DE 1B DD A5 DD 41 DD 5C,0x811F4,0x80DE7
skill_name,14,preserved_v25_missing_glyph,주박검,박,6,DE 35 DE 94 DD 8D,0x811F8,0x80DF2
skill_name,15,preserved_v25_missing_glyph,진공참,참,6,DE 9F DD 18 DD 5C,0x811FC,0x80DF9
skill_name,16,preserved_v25_missing_glyph,호영참,영참호,6,DE E9 DE 81 DD 5C,0x81200,0x80E00
skill_name,17,translated_existing_bank,전투의 북,,9,E0 CC E0 EF E0 9B 9C DF 31,0x81204,0x80E07
skill_name,18,translated_existing_bank,황사자 북,,9,DE FC E0 A5 E0 E0 9C DF 31,0x81208,0x80E11
skill_name,19,translated_existing_bank,기합 나팔,,9,E0 AC E0 86 9C E0 99 DF 8B,0x8120C,0x80E1B
skill_name,20,preserved_v25_missing_glyph,탈진 나팔,탈,7,8A 55 8A 55 57 82 A3,0x81210,0x80E25
skill_name,21,translated_existing_bank,치유의 하프,,11,E0 B0 E0 AD E0 9B 9C E0 C4 DF 9F,0x81214,0x80E2D
skill_name,22,preserved_v25_missing_glyph,둔화 베이스,베,8,1C 55 27 1C DD B4 31 47,0x81218,0x80E39
skill_name,23,translated_existing_bank,위타천 오카리나,,15,E0 69 E0 7D DF 8C 9C E0 62 DF E9 E0 98 E0 99,0x8121C,0x80E42
skill_name,24,preserved_v25_missing_glyph,방향전환 피리,환,9,DD 01 44 DD 85 39 1C DE 2F,0x81220,0x80E52
skill_name,25,preserved_v25_missing_glyph,익스플로전,익,11,DD 23 4E 47 DD 55 A2 31 7F 69 34,0x81224,0x80E5C
skill_name,26,translated_existing_bank,드림 노크,,9,DF 41 DF 3A 9C E0 3C E0 9D,0x81228,0x80E68
skill_name,27,translated_existing_bank,다이아몬드 더스트,,17,E0 C1 E0 BD E0 9C DF 37 DF 41 9C DF D5 E0 39 E0 82,0x8122C,0x80E72
skill_name,28,preserved_v25_missing_glyph,윈드 슬래셔,윈,10,71 65 34 95 47 57 82 60 D6 31,0x81230,0x80E84
skill_name,29,preserved_v25_missing_glyph,히트 월,월,9,DD B5 31 5C 71 DE B4 31 53,0x81234,0x80E8F
skill_name,30,preserved_v25_missing_glyph,썬더 스톰,썬톰,8,77 34 67 31 47 5C 31 D8,0x81238,0x80E99
skill_name,31,preserved_v25_missing_glyph,텔레포트,텔,5,DB 6F D7 31 5C,0x8123C,0x80EA2
skill_name,32,translated_existing_bank,심안법,,6,DF 25 E0 E9 E0 B3,0x81240,0x80EA8
skill_name,33,preserved_v25_missing_glyph,퇴마광탄,탄퇴,8,DE 63 DD 1B DD 0C DE 06,0x81244,0x80EAF
skill_name,34,preserved_v25_missing_glyph,선풍격축,축,6,DE 9C C1 B1 DE A3,0x81248,0x80EB8
skill_name,35,translated_existing_bank,유성폭,,6,E0 AD E0 5A DE CB,0x8124C,0x80EBF
skill_name,36,preserved_v25_missing_glyph,귀신류영파,귀영,10,DE F4 DD 2F DE 24 DE 81 DE 5B,0x81250,0x80EC6
skill_name,37,translated_existing_bank,멸장열파,,8,E0 4D E0 E1 E0 B2 DF A0,0x81254,0x80ED1
skill_name,38,preserved_v25_missing_glyph,케락,락,5,DD 6D 57 82 4E,0x81258,0x80EDA
skill_name,39,translated_existing_bank,모프리,,6,E0 11 DF 9F E0 98,0x8125C,0x80EE0
skill_name,40,translated_existing_bank,후우진,,6,DF 6C E0 68 DF 10,0x81260,0x80EE7
skill_name,41,translated_existing_bank,라이진,,6,E0 A6 E0 BD DF 10,0x81264,0x80EEE
skill_name,42,translated_existing_bank,헤모지,,6,DF 9D E0 11 E0 A2,0x81268,0x80EF5
skill_name,43,preserved_v25_missing_glyph,오톤,톤,3,8F 95 34,0x8126C,0x80EFC
skill_name,44,translated_existing_bank,조사,,4,E0 A4 E0 A5,0x81270,0x80F00
skill_name,45,translated_existing_bank,초코,,4,DF EB DF A3,0x81274,0x80F05
skill_name,46,translated_existing_bank,회복,,4,DE C7 DF 33,0x81278,0x80F0A
skill_name,47,translated_existing_bank,다리 만들기,,11,E0 C1 E0 98 9C E0 49 E0 3B E0 AC,0x8127C,0x80F94
skill_name,48,preserved_v25_missing_glyph,풍뢰파,뢰,5,C1 DD A5 DD 62,0x81280,0x80FA0
skill_name,49,preserved_v25_missing_glyph,풍뢰파,뢰,5,C1 DD A5 DD 62,0x81284,0x80FA0
skill_name,50,preserved_v25_missing_glyph,빙의,빙,6,DD 43 39 DE FC 39,0x81288,0x80FA6
skill_name,51,preserved_v25_missing_glyph,폭렬 수리검,렬,10,AF 4E 6F DF 01 87 DD FE DD 8D,0x8128C,0x80FAD
skill_name,52,translated_existing_bank,자폭,,4,E0 E0 DE CB,0x81290,0x80F0F
skill_name,53,translated_existing_bank,지옥으로 가는 계단,,18,E0 A2 DF 19 E0 DF E0 D6 9C E0 C0 E0 C2 9C E0 9A E0 37,0x81294,0x80FB8
skill_name,54,translated_existing_bank,사방 공격,,9,E0 A5 E0 0F 9C E0 C6 E0 40,0x81298,0x80FCB
skill_name,55,preserved_v25_missing_glyph,염뢰붕,뢰붕염,5,BF DD A5 DE 90,0x8129C,0x80FD5
skill_name,56,preserved_v25_missing_glyph,더스트 룬,룬,8,67 47 5C 2C 53 31 65 34,0x812A0,0x80FDB
skill_name,57,preserved_v25_missing_glyph,요미의 날개,개,8,DD 14 DD 3A 1C 45 58 3A,0x812A4,0x80FE4
skill_name,58,preserved_v25_missing_glyph,의욕 없음,욕,5,40 22 A9 1D 1E,0x812A8,0x80FED
skill_description,0,translated_existing_bank,,,0,,0x81708,0x804A3
skill_description,1,preserved_v25_missing_glyph,용암으로 적에게 피해,암,22,3D 26 2A 2D 2F 76 DD 1C 3A 59 BD 23 67 78 31 7F 2F DD 3F 46 27 2B,0x8170C,0x80FF3
skill_description,2,translated_existing_bank,상태 이상과 체력 회복,,21,E0 56 DF 08 9C E0 BD E0 56 E0 C7 9C E0 90 E0 8C 9C DE C7 DF 33,0x81710,0x8100A
skill_description,3,translated_existing_bank,이공간 공격으로 피해,,20,E0 BD E0 C6 E0 F7 9C E0 C6 E0 40 E0 DF E0 D6 9C DF 82 E0 88,0x81714,0x81020
skill_description,4,translated_existing_bank,적 민첩 감소,,12,DF F2 9C DF BE DF EC 9C E0 01 E0 D9,0x81718,0x81035
skill_description,5,preserved_v25_missing_glyph,운석으로 주변 적 피해,석,25,1B 2D 59 44 2A DD A4 70 1E 27 43 39 1C BD 23 67 78 31 7F 2F DD 3F 46 27 2B,0x8171C,0x81042
skill_description,6,translated_existing_bank,체력 회복,,9,E0 90 E0 8C 9C DE C7 DF 33,0x81720,0x8105C
skill_description,7,preserved_v25_missing_glyph,독 해제,독,10,DD CF 2F DD 28 1E 3A 39 27 2B,0x81724,0x81066
skill_description,8,translated_existing_bank,적의 마법 봉인,,14,DF F2 E0 9B 9C E0 9E E0 B3 9C DF 93 E0 6A,0x81728,0x81071
skill_description,9,translated_existing_bank,상태 이상 회복,,14,E0 56 DF 08 9C E0 BD E0 56 9C DE C7 DF 33,0x8172C,0x81080
skill_description,10,translated_existing_bank,천사의 광선 공격,,16,DF 8C E0 A5 E0 9B 9C DF DD E0 58 9C E0 C6 E0 40,0x81730,0x8108F
skill_description,11,translated_existing_bank,쓰러진 아군 부활,,16,E0 02 E0 25 DF 10 9C E0 9C E0 C5 9C E0 0B E0 80,0x81734,0x810A0
skill_description,12,preserved_v25_missing_glyph,적 체력을 흡수해 아군 회복,흡,21,BD 1C DD 2D 61 2F 2B 1B 36 39 DD 94 C4 23 B2 49 DD 3F 46 27 2B,0x81738,0x810B1
skill_description,13,preserved_v25_missing_glyph,적 하나에 필살검,필,20,BD 8E DD 2D 23 DD CC DD 7A 1C DD 8D 30 DD 5C 39 45 49 27 2B,0x8173C,0x810C7
skill_description,14,translated_existing_bank,적에게 마비 부여,,16,DF F2 E0 9F E0 14 9C E0 9E E0 53 9C E0 0B E0 DC,0x81740,0x810DC
skill_description,15,preserved_v25_missing_glyph,두 칸 앞의 적 공격,칸,15,13 27 2B DD 66 1C BD 2F DD 5C 39 45 49 27 2B,0x81744,0x810ED
skill_description,16,translated_existing_bank,돌진하며 적 공격,,16,E0 D5 DF 10 E0 C4 DF BF 9C DF F2 9C E0 C6 E0 40,0x81748,0x810FD
skill_description,17,translated_existing_bank,아군 공격력 상승,,16,E0 9C E0 C5 9C E0 C6 E0 40 E0 8C 9C E0 56 E0 FF,0x8174C,0x8110E
skill_description,18,translated_existing_bank,파동 광선 발사,,14,DF A0 E0 94 9C DF DD E0 58 9C E0 FA E0 A5,0x81750,0x8111F
skill_description,19,translated_existing_bank,먼 적을 기합으로 공격,,21,DF C2 9C DF F2 E0 A3 9C E0 AC E0 86 E0 DF E0 D6 9C E0 C6 E0 40,0x81754,0x8112E
skill_description,20,preserved_v25_missing_glyph,폭탄을 연속 발사,탄,18,8E DD 20 23 1F 3E 3A 2D 1C DD 41 DE 06 2F B1 4B 27 2B,0x81758,0x81144
skill_description,21,translated_existing_bank,아군 체력 회복,,14,E0 9C E0 C5 9C E0 90 E0 8C 9C DE C7 DF 33,0x8175C,0x81157
skill_description,22,translated_existing_bank,적 민첩 감소,,12,DF F2 9C DF BE DF EC 9C E0 01 E0 D9,0x81760,0x81035
skill_description,23,translated_existing_bank,아군 민첩 상승,,14,E0 9C E0 C5 9C DF BE DF EC 9C E0 56 E0 FF,0x81764,0x81166
skill_description,24,preserved_v25_missing_glyph,전원이 포니 방향으로 전환,환,23,DD 08 8D 2A D7 D1 36 DD 82 4A C4 DD 01 23 DD 01 44 2F DD 15 46 27 2B,0x81768,0x81175
skill_description,25,translated_existing_bank,거대한 불꽃으로 피해,,20,DF 87 E0 36 E0 84 9C E0 0A DF 99 E0 DF E0 D6 9C DF 82 E0 88,0x8176C,0x8118D
skill_description,26,translated_existing_bank,적에게 수면 부여,,16,DF F2 E0 9F E0 14 9C DF B7 E0 4C 9C E0 0B E0 DC,0x81770,0x811A2
skill_description,27,translated_existing_bank,눈보라로 적에게 피해,,20,DF 6A E0 93 E0 A6 E0 D6 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x81774,0x812AC
skill_description,28,translated_existing_bank,강풍으로 적에게 피해,,20,E0 F2 DE C9 E0 DF E0 D6 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x81778,0x812C1
skill_description,29,preserved_v25_missing_glyph,불꽃 장벽 생성,벽,14,BF 1C 20 1F 27 39 2F DD EF 39 35 1E 27 2B,0x8177C,0x812D6
skill_description,30,preserved_v25_missing_glyph,번개로 적에게 피해,개,23,2B 79 1B DD A5 2F DD A4 36 1E 21 BD 23 67 78 31 7F 2F DD 3F 46 27 2B,0x81780,0x812E5
skill_description,31,preserved_v25_missing_glyph,주변 아군과 순간이동,순,20,27 43 39 1C DD 94 C4 2F DD E4 32 21 DB 6F D7 31 5C 1E 27 2B,0x81784,0x812FD
skill_description,32,translated_existing_bank,적 하나 고정,,12,DF F2 9C E0 C4 E0 99 9C E0 7F E0 EB,0x81788,0x811B3
skill_description,33,preserved_v25_missing_glyph,고정한 적에게 광탄 발사,탄,30,DD 11 DE 7B DD 51 30 A2 82 4E 1E 1F BD 23 DD 9A 1E 21 DD 0C DE 06 2F B1 4B DD 5D 6D 27 2B,0x8178C,0x81312
skill_description,34,translated_existing_bank,주변 적 공격,,12,E0 CF DE 3C 9C DF F2 9C E0 C6 E0 40,0x81790,0x81331
skill_description,35,preserved_v25_missing_glyph,회오리로 띄워 내리찍음,띄찍,24,1F 45 27 44 30 BD 2F 2B 1B 3F 9C 21 90 B9 23 1F 1F 44 DD A4 36 1E 27 2B,0x81794,0x8133E
skill_description,36,preserved_v25_missing_glyph,잔상을 날려 공격,잔,20,A4 B2 1C DD AB DE 64 2F BD 23 DD 01 20 29 21 CA 45 49 27 2B,0x81798,0x81357
skill_description,37,translated_existing_bank,약한 적을 소멸,,14,DF B1 E0 84 9C DF F2 E0 A3 9C E0 D9 E0 4D,0x8179C,0x8136C
skill_description,38,preserved_v25_missing_glyph,케락 소환,락환,15,5B DD 6D 57 82 4E 5A 2F DD 78 DD 7B 1E 27 2B,0x817A0,0x8137B
skill_description,39,preserved_v25_missing_glyph,모프리 소환,환,14,5B 5F A6 6B 31 5A 2F DD 78 DD 7B 1E 27 2B,0x817A4,0x8138B
skill_description,40,preserved_v25_missing_glyph,후우진 소환,환,14,5B A6 71 7F 34 5A 2F DD 78 DD 7B 1E 27 2B,0x817A8,0x8139A
skill_description,41,preserved_v25_missing_glyph,라이진 소환,환,14,5B 57 65 7F 34 5A 2F DD 78 DD 7B 1E 27 2B,0x817AC,0x813A9
skill_description,42,preserved_v25_missing_glyph,헤모지 소환,환,15,5B DD 3B 5F 7F 31 5A 2F DD 78 DD 7B 1E 27 2B,0x817B0,0x813B8
skill_description,43,preserved_v25_missing_glyph,오톤 소환,톤환,13,5B 8F 95 34 5A 2F DD 78 DD 7B 1E 27 2B,0x817B4,0x813C8
skill_description,44,translated_existing_bank,몬스터 정보 조사,,16,DF 37 E0 39 DF E8 9C E0 EB E0 93 9C E0 A4 E0 A5,0x817B8,0x813D6
skill_description,45,preserved_v25_missing_glyph,초코 소환,환,13,5B 4B 73 2E 5A 2F DD 78 DD 7B 1E 27 2B,0x817BC,0x813E7
skill_description,46,translated_existing_bank,아군 회복,,9,E0 9C E0 C5 9C DE C7 DF 33,0x817C0,0x813F5
skill_description,47,translated_existing_bank,갈 수 없는 곳에 다리 생성,,25,E0 42 9C DF B7 9C E0 F1 E0 C2 9C E0 7B E0 9F 9C E0 C1 E0 98 9C E0 04 E0 5A,0x817C4,0x813FF
skill_description,48,translated_existing_bank,라이진과 합체 마법,,18,E0 A6 E0 BD DF 10 E0 C7 9C E0 86 E0 90 9C E0 9E E0 B3,0x817C8,0x81419
skill_description,49,translated_existing_bank,후우진과 합체 마법,,18,DF 6C E0 68 DF 10 E0 C7 9C E0 86 E0 90 9C E0 9E E0 B3,0x817CC,0x8142C
skill_description,50,preserved_v25_missing_glyph,적에게 빙의,빙,10,BD 23 DD 43 39 DE FC 32 27 2B,0x817D0,0x8143F
skill_description,51,translated_existing_bank,주변에 수리검 난사,,18,E0 CF DE 3C E0 9F 9C DF B7 E0 98 DE F3 9C E0 3D E0 A5,0x817D4,0x8144A
skill_description,52,translated_existing_bank,자폭 공격,,9,E0 E0 DE CB 9C E0 C6 E0 40,0x817D8,0x8145D
skill_description,53,preserved_v25_missing_glyph,낫 부메랑으로 공격,낫랑,15,20 27 C9 31 78 57 34 30 BD 2F D0 B1 1E 27 2B,0x817DC,0x81467
skill_description,54,translated_existing_bank,주변 적에게 피해,,16,E0 CF DE 3C 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x817E0,0x81477
skill_description,55,translated_existing_bank,주변 적에게 피해,,16,E0 CF DE 3C 9C DF F2 E0 9F E0 14 9C DF 82 E0 88,0x817E4,0x81477
skill_description,56,translated_existing_bank,직선상의 적 공격,,16,DF 11 E0 58 E0 56 E0 9B 9C DF F2 9C E0 C6 E0 40,0x817E8,0x81488
skill_description,57,preserved_v25_missing_glyph,날갯짓으로 바람 피해,갯,21,45 58 3A 2F 28 1F 51 20 59 C1 30 67 78 31 7F 2F DD 3F 46 27 2B,0x817EC,0x81499
skill_description,58,preserved_v25_missing_glyph,적을 헤모지 상태로 만듦,듦,11,BD 2F DD 3B 5F 7F 31 23 1E 27 2B,0x817F0,0x814AF
character_name,0,translated_existing_bank,아크,,4,E0 9C E0 9D,0x81B4C,0x814BB
character_name,1,translated_existing_bank,쿠쿠루,,6,E0 7A E0 7A E0 44,0x81B50,0x814C0
character_name,2,translated_existing_bank,토슈,,4,E0 7E DE DD,0x81B54,0x814C7
character_name,3,translated_existing_bank,포코,,4,DF 02 DF A3,0x81B58,0x814CC
character_name,4,translated_existing_bank,이가,,4,E0 BD E0 C0,0x81B5C,0x814D1
character_name,5,preserved_v25_missing_glyph,고겐,겐,4,65 31 DD 02,0x81B60,0x814D6
character_name,6,preserved_v25_missing_glyph,마샬,샬,5,64 31 60 D6 53,0x81B64,0x814DB
character_name,7,translated_existing_bank,촌가라,,6,DF 83 E0 C0 E0 A6,0x81B68,0x814E1
character_name,8,translated_existing_bank,,,0,,0x81B6C,0x804A3
character_name,9,translated_existing_bank,,,0,,0x81B70,0x804A3
character_name,10,translated_existing_bank,,,0,,0x81B74,0x804A3
character_name,11,preserved_v25_missing_glyph,스켈레톤,켈톤,6,47 DD 6D 53 5C 34,0x81B78,0x814E8
character_name,12,translated_existing_bank,고스트,,6,E0 7F E0 39 E0 82,0x81B7C,0x814EF
character_name,13,translated_existing_bank,좀비,,4,DF AB E0 53,0x81B80,0x814F6
character_name,14,translated_existing_bank,그린 슬라임,,11,E0 29 E0 48 9C DF B6 E0 A6 DF F6,0x81B84,0x814FB
character_name,15,translated_existing_bank,간자,,4,E0 F7 E0 E0,0x81B88,0x81507
character_name,16,translated_existing_bank,메이지,,6,E0 8F E0 BD E0 A2,0x81B8C,0x8150C
character_name,17,translated_existing_bank,파이터,,6,DF A0 E0 BD DF E8,0x81B90,0x81513
character_name,18,translated_existing_bank,파계승,,6,DF A0 E0 9A E0 FF,0x81B94,0x8151A
character_name,19,translated_existing_bank,자이언트 배트,,13,E0 E0 E0 BD E0 AE E0 82 9C DF BD E0 82,0x81B98,0x81521
character_name,20,translated_existing_bank,돌 마스터,,9,E0 D5 9C E0 9E E0 39 DF E8,0x81B9C,0x8152F
character_name,21,translated_existing_bank,사신,,4,E0 A5 E0 C3,0x81BA0,0x81539
character_name,22,preserved_v25_missing_glyph,엘리멘탈,탈,7,DD 23 6F 78 34 62 53,0x81BA4,0x8153E
character_name,23,translated_existing_bank,요수,,4,E0 66 DF B7,0x81BA8,0x81546
character_name,24,preserved_v25_missing_glyph,팬텀,텀팬,8,A6 DE 4E 34 62 DE 1F D8,0x81BAC,0x8154B
character_name,25,translated_existing_bank,시드레이크,,10,E0 61 DF 41 DF D2 E0 BD E0 9D,0x81BB0,0x81554
character_name,26,preserved_v25_missing_glyph,마이티 플라이,티,8,64 65 DB DD 03 A6 57 65,0x81BB4,0x8155F
character_name,27,translated_existing_bank,킬러 도그,,9,DF 88 E0 25 9C E0 A7 E0 29,0x81BB8,0x81568
character_name,28,preserved_v25_missing_glyph,레드 스켈레톤,켈톤,9,6F 82 95 47 DD 6D 53 5C 34,0x81BBC,0x81572
character_name,29,preserved_v25_missing_glyph,블랙 스컬,랙블컬,7,C9 57 82 4E 47 BC 53,0x81BC0,0x8157C
character_name,30,translated_existing_bank,레이스,,6,DF D2 E0 BD E0 39,0x81BC4,0x81584
character_name,31,translated_existing_bank,구울,,4,E0 24 DF F9,0x81BC8,0x8158B
character_name,32,translated_existing_bank,프리지,,6,DF 9F E0 98 E0 A2,0x81BCC,0x81590
character_name,33,translated_existing_bank,애시드 슬라임,,13,DF FE E0 61 DF 41 9C DF B6 E0 A6 DF F6,0x81BD0,0x81597
character_name,34,translated_existing_bank,어새신,,6,E0 A0 DF 92 E0 C3,0x81BD4,0x815A5
character_name,35,translated_existing_bank,슈퍼 좀비,,9,DE DD DF 04 9C DF AB E0 53,0x81BD8,0x815AC
character_name,36,translated_existing_bank,위치 크래프트,,13,E0 69 E0 B0 9C E0 9D E0 BB DF 9F E0 82,0x81BDC,0x815B6
character_name,37,translated_existing_bank,소서러,,6,E0 D9 E0 57 E0 25,0x81BE0,0x815C4
character_name,38,preserved_v25_missing_glyph,네크로맨서,맨,8,DD C6 4E A2 64 34 77 31,0x81BE4,0x815CB
character_name,39,translated_existing_bank,위저드,,6,E0 69 E0 CB DF 41,0x81BE8,0x815D4
character_name,40,preserved_v25_missing_glyph,암법사,암,6,DE B2 DD 51 DE 11,0x81BEC,0x815DB
character_name,41,translated_existing_bank,수행자,,6,DF B7 E0 8B E0 E0,0x81BF0,0x815E2
character_name,42,translated_existing_bank,하법사,,6,E0 C4 E0 B3 E0 A5,0x81BF4,0x815E9
character_name,43,preserved_v25_missing_glyph,네뷰러스,뷰,7,DD C6 DE 1E AB 57 47,0x81BF8,0x815F0
character_name,44,translated_existing_bank,광대,,4,DF DD E0 36,0x81BFC,0x815F8
character_name,45,translated_existing_bank,데스 하운드,,11,E0 31 E0 39 9C E0 C4 DF FA DF 41,0x81C00,0x815FD
character_name,46,translated_existing_bank,데스,,4,E0 31 E0 39,0x81C04,0x81609
character_name,47,translated_existing_bank,뱀파이어 배트,,13,DF BC DF A0 E0 BD E0 A0 9C DF BD E0 82,0x81C08,0x8160E
character_name,48,preserved_v25_missing_glyph,소드맨,맨,6,DE 4D 31 95 64 34,0x81C0C,0x8161C
character_name,49,translated_existing_bank,나이트 마스터,,13,E0 99 E0 BD E0 82 9C E0 9E E0 39 DF E8,0x81C10,0x81623
character_name,50,translated_existing_bank,그레이트 나이트,,15,E0 29 DF D2 E0 BD E0 82 9C E0 99 E0 BD E0 82,0x81C14,0x81631
character_name,51,preserved_v25_missing_glyph,포이즌 스모그,즌,9,D7 65 DE 1F 34 47 5F 82 80,0x81C18,0x81641
character_name,52,translated_existing_bank,메두사 리자드,,13,E0 8F E0 F8 E0 A5 9C E0 98 E0 E0 DF 41,0x81C1C,0x8164B
character_name,53,preserved_v25_missing_glyph,드래곤 플라이,곤,8,95 57 DD 3C 34 A6 57 65,0x81C20,0x81659
character_name,54,preserved_v25_missing_glyph,맨트랩,랩맨,7,64 34 5C 57 82 DD 55,0x81C24,0x81662
character_name,55,translated_existing_bank,데스 플레임,,11,E0 31 E0 39 9C DF 9E DF D2 DF F6,0x81C28,0x8166A
character_name,56,preserved_v25_missing_glyph,엘리멘탈 마스터,탈,11,DD 23 6F 78 34 62 53 64 47 62 31,0x81C2C,0x81676
character_name,57,translated_existing_bank,이가,,4,E0 BD E0 C0,0x81C30,0x814D1
character_name,58,translated_existing_bank,,,0,,0x81C34,0x804A3
character_name,59,translated_existing_bank,야생 헤모지,,11,E0 DA E0 04 9C DF 9D E0 11 E0 A2,0x81C38,0x81682
character_name,60,translated_existing_bank,레서 데몬,,9,DF D2 E0 57 9C E0 31 DF 37,0x81C3C,0x8168E
character_name,61,translated_existing_bank,그레이터 데몬,,13,E0 29 DF D2 E0 BD DF E8 9C E0 31 DF 37,0x81C40,0x81698
character_name,62,preserved_v25_missing_glyph,스톤 골렘,골렘톤,8,47 62 34 DD 3C 31 6F D8,0x81C44,0x816A6
character_name,63,translated_existing_bank,와이번,,6,E0 64 E0 BD DE E5,0x81C48,0x816AF
character_name,64,translated_existing_bank,매드 배틀러,,11,DF 38 DF 41 9C DF BD DF 06 E0 25,0x81C4C,0x816B6
character_name,65,translated_existing_bank,아크 데몬,,9,E0 9C E0 9D 9C E0 31 DF 37,0x81C50,0x816C2
character_name,66,preserved_v25_missing_glyph,파이어 골렘,골렘,10,A6 DE 4E 65 42 DD 3C 31 6F D8,0x81C54,0x816CC
character_name,67,preserved_v25_missing_glyph,코퍼 드래곤,곤,9,BC 82 A3 31 95 57 DD 3C 34,0x81C58,0x816D7
character_name,68,preserved_v25_missing_glyph,그레이트 서펀트,펀,10,80 6F 31 5C 77 31 DD F7 34 5C,0x81C5C,0x816E1
character_name,69,translated_existing_bank,수행승,,6,DF B7 E0 8B E0 FF,0x81C60,0x816EC
character_name,70,translated_existing_bank,라마다 대승정,,13,E0 A6 E0 9E E0 C1 9C E0 36 E0 FF E0 EB,0x81C64,0x816F3
character_name,71,translated_existing_bank,그라 아비스,,11,E0 29 E0 A6 9C E0 9C E0 53 E0 39,0x81C68,0x817F4
character_name,72,translated_existing_bank,니 아비스,,9,E0 35 9C E0 9C E0 53 E0 39,0x81C6C,0x81800
character_name,73,translated_existing_bank,라류우키,,8,E0 A6 E0 45 E0 68 E0 7C,0x81C70,0x8180A
character_name,74,preserved_v25_missing_glyph,효엔키,효,9,DD B5 69 71 DD 23 34 DD 4E,0x81C74,0x81813
character_name,75,translated_existing_bank,무르 아비스,,11,E0 E7 E0 46 9C E0 9C E0 53 E0 39,0x81C78,0x8181D
character_name,76,translated_existing_bank,라 아비스,,9,E0 A6 9C E0 9C E0 53 E0 39,0x81C7C,0x81829
character_name,77,translated_existing_bank,초코,,4,DF EB DF A3,0x81C80,0x80F05
character_name,78,translated_existing_bank,보물상자,,8,E0 93 E0 4F E0 56 E0 E0,0x81C84,0x81833
character_name,79,translated_existing_bank,보물상자,,8,E0 93 E0 4F E0 56 E0 E0,0x81C88,0x81833
character_name,80,preserved_v25_missing_glyph,케락,락,5,DD 6D 57 82 4E,0x81C8C,0x80EDA
character_name,81,translated_existing_bank,,,0,,0x81C90,0x804A3
character_name,82,translated_existing_bank,모프리,,6,E0 11 DF 9F E0 98,0x81C94,0x80EE0
character_name,83,translated_existing_bank,후우진,,6,DF 6C E0 68 DF 10,0x81C98,0x80EE7
character_name,84,translated_existing_bank,라이진,,6,E0 A6 E0 BD DF 10,0x81C9C,0x80EEE
character_name,85,preserved_v25_missing_glyph,오톤,톤,3,8F 95 34,0x81CA0,0x80EFC
character_name,86,translated_existing_bank,초코,,4,DF EB DF A3,0x81CA4,0x80F05
character_name,87,translated_existing_bank,헤모지,,6,DF 9D E0 11 E0 A2,0x81CA8,0x80EF5
character_name,88,translated_existing_bank,불꽃,,4,E0 0A DF 99,0x81CAC,0x81701
character_name,89,translated_existing_bank,,,0,,0x81CB0,0x804A3
character_name,90,translated_existing_bank,,,0,,0x81CB4,0x804A3
character_name,91,translated_existing_bank,,,0,,0x81CB8,0x804A3
character_name,92,translated_existing_bank,,,0,,0x81CBC,0x804A3
