file,offset,slot,bytes,tokens,hangul_ratio,known,decoded
1/S1061.DAT,0x498D9,145,16,14,14,0,"·······,·겠우0··"
1/S1061.DAT,0x498F6,145,2,2,0,0,··
1/S1061.DAT,0x49904,146,17,15,13,0,"········,·겠우0··"
1/S1061.DAT,0x49930,146,16,14,14,0,"········,·겠우0·"
1/S1061.DAT,0x49958,146,4,4,25,0,·자0·
1/S1061.DAT,0x4995D,146,7,7,42,0,자0·마우0·
1/S1061.DAT,0x49978,146,8,8,37,0,만자0··자0·
1/S1071.DAT,0x45200,4,48,38,60,0,"촌장: 자, 이 앞부터는 너희 ·이트 가문의 사람만 들어· 수 있다."
1/S1071.DAT,0x45280,5,48,38,65,0,약속대로 이 마을에서 내보내 줄 거지? 정말로 자유·게 해 줄 거지?
1/S1071.DAT,0x45300,6,73,44,18,0,"··: 로로, 슈···. ··· · ·· ·성렌 잘·· 괜· ··· ··써..."
1/S1071.DAT,0x45380,7,7,6,66,0,알고 있어.
1/S1071.DAT,0x47833,80,2,2,0,0,7·
1/S1071.DAT,0x47841,80,2,2,0,0,8·
1/S1071.DAT,0x4784C,80,5,5,0,0,·(···
1/S1071.DAT,0x4785A,80,5,4,0,0,····
1/S1071.DAT,0x47866,80,3,2,0,0,··
1/S1071.DAT,0x47870,80,3,2,0,0,·0
1/S1071.DAT,0x4788F,81,2,2,0,0,·(
1/S1071.DAT,0x478AE,81,3,3,33,0,의··
1/S1071.DAT,0x478B4,81,3,3,33,0,있··
1/S1071.DAT,0x478D6,81,39,22,13,1,·성··· ·족· ··간··       
1/S1071.DAT,0x47932,82,41,23,4,1,속 ·· ··?·· ··· ··?     
1/S1071.DAT,0x4798E,83,55,47,59,1,"촌장: 아아, 물론이지. 하지만 그 전에 시온산 정상에 있는 봉인의 불꽃을...   "
1/S1071.DAT,0x479FA,83,6,3,0,1,·  
1/S1071.DAT,0x47A2C,84,3,3,0,0, ··
1/S1071.DAT,0x47A32,84,3,3,33,0,서··
1/S1071.DAT,0x47A3A,84,3,3,0,0,···
1/S1071.DAT,0x47A40,84,3,2,0,0,··
1/S1071.DAT,0x47A54,84,3,3,0,0,···
1/S1071.DAT,0x47A5C,84,3,3,0,0,·!4
1/S1071.DAT,0x47A6E,84,3,3,0,0,··0
1/S1071.DAT,0x47A72,84,3,3,0,0,···
1/S1071.DAT,0x47A78,84,3,2,0,0,··
1/S1071.DAT,0x47A84,85,3,2,0,0,··
1/S1071.DAT,0x47A8A,85,3,2,0,0,··
1/S1071.DAT,0x47A90,85,3,2,0,0,··
1/S1071.DAT,0x47A96,85,3,2,0,0,·(
1/S1071.DAT,0x47A9E,85,3,2,0,0,··
1/S1071.DAT,0x47AAA,85,3,2,0,0,··
1/S1071.DAT,0x47ABE,85,3,2,0,0,··
1/S1071.DAT,0x47AC2,85,3,3,0,0,·.0
1/S1071.DAT,0x47AC6,85,3,3,0,0,·.·
1/S1071.DAT,0x47ACC,85,3,2,0,0,··
1/S1071.DAT,0x47AD2,85,3,2,0,0,··
1/S1071.DAT,0x47AD7,85,2,2,0,0,.0
1/S1071.DAT,0x47ADB,85,2,2,0,0,.·
1/S1071.DAT,0x47AE0,85,3,2,0,0,··
1/S1071.DAT,0x47AE6,85,3,2,0,0,··
1/S1071.DAT,0x47AEA,85,3,3,0,0,··0
1/S1071.DAT,0x47AEE,85,3,3,0,0,···
1/S1071.DAT,0x47AF4,85,3,2,0,0,··
1/S1071.DAT,0x47AFA,85,3,2,0,0,·(
1/S1071.DAT,0x47B01,86,2,2,0,0,·0
1/S1071.DAT,0x47B05,86,2,2,0,0,··
1/S1071.DAT,0x47B15,86,2,2,0,0,",0"
1/S1071.DAT,0x47B19,86,2,2,0,0,",·"
1/S1071.DAT,0x47B29,86,2,2,0,0,·0
1/S1071.DAT,0x47B2D,86,2,2,0,0,··
1/S1071.DAT,0x47B49,86,2,2,0,0,·0
1/S1071.DAT,0x47B4D,86,2,2,0,0,··
1/S1071.DAT,0x47B52,86,3,2,0,0,··
1/S1071.DAT,0x47B58,86,3,2,0,0,··
1/S1071.DAT,0x47B5E,86,3,2,0,0,··
1/S1071.DAT,0x47B62,86,3,3,0,0,·(0
1/S1071.DAT,0x47B66,86,3,3,0,0,·(·
1/S1071.DAT,0x47B6C,86,3,2,0,0,··
1/S1071.DAT,0x47B71,86,2,2,0,0,(0
1/S1071.DAT,0x47B75,86,2,2,0,0,(·
1/S1071.DAT,0x47B7A,86,3,2,0,0,··
1/S1071.DAT,0x47B7E,86,2,2,0,0,··
1/S1071.DAT,0x47B82,87,3,3,0,0,···
1/S1071.DAT,0x47B88,87,3,2,0,0,··
1/S1071.DAT,0x47B8D,87,2,2,0,0,·0
1/S1071.DAT,0x47B91,87,2,2,0,0,··
1/S1071.DAT,0x47B96,87,3,2,0,0,··
1/S1071.DAT,0x47B9A,87,3,3,0,0,··0
1/S1071.DAT,0x47B9E,87,3,3,0,0,···
1/S1071.DAT,0x47BA4,87,3,2,0,0,··
1/S1071.DAT,0x47BA9,87,2,2,0,0,·0
1/S1071.DAT,0x47BAD,87,2,2,0,0,··
1/S1071.DAT,0x47BB2,87,3,2,0,0,··
1/S1071.DAT,0x47BB6,87,3,3,0,0,··0
1/S1071.DAT,0x47BBA,87,3,3,0,0,···
1/S1071.DAT,0x47BC0,87,3,2,0,0,··
1/S1071.DAT,0x47BC5,87,2,2,0,0,·0
1/S1071.DAT,0x47BC9,87,2,2,0,0,··
1/S1071.DAT,0x47BCE,87,3,2,0,0,··
1/S1071.DAT,0x47BD2,87,3,3,0,0,··0
1/S1071.DAT,0x47BD6,87,3,3,0,0,···
1/S1071.DAT,0x47BDC,87,3,2,0,0,·(
1/S1071.DAT,0x497FD,143,3,3,33,0,만0·
1/S1071.DAT,0x49800,144,5,3,33,0,리··
1/S1071.DAT,0x49806,144,6,6,50,0,분거·버··
1/S1071.DAT,0x49812,144,2,2,100,0,분가
1/S1071.DAT,0x4981A,144,3,2,0,0,·7
1/S1071.DAT,0x4981E,144,3,3,33,0,리··
1/S1071.DAT,0x49828,144,8,8,12,0,1··?·자 ·
1/S1071.DAT,0x49831,144,3,3,33,0,버··
1/S1071.DAT,0x49838,144,9,8,25,0,·0·는자0·!
1/S1071.DAT,0x49844,144,4,4,50,0,조자0·
1/S1071.DAT,0x4984C,144,4,4,25,0,"올,,·"
1/S1071.DAT,0x4985C,144,2,2,0,0,··
1/S1071.DAT,0x49874,144,4,4,25,0,"올.,·"
1/S1071.DAT,0x49884,145,2,2,0,0,··
1/S1071.DAT,0x4989C,145,4,4,25,0,"올0,·"
1/S1071.DAT,0x498C4,145,4,4,25,0,"올2,·"
1/S1071.DAT,0x498D4,145,2,2,0,0,·!
1/S1071.DAT,0x498EC,145,16,16,37,0,·우0·해우0· 우0·겠우0·
1/S1071.DAT,0x49905,146,15,12,16,0,"··올··올·,··0·"
1/S1071.DAT,0x49930,146,17,13,15,0,"··올··올·,··0··"
1/S1071.DAT,0x4995C,146,16,13,15,0,"···올··올·,··0·"
1/S1071.DAT,0x49984,147,8,8,25,0,·자0··자0·
1/S1071.DAT,0x4998D,147,3,3,33,0,자0·
1/S1071.DAT,0x499A4,147,8,8,37,0,내자0· 자0·
1/S1072.DAT,0x45080,1,41,25,20,0,··: · 용?량· ·쯤· ·침· 꺼····.
1/S1072.DAT,0x45100,2,15,13,53,0,촌장: 돌아왔구나... 
1/S1072.DAT,0x45180,3,17,16,62,0,"촌장: 오, 기다리고 있었네."
1/S1072.DAT,0x45200,4,6,3,0,0,···
1/S1072.DAT,0x45500,10,58,47,61,0,목소리가... 아주 무서운 목소리가 들렸어. 분명 좋지 않은 일이 생길 것 같아...
1/S1072.DAT,0x45580,11,60,46,65,0,촌장: 신의 피를 이은 일족만 들어· 수 있도록 결계가 지키던 시온산의 불꽃도...
1/S1072.DAT,0x45600,12,38,29,62,0,"촌장: 쿠쿠루도 의·로 겁이 많구나. 자, 돌아가자."
1/S1072.DAT,0x45680,13,27,16,6,0,"··: ·, ···· 괜··."
1/S1072.DAT,0x45700,14,16,11,63,0,촌장: 무슨 일이냐?
1/S1072.DAT,0x45780,15,62,38,31,0,··: 후후후... ···. ·델 ·이·· ·써 많· 받로송명루...
1/S1072.DAT,0x4782B,80,3,3,0,0,(··
1/S1072.DAT,0x47839,80,3,3,0,0,(··
1/S1072.DAT,0x47847,80,3,3,0,0,··1
1/S1072.DAT,0x47854,80,5,4,0,0,····
1/S1072.DAT,0x47864,80,3,2,0,0,··
1/S1072.DAT,0x4786A,80,3,2,0,0,·0
1/S1072.DAT,0x47883,81,2,2,0,0,·(
1/S1072.DAT,0x47898,81,3,3,0,0,·!·
1/S1072.DAT,0x4789E,81,3,3,0,0,·!·
1/S1072.DAT,0x478A4,81,3,3,0,0,·!·
1/S1072.DAT,0x478CC,81,51,45,13,1,모크마을· 가내                                     
1/S1072.DAT,0x47932,82,30,25,64,1,촌장: 이 말?량이 ·분에 마침내 꺼지는구나.
1/S1072.DAT,0x47976,82,3,3,0,0,·!·
1/S1072.DAT,0x4797C,82,3,3,0,0,·!·
1/S1072.DAT,0x4798A,83,3,2,0,0,··
1/S1072.DAT,0x47996,83,23,19,0,1,                   
1/S1072.DAT,0x479C2,83,3,2,0,0,··
1/S1072.DAT,0x479D0,83,3,3,0,0,·!·
1/S1072.DAT,0x479D6,83,3,3,0,0,·!·
1/S1072.DAT,0x479E4,83,3,2,0,0,··
1/S1072.DAT,0x479EA,83,3,2,0,0,··
1/S1072.DAT,0x479F4,83,12,10,0,1,          
1/S1072.DAT,0x47A00,84,6,4,0,0,    
1/S1072.DAT,0x47A24,84,3,3,0,0,···
1/S1072.DAT,0x47A30,84,5,3,0,1,   
1/S1072.DAT,0x47A5E,84,3,3,0,0,···
1/S1072.DAT,0x47A68,84,11,7,28,1,가내     
1/S1072.DAT,0x47A9C,85,3,3,0,0,···
1/S1072.DAT,0x47AA8,85,52,48,8,1,마을· 가내                                          
1/S1072.DAT,0x47B04,86,3,3,33,0,것··
1/S1072.DAT,0x47B0E,86,35,31,12,1,마을· 가내                         
1/S1072.DAT,0x47B58,86,3,2,0,0,··
1/S1072.DAT,0x47B72,86,3,2,0,0,··
1/S1072.DAT,0x47B8A,87,3,3,33,0,네··
1/S1072.DAT,0x47B94,87,54,44,52,1,촌장: 후후후... 잘됐군. 안델 대신에게 상을 많이 받아야겠어...      
1/S1072.DAT,0x47BE8,87,3,2,0,0,··
1/S1072.DAT,0x47BF6,87,3,3,0,0,·!·
1/S1072.DAT,0x47C24,88,55,46,43,1,"그날 밤, 시온산에는 십 년 만의 눈보라가 몰아쳤다.                 "
1/S1072.DAT,0x47C6C,88,5,4,0,0,···(
1/S1072.DAT,0x47C75,88,2,2,0,0,·0
1/S1072.DAT,0x47C79,88,2,2,0,0,·(
1/S1072.DAT,0x47C83,89,2,2,0,0,.(
1/S1072.DAT,0x47C8F,89,2,2,0,0,!0
1/S1072.DAT,0x47C93,89,2,2,0,0,!·
1/S1072.DAT,0x47C9D,89,2,2,0,0,·0
1/S1072.DAT,0x47CA1,89,2,2,0,0,··
1/S1072.DAT,0x47CAB,89,2,2,0,0,·0
1/S1072.DAT,0x47CAF,89,2,2,0,0,··
1/S1072.DAT,0x47CB8,89,3,3,0,0,··0
1/S1072.DAT,0x47CBC,89,3,3,0,0,···
1/S1072.DAT,0x47CC7,89,2,2,0,0,·0
1/S1072.DAT,0x47CCB,89,2,2,0,0,··
1/S1072.DAT,0x47CD4,89,3,3,0,0,··0
1/S1072.DAT,0x47CD8,89,3,3,0,0,···
1/S1072.DAT,0x47CE3,89,2,2,0,0,·0
1/S1072.DAT,0x47CE7,89,2,2,0,0,··
1/S1072.DAT,0x47CF0,89,3,3,0,0,··0
1/S1072.DAT,0x47CF4,89,3,3,0,0,···
1/S1072.DAT,0x47D03,90,2,2,0,0,··
1/S1072.DAT,0x47D0C,90,3,3,0,0,··0
1/S1072.DAT,0x47D10,90,3,3,0,0,···
1/S1072.DAT,0x47D1B,90,2,2,0,0,·0
1/S1072.DAT,0x47D1F,90,2,2,0,0,··
1/S1072.DAT,0x47D28,90,3,3,0,0,··0
1/S1072.DAT,0x47D2C,90,3,3,0,0,···
1/S1072.DAT,0x47D37,90,2,2,0,0,(0
1/S1072.DAT,0x47D3B,90,2,2,0,0,(·
1/S1072.DAT,0x47D44,90,3,3,0,0,·(0
1/S1072.DAT,0x47D48,90,3,3,0,0,·(·
1/S1072.DAT,0x47D53,90,2,2,0,0,·0
1/S1072.DAT,0x47D57,90,2,2,0,0,··
1/S1072.DAT,0x47D65,90,2,2,0,0,·0
1/S1072.DAT,0x47D69,90,2,2,0,0,··
1/S1072.DAT,0x47D6E,90,3,2,0,0,··
1/S1072.DAT,0x47D73,90,2,2,0,0,",0"
1/S1072.DAT,0x47D77,90,2,2,0,0,",·"
1/S1072.DAT,0x47D7C,90,3,2,0,0,··
1/S1072.DAT,0x47D81,91,2,2,0,0,·0
1/S1072.DAT,0x47D85,91,2,2,0,0,··
1/S1072.DAT,0x47D8A,91,3,2,0,0,·(
1/S1072.DAT,0x47D91,91,2,2,0,0,·0
1/S1072.DAT,0x47D95,91,2,2,0,0,··
1/S1072.DAT,0x47D9E,91,3,3,0,0,··0
1/S1072.DAT,0x47DA2,91,3,3,0,0,···
1/S1072.DAT,0x47DAD,91,2,2,0,0,.0
1/S1072.DAT,0x47DB1,91,2,2,0,0,.·
1/S1072.DAT,0x47DC3,91,2,2,0,0,·0
1/S1072.DAT,0x47DC7,91,2,2,0,0,··
1/S1072.DAT,0x47DD7,91,2,2,0,0,·0
1/S1072.DAT,0x47DDB,91,2,2,0,0,··
1/S1072.DAT,0x47DDE,91,3,3,33,0,량··
1/S1072.DAT,0x47DF0,91,3,3,33,0,량··
1/S1072.DAT,0x497FD,143,3,3,33,0,만0·
1/S1072.DAT,0x49800,144,5,3,33,0,리··
1/S1072.DAT,0x49806,144,6,6,50,0,분거·버··
1/S1072.DAT,0x49812,144,2,2,100,0,분가
1/S1072.DAT,0x4981A,144,3,2,0,0,·7
1/S1072.DAT,0x4981E,144,3,3,33,0,리··
1/S1072.DAT,0x49828,144,8,8,12,0,1··?·자 ·
1/S1072.DAT,0x49831,144,3,3,33,0,버··
1/S1072.DAT,0x49838,144,9,8,25,0,·0·는자0·!
1/S1072.DAT,0x49844,144,4,4,50,0,조자0·
1/S1072.DAT,0x4984C,144,4,4,25,0,"올,,·"
1/S1072.DAT,0x4985C,144,2,2,0,0,··
1/S1072.DAT,0x49874,144,4,4,25,0,"올.,·"
1/S1072.DAT,0x49884,145,2,2,0,0,··
1/S1072.DAT,0x4989C,145,4,4,25,0,"올0,·"
1/S1072.DAT,0x498C4,145,4,4,25,0,"올2,·"
1/S1072.DAT,0x498D4,145,2,2,0,0,·!
1/S1072.DAT,0x498EC,145,16,16,37,0,·우0·해우0· 우0·겠우0·
1/S1072.DAT,0x49905,146,15,12,16,0,"··올··올·,··0·"
1/S1072.DAT,0x49930,146,17,13,15,0,"··올··올·,··0··"
1/S1072.DAT,0x4995C,146,16,13,15,0,"···올··올·,··0·"
1/S1072.DAT,0x49984,147,8,8,25,0,·자0··자0·
1/S1072.DAT,0x4998D,147,3,3,33,0,자0·
1/S1072.DAT,0x499A4,147,8,8,37,0,내자0· 자0·
21/S2011.DAT,0x45380,7,54,42,66,0,"병사: ·마야, 팔렌시아 성에는 무슨 일이지? 여긴 아이들 놀이터가 아니다!"
21/S2011.DAT,0x45400,8,60,36,33,0,놀· 성 · 로·송. ·· ····둔 성 로·. 머·둔 ·런셨루.
21/S2011.DAT,0x45480,9,25,22,68,0,병사: 이야기는 들었다. 들어가도 좋다.
21/S2011.DAT,0x45500,10,22,15,66,0,뭐지? 전·이라도 시작되나?
21/S2011.DAT,0x45580,11,46,27,25,0,각·: ···· 로·. ·키· 루카로·였··...
21/S2011.DAT,0x45600,12,18,15,66,0,여기가 팔렌시아 성인가...
21/S2011.DAT,0x47826,80,3,3,0,0,0!·
21/S2011.DAT,0x4785F,80,4,4,25,0,·량·!
21/S2011.DAT,0x4786D,80,4,4,25,0,·량··
21/S2011.DAT,0x4787B,80,4,4,25,0,?량·!
21/S2011.DAT,0x47889,81,4,4,25,0,?량·!
21/S2011.DAT,0x47897,81,4,4,25,0,·량·!
21/S2011.DAT,0x478A4,81,2,2,50,0,량·
21/S2011.DAT,0x478A7,81,2,2,0,0,·!
21/S2011.DAT,0x478B0,81,3,2,0,0,··
21/S2011.DAT,0x478B6,81,3,2,0,0,··
21/S2011.DAT,0x478BC,81,3,2,0,0,··
21/S2011.DAT,0x478C2,81,3,2,0,0,··
21/S2011.DAT,0x478C8,81,3,2,0,0,··
21/S2011.DAT,0x478CE,81,3,2,0,0,··
21/S2011.DAT,0x478D4,81,3,2,0,0,··
21/S2011.DAT,0x478DA,81,3,2,0,0,··
21/S2011.DAT,0x478E0,81,3,3,33,0,무!·
21/S2011.DAT,0x478E6,81,2,2,50,0,일!
21/S2011.DAT,0x478EC,81,3,3,0,0,···
21/S2011.DAT,0x478FE,81,2,2,0,0,··
21/S2011.DAT,0x4791A,82,17,15,6,1,다              
21/S2011.DAT,0x4794A,82,3,3,0,0,0!·
21/S2011.DAT,0x47975,82,2,2,0,0,·!
21/S2011.DAT,0x47980,83,5,5,20,0,··량·!
21/S2011.DAT,0x4798E,83,5,5,0,0,····!
21/S2011.DAT,0x4799F,83,2,2,0,0,·!
21/S2011.DAT,0x479AA,83,5,5,20,0,· 량·!
21/S2011.DAT,0x479B8,83,5,5,0,0,····!
21/S2011.DAT,0x479C9,83,2,2,0,0,·!
21/S2011.DAT,0x479D4,83,5,5,20,0,·?량·!
21/S2011.DAT,0x479E0,83,3,3,0,0,7··
21/S2011.DAT,0x479E4,83,3,2,0,0,··
21/S2011.DAT,0x479EA,83,3,2,0,0,··
21/S2011.DAT,0x479F0,83,3,3,0,0,7··
21/S2011.DAT,0x479F6,83,3,3,0,0,7··
21/S2011.DAT,0x47A04,84,3,3,0,0,7··
21/S2011.DAT,0x47A0A,84,3,3,0,0,7··
21/S2011.DAT,0x47A10,84,3,3,0,0,7··
21/S2011.DAT,0x47A1E,84,3,3,0,0,7··
21/S2011.DAT,0x47A24,84,3,3,0,0,7··
21/S2011.DAT,0x47A32,84,3,3,33,0,없!·
21/S2011.DAT,0x47A38,84,3,3,33,0,러!·
21/S2011.DAT,0x47A46,84,3,3,0,0,···
21/S2011.DAT,0x47A4C,84,3,3,0,0,···
21/S2011.DAT,0x47A52,84,3,3,0,0,···
21/S2011.DAT,0x47A60,84,3,3,0,0,···
21/S2011.DAT,0x47A66,84,3,3,0,0,···
21/S2011.DAT,0x47A6C,84,3,3,0,0,···
21/S2011.DAT,0x47A7A,84,3,3,0,0,···
21/S2011.DAT,0x47A80,85,3,3,0,0,···
21/S2011.DAT,0x47A86,85,3,3,0,0,···
21/S2011.DAT,0x47A9E,85,3,3,0,0,···
21/S2011.DAT,0x47AAA,85,15,11,18,1,가자         
21/S2011.DAT,0x47AEA,85,3,3,33,0,초··
21/S2011.DAT,0x47AF6,85,10,8,62,1,이봐! 기다려 
21/S2011.DAT,0x47B00,86,6,5,20,0,줘!   
21/S2011.DAT,0x47B24,86,3,3,33,0,버!·
21/S2011.DAT,0x47B2A,86,3,3,33,0,넣!·
21/S2011.DAT,0x47B4C,86,3,2,0,0,··
21/S2011.DAT,0x47B52,86,3,3,0,0,···
21/S2011.DAT,0x47B7E,86,2,2,50,0,거!
21/S2011.DAT,0x47B8C,87,3,3,33,0,가!·
21/S2011.DAT,0x47B92,87,3,3,0,0,·!·
21/S2011.DAT,0x47BA2,87,3,3,0,0,···
21/S2011.DAT,0x47BAC,87,44,40,5,1,조버                                      
21/S2011.DAT,0x47C00,88,3,2,0,0,··
21/S2011.DAT,0x47C0C,88,42,36,66,1,놀러 온 게 아니야. 나는 토우빌에서 온 아크. 왕께서 부르셨어.
21/S2011.DAT,0x47C5E,88,3,3,0,0,·!·
21/S2011.DAT,0x47C68,88,24,19,68,1,병사: 토우빌의 아크. 이렇게 어린
21/S2011.DAT,0x47C80,89,13,11,45,0,아이였다니...   
21/S2011.DAT,0x47CB6,89,3,3,0,0,·!·
21/S2011.DAT,0x47CC0,89,22,20,0,1,                    
21/S2011.DAT,0x47CF4,89,3,3,33,0,었!·
21/S2011.DAT,0x47CFA,89,3,3,33,0,었!·
21/S2011.DAT,0x47D00,90,3,3,0,0,·!·
21/S2011.DAT,0x47D2E,90,3,3,33,0,량··
21/S2011.DAT,0x47D3C,90,3,3,33,0,량··
21/S2011.DAT,0x47D4A,90,5,3,0,0,··(
21/S2011.DAT,0x47D8A,91,3,3,0,0,···
21/S2011.DAT,0x47DCE,91,3,2,0,0,·(
21/S2011.DAT,0x47DDA,91,3,2,0,0,·!
21/S2011.DAT,0x47DE0,91,3,2,0,0,·!
21/S2011.DAT,0x47DE6,91,3,2,0,0,·!
21/S2011.DAT,0x47DEC,91,3,2,0,0,··
21/S2011.DAT,0x47E03,92,4,3,0,0,···
21/S2011.DAT,0x47E26,92,3,2,0,0,·!
21/S2011.DAT,0x47E2B,92,4,3,0,0,···
21/S2011.DAT,0x47E34,92,3,2,0,0,··
21/S2011.DAT,0x47E47,92,4,3,0,0,!·(
21/S2011.DAT,0x47E4E,92,3,3,0,0,···
21/S2011.DAT,0x497FD,143,3,3,33,0,만0·
21/S2011.DAT,0x49800,144,5,3,33,0,리··
21/S2011.DAT,0x49806,144,6,6,50,0,분거·버··
21/S2011.DAT,0x49812,144,2,2,100,0,분가
21/S2011.DAT,0x4981A,144,3,2,0,0,·7
21/S2011.DAT,0x4981E,144,3,3,33,0,리··
21/S2011.DAT,0x49828,144,8,8,12,0,1··?·자 ·
21/S2011.DAT,0x49831,144,3,3,33,0,버··
21/S2011.DAT,0x49838,144,9,8,25,0,·0·는자0··
21/S2011.DAT,0x49844,144,4,4,50,0,조자0·
21/S2011.DAT,0x4984C,144,4,4,0,0,"·,,·"
21/S2011.DAT,0x4985C,144,2,2,0,0,··
21/S2011.DAT,0x49874,144,4,4,0,0,"·.,·"
21/S2011.DAT,0x49884,145,2,2,0,0,··
21/S2011.DAT,0x4989C,145,4,4,0,0,"·0,·"
21/S2011.DAT,0x498C4,145,4,4,0,0,"·2,·"
21/S2011.DAT,0x498D4,145,2,2,50,0,량!
21/S2011.DAT,0x498EC,145,16,16,37,0,·우0·해우0· 우0·겠우0·
21/S2011.DAT,0x49905,146,15,12,0,0,"·······,··0·"
21/S2011.DAT,0x4991C,146,2,2,0,0,··
21/S2011.DAT,0x49930,146,16,12,0,0,"·······,··0·"
21/S2011.DAT,0x49948,146,2,2,0,0,··
21/S2011.DAT,0x4995C,146,17,14,0,0,"········,··0·!"
21/S2011.DAT,0x49984,147,8,8,25,0,·자0··자0·
21/S2011.DAT,0x4998D,147,3,3,33,0,자0·
21/S2011.DAT,0x499A4,147,8,8,37,0,내자0· 자0·
21/S2012.DAT,0x45080,1,6,3,0,0,···
21/S2012.DAT,0x45100,2,26,22,63,0,병사: 국왕의 명을 마친 · 돌아오시오.
21/S2012.DAT,0x47833,80,2,2,0,0,··
21/S2012.DAT,0x4783F,80,4,4,25,0,·량·!
21/S2012.DAT,0x4784D,80,4,4,0,0,···!
21/S2012.DAT,0x478A6,81,21,16,18,1,·시·촌·······안····
21/S2012.DAT,0x497FD,143,3,3,33,0,만0·
21/S2012.DAT,0x49800,144,5,3,33,0,리··
21/S2012.DAT,0x49806,144,6,6,50,0,분거·버··
21/S2012.DAT,0x49812,144,2,2,100,0,분가
21/S2012.DAT,0x4981A,144,3,2,0,0,·7
21/S2012.DAT,0x4981E,144,3,3,33,0,리··
21/S2012.DAT,0x49828,144,8,8,12,0,1··?·자 ·
21/S2012.DAT,0x49831,144,3,3,33,0,버··
21/S2012.DAT,0x49838,144,9,8,25,0,·0·는자0··
21/S2012.DAT,0x49844,144,4,4,50,0,조자0·
21/S2012.DAT,0x4984C,144,4,4,0,0,"·,,·"
21/S2012.DAT,0x4985C,144,2,2,0,0,··
21/S2012.DAT,0x49874,144,4,4,0,0,"·.,·"
21/S2012.DAT,0x49884,145,2,2,0,0,··
21/S2012.DAT,0x4989C,145,4,4,0,0,"·0,·"
21/S2012.DAT,0x498C4,145,4,4,0,0,"·2,·"
21/S2012.DAT,0x498D4,145,2,2,50,0,량!
21/S2012.DAT,0x498EC,145,16,16,37,0,·우0·해우0· 우0·겠우0·
21/S2012.DAT,0x49905,146,15,12,0,0,"·······,··0·"
21/S2012.DAT,0x4991C,146,2,2,0,0,··
21/S2012.DAT,0x49930,146,16,12,0,0,"·······,··0·"
21/S2012.DAT,0x49948,146,2,2,0,0,··
21/S2012.DAT,0x4995C,146,17,14,0,0,"········,··0·!"
21/S2012.DAT,0x49984,147,8,8,25,0,·자0··자0·
21/S2012.DAT,0x4998D,147,3,3,33,0,자0·
21/S2012.DAT,0x499A4,147,8,8,37,0,내자0· 자0·
21/S2013.DAT,0x45000,0,20,12,25,0,각·: 루둔 ···!!
21/S2013.DAT,0x45080,1,48,39,69,0,병사: 국왕 ·하께서 기대하고 계신다. 좋은 결과를 가지고 돌아오도록.
21/S2013.DAT,0x45100,2,35,30,63,0,"리에: 너, 토슈와 제법 좋은 승부를 할 수 있겠는걸."
21/S2013.DAT,0x45180,3,33,28,64,0,병사: 시내의 술 ·한 자가 난동을 부리고 있다고.
21/S2013.DAT,0x45200,4,30,24,58,0,"병사: 이봐! 그만·, 그만두지 못하겠나!!"
21/S2013.DAT,0x45280,5,22,19,68,0,나도 안에 들어가게 해달· 말이야!
21/S2013.DAT,0x45300,6,23,19,68,0,나와 함께 언제 한번 가지 않겠나!
21/S2013.DAT,0x45380,7,25,19,47,0,"병사: 뭐야, 이 술 ·한 자는!?"
21/S2013.DAT,0x45400,8,26,18,61,0,·기 좋구먼. 잠이 확 깨버렸어.
21/S2013.DAT,0x45480,9,37,22,18,0,··· 합 ·· 괜씩형 ··· · ··.
21/S2013.DAT,0x45500,10,27,19,57,0,병사: 시·러워! 저쪽으로 꺼져!!
21/S2013.DAT,0x45580,11,13,7,85,0,씩로로로로악!
21/S2013.DAT,0x45600,12,15,11,63,0,"뭐라고, 이 자식아!"
21/S2013.DAT,0x45680,13,10,8,75,0,무슨 일입니까?
21/S2013.DAT,0x45700,14,13,11,54,0,"자, 집에 돌아·까!"
21/S2013.DAT,0x45780,15,15,11,45,0,"리에 양, ··구먼."
21/S2013.DAT,0x45800,16,7,4,75,0,괜찮아?
21/S2013.DAT,0x45880,17,13,8,25,0,··씩괴·...
21/S2013.DAT,0x47853,80,2,2,0,0,··
21/S2013.DAT,0x4785F,80,4,4,25,0,·량·!
21/S2013.DAT,0x4786D,80,4,4,0,0,···!
21/S2013.DAT,0x478C6,81,40,28,14,1,·시··않··모··················사·
21/S2013.DAT,0x47922,82,3,3,0,1,···
21/S2013.DAT,0x4799C,83,2,2,0,0,·5
21/S2013.DAT,0x4799F,83,2,2,0,0,··
21/S2013.DAT,0x479AD,83,2,2,0,0,··
21/S2013.DAT,0x479B8,83,2,2,0,0,·4
21/S2013.DAT,0x479BB,83,2,2,0,0,··
21/S2013.DAT,0x479C9,83,2,2,0,0,··
21/S2013.DAT,0x479D5,83,4,4,25,0,·량·!
21/S2013.DAT,0x479E3,83,4,4,0,0,···!
21/S2013.DAT,0x479F1,83,4,4,0,0,····
21/S2013.DAT,0x47A00,84,3,2,0,0,··
21/S2013.DAT,0x47A0C,84,3,2,0,0,··
21/S2013.DAT,0x47A1C,84,3,3,0,0,···
21/S2013.DAT,0x47A22,84,3,3,0,0,···
21/S2013.DAT,0x47A28,84,3,3,0,0,···
21/S2013.DAT,0x47A2E,84,3,3,33,0,습··
