file,offset,mode,slot,disk_id,skip,bytes,capacity,korean
E5/SE05A.DAT,0x488C8,inline,,,,17,19,역시 이쪽이 좋네!
E5/SE05A.DAT,0x48922,inline,,,,11,11,"자, 승부야!"
E5/SE05A.DAT,0x48C32,inline,,,,16,16,친구라고 해도...
E5/SE05A.DAT,0x48D54,inline,,,,18,21,"아니면 시, 러, 어!"
E5/SE05A.DAT,0x48FF6,inline,,,,23,23,어서 오세요! 초코예요!!
F/SF041.DAT,0x47CEC,inline,,,,23,23,불꽃의 정령: 고 맙 다.
F/SF051.DAT,0x47886,inline,,,,22,22,토벌병: 보고드립니다.
F/SF051.DAT,0x479CA,inline,,,,16,16,안델: 후후후후.
F/SF051.DAT,0x479DE,inline,,,,25,37,안델: 와하하하하하하하!!
F/SF091.DAT,0x47C0E,inline,,,,32,34,토요케 숲에서 사라지고 말았다...
F/SF0E1.DAT,0x47D14,inline,,,,37,48,장로: 물의 정 령 을 지 켜 ... 주 ...
F/SF0E1.DAT,0x47F34,inline,,,,9,16,아크...?
1/S1011.DAT,0x47A54,e2,9,8A,10,17,12,그런 건 사양이야.
1/S1013.DAT,0x47A1C,e2,9,8A,12,26,14,너와 헤어지고 싶지 않아...
1/S1013.DAT,0x47A90,e2,10,8B,6,15,8,"쿠쿠루, 부탁해."
1/S1021.DAT,0x47C38,e2,50,B4,18,35,20,아버지의 유품인 갑옷과 검을 찾았다.
1/S1021.DAT,0x48C88,e2,51,B5,12,29,14,엄마에게 한마디 하고 가야 해.
1/S1021.DAT,0x47962,e2,52,B6,17,31,19,여기 있던 돌은 이미 주웠습니다.
1/S1021.DAT,0x478AC,e2,53,B7,16,27,18,여기 있던 것은 이미 주웠다.
1/S1021.DAT,0x47DE4,e2,54,B8,19,27,21,카이저 글로브를 받았습니다.
1/S1021.DAT,0x480D6,e2,55,B9,16,23,18,자물쇠가 잠겨 있다니...
1/S1021.DAT,0x47E30,e2,56,BA,17,23,19,부활의 약을 받았습니다.
1/S1021.DAT,0x47E7A,e2,57,BB,17,23,19,회복 과일을 받았습니다.
1/S1021.DAT,0x47EC8,e2,58,BC,12,18,14,성수를 받았습니다.
1/S1021.DAT,0x47D46,e2,59,BD,16,20,18,"엄마, 걱정하지 마..."
1/S1021.DAT,0x47BD8,e2,60,BE,4,7,6,알았어.
1/S1022.DAT,0x47B70,e2,12,8D,15,23,17,부활의 약을 받았습니다.
1/S1022.DAT,0x47BB8,e2,13,8E,10,18,12,성수를 받았습니다.
1/S1022.DAT,0x4789A,e2,14,8F,13,20,15,"그럼 엄마, 다녀올게."
1/S1022.DAT,0x47B24,e2,15,90,20,27,22,질풍의 반다나를 받았습니다.
1/S1023.DAT,0x47BA0,e2,29,9E,25,47,27,어느 나라든 언제나 괴물이 출몰하는 장소가 있다.
1/S1023.DAT,0x47D66,e2,30,9F,35,52,37,자유 커서로 적의 위치와 지형을 살피고 작전을 세워라.
1/S1023.DAT,0x47F32,e2,31,A0,37,53,39,마법이나 아이템을 던지는 공격은 절대 반격받지 않는다.
1/S1023.DAT,0x483E4,e2,32,A1,17,30,19,생명의 나무 열매를 받았습니다.
1/S1023.DAT,0x4839E,e2,33,A2,13,25,15,파로의 열매를 받았습니다.
1/S1023.DAT,0x48358,e2,34,A3,14,23,16,힘의 열매를 받았습니다.
1/S1023.DAT,0x47FE0,e2,35,A4,21,29,23,우선은 돌을 던지는 것이 좋다.
1/S1023.DAT,0x4790C,e2,36,A5,12,18,14,약초를 받았습니다.
1/S1023.DAT,0x4809C,e2,37,A6,14,20,16,이 점을 잘 이용해라.
1/S1023.DAT,0x48142,e2,38,A7,11,17,13,"엄마, 약초 좀 줘."
1/S1041.DAT,0x48498,e2,31,A0,13,31,15,아크는 정령의 힘을 손에 넣었다.
1/S1041.DAT,0x4827A,e2,32,A1,5,19,7,인류가 멸망한다고?
1/S1041.DAT,0x47A12,e2,33,A2,16,28,18,네가 아버지를 죽인 놈이구나!
1/S1041.DAT,0x47E22,e2,34,A3,9,16,11,힘이 솟아오른다!
1/S1041.DAT,0x47EA4,e2,35,A4,1,8,3,누구지?
1/S1041.DAT,0x47DD2,e2,36,A5,4,10,6,"뭐, 뭐지?"
1/S1041.DAT,0x47E68,e2,37,A6,5,11,7,일어나세요.
1/S1041.DAT,0x480C0,e2,38,A7,1,6,3,왜지?
1/S1041.DAT,0x48142,e2,39,A8,2,6,4,운명?
1/S1061.DAT,0x47966,e2,25,9A,15,39,17,쿠쿠루: 거기에는 이렇게 쓰여 있었어...
1/S1061.DAT,0x47B40,e2,26,9B,10,26,12,쿠쿠루: 굉장한 이야기지?
1/S1061.DAT,0x480C8,e2,27,9C,8,24,10,"쿠쿠루: 아크, 몸조심해."
1/S1061.DAT,0x47E7C,e2,28,9D,4,18,6,"쿠쿠루: 그래, 길."
1/S1061.DAT,0x478A4,e2,29,9E,8,19,10,이제 여기까지면 돼.
1/S1061.DAT,0x47D52,e2,30,9F,6,16,8,아크: 쿠쿠루...
1/S1061.DAT,0x47E44,e2,31,A0,1,11,3,아크: 길?
1/S1061.DAT,0x47CC0,e2,32,A1,13,20,15,"쿠쿠루: 아크, 나..."
1/S1071.DAT,0x479FA,e2,4,85,4,10,6,알고 있어.
21/S2011.DAT,0x47AAA,e2,7,88,13,28,15,뭐지? 전쟁이라도 시작되나?
21/S2011.DAT,0x4791A,e2,8,89,15,24,17,여기가 팔렌시아성인가...
21/S2013.DAT,0x47AE8,e2,1,82,13,33,15,나도 안에 들여보내라고 하는 거야!
21/S2013.DAT,0x47D9E,e2,2,83,14,32,16,나와 함께 언제 한번 가지 않겠나!
21/S2013.DAT,0x47C34,e2,3,84,7,19,9,우게에에에에에에에!
21/S2013.DAT,0x47AAA,e2,4,85,9,18,11,"뭐라고, 이 자식아!"
21/S2013.DAT,0x47C80,e2,5,86,7,15,9,무슨 일입니까?
21/S2013.DAT,0x47EE6,e2,6,87,10,18,12,"자, 집에 돌아갈까!"
21/S2013.DAT,0x47D5E,e2,7,88,12,18,14,"리에 양, 귀엽구먼."
21/S2013.DAT,0x47D20,e2,8,89,4,8,6,괜찮아?
21/S2013.DAT,0x47F48,e2,9,8A,9,13,11,괜찮으려나...
21/S2014.DAT,0x47D08,e2,0,81,9,24,11,무슨 못된 짓을 한 거야?
21/S2014.DAT,0x47C2C,e2,1,82,6,20,8,그런데 방금 사람은?
21/S2014.DAT,0x47974,e2,2,83,8,21,10,여러 일도 있었으니까.
21/S2014.DAT,0x47934,e2,3,84,9,17,11,오랜만인 것 같아.
21/S2014.DAT,0x47DB2,e2,4,85,12,20,14,팔렌시아 개조 계획?
21/S2014.DAT,0x478F8,e2,5,86,6,11,8,돌아왔구나.
21/S2014.DAT,0x47BF4,e2,6,87,1,5,3,그래.
21/S2021.DAT,0x486B0,e2,36,A5,10,38,12,"쿠쿠루: 아크, 이게 어떻게 된 일이야?"
21/S2021.DAT,0x48830,e2,37,A6,9,23,11,"아크: 쿠쿠루, 괜찮아?"
21/S2021.DAT,0x48A26,e2,38,A7,6,20,8,아크: 쉬게 해야 해.
21/S2021.DAT,0x48666,e2,39,A8,2,14,4,아크: 쿠쿠루!
21/S2021.DAT,0x489EA,e2,40,AA,5,17,7,아크: 말하지 마.
21/S2021.DAT,0x488FE,e2,41,AB,6,16,8,아크: 쿠쿠루...
21/S2021.DAT,0x4899E,e2,42,AC,21,31,23,쿠쿠루: 괜찮아. 조금만 쉬면...
21/S2022.DAT,0x47918,e2,0,81,25,46,27,마지막 돌이 설마 이 성의 지하에 있을 줄이야...
21/S2022.DAT,0x47F68,e2,1,82,8,22,10,이제 물러설 수는 없군.
21/S2022.DAT,0x47B62,e2,2,83,15,26,17,"좋아, 지하 창고로 가 보자!"
21/S2022.DAT,0x47F2A,e2,3,84,8,16,10,거칠게 나오는군.
21/S2033.DAT,0x47936,e2,11,8C,11,41,13,쿠쿠루: 반역자라는 게 아까 그 사람인가?
21/S2033.DAT,0x47AAA,e2,12,8D,13,42,15,"쿠쿠루: 포코, 지하 감옥이 어디인지 알아?"
21/S2033.DAT,0x47A24,e2,13,8E,13,37,15,쿠쿠루: 그런 사람처럼 보이지 않았어.
21/S2033.DAT,0x47A68,e2,14,8F,12,31,14,아크: 저 대신도 뭔가 수상하고.
21/S2033.DAT,0x47B34,e2,15,90,4,21,6,아크: 그럼 결정됐네.
21/S2033.DAT,0x47BAC,e2,16,91,9,26,11,포코: 이래도 되는 걸까...
21/S2033.DAT,0x479B0,e2,17,92,5,21,7,쿠쿠루: 마음에 걸려.
21/S2033.DAT,0x47B6E,e2,18,93,8,23,10,"쿠쿠루: 자, 안내해 줘."
21/S2033.DAT,0x47978,e2,19,94,2,14,4,아크: 아마도.
21/S2033.DAT,0x479EC,e2,20,95,1,13,3,아크: 뭐가?
21/S2033.DAT,0x47AEE,e2,21,96,15,27,17,"포코: 응, 알고는 있지만..."
21/S2041.DAT,0x48398,e2,19,94,8,18,10,응? 뭐라고 했어?
21/S2044.DAT,0x48388,e2,0,81,8,16,10,"뭐야, 이 영감은!"
21/S2044.DAT,0x4847E,e2,1,82,5,12,7,정해졌다고?
21/S2044.DAT,0x485D0,e2,2,83,10,16,12,그렇게 말해도...
21/S2044.DAT,0x4821E,e2,3,84,11,16,13,"당신, 이 배의..."
21/S2044.DAT,0x481D8,e2,4,85,8,12,10,잠깐 기다려!
21/S2045.DAT,0x48926,e2,13,8E,14,31,16,낙오자라니 누구를 말하는 게냐?
21/S2045.DAT,0x48D6E,e2,14,8F,6,16,8,친절하기도 하군.
21/S2045.DAT,0x48BC0,e2,15,90,10,17,12,맡길 리가 없잖아!
21/S2045.DAT,0x485C4,e2,16,91,6,12,8,말해 주는군.
21/S2045.DAT,0x48E78,e2,17,92,8,12,10,제자들아....
22/S2046.DAT,0x4881A,e2,0,81,45,82,47,"무슨 소리냐!! 남쪽 바다에 떠 있는 이 세상의 낙원, 클라프 섬을 모른단 말이냐, 네놈!"
22/S2046.DAT,0x486DC,e2,1,82,32,52,34,"이분은 클라프 왕국의 왕자, 톤 가바 헤모촌 님이시다!!"
22/S2046.DAT,0x48AD2,e2,2,83,38,55,40,"당신네 왕이 죽었다기에 먼 곳에서 날아왔단 말이오, 정말."
22/S2046.DAT,0x48CDC,e2,3,84,23,40,25,난처하군요. 이대로는 돌아갈 수 없습니다.
22/S2046.DAT,0x47FA8,e2,4,85,14,30,16,이대로 돌아가면 붙잡히고 만다.
22/S2046.DAT,0x48E54,e2,5,86,29,44,31,"그, 그거 좋은 생각이군. 당장 가 보도록 하지!"
22/S2046.DAT,0x47FEC,e2,6,87,8,22,10,"그럼, 어떻게 할 거야?"
22/S2046.DAT,0x48074,e2,7,88,5,16,7,어떻게 할 건데?
22/S2046.DAT,0x4854A,e2,8,89,6,17,8,무슨 일이신지요?
22/S2046.DAT,0x48996,e2,9,8A,14,25,16,우리 나라의 대신들이지요.
22/S2046.DAT,0x48780,e2,10,8B,11,21,13,"응, 그렇단다. 이분이."
22/S2046.DAT,0x48EAC,e2,11,8C,13,23,15,"그렇군요. 가자, 너희들!"
22/S2046.DAT,0x48242,e2,12,8D,20,29,22,아이고 도착했다. 도착했다고!!
22/S2046.DAT,0x489E8,e2,13,8E,11,19,13,헤모: 헤모오오오!!
22/S2046.DAT,0x48EFE,e2,14,8F,11,19,13,헤모: 헤모오오오!!
22/S2046.DAT,0x48DC0,e2,15,90,6,13,8,무덤이라고!?
22/S2046.DAT,0x483DC,e2,16,91,51,57,53,"연락을 넣으려 했다만, 비행선 통신기 상태가 나빠서 말이야."
22/S2046.DAT,0x4819A,e2,17,92,7,11,9,괜찮으려나.
22/S2046.DAT,0x48A80,e2,18,93,23,27,25,"뭐, 뭐라고 하는 겐가 자네?"
22/S2046.DAT,0x48C0C,e2,19,94,12,16,14,끝나 버렸다고!?
22/S2046.DAT,0x48302,e2,20,95,6,9,8,정말이지.
22/S2046.DAT,0x48B32,e2,21,96,17,20,19,"아 피곤해라, 으으으."
22/S2047.DAT,0x480A2,e2,0,81,12,23,14,지금까지 정말 고마웠어.
22/S2047.DAT,0x47FD2,e2,1,82,12,21,14,"다들, 잠깐 기다려 줘."
22/S2047.DAT,0x481D8,e2,2,83,7,15,9,"기다렸지, 가자."
22/S2047.DAT,0x48232,e2,3,84,2,8,4,잘 있어.
22/S2051.DAT,0x47F4A,e2,22,97,1,18,3,아크: 알겠습니다.
22/S2051.DAT,0x478F0,e2,23,98,1,10,3,아크: 예.
22/S2052.DAT,0x47A5A,e2,21,96,17,34,19,"포코: 예, 토벌대 소속 포코입니다."
22/S2052.DAT,0x47F40,e2,22,97,4,18,6,"아크: 가자, 포코!"
22/S2054.DAT,0x4792E,e2,0,81,14,30,16,밀마나의 보고를 하러 왔습니다.
22/S2055.DAT,0x47DB6,e2,0,81,35,62,37,우리는 정말 해서는 안 될 일에 손을 대고 있는지도 모르겠습니다.
22/S2055.DAT,0x47AFC,e2,1,82,19,38,21,정령이 이것을 아버지에게서 맡았다고...
22/S2055.DAT,0x47F94,e2,2,83,10,28,12,그리고 그것을 따르는 것이다.
22/S2056.DAT,0x47904,e2,0,81,7,24,9,"아니요, 아직 아무것도요."
22/S2057.DAT,0x47A7C,e2,10,8B,6,27,8,아크: 이 북은 무엇입니까?
22/S2057.DAT,0x47A30,e2,11,8C,16,29,18,사나운 사자 북을 손에 넣었다.
22/S2057.DAT,0x47B28,e2,12,8D,12,22,14,"아크: 가, 감사합니다."
22/S2057.DAT,0x47BC2,e2,13,8E,1,10,3,아크: 예.
22/S205B.DAT,0x47994,e2,0,81,13,20,15,아리바샤에 있다고...
22/S205C.DAT,0x47A8E,e2,1,82,14,28,16,"수메리아 왕, 괜찮으십니까?!"
22/S205C.DAT,0x47C2C,e2,2,83,12,22,14,"왕님, 정신 차리십시오."
22/S205C.DAT,0x47F9E,e2,3,84,4,12,6,수메리아 왕!
23/S2061.DAT,0x4879C,e2,17,92,38,58,40,마물에게 당한 게 틀림없다고 생각해서 혼자 숨어 있었는데...
23/S2061.DAT,0x48B2C,e2,18,93,10,24,12,아크: 그럼 악기로 싸워!
23/S2061.DAT,0x4883E,e2,19,94,5,17,7,포코: 난 포코야.
23/S2061.DAT,0x48B6C,e2,20,95,2,12,4,아크: 간다!
23/S2061.DAT,0x487F8,e2,21,96,10,16,12,한심한 병사로군.
23/S2071.DAT,0x47D12,e2,0,81,13,34,15,"이봐, 아직 이야기는 끝나지 않았어!"
23/S2071.DAT,0x47A8E,e2,1,82,12,22,14,네 검에 서린 정령이다.
23/S2071.DAT,0x47890,e2,2,83,14,22,16,"아버지, 편히 잠드세요."
23/S2071.DAT,0x47A4C,e2,3,84,5,13,7,"누, 누구냐!?"
23/S2071.DAT,0x47D76,e2,4,85,7,11,9,운명이라...
31/S3012.DAT,0x47FAC,e2,14,8F,9,17,11,아크: ...알았어.
31/S3014.DAT,0x4794A,e2,13,8E,14,31,16,낙오자라니 누구를 말하는 게냐?
31/S3014.DAT,0x47D92,e2,14,8F,6,16,8,친절하기도 하군.
31/S3014.DAT,0x47BE4,e2,15,90,10,17,12,맡길 리가 없잖아!
31/S3022.DAT,0x48A50,e2,37,A6,10,31,12,쿠쿠루: 이렇게 해도 괜찮을까?
31/S3022.DAT,0x489C4,e2,38,A7,24,44,26,당신은 가지 않아도 돼요. 여기서 자고 있어요.
31/S3022.DAT,0x47D06,e2,39,A8,20,35,22,카카라스의 숲은 가지 않아도 되려나.
31/S3022.DAT,0x47D52,e2,40,AA,10,24,12,우리 셋만으로 괜찮을까?
31/S3022.DAT,0x4866A,e2,41,AB,6,20,8,하지만 어떻게 하지?
31/S3022.DAT,0x48708,e2,42,AC,27,40,29,어떤 몬스터인지도 모르는데... 괜찮을까?
31/S3022.DAT,0x4826A,e2,43,AD,9,20,11,위험하지 않다는데도.
31/S3022.DAT,0x485D6,e2,44,AE,8,15,10,화가 나 버렸어.
31/S3022.DAT,0x48A12,e2,45,AF,7,11,9,"자, 갑시다."
31/S3022.DAT,0x487AE,e2,46,B0,2,5,4,그래.
31/S3023.DAT,0x482E6,e2,1,82,9,16,11,돌을 받았습니다.
31/S3024.DAT,0x45DA4,e2,4,85,15,37,17,"누구나 할 것 없이, 한심하기 그지없군."
31/S3024.DAT,0x46EA8,e2,5,86,16,25,18,여신의 기도를 받았습니다.
31/S3024.DAT,0x48280,e2,6,87,5,9,7,의 대미지
31/S3031.DAT,0x47B9C,e2,27,9C,12,27,14,수메리아에서 온 아크입니다.
31/S3031.DAT,0x47D12,e2,28,9D,17,29,19,"잠깐, 너무 심한 말 아닌가요?"
31/S3032.DAT,0x4794E,e2,4,85,18,33,20,이제 더는 아이 취급할 수 없겠지?
31/S3032.DAT,0x47AF8,e2,5,86,2,5,4,그럼.
32/S3061.DAT,0x47C6E,e2,0,81,13,30,15,왜 아버지는 왕가를 떠난 거야?
32/S3061.DAT,0x485B4,e2,1,82,10,26,12,"좋아, 수메리아로 돌아가자!"
32/S3061.DAT,0x478D6,e2,2,83,9,21,11,정말 아름다운 곳이야.
32/S3061.DAT,0x48302,e2,3,84,14,26,16,용사의 증표를 손에 넣었다.
32/S3061.DAT,0x47B7A,e2,4,85,6,17,8,아버지가 여기에?
32/S3061.DAT,0x484CE,e2,5,86,10,20,12,수메리아로 돌아가요.
32/S3061.DAT,0x47AE4,e2,6,87,3,12,5,기다렸다고?
32/S3061.DAT,0x47916,e2,7,88,11,18,13,마치 다른 숲 같아.
32/S3062.DAT,0x47E9A,e2,0,81,13,21,15,만능약을 손에 넣었다.
32/S3063.DAT,0x47EE6,e2,0,81,13,21,15,만능약을 손에 넣었다.
32/S3064.DAT,0x47E22,e2,0,81,13,21,15,만능약을 손에 넣었다.
32/S3065.DAT,0x47E02,e2,0,81,13,21,15,만능약을 손에 넣었다.
32/S3066.DAT,0x47EB2,e2,0,81,13,21,15,만능약을 손에 넣었다.
32/S3067.DAT,0x47EF6,e2,0,81,13,21,15,만능약을 손에 넣었다.
32/S3068.DAT,0x48032,e2,0,81,13,21,15,만능약을 손에 넣었다.
4/S4011.DAT,0x48B98,e2,0,81,30,59,32,"일족에게 전해지는 것으로, 용자를 이끄는 힘이 있다고 전해져."
4/S4011.DAT,0x48F6C,e2,1,82,12,27,14,나는 변하지 않는 편이 좋아.
4/S4011.DAT,0x48586,e2,2,83,12,26,14,지하 감옥은 이 아래층이야.
4/S4011.DAT,0x48B1A,e2,3,84,15,24,17,거울이... 빛나고 있어...
4/S4011.DAT,0x48FC2,e2,4,85,11,20,13,일단 감사는 해 두지.
4/S4011.DAT,0x4873C,e2,5,86,12,20,14,너희만은 용서 못 해!
4/S4011.DAT,0x48F24,e2,6,87,11,18,13,너희와는 관계없어.
4/S4011.DAT,0x48A24,e2,7,88,3,9,5,우게에아.
4/S4011.DAT,0x48B60,e2,8,89,1,6,3,거울?
4/S4012.DAT,0x4796C,e2,0,81,9,20,11,분명 뭔가 있을 거야.
4/S4012.DAT,0x47A9A,e2,1,82,5,11,7,"좋아, 가자!"
4/S4021.DAT,0x47A38,e2,0,81,5,23,7,나를 어떻게 할 셈이지?
4/S4022.DAT,0x47A68,e2,0,81,23,28,25,"너희, 약속만은 지켜 줄 거지!"
4/S4031.DAT,0x480BC,e2,0,81,39,73,41,이것이 편지가 아니라 실제로 너를 눈앞에 두고 전하고 함께 행동할 수 있다면
4/S4031.DAT,0x483D8,e2,1,82,28,56,30,당신이 길을 떠날 때 말했잖아. 이것은 내 길이기도 하다고.
4/S4031.DAT,0x47AC0,e2,2,83,18,44,20,뭔가 아주 거대한 힘이 움직이고 있는 것 같아.
4/S4031.DAT,0x48020,e2,3,84,38,62,40,죽은 줄로만 알았던 아버지에게서 갑자기 이런 편지가 온다는 것은
4/S4031.DAT,0x48118,e2,4,85,20,41,22,"얼마나 훌륭한 일일까, 하고 나는 생각한다."
4/S4031.DAT,0x47E40,e2,5,86,24,44,26,너는 정령들을 욕망에 찬 자들에게서 구해 내고
4/S4031.DAT,0x481B4,e2,6,87,15,31,17,스스로의 힘으로 길을 열어 다오.
4/S4031.DAT,0x4842A,e2,7,88,19,35,21,어머니를 찾을 단서는 아무것도 없어.
4/S4031.DAT,0x4807A,e2,8,89,14,23,16,너 자신도 당황스럽겠지.
4/S4031.DAT,0x47A3A,e2,9,8A,5,13,7,마을 상황은?
4/S4031.DAT,0x47C0A,e2,10,8B,9,17,11,아버지로부터야...
4/S4031.DAT,0x4839C,e2,11,8C,5,9,7,따라갈게.
4/S4031.DAT,0x47C50,e2,12,8D,1,4,3,아크
4/S4032.DAT,0x48302,e2,0,81,44,90,46,자유롭게 걸어 다닐 수 있을 때는 여기저기서 결정 버튼을 눌러 봐. 뭔가 떨어져 있을지도 몰라.
4/S4032.DAT,0x481FA,e2,1,82,13,39,15,우편함에는 아무것도 들어 있지 않습니다.
4/S4032.DAT,0x483B0,e2,2,83,33,59,35,다른 곳에 가고 싶을 때는 별을 건너 오른쪽이 보이게 하면 돼.
4/S4032.DAT,0x4836A,e2,3,84,16,38,18,우편함은 때때로 보러 오는 편이 좋겠어.
4/S4032.DAT,0x482B6,e2,4,85,15,29,17,여기에 있던 것은 이미 주웠다.
4/S4032.DAT,0x4840E,e2,5,86,4,9,6,그러려나.
4/S4032.DAT,0x484CE,e2,6,87,4,9,6,그렇다네.
4/S4032.DAT,0x4844E,e2,7,88,6,9,8,아니잖아.
4/S4033.DAT,0x482EA,e2,3,84,28,61,30,몬스터가 너무 강해서 어떻게 해도 이길 수 없을 때는 어찌하지?
4/S4033.DAT,0x487B8,e2,4,85,24,51,26,친구에게 자랑할 수 있을 정도는 있을지도 모르겠구나.
4/S4033.DAT,0x47FF4,e2,5,86,14,37,16,우리끼리 끝까지 싸워 나갈 수 있을까?
4/S4033.DAT,0x48200,e2,6,87,26,48,28,적들 중에도 이쪽의 등을 노리고 오는 녀석이 있어.
4/S4033.DAT,0x48156,e2,7,88,24,44,26,프리 커서일 때는  를 누르면 원래대로 돌아와.
4/S4033.DAT,0x4833C,e2,8,89,31,51,33,몬스터가 있는 곳에서 힘내서 더 강해지면 되는 걸까?
4/S4033.DAT,0x47D90,e2,9,8A,33,51,35,"아크야, 이 편지를 과연 네가 손에 넣어 읽고 있을까?"
4/S4033.DAT,0x48256,e2,10,8B,26,43,28,수메리아도 밀마나도 몬스터가 없어지지 않네.
4/S4033.DAT,0x47C74,e2,11,8C,14,25,16,요슈아에게서 편지가 왔어.
4/S4033.DAT,0x480B6,e2,12,8D,16,27,18,여기 있던 것은 이미 주웠다.
4/S4033.DAT,0x48102,e2,13,8E,30,41,32,전투 때는  를 함께 누르면 프리 커서가 돼.
4/S4033.DAT,0x482A6,e2,14,8F,12,22,14,어떻게 해야 없어질까?
4/S4033.DAT,0x483EA,e2,15,90,18,27,20,중요한 것은 잊지 않도록 해.
4/S4033.DAT,0x4848C,e2,16,91,6,9,8,아니잖아.
4/S4034.DAT,0x48304,e2,3,84,32,64,34,"아이템은 자신에게 써도 되고 가까운 동료나 적에게도 쓸 수 있지만,"
4/S4034.DAT,0x481B8,e2,4,85,29,58,31,"한 번 갔던 곳이라도, 시간이 지나면 다시 가 보는 편이 좋아."
4/S4034.DAT,0x4825C,e2,5,86,29,58,31,"한 번 갔던 곳이라도, 시간이 지나면 다시 가 보는 편이 좋아."
4/S4034.DAT,0x47FD8,e2,6,87,25,46,27,그리고 대회 주최자 록토르에게는 조심하도록 해.
4/S4034.DAT,0x4869E,e2,7,88,16,32,18,들을지는 스스로 결정할 일이잖아.
4/S4034.DAT,0x483B0,e2,8,89,34,49,36,던지기의 레벨이 2가 되면 맞았을 때 대미지가 커져.
4/S4034.DAT,0x4816C,e2,9,8A,15,29,17,여기에 있던 것은 이미 주웠다.
4/S4034.DAT,0x4820C,e2,10,8B,23,37,25,어쩌면 뭔가 달라져 있을지도 모르니까.
4/S4034.DAT,0x482B0,e2,11,8C,23,37,25,어쩌면 뭔가 달라져 있을지도 모르니까.
4/S4034.DAT,0x486E4,e2,12,8D,14,27,16,말귀가 어두운 녀석이로구나.
4/S4034.DAT,0x47CC8,e2,13,8E,14,25,16,요슈아에게서 편지가 왔어.
4/S4034.DAT,0x4845E,e2,14,8F,39,49,41,"마법이 레벨업하면 효과 범위가 바뀌는 일이 있는데,"
4/S4034.DAT,0x4865C,e2,15,90,12,19,14,사람 말을 들어야지.
4/S4034.DAT,0x48728,e2,16,91,4,8,6,그런가?
4/S4035.DAT,0x482A0,e2,3,84,26,51,28,이 싸움이 끝날 때까지 나는 술 마시는 걸 그만두겠어.
4/S4035.DAT,0x47DE4,e2,4,85,30,52,32,"아크야, 너는 이미 세 정령과 만나 그들의 돌을 얻었다."
4/S4035.DAT,0x484C8,e2,5,86,27,45,29,내 소환 몬스터는 쓸 만한 녀석뿐이니까 말이야.
4/S4035.DAT,0x481C8,e2,6,87,29,46,31,계속 마법을 써서 빨리 강해지는 편이 좋은 게야.
4/S4035.DAT,0x48174,e2,7,88,29,45,31,내가 레벨 업해서 강해지면 싸움이 편해질 게다.
4/S4035.DAT,0x47F50,e2,8,89,19,34,21,그들을 도와 물의 정령을 지켜 다오.
4/S4035.DAT,0x48060,e2,9,8A,15,29,17,여기에 있던 것은 이미 주웠다.
4/S4035.DAT,0x48390,e2,10,8B,18,32,20,그런데 술의 정령이라는 건 없나?
4/S4035.DAT,0x4821C,e2,11,8C,14,27,16,자기만 강해지고 싶은 거냐?
4/S4035.DAT,0x47CC8,e2,12,8D,14,25,16,요슈아에게서 편지가 왔어.
4/S4035.DAT,0x4856C,e2,13,8E,5,16,7,그러면 좋겠지만.
4/S4035.DAT,0x48260,e2,14,8F,3,10,5,바보 녀석!
4/S4035.DAT,0x482F0,e2,15,90,14,20,16,그런 걸 누가 믿겠어.
4/S4035.DAT,0x483D8,e2,16,91,25,30,27,(있어도 만나고 싶지는 않은...)
4/S4036.DAT,0x48010,e2,3,84,22,43,24,그런 것에 자세한 동료가 있으면 좋았을 텐데.
4/S4036.DAT,0x4805C,e2,4,85,18,36,20,고겐도 별로 믿을 만하지 않고 말이야.
4/S4036.DAT,0x48422,e2,5,86,31,48,33,케락은 언제나 꺼내 두고 레벨 업시키는 편이 좋아.
4/S4036.DAT,0x47F6E,e2,6,87,15,29,17,여기에 있던 것은 이미 주웠다.
4/S4036.DAT,0x4821C,e2,7,88,17,30,19,"뭐, 가끔은 모르는 일도 있단다."
4/S4036.DAT,0x47C74,e2,8,89,14,25,16,요슈아에게서 편지가 왔어.
4/S4036.DAT,0x4818E,e2,9,8A,15,26,17,그건 스스로 알아보는 게지.
4/S4036.DAT,0x4835E,e2,10,8B,7,18,9,(내가 알 게 뭐야!)
4/S4036.DAT,0x481D4,e2,11,8C,17,25,19,뭐든 알고 있다고 했잖아?
4/S4036.DAT,0x482C0,e2,12,8D,18,26,20,술의 정령 이야기 말인데...
4/S4036.DAT,0x4813E,e2,13,8E,25,32,27,효과를 모르는 아이템이 있는데...
4/S4036.DAT,0x48264,e2,14,8F,31,38,33,"(박식하지 않아, 절대 박식하지 않아...)"
4/S4036.DAT,0x483DA,e2,15,90,11,17,13,(너무 떠들지 마.)
4/S4036.DAT,0x480AA,e2,16,91,3,6,5,뭘까?
4/S4041.DAT,0x47A3E,e2,0,81,9,17,11,표면에 뭔가 있다.
4/S4061.DAT,0x478F8,e2,0,81,8,20,10,내가 집을 보고 올게.
4/S4061.DAT,0x478AE,e2,1,82,12,23,14,어딘가 상태가 이상해...
5/S5011.DAT,0x48048,e2,0,81,5,19,7,기다리고 있었다고?
5/S5011.DAT,0x4810A,e2,1,82,13,23,15,이쪽도 장사니까 말이야.
5/S5011.DAT,0x482A2,e2,2,83,3,13,5,어떻게 할래?
5/S5011.DAT,0x480CA,e2,3,84,4,13,6,어떻게 그걸?
