category,index,japanese,korean_display,application_status,encoded_bytes,encoded_hex,pointer_offset,string_offset
consumable_name,26,石解け<N:ハ:12>リ,석화 해제침,guide_term_restored_v42,11,EA 4E EA 12 9C EA 0C E9 CE E9 E7,0x80D04,0x80B9E
consumable_name,27,痛烈な<N:ハ:12>リ,침묵 해제침,guide_term_restored_v42,11,E9 E7 EA 3F 9C EA 0C E9 CE E9 E7,0x80D08,0x80BAA
consumable_name,28,召喚のつ<N:げ:26>,소환 항아리,guide_term_restored_v42,11,E9 8C EA 90 9C EA 0B E9 9A E9 4F,0x80D0C,0x80BB6
consumable_name,29,？？？？？,?????,guide_term_restored_v42,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D10,0x805D6
consumable_name,30,？？？？？,?????,guide_term_restored_v42,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D14,0x805D6
consumable_name,31,？？？？？,?????,guide_term_restored_v42,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D18,0x805D6
consumable_description,0,一時的にすばやさを下げます,민첩 일시 감소,guide_term_restored_v42,14,E9 68 E9 E1 9C E9 C0 E9 93 9C E9 04 E9 8C,0x80F14,0x80BC2
consumable_description,1,<N:ｌ:5>へモジーへを元に戻します,헤모지 회복,guide_term_restored_v42,11,EA 11 E9 5F E9 D9 9C EA 16 E9 78,0x80F18,0x80BD1
consumable_description,2,<N:リ:12>ベルアッ<N:フ:11>します,레벨 1 상승,guide_term_restored_v42,11,E9 44 EA 43 9C 12 9C E9 85 E9 92,0x80F1C,0x80BDD
consumable_description,3,<N:Π:10><N:Ｐ:10>が<N:ｃ:9>0ポ<N:｣:11>ント回復します,체력 60 회복,guide_term_restored_v42,12,E9 E2 E9 47 9C 17 11 9C EA 16 E9 78,0x80F20,0x80BE9
consumable_description,4,しびれて動けなくなります,마비 부여,guide_term_restored_v42,9,E9 52 E9 80 9C E9 7B E9 A5,0x80F24,0x80BF6
consumable_description,5,ぶつけてダメージを<N:与:3>えます,던져서 피해,guide_term_restored_v42,11,E9 33 E9 CF E9 88 9C EA 06 EA 0C,0x80F28,0x80C00
consumable_description,6,防御力が上がります,방어력 상승,guide_term_restored_v42,11,E9 6E E9 A1 E9 47 9C E9 85 E9 92,0x80F2C,0x80C0C
consumable_description,7,<N:Π:10><N:Ｐ:10>が20ポ<N:｣:11>ント回復します,체력 20 회복,guide_term_restored_v42,12,E9 E2 E9 47 9C 13 11 9C EA 16 E9 78,0x80F30,0x80C18
consumable_description,8,<N:毒:1>を<N:振:2>りまきます,독 부여,guide_term_restored_v42,7,EA 2A 9C E9 7B E9 A5,0x80F34,0x80C25
consumable_description,9,しびれを取りのぞきます,마비 회복,guide_term_restored_v42,9,E9 52 E9 80 9C EA 16 E9 78,0x80F38,0x80C2D
consumable_description,10,一時的にすばやさを上げます,민첩 일시 상승,guide_term_restored_v42,14,E9 68 E9 E1 9C E9 C0 E9 93 9C E9 85 E9 92,0x80F3C,0x80C37
consumable_description,11,爆発します,폭발 피해,guide_term_restored_v42,9,EA 01 E9 6D 9C EA 06 EA 0C,0x80F40,0x80C46
consumable_description,12,爆発します,큰 폭발 피해,guide_term_restored_v42,12,E9 ED 9C EA 01 E9 6D 9C EA 06 EA 0C,0x80F44,0x80C50
consumable_description,13,ほとんどのステータス傷害を回復します,대부분의 상태 이상 회복,guide_term_restored_v42,23,E9 31 E9 7B E9 7D E9 BD 9C E9 85 E9 F2 9C E9 BE E9 85 9C EA 16 E9 78,0x80F48,0x80C5D
consumable_description,14,<N:毒:1>を取りのぞきます,독 회복,guide_term_restored_v42,7,EA 2A 9C EA 16 E9 78,0x80F4C,0x80C75
consumable_description,15,戦闘不能<N:午:15>ャラクタを復活させます,쓰러진 대상 부활,guide_term_restored_v42,16,E9 98 E9 42 E9 DB 9C E9 31 E9 85 9C E9 7B EA 14,0x80F50,0x80C7D
consumable_description,16,一時的に攻撃力を上げます,공격력 일시 상승,guide_term_restored_v42,16,E9 11 E9 0C E9 47 9C E9 C0 E9 93 9C E9 85 E9 92,0x80F54,0x80D1C
consumable_description,17,<N:眠:5>らせます,수면 부여,guide_term_restored_v42,9,E9 8D E9 5C 9C E9 7B E9 A5,0x80F58,0x80C8E
consumable_description,18,一時的に攻撃力・防御力を下げます,공격 방어 일시 감소,guide_term_restored_v42,19,E9 11 E9 0C 9C E9 6E E9 A1 9C E9 C0 E9 93 9C E9 04 E9 8C,0x80F5C,0x80D2D
consumable_description,19,攻撃力が上がります,공격력 상승,guide_term_restored_v42,11,E9 11 E9 0C E9 47 9C E9 85 E9 92,0x80F60,0x80D41
consumable_description,20,すばやさが上がります,민첩 상승,guide_term_restored_v42,9,E9 68 E9 E1 9C E9 85 E9 92,0x80F64,0x80D4D
consumable_description,21,<N:Π:10><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 체력 2 상승,guide_term_restored_v42,16,E9 E5 E9 31 9C E9 E2 E9 47 9C 13 9C E9 85 E9 92,0x80F68,0x80D57
consumable_description,22,魔力が上がります,마력 상승,guide_term_restored_v42,9,E9 52 E9 47 9C E9 85 E9 92,0x80F6C,0x80D68
consumable_description,23,<N:∪:20><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 마력 2 상승,guide_term_restored_v42,16,E9 E5 E9 31 9C E9 52 E9 47 9C 13 9C E9 85 E9 92,0x80F70,0x80D72
consumable_description,24,<N:振:2>りまくと、目が見えなくなります,명중률 감소,guide_term_restored_v42,11,E9 5E E9 D7 EA 3B 9C E9 04 E9 8C,0x80F74,0x80D83
consumable_description,25,一時的に防御力を上げます,방어력 일시 상승,guide_term_restored_v42,16,E9 6E E9 A1 E9 47 9C E9 C0 E9 93 9C E9 85 E9 92,0x80F78,0x80D8F
consumable_description,26,石化から元に戻ります,석화 회복,guide_term_restored_v42,9,EA 4E EA 12 9C EA 16 E9 78,0x80F7C,0x80DA0
consumable_description,27,封じられた魔法が使えるようになります,침묵 회복,guide_term_restored_v42,9,E9 E7 EA 3F 9C EA 16 E9 78,0x80F80,0x80DAA
consumable_description,28,チョン<N:力:5>ラがモンスターを召喚するのに使います,촌가라의 몬스터 소환,guide_term_restored_v42,20,E9 E4 E9 01 E9 3F E9 BD 9C E9 61 E9 90 E9 F3 9C E9 8C EA 90,0x80F84,0x80DB4
consumable_description,29,？？？？？,?????,guide_term_restored_v42,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F88,0x805D6
consumable_description,30,？？？？？,?????,guide_term_restored_v42,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F8C,0x805D6
consumable_description,31,？？？？？,?????,guide_term_restored_v42,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80F90,0x805D6
skill_name,0,,,guide_term_restored_v42,0,,0x811C0,0x804A1
skill_name,1,バーン<N:ク:12>ラウント,번 그라운드,guide_term_restored_v42,11,E9 71 9C E9 19 E9 3F E9 B2 E9 3B,0x811C4,0x80DC9
skill_name,2,トータル<N:ヒ:5>ーリン<N:ク:12>,토탈 힐링,guide_term_restored_v42,9,E9 F4 EA 7D 9C EA 97 EA 3C,0x811C8,0x80DD5
skill_name,3,ゲ<N:｣:11>ルフラッシュ,게일 플래시,guide_term_restored_v42,11,E9 0B E9 C0 9C EA 05 E9 41 E9 93,0x811CC,0x80DDF
skill_name,4,スロウエ<N:ネ:13>ミー,슬로우 에너미,guide_term_restored_v42,13,E9 91 E9 49 E9 B1 9C E9 A4 E9 24 E9 67,0x811D0,0x80DEB
skill_name,5,メテオフ<N:｣:13>ール,메테오 폴,guide_term_restored_v42,9,E9 5A EA 7F E9 A8 9C EA 8B,0x811D4,0x80DF9
skill_name,6,<N:午:15>ュア,큐어,guide_term_restored_v42,4,EA 7A E9 A1,0x811D8,0x80E03
skill_name,7,デポ<N:｣:11><N:ス:15>ン,디포이즌,guide_term_restored_v42,8,E9 3E E9 FE E9 BE EA 69,0x811DC,0x80E08
skill_name,8,サ<N:｣:11><N:リ:12>ント,사일런트,guide_term_restored_v42,8,E9 83 E9 C0 E9 43 E9 F6,0x811E0,0x80E11
skill_name,9,リフ<N:リ:12>ッシュ,리프레시,guide_term_restored_v42,8,E9 4F EA 04 E9 44 E9 93,0x811E4,0x80E1A
skill_name,10,天のさばき,천벌,guide_term_restored_v42,4,E9 E0 EA 41,0x811E8,0x80E23
skill_name,11,リ<N:ザ:8><N:リ:12>クション,리저렉션,guide_term_restored_v42,8,E9 4F E9 C8 EA 34 EA 51,0x811EC,0x80E28
skill_name,12,デ<N:ｲ:6>バ<N:｣:11>ト,디바이드,guide_term_restored_v42,8,E9 3E E9 6A E9 BE E9 3B,0x811F0,0x80E31
skill_name,13,桜花雷爆斬,앵화뇌폭참,guide_term_restored_v42,10,EA 5B EA 12 EA 26 EA 01 EA 6D,0x811F4,0x80E3A
skill_name,14,呪縛剣,주박검,guide_term_restored_v42,6,E9 D4 EA 40 E9 0A,0x811F8,0x80E45
skill_name,15,<N:真:2><N:空:2>斬,진공참,guide_term_restored_v42,6,E9 DB E9 11 EA 6D,0x811FC,0x80E4C
skill_name,16,<N:虎:5><N:影:1>斬,호영참,guide_term_restored_v42,6,EA 8F EA 61 EA 6D,0x81200,0x80E53
skill_name,17,戦の小太鼓,전투의 북,guide_term_restored_v42,9,E9 CA E9 F5 E9 BD 9C E9 7C,0x81204,0x80E5A
skill_name,18,荒獅子太鼓,황사자 북,guide_term_restored_v42,9,EA 15 E9 83 E9 C3 9C E9 7C,0x81208,0x80E64
skill_name,19,気合いラッパ,기합 나팔,guide_term_restored_v42,9,E9 1B EA 0A 9C E9 20 E9 FA,0x8120C,0x80E6E
skill_name,20,へろへろラッパ,탈진 나팔,guide_term_restored_v42,9,EA 7D E9 DB 9C E9 20 E9 FA,0x81210,0x80E78
skill_name,21,いやしのたてごと,치유의 하프,guide_term_restored_v42,11,E9 E6 E9 B7 E9 BD 9C EA 07 EA 04,0x81214,0x80E82
skill_name,22,のろまのベース,둔화 베이스,guide_term_restored_v42,11,EA 2B EA 12 9C EA 42 E9 BE E9 90,0x81218,0x80E8E
skill_name,23,い<N:駄:2>天のオカリナ,위타천 오카리나,guide_term_restored_v42,15,E9 B6 E9 F0 E9 E0 9C E9 A8 E9 E8 E9 4F E9 20,0x8121C,0x80E9A
skill_name,24,向き直りの笛,방향전환 피리,guide_term_restored_v42,13,E9 6E EA 0E E9 CA EA 90 9C EA 06 E9 4F,0x81220,0x80EAA
skill_name,25,エクス<N:フ:11>ロージョン,익스플로전,guide_term_restored_v42,10,EA 65 E9 90 EA 05 E9 49 E9 CA,0x81224,0x80EB8
skill_name,26,トリーム<N:メ:6>ック,드림 노크,guide_term_restored_v42,9,E9 3B E9 51 9C E9 26 E9 EC,0x81228,0x80EC3
skill_name,27,ダ<N:｣:11>ヤモントダスト,다이아몬드 더스트,guide_term_restored_v42,17,E9 2D E9 BE E9 9A E9 61 E9 3B 9C E9 32 E9 90 E9 F6,0x8122C,0x80ECD
skill_name,28,ウ<N:｣:11>ントスラッシャー,윈드 슬래셔,guide_term_restored_v42,11,EA 64 E9 3B 9C E9 91 E9 41 EA 50,0x81230,0x80EDF
skill_name,29,<N:ヒ:5>ートウ<N:｣:13>ール,히트 월,guide_term_restored_v42,7,EA 96 E9 F6 9C EA 63,0x81234,0x80EEB
skill_name,30,サンダーストーム,썬더 스톰,guide_term_restored_v42,9,EA 56 E9 32 9C E9 90 EA 83,0x81238,0x80EF3
skill_name,31,テ<N:リ:12>ポート,텔레포트,guide_term_restored_v42,8,EA 80 E9 44 E9 FE E9 F6,0x8123C,0x80EFD
skill_name,32,心<N:眼:3>法,심안법,guide_term_restored_v42,6,E9 97 E9 9C E9 73,0x81240,0x80F06
skill_name,33,<N:退:3>魔光弾,퇴마광탄,guide_term_restored_v42,8,EA 84 E9 52 E9 14 EA 7C,0x81244,0x80F94
skill_name,34,旋風撃蹴,선풍격축,guide_term_restored_v42,8,E9 89 EA 03 E9 0C EA 73,0x81248,0x80F9D
skill_name,35,流星爆,유성폭,guide_term_restored_v42,6,E9 B7 E9 8A EA 01,0x8124C,0x80F0D
skill_name,36,鬼神流<N:影:1><N:波:1>,귀신류영파,guide_term_restored_v42,10,EA 1F E9 95 E9 4B EA 61 E9 F8,0x81250,0x80FA6
skill_name,37,滅掌烈破,멸장열파,guide_term_restored_v42,8,E9 5D E9 C7 E9 A7 E9 F8,0x81254,0x80FB1
skill_name,38,<N:ゲ:16>ラック,케락,guide_term_restored_v42,4,E9 E9 EA 30,0x81258,0x80FBA
skill_name,39,モフリー,모프리,guide_term_restored_v42,6,E9 5F EA 04 E9 4F,0x8125C,0x80FBF
skill_name,40,フウジン,후우진,guide_term_restored_v42,6,EA 17 E9 B1 E9 DB,0x81260,0x80FC6
skill_name,41,ラ<N:｣:11>ジン,라이진,guide_term_restored_v42,6,E9 3F E9 BE E9 DB,0x81264,0x80FCD
skill_name,42,へモジー,헤모지,guide_term_restored_v42,6,EA 11 E9 5F E9 D9,0x81268,0x80FD4
skill_name,43,オトン,오톤,guide_term_restored_v42,4,E9 A8 EA 82,0x8126C,0x80FDB
skill_name,44,調ベる,조사,guide_term_restored_v42,4,E9 D0 E9 83,0x81270,0x80FE0
skill_name,45,ちょこ,초코,guide_term_restored_v42,4,E9 E3 E9 EA,0x81274,0x80FE5
skill_name,46,回復,회복,guide_term_restored_v42,4,EA 16 E9 78,0x81278,0x80FEA
skill_name,47,<N:ｴ:24>か造り,다리 만들기,guide_term_restored_v42,11,E9 2D E9 4F 9C E9 54 E9 3D E9 1B,0x8127C,0x80FEF
skill_name,48,風雷破,풍뢰파,guide_term_restored_v42,6,EA 03 EA 39 E9 F8,0x81280,0x80FFB
skill_name,49,風雷破,풍뢰파,guide_term_restored_v42,6,EA 03 EA 39 E9 F8,0x81284,0x80FFB
skill_name,50,乗り移り,빙의,guide_term_restored_v42,4,EA 48 E9 BD,0x81288,0x81002
skill_name,51,バク<N:リ:12>ツ手裏剣,폭렬 수리검,guide_term_restored_v42,11,EA 01 EA 37 9C E9 8D E9 4F E9 0A,0x8128C,0x81007
skill_name,52,自爆,자폭,guide_term_restored_v42,4,E9 C3 EA 01,0x81290,0x81013
skill_name,53,ジ<N:ニ:13>クへの階段,지옥으로 가는 계단,guide_term_restored_v42,18,E9 D9 E9 A9 E9 B9 E9 49 9C E9 01 E9 2A 9C E9 0E E9 2E,0x81294,0x81018
skill_name,54,4方向,사방 공격,guide_term_restored_v42,9,E9 83 E9 6E 9C E9 11 E9 0C,0x81298,0x8102B
skill_name,55,炎雷崩,염뢰붕,guide_term_restored_v42,6,EA 60 EA 39 EA 45,0x8129C,0x81035
skill_name,56,ダスト・ルー<N:｣:11>ン,더스트 룬,guide_term_restored_v42,9,E9 32 E9 90 E9 F6 9C EA 3A,0x812A0,0x8103C
skill_name,57,ヨミのつばさ,요미의 날개,guide_term_restored_v42,11,E9 AF E9 67 E9 BD 9C E9 22 EA 1A,0x812A4,0x81046
skill_name,58,やる気なし,의욕 없음,guide_term_restored_v42,9,E9 BD EA 62 9C E9 A3 E9 BC,0x812A8,0x81052
skill_description,0,,,guide_term_restored_v42,0,,0x81708,0x804A1
skill_description,1,ようがんを発生させ敵にダメージを<N:与:3>えます,용암으로 적에게 피해,guide_term_restored_v42,20,E9 B0 EA 58 E9 B9 E9 49 9C E9 C9 E9 A4 E9 0B 9C EA 06 EA 0C,0x8170C,0x8105C
skill_description,2,ステ<N:｣:11>タス傷害と体力を回復します,상태 이상과 체력 회복,guide_term_restored_v42,21,E9 85 E9 F2 9C E9 BE E9 85 E9 12 9C E9 E2 E9 47 9C EA 16 E9 78,0x81710,0x81071
skill_description,3,いくうかんからの攻撃で敵にダメージを<N:与:3>えます,이공간 공격으로 피해,guide_term_restored_v42,20,E9 BE E9 11 E9 03 9C E9 11 E9 0C E9 B9 E9 49 9C EA 06 EA 0C,0x81714,0x81087
skill_description,4,敵の素早さを下げます,적 민첩 감소,guide_term_restored_v42,12,E9 C9 9C E9 68 E9 E1 9C E9 04 E9 8C,0x81718,0x8109C
skill_description,5,いんせきが落下しまわりの敵にダメージを<N:与:3>えます,운석으로 주변 적 피해,guide_term_restored_v42,21,E9 B2 EA 4E E9 B9 E9 49 9C E9 D4 E9 74 9C E9 C9 9C EA 06 EA 0C,0x8171C,0x810A9
skill_description,6,体力を回復します,체력 회복,guide_term_restored_v42,9,E9 E2 E9 47 9C EA 16 E9 78,0x81720,0x810BF
skill_description,7,<N:毒:1>を消しさります,독 해제,guide_term_restored_v42,7,EA 2A 9C EA 0C E9 CE,0x81724,0x810C9
skill_description,8,敵の魔法を封じ込めます,적의 마법 봉인,guide_term_restored_v42,14,E9 C9 E9 BD 9C E9 52 E9 73 9C E9 7A E9 BF,0x81728,0x810D1
skill_description,9,ステ<N:｣:11>タス傷害を回復します,상태 이상 회복,guide_term_restored_v42,14,E9 85 E9 F2 9C E9 BE E9 85 9C EA 16 E9 78,0x8172C,0x810E0
skill_description,10,天使が画面外に飛んでいき<N:リ:12>ー<N:ザ:8>ーで攻撃します,천사의 광선 공격,guide_term_restored_v42,16,E9 E0 E9 83 E9 BD 9C E9 14 E9 89 9C E9 11 E9 0C,0x81730,0x810EF
skill_description,11,戦闘不能になつた味方を呼び戻せます,쓰러진 아군 부활,guide_term_restored_v42,16,E9 98 E9 42 E9 DB 9C E9 9A E9 17 9C E9 7B EA 14,0x81734,0x81100
skill_description,12,敵の体力をすいとり味方に分け<N:与:3>えます,적 체력을 흡수해 아군 회복,guide_term_restored_v42,26,E9 C9 9C E9 E2 E9 47 E9 BB 9C EA 94 E9 8D EA 0C 9C E9 9A E9 17 9C EA 16 E9 78,0x81738,0x81111
skill_description,13,敵一体に必殺の剣で斬りつけます,적 하나에 필살검,guide_term_restored_v42,16,E9 C9 9C EA 07 E9 20 E9 A4 9C EA 8D EA 4A E9 0A,0x8173C,0x8112C
skill_description,14,敵をマ<N:ヒ:5>させます,적에게 마비 부여,guide_term_restored_v42,16,E9 C9 E9 A4 E9 0B 9C E9 52 E9 80 9C E9 7B E9 A5,0x81740,0x8113D
skill_description,15,2ます先の敵を斬りつけます,두 칸 앞의 적 공격,guide_term_restored_v42,18,E9 3A 9C EA 76 9C EA 5A E9 BD 9C E9 C9 9C E9 11 E9 0C,0x81744,0x8114E
skill_description,16,敵に向かつて走り込んで斬りつけます,돌진하며 적 공격,guide_term_restored_v42,16,E9 37 E9 DB EA 07 E9 5B 9C E9 C9 9C E9 11 E9 0C,0x81748,0x81161
skill_description,17,味方の攻撃力を上げます,아군 공격력 상승,guide_term_restored_v42,16,E9 9A E9 17 9C E9 11 E9 0C E9 47 9C E9 85 E9 92,0x8174C,0x81172
skill_description,18,<N:波:1>動<N:リ:12>ー<N:ザ:8>ー弾を撃ちます,파동 광선 발사,guide_term_restored_v42,14,E9 F8 E9 38 9C E9 14 E9 89 9C E9 6D E9 83,0x81750,0x81183
skill_description,19,<N:遠:1>くの敵を気合で攻撃します,먼 적을 기합으로 공격,guide_term_restored_v42,21,E9 59 9C E9 C9 E9 BB 9C E9 1B EA 0A E9 B9 E9 49 9C E9 11 E9 0C,0x81754,0x81192
skill_description,20,一度にたくさんの爆弾を撃ちます,폭탄을 연속 발사,guide_term_restored_v42,16,EA 01 EA 7C E9 BB 9C E9 A6 EA 52 9C E9 6D E9 83,0x81758,0x811A8
skill_description,21,味方の体力を回復します,아군 체력 회복,guide_term_restored_v42,14,E9 9A E9 17 9C E9 E2 E9 47 9C EA 16 E9 78,0x8175C,0x812AC
skill_description,22,敵のすばやさを下げます,적 민첩 감소,guide_term_restored_v42,12,E9 C9 9C E9 68 E9 E1 9C E9 04 E9 8C,0x81760,0x8109C
skill_description,23,味方のすばやさを上げます,아군 민첩 상승,guide_term_restored_v42,14,E9 9A E9 17 9C E9 68 E9 E1 9C E9 85 E9 92,0x81764,0x812BB
skill_description,24,全員がポニと同じ方向に向きを変えます,전원이 포니 방향으로 전환,guide_term_restored_v42,25,E9 CA E9 B5 E9 BE 9C E9 FE E9 2C 9C E9 6E EA 0E E9 B9 E9 49 9C E9 CA EA 90,0x81768,0x812CA
skill_description,25,すごい炎で敵をつつみこみダメージを<N:与:3>えます,거대한 불꽃으로 피해,guide_term_restored_v42,20,E9 07 E9 31 EA 08 9C E9 7E E9 1F E9 B9 E9 49 9C EA 06 EA 0C,0x8176C,0x812E4
skill_description,26,敵を<N:眠:5>らせます,적에게 수면 부여,guide_term_restored_v42,16,E9 C9 E9 A4 E9 0B 9C E9 8D E9 5C 9C E9 7B E9 A5,0x81770,0x812F9
skill_description,27,すごいふぶきを起こして敵にダメージを<N:与:3>えます,눈보라로 적에게 피해,guide_term_restored_v42,20,E9 28 E9 77 E9 3F E9 49 9C E9 C9 E9 A4 E9 0B 9C EA 06 EA 0C,0x81774,0x8130A
skill_description,28,すごい風を起こして敵にダメージを<N:与:3>えます,강풍으로 적에게 피해,guide_term_restored_v42,20,E9 06 EA 03 E9 B9 E9 49 9C E9 C9 E9 A4 E9 0B 9C EA 06 EA 0C,0x81778,0x8131F
skill_description,29,炎のかたまりを作りだします,불꽃 장벽 생성,guide_term_restored_v42,14,E9 7E E9 1F 9C E9 C7 EA 44 9C E9 87 E9 8A,0x8177C,0x81334
skill_description,30,すごい雷を落として敵にダメージを<N:与:3>えます,번개로 적에게 피해,guide_term_restored_v42,18,E9 71 EA 1A E9 49 9C E9 C9 E9 A4 E9 0B 9C EA 06 EA 0C,0x81780,0x81343
skill_description,31,まわりの味方を連れてテ<N:リ:12>ポートします,주변 아군과 순간이동,guide_term_restored_v42,20,E9 D4 E9 74 9C E9 9A E9 17 E9 12 9C EA 53 E9 03 E9 BE E9 38,0x81784,0x81356
skill_description,32,敵<N:午:15>ャラクタをロックします,적 하나 고정,guide_term_restored_v42,12,E9 C9 9C EA 07 E9 20 9C E9 0F E9 CD,0x81788,0x8136B
skill_description,33,心<N:眼:3>法でロックした敵に対して光弾を撃ち込みます,고정한 적에게 광탄 발사,guide_term_restored_v42,23,E9 0F E9 CD EA 08 9C E9 C9 E9 A4 E9 0B 9C E9 14 EA 7C 9C E9 6D E9 83,0x8178C,0x81378
skill_description,34,自分のまわりにいる敵<N:午:15>ャラクタを攻撃します,주변 적 공격,guide_term_restored_v42,12,E9 D4 E9 74 9C E9 C9 9C E9 11 E9 0C,0x81790,0x81390
skill_description,35,たつまきで敵をすいあげて地上にたたき落とします,회오리로 띄워 내리찍음,guide_term_restored_v42,22,EA 16 E9 A8 E9 4F E9 49 9C EA 2E E9 B4 9C E9 23 E9 4F EA 6C E9 BC,0x81794,0x8139D
skill_description,36,自分の残像を敵に向かつてぶつけます,잔상을 날려 공격,guide_term_restored_v42,16,EA 67 E9 85 E9 BB 9C E9 22 E9 46 9C E9 11 E9 0C,0x81798,0x813B4
skill_description,37,自分よりある程度弱い敵を消し去ります,약한 적을 소멸,guide_term_restored_v42,14,E9 9F EA 08 9C E9 C9 E9 BB 9C E9 8C E9 5D,0x8179C,0x813C5
skill_description,38,<N:ｌ:5><N:ゲ:16>ラックへを召喚します,케락 소환,guide_term_restored_v42,9,E9 E9 EA 30 9C E9 8C EA 90,0x817A0,0x813D4
skill_description,39,<N:ｌ:5>モフリーへを召喚します,모프리 소환,guide_term_restored_v42,11,E9 5F EA 04 E9 4F 9C E9 8C EA 90,0x817A4,0x813DE
skill_description,40,<N:ｌ:5>フウジンへを召喚します,후우진 소환,guide_term_restored_v42,11,EA 17 E9 B1 E9 DB 9C E9 8C EA 90,0x817A8,0x813EA
skill_description,41,<N:ｌ:5>ラ<N:｣:11>ジンへを召喚します,라이진 소환,guide_term_restored_v42,11,E9 3F E9 BE E9 DB 9C E9 8C EA 90,0x817AC,0x813F6
skill_description,42,<N:ｌ:5>へモジーへを召喚します,헤모지 소환,guide_term_restored_v42,11,EA 11 E9 5F E9 D9 9C E9 8C EA 90,0x817B0,0x81402
skill_description,43,<N:ｌ:5>オトンへを召喚します,오톤 소환,guide_term_restored_v42,9,E9 A8 EA 82 9C E9 8C EA 90,0x817B4,0x8140E
skill_description,44,モンスターを調ベます,몬스터 정보 조사,guide_term_restored_v42,16,E9 61 E9 90 E9 F3 9C E9 CD E9 77 9C E9 D0 E9 83,0x817B8,0x81418
skill_description,45,<N:ｌ:5>ちょこへを召喚します,초코 소환,guide_term_restored_v42,9,E9 E3 E9 EA 9C E9 8C EA 90,0x817BC,0x81429
skill_description,46,味方を回復します,아군 회복,guide_term_restored_v42,9,E9 9A E9 17 9C EA 16 E9 78,0x817C0,0x81433
skill_description,47,行けないところに<N:ｴ:24>かを造ります,갈 수 없는 곳에 다리 생성,guide_term_restored_v42,25,EA 19 9C E9 8D 9C E9 A3 E9 2A 9C E9 10 E9 A4 9C E9 2D E9 4F 9C E9 87 E9 8A,0x817C4,0x8143D
skill_description,48,ラ<N:｣:11>ジンとの合体魔法,라이진과 합체 마법,guide_term_restored_v42,18,E9 3F E9 BE E9 DB E9 12 9C EA 0A E9 E2 9C E9 52 E9 73,0x817C8,0x81457
skill_description,49,フウジンとの合体魔法,후우진과 합체 마법,guide_term_restored_v42,18,EA 17 E9 B1 E9 DB E9 12 9C EA 0A E9 E2 9C E9 52 E9 73,0x817CC,0x8146A
skill_description,50,敵に乗り移れます,적에게 빙의,guide_term_restored_v42,11,E9 C9 E9 A4 E9 0B 9C EA 48 E9 BD,0x817D0,0x8147D
skill_description,51,まわりに手裏剣をばらまきます,주변에 수리검 난사,guide_term_restored_v42,18,E9 D4 E9 74 E9 A4 9C E9 8D E9 4F E9 0A 9C E9 21 E9 83,0x817D4,0x81489
skill_description,52,自爆します,자폭 공격,guide_term_restored_v42,9,E9 C3 EA 01 9C E9 11 E9 0C,0x817D8,0x8149C
skill_description,53,かまフーメランで敵を攻撃します,낫 부메랑으로 공격,guide_term_restored_v42,18,EA 23 9C E9 7B E9 5A EA 31 E9 B9 E9 49 9C E9 11 E9 0C,0x817DC,0x814A6
skill_description,54,まわりの敵にダメージを<N:与:3>えます,주변 적에게 피해,guide_term_restored_v42,16,E9 D4 E9 74 9C E9 C9 E9 A4 E9 0B 9C EA 06 EA 0C,0x817E0,0x814B9
skill_description,55,まわりの敵にダメージを<N:与:3>えます,주변 적에게 피해,guide_term_restored_v42,16,E9 D4 E9 74 9C E9 C9 E9 A4 E9 0B 9C EA 06 EA 0C,0x817E4,0x814B9
skill_description,56,直せん上の敵をなぎはらいます,직선상의 적 공격,guide_term_restored_v42,16,E9 DA E9 89 E9 85 E9 BD 9C E9 C9 9C E9 11 E9 0C,0x817E8,0x814CA
skill_description,57,つばさをはためかせ風でダメージを<N:与:3>えます,날갯짓으로 바람 피해,guide_term_restored_v42,20,E9 22 EA 1B EA 6A E9 B9 E9 49 9C E9 6A E9 40 9C EA 06 EA 0C,0x817EC,0x814DB
skill_description,58,敵をへモジーにします,적을 헤모지 상태로 만듦,guide_term_restored_v42,23,E9 C9 E9 BB 9C EA 11 E9 5F E9 D9 9C E9 85 E9 F2 E9 49 9C E9 54 EA 2D,0x817F0,0x814F0
