file,offset,capacity,mode,dynamic_e2,marker_types,text,payload_length,overflow,source
7/S7028.DAT,0x473A6,28,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいかね？ / こうたいする / こうたいしない
7/S7028.DAT,0x48028,34,vertical_inline,0,E503|E503,출전할까요?|출전|그만,28,0,大会委員 参加なさいますか？ / 参加する / 参加しない
7/S7028.DAT,0x482EE,33,vertical_inline,0,E503|E503|E503|E503,|아크|쿠쿠루|토슈|다음,32,0, / アーク / ククル / トッシュ / 次のージ
7/S7028.DAT,0x48360,27,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,さんですね / はい / まちがえました
7/S7028.DAT,0x483CC,27,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,！さんですね / はい / まちがえました
7/S7028.DAT,0x48438,26,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,さんですね / おう / まちがえたぜ
7/S7028.DAT,0x484D8,35,vertical_inline,0,E503|E503|E503|E503,|포코|마법사|이가|다음,32,0, / ポニ / ーゲン / ー / 次のージ
7/S7028.DAT,0x4854C,26,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,さんですね / うん / やつっりやだ
7/S7028.DAT,0x485B6,25,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,さんですね / やる / やめるわい
7/S7028.DAT,0x4861A,14,vertical_inline,1,E503,맞나?|예,14,0,さんですね / うむ
7/S7028.DAT,0x48666,39,vertical_inline,0,E503|E503|E503|E503,|초카라|다음|그만|나간다,34,0, / チョンラ / 次のージ / やつっりやめる / 外に出る
7/S7028.DAT,0x486E8,26,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,’さんですね / わしかい / いやじゃ
7/S7028.DAT,0x48AB8,31,vertical_inline,0,E503|E503|E503,|출전|그만|비밀 투기장,29,0, / 参加する / 参加しない / ヤミ闘技場に参加する
7/S7028.DAT,0x48B70,48,vertical_inline,0,E503|E503,정말 할까요?|승리|나중에,31,0,大会委員 本当にいいんですか？ / ぜつたい勝てる！ / まだやり残したことが・
8/S8012.DAT,0x48020,15,vertical_inline,0,E503|E503,|출발|그만,14,0, / 出発する / 出発しない
8/S8013.DAT,0x476B6,31,vertical_inline,0,E503|E503|E503,|출발|그만|유용한 정보,29,0, / 出発する / 出発しない / 耳よりな話を聞きたい！
8/S8013.DAT,0x47996,51,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수 정보|다음,45,0, / ストーンサークル / リンの位置設定 / 召喚獣について / 次のージ
8/S8013.DAT,0x47A12,42,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|그만,37,0, / ポニの楽器 / 闘技場 / ートウール / やつっりいいや
8/S8013.DAT,0x47A84,47,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수|다음,40,0, / ストーンサークル / リンの位置設定 / 召喚獣 / 次のージ
8/S8013.DAT,0x47AFC,41,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|다음,37,0, / ポニの楽器 / 闘技場 / ートウール / 次のージ
8/S8013.DAT,0x47B6E,56,vertical_inline,0,E503|E503|E503|E503,|라마다 수행|로망의 돌|장신구 비단|그만,49,0, / ラマダ寺の修行 / ロマンシンストーン / アクセサリーきぬのおびへ / やつっりいいや
B/SB071.DAT,0x47EA6,31,vertical_inline,0,E503|E503,괜찮을까?|물론|그만,26,0,それでもいいか？ / もちろん / やつっりやめよう
C1/SC011.DAT,0x46DE6,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるぞ。いいか？ / はい / やつっりやめる
C1/SC011.DAT,0x46E48,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるよ。いいの？ / はい / やつっりやめる
C1/SC011.DAT,0x46EAA,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,やるぜ。もちろんいいよな / はい / やつっりやめる
C1/SC011.DAT,0x46F0E,31,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるけど、いいのかな？ / はい / やつっりやめる
C1/SC011.DAT,0x46F74,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるがいいのかな？ / はい / やつっりやめる
C1/SC011.DAT,0x46FD8,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C1/SC011.DAT,0x47034,24,vertical_inline,0,E503|E503,할까?|한다|그만,22,0,どうしようかね / やる / やつっりやめる
C1/SC021.DAT,0x46DE6,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるぞ。いいか？ / はい / やつっりやめる
C1/SC021.DAT,0x46E48,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるよ。いいの？ / はい / やつっりやめる
C1/SC021.DAT,0x46EAA,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,やるぜ。もちろんいいよな / はい / やつっりやめる
C1/SC021.DAT,0x46F0E,31,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるけど、いいのかな？ / はい / やつっりやめる
C1/SC021.DAT,0x46F74,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるがいいのかな？ / はい / やつっりやめる
C1/SC021.DAT,0x46FD8,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C1/SC021.DAT,0x47034,24,vertical_inline,0,E503|E503,할까?|한다|그만,22,0,どうしようかね / やる / やつっりやめる
C1/SC031.DAT,0x46DE6,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるぞ。いいか？ / はい / やつっりやめる
C1/SC031.DAT,0x46E48,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるよ。いいの？ / はい / やつっりやめる
C1/SC031.DAT,0x46EAA,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,やるぜ。もちろんいいよな / はい / やつっりやめる
C1/SC031.DAT,0x46F0E,31,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるけど、いいのかな？ / はい / やつっりやめる
C1/SC031.DAT,0x46F74,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるがいいのかな？ / はい / やつっりやめる
C1/SC031.DAT,0x46FD8,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C1/SC031.DAT,0x47034,24,vertical_inline,0,E503|E503,할까?|한다|그만,22,0,どうしようかね / やる / やつっりやめる
C1/SC041.DAT,0x46DE6,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるぞ。いいか？ / はい / やつっりやめる
C1/SC041.DAT,0x46E48,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるよ。いいの？ / はい / やつっりやめる
C1/SC041.DAT,0x46EAA,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,やるぜ。もちろんいいよな / はい / やつっりやめる
C1/SC041.DAT,0x46F0E,31,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるけど、いいのかな？ / はい / やつっりやめる
C1/SC041.DAT,0x46F74,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるがいいのかな？ / はい / やつっりやめる
C1/SC041.DAT,0x46FD8,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C1/SC041.DAT,0x47034,24,vertical_inline,0,E503|E503,할까?|한다|그만,22,0,どうしようかね / やる / やつっりやめる
C1/SC051.DAT,0x46DE6,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるぞ。いいか？ / はい / やつっりやめる
C1/SC051.DAT,0x46E48,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるよ。いいの？ / はい / やつっりやめる
C1/SC051.DAT,0x46EAA,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,やるぜ。もちろんいいよな / はい / やつっりやめる
C1/SC051.DAT,0x46F0E,31,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるけど、いいのかな？ / はい / やつっりやめる
C1/SC051.DAT,0x46F74,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるがいいのかな？ / はい / やつっりやめる
C1/SC051.DAT,0x46FD8,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C1/SC051.DAT,0x47034,24,vertical_inline,0,E503|E503,할까?|한다|그만,22,0,どうしようかね / やる / やつっりやめる
C1/SC061.DAT,0x46DE6,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるぞ。いいか？ / はい / やつっりやめる
C1/SC061.DAT,0x46E48,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるよ。いいの？ / はい / やつっりやめる
C1/SC061.DAT,0x46EAA,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,やるぜ。もちろんいいよな / はい / やつっりやめる
C1/SC061.DAT,0x46F0E,31,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるけど、いいのかな？ / はい / やつっりやめる
C1/SC061.DAT,0x46F74,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるがいいのかな？ / はい / やつっりやめる
C1/SC061.DAT,0x46FD8,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C1/SC061.DAT,0x47034,24,vertical_inline,0,E503|E503,할까?|한다|그만,22,0,どうしようかね / やる / やつっりやめる
C1/SC081.DAT,0x46DE6,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるぞ。いいか？ / はい / やつっりやめる
C1/SC081.DAT,0x46E48,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるよ。いいの？ / はい / やつっりやめる
C1/SC081.DAT,0x46EAA,27,vertical_inline,0,E503|E503,시작할까?|예|그만,24,0,んつ、どりゃーーー / はい / やつっりやめる
C1/SC081.DAT,0x46F0C,30,vertical_inline,0,E503|E503,아파도 할까?|예|그만,27,0,痛いのやだな。でもやる？ / はい / やつっりやめる
C1/SC081.DAT,0x46F70,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるがいいのかな？ / はい / やつっりやめる
C1/SC081.DAT,0x46FD4,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C1/SC081.DAT,0x47030,21,vertical_inline,0,E503|E503,갈까|간다|그만,20,0,いくかね / いく / やつっりやめる
C1/SC091.DAT,0x46DE6,24,vertical_inline,0,E503|E503,준비됐나?|예|그만,24,0,いつでもいいぞ / はい / やつっりやめる
C1/SC091.DAT,0x46E44,23,vertical_inline,0,E503|E503,맡겨 두게|예|그만,23,0,まかせなさい / はい / やつっりやめる
C1/SC091.DAT,0x46EA2,27,vertical_inline,0,E503|E503,시작할까?|예|그만,24,0,ぬりゃーーー / はい / やつっりやめる
C1/SC091.DAT,0x46F04,24,vertical_inline,0,E503|E503,전투?|예|그만,20,0,やつっりいく？ / はい / やつっりやめる
C1/SC091.DAT,0x46F62,23,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいのかな？ / はい / やつっりやめる
C1/SC091.DAT,0x46FC0,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C1/SC091.DAT,0x4701C,29,vertical_inline,0,E503|E503,할까?|한다|그만,22,0,わしゃヤだが、やるかね / やる / やつっりやめる
C2/SC0A1.DAT,0x46DE6,28,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるぞ。いいか？ / はい / やつっりやめる
C2/SC0A1.DAT,0x46E48,22,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦いたい？ / はい / やつっりやめる
C2/SC0A1.DAT,0x46EA4,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,やろうぜ / はい / やつっりやめる
C2/SC0A1.DAT,0x46F00,31,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるけど、いいのかな？ / はい / やつっりやめる
C2/SC0A1.DAT,0x46F66,29,vertical_inline,0,E503|E503,전투?|예|그만,20,0,戦闘になるがいいのかな？ / はい / やつっりやめる
C2/SC0A1.DAT,0x46FCA,21,vertical_inline,0,E503|E503,전투?|예|그만,20,0,いいか？ / はい / やつっりやめる
C2/SC0A1.DAT,0x47026,24,vertical_inline,0,E503|E503,할까?|한다|그만,22,0,どうしようかね / やる / やつっりやめる
C2/SC0B6.DAT,0x464F8,51,vertical_inline,0,E503|E503|E503|E503,|활력 열매|큰 폭약|약화 구슬|부활약,45,0, / みなぎる果実へ / 大きい爆弾へ / 弱りの玉へ / 復活の薬へ
C2/SC0B6.DAT,0x46884,48,vertical_inline,0,E503|E503|E503|E503,|힘의 열매|파로 열매|생명 열매|마력,45,0, / ちからの実へ / パロの実へ / いのちの木の実へ / 魔力の泉へ
C2/SC0B6.DAT,0x46C0A,51,vertical_inline,0,E503|E503|E503|E503,|한기|불꽃|마법 카드|바람,35,0, / 氷の守りへ / 炎の守りへ / 魔法のカートへ / しつうのバンダナへ
C2/SC0B6.DAT,0x46F98,47,vertical_inline,0,E503|E503|E503|E503,|스리 치마|헤모지 방지|거울|선글라스,46,0, / スリースカートへ / アンチへモジーへ / 鏡へ / サンラスへ
C2/SC0B6.DAT,0x4731A,14,vertical_inline,0,E503,|디일의 집,11,0, / デールのへ
C2/SC0B6.DAT,0x474B2,50,vertical_inline,0,E503|E503|E503|E503,|파워 팔찌|바이퍼 신발|치유 부적|조가비,49,0, / パワーリストへ / パーフーツへ / いやしのお守りへ / がらへ
C2/SC0B6.DAT,0x47838,11,vertical_inline,0,E503,|신비 장갑,11,0, / 幻のこてへ
C2/SC0B6.DAT,0x479C6,20,vertical_inline,0,E503,|투기장 보관소,15,0, / 闘技場の倉庫の中身へ
