file,marker_offset,payload_start,end_exclusive,capacity,marker,prefix_kind,confidence,original_hex,decoded_jp,glyphs,exact_glyphs,ambiguous_glyphs,unknown_glyphs
32/S3064.DAT,0x47D7C,0x47D7E,0x47D9C,30,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 df 2f 23 28 dd 54 1b 23 3d 22 dd 76 1b 3f 1b 2f dd 1c 6d 27 2b 37,"ベみの精霊 
遂には争いによる奪いあいを生みます。",24,24,0,0
32/S3064.DAT,0x47DCC,0x47DCE,0x47DEC,30,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 de c6 1c 4d 4f 1c 91 dd 61 2f 24 dd 48 32 1d 1b 30 3e 35 3a 1b 37,"ベみの精霊 
土の精霊の言葉を、<N:忘:1:DD48>れないでください。",25,24,0,1
32/S3064.DAT,0x47E20,0x47E22,0x47E31,15,0x19,none,high,5b df 0b dd 80 dd 58 5a 2f 87 23 86 32 1f 37,<N:ｌ:5:5B>万能薬へを手に入れた。,12,11,0,1
32/S3065.DAT,0x47D28,0x47D2A,0x47D60,54,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 dd 74 1c dd 0c 38 3f 51 38 24 41 1e 21 24 c1 38 e6 01 2b dd 35 21 dd e5 dd e6 2a 3f 29 21 e6 01 c8 1c 3d 26 23 1d 29 21 1b 22 1c 30 2b 37,"ベみの精霊 
日の光もあめも、そして、風も
すベて理由があつて
今のようになつているのです。",43,43,0,0
32/S3065.DAT,0x47D90,0x47D92,0x47DCC,58,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 52 23 de 98 dd ac 2a 3d 3e 21 38 dd 08 21 1c dd 1c 44 dd 49 23 28 3f 21 28 27 33 1d 1b 37 c1 1c 4d 4f 28 41 1c 7a 2f 91 1b 1f 20 29 1f 2d 30 2b 3d 37,"ベみの精霊 
人に都合がよくても全ての生き物にはあてはまらない。風の精霊はそのこを言いたかつたんですよ。",51,51,0,0
32/S3065.DAT,0x47E00,0x47E02,0x47E11,15,0x19,none,high,5b df 0b dd 80 dd 58 5a 2f 87 23 86 32 1f 37,<N:ｌ:5:5B>万能薬へを手に入れた。,12,11,0,1
32/S3066.DAT,0x47D28,0x47D2A,0x47D6F,69,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 2e 1c dd 10 38 24 42 6b af 31 60 d6 1c de 3d de 2d 38 e6 01 8e dd 20 de 90 32 21 1e 27 29 1f a4 dd d6 1c af 57 34 47 28 e6 01 dd 9f 2b cf dd 05 54 28 df 4f df 21 23 d9 39 27 59 2d 37,"ベみの精霊 
この森も、アリバーシャの砂漠も
一度崩れてしまつた自然のバランスは
壊す時ほどは簡単に戻りません。",53,53,0,0
32/S3066.DAT,0x47DA0,0x47DA2,0x47DD0,46,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 41 1e 21 24 41 1c 7e 1c 96 dd 0d 28 e6 01 d4 1b cf 88 2f dd de 21 e6 01 41 1c de 72 1c 3b 38 3a 2f c6 39 27 2b 37,"ベみの精霊 
そして、その者の子供は
長い時聞を経て
その罪のおもさを知ります。",37,37,0,0
32/S3066.DAT,0x47E00,0x47E02,0x47E18,22,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 30 38 24 41 32 30 28 3b 41 1b 1c 30 2b 37,"ベみの精霊 
でも、それではおそいのです。",20,20,0,0
32/S3066.DAT,0x47E48,0x47E4A,0x47E7C,50,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 42 6b af 31 60 d6 1c 20 43 1b 1f de c6 90 36 e6 01 b8 1c 4d 4f 1c 91 dd 61 2f e6 01 dd 11 23 36 51 21 3b 1b 21 3e 35 3a 1b 37,"ベみの精霊 
アリバーシャのかわいた土地と
水の精霊の言葉を
心にとめておいてください。",41,41,0,0
32/S3066.DAT,0x47EB0,0x47EB2,0x47EC1,15,0x19,none,high,5b df 0b dd 80 dd 58 5a 2f 87 23 86 32 1f 37,<N:ｌ:5:5B>万能薬へを手に入れた。,12,11,0,1
32/S3067.DAT,0x47D28,0x47D2A,0x47D54,42,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 dd 1c 44 22 7e dd 08 21 28 e6 01 dd 23 dd c6 53 dd b6 31 2f a4 b2 1c dd 64 23 dd 09 29 21 1b 27 2b 37,"ベみの精霊 
生きる者全ては
エ<N:ネ:13:DDC6>ル<N:午:19:DDB6>ーを自分の中に持つています。",31,29,0,2
32/S3067.DAT,0x47D84,0x47D86,0x47DBF,57,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 1e 20 1e 24 52 28 cf 23 28 a4 dd d6 20 33 e6 01 cf 23 28 52 20 33 38 dd 76 1b dd 29 39 e6 01 a4 b2 1c dd 23 dd c6 53 dd b6 31 2f dd dd 51 27 2b 37,"ベみの精霊 
しかし、人は時には自然から
時には人からも奪い取り
自分のエ<N:ネ:13:DDC6>ル<N:午:19:DDB6>ーを高めます。",44,42,0,2
32/S3067.DAT,0x47DF0,0x47DF2,0x47E13,33,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 dd 23 dd c6 53 dd b6 31 28 e6 01 2e 1c ce dd 12 2f 27 43 29 21 1b 27 2b 37,"ベみの精霊 
エ<N:ネ:13:DDC6>ル<N:午:19:DDB6>ーは
この世界をまわつています。",25,23,0,2
32/S3067.DAT,0x47E44,0x47E46,0x47E69,35,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 dd d3 20 35 49 2a dd 76 1b e6 01 7d 36 39 4a 51 1e 21 28 1d 33 1d 1b 1c 30 2b 37,"ベみの精霊 
誰かだけが奪い
ひとりじめしてはならないのです。",29,29,0,0
32/S3067.DAT,0x47E9A,0x47E9C,0x47EC0,36,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 bf 1c 4d 4f 1c de 39 23 de 87 1e 1f e6 01 3f 1d 1f 83 23 28 43 20 22 28 8c 30 2b 37,"ベみの精霊 
炎の精霊の姿に涙した
あなた達にはわかるはすです。",30,30,0,0
32/S3067.DAT,0x47EF4,0x47EF6,0x47F05,15,0x19,none,high,5b df 0b dd 80 dd 58 5a 2f 87 23 86 32 1f 37,<N:ｌ:5:5B>万能薬へを手に入れた。,12,11,0,1
32/S3068.DAT,0x47E1E,0x47E20,0x47E44,36,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 3d 3e 1b 27 27 30 85 1c 91 dd 61 23 e6 01 de a6 2f 20 1f b5 49 21 3e 32 27 1e 1f 37,"ベみの精霊 
よくいままで私の言葉に
耳をかたむけてくれました。",30,30,0,0
32/S3068.DAT,0x47E74,0x47E76,0x47E98,34,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 3f 1d 1f 83 1d 33 58 e6 01 52 88 2f de 03 3e 2e 36 2a 30 44 22 30 1e 73 26 37,"ベみの精霊 
あなた達ならば
人聞を導くことができるでしょう。",29,29,0,0
32/S3068.DAT,0x47EE6,0x47EE8,0x47EFF,23,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 3a a1 24 85 20 33 1c 3b 3e 39 dd 49 30 2b 37,"ベみの精霊 
さっ、私からのおくり物です。",20,20,0,0
32/S3068.DAT,0x47F38,0x47F3A,0x47F54,26,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 38 26 3f 1d 1f 83 23 b0 2b 2e 36 28 3f 39 27 59 2d 37,"ベみの精霊 
もうあなた達に話すことはありません。",24,24,0,0
32/S3068.DAT,0x47F84,0x47F86,0x47FB5,47,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 dd d7 2f dd 09 29 21 c6 29 1f dd de de 75 2f dd 1c 20 1e 21 e6 01 c7 1e 1b dd 52 2f 6d 45 49 21 dd bd 6d 1d 3a 1b 37,"ベみの精霊 
身を持つて知つた経験を生かして
正しい道をみつけて進みなさい。",36,36,0,0
32/S3068.DAT,0x47FE6,0x47FE8,0x47FFB,19,0x19,none,high,b4 6d 1c 4d 4f 25 e6 01 85 28 1b 45 38 6d 21 1b 27 2b 37,"ベみの精霊 
私はいつもみています。",17,17,0,0
32/S3068.DAT,0x48030,0x48032,0x48041,15,0x19,none,high,5b df 0b dd 80 dd 58 5a 2f 87 23 86 32 1f 37,<N:ｌ:5:5B>万能薬へを手に入れた。,12,11,0,1
4/S4011.DAT,0x469EA,0x469EE,0x46A1F,49,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0f 00 26 00 01 00 2d 00 16 00 28 00 0f 01 23 00 2b 00 10 00 26 00 01 00 2d 00 17 00 28 00 0f 01 23 00 25 00 2c 01 20 00 25, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:．:2:0F><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:12:16><CTRL:00>は<CTRL:00><N:．:2:0F> に<CTRL:00>す<CTRL:00><N:ﾉ:6:10><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:9:17><CTRL:00>は<CTRL:00><N:．:2:0F> に<CTRL:00> <CTRL:00>・ か<CTRL:00> ,28,21,5,28
4/S4011.DAT,0x46A10,0x46A12,0x46A1F,13,0x17,none,medium,28 00 0f 01 23 00 25 00 2c 01 20 00 25,は<CTRL:00><N:．:2:0F> に<CTRL:00> <CTRL:00>・ か<CTRL:00> ,9,8,2,5
4/S4011.DAT,0x46BE6,0x46BEA,0x46C1B,49,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0f 00 26 00 01 00 2d 00 16 00 28 00 0d 02 23 00 2b 00 10 00 26 00 01 00 2d 00 17 00 28 00 0d 02 23 00 25 00 2a 02 20 00 25, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:．:2:0F><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:12:16><CTRL:00>は<CTRL:00>，！に<CTRL:00>す<CTRL:00><N:ﾉ:6:10><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:9:17><CTRL:00>は<CTRL:00>，！に<CTRL:00> <CTRL:00>が！か<CTRL:00> ,28,23,2,26
4/S4011.DAT,0x46C0C,0x46C0E,0x46C1B,13,0x17,none,medium,28 00 0d 02 23 00 25 00 2a 02 20 00 25,は<CTRL:00>，！に<CTRL:00> <CTRL:00>が！か<CTRL:00> ,9,9,0,4
4/S4011.DAT,0x46E0A,0x46E0E,0x46E23,21,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0b 00 17 00 2b 00 03 00 26 00 01 00 27, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,11,8,1,13
4/S4011.DAT,0x46E18,0x46E1A,0x46E23,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x47082,0x47086,0x4709B,21,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0b 00 17 00 2b 00 03 00 26 00 01 00 27, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,11,8,1,13
4/S4011.DAT,0x47090,0x47092,0x4709B,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x4729A,0x4729E,0x472B3,21,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0b 00 17 00 2b 00 03 00 26 00 01 00 27, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,11,8,1,13
4/S4011.DAT,0x472A8,0x472AA,0x472B3,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x4748A,0x4748E,0x474A3,21,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0b 00 17 00 2b 00 03 00 26 00 01 00 27, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,11,8,1,13
4/S4011.DAT,0x47498,0x4749A,0x474A3,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x4758A,0x4758E,0x47595,7,0x17,control_0100,medium,25 00 1a 00 1e 00 25, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00> ,4,3,0,4
4/S4011.DAT,0x478EA,0x478EC,0x478F5,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x4799E,0x479A0,0x479A9,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x47ACC,0x47ACE,0x47AD7,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x47CE0,0x47CE2,0x47CEB,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x47D80,0x47D82,0x47D8B,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x47DF6,0x47DF8,0x47E01,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x47EF2,0x47EF4,0x47EFD,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x4821E,0x48220,0x48229,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
4/S4011.DAT,0x48582,0x48586,0x48594,14,0x17,control_0300,medium,90 70 de 21 28 2e 1c 70 1c dd b2 35 3d 37,地下<N:牢:2:DE21>はこの下の階だよ。,12,11,0,1
4/S4011.DAT,0x485E6,0x485E8,0x48609,33,0x19,none,high,66 68 12 25 e6 01 50 5d 2a dd 2b 38 dd af e1 01 32 21 1b 1f 5e 36 28 e6 01 36 21 38 9f 46 2d 1d 37,"兵士1 
大王が最も恐<CTRL:E1> れていた国とは
とても思えんな。",26,26,1,1
4/S4011.DAT,0x4863A,0x4863C,0x48654,24,0x19,none,high,66 68 13 25 e6 01 3f 3f 24 e4 1f 5d dd 5e 1c 61 38 dd a4 4b 21 1b 22 37,"兵士2 
ああ、王家の力も落ちている。",18,18,0,0
4/S4011.DAT,0x48684,0x48686,0x486AE,40,0x19,none,high,66 68 14 25 e6 01 2e 1c 27 27 1b 49 58 24 ad 83 2a 6e 38 1e 1d 3e 21 38 e6 01 dd 81 dd 25 20 33 3e 3a 29 21 1b 3e 3a 37,"兵士3 
このままいけば、俺達が何もしなくても
内部からくさつていくさ。",34,34,0,0
4/S4011.DAT,0x486DE,0x486E0,0x486F9,25,0x19,none,high,66 68 12 25 e6 01 27 8c 24 a3 6f 34 60 42 1c 50 de d0 df 35 20 33 35 1d 37,"兵士1 
ます、パ<N:リ:12:6F>ンシアの大掃<N:除:2:DF35>からだな。",21,19,0,2
4/S4011.DAT,0x48738,0x4873C,0x4874A,14,0x17,control_0200,high,21 51 46 33 35 49 28 dd 04 22 3a 4c c0 02,てめえらだけは<G:DD04:223>るさね<N:ぇ:2:C0>！,13,11,0,2
4/S4011.DAT,0x4879A,0x4879C,0x487B5,25,0x19,none,high,66 68 12 25 e6 01 54 26 40 29 21 56 21 9a 1f 24 dd 22 23 6a 2e 1d 1b 2a 37,"兵士1 
どうやつて出て来た、死にぞこないが。",22,22,0,0
4/S4011.DAT,0x487E6,0x487EA,0x4880E,36,0x17,control_0200,high,21 51 46 33 1c 3d 26 1d e6 01 52 1c cc 2f 6e 36 38 9f 43 4c c0 bb df 01 dd 16 2f ca 29 dd 7a 2b 27 30 28 24,"てめえらのような
人の命を何とも思わね<N:ぇ:2:C0>ヤツ等をぶつ殺すまでは、",31,30,0,1
4/S4011.DAT,0x4883E,0x48842,0x48855,19,0x17,control_0200,high,dd 7a 3a 32 22 43 49 23 28 e6 01 1b 20 4c c0 2d 35 3d 37,"殺されるわけには
いかね<N:ぇ:2:C0>んだよ。",16,15,0,1
4/S4011.DAT,0x48886,0x48888,0x488A9,33,0x19,none,high,66 68 13 25 e6 01 52 1c cc 3c e6 01 3b 27 46 dd 16 52 88 1c cf dd a8 28 38 26 dd 79 43 22 2d 35 37,"兵士2 
人の命？
おまえ等人聞の時代はもう終わるんだ。",26,26,0,0
4/S4011.DAT,0x488DA,0x488DE,0x48903,37,0x17,control_0200,high,45 dd 35 2e dd 35 dd 4f 20 1e 21 22 2d 4a 48 4c c0 02 20 1f 29 75 1e 20 33 e6 01 ca 29 1f dd 5c 29 21 40 22 02,"つベこベぬかしてるんじゃね<N:ぇ:2:C0>！かたつっしから
ぶつた斬つてやる！",31,30,0,1
4/S4011.DAT,0x48934,0x48936,0x48955,31,0x19,none,high,66 68 12 25 e6 01 3d 20 55 26 02 52 88 1c de 5a 61 3a 2f e6 01 9f 1b c6 33 59 21 40 55 26 37,"兵士1 
よかろう！人聞の<N:非:1:DE5A>力さを
思い知らせてやろう。",26,25,0,1
4/S4011.DAT,0x4898A,0x4898E,0x48996,8,0x17,control_0200,high,dd 7c 49 dd 49 2a 29 02,化け物がつ！,6,6,0,0
4/S4011.DAT,0x48A20,0x48A24,0x48A29,5,0x17,control_0200,high,26 9c c0 3f 37,うげ<N:ぇ:2:C0>あ。,5,4,0,1
4/S4011.DAT,0x48A68,0x48A6C,0x48A8A,30,0x17,control_0000,high,54 26 1d 29 21 22 2d 35 3c e4 1f e6 01 66 68 2a 5f 34 47 62 31 35 1d 2d 21 df 61 df 61 3c,"どうなつてるんだ？
兵士がモンスターだなんて・・？",24,24,0,0
4/S4011.DAT,0x48ABA,0x48ABE,0x48ADF,33,0x17,control_0300,high,5f 34 47 62 31 dd 9a de 72 52 2c e4 0b 2c e4 0b 2c e4 0b e6 01 54 29 4b 2a dd 6c 1b 40 45 1d 1c 3c,"モンスター対罪人・<CTRL:E4><N:*:7:0B>・<CTRL:E4><N:*:7:0B>・<CTRL:E4><N:*:7:0B>
どつちが悪いやつなの？",25,22,0,6
4/S4011.DAT,0x48B16,0x48B1A,0x48B2B,17,0x17,control_0100,high,dd ae 2a df 61 df 61 dd 0c 29 21 22 df 61 df 61 37,鏡が・・光つてる・・。,11,11,0,0
4/S4011.DAT,0x48B5C,0x48B60,0x48B63,3,0x17,control_0000,high,dd ae 3c,鏡？,2,2,0,0
4/S4011.DAT,0x48B94,0x48B98,0x48BB8,32,0x17,control_0100,high,8e dd 9c 23 dd 07 43 22 38 1c 30 24 dd 47 7e 2f de 03 3e 61 2a 3f 22 36 91 43 32 21 1b 22 1c 37,一族に伝わるもので、勇者を導く力があると言われているの。,28,28,0,0
4/S4011.DAT,0x48BE8,0x48BEC,0x48C0F,35,0x17,control_0100,high,dd 73 23 38 4d 4f 09 59 1b 32 1b 0a 1c 61 2a e6 01 de 6d 09 40 54 0a 29 21 1b 22 6d 1f 1b df 61 df 61 37,"彼にも精霊（せいれい）の力が
宿（やど）つているみたい・・。",29,29,0,0
4/S4011.DAT,0x48C40,0x48C44,0x48C58,20,0x17,control_0000,high,63 26 de 09 87 28 9d 27 29 1f 1d 37 e4 1f e6 01 1b 3e 6a 02,"戦う相手は決まつたな。
いくぞ！",15,15,0,0
4/S4011.DAT,0x48CD2,0x48CD6,0x48D03,45,0x17,control_0200,high,6e 35 20 c6 33 4c c0 2a e6 01 61 2a 6d 1d dd 7d 29 21 44 1f 37 e6 01 e4 29 38 26 21 51 46 33 23 dd cb 49 22 a9 2a e6 01 1e 1d 1b a7 02,"何だか知らね<N:ぇ:2:C0>が
力がみなぎつてきた。
<CTRL:E4>つもうてめえらに負ける気が
しないぜ！",36,35,0,2
4/S4011.DAT,0x48D48,0x48D4C,0x48D61,21,0x17,control_0000,high,2e 1c 5e 2f 24 e6 01 dd 7c 49 dd 49 23 28 43 1f 3a 1d 1b 6a 02,"この国を、
化け物にはわたさないぞ！",17,17,0,0
4/S4011.DAT,0x48E60,0x48E64,0x48E82,30,0x17,control_0000,high,dd 17 1c 66 dd 77 23 27 30 5f 34 47 62 31 2a e6 01 dd 7c 49 21 22 1d 2d 21 df 61 df 61 37,"城の兵隊にまでモンスターが
化けてるなんて・・。",23,23,0,0
4/S4011.DAT,0x48EC0,0x48EC4,0x48ED9,21,0x17,control_0100,high,36 2e 55 30 3f 1d 1f 24 e6 01 54 26 1e 21 de 91 27 29 1f 1c 3c,"ところであなた、
どうして<N:捕:1:DE91>まつたの？",18,17,0,1
4/S4011.DAT,0x48F20,0x48F24,0x48F31,13,0x17,control_0200,high,3b 27 46 33 23 28 dd b1 de 78 1d 1b 37,おまえらには<N:閤:15:DDB1>係ない。,11,10,0,1
4/S4011.DAT,0x48F68,0x48F6C,0x48F7A,14,0x17,control_0200,high,ad 23 28 dd b1 43 33 1d 1b c4 2a 1b 1b 37,俺には<N:閤:15:DDB1>わらない方がいい。,13,12,0,1
4/S4011.DAT,0x48FBE,0x48FC2,0x48FCF,13,0x17,control_0200,high,8e de 4b 24 dd 6e 2f 1b 29 36 3e a7 37,一応、礼をいつとくぜ。,11,11,0,0
4/S4012.DAT,0x47828,0x4782A,0x4782F,5,0x17,none,medium,22 00 1c 00 06,る<CTRL:00>の<CTRL:00><N:X:20:06>,3,2,0,3
4/S4012.DAT,0x47968,0x4796C,0x47977,11,0x17,control_0000,high,44 29 36 6e 20 3f 22 28 8c 35 37,きつと何かあるはすだ。,11,11,0,0
4/S4012.DAT,0x47A96,0x47A9A,0x47AA1,7,0x17,control_0000,high,3d 1e 24 74 3e 6a 02,よし、行くぞ！,7,7,0,0
4/S4013.DAT,0x47828,0x4782A,0x4782F,5,0x17,none,medium,22 00 1c 00 06,る<CTRL:00>の<CTRL:00><N:X:20:06>,3,2,0,3
4/S4013.DAT,0x4794E,0x47952,0x4796F,29,0x17,control_0300,medium,01 00 f0 ff 03 00 01 00 10 00 03 00 01 00 10 00 03 00 01 00 f0 ff 0a 00 a8 00 09 00 02, <CTRL:00><CTRL:F0><CTRL:FF>”<CTRL:00> <CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00> <CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00> <CTRL:00><CTRL:F0><CTRL:FF>）<CTRL:00>老<CTRL:00>（<CTRL:00>！,13,11,4,18
4/S4013.DAT,0x4797A,0x4797C,0x4797F,3,0x17,none,medium,09 00 02,（<CTRL:00>！,2,2,0,1
4/S4013.DAT,0x479A4,0x479A6,0x479A9,3,0x17,none,medium,09 00 02,（<CTRL:00>！,2,2,0,1
4/S4021.DAT,0x478FC,0x47900,0x47905,5,0x19,control_0700,medium,02 00 75 02 21,！<CTRL:00>っ！て,4,4,0,1
4/S4021.DAT,0x47990,0x47992,0x479B2,32,0x19,none,high,66 68 12 25 e6 01 a3 6f 34 60 42 44 29 21 1c dd 3e dd 11 df 0e 38 e6 01 dd 3d 27 3f 4c c0 1d 37,"兵士1 
パ<N:リ:12:6F>ンシアきつての用心棒も
<N:ざ:2:DD3D>まあね<N:ぇ:2:C0>な。",24,21,0,3
4/S4021.DAT,0x479E2,0x479E4,0x47A03,31,0x19,none,high,66 68 13 25 e6 01 3b 36 1d 1e 3e 1e 21 3e 32 1f 2d 30 e6 01 de ff 34 5c dd 31 20 29 1f a7 37,"兵士2 
おとなしくしてくれたんで
<N:卞:12:DEFF>ント助かつたぜ。",25,24,0,1
4/S4021.DAT,0x47A34,0x47A38,0x47A3F,7,0x17,control_0200,high,ad 2f 54 26 2b 22 3c,俺をどうする？,7,7,0,0
4/S4021.DAT,0x47A70,0x47A72,0x47A7C,10,0x19,none,high,66 68 12 25 e6 01 3a 3f 1d 37,"兵士1 
さあな。",8,8,0,0
4/S4021.DAT,0x47AAC,0x47AB0,0x47AC7,23,0x17,control_0200,high,1b 29 1f 1b 3b ae dd 16 e6 01 2e 1c 5e 2f 54 26 2b 22 a9 1d 2d 35 37,"いつたいお前等
この国をどうする気なんだ。",20,20,0,0
4/S4021.DAT,0x47AF8,0x47AFA,0x47B13,25,0x19,none,high,66 68 13 25 e6 01 de 1a dd d5 2b 22 1c 3a 24 e4 1f dd 67 6d 40 2b 3e 1d 37,"兵士2 
改造するのさ、住みやすくな。",18,18,0,0
4/S4021.DAT,0x47B4A,0x47B4C,0x47B5A,14,0x19,none,high,66 68 13 25 e6 01 28 29 28 29 28 29 28 37,"兵士2 
はつはつはつは。",12,12,0,0
4/S4021.DAT,0x47B8A,0x47B8E,0x47BAC,30,0x17,control_0200,high,6e 2a de 1a dd d5 35 37 e6 01 dd 67 2d 30 22 52 88 2f 6e 35 36 e6 01 9f 29 21 40 2a 22 02,"何が改造だ。
住んでる人聞を何だと
思つてやがる！",23,23,0,0
4/S4021.DAT,0x47BE2,0x47BE4,0x47C00,28,0x19,none,high,66 68 12 25 e6 01 59 1b a7 1b dd 05 dd 3d 1b 21 32 58 1b 1b 3a e6 01 4a 48 3f 1d 37,"兵士1 
せいぜいほ<N:ざ:2:DD3D>いてればいいさ
じゃあな。",22,21,0,1
4/S4021.DAT,0x47D64,0x47D68,0x47DA9,65,0x17,control_0500,medium,2c 01 0e 00 11 00 02 00 20 00 10 00 0e 00 13 00 09 00 0e 00 01 00 09 00 0e 00 08 00 02 00 40 01 f0 ff 09 00 0e 00 06 00 09 00 0e 00 07 00 09 00 0e 00 08 00 02 00 40 01 f0 ff 09 00 0e 00 02 00 09,・ <N:‐:2:0E><CTRL:00>0<CTRL:00>！<CTRL:00>か<CTRL:00><N:ﾉ:6:10><CTRL:00><N:‐:2:0E><CTRL:00>2<CTRL:00>（<CTRL:00><N:‐:2:0E><CTRL:00> <CTRL:00>（<CTRL:00><N:‐:2:0E><CTRL:00>’<CTRL:00>！<CTRL:00>や <CTRL:F0><CTRL:FF>（<CTRL:00><N:‐:2:0E><CTRL:00><N:X:20:06><CTRL:00>（<CTRL:00><N:‐:2:0E><CTRL:00><N:＆:4:07><CTRL:00>（<CTRL:00><N:‐:2:0E><CTRL:00>’<CTRL:00>！<CTRL:00>や <CTRL:F0><CTRL:FF>（<CTRL:00><N:‐:2:0E><CTRL:00>！<CTRL:00>（,34,23,4,42
4/S4022.DAT,0x47984,0x47986,0x4799B,21,0x19,none,high,66 68 12 25 e6 01 3b 27 46 1c 3f 45 20 1b 2a 9d 27 29 1f 6a 37,"兵士1 
おまえのあつかいが決まつたぞ。",19,19,0,0
4/S4022.DAT,0x479CC,0x479CE,0x479DA,12,0x19,none,high,66 68 13 25 e6 01 dd 22 df 47 35 37,"兵士2 
死刑だ。",8,8,0,0
