logical_physical,runtime_physical,char,unicode,sources,hanme_ink,thin_ink,hanme_sha256,thin_sha256,changed
127,127,변,U+BCC0,V319 atlas; V320 assignment; identity,66,46,EE60B4AEAC7465A030D40733861B1300F3F80923D2A92D7D7D83559FD1C44281,7CAF648F7247D8933A5D62EAB0331DC87A05E4D373C83FFFE4D9DF8AAE3458E9,1
128,128,데,U+B370,V319 atlas; V320 assignment; identity,71,45,4FD37CA266B94C10084F9FB33DB73107E29CD3F17D929E637309C88CA679CF16,FD4D0F094A2020B706791299C75162455B82E35883C879FB952EB47F3DA36F74,1
129,129,병,U+BCD1,V319 atlas; V320 assignment; identity,72,51,A56C02FE66B06A052DA784FC74923A7D56A6A03DF6D83F06F4EE368BD9B6C5C7,128CF34AF63894043E72943FAAFA1C4264092C8EB96E3412866F2ACDB59C7BAE,1
130,130,토,U+D1A0,V319 atlas; V320 assignment; identity,51,42,E4787992CB6EFA447F1FE88FB46A670A1F1CBE1A9A488D3F188A93EE4860D3C9,4B5E73886A4A4726CB4048571AE28D9FEA4AE5ADE4ED6A9FBD6FEA58A8322A87,1
131,131,초,U+CD08,V319 atlas; identity,44,34,0FA7CE36B62EDE8B3A13ECE06BF3175BBA6F5FE07FB42C5A0EE600CA4BAAAFF0,B8F8E43900CB42C290CFC036FD4BBDDBD57FFB8E572281E8FC2582140CC64AF1,1
132,132,손,U+C190,V319 atlas; V320 assignment; identity,55,38,2BFFFE6A568F717B9945E6C3C31EC9F18756596A0B93D4BCD92CCCF8D9C49A30,8F6F636D7AFFE7477925EAA336C7418B1478A45545B1445AAFFB8BB9CEF04D2C,1
133,133,운,U+C6B4,V319 atlas; V320 assignment; identity,59,44,B5B26241AE01E81C7A73B87258B1817A8BDFBD1BD6B4ADD6D0049E97DDC14B05,2C25558D67F943FD2E2134CCDA1EFED1D71B3BCCF75199F7E4F6EBFE14A06073,1
134,134,구,U+AD6C,V319 atlas; V320 assignment; identity,41,31,39371E69B02AB0C1F41B8F7386019599D78A23B24DBD4AC073CF78204837F68B,0986CF2AD8662531E16F84B75A7338F71EE63D68274FF5083477BB4C53AF94E9,1
135,135,와,U+C640,V319 atlas; V320 assignment; identity,60,41,1E18DA43015052EDED687A6359742D719C44C8700029A9A41A16A8A3F40CDF69,797523558E1E8CEF0303853E8727E9E015A6F6A11AE043070B6C5C8FFC5CB45F,1
136,136,너,U+B108,V319 atlas; V320 assignment; identity,45,29,A1E143A807D2E5FEC57F362699C34226C431A1BCF213C71F19345B0CE1446119,C4C677250E0B6B1E8CBA8675F7BDC8354DC62F0D5346BD372249AADAE094527C,1
137,137,유,U+C720,V319 atlas; V320 assignment; identity,59,41,7F53214C2911F637A19D4EBBDD32A1B2C64DAFAD4A6EAF874EE355AF6D9133F3,2F962C1151DB83845DC4EEDEDF6EF48EEC4819F71DF41C777B969E0D1A59F986,1
138,138,상,U+C0C1,V319 atlas; V320 assignment; identity,58,37,7561D4332D691BD05EAE43A1D9E980E3EBAE2D5F470EE949FC0CEC851561026B,6E76C5821A2E984AA781F6326BA010029F59360E61E0AF3C4F55CAB25A3CCEDA,1
139,139,세,U+C138,V319 atlas; V320 assignment; identity,69,39,9F69C01B1834255C7799A3AFE87E937C6622AB0B4FF1B7ABFE01181AF9467C50,5FBD7B395F10DC82E362487BBEC435D848FFC5FF3A16934E967F09D6D85C9DA2,1
140,140,음,U+C74C,V319 atlas; V320 assignment; identity,68,50,49B39B5D3560197410343366EDE9D980400AAACF77279F7AD1D8D614FDE00C67,B6509A735A23B0A0D8D8D0BEEAD7E52E31F2D4AE1ED16AE5B74F73DE42EABDA0,1
141,141,위,U+C704,V319 atlas; V320 assignment; identity,69,45,1C8EBB3F6F380B2288C32A9F53D5482F570436F6E0CD35C88D4EA6A3F97F7F7B,4880DAB81242F746B8D58BA18D544AB36E02C355BC5D99418F1F7E1F39AF76C3,1
142,142,라,U+B77C,V319 atlas; identity,54,37,23A656796D587893E6F5F1FD6E72222F5A36402B5A2FB1FD065663B82DE87C61,05712255D3C02168C5EB2D292E5E28FAA5A769C425EE1E9868F28C114DDDA8F4,1
143,143,조,U+C870,V319 atlas; V320 assignment; identity,46,33,0C964876F919085CD7F346FCB9BE3802569CB6ACF5811E7854AF8E6450F6B605,303E73949D502AE037C49C95F84E29D3A682E2796B98D250E48ABD5E7ACB1EE3,1
145,145,분,U+BD84,V319 atlas; V320 assignment; identity,63,48,ECE40711A1FCAFE35157FE742C9BB80C4151D7CC9BACC69BAA83A7095D52F878,7183A84E113F1CC8B1850FD17ED795FF8906E50B76E35E0579216CD369088F11,1
146,146,도,U+B3C4,V319 atlas; identity,44,35,F03EBE3289C57057B8AC7CE041FB97E776BC914D15A2EFB335F2F9C677C84D57,DFC6822029559AD728085C393CA9B69B0E4BAE7FD81C45E8EA4C92E89EE257C3,1
147,147,안,U+C548,V319 atlas; V320 assignment; identity,58,37,33601E33E261A48F1F97BB08C5023B85D7717C1C73345E257019A04256CDF5B3,ED35489054F77E879F76FA6713D2F555CAB82C9C3C970C5B15855D1131F176DF,1
148,148,호,U+D638,V319 atlas; V320 assignment; identity,52,40,B8A8D4E9DD032C81B1D5A0CAB5F5D40B049FB80D0F79BA594F0AB7850905152F,8C9585148A7DBB72B155617D66FC323C4B0B943265EEAB950B212363EA64C9DE,1
149,149,촌,U+CD0C,V319 atlas; V320 assignment; identity,61,47,66E2250BAB7FFAE3395FC1EA0C8652359B90E75B9E97AFBAD3AD27C6E3F7838B,594A5363BCBE866F593AEDFE80D90E7432D5E19EC7EA9A7D992287CB78041EA8,1
150,150,예,U+C608,V319 atlas; V320 assignment; identity,75,47,A1FF1B823781C7BACD970E710837D67943A4BAB30FC42D5B22222392864212D7,852BE737F15709D41F41D66295152F0D3E022E94163C676748EB0C64478DDBEE,1
151,151,버,U+BC84,V319 atlas; identity,59,37,4224A9549300219D910F85E558BB87C4A260149C926AD44F44B93244481D4072,64C61E7E80E24FA80F135B423A72BF0EEF18E95EDCE27BB81CBBE8336847E462,1
152,152,올,U+C62C,V319 atlas; V320 assignment; identity,74,58,9F8FA4D95C94E5260FB7A1E145CBDE00A3BA8C4936BB8DB402ECBA3FA9C1F489,D168968EB2DA38C447BD3BA54B492207620623376AC9E3487658A6E3C79C9AEA,1
154,154,번,U+BC88,V319 atlas; V320 assignment; identity,63,43,637043110DE018D5393C3070386ABEFAE741E562BD7A5B3C4C075E76D63E39F3,2DB278CF251EE2FA58ED566A99DFE676EA8DB664F6CCA9D649495B54BB8AA016,1
156,156,심,U+C2EC,V319 atlas; V320 assignment; identity,62,38,58C4E83453F947A0601C26EAEDEF3096134F89EA7DC4E73F36B40BDECB602E4F,47509AA582D5D1A66EBC9F8ED4037F18D68A4031C2DF0D66F2A5742DA800F903,1
804,161,털,U+D138,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,68,53,43E1D587264485D68EBF05F331639FE171B28EA49130D385ED7EAC455FC7D0C8,12345F15EB3F3AE58BC609A9DB295699783F2C07E58670101220DA80E0A2E834,1
805,162,텀,U+D140,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,69,51,E25197D3858701C07BE6E29BDC9653DA3C70ED8F5A2917D0F1C4E556804792E4,DCFA7B8F45D69D927962B36A8452CE12EE2C378FAFAA6DB48D05EBA5FBC48157,1
806,163,텅,U+D145,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,63,47,CE5797A00880697C2F90740DC52316F17B27A970AA3988B72C0ED7964079B9D1,12361B05EE9B76352D9DD822535D4FF3953288029CBD989F7C44603FFD30B40C,1
807,164,텔,U+D154,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,86,65,34BFFBA0D936464D74E419F6E868DF620FA9278C138D7A79F568B179529B7E1A,2DEB551ADE20BF07EF7E17002E0F1FA4A4FFF41CD43144357223590B3BFBBA17,1
808,165,톰,U+D1B0,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,79,63,161E6762DFBE0D9628F137B9B51C91DA3923318CD8E5AE0BFE17B2F6BA970667,E1CFCE03D82C0EEE104FBFDCFEFB3050353638A622192250F4E9DB9C7F3EB13A,1
809,166,퇴,U+D1F4,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,65,46,E7BEF704159457916044E3D111B9BA4D74E36FB3E342A7DBE061C85246FD980F,D659E4DE7C65F15DCB4EC06C7EB2859869D58F8A4E36E883DE8F33C155CBDD30,1
810,167,티,U+D2F0,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,51,33,5BF734FB6686CAC0EF8EAFD4D4B3D32397C777B31F65A8C5FF4F7D630BEBD91C,48C6B6ECAC05C5338AE1E2931CF4D8A3ED8A1D3C8D9402A928193D39D312AF93,1
811,168,팡,U+D321,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,70,50,426C379A08509061746560CD383B9DC54601424539FE108122D9D254D6C9FD10,E19C2680E821E3CDCC50FD1A27629276952904689013D0FCABC35F569BCF0D82,1
812,169,팬,U+D32C,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,79,54,915A25F0D66133C4355B3A0C5914F0589939054D64634A6578520002683D34AB,C2C600A0A5AA5187EDA7278ABD715E5BD4B38AD33B88DE4AC2030133CB110636,1
813,170,펀,U+D380,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,65,45,7B2A307318B80DE622D19D00AE33260FFB8FD5C37A3A2908D81DC854221B566B,0BAB745ADCFF92BDAE19445286DDC8EB7A3BAFD3C66A0DA0664786F10F00AFF0,1
814,171,페,U+D398,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,81,52,DEAAC10DC299DD617DE12BC14F54425E69E466DD061A84FD36919BB374769379,8724CEE96297641DA6DFCDAAE0FBBD57DFE2A12964670F635D52762C8238DF3E,1
815,172,폴,U+D3F4,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,82,66,89C55C04C9B1DA4BEC214ADEE6726FDCB08B07270B1BFDEF829B7826A068A252,A15E7301B7F2F0CB10C1483725BE183069E6EDE5153A2750F8C5B82451C624F8,1
816,173,할,U+D560,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,75,54,11E9C2F30B797DBC89486740976A4DA4F0C778EC2BD4427C1E79A4BFFA6A9EA9,2D93748F521A9016F376518CDA1EE0410F90C43B8609D02434E2FF52BA3E853A,1
817,174,현,U+D604,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,68,46,07435EB868732CA573E145DEDE41F685AB4E50F46D0B04455B5B9B68C8D5DD90,EFE84377E6934D477C2301FDD616790E3D154451D7A96AA452C92BFC9A2FC4AC,1
818,175,흑,U+D751,V320 assignment; V337 damage-bank text remap 804..819 -> 161..176,62,48,2A37229F3384ADF273BB8B4316546C9024E2A6F6DDE3989DD4AB3935C8F74621,75E307FF80CA8CB06221BBB1E09ED10A1959F8337CE013E518990FBB2B78FC1C,1
819,176,센,U+C13C,V337 damage-bank text remap 804..819 -> 161..176; post-V320 audited addition,69,42,60FF60D7CF50D23C430C14973C752EF3D44D2E625D0CA5E4098C2F852D5BE72C,DA8BE340A65A6C1BE2A3BEB29EB0A0FC1D5D3B3C267C1FE28C63B6298AF2EFC1,1
209,209,량,U+B7C9,V320 assignment; identity,65,51,51B5FBC7596284523DF4CAF4390F829AA4A02158C640504C4D6BC33CBB271DBB,1F71836F6BE940D40B4C658C340C3D433C28BF78C3252C46DA90F91602C229B8,1
210,210,페,U+D398,V320 assignment; identity,81,52,DEAAC10DC299DD617DE12BC14F54425E69E466DD061A84FD36919BB374769379,8724CEE96297641DA6DFCDAAE0FBBD57DFE2A12964670F635D52762C8238DF3E,1
212,212,로,U+B85C,V320 assignment; identity,53,44,088EB5032D9B9740C707FB62B2D5D7249FE2A24BCFA757E3900B4136F79B9CB9,DBFCF31EB89578A6FEA810DA2089ADE1D7BD16EE5AFDA1138F3FCAAB3484CD61,1
220,220,이,U+C774,V319 atlas; V320 assignment; identity,50,30,DB918469C2CEB04B4E78C5FEA87DC84F9DF0FACF986C53250DF232FFBBC5710F,B92B88A3826D29D7D5BEAD16E6FFCB5749B71EFA0A35F48BD6EF55E5D4BC5A76,1
223,223,로,U+B85C,V319 atlas; V320 assignment; identity,53,44,088EB5032D9B9740C707FB62B2D5D7249FE2A24BCFA757E3900B4136F79B9CB9,DBFCF31EB89578A6FEA810DA2089ADE1D7BD16EE5AFDA1138F3FCAAB3484CD61,1
224,224,라,U+B77C,V319 atlas; V320 assignment; identity,54,37,23A656796D587893E6F5F1FD6E72222F5A36402B5A2FB1FD065663B82DE87C61,05712255D3C02168C5EB2D292E5E28FAA5A769C425EE1E9868F28C114DDDA8F4,1
225,225,비,U+BE44,V319 atlas; V320 assignment; identity,56,34,F16672484680993D596AFA6F8180334FA9F2D3B13E6AE01F7DCAEF4A66422935,6C4D1866FF5F105BBD24C014BEB4FF2010496991CB8D3D55CDBCEF9FDFC41C3F,1
226,226,소,U+C18C,V319 atlas; V320 assignment; identity,38,25,01C3B64459479E098A49DCBB2EFC1E07D4B834EB26F161C4A9D8D4D9078797A3,7066D1F67736D342DCD3296ACE90FAD8287C2100DBEF62E39AE0D81690AC7C20,1
227,227,바,U+BC14,V319 atlas; V320 assignment; identity,58,37,646544C79E1DBFF4024D622DDD9C9855839990E819591EB3A3C9AB94ACD587A1,A083239679A48929A010AAE6D4EF4C6B6D4E3C3C4CADF0E4B148F4020F38AEDD,1
228,228,적,U+C801,V319 atlas; V320 assignment; identity,58,39,BA7BB4404297153846F11A2964FF6539864FBEA0EE26333C74F9E9D5F575CF95,3A986E0C7D4C9567AE76960C065FC5E3130BFE21A5404D01A3D0A08FC284ECE0,1
229,229,격,U+ACA9,V319 atlas; V320 assignment; identity,55,38,7FD13DB4AA8E798D480F17B5C18AA47478E7B6469EDEA3723D2A0DEFBFA24BD7,C99328F7F332980DC5676A5295921D71F34E6BCC4326C7BFF5B9C71EB0571A3F,1
230,230,국,U+AD6D,V319 atlas; V320 assignment; identity,51,40,7D0D39F66F13FC3812E6A30EBFFE70B8E573067DD99E3AA0FEAE726CCB84BB62,E1BE03D01FB613FA6A1F8B7328D6059EDC172D9AFDD7D5A600B73F1EA85D3AFE,1
231,231,쿠,U+CFE0,V319 atlas; V320 assignment; identity,51,39,297EDA7C5FCB3CCDCEA80C513782693653D610AE8EB164CA06F53BB2EB89E30F,D85C6583124987553815EA92DCEFF766681F6C308E87F1B10D7E26C9DD9D0BED,1
232,232,좋,U+C88B,V319 atlas; V320 assignment; identity,76,55,11FE9113885042B89A07ADA7F46CC5B6BFFE48A5F79F7C4F499A1955244A5E93,E76EF8D1F4E5092729C3EAF6FC2FD3BA016EA3E29DFF227E55E76864C35E44B8,1
233,233,발,U+BC1C,V319 atlas; V320 assignment; identity,73,54,7E4E4FC41EB93270E38B28E6217390DA58C9E3F45E1BF1A68FC991B470C087AA,678CE5D328C7D9EE7E93955B9AA1D74C3010812A5B5757556F71DD5B3A5451CD,1
234,234,했,U+D588,V319 atlas; V320 assignment; identity,89,56,108EFCDDE30160FE2F3351AE77AD4EFC2D1337C62E40D04CBD7E321B1A1CBA41,DBB320554141C564212B649E0AC4C9EBD73638B7D087697D6814A57680C49B14,1
235,235,공,U+ACF5,V319 atlas; V320 assignment; identity,61,47,8F5CBD7F9871C15C5A7B5324A8FF59D9CCC937F5DF749AA5446A7820CFEFDB6E,B41A9692F4F3D65B7CEAC33DDA9F016092FD09E7B57353EC305165CF6B36E5A1,1
236,236,계,U+ACC4,V319 atlas; V320 assignment; identity,71,43,E462F50BAF4B03D7BD5CD4F13EDED449778A06EAD8490604A83B7A0E81ABE2E0,1836AE45F295D1ECD1CAE78EFE69C2ABBB02DC6DD8D50F831EF7CB960997B7B6,1
237,237,래,U+B798,V319 atlas; V320 assignment; identity,76,49,055C123DDF8F63D12F07D837810CE6030E8FABF9F83835D31359F8B2BC2ACCC7,40CF7C96D5E04D0DB3F0D85A5E0644E6B4E6F6A11F3DBA7F6EFF4665CB7882F8,1
238,238,불,U+BD88,V319 atlas; V320 assignment; identity,78,62,D47028FCBC28862C70A8BF58F63FB17DF96828B34CB69A25D7FE27CA7FB94106,44FEFF8084ABEDA168053B8875AE4BA5DD08D0344AEC7EF4A5848A3C354EEA97,1
239,239,싸,U+C2F8,V319 atlas; V320 assignment; identity,55,32,02CC185A77AD11D9F8BC43F382867C97A2BBE14ECB160374215FC640E1DB2DFF,C1B7B31589959A86FEA70D636407E4888DC7189A7DB55B7026CF449FBB09C5DE,1
240,240,곳,U+ACF3,V319 atlas; V320 assignment; identity,55,38,660A8C6CD4F2707D804449440183C8834E089B0BA24FF066336527DE94E28434,88643166FC88C3FBC7477AA11C9794B4F271F23965407D264ECCAF6115FC8B17,1
241,241,건,U+AC74,V319 atlas; V320 assignment; identity,53,34,D5AD1151118EB351270DE382AACEF66560A31C8B3707EBCE5329F761E6336905,5E1CFBF1A9317F74A8C6D44D257B4B4DA1AD1A57D351E23D0CFAE5865145351E,1
242,242,성,U+C131,V319 atlas; V320 assignment; identity,59,37,A1982BF8448177273D61265FD4D515FFEB6D99A45655D427B29F2686587EA80F,5D4C658C0929A0BF1D05200FEDC1B8DBA09B68C5EC7DCC4CDD928E15A6606085,1
243,243,과,U+ACFC,V319 atlas; V320 assignment; identity,56,37,183E1C2C4012070B305FADC18D1AFEE977064D7206F7B29352DD7A3BD8C26937,F54DAB3EF77B995086DB760B16D304B32F3E39F5E198C728F979D685B4400FCB,1
244,244,받,U+BC1B,V319 atlas; V320 assignment; identity,68,49,ADBBD048816E57A347AB947E0021F012C49252910525BBDDF1F65E11872A8529,7DDD84226836E523EB0B633F7CEB729C7A13336DB593A3B0B0D742951F7CC082,1
245,245,용,U+C6A9,V319 atlas; V320 assignment; identity,69,50,FB991FA6E3B6A901F53EFFDAF2562F169255C8DD755D8AC74892021659241F09,B87C61233762923976B74E9C0623BC03678938616B082B0943A1F845DAA9FC78,1
246,246,간,U+AC04,V319 atlas; V320 assignment; identity,52,34,EB14049D577E7233B6EA17FB83394F0047F51CA17F8837E58447B4C353720CD9,5603DED9BE080C30B039A25E39A39F68E093A6C4A86C7E978B4C7D591805DF44,1
247,247,당,U+B2F9,V319 atlas; V320 assignment; identity,59,43,B6248F2EF3EDD21459F7B8EDD04BD4B25C6D4731EAF011054F415E92C30D1139,06DC3B92A0673CEE09513061D3E0D18680EBAA82AE8D80DC89CD3E3324076F3A,1
248,248,합,U+D569,V319 atlas; V320 assignment; identity,76,52,23BD56F59E4561148613432FC2982D7DC641510019EED66A87F290B2634844A2,D7B39C5A4AB107C2A10716104873072AFAB5536DFE91000E1BFE79B5A2272152,1
249,249,알,U+C54C,V319 atlas; V320 assignment; identity,69,48,493768662DBC50D4D3EFFEE4FA8BBAA0992C425685302AD835BD1B52DFD01E99,DEFCADDC212D06438AF1017F9232274D00647311BAA479B3692A4F515143B6D4,1
250,250,치,U+CE58,V319 atlas; V320 assignment; identity,50,29,CB8CCEF48416186D7EB72513B1BA5FAE5B2FC333D98847CDE3E85E7D6C880639,33C4F053559B35A8BDE658B63656F00EB9BC89B7206C413FFB521B52D82CE627,1
251,251,께,U+AED8,V319 atlas; V320 assignment; identity,77,46,F7D3A6D1E5F7213EABE2571D37E609C4017C9FED5475B2C8E020414E2640C453,CA4BEC0489290539EF08113775A9DDDAAA03F8340C2854CA85551AED51139ABD,1
252,252,두,U+B450,V319 atlas; V320 assignment; identity,48,37,A93D68376EDFD15F7968F2F683317102A95148B5BD8D8288C647C99D6DADA133,B1100202CFF1977725C9C81304A5A92286F3E31F3CC71B746D9E333E7BBECFD6,1
253,253,람,U+B78C,V319 atlas; V320 assignment; identity,69,52,09888683B801ED88AE2419FDA48C9ED0923E7FFDBDF633AB721751E587ABE5CB,B9FE7417B48C9FBD0973A97A540B02626A75C5FF6569A8644DEAC3E01395A1F7,1
254,254,드,U+B4DC,V319 atlas; V320 assignment; identity,37,31,A32D802672DF9862F756FCF4BCE11832F083FE75C7CAD1F6925F0E2BEF5035FC,332943B03E1721816F0B782F05020D38B418EF790E966D6339BDC282C464564B,1
255,255,저,U+C800,V319 atlas; V320 assignment; identity,53,32,686639811E7D7D46EBB41DB7AA325738A50DFD0E22B5EA218E5B3508B73658F5,FC2A419EE7CB4703BC4940A7F9BB3D0E82ACE6E3E3F05ABCD1C716A150EA2150,1
256,256,던,U+B358,V319 atlas; V320 assignment; identity,54,38,E803324E041CE4C8B48FB01BE45B1350FE93544B62D19782E681D0D0E51AA5E7,A3246DE45C8096C5CE716BD5EC78517BC1E8D5966675F221048AD19E10BBA966,1
257,257,든,U+B4E0,V319 atlas; V320 assignment; identity,54,43,D79D269B4EAB46A48A4B7DF70793019A02802F44CF6A2D52FB612353E4C4FDD0,153023531B4636B98796F33FA06F1EF973238221E4C32C1013B26FA1544B009E,1
258,258,실,U+C2E4,V319 atlas; V320 assignment; identity,61,40,473835F2F1D04806C54F60E1A5EEDCA35A104B8668E639F7BB6AABFBCCBA7261,00A9AEFD66E063B81095EFF96FCB5C522333079EDAFD92BE457FC71F11B7D393,1
259,259,강,U+AC15,V319 atlas; V320 assignment; identity,58,39,70AE544387C2095F1B1AAA169D3ABCBF1E12D9C3B89B524805588C43227CFD43,6108C7417319372A3135FEF3EDE021BCB8DAD58EC5704AB18BEF2C4512388394,1
260,260,방,U+BC29,V319 atlas; V320 assignment; identity,68,48,82D8B0271DC4292D9F79393FEE8D088802BAACF2D0D6E48FC062406A1B691A26,750D8A04F045D166E5A82CBE730174EF0E107214CAD8189256AE45536FE5472C,1
261,261,런,U+B7F0,V319 atlas; V320 assignment; identity,58,43,15EFEA0F261F562C40B8ADFF0E816B0160F31E6F9930135EDB4FB965E2653541,9D57378318319C069BCEE80766C0FE25EAE598C6D46D2A49FDB569D06E4E968C,1
262,262,력,U+B825,V319 atlas; V320 assignment; identity,60,47,1098A3CCC752A0391ED324B535495297B6D2D88C3491CA95B87836CEB780F0A0,067CCFB35D4FDFCFF6CE7DB9ECC1CCC623BEFB655B27B53DB53E39E3B5A71F43,1
263,263,메,U+BA54,V319 atlas; V320 assignment; identity,78,49,37E6CAE248A1371CF8C625E9D6AC471D1E4FA166B6AEFBCE30535096E5CDFEC1,B1693C8B19DFD917191EE936062CFD1E53146EB4196B37B38766D5F42E44C8D5,1
264,264,았,U+C558,V319 atlas; V320 assignment; identity,69,40,AC6B5E07D0FED615BF69D5D4A1B6080B3638EE5F528C10D07A107E0316E607B3,C355E8DD9C155B6102FE8B8D3ED89C734F39194B979EDF674348F9D266F9C6A8,1
265,265,님,U+B2D8,V319 atlas; V320 assignment; identity,61,41,A183B8D5776AA5139D254EC13343A9A298842D0233C7EA5A7671746E30C5A5EB,79FC037CF8F943E4697A1A109DC7B43984A4E38EF30580BA6840DEF52EA8AB0A,1
266,266,미,U+BBF8,V319 atlas; V320 assignment; identity,54,34,896775EDEF77EE06106C7BE34D01922499F9240F9D595AF28CC5A9AA93FD1516,0A40D2F1EA67C85DFB6B3E4FE821417C91A9BAC910954AA97A0B091BE3ACEE50,1
267,267,언,U+C5B8,V319 atlas; V320 assignment; identity,59,37,676388E5CCA9B570B3EC1607D9E7D2746C8EC1A75B70980EC260D926EE258B4E,B5CDD79638F77DEE2C3FFC3D23B5F809F2B4039403B78A049BCD1B313382DF99,1
268,268,행,U+D589,V319 atlas; V320 assignment; identity,84,56,CD73F538391520FB2A6A1DBDD71BDE73AC5C64B446A3421F50CC8AD251B61975,83004E9FBC79EAB8DA9098D10BC4EC46581BA50828FAC1633238A0C09D2818CD,1
269,269,동,U+B3D9,V319 atlas; V320 assignment; identity,65,51,FD76F601B42FA58FC3DB49E497E65EAAB9CA571A92DC2CB73C0362D150D578E9,AD6FBA16514B42D3F4CF2F83F6419DA4DE50A1EC002889C5A9FCCD5DD6F838BF,1
270,270,목,U+BAA9,V319 atlas; V320 assignment; identity,63,48,F3A3405D1F6B1EEE16E9C61A02261B80172B5F6B93129A10C34EB6F0D447D300,FF3F2030921021A03E604D4BA17774D8A404299575D21EFC2A89A1DAF73E54A9,1
271,271,명,U+BA85,V319 atlas; V320 assignment; identity,72,51,54D4E50ED2131374BB859346B0869CA901E9CDE3D821617C41ACFB6E44A22815,63029E6054C104BADB8D62BBC152F7F3A6BEDAF9F26FC1439A6A54A476D8B0D6,1
272,272,단,U+B2E8,V319 atlas; V320 assignment; identity,53,38,218CDCFA770D501C127FB941ACFEA597F82C519B9777CD896E958779279C6EBB,80AEE3A20ED8F1B6D610FF52BBD20FC77625B1D9D62F2A3FDE404CD95FBF5173,1
273,273,생,U+C0DD,V319 atlas; V320 assignment; identity,72,45,DE5FE9763872F854A50096151FA4B5FDDE63524B324493EACC01C0B1D21EF999,C149A97C69F51DDB5D462FCC3068EAC8F594447317BA5B435CFD0FB5282630CA,1
274,274,법,U+BC95,V319 atlas; V320 assignment; identity,75,52,6964698C85B6658D05AC820734F0879DE676182FA83F339373A4A34161DC5715,89600D04F60EC74D24D93E9BDE4FACFBDD9146F806FE9C615B7F7D5267DBE24E,1
275,275,카,U+CE74,V319 atlas; V320 assignment; identity,50,34,148E3413AE99BBDA284C3D976966BA135FB871C5EF0B0A663AC5562A7CBABB55,24AF9A84BE7F66C646B81046111E6ED6C9B88555E5C7E94D9B7F7A28010AE6ED,1
276,276,투,U+D22C,V319 atlas; V320 assignment; identity,55,44,78368E965DF2FDA5D8AF63A325020653344C28BE6E1D00C83D9ABD63171B56FD,AE5239D366B355D172E3A2EC037158105707608664B3CD7E8C356077CDB9FA81,1
277,277,찮,U+CC2E,V319 atlas; V320 assignment; identity,74,49,43E0A1E7F65F3A80CF3F6204C14A03E8008128214E02A093BC3C0574F9397825,E7F9E5B04DB8A8B19868FE929745528CFFE11A1BD8D3E9C9D7F62D42411184BE,1
278,278,괜,U+AD1C,V319 atlas; V320 assignment; identity,75,51,CBF4BC8510BA4CCE6EE9D98C89633F0A5E3B53421E9213D6FBF751A1604E5C72,E07B8190AE4E8AACFB98571B88890F350EC55C61A53A04C7D0F62F76E1CADF21,1
279,279,피,U+D53C,V319 atlas; V320 assignment; identity,58,36,8233BAD51A53F34215D153068AD6E5F0D86055B067D278E1132E90E968703214,8AD3E11BCE0224334732AB80A6706344C778A754099AADB2111B31293E4F79A1,1
280,280,남,U+B0A8,V319 atlas; V320 assignment; identity,63,44,7099A51DB8C5175031E6AEFAED8CA9EE1ADF8492D3E8CABA6BD4008245B884F2,EC23BE646008876CF3F99EA30FA6A014BDAEB647036C7955DF345C55A769D251,1
281,281,번,U+BC88,V319 atlas; V320 assignment; identity,63,43,637043110DE018D5393C3070386ABEFAE741E562BD7A5B3C4C075E76D63E39F3,2DB278CF251EE2FA58ED566A99DFE676EA8DB664F6CCA9D649495B54BB8AA016,1
282,282,진,U+C9C4,V319 atlas; V320 assignment; identity,56,35,96B2F3E7E69B9E0EC9E00C63497D895FCEDA35E9640791922DD3EF97B1381C4D,E8B443707F634A96D4DBAFF71F709C48A77FFFD80083AD636882C87A6969FD48,1
283,283,코,U+CF54,V319 atlas; V320 assignment; identity,47,37,3CCDB24CB783D12AC3729A97410DA674B3CAB9FEA0B70E1722363B0C6EE71191,4927E41389D7DD158442CE76E085587DE7A6A46C4AF9111218742A88D0541F57,1
285,285,루,U+B8E8,V319 atlas; V320 assignment; identity,57,46,0497749E998778776AB8248C20F9BC53B2442EC9B2356C68D91FCC0441D0C8CB,3662814CE69AC3062E001D1A90EEEEA84462AEEF71195BDC4E3FC20B0B8A85C3,1
286,286,희,U+D76C,V319 atlas; V320 assignment; identity,61,45,BC84ACAD5D6CF75A93806F213034E947BF699506E58A85FF97A51EDBE5625843,A58C10FD464836D51D24913494245416D9EEA4BB2BE29BB10803D16BD19C2EC3,1
