pointer_offset,categories,selected_category,source_text,korean,string_offset,encoded_bytes,space_count,space_code,encoded_hex
0x80F84,table,table,촌가라의 몬스터 소환,촌가라의 몬스터 소환,0x8118E,13,2,A1,96 0C 8F 0F A1 64 30 02 A1 DD 07 DD 65
0x80F88,table,table,?????,?????,0x80708,5,0,,D1 D1 D1 D1 D1
0x80F8C,table,table,?????,?????,0x80708,5,0,,D1 D1 D1 D1 D1
0x80F90,table,table,?????,?????,0x80708,5,0,,D1 D1 D1 D1 D1
0x811C0,table,table,,,0x808AD,0,0,,
0x811C4,table,table,번 그라운드,번 그라운드,0x805EA,6,1,A1,9B A1 15 8F 86 17
0x811C8,table,table,토탈 힐링,토탈 힐링,0x81B2B,8,1,A1,83 DE 14 A1 DF 5D DE 54
0x811CC,table,table,게일 플래시,게일 플래시,0x81AD1,8,1,A1,41 6B A1 DE 36 DD 12 29
0x811D0,table,table,슬로우 에너미,슬로우 에너미,0x819EE,9,1,A1,DD FC D5 3D A1 0E 89 DD 2F
0x811D4,table,table,메테오 폴,메테오 폴,0x8130F,8,1,A1,DD 2C DD BE 46 A1 DF 56
0x811D8,table,table,큐어,큐어,0x8088B,3,0,,DF 98 14
0x811DC,table,table,디포이즌,디포이즌,0x815F5,7,0,,DD CD DD 78 03 DF 90
0x811E0,table,table,사일런트,사일런트,0x816DA,6,0,,34 6B DD 2A DD 5B
0x811E4,table,table,리프레시,리프레시,0x816C5,6,0,,2E DD 9D DD 66 29
0x811E8,table,table,천벌,천벌,0x8080E,4,0,,DD E7 DD E4
0x811EC,table,table,리저렉션,리저렉션,0x81465,7,0,,2E DD 24 DF 2A DF 67
0x811F0,table,table,디바이드,디바이드,0x80645,6,0,,DD CD DD 08 03 17
0x811F4,table,table,앵화뇌폭참,앵화뇌폭참,0x81820,10,0,,DF 6E DD 83 DF 1E DD 62 DD 4C
0x811F8,table,table,주박검,주박검,0x806BA,5,0,,40 DE 9F DD A1
0x811FC,table,table,진공참,진공참,0x80614,6,0,,DD 3F DD 10 DD 4C
0x81200,table,table,호영참,호영참,0x80702,5,0,,95 DD FA DD 4C
0x81204,table,table,전투의 북,전투의 북,0x814F5,7,1,A1,4F DD 39 0F A1 DE 64
0x81208,table,table,황사자 북,황사자 북,0x8161D,7,1,A1,DE 3C 34 28 A1 DE 64
0x8120C,table,table,기합 나팔,기합 나팔,0x81455,7,1,A1,24 DD 1D A1 1E DD 6C
0x81210,table,table,탈진 나팔,탈진 나팔,0x813D5,8,1,A1,DE 14 DD 3F A1 1E DD 6C
0x81214,table,table,치유의 하프,치유의 하프,0x812EB,8,1,A1,DD 1F 8A 0F A1 19 DD 9D
0x81218,table,table,둔화 베이스,둔화 베이스,0x81A52,9,1,A1,DF 23 DD 83 A1 DD FE 03 30
0x8121C,table,table,위타천 오카리나,위타천 오카리나,0x80278,11,1,A1,8E DD 7F DD E7 A1 46 DD 38 2E 1E
0x81220,table,table,방향전환 피리,방향전환 피리,0x802C0,11,1,A1,DD 29 DD B2 4F DD 65 A1 DD 3C 2E
0x81224,table,table,익스플로전,익스플로전,0x8163D,7,0,,DE C0 30 DE 36 D5 4F
0x81228,table,table,드림 노크,드림 노크,0x81445,7,1,A1,17 DE 29 A1 DD 57 58
0x8122C,table,table,다이아몬드 더스트,다이아몬드 더스트,0x820E2,11,1,A1,01 03 09 64 17 A1 DD 96 30 DD 5B
0x81230,table,table,윈드 슬래셔,윈드 슬래셔,0x8182B,10,1,A1,DF 8B 17 A1 DD FC DD 12 DE B3
0x81234,table,table,히트 월,히트 월,0x815B5,7,1,A1,DD 59 DD 5B A1 DE E5
0x81238,table,table,썬더 스톰,썬더 스톰,0x8140B,8,1,A1,DF 6A DD 96 A1 30 DF 4F
0x8123C,table,table,텔레포트,텔레포트,0x813F0,8,0,,DF 4E DD 66 DD 78 DD 5B
0x81240,table,table,심안법,심안법,0x807B4,4,0,,9D 94 DD 37
0x81244,table,table,퇴마광탄,퇴마광탄,0x81645,7,0,,DF 50 45 DF 16 DD D1
0x81248,table,table,선풍격축,선풍격축,0x8132A,8,0,,DD 53 DE 2E DD 0A DE 02
0x8124C,table,table,유성폭,유성폭,0x806F0,5,0,,8A DD 17 DD 62
0x81250,table,table,귀신류영파,귀신류영파,0x81A3E,9,0,,DE 6C 3E DD 6E DD FA DD 7B
0x81254,table,table,멸장열파,멸장열파,0x815FD,7,0,,DD DD 56 DD 89 DD 7B
0x81258,table,table,케락,케락,0x80813,4,0,,DD F8 DF 27
0x8125C,table,table,모프리,모프리,0x80791,4,0,,55 DD 9D 2E
0x81260,table,table,후우진,후우진,0x80738,5,0,,DD 8D 3D DD 3F
0x81264,table,table,라이진,라이진,0x807AA,4,0,,8F 03 DD 3F
0x81268,table,table,헤모지,헤모지,0x80804,4,0,,DD C3 55 04
0x8126C,table,table,오톤,오톤,0x8083F,3,0,,46 DD 9A
0x81270,table,table,조사,조사,0x808AA,2,0,,90 34
0x81274,table,table,초코,초코,0x80833,3,0,,39 DD 40
0x81278,table,table,회복,회복,0x80853,3,0,,7A DD 9F
0x8127C,table,table,다리 만들기,다리 만들기,0x81655,6,1,A1,01 2E A1 38 0A 24
0x81280,table,table,풍뢰파,풍뢰파,0x80661,6,0,,DE 2E DF 31 DD 7B
0x81284,table,table,풍뢰파,풍뢰파,0x80661,6,0,,DE 2E DF 31 DD 7B
0x81288,table,table,빙의,빙의,0x80883,3,0,,DF 64 0F
0x8128C,table,table,폭렬 수리검,폭렬 수리검,0x8194E,9,1,A1,DD 62 DF 2E A1 50 2E DD A1
0x81290,table,table,자폭,자폭,0x80827,3,0,,28 DD 62
0x81294,table,table,지옥으로 가는 계단,지옥으로 가는 계단,0x81164,13,2,A1,04 DE 39 4E D5 A1 0C 06 A1 DD 11 DD 35
0x81298,table,table,사방 공격,사방 공격,0x81AAD,8,1,A1,34 DD 29 A1 DD 10 DD 0A
0x8129C,table,table,염뢰붕,염뢰붕,0x8067D,6,0,,DF 89 DF 31 DE EC
0x812A0,table,table,더스트 룬,더스트 룬,0x81396,8,1,A1,DD 96 30 DD 5B A1 DF 32
0x812A4,table,table,요미의 날개,요미의 날개,0x8184A,9,1,A1,2C DD 2F 0F A1 DD 61 DD B4
0x812A8,table,table,의욕 없음,의욕 없음,0x816A2,6,1,A1,0F DD E3 A1 71 8D
0x81708,table,table,,,0x808AD,0,0,,
0x8170C,table,table,용암으로 적에게 피해,용암으로 적에게 피해,0x81054,15,2,A1,DD 1A DF 6C 4E D5 A1 DD 09 0E 41 A1 DD 3C 2B
0x81710,table,table,상태 이상과 체력 회복,상태 이상과 체력 회복,0x80DD8,17,3,A1,8B DD D2 A1 03 8B DD 18 A1 DD 90 DD 2B A1 7A DD 9F
0x81714,table,table,이공간 공격으로 피해,이공간 공격으로 피해,0x80C8B,16,2,A1,03 DD 10 DD 1B A1 DD 10 DD 0A 4E D5 A1 DD 3C 2B
0x81718,table,table,적 민첩 감소,적 민첩 감소,0x82005,12,2,A1,DD 09 A1 DD EC DF 5E A1 DD 77 DD 07
0x8171C,table,table,운석으로 주변 적 피해,운석으로 주변 적 피해,0x81014,15,3,A1,86 DD 8B 4E D5 A1 40 80 A1 DD 09 A1 DD 3C 2B
0x81720,table,table,체력 회복,체력 회복,0x8138D,8,1,A1,DD 90 DD 2B A1 7A DD 9F
0x81724,table,table,독 해제,독 해제,0x8075C,5,1,A1,DF 22 A1 2B 66
0x81728,table,table,적의 마법 봉인,적의 마법 봉인,0x8029C,11,2,A1,DD 09 0F A1 45 DD 37 A1 DD B6 35
0x8172C,table,table,상태 이상 회복,상태 이상 회복,0x803F5,10,2,A1,8B DD D2 A1 03 8B A1 7A DD 9F
0x81730,table,table,천사의 광선 공격,천사의 광선 공격,0x81129,14,2,A1,DD E7 34 0F A1 DF 16 DD 53 A1 DD 10 DD 0A
0x81734,table,table,쓰러진 아군 부활,쓰러진 아군 부활,0x8207A,12,2,A1,DD 85 20 DD 3F A1 09 7C A1 6C DD E1
0x81738,table,table,적 체력을 흡수해 아군 회복,적 체력을 흡수해 아군 회복,0x81DC8,20,4,A1,DD 09 A1 DD 90 DD 2B 0D A1 DF 5C 50 2B A1 09 7C A1 7A DD 9F
0x8173C,table,table,적 하나에 필살검,적 하나에 필살검,0x811AA,13,2,A1,DD 09 A1 19 1E 0E A1 DE 4A DD A2 DD A1
0x81740,table,table,적에게 마비 부여,적에게 마비 부여,0x80290,11,2,A1,DD 09 0E 41 A1 45 DD 06 A1 6C 1A
0x81744,table,table,두 칸 앞의 적 공격,두 칸 앞의 적 공격,0x80E32,17,4,A1,DD 21 A1 DF 96 A1 DD BA 0F A1 DD 09 A1 DD 10 DD 0A
0x81748,table,table,돌진하며 적 공격,돌진하며 적 공격,0x810A2,14,2,A1,72 DD 3F 19 DE 1F A1 DD 09 A1 DD 10 DD 0A
0x8174C,table,table,아군 공격력 상승,아군 공격력 상승,0x81F90,12,2,A1,09 7C A1 DD 10 DD 0A DD 2B A1 8B 69
0x81750,table,table,파동 광선 발사,파동 광선 발사,0x81F58,13,2,A1,DD 7B DD 32 A1 DF 16 DD 53 A1 DD 0E 34
0x81754,table,table,먼 적을 기합으로 공격,먼 적을 기합으로 공격,0x80E56,17,3,A1,DD C1 A1 DD 09 0D A1 24 DD 1D 4E D5 A1 DD 10 DD 0A
0x81758,table,table,폭탄을 연속 발사,폭탄을 연속 발사,0x8110B,14,2,A1,DD 62 DD D1 0D A1 DD AD DD 5F A1 DD 0E 34
0x8175C,table,table,아군 체력 회복,아군 체력 회복,0x82106,11,2,A1,09 7C A1 DD 90 DD 2B A1 7A DD 9F
0x81760,table,table,적 민첩 감소,적 민첩 감소,0x82005,12,2,A1,DD 09 A1 DD EC DF 5E A1 DD 77 DD 07
0x81764,table,table,아군 민첩 상승,아군 민첩 상승,0x80387,10,2,A1,09 7C A1 DD EC DF 5E A1 8B 69
0x81768,table,table,전원이 포니 방향으로 전환,전원이 포니 방향으로 전환,0x80D42,18,3,A1,4F 7B 03 A1 DD 78 07 A1 DD 29 DD B2 4E D5 A1 4F DD 65
0x8176C,table,table,거대한 불꽃으로 피해,거대한 불꽃으로 피해,0x81084,14,2,A1,32 37 53 A1 DD 13 DD 8C 4E D5 A1 DD 3C 2B
0x81770,table,table,적에게 수면 부여,적에게 수면 부여,0x80421,10,2,A1,DD 09 0E 41 A1 50 3A A1 6C 1A
0x81774,table,table,눈보라로 적에게 피해,눈보라로 적에게 피해,0x81138,14,2,A1,DE 0D 60 8F D5 A1 DD 09 0E 41 A1 DD 3C 2B
0x81778,table,table,강풍으로 적에게 피해,강풍으로 적에게 피해,0x81064,15,2,A1,DD 28 DE 2E 4E D5 A1 DD 09 0E 41 A1 DD 3C 2B
0x8177C,table,table,불꽃 장벽 생성,불꽃 장벽 생성,0x81F04,13,2,A1,DD 13 DD 8C A1 56 DE 92 A1 DD 36 DD 17
0x81780,table,table,번개로 적에게 피해,번개로 적에게 피해,0x8119C,13,2,A1,9B DD B4 D5 A1 DD 09 0E 41 A1 DD 3C 2B
0x81784,table,table,주변 아군과 순간이동,주변 아군과 순간이동,0x80FD4,15,2,A1,40 80 A1 09 7C DD 18 A1 DE CE DD 1B 03 DD 32
0x81788,table,table,적 하나 고정,적 하나 고정,0x812D9,8,2,A1,DD 09 A1 19 1E A1 1C 31
0x8178C,table,table,고정한 적에게 광탄 발사,고정한 적에게 광탄 발사,0x80DB4,17,3,A1,1C 31 53 A1 DD 09 0E 41 A1 DF 16 DD D1 A1 DD 0E 34
0x81790,table,table,주변 적 공격,주변 적 공격,0x803DF,10,2,A1,40 80 A1 DD 09 A1 DD 10 DD 0A
0x81794,table,table,회오리로 띄워 내리찍음,회오리로 띄워 내리찍음,0x80FE4,15,2,A1,7A 46 2E D5 A1 DF 26 DD 68 A1 47 2E DF 91 8D
0x81798,table,table,잔상을 날려 공격,잔상을 날려 공격,0x81F82,13,2,A1,DF 8E 8B 0D A1 DD 61 3C A1 DD 10 DD 0A
0x8179C,table,table,약한 적을 소멸,약한 적을 소멸,0x82053,12,2,A1,DD 48 53 A1 DD 09 0D A1 DD 07 DD DD
0x817A0,table,table,케락 소환,케락 소환,0x819E4,9,1,A1,DD F8 DF 27 A1 DD 07 DD 65
0x817A4,table,table,모프리 소환,모프리 소환,0x81868,9,1,A1,55 DD 9D 2E A1 DD 07 DD 65
0x817A8,table,table,후우진 소환,후우진 소환,0x80484,10,1,A1,DD 8D 3D DD 3F A1 DD 07 DD 65
0x817AC,table,table,라이진 소환,라이진 소환,0x818B8,9,1,A1,8F 03 DD 3F A1 DD 07 DD 65
0x817B0,table,table,헤모지 소환,헤모지 소환,0x819C6,9,1,A1,DD C3 55 04 A1 DD 07 DD 65
0x817B4,table,table,오톤 소환,오톤 소환,0x81AE3,8,1,A1,46 DD 9A A1 DD 07 DD 65
0x817B8,table,table,몬스터 정보 조사,몬스터 정보 조사,0x81886,9,2,A1,64 30 02 A1 31 60 A1 90 34
0x817BC,table,table,초코 소환,초코 소환,0x81AC8,8,1,A1,39 DD 40 A1 DD 07 DD 65
0x817C0,table,table,아군 회복,아군 회복,0x8169B,6,1,A1,09 7C A1 7A DD 9F
0x817C4,table,table,갈 수 없는 곳에 다리 생성,갈 수 없는 곳에 다리 생성,0x81E06,19,5,A1,DD A6 A1 50 A1 71 06 A1 DD 15 0E A1 01 2E A1 DD 36 DD 17
0x817C8,table,table,라이진과 합체 마법,라이진과 합체 마법,0x81024,15,2,A1,8F 03 DD 3F DD 18 A1 DD 1D DD 90 A1 45 DD 37
0x817CC,table,table,후우진과 합체 마법,후우진과 합체 마법,0x80ECF,16,2,A1,DD 8D 3D DD 3F DD 18 A1 DD 1D DD 90 A1 45 DD 37
0x817D0,table,table,적에게 빙의,적에게 빙의,0x812D0,8,1,A1,DD 09 0E 41 A1 DF 64 0F
0x817D4,table,table,주변에 수리검 난사,주변에 수리검 난사,0x81FC4,12,2,A1,40 80 0E A1 50 2E DD A1 A1 DD 6A 34
0x817D8,table,table,자폭 공격,자폭 공격,0x81A89,8,1,A1,28 DD 62 A1 DD 10 DD 0A
0x817DC,table,table,낫 부메랑으로 공격,낫 부메랑으로 공격,0x81074,15,2,A1,DF 1C A1 6C DD 2C DE 74 4E D5 A1 DD 10 DD 0A
0x817E0,table,table,주변 적에게 피해,주변 적에게 피해,0x8023C,11,2,A1,40 80 A1 DD 09 0E 41 A1 DD 3C 2B
0x817E4,table,table,주변 적에게 피해,주변 적에게 피해,0x8023C,11,2,A1,40 80 A1 DD 09 0E 41 A1 DD 3C 2B
0x817E8,table,table,직선상의 적 공격,직선상의 적 공격,0x8111A,14,2,A1,DD 7C DD 53 8B 0F A1 DD 09 A1 DD 10 DD 0A
0x817EC,table,table,날갯짓으로 바람 피해,날갯짓으로 바람 피해,0x80E44,17,2,A1,DD 61 DF 13 DE 1C 4E D5 A1 DD 08 DD 22 A1 DD 3C 2B
0x817F0,table,table,적을 헤모지 상태로 만듦,적을 헤모지 상태로 만듦,0x80DFC,17,3,A1,DD 09 0D A1 DD C3 55 04 A1 8B DD D2 D5 A1 38 DF 25
0x81B4C,table,table,아크,아크,0x80892,2,0,,09 58
0x81B50,table,table,쿠쿠루,쿠쿠루,0x805F8,6,0,,DD 0C DD 0C DD 42
0x81B54,table,table,토슈,토슈,0x80857,3,0,,83 DD 86
0x81B58,table,table,포코,포코,0x807F5,4,0,,DD 78 DD 40
0x81B5C,table,table,이가,이가,0x8088F,2,0,,03 0C
0x81B60,table,table,고겐,고겐,0x81704,3,0,,1C DD A9
0x81B64,table,table,마샬,마샬,0x8083B,3,0,,45 DF 65
0x81B68,table,table,촌가라,촌가라,0x80867,3,0,,96 0C 8F
0x81B6C,table,table,,,0x808AD,0,0,,
0x81B70,table,table,,,0x808AD,0,0,,
0x81B74,table,table,,,0x808AD,0,0,,
0x81B78,table,table,스켈레톤,스켈레톤,0x81475,7,0,,30 DE D6 DD 66 DD 9A
0x81B7C,table,table,고스트,고스트,0x80778,4,0,,1C 30 DD 5B
0x81B80,table,table,좀비,좀비,0x8081D,4,0,,DE 5E DD 06
0x81B84,table,table,그린 슬라임,그린 슬라임,0x8212A,9,1,A1,15 DD D4 A1 DD FC 8F DD C2
0x81B88,table,table,간자,간자,0x80873,3,0,,DD 1B 28
0x81B8C,table,table,메이지,메이지,0x807D2,4,0,,DD 2C 03 04
0x81B90,table,table,파이터,파이터,0x807FA,4,0,,DD 7B 03 02
0x81B94,table,table,파계승,파계승,0x80732,5,0,,DD 7B DD 11 69
0x81B98,table,table,자이언트 배트,자이언트 배트,0x8211E,11,1,A1,28 03 DD 30 DD 5B A1 DD 93 DD 5B
0x81B9C,table,table,돌 마스터,돌 마스터,0x806DE,5,1,A1,72 A1 45 30 02
0x81BA0,table,table,사신,사신,0x8089B,2,0,,34 3E
0x81BA4,table,table,엘리멘탈,엘리멘탈,0x8162D,7,0,,DE 68 2E DE 8C DE 14
0x81BA8,table,table,요수,요수,0x80898,2,0,,2C 50
0x81BAC,table,table,팬텀,팬텀,0x80822,4,0,,DF 53 DF 4C
0x81BB0,table,table,시드레이크,시드레이크,0x816B7,6,0,,29 17 DD 66 03 58
0x81BB4,table,table,마이티 플라이,마이티 플라이,0x8185E,9,1,A1,45 03 DF 51 A1 DE 36 8F 03
0x81BB8,table,table,킬러 도그,킬러 도그,0x80668,6,1,A1,DE 6F 20 A1 33 15
0x81BBC,table,table,레드 스켈레톤,레드 스켈레톤,0x802FC,11,1,A1,DD 66 17 A1 30 DE D6 DD 66 DD 9A
0x81BC0,table,table,블랙 스컬,블랙 스컬,0x81402,8,1,A1,DF 63 DF 28 A1 30 DF 97
0x81BC4,table,table,레이스,레이스,0x807F0,4,0,,DD 66 03 30
0x81BC8,table,table,구울,구울,0x8085B,3,0,,87 DD 92
0x81BCC,table,table,프리지,프리지,0x807FF,4,0,,DD 9D 2E 04
0x81BD0,table,table,애시드 슬라임,애시드 슬라임,0x81815,10,1,A1,DE 0F 29 17 A1 DD FC 8F DD C2
0x81BD4,table,table,어새신,어새신,0x8076E,4,0,,14 DE 3D 3E
0x81BD8,table,table,슈퍼 좀비,슈퍼 좀비,0x819A8,9,1,A1,DD 86 DE 78 A1 DE 5E DD 06
0x81BDC,table,table,위치 크래프트,위치 크래프트,0x8026C,11,1,A1,8E DD 1F A1 58 DD 12 DD 9D DD 5B
0x81BE0,table,table,소서러,소서러,0x807B9,4,0,,DD 07 25 20
0x81BE4,table,table,네크로맨서,네크로맨서,0x805CE,6,0,,7E 58 D5 DE 08 25
0x81BE8,table,table,위저드,위저드,0x807A5,4,0,,8E DD 24 17
0x81BEC,table,table,암법사,암법사,0x80768,5,0,,DF 6C DD 37 34
0x81BF0,table,table,수행자,수행자,0x80787,4,0,,50 DD 31 28
0x81BF4,table,table,하법사,하법사,0x80773,4,0,,19 DD 37 34
0x81BF8,table,table,네뷰러스,네뷰러스,0x806EA,5,0,,7E DF 62 20 30
0x81BFC,table,table,광대,광대,0x8087B,3,0,,DF 16 37
0x81C00,table,table,데스 하운드,데스 하운드,0x805D5,6,1,A1,81 30 A1 19 86 17
0x81C04,table,table,데스,데스,0x808A4,2,0,,81 30
0x81C08,table,table,뱀파이어 배트,뱀파이어 배트,0x80344,11,1,A1,DF 21 DD 7B 03 14 A1 DD 93 DD 5B
0x81C0C,table,table,소드맨,소드맨,0x8070E,5,0,,DD 07 17 DE 08
0x81C10,table,table,나이트 마스터,나이트 마스터,0x81A80,8,1,A1,1E 03 DD 5B A1 45 30 02
0x81C14,table,table,그레이트 나이트,그레이트 나이트,0x82112,11,1,A1,15 DD 66 03 DD 5B A1 1E 03 DD 5B
0x81C18,table,table,포이즌 스모그,포이즌 스모그,0x81980,9,1,A1,DD 78 03 DF 90 A1 30 55 15
0x81C1C,table,table,메두사 리자드,메두사 리자드,0x81908,9,1,A1,DD 2C DD 21 34 A1 2E 28 17
0x81C20,table,table,드래곤 플라이,드래곤 플라이,0x803A8,10,1,A1,17 DD 12 DE 9B A1 DE 36 8F 03
0x81C24,table,table,맨트랩,맨트랩,0x80653,6,0,,DE 08 DD 5B DF 29
0x81C28,table,table,데스 플레임,데스 플레임,0x8189A,9,1,A1,81 30 A1 DE 36 DD 66 DD C2
0x81C2C,table,table,엘리멘탈 마스터,엘리멘탈 마스터,0x80338,11,1,A1,DE 68 2E DE 8C DE 14 A1 45 30 02
0x81C30,table,table,이가,이가,0x8088F,2,0,,03 0C
0x81C34,table,table,,,0x808AD,0,0,,
0x81C38,table,table,야생 헤모지,야생 헤모지,0x81AEC,8,1,A1,49 DD 36 A1 DD C3 55 04
0x81C3C,table,table,레서 데몬,레서 데몬,0x80629,6,1,A1,DD 66 25 A1 81 64
0x81C40,table,table,그레이터 데몬,그레이터 데몬,0x81A65,8,1,A1,15 DD 66 03 02 A1 81 64
0x81C44,table,table,스톤 골렘,스톤 골렘,0x81A9B,8,1,A1,30 DD 9A A1 DF 15 DF 2B
0x81C48,table,table,와이번,와이번,0x8085F,3,0,,88 03 9B
0x81C4C,table,table,매드 배틀러,매드 배틀러,0x819D0,9,1,A1,DD C9 17 A1 DD 93 DD E0 20
0x81C50,table,table,아크 데몬,아크 데몬,0x8068A,5,1,A1,09 58 A1 81 64
0x81C54,table,table,파이어 골렘,파이어 골렘,0x8198A,9,1,A1,DD 7B 03 14 A1 DF 15 DF 2B
0x81C58,table,table,코퍼 드래곤,코퍼 드래곤,0x80463,10,1,A1,DD 40 DE 78 A1 17 DD 12 DE 9B
0x81C5C,table,table,그레이트 서펀트,그레이트 서펀트,0x81FAA,12,1,A1,15 DD 66 03 DD 5B A1 25 DF 54 DD 5B
0x81C60,table,table,수행승,수행승,0x8078C,4,0,,50 DD 31 69
0x81C64,table,table,라마다 대승정,라마다 대승정,0x81565,7,1,A1,8F 45 01 A1 37 69 31
0x81C68,table,table,그라 아비스,그라 아비스,0x81435,7,1,A1,15 8F A1 09 DD 06 30
0x81C6C,table,table,니 아비스,니 아비스,0x8167F,6,1,A1,07 A1 09 DD 06 30
0x81C70,table,table,라류우키,라류우키,0x805E3,6,0,,8F DD 6E 3D DD B3
0x81C74,table,table,효엔키,효엔키,0x8065A,6,0,,DE 24 DE 44 DD B3
0x81C78,table,table,무르 아비스,무르 아비스,0x8150D,7,1,A1,5F 70 A1 09 DD 06 30
0x81C7C,table,table,라 아비스,라 아비스,0x805DC,6,1,A1,8F A1 09 DD 06 30
0x81C80,table,table,초코,초코,0x80833,3,0,,39 DD 40
0x81C84,table,table,보물상자,보물상자,0x80796,4,0,,60 6D 8B 28
0x81C88,table,table,보물상자,보물상자,0x80796,4,0,,60 6D 8B 28
0x81C8C,table,table,케락,케락,0x80813,4,0,,DD F8 DF 27
0x81C90,table,table,,,0x808AD,0,0,,
0x81C94,table,table,모프리,모프리,0x80791,4,0,,55 DD 9D 2E
0x81C98,table,table,후우진,후우진,0x80738,5,0,,DD 8D 3D DD 3F
0x81C9C,table,table,라이진,라이진,0x807AA,4,0,,8F 03 DD 3F
0x81CA0,table,table,오톤,오톤,0x8083F,3,0,,46 DD 9A
0x81CA4,table,table,초코,초코,0x80833,3,0,,39 DD 40
0x81CA8,table,table,헤모지,헤모지,0x80804,4,0,,DD C3 55 04
0x81CAC,table,table,불꽃,불꽃,0x807BE,4,0,,DD 13 DD 8C
0x81CB0,table,table,,,0x808AD,0,0,,
0x81CB4,table,table,,,0x808AD,0,0,,
0x81CB8,table,table,,,0x808AD,0,0,,
0x81CBC,table,table,,,0x808AD,0,0,,
0x81CC0,table,table,,,0x808AD,0,0,,
0x81CC4,table,table,,,0x808AD,0,0,,
0x81CC8,table,table,,,0x808AD,0,0,,
0x81CCC,table,table,,,0x808AD,0,0,,
0x81CD0,table,table,,,0x808AD,0,0,,
0x81CD4,table,table,,,0x808AD,0,0,,
0x81CD8,table,table,,,0x808AD,0,0,,
0x81CDC,table,table,다크 아크,다크 아크,0x80684,5,1,A1,01 58 A1 09 58
0x81CE0,table,table,다크 쿠쿠루,다크 쿠쿠루,0x8049A,9,1,A1,01 58 A1 DD 0C DD 0C DD 42
0x81CE4,table,table,다크 토슈,다크 토슈,0x8166A,6,1,A1,01 58 A1 83 DD 86
0x81CE8,table,table,다크 포코,다크 포코,0x811B8,7,1,A1,01 58 A1 DD 78 DD 40
0x81CEC,table,table,다크 이가,다크 이가,0x81B46,5,1,A1,01 58 A1 03 0C
0x81CF0,table,table,다크 고겐,다크 고겐,0x8165C,6,1,A1,01 58 A1 1C DD A9
0x81CF4,table,table,다크 마샬,다크 마샬,0x81663,6,1,A1,01 58 A1 45 DF 65
0x81CF8,table,table,다크 촌가라,다크 촌가라,0x81671,6,1,A1,01 58 A1 96 0C 8F
0x81E38,table,table,스메리아 공항,스메리아 공항,0x803D4,10,1,A1,30 DD 2C 2E 09 A1 DD 10 DD F2
0x81E3C,table,table,토우빌,토우빌,0x807A0,4,0,,83 3D DD A7
0x81E40,table,table,팔렌시아 성,팔렌시아 성,0x81976,9,1,A1,DD 6C DD B0 29 09 A1 DD 17
0x81E44,table,table,올카스 언덕,올카스 언덕,0x812BE,8,1,A1,99 DD 38 30 A1 DD 30 5A
0x81E48,table,table,봉인의 폭포,봉인의 폭포,0x819BC,9,1,A1,DD B6 35 0F A1 DD 62 DD 78
0x81E4C,table,table,니르 평원,니르 평원,0x81678,6,1,A1,07 70 A1 DE 34 7B
0x81E50,table,table,카라간 평야,카라간 평야,0x8191C,9,1,A1,DD 38 8F DD 1B A1 DE 34 49
0x81E54,table,table,쿠나 언덕,쿠나 언덕,0x81595,7,1,A1,DD 0C 1E A1 DD 30 5A
0x81E58,table,table,밀마나 공항,밀마나 공항,0x81A2A,9,1,A1,DE 33 45 1E A1 DD 10 DD F2
0x81E5C,table,table,수도 군본부,수도 군본부,0x81505,7,1,A1,50 33 A1 7C DD 58 6C
0x81E60,table,table,토요케 숲,토요케 숲,0x8153D,7,1,A1,83 2C DD F8 A1 DD 97
0x81E64,table,table,루와지 숲,루와지 숲,0x815AD,7,1,A1,DD 42 88 04 A1 DD 97
0x81E68,table,table,카카라스 숲,카카라스 숲,0x81926,9,1,A1,DD 38 DD 38 8F 30 A1 DD 97
0x81E6C,table,table,센바라 늘,센바라 늘,0x813F9,8,1,A1,DF 5A DD 08 8F A1 DD 71
0x81E70,table,table,그레이시누 공항,그레이시누 공항,0x81F9D,12,1,A1,15 DD 66 03 29 DD 55 A1 DD 10 DD F2
0x81E74,table,table,라마다사,라마다사,0x807AF,4,0,,8F 45 01 34
0x81E78,table,table,라마다산,라마다산,0x806FC,5,0,,8F 45 01 DD 45
0x81E7C,table,table,아라라토스 공항,아라라토스 공항,0x80392,10,1,A1,09 8F 8F 83 30 A1 DD 10 DD F2
0x81E80,table,table,촌가라의 가게,촌가라의 가게,0x8157D,7,1,A1,96 0C 8F 0F A1 0C 41
0x81E84,table,table,유적 던전,유적 던전,0x81555,7,1,A1,8A DD 09 A1 DD 25 4F
0x81E88,table,table,아제다 고지,아제다 고지,0x81694,6,1,A1,09 66 01 A1 1C 04
0x81E8C,table,table,아리바샤 공항,아리바샤 공항,0x820EE,11,1,A1,09 2E DD 08 DE 5C A1 DD 10 DD F2
0x81E90,table,table,사류족 마을,사류족 마을,0x81AB6,8,1,A1,34 DD 6E DD 7A A1 45 0D
0x81E94,table,table,물의 신전,물의 신전,0x806D8,5,1,A1,6D 0F A1 3E 4F
0x81E98,table,table,리덴 유적,리덴 유적,0x8146D,7,1,A1,2E DF 20 A1 8A DD 09
0x81E9C,table,table,사라 사막,사라 사막,0x816E1,6,1,A1,34 8F A1 34 DD AB
0x81EA0,table,table,라슈마 암장,라슈마 암장,0x812AC,8,1,A1,8F DD 86 45 A1 DF 6C 56
