member,offset,before,after,region
PSX.EXE,0x80A5A,E9,00,ui_pool
PSX.EXE,0x80A5B,BD,00,ui_pool
PSX.EXE,0x80A5C,9C,00,ui_pool
PSX.EXE,0x80A5D,E1,00,ui_pool
PSX.EXE,0x80A5E,90,00,ui_pool
PSX.EXE,0x80A5F,E0,00,ui_pool
PSX.EXE,0x80A60,9A,00,ui_pool
PSX.EXE,0x80A62,E0,00,ui_pool
PSX.EXE,0x80A63,33,00,ui_pool
PSX.EXE,0x80A64,E0,00,ui_pool
PSX.EXE,0x80A65,9C,00,ui_pool
PSX.EXE,0x80A66,E9,00,ui_pool
PSX.EXE,0x80A67,BD,00,ui_pool
PSX.EXE,0x80A68,9C,00,ui_pool
PSX.EXE,0x80A69,E1,00,ui_pool
PSX.EXE,0x80A6A,90,00,ui_pool
PSX.EXE,0x80A6B,E0,00,ui_pool
PSX.EXE,0x80A6C,9A,00,ui_pool
PSX.EXE,0x80A6E,E0,00,ui_pool
PSX.EXE,0x80A6F,CE,00,ui_pool
PSX.EXE,0x80A70,E0,00,ui_pool
PSX.EXE,0x80A71,A8,00,ui_pool
PSX.EXE,0x80A72,E9,00,ui_pool
PSX.EXE,0x80A73,BD,00,ui_pool
PSX.EXE,0x80A74,9C,00,ui_pool
PSX.EXE,0x80A75,E1,00,ui_pool
PSX.EXE,0x80A76,90,00,ui_pool
PSX.EXE,0x80A77,E0,00,ui_pool
PSX.EXE,0x80A78,9A,00,ui_pool
PSX.EXE,0x80A7A,E9,00,ui_pool
PSX.EXE,0x80A7B,52,00,ui_pool
PSX.EXE,0x80A7C,E0,00,ui_pool
PSX.EXE,0x80A7D,8D,00,ui_pool
PSX.EXE,0x80A7E,E9,00,ui_pool
PSX.EXE,0x80A7F,BD,00,ui_pool
PSX.EXE,0x80A80,9C,00,ui_pool
PSX.EXE,0x80A81,EA,00,ui_pool
PSX.EXE,0x80A82,66,00,ui_pool
PSX.EXE,0x80A84,E9,00,ui_pool
PSX.EXE,0x80A85,52,00,ui_pool
PSX.EXE,0x80A86,E0,00,ui_pool
PSX.EXE,0x80A87,8D,00,ui_pool
PSX.EXE,0x80A88,E9,00,ui_pool
PSX.EXE,0x80A89,BD,00,ui_pool
PSX.EXE,0x80A8A,9C,00,ui_pool
PSX.EXE,0x80A8B,EA,00,ui_pool
PSX.EXE,0x80A8C,4B,00,ui_pool
PSX.EXE,0x80A8E,E9,00,ui_pool
PSX.EXE,0x80A8F,99,00,ui_pool
PSX.EXE,0x80A90,9C,00,ui_pool
PSX.EXE,0x80A91,EA,00,ui_pool
PSX.EXE,0x80A92,66,00,ui_pool
PSX.EXE,0x80A94,E1,A1,ui_pointer
PSX.EXE,0x80A95,AD,B5,ui_pointer
PSX.EXE,0x80A98,F5,68,ui_pointer
PSX.EXE,0x80A99,AD,B6,ui_pointer
PSX.EXE,0x80A9C,09,A8,ui_pointer
PSX.EXE,0x80A9D,AE,BB,ui_pointer
PSX.EXE,0x80AA0,15,D1,ui_pointer
PSX.EXE,0x80AA1,AE,C7,ui_pointer
PSX.EXE,0x80AA4,24,47,ui_pointer
PSX.EXE,0x80AA5,AE,B9,ui_pointer
PSX.EXE,0x80AA8,34,54,ui_pointer
PSX.EXE,0x80AA9,AE,AA,ui_pointer
PSX.EXE,0x80AAC,42,B9,ui_pointer
PSX.EXE,0x80AAD,AE,AD,ui_pointer
PSX.EXE,0x80AB0,4C,EA,ui_pointer
PSX.EXE,0x80AB1,AE,B5,ui_pointer
PSX.EXE,0x80AB4,63,A8,ui_pointer
PSX.EXE,0x80AB5,AE,AA,ui_pointer
PSX.EXE,0x80AB8,72,ED,ui_pointer
PSX.EXE,0x80AB9,AE,B8,ui_pointer
PSX.EXE,0x80ABC,82,14,ui_pointer
PSX.EXE,0x80ABD,AE,BC,ui_pointer
PSX.EXE,0x80AC0,8C,12,ui_pointer
PSX.EXE,0x80AC1,AE,C1,ui_pointer
PSX.EXE,0x80AC4,98,86,ui_pointer
PSX.EXE,0x80AC5,AE,C5,ui_pointer
PSX.EXE,0x80AC8,B4,F1,ui_pointer
PSX.EXE,0x80AC9,AE,B6,ui_pointer
PSX.EXE,0x80ACC,CA,34,ui_pointer
PSX.EXE,0x80ACD,AE,B8,ui_pointer
PSX.EXE,0x80AD0,DD,3F,ui_pointer
PSX.EXE,0x80AD1,AE,B4,ui_pointer
PSX.EXE,0x80AD4,FC,B4,ui_pointer
PSX.EXE,0x80AD5,AE,B7,ui_pointer
PSX.EXE,0x80AD8,8C,12,ui_pointer
PSX.EXE,0x80AD9,AE,C1,ui_pointer
PSX.EXE,0x80ADC,0F,A1,ui_pointer
PSX.EXE,0x80ADD,AF,C8,ui_pointer
PSX.EXE,0x80AE0,1D,94,ui_pointer
PSX.EXE,0x80AE1,AF,C8,ui_pointer
PSX.EXE,0x80AE4,2B,2C,ui_pointer
PSX.EXE,0x80AE5,AF,AB,ui_pointer
PSX.EXE,0x80AE8,38,3A,ui_pointer
PSX.EXE,0x80AE9,AF,C1,ui_pointer
PSX.EXE,0x80AEC,44,37,ui_pointer
PSX.EXE,0x80AED,AF,AC,ui_pointer
PSX.EXE,0x80AF0,51,44,ui_pointer
PSX.EXE,0x80AF1,AF,B8,ui_pointer
PSX.EXE,0x80AF4,68,1A,ui_pointer
PSX.EXE,0x80AF5,AF,C6,ui_pointer
PSX.EXE,0x80AF8,7C,CF,ui_pointer
PSX.EXE,0x80AF9,AF,B8,ui_pointer
PSX.EXE,0x80AFC,8C,A4,ui_pointer
PSX.EXE,0x80AFD,AF,B7,ui_pointer
PSX.EXE,0x80B00,A0,0C,ui_pointer
PSX.EXE,0x80B01,AF,C2,ui_pointer
PSX.EXE,0x80B04,AA,FC,ui_pointer
PSX.EXE,0x80B05,AF,C4,ui_pointer
PSX.EXE,0x80B08,C8,72,ui_pointer
PSX.EXE,0x80B09,AF,B9,ui_pointer
PSX.EXE,0x80B0C,DB,59,ui_pointer
PSX.EXE,0x80B0D,AF,B4,ui_pointer
PSX.EXE,0x80B10,A0,0C,ui_pointer
PSX.EXE,0x80B11,AF,C2,ui_pointer
PSX.EXE,0x80B14,F7,84,ui_pointer
PSX.EXE,0x80B15,AF,BB,ui_pointer
PSX.EXE,0x80B18,01,7A,ui_pointer
PSX.EXE,0x80B19,B0,B6,ui_pointer
PSX.EXE,0x80B1C,15,60,ui_pointer
PSX.EXE,0x80B1D,B0,AA,ui_pointer
PSX.EXE,0x80B20,23,48,ui_pointer
PSX.EXE,0x80B21,B0,AA,ui_pointer
PSX.EXE,0x80B24,31,0A,ui_pointer
PSX.EXE,0x80B25,B0,B4,ui_pointer
PSX.EXE,0x80B28,50,76,ui_pointer
PSX.EXE,0x80B29,B0,AE,ui_pointer
PSX.EXE,0x80B2C,58,3C,ui_pointer
PSX.EXE,0x80B2D,B0,C7,ui_pointer
PSX.EXE,0x80B30,68,20,ui_pointer
PSX.EXE,0x80B31,B0,C7,ui_pointer
PSX.EXE,0x80B34,78,06,ui_pointer
PSX.EXE,0x80B35,B0,BB,ui_pointer
PSX.EXE,0x80B38,84,2F,ui_pointer
PSX.EXE,0x80B39,B0,B5,ui_pointer
PSX.EXE,0x80B3C,99,94,ui_pointer
PSX.EXE,0x80B3D,B0,B7,ui_pointer
PSX.EXE,0x80B40,AF,70,ui_pointer
PSX.EXE,0x80B41,B0,C5,ui_pointer
PSX.EXE,0x80B44,CB,C3,ui_pointer
PSX.EXE,0x80B45,B0,BB,ui_pointer
PSX.EXE,0x80B48,D5,19,ui_pointer
PSX.EXE,0x80B49,B0,C3,ui_pointer
PSX.EXE,0x80B4C,E1,DE,ui_pointer
PSX.EXE,0x80B4D,B0,B8,ui_pointer
PSX.EXE,0x80B50,F1,46,ui_pointer
PSX.EXE,0x80B51,B0,C8,ui_pointer
PSX.EXE,0x80B54,00,25,ui_pointer
PSX.EXE,0x80B55,B1,B4,ui_pointer
PSX.EXE,0x80B58,F1,46,ui_pointer
PSX.EXE,0x80B59,B0,C8,ui_pointer
PSX.EXE,0x80B5C,1E,2E,ui_pointer
PSX.EXE,0x80B5D,B1,C7,ui_pointer
PSX.EXE,0x80B60,A0,0C,ui_pointer
PSX.EXE,0x80B61,AF,C2,ui_pointer
PSX.EXE,0x80B64,A0,0C,ui_pointer
PSX.EXE,0x80B65,AF,C2,ui_pointer
PSX.EXE,0x80B68,A0,0C,ui_pointer
PSX.EXE,0x80B69,AF,C2,ui_pointer
PSX.EXE,0x80B6C,A0,0C,ui_pointer
PSX.EXE,0x80B6D,AF,C2,ui_pointer
PSX.EXE,0x80B70,2E,E0,ui_pointer
PSX.EXE,0x80B71,B1,B6,ui_pointer
PSX.EXE,0x80B74,40,55,ui_pointer
PSX.EXE,0x80B75,B1,B5,ui_pointer
PSX.EXE,0x80B78,56,93,ui_pointer
PSX.EXE,0x80B79,B1,B8,ui_pointer
PSX.EXE,0x80B7C,6A,BE,ui_pointer
PSX.EXE,0x80B7D,B1,B6,ui_pointer
PSX.EXE,0x80B80,7D,BD,ui_pointer
PSX.EXE,0x80B81,B1,BC,ui_pointer
PSX.EXE,0x80B84,87,2C,ui_pointer
PSX.EXE,0x80B85,B1,C5,ui_pointer
PSX.EXE,0x80B88,B4,F1,ui_pointer
PSX.EXE,0x80B89,AE,B6,ui_pointer
PSX.EXE,0x80B8C,A3,F2,ui_pointer
PSX.EXE,0x80B8D,B1,C5,ui_pointer
PSX.EXE,0x80B90,D6,08,ui_pointer
PSX.EXE,0x80B91,AD,AF,ui_pointer
PSX.EXE,0x80B94,DE,DD,ui_pool
PSX.EXE,0x80B95,35,2C,ui_pool
PSX.EXE,0x80B96,E9,55,ui_pool
PSX.EXE,0x80B97,F3,2E,ui_pool
PSX.EXE,0x80B98,E0,A1,ui_pool
PSX.EXE,0x80B99,45,DD,ui_pool
PSX.EXE,0x80B9A,9C,38,ui_pool
PSX.EXE,0x80B9B,DF,17,ui_pool
PSX.EXE,0x80B9C,8A,0C,ui_pool
PSX.EXE,0x80B9D,00,A1,ui_pool
PSX.EXE,0x80B9E,E0,0C,ui_pool
PSX.EXE,0x80B9F,F5,DE,ui_pool
PSX.EXE,0x80BA0,DE,A9,ui_pool
PSX.EXE,0x80BA1,FE,DD,ui_pool
PSX.EXE,0x80BA2,9C,1D,ui_pool
PSX.EXE,0x80BA3,EA,07,ui_pool
PSX.EXE,0x80BA4,0C,01,ui_pool
PSX.EXE,0x80BA5,E9,21,ui_pool
PSX.EXE,0x80BA6,CE,A1,ui_pool
PSX.EXE,0x80BA7,DF,DD,ui_pool
PSX.EXE,0x80BA8,5A,11,ui_pool
PSX.EXE,0x80BA9,00,DD,ui_pool
PSX.EXE,0x80BAA,DF,5F,ui_pool
PSX.EXE,0x80BAB,5A,19,ui_pool
PSX.EXE,0x80BAC,EA,29,ui_pool
PSX.EXE,0x80BAD,3F,54,ui_pool
PSX.EXE,0x80BAE,9C,2D,ui_pool
PSX.EXE,0x80BAF,EA,07,ui_pool
PSX.EXE,0x80BB0,0C,3B,ui_pool
PSX.EXE,0x80BB1,E9,D1,ui_pool
PSX.EXE,0x80BB2,CE,00,ui_pool
PSX.EXE,0x80BB3,DF,DD,ui_pool
PSX.EXE,0x80BB4,5A,85,ui_pool
PSX.EXE,0x80BB5,00,04,ui_pool
PSX.EXE,0x80BB6,DE,A1,ui_pool
PSX.EXE,0x80BB7,83,78,ui_pool
PSX.EXE,0x80BB8,E0,06,ui_pool
PSX.EXE,0x80BB9,14,A1,ui_pool
PSX.EXE,0x80BBA,9C,81,ui_pool
PSX.EXE,0x80BBB,E1,03,ui_pool
PSX.EXE,0x80BBC,E6,02,ui_pool
PSX.EXE,0x80BBD,E9,36,ui_pool
PSX.EXE,0x80BBE,9A,A1,ui_pool
PSX.EXE,0x80BBF,E9,04,ui_pool
PSX.EXE,0x80BC0,4F,3D,ui_pool
PSX.EXE,0x80BC1,00,32,ui_pool
PSX.EXE,0x80BC2,DF,1E,ui_pool
PSX.EXE,0x80BC3,BE,A1,ui_pool
PSX.EXE,0x80BC4,E0,01,ui_pool
PSX.EXE,0x80BC5,85,DD,ui_pool
PSX.EXE,0x80BC6,9C,BF,ui_pool
PSX.EXE,0x80BC7,E9,A1,ui_pool
PSX.EXE,0x80BC8,C0,DD,ui_pool
PSX.EXE,0x80BC9,E9,38,ui_pool
PSX.EXE,0x80BCA,93,17,ui_pool
PSX.EXE,0x80BCB,9C,36,ui_pool
PSX.EXE,0x80BCC,E1,A1,ui_pool
PSX.EXE,0x80BCD,9C,6F,ui_pool
PSX.EXE,0x80BCE,DE,4E,ui_pool
PSX.EXE,0x80BCF,83,8C,ui_pool
PSX.EXE,0x80BD0,00,2C,ui_pool
PSX.EXE,0x80BD1,DF,00,ui_pool
PSX.EXE,0x80BD2,9D,DD,ui_pool
PSX.EXE,0x80BD3,E9,2C,ui_pool
PSX.EXE,0x80BD4,5F,55,ui_pool
PSX.EXE,0x80BD5,E9,2E,ui_pool
PSX.EXE,0x80BD6,D9,A1,ui_pool
PSX.EXE,0x80BD7,9C,DD,ui_pool
PSX.EXE,0x80BD8,EA,38,ui_pool
PSX.EXE,0x80BD9,16,17,ui_pool
PSX.EXE,0x80BDA,DF,36,ui_pool
PSX.EXE,0x80BDB,33,A1,ui_pool
PSX.EXE,0x80BDC,00,6F,ui_pool
PSX.EXE,0x80BDD,E0,1C,ui_pool
PSX.EXE,0x80BDE,E3,A1,ui_pool
PSX.EXE,0x80BDF,E1,DE,ui_pool
PSX.EXE,0x80BE0,EA,2B,ui_pool
PSX.EXE,0x80BE1,9C,35,ui_pool
PSX.EXE,0x80BE2,12,A1,ui_pool
PSX.EXE,0x80BE3,9C,67,ui_pool
PSX.EXE,0x80BE4,E9,DD,ui_pool
PSX.EXE,0x80BE5,85,F7,ui_pool
PSX.EXE,0x80BE6,E9,0D,ui_pool
PSX.EXE,0x80BE7,92,A1,ui_pool
PSX.EXE,0x80BE8,00,DD,ui_pool
PSX.EXE,0x80BE9,E0,55,ui_pool
PSX.EXE,0x80BEA,F7,70,ui_pool
PSX.EXE,0x80BEB,E0,8C,ui_pool
PSX.EXE,0x80BEC,8D,2C,ui_pool
PSX.EXE,0x80BED,9C,00,ui_pool
PSX.EXE,0x80BEE,17,DD,ui_pool
PSX.EXE,0x80BEF,11,47,ui_pool
PSX.EXE,0x80BF0,9C,31,ui_pool
PSX.EXE,0x80BF1,EA,19,ui_pool
PSX.EXE,0x80BF2,16,3A,ui_pool
PSX.EXE,0x80BF3,DF,A1,ui_pool
PSX.EXE,0x80BF4,33,60,ui_pool
PSX.EXE,0x80BF5,00,06,ui_pool
PSX.EXE,0x80BF6,E9,A1,ui_pool
PSX.EXE,0x80BF7,52,DD,ui_pool
PSX.EXE,0x80BF8,DE,29,ui_pool
PSX.EXE,0x80BF9,7C,DD,ui_pool
PSX.EXE,0x80BFA,9C,B2,ui_pool
PSX.EXE,0x80BFB,E9,0E,ui_pool
PSX.EXE,0x80BFC,7B,A1,ui_pool
PSX.EXE,0x80BFD,E9,30,ui_pool
PSX.EXE,0x80BFE,A5,DE,ui_pool
PSX.EXE,0x80BFF,00,6F,ui_pool
PSX.EXE,0x80C00,DD,0D,ui_pool
PSX.EXE,0x80C01,F1,A1,ui_pool
PSX.EXE,0x80C02,DF,34,ui_pool
PSX.EXE,0x80C03,14,DD,ui_pool
PSX.EXE,0x80C04,E9,1A,ui_pool
PSX.EXE,0x80C05,88,DD,ui_pool
PSX.EXE,0x80C06,9C,1D,ui_pool
PSX.EXE,0x80C07,E0,07,ui_pool
PSX.EXE,0x80C08,5B,01,ui_pool
PSX.EXE,0x80C09,EA,00,ui_pool
PSX.EXE,0x80C0A,0C,DD,ui_pool
PSX.EXE,0x80C0B,00,78,ui_pool
PSX.EXE,0x80C0C,E0,DD,ui_pool
PSX.EXE,0x80C0D,8C,40,ui_pool
PSX.EXE,0x80C0E,E9,0F,ui_pool
PSX.EXE,0x80C10,E0,DD,ui_pool
PSX.EXE,0x80C11,8D,29,ui_pool
PSX.EXE,0x80C12,9C,DD,ui_pool
PSX.EXE,0x80C13,E9,B2,ui_pool
PSX.EXE,0x80C14,85,A1,ui_pool
PSX.EXE,0x80C15,E9,4F,ui_pool
PSX.EXE,0x80C16,92,DD,ui_pool
PSX.EXE,0x80C17,00,65,ui_pool
PSX.EXE,0x80C18,E0,A1,ui_pool
PSX.EXE,0x80C19,F7,DE,ui_pool
PSX.EXE,0x80C1A,E0,24,ui_pool
PSX.EXE,0x80C1B,8D,DD,ui_pool
PSX.EXE,0x80C1C,9C,18,ui_pool
PSX.EXE,0x80C1D,13,0C,ui_pool
PSX.EXE,0x80C1E,11,A1,ui_pool
PSX.EXE,0x80C1F,9C,4F,ui_pool
PSX.EXE,0x80C20,EA,DD,ui_pool
PSX.EXE,0x80C21,16,90,ui_pool
PSX.EXE,0x80C22,DF,DD,ui_pool
PSX.EXE,0x80C23,33,83,ui_pool
PSX.EXE,0x80C25,EA,DD,ui_pool
PSX.EXE,0x80C26,2A,0C,ui_pool
PSX.EXE,0x80C27,9C,DD,ui_pool
PSX.EXE,0x80C28,E9,0C,ui_pool
PSX.EXE,0x80C29,7B,DD,ui_pool
PSX.EXE,0x80C2A,E9,42,ui_pool
PSX.EXE,0x80C2B,A5,A1,ui_pool
PSX.EXE,0x80C2C,00,6C,ui_pool
PSX.EXE,0x80C2D,E9,DD,ui_pool
PSX.EXE,0x80C2E,52,E1,ui_pool
PSX.EXE,0x80C2F,DE,A1,ui_pool
PSX.EXE,0x80C30,7C,29,ui_pool
PSX.EXE,0x80C31,9C,A1,ui_pool
PSX.EXE,0x80C32,EA,DE,ui_pool
PSX.EXE,0x80C33,16,27,ui_pool
PSX.EXE,0x80C34,DF,37,ui_pool
PSX.EXE,0x80C35,33,A1,ui_pool
PSX.EXE,0x80C36,00,DD,ui_pool
PSX.EXE,0x80C37,DF,90,ui_pool
PSX.EXE,0x80C38,BE,DD,ui_pool
PSX.EXE,0x80C39,E0,2B,ui_pool
PSX.EXE,0x80C3A,85,A1,ui_pool
PSX.EXE,0x80C3B,9C,7A,ui_pool
PSX.EXE,0x80C3C,E9,DD,ui_pool
PSX.EXE,0x80C3D,C0,9F,ui_pool
PSX.EXE,0x80C3E,E9,00,ui_pool
PSX.EXE,0x80C3F,93,DD,ui_pool
PSX.EXE,0x80C40,9C,66,ui_pool
PSX.EXE,0x80C41,E9,DD,ui_pool
PSX.EXE,0x80C42,85,EF,ui_pool
PSX.EXE,0x80C43,E9,DE,ui_pool
PSX.EXE,0x80C44,92,9E,ui_pool
PSX.EXE,0x80C45,00,A1,ui_pool
PSX.EXE,0x80C46,DF,29,ui_pool
PSX.EXE,0x80C47,DF,A1,ui_pool
PSX.EXE,0x80C49,A5,27,ui_pool
PSX.EXE,0x80C4A,9C,37,ui_pool
PSX.EXE,0x80C4B,E0,A1,ui_pool
PSX.EXE,0x80C4C,5B,DD,ui_pool
PSX.EXE,0x80C4D,EA,90,ui_pool
PSX.EXE,0x80C4E,0C,DD,ui_pool
PSX.EXE,0x80C4F,00,2B,ui_pool
PSX.EXE,0x80C50,DF,A1,ui_pool
PSX.EXE,0x80C51,0A,DE,ui_pool
PSX.EXE,0x80C52,9C,09,ui_pool
PSX.EXE,0x80C53,DF,0C,ui_pool
PSX.EXE,0x80C54,DF,D2,ui_pool
PSX.EXE,0x80C55,DE,A1,ui_pool
PSX.EXE,0x80C56,A5,8B,ui_pool
PSX.EXE,0x80C57,9C,69,ui_pool
PSX.EXE,0x80C58,E0,00,ui_pool
PSX.EXE,0x80C59,5B,DD,ui_pool
PSX.EXE,0x80C5A,EA,09,ui_pool
PSX.EXE,0x80C5B,0C,A1,ui_pool
PSX.EXE,0x80C5C,00,DD,ui_pool
PSX.EXE,0x80C5D,E9,8F,ui_pool
PSX.EXE,0x80C5E,31,DD,ui_pool
PSX.EXE,0x80C5F,E9,1F,ui_pool
PSX.EXE,0x80C60,7B,A1,ui_pool
PSX.EXE,0x80C61,E9,29,ui_pool
PSX.EXE,0x80C62,7D,A1,ui_pool
PSX.EXE,0x80C63,E9,DD,ui_pool
PSX.EXE,0x80C64,BD,43,ui_pool
PSX.EXE,0x80C65,9C,DE,ui_pool
PSX.EXE,0x80C66,E9,6C,ui_pool
PSX.EXE,0x80C67,85,A1,ui_pool
PSX.EXE,0x80C68,DF,09,ui_pool
PSX.EXE,0x80C69,08,03,ui_pool
PSX.EXE,0x80C6A,9C,DD,ui_pool
PSX.EXE,0x80C6B,E0,5E,ui_pool
PSX.EXE,0x80C6C,C3,A1,ui_pool
PSX.EXE,0x80C6D,E9,DE,ui_pool
PSX.EXE,0x80C6E,85,79,ui_pool
PSX.EXE,0x80C6F,9C,DE,ui_pool
PSX.EXE,0x80C70,EA,A9,ui_pool
PSX.EXE,0x80C71,16,00,ui_pool
PSX.EXE,0x80C72,DF,DD,ui_pool
PSX.EXE,0x80C73,33,2C,ui_pool
PSX.EXE,0x80C74,00,55,ui_pool
PSX.EXE,0x80C75,EA,2E,ui_pool
PSX.EXE,0x80C76,2A,A1,ui_pool
PSX.EXE,0x80C77,9C,DD,ui_pool
PSX.EXE,0x80C78,EA,38,ui_pool
PSX.EXE,0x80C79,16,17,ui_pool
PSX.EXE,0x80C7A,DF,0E,ui_pool
PSX.EXE,0x80C7B,33,A1,ui_pool
PSX.EXE,0x80C7C,00,DD,ui_pool
PSX.EXE,0x80C7D,E0,3D,ui_pool
PSX.EXE,0x80C7E,CD,26,ui_pool
PSX.EXE,0x80C7F,E9,A1,ui_pool
PSX.EXE,0x80C80,42,DD,ui_pool
PSX.EXE,0x80C81,DF,10,ui_pool
PSX.EXE,0x80C82,10,DD,ui_pool
PSX.EXE,0x80C83,9C,1B,ui_pool
PSX.EXE,0x80C84,E9,03,ui_pool
PSX.EXE,0x80C85,31,A1,ui_pool
PSX.EXE,0x80C86,E9,71,ui_pool
PSX.EXE,0x80C87,85,2D,ui_pool
PSX.EXE,0x80C88,9C,07,ui_pool
PSX.EXE,0x80C89,E9,01,ui_pool
PSX.EXE,0x80C8A,7B,00,ui_pool
PSX.EXE,0x80C8B,E0,03,ui_pool
PSX.EXE,0x80C8C,E7,DD,ui_pool
PSX.EXE,0x80C8D,00,10,ui_pool
PSX.EXE,0x80C8E,E9,DD,ui_pool
PSX.EXE,0x80C8F,8D,1B,ui_pool
PSX.EXE,0x80C90,E9,A1,ui_pool
PSX.EXE,0x80C91,5C,DD,ui_pool
PSX.EXE,0x80C92,9C,10,ui_pool
PSX.EXE,0x80C93,E9,DD,ui_pool
PSX.EXE,0x80C94,7B,0A,ui_pool
PSX.EXE,0x80C95,E9,4E,ui_pool
PSX.EXE,0x80C96,A5,D5,ui_pool
PSX.EXE,0x80C97,00,A1,ui_pool
PSX.EXE,0x80C98,00,DD,ui_pool
PSX.EXE,0x80C99,00,3C,ui_pool
PSX.EXE,0x80C9A,00,2B,ui_pool
PSX.EXE,0x80C9C,BA,50,ui_pointer
PSX.EXE,0x80C9D,B1,AF,ui_pointer
PSX.EXE,0x80CA0,C1,2D,ui_pointer
PSX.EXE,0x80CA1,B1,BC,ui_pointer
PSX.EXE,0x80CA4,CB,0A,ui_pointer
PSX.EXE,0x80CA5,B1,C0,ui_pointer
PSX.EXE,0x80CA8,D7,22,ui_pointer
PSX.EXE,0x80CA9,B1,C3,ui_pointer
PSX.EXE,0x80CAC,E1,AD,ui_pointer
PSX.EXE,0x80CAD,B1,BC,ui_pointer
PSX.EXE,0x80CB0,9E,12,ui_pointer
PSX.EXE,0x80CB1,AC,B7,ui_pointer
PSX.EXE,0x80CB4,EB,69,ui_pointer
PSX.EXE,0x80CB5,B1,BB,ui_pointer
PSX.EXE,0x80CB8,F5,77,ui_pointer
PSX.EXE,0x80CB9,B1,B0,ui_pointer
PSX.EXE,0x80CBC,FA,7F,ui_pointer
PSX.EXE,0x80CBD,B1,B0,ui_pointer
PSX.EXE,0x80CC0,FF,A5,ui_pointer
PSX.EXE,0x80CC1,B1,BD,ui_pointer
PSX.EXE,0x80CC4,09,B1,ui_pointer
PSX.EXE,0x80CC5,B2,BB,ui_pointer
PSX.EXE,0x80CC8,13,45,ui_pointer
PSX.EXE,0x80CC9,B2,BB,ui_pointer
PSX.EXE,0x80CCC,1D,F1,ui_pointer
PSX.EXE,0x80CCD,B2,AD,ui_pointer
PSX.EXE,0x80CD0,25,B4,ui_pointer
PSX.EXE,0x80CD1,B2,AE,ui_pointer
PSX.EXE,0x80CD4,2C,6B,ui_pointer
PSX.EXE,0x80CD5,B2,B0,ui_pointer
PSX.EXE,0x80CD8,31,D2,ui_pointer
PSX.EXE,0x80CD9,B2,AE,ui_pointer
PSX.EXE,0x80CDC,38,D6,ui_pointer
PSX.EXE,0x80CDD,B2,C0,ui_pointer
PSX.EXE,0x80CE0,44,B2,ui_pointer
PSX.EXE,0x80CE1,B2,AD,ui_pointer
PSX.EXE,0x80CE4,4E,21,ui_pointer
PSX.EXE,0x80CE5,B2,BB,ui_pointer
PSX.EXE,0x80CE8,58,1D,ui_pointer
PSX.EXE,0x80CE9,B2,BD,ui_pointer
PSX.EXE,0x80CEC,62,94,ui_pointer
PSX.EXE,0x80CED,B2,C1,ui_pointer
PSX.EXE,0x80CF0,6E,58,ui_pointer
PSX.EXE,0x80CF1,B2,AC,ui_pointer
PSX.EXE,0x80CF4,7A,CD,ui_pointer
PSX.EXE,0x80CF5,B2,BC,ui_pointer
PSX.EXE,0x80CF8,84,C5,ui_pointer
PSX.EXE,0x80CF9,B2,BC,ui_pointer
PSX.EXE,0x80CFC,94,CC,ui_pointer
PSX.EXE,0x80CFD,B3,BB,ui_pointer
PSX.EXE,0x80D00,8E,56,ui_pointer
PSX.EXE,0x80D01,B2,AF,ui_pointer
PSX.EXE,0x80D04,9E,B2,ui_pointer
PSX.EXE,0x80D05,B3,C1,ui_pointer
PSX.EXE,0x80D08,AA,02,ui_pointer
PSX.EXE,0x80D09,B3,C2,ui_pointer
PSX.EXE,0x80D0C,B6,CC,ui_pointer
PSX.EXE,0x80D0D,B3,C0,ui_pointer
PSX.EXE,0x80D10,D6,08,ui_pointer
PSX.EXE,0x80D11,AD,AF,ui_pointer
PSX.EXE,0x80D14,D6,08,ui_pointer
PSX.EXE,0x80D15,AD,AF,ui_pointer
PSX.EXE,0x80D18,D6,08,ui_pointer
PSX.EXE,0x80D19,AD,AF,ui_pointer
PSX.EXE,0x80D1C,DE,14,ui_pool
PSX.EXE,0x80D1D,92,4D,ui_pool
PSX.EXE,0x80D1E,DE,A1,ui_pool
PSX.EXE,0x80D1F,85,DD,ui_pool
PSX.EXE,0x80D20,E0,38,ui_pool
PSX.EXE,0x80D21,8D,17,ui_pool
PSX.EXE,0x80D22,9C,36,ui_pool
PSX.EXE,0x80D23,E9,A1,ui_pool
PSX.EXE,0x80D24,C0,34,ui_pool
PSX.EXE,0x80D25,E9,DD,ui_pool
PSX.EXE,0x80D26,93,1A,ui_pool
PSX.EXE,0x80D27,9C,19,ui_pool
PSX.EXE,0x80D28,E9,29,ui_pool
PSX.EXE,0x80D29,85,54,ui_pool
PSX.EXE,0x80D2A,E9,2D,ui_pool
PSX.EXE,0x80D2B,92,07,ui_pool
PSX.EXE,0x80D2C,00,3B,ui_pool
PSX.EXE,0x80D2D,DE,D1,ui_pool
PSX.EXE,0x80D2E,92,00,ui_pool
PSX.EXE,0x80D2F,DE,1C,ui_pool
PSX.EXE,0x80D30,85,DD,ui_pool
PSX.EXE,0x80D31,9C,A9,ui_pool
PSX.EXE,0x80D32,E0,A1,ui_pool
PSX.EXE,0x80D33,8C,DD,ui_pool
PSX.EXE,0x80D34,E9,10,ui_pool
PSX.EXE,0x80D35,A1,DD,ui_pool
PSX.EXE,0x80D36,9C,0A,ui_pool
