member,offset,before,after,purpose
COMM.IMG,0x9A5F,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A62,22,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A63,44,74,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A64,44,03,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A65,44,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A66,44,91,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A67,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A69,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A6A,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A6B,00,77,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A6C,00,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A6D,00,B3,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A6E,00,2B,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A73,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A74,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DD3,00,E6,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DD4,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DD6,00,CC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DDA,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DDB,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DDD,00,20,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DDE,00,0E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DE2,22,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DE3,44,74,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DE4,00,03,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DE6,00,91,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DE9,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DEA,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DEB,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DED,00,80,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DEE,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DF3,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9DF4,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA153,00,64,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA154,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA155,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA156,00,6E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA15A,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA15B,00,32,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA15C,00,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA15D,00,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA15E,00,13,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA15F,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA162,20,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA163,62,40,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA164,66,77,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA165,66,77,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA166,46,67,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA167,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA16A,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA16B,00,71,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA16C,00,77,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA16D,00,F7,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA16E,00,67,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA174,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA175,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA176,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0xA177,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A3A9,00,C8,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A3AA,00,CC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A3AB,00,CC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A3AC,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A3AD,00,C4,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A3AE,00,8C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A729,00,20,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A72A,10,12,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A72B,01,89,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A72D,00,40,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2A72E,00,8C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AAA9,01,63,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AAAA,11,77,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AAAB,01,CD,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AAAC,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AAAD,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AAAE,00,8C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AE29,11,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AE2A,11,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AE2B,01,89,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AE2D,00,40,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AE2E,00,8C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2AE2F,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B1A9,11,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B1AA,11,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B1AB,01,89,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B1AD,00,40,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B1AE,00,8C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B529,10,30,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B52A,10,92,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B52B,01,09,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B52D,00,40,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B52E,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B8A9,00,20,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B8AA,10,92,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B8AB,01,09,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2B8AE,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2BC29,00,EC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2BC2A,10,DE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2BC2B,01,CD,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2BC2C,00,CC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2BC2D,00,4C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2BC2E,00,4C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2BC2F,00,04,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C329,00,60,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C32A,10,56,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C32B,01,89,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C32C,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C32D,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C32E,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C6A9,00,20,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C6AA,10,56,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2C6AE,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2CA2A,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2CA2B,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2CA2C,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2CA2D,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2CA2E,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2CDAA,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2CDAB,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D12A,00,40,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D12B,00,C4,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D12C,00,CC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D12D,00,CC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D12E,00,8C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D831,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D832,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D833,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D838,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D839,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D83A,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D83B,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D83C,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D841,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D842,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D843,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D849,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D84A,33,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D84B,40,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2D84C,04,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB0,F0,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB1,FF,41,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB2,FF,65,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB3,0F,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB4,80,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB5,78,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB6,FF,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB7,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB8,A0,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBB9,FE,43,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBBA,FF,65,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBBB,FF,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBBC,17,19,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBBD,F1,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBBE,EF,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC0,30,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC1,F7,41,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC2,FF,65,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC3,FF,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC4,DC,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC5,AD,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC6,7F,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC7,05,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC8,30,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBC9,73,41,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBCA,FF,65,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBCB,77,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBCC,C7,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBCD,7C,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBCE,BF,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DBCF,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF30,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF31,FF,54,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF32,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF33,00,91,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF34,00,1A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF35,88,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF36,F7,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF37,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF38,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF39,EA,54,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF3A,95,76,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF3B,08,98,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF3C,00,1A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF3E,EE,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF40,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF41,73,54,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF42,B4,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF43,4B,91,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF44,84,1A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF45,5D,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF46,72,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF47,05,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF48,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF49,30,54,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF4A,FB,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF4B,47,91,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF4C,44,1A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF4D,8C,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF4E,B3,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2DF4F,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B0,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B1,FF,65,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B2,FF,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B3,0F,A1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B4,00,1B,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B5,88,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B6,F7,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B7,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B8,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2B9,EA,15,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2BA,F7,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2BB,7F,A1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2BC,17,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2BD,11,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2BE,EF,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C0,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C1,73,65,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C2,B4,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C3,4B,A1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C4,84,1B,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C5,5D,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C6,72,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C7,05,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C8,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2C9,33,65,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2CA,CC,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2CB,33,A1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2CC,20,1B,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2CD,EE,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2CE,B3,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E2CF,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E630,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E631,FF,76,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E632,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E633,80,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E634,F8,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E635,FF,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E636,F7,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E637,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E638,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E639,EA,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E63A,95,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E63B,08,1A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E63E,EE,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E63F,88,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E640,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E641,73,76,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E642,B4,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E643,4B,B1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E644,E4,1C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E645,7F,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E646,73,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E647,05,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E648,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E649,B3,76,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E64A,CC,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E64B,BB,B1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E64C,88,1C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E64D,CC,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E64E,B3,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E64F,19,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B0,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B1,FF,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B2,00,A9,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B3,00,CB,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B4,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B5,88,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B6,F7,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B7,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9B9,E8,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9BA,B6,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9BB,3B,1B,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9BC,13,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9BD,11,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9BE,EF,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9C1,F3,81,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9C2,BC,A9,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9C4,8C,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9C5,DD,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9C6,7A,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9C7,05,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9C8,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9C9,BB,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9CA,40,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9CB,FF,C1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9CC,64,1C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9CD,AE,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9CE,B3,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2E9CF,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED30,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED31,F0,98,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED32,FF,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED33,FF,D1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED34,00,1E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED35,88,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED36,F7,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED37,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED38,80,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED39,88,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED3A,CC,B1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED3B,DC,1C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED3C,45,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED3E,EE,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED40,30,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED41,77,98,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED42,77,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED43,F7,D1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED44,4C,1E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED45,55,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED46,72,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED47,05,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED48,80,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED49,38,91,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED4A,33,BA,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED4B,83,DC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED4C,08,1D,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED4D,88,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED4E,B3,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2ED4F,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0B0,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0B1,00,A9,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0B2,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0B3,00,E1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0B4,00,1F,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0B5,88,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0B6,F7,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0B7,08,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0BA,20,C1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0BB,12,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0BC,01,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0BE,EE,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0C0,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0C1,00,A9,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0C2,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0C3,80,E1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x2F0C4,08,1F,relocate_text_planes_and_restore_native_damage_texture
