File LBA log generated by MKPSXISO v2.30

Image bin file: "E:\arc\arc1_v189_dialogue_timing_choice_rows_DA219F8F.bin"
Image cue file: "E:\arc\arc1_v189_dialogue_timing_choice_rows_DA219F8F.cue"

File System:

     Type |     Name     | Length |  LBA  | Timecode |   Bytes   |    Source File
      File |SC091.IMG     |158     |47645  |10:37:20  |323584     |out/C1/SC091.IMG
     End  |C1            |        |       |          |           |
     Dir  |C2            |        |47803  |10:39:28  |           |
      File |SC0A1.DAT     |149     |47804  |10:39:29  |305152     |out/C2/SC0A1.DAT
      File |SC0A1.IMG     |158     |47953  |10:41:28  |323584     |out/C2/SC0A1.IMG
      File |SC0B1.DAT     |149     |48111  |10:43:36  |305152     |out/C2/SC0B1.DAT
      File |SC0B1.IMG     |158     |48260  |10:45:35  |323584     |out/C2/SC0B1.IMG
      File |SC0B2.DAT     |149     |48418  |10:47:43  |305152     |out/C2/SC0B2.DAT
      File |SC0B2.IMG     |158     |48567  |10:49:42  |323584     |out/C2/SC0B2.IMG
      File |SC0B3.DAT     |149     |48725  |10:51:50  |305152     |out/C2/SC0B3.DAT
      File |SC0B3.IMG     |158     |48874  |10:53:49  |323584     |out/C2/SC0B3.IMG
      File |SC0B4.DAT     |149     |49032  |10:55:57  |305152     |out/C2/SC0B4.DAT
      File |SC0B4.IMG     |158     |49181  |10:57:56  |323584     |out/C2/SC0B4.IMG
      File |SC0B5.DAT     |149     |49339  |10:59:64  |305152     |out/C2/SC0B5.DAT
      File |SC0B5.IMG     |158     |49488  |11:01:63  |323584     |out/C2/SC0B5.IMG
      File |SC0B6.DAT     |149     |49646  |11:03:71  |305152     |out/C2/SC0B6.DAT
      File |SC0B6.IMG     |158     |49795  |11:05:70  |323584     |out/C2/SC0B6.IMG
      File |SC0C1.DAT     |149     |49953  |11:08:03  |305152     |out/C2/SC0C1.DAT
      File |SC0C1.IMG     |158     |50102  |11:10:02  |323584     |out/C2/SC0C1.IMG
     End  |C2            |        |       |          |           |
     Dir  |D             |        |50260  |11:12:10  |           |
      File |SD011.DAT     |149     |50261  |11:12:11  |305152     |out/D/SD011.DAT
      File |SD011.IMG     |158     |50410  |11:14:10  |323584     |out/D/SD011.IMG
      File |SD012.DAT     |149     |50568  |11:16:18  |305152     |out/D/SD012.DAT
      File |SD012.IMG     |158     |50717  |11:18:17  |323584     |out/D/SD012.IMG
      File |SD013.DAT     |149     |50875  |11:20:25  |305152     |out/D/SD013.DAT
      File |SD013.IMG     |96      |51024  |11:22:24  |196608     |out/D/SD013.IMG
      File |SD014.DAT     |149     |51120  |11:23:45  |305152     |out/D/SD014.DAT
      File |SD014.IMG     |96      |51269  |11:25:44  |196608     |out/D/SD014.IMG
      File |SD015.DAT     |149     |51365  |11:26:65  |305152     |out/D/SD015.DAT
      File |SD015.IMG     |158     |51514  |11:28:64  |323584     |out/D/SD015.IMG
      File |SD021.DAT     |149     |51672  |11:30:72  |305152     |out/D/SD021.DAT
      File |SD021.IMG     |158     |51821  |11:32:71  |323584     |out/D/SD021.IMG
      File |SD031.DAT     |149     |51979  |11:35:04  |305152     |out/D/SD031.DAT
      File |SD031.IMG     |158     |52128  |11:37:03  |323584     |out/D/SD031.IMG
      File |SD041.DAT     |149     |52286  |11:39:11  |305152     |out/D/SD041.DAT
      File |SD041.IMG     |156     |52435  |11:41:10  |319488     |out/D/SD041.IMG
      File |SD051.DAT     |149     |52591  |11:43:16  |305152     |out/D/SD051.DAT
      File |SD061.DAT     |149     |52740  |11:45:15  |305152     |out/D/SD061.DAT
      File |SD071.DAT     |149     |52889  |11:47:14  |305152     |out/D/SD071.DAT
      File |SD071.IMG     |158     |53038  |11:49:13  |323584     |out/D/SD071.IMG
     End  |D             |        |       |          |           |
     Dir  |E1            |        |53196  |11:51:21  |           |
      File |SE01.IMG      |158     |53197  |11:51:22  |323584     |out/E1/SE01.IMG
      File |SE011.DAT     |149     |53355  |11:53:30  |305152     |out/E1/SE011.DAT
      File |SE012.DAT     |149     |53504  |11:55:29  |305152     |out/E1/SE012.DAT
      File |SE013.DAT     |149     |53653  |11:57:28  |305152     |out/E1/SE013.DAT
      File |SE014.DAT     |149     |53802  |11:59:27  |305152     |out/E1/SE014.DAT
      File |SE015.DAT     |149     |53951  |12:01:26  |305152     |out/E1/SE015.DAT
      File |SE016.DAT     |149     |54100  |12:03:25  |305152     |out/E1/SE016.DAT
      File |SE017.DAT     |149     |54249  |12:05:24  |305152     |out/E1/SE017.DAT
      File |SE018.DAT     |149     |54398  |12:07:23  |305152     |out/E1/SE018.DAT
      File |SE019.DAT     |149     |54547  |12:09:22  |305152     |out/E1/SE019.DAT
      File |SE01A.DAT     |149     |54696  |12:11:21  |305152     |out/E1/SE01A.DAT
     End  |E1            |        |       |          |           |
     Dir  |E2            |        |54845  |12:13:20  |           |
      File |SE02.IMG      |158     |54846  |12:13:21  |323584     |out/E2/SE02.IMG
      File |SE021.DAT     |149     |55004  |12:15:29  |305152     |out/E2/SE021.DAT
      File |SE022.DAT     |149     |55153  |12:17:28  |305152     |out/E2/SE022.DAT
      File |SE023.DAT     |149     |55302  |12:19:27  |305152     |out/E2/SE023.DAT
      File |SE024.DAT     |149     |55451  |12:21:26  |305152     |out/E2/SE024.DAT
      File |SE025.DAT     |149     |55600  |12:23:25  |305152     |out/E2/SE025.DAT
      File |SE026.DAT     |149     |55749  |12:25:24  |305152     |out/E2/SE026.DAT
      File |SE027.DAT     |149     |55898  |12:27:23  |305152     |out/E2/SE027.DAT
      File |SE028.DAT     |149     |56047  |12:29:22  |305152     |out/E2/SE028.DAT
      File |SE029.DAT     |149     |56196  |12:31:21  |305152     |out/E2/SE029.DAT
      File |SE02A.DAT     |149     |56345  |12:33:20  |305152     |out/E2/SE02A.DAT
     End  |E2            |        |       |          |           |
     Dir  |E3            |        |56494  |12:35:19  |           |
      File |SE03.IMG      |158     |56495  |12:35:20  |323584     |out/E3/SE03.IMG
      File |SE031.DAT     |149     |56653  |12:37:28  |305152     |out/E3/SE031.DAT
      File |SE032.DAT     |149     |56802  |12:39:27  |305152     |out/E3/SE032.DAT
      File |SE033.DAT     |149     |56951  |12:41:26  |305152     |out/E3/SE033.DAT
      File |SE034.DAT     |149     |57100  |12:43:25  |305152     |out/E3/SE034.DAT
      File |SE035.DAT     |149     |57249  |12:45:24  |305152     |out/E3/SE035.DAT
      File |SE036.DAT     |149     |57398  |12:47:23  |305152     |out/E3/SE036.DAT
      File |SE037.DAT     |149     |57547  |12:49:22  |305152     |out/E3/SE037.DAT
      File |SE038.DAT     |149     |57696  |12:51:21  |305152     |out/E3/SE038.DAT
      File |SE039.DAT     |149     |57845  |12:53:20  |305152     |out/E3/SE039.DAT
      File |SE03A.DAT     |149     |57994  |12:55:19  |305152     |out/E3/SE03A.DAT
     End  |E3            |        |       |          |           |
     Dir  |E4            |        |58143  |12:57:18  |           |
      File |SE04.IMG      |158     |58144  |12:57:19  |323584     |out/E4/SE04.IMG
      File |SE041.DAT     |149     |58302  |12:59:27  |305152     |out/E4/SE041.DAT
      File |SE042.DAT     |149     |58451  |13:01:26  |305152     |out/E4/SE042.DAT
      File |SE043.DAT     |149     |58600  |13:03:25  |305152     |out/E4/SE043.DAT
      File |SE044.DAT     |149     |58749  |13:05:24  |305152     |out/E4/SE044.DAT
      File |SE045.DAT     |149     |58898  |13:07:23  |305152     |out/E4/SE045.DAT
      File |SE046.DAT     |149     |59047  |13:09:22  |305152     |out/E4/SE046.DAT
      File |SE047.DAT     |149     |59196  |13:11:21  |305152     |out/E4/SE047.DAT
      File |SE048.DAT     |149     |59345  |13:13:20  |305152     |out/E4/SE048.DAT
      File |SE049.DAT     |149     |59494  |13:15:19  |305152     |out/E4/SE049.DAT
      File |SE04A.DAT     |149     |59643  |13:17:18  |305152     |out/E4/SE04A.DAT
     End  |E4            |        |       |          |           |
     Dir  |E5            |        |59792  |13:19:17  |           |
      File |SE05.IMG      |158     |59793  |13:19:18  |323584     |out/E5/SE05.IMG
      File |SE051.DAT     |149     |59951  |13:21:26  |305152     |out/E5/SE051.DAT
      File |SE052.DAT     |149     |60100  |13:23:25  |305152     |out/E5/SE052.DAT
      File |SE053.DAT     |149     |60249  |13:25:24  |305152     |out/E5/SE053.DAT
      File |SE054.DAT     |149     |60398  |13:27:23  |305152     |out/E5/SE054.DAT
      File |SE055.DAT     |149     |60547  |13:29:22  |305152     |out/E5/SE055.DAT
      File |SE056.DAT     |149     |60696  |13:31:21  |305152     |out/E5/SE056.DAT
      File |SE057.DAT     |149     |60845  |13:33:20  |305152     |out/E5/SE057.DAT
      File |SE058.DAT     |149     |60994  |13:35:19  |305152     |out/E5/SE058.DAT
      File |SE059.DAT     |149     |61143  |13:37:18  |305152     |out/E5/SE059.DAT
      File |SE05A.DAT     |149     |61292  |13:39:17  |305152     |out/E5/SE05A.DAT
     End  |E5            |        |       |          |           |
     Dir  |F             |        |61441  |13:41:16  |           |
      File |SF011.DAT     |149     |61442  |13:41:17  |305152     |out/F/SF011.DAT
      File |SF011.IMG     |158     |61591  |13:43:16  |323584     |out/F/SF011.IMG
      File |SF021.DAT     |149     |61749  |13:45:24  |305152     |out/F/SF021.DAT
      File |SF021.IMG     |158     |61898  |13:47:23  |323584     |out/F/SF021.IMG
      File |SF031.DAT     |149     |62056  |13:49:31  |305152     |out/F/SF031.DAT
      File |SF031.IMG     |158     |62205  |13:51:30  |323584     |out/F/SF031.IMG
      File |SF041.DAT     |149     |62363  |13:53:38  |305152     |out/F/SF041.DAT
      File |SF041.IMG     |158     |62512  |13:55:37  |323584     |out/F/SF041.IMG
      File |SF051.DAT     |149     |62670  |13:57:45  |305152     |out/F/SF051.DAT
      File |SF051.IMG     |96      |62819  |13:59:44  |196608     |out/F/SF051.IMG
      File |SF061.DAT     |149     |62915  |14:00:65  |305152     |out/F/SF061.DAT
      File |SF061.IMG     |158     |63064  |14:02:64  |323584     |out/F/SF061.IMG
      File |SF071.DAT     |149     |63222  |14:04:72  |305152     |out/F/SF071.DAT
      File |SF071.IMG     |158     |63371  |14:06:71  |323584     |out/F/SF071.IMG
      File |SF081.DAT     |149     |63529  |14:09:04  |305152     |out/F/SF081.DAT
      File |SF081.IMG     |158     |63678  |14:11:03  |323584     |out/F/SF081.IMG
      File |SF091.DAT     |149     |63836  |14:13:11  |305152     |out/F/SF091.DAT
      File |SF091.IMG     |158     |63985  |14:15:10  |323584     |out/F/SF091.IMG
      File |SF0A1.DAT     |149     |64143  |14:17:18  |305152     |out/F/SF0A1.DAT
      File |SF0A1.IMG     |158     |64292  |14:19:17  |323584     |out/F/SF0A1.IMG
      File |SF0B1.DAT     |149     |64450  |14:21:25  |305152     |out/F/SF0B1.DAT
      File |SF0B1.IMG     |96      |64599  |14:23:24  |196608     |out/F/SF0B1.IMG
      File |SF0C1.DAT     |149     |64695  |14:24:45  |305152     |out/F/SF0C1.DAT
      File |SF0C1.IMG     |158     |64844  |14:26:44  |323584     |out/F/SF0C1.IMG
      File |SF0D1.DAT     |149     |65002  |14:28:52  |305152     |out/F/SF0D1.DAT
      File |SF0D1.IMG     |158     |65151  |14:30:51  |323584     |out/F/SF0D1.IMG
      File |SF0E1.DAT     |149     |65309  |14:32:59  |305152     |out/F/SF0E1.DAT
      File |SF0E1.IMG     |158     |65458  |14:34:58  |323584     |out/F/SF0E1.IMG
      File |SF0F1.DAT     |149     |65616  |14:36:66  |305152     |out/F/SF0F1.DAT
      File |SF0F1.IMG     |158     |65765  |14:38:65  |323584     |out/F/SF0F1.IMG
      File |SF0H1.IMG     |158     |65923  |14:40:73  |323584     |out/F/SF0H1.IMG
     End  |F             |        |       |          |           |
     Dir  |MAP           |        |66081  |14:43:06  |           |
      File |AREA0BG.DAT   |17      |66082  |14:43:07  |33280      |out/MAP/AREA0BG.DAT
      File |AREA0MAP.DAT  |95      |66099  |14:43:24  |193536     |out/MAP/AREA0MAP.DAT
      File |AREA1BG.DAT   |17      |66194  |14:44:44  |33280      |out/MAP/AREA1BG.DAT
      File |AREA1MAP.DAT  |95      |66211  |14:44:61  |193536     |out/MAP/AREA1MAP.DAT
      File |AREA2BG.DAT   |17      |66306  |14:46:06  |33280      |out/MAP/AREA2BG.DAT
      File |AREA2MAP.DAT  |95      |66323  |14:46:23  |193536     |out/MAP/AREA2MAP.DAT
      File |AREA3BG.DAT   |17      |66418  |14:47:43  |33280      |out/MAP/AREA3BG.DAT
      File |AREA3MAP.DAT  |95      |66435  |14:47:60  |193536     |out/MAP/AREA3MAP.DAT
      File |AREA4BG.DAT   |17      |66530  |14:49:05  |33280      |out/MAP/AREA4BG.DAT
      File |AREA4MAP.DAT  |95      |66547  |14:49:22  |193536     |out/MAP/AREA4MAP.DAT
      File |AREA5MAP.DAT  |95      |66642  |14:50:42  |193536     |out/MAP/AREA5MAP.DAT
      File |AREA6MAP.DAT  |95      |66737  |14:51:62  |193536     |out/MAP/AREA6MAP.DAT
      File |SMAP.DAT      |149     |66832  |14:53:07  |305152     |out/MAP/SMAP.DAT
      File |WORLDMAP.DAT  |143     |66981  |14:55:06  |292864     |out/MAP/WORLDMAP.DAT
     End  |MAP           |        |       |          |           |
     Dir  |XA            |        |67124  |14:56:74  |           |
        XA |ARC1.XA       |624     |67126  |14:57:01  |1457664    |out/XA/ARC1.XA
        XA |ARC2.XA       |592     |67750  |15:05:25  |1382912    |out/XA/ARC2.XA
        XA |ARC3.XA       |688     |68342  |15:13:17  |1607168    |out/XA/ARC3.XA
        XA |ARC4.XA       |432     |69030  |15:22:30  |1009152    |out/XA/ARC4.XA
        XA |ARC5.XA       |560     |69462  |15:28:12  |1308160    |out/XA/ARC5.XA
        XA |ARC6.XA       |1984    |70022  |15:35:47  |4634624    |out/XA/ARC6.XA
        XA |CHONG1.XA     |640     |72006  |16:02:06  |1495040    |out/XA/CHONG1.XA
        XA |CHONG2.XA     |560     |72646  |16:10:46  |1308160    |out/XA/CHONG2.XA
        XA |CHONG3.XA     |528     |73206  |16:18:06  |1233408    |out/XA/CHONG3.XA
        XA |CHONG4.XA     |560     |73734  |16:25:09  |1308160    |out/XA/CHONG4.XA
        XA |CHONG5.XA     |1096    |74294  |16:32:44  |2560256    |out/XA/CHONG5.XA
        XA |CHONG6.XA     |728     |75390  |16:47:15  |1700608    |out/XA/CHONG6.XA
        XA |GORGEN1.XA    |720     |76118  |16:56:68  |1681920    |out/XA/GORGEN1.XA
        XA |GORGEN2.XA    |672     |76838  |17:06:38  |1569792    |out/XA/GORGEN2.XA
        XA |GORGEN3.XA    |880     |77510  |17:15:35  |2055680    |out/XA/GORGEN3.XA
        XA |GORGEN4.XA    |832     |78390  |17:27:15  |1943552    |out/XA/GORGEN4.XA
        XA |GORGEN5.XA    |816     |79222  |17:38:22  |1906176    |out/XA/GORGEN5.XA
        XA |GORGEN6.XA    |1104    |80038  |17:49:13  |2578944    |out/XA/GORGEN6.XA
        XA |GORGEN7.XA    |1616    |81142  |18:03:67  |3774976    |out/XA/GORGEN7.XA
        XA |IGA1.XA       |496     |82758  |18:25:33  |1158656    |out/XA/IGA1.XA
        XA |IGA2.XA       |528     |83254  |18:32:04  |1233408    |out/XA/IGA2.XA
        XA |IGA3.XA       |368     |83782  |18:39:07  |859648     |out/XA/IGA3.XA
        XA |IGA4.XA       |1104    |84150  |18:44:00  |2578944    |out/XA/IGA4.XA
        XA |IGA5.XA       |1080    |85254  |18:58:54  |2522880    |out/XA/IGA5.XA
        XA |KUKURU1.XA    |672     |86334  |19:13:09  |1569792    |out/XA/KUKURU1.XA
        XA |KUKURU2.XA    |752     |87006  |19:22:06  |1756672    |out/XA/KUKURU2.XA
        XA |KUKURU3.XA    |608     |87758  |19:32:08  |1420288    |out/XA/KUKURU3.XA
        XA |KUKURU4.XA    |672     |88366  |19:40:16  |1569792    |out/XA/KUKURU4.XA
        XA |KUKURU5.XA    |592     |89038  |19:49:13  |1382912    |out/XA/KUKURU5.XA
        XA |KUKURU6.XA    |1104    |89630  |19:57:05  |2578944    |out/XA/KUKURU6.XA
        XA |KUKURU7.XA    |1328    |90734  |20:11:59  |3102208    |out/XA/KUKURU7.XA
        XA |POKO1.XA      |560     |92062  |20:29:37  |1308160    |out/XA/POKO1.XA
        XA |POKO2.XA      |512     |92622  |20:36:72  |1196032    |out/XA/POKO2.XA
        XA |POKO3.XA      |672     |93134  |20:43:59  |1569792    |out/XA/POKO3.XA
        XA |POKO4.XA      |560     |93806  |20:52:56  |1308160    |out/XA/POKO4.XA
        XA |POKO5.XA      |512     |94366  |21:00:16  |1196032    |out/XA/POKO5.XA
        XA |POKO6.XA      |1096    |94878  |21:07:03  |2560256    |out/XA/POKO6.XA
        XA |POKO7.XA      |1600    |95974  |21:21:49  |3737600    |out/XA/POKO7.XA
        XA |TOSH1.XA      |640     |97574  |21:42:74  |1495040    |out/XA/TOSH1.XA
        XA |TOSH2.XA      |560     |98214  |21:51:39  |1308160    |out/XA/TOSH2.XA
        XA |TOSH3.XA      |688     |98774  |21:58:74  |1607168    |out/XA/TOSH3.XA
        XA |TOSH4.XA      |592     |99462  |22:08:12  |1382912    |out/XA/TOSH4.XA
        XA |TOSH5.XA      |784     |100054 |22:16:04  |1831424    |out/XA/TOSH5.XA
        XA |TOSH6.XA      |1104    |100838 |22:26:38  |2578944    |out/XA/TOSH6.XA
        XA |XEVENT1.XA    |7480    |101942 |22:41:17  |17473280   |out/XA/XEVENT1.XA
        XA |XEVENT2.XA    |1208    |109422 |24:20:72  |2821888    |out/XA/XEVENT2.XA
        XA |XEVENT3.XA    |776     |110630 |24:37:05  |1812736    |out/XA/XEVENT3.XA
        XA |XEVENT4.XA    |544     |111406 |24:47:31  |1270784    |out/XA/XEVENT4.XA
        XA |XEVENT5.XA    |3048    |111950 |24:54:50  |7120128    |out/XA/XEVENT5.XA
        XA |XXBGM.XA      |28992   |114998 |25:35:23  |67725312   |out/XA/XXBGM.XA
     End  |XA            |        |       |          |           |
     Dir  |XMV           |        |143990 |32:01:65  |           |
        XA |OPEN.STR      |22200   |143991 |32:01:66  |51859200   |out/XMV/OPEN.STR
        XA |S304.STR      |4511    |166191 |36:57:66  |10537696   |out/XMV/S304.STR
        XA |S904.STR      |1959    |170702 |37:58:02  |4576224    |out/XMV/S904.STR
        XA |SB03.STR      |2590    |172661 |38:24:11  |6050240    |out/XMV/SB03.STR
      File |SC071.STR     |2250    |175251 |38:58:51  |4608000    |out/XMV/SC071.STR
      File |SC072.STR     |2250    |177501 |39:28:51  |4608000    |out/XMV/SC072.STR
        XA |YEND.STR      |67800   |179751 |39:58:51  |158380800  |out/XMV/YEND.STR
        XA |YONE.STR      |20930   |247551 |55:02:51  |48892480   |out/XMV/YONE.STR
     End  |XMV           |        |       |          |           |
    Dummy |<DUMMY>       |150     |268768 |59:45:43  |307200     |
