pointer,original_target,known,original_links,current_pointer,current_text,unknown,error,status
0x8122C,0x810A4,True,"[[""skill_name:27"", 0]]",0x8019C8E2,다이아몬드 더스트,,,CATALOGED
0x81230,0x810B0,True,"[[""skill_name:28"", 0]]",0x8019C02B,윈드 슬래셔,,,CATALOGED
0x81234,0x810BC,True,"[[""skill_name:29"", 0]]",0x8019BDB5,히트 월,,,CATALOGED
0x81238,0x810C8,True,"[[""skill_name:30"", 0]]",0x8019BC0B,썬더 스톰,,,CATALOGED
0x8123C,0x810D4,True,"[[""skill_name:31"", 0]]",0x8019BBF0,텔레포트,,,CATALOGED
0x81240,0x810DC,True,"[[""skill_name:32"", 0]]",0x8019AFB4,심안법,,,CATALOGED
0x81244,0x810E4,True,"[[""skill_name:33"", 0]]",0x8019BE45,퇴마광탄,,,CATALOGED
0x81248,0x810F0,True,"[[""skill_name:34"", 0]]",0x8019BB2A,선풍격축,,,CATALOGED
0x8124C,0x810F8,True,"[[""skill_name:35"", 0]]",0x8019AEF0,유성폭,,,CATALOGED
0x81250,0x81100,True,"[[""skill_name:36"", 0]]",0x8019C23E,귀신류영파,,,CATALOGED
0x81254,0x8110C,True,"[[""skill_name:37"", 0]]",0x8019BDFD,멸장열파,,,CATALOGED
0x81258,0x81118,True,"[[""skill_name:38"", 0]]",0x8019B013,케락,,,CATALOGED
0x8125C,0x81120,True,"[[""skill_name:39"", 0]]",0x8019AF91,모프리,,,CATALOGED
0x81260,0x81128,True,"[[""skill_name:40"", 0]]",0x8019AF38,후우진,,,CATALOGED
0x81264,0x81130,True,"[[""skill_name:41"", 0]]",0x8019AFAA,라이진,,,CATALOGED
0x81268,0x81138,True,"[[""skill_name:42"", 0]]",0x8019B004,헤모지,,,CATALOGED
0x8126C,0x81140,True,"[[""skill_name:43"", 0]]",0x8019B03F,오톤,,,CATALOGED
0x81270,0x81144,True,"[[""skill_name:44"", 0]]",0x8019B0AA,조사,,,CATALOGED
0x81274,0x8114C,True,"[[""skill_name:45"", 0]]",0x8019B033,초코,,,CATALOGED
0x81278,0x81150,True,"[[""skill_name:46"", 0]]",0x8019B053,회복,,,CATALOGED
0x8127C,0x81154,True,"[[""skill_name:47"", 0]]",0x8019BE55,다리 만들기,,,CATALOGED
0x81280,0x8115C,True,"[[""skill_name:48"", 0]]",0x8019AE61,풍뢰파,,,CATALOGED
0x81284,0x81164,True,"[[""skill_name:49"", 0]]",0x8019AE61,풍뢰파,,,CATALOGED
0x81288,0x8116C,True,"[[""skill_name:50"", 0]]",0x8019B083,빙의,,,CATALOGED
0x8128C,0x81174,True,"[[""skill_name:51"", 0]]",0x8019C14E,폭렬 수리검,,,CATALOGED
0x81290,0x81180,True,"[[""skill_name:52"", 0]]",0x8019B027,자폭,,,CATALOGED
0x81294,0x81184,True,"[[""skill_name:53"", 0]]",0x8019B964,지옥으로 가는 계단,,,CATALOGED
0x81298,0x81190,True,"[[""skill_name:54"", 0]]",0x8019C2AD,사방 공격,,,CATALOGED
0x8129C,0x81198,True,"[[""skill_name:55"", 0]]",0x8019AE7D,염뢰붕,,,CATALOGED
0x812A0,0x811A0,True,"[[""skill_name:56"", 0]]",0x8019BB96,더스트 룬,,,CATALOGED
0x812A4,0x811AC,True,"[[""skill_name:57"", 0]]",0x8019C04A,요미의 날개,,,CATALOGED
0x812A8,0x811B8,True,"[[""skill_name:58"", 0]]",0x8019BEA2,의욕 없음,,,CATALOGED
0x81708,0x812AC,True,"[[""skill_description:0"", 0]]",0x8019B0AD,,,,CATALOGED
0x8170C,0x812B0,True,"[[""skill_description:1"", 0]]",0x8019B854,용암으로 적에게 피해,,,CATALOGED
0x81710,0x812C8,True,"[[""skill_description:2"", 0]]",0x8019B5D8,상태 이상과 체력 회복,,,CATALOGED
0x81714,0x812E0,True,"[[""skill_description:3"", 0]]",0x8019B48B,이공간 공격으로 피해,,,CATALOGED
0x81718,0x812F8,True,"[[""skill_description:4"", 0]]",0x8019C805,적 민첩 감소,,,CATALOGED
0x8171C,0x81308,True,"[[""skill_description:5"", 0]]",0x8019B814,운석으로 주변 적 피해,,,CATALOGED
0x81720,0x81324,True,"[[""skill_description:6"", 0]]",0x8019BB8D,체력 회복,,,CATALOGED
0x81724,0x81330,True,"[[""skill_description:7"", 0]]",0x8019AF5C,독 해제,,,CATALOGED
0x81728,0x8133C,True,"[[""skill_description:8"", 0]]",0x8019AA9C,적의 마법 봉인,,,CATALOGED
0x8172C,0x8134C,True,"[[""skill_description:9"", 0]]",0x8019ABF5,상태 이상 회복,,,CATALOGED
0x81730,0x81360,True,"[[""skill_description:10"", 0]]",0x8019B929,천사의 광선 공격,,,CATALOGED
0x81734,0x81380,True,"[[""skill_description:11"", 0]]",0x8019C87A,쓰러진 아군 부활,,,CATALOGED
0x81738,0x81398,True,"[[""skill_description:12"", 0]]",0x8019C5C8,적 체력을 흡수해 아군 회복,,,CATALOGED
0x8173C,0x813B0,True,"[[""skill_description:13"", 0]]",0x8019B9AA,적 하나에 필살검,,,CATALOGED
0x81740,0x813C8,True,"[[""skill_description:14"", 0]]",0x8019AA90,적에게 마비 부여,,,CATALOGED
0x81744,0x813D4,True,"[[""skill_description:15"", 0]]",0x8019B632,두 칸 앞의 적 공격,,,CATALOGED
0x81748,0x813E4,True,"[[""skill_description:16"", 0]]",0x8019B8A2,돌진하며 적 공격,,,CATALOGED
0x8174C,0x813FC,True,"[[""skill_description:17"", 0]]",0x8019C790,아군 공격력 상승,,,CATALOGED
0x81750,0x8140C,True,"[[""skill_description:18"", 0]]",0x8019C758,파동 광선 발사,,,CATALOGED
0x81754,0x8141C,True,"[[""skill_description:19"", 0]]",0x8019B656,먼 적을 기합으로 공격,,,CATALOGED
0x81758,0x8142C,True,"[[""skill_description:20"", 0]]",0x8019B90B,폭탄을 연속 발사,,,CATALOGED
0x8175C,0x81440,True,"[[""skill_description:21"", 0]]",0x8019C906,아군 체력 회복,,,CATALOGED
0x81760,0x81450,True,"[[""skill_description:22"", 0]]",0x8019C805,적 민첩 감소,,,CATALOGED
0x81764,0x8145C,True,"[[""skill_description:23"", 0]]",0x8019AB87,아군 민첩 상승,,,CATALOGED
0x81768,0x8146C,True,"[[""skill_description:24"", 0]]",0x8019B542,전원이 포니 방향으로 전환,,,CATALOGED
0x8176C,0x81484,True,"[[""skill_description:25"", 0]]",0x8019B884,거대한 불꽃으로 피해,,,CATALOGED
0x81770,0x8149C,True,"[[""skill_description:26"", 0]]",0x8019AC21,적에게 수면 부여,,,CATALOGED
0x81774,0x814A8,True,"[[""skill_description:27"", 0]]",0x8019B938,눈보라로 적에게 피해,,,CATALOGED
0x81778,0x814C4,True,"[[""skill_description:28"", 0]]",0x8019B864,강풍으로 적에게 피해,,,CATALOGED
0x8177C,0x814DC,True,"[[""skill_description:29"", 0]]",0x8019C704,불꽃 장벽 생성,,,CATALOGED
0x81780,0x814EC,True,"[[""skill_description:30"", 0]]",0x8019B99C,번개로 적에게 피해,,,CATALOGED
0x81784,0x81504,True,"[[""skill_description:31"", 0]]",0x8019B7D4,주변 아군과 순간이동,,,CATALOGED
0x81788,0x8151C,True,"[[""skill_description:32"", 0]]",0x8019BAD9,적 하나 고정,,,CATALOGED
0x8178C,0x8152C,True,"[[""skill_description:33"", 0]]",0x8019B5B4,고정한 적에게 광탄 발사,,,CATALOGED
0x81790,0x8154C,True,"[[""skill_description:34"", 0]]",0x8019ABDF,주변 적 공격,,,CATALOGED
0x81794,0x81564,True,"[[""skill_description:35"", 0]]",0x8019B7E4,회오리로 띄워 내리찍음,,,CATALOGED
0x81798,0x81580,True,"[[""skill_description:36"", 0]]",0x8019C782,잔상을 날려 공격,,,CATALOGED
0x8179C,0x81598,True,"[[""skill_description:37"", 0]]",0x8019C853,약한 적을 소멸,,,CATALOGED
0x817A0,0x815B0,True,"[[""skill_description:38"", 0]]",0x8019C1E4,케락 소환,,,CATALOGED
0x817A4,0x815C0,True,"[[""skill_description:39"", 0]]",0x8019C068,모프리 소환,,,CATALOGED
0x817A8,0x815D0,True,"[[""skill_description:40"", 0]]",0x8019AC84,후우진 소환,,,CATALOGED
0x817AC,0x815E0,True,"[[""skill_description:41"", 0]]",0x8019C0B8,라이진 소환,,,CATALOGED
0x817B0,0x815F0,True,"[[""skill_description:42"", 0]]",0x8019C1C6,헤모지 소환,,,CATALOGED
0x817B4,0x81600,True,"[[""skill_description:43"", 0]]",0x8019C2E3,오톤 소환,,,CATALOGED
0x817B8,0x81610,True,"[[""skill_description:44"", 0]]",0x8019C086,몬스터 정보 조사,,,CATALOGED
0x817BC,0x81620,True,"[[""skill_description:45"", 0]]",0x8019C2C8,초코 소환,,,CATALOGED
0x817C0,0x81630,True,"[[""skill_description:46"", 0]]",0x8019BE9B,아군 회복,,,CATALOGED
0x817C4,0x8163C,True,"[[""skill_description:47"", 0]]",0x8019C606,갈 수 없는 곳에 다리 생성,,,CATALOGED
0x817C8,0x81650,True,"[[""skill_description:48"", 0]]",0x8019B824,라이진과 합체 마법,,,CATALOGED
0x817CC,0x81660,True,"[[""skill_description:49"", 0]]",0x8019B6CF,후우진과 합체 마법,,,CATALOGED
0x817D0,0x81670,True,"[[""skill_description:50"", 0]]",0x8019BAD0,적에게 빙의,,,CATALOGED
0x817D4,0x8167C,True,"[[""skill_description:51"", 0]]",0x8019C7C4,주변에 수리검 난사,,,CATALOGED
0x817D8,0x81690,True,"[[""skill_description:52"", 0]]",0x8019C289,자폭 공격,,,CATALOGED
0x817DC,0x81698,True,"[[""skill_description:53"", 0]]",0x8019B874,낫 부메랑으로 공격,,,CATALOGED
0x817E0,0x816A8,True,"[[""skill_description:54"", 0]]",0x8019AA3C,주변 적에게 피해,,,CATALOGED
0x817E4,0x816BC,True,"[[""skill_description:55"", 0]]",0x8019AA3C,주변 적에게 피해,,,CATALOGED
0x817E8,0x816D0,True,"[[""skill_description:56"", 0]]",0x8019B91A,직선상의 적 공격,,,CATALOGED
0x817EC,0x816E4,True,"[[""skill_description:57"", 0]]",0x8019B644,날갯짓으로 바람 피해,,,CATALOGED
0x817F0,0x816FC,True,"[[""skill_description:58"", 0]]",0x8019B5FC,적을 헤모지 상태로 만듦,,,CATALOGED
0x81B4C,0x817F4,True,"[[""character_name:0"", 0]]",0x8019B092,아크,,,CATALOGED
0x81B50,0x817F8,True,"[[""character_name:1"", 0]]",0x8019ADF8,쿠쿠루,,,CATALOGED
0x81B54,0x817FC,True,"[[""character_name:2"", 0]]",0x8019B057,토슈,,,CATALOGED
0x81B58,0x81804,True,"[[""character_name:3"", 0]]",0x8019AFF5,포코,,,CATALOGED
0x81B5C,0x81808,True,"[[""character_name:4"", 0]]",0x8019B08F,이가,,,CATALOGED
0x81B60,0x81810,True,"[[""character_name:5"", 0]]",0x8019BF04,고겐,,,CATALOGED
0x81B64,0x81818,True,"[[""character_name:6"", 0]]",0x8019B03B,마샬,,,CATALOGED
0x81B68,0x81820,True,"[[""character_name:7"", 0]]",0x8019B067,촌가라,,,CATALOGED
0x81B6C,0x81828,True,"[[""character_name:8"", 0]]",0x8019B0AD,,,,CATALOGED
0x81B70,0x8182C,True,"[[""character_name:9"", 0]]",0x8019B0AD,,,,CATALOGED
0x81B74,0x81830,True,"[[""character_name:10"", 0]]",0x8019B0AD,,,,CATALOGED
0x81B78,0x81834,True,"[[""character_name:11"", 0]]",0x8019BC75,스켈레톤,,,CATALOGED
0x81B7C,0x8183C,True,"[[""character_name:12"", 0]]",0x8019AF78,고스트,,,CATALOGED
0x81B80,0x81844,True,"[[""character_name:13"", 0]]",0x8019B01D,좀비,,,CATALOGED
0x81B84,0x8184C,True,"[[""character_name:14"", 0]]",0x8019C92A,그린 슬라임,,,CATALOGED
0x81B88,0x81858,True,"[[""character_name:15"", 0]]",0x8019B073,간자,,,CATALOGED
0x81B8C,0x81860,True,"[[""character_name:16"", 0]]",0x8019AFD2,메이지,,,CATALOGED
0x81B90,0x81864,True,"[[""character_name:17"", 0]]",0x8019AFFA,파이터,,,CATALOGED
0x81B94,0x8186C,True,"[[""character_name:18"", 0]]",0x8019AF32,파계승,,,CATALOGED
0x81B98,0x81874,True,"[[""character_name:19"", 0]]",0x8019C91E,자이언트 배트,,,CATALOGED
0x81B9C,0x81880,True,"[[""character_name:20"", 0]]",0x8019AEDE,돌 마스터,,,CATALOGED
0x81BA0,0x81888,True,"[[""character_name:21"", 0]]",0x8019B09B,사신,,,CATALOGED
0x81BA4,0x81890,True,"[[""character_name:22"", 0]]",0x8019BE2D,엘리멘탈,,,CATALOGED
0x81BA8,0x81898,True,"[[""character_name:23"", 0]]",0x8019B098,요수,,,CATALOGED
0x81BAC,0x818A0,True,"[[""character_name:24"", 0]]",0x8019B022,팬텀,,,CATALOGED
0x81BB0,0x818AC,True,"[[""character_name:25"", 0]]",0x8019BEB7,시드레이크,,,CATALOGED
0x81BB4,0x818B4,True,"[[""character_name:26"", 0]]",0x8019C05E,마이티 플라이,,,CATALOGED
0x81BB8,0x818C0,True,"[[""character_name:27"", 0]]",0x8019AE68,킬러 도그,,,CATALOGED
0x81BBC,0x818C8,True,"[[""character_name:28"", 0]]",0x8019AAFC,레드 스켈레톤,,,CATALOGED
0x81BC0,0x818D4,True,"[[""character_name:29"", 0]]",0x8019BC02,블랙 스컬,,,CATALOGED
0x81BC4,0x818DC,True,"[[""character_name:30"", 0]]",0x8019AFF0,레이스,,,CATALOGED
0x81BC8,0x818E0,True,"[[""character_name:31"", 0]]",0x8019B05B,구울,,,CATALOGED
0x81BCC,0x818E4,True,"[[""character_name:32"", 0]]",0x8019AFFF,프리지,,,CATALOGED
0x81BD0,0x818EC,True,"[[""character_name:33"", 0]]",0x8019C015,애시드 슬라임,,,CATALOGED
0x81BD4,0x818F8,True,"[[""character_name:34"", 0]]",0x8019AF6E,어새신,,,CATALOGED
0x81BD8,0x81900,True,"[[""character_name:35"", 0]]",0x8019C1A8,슈퍼 좀비,,,CATALOGED
0x81BDC,0x8190C,True,"[[""character_name:36"", 0]]",0x8019AA6C,위치 크래프트,,,CATALOGED
0x81BE0,0x81918,True,"[[""character_name:37"", 0]]",0x8019AFB9,소서러,,,CATALOGED
0x81BE4,0x81920,True,"[[""character_name:38"", 0]]",0x8019ADCE,네크로맨서,,,CATALOGED
0x81BE8,0x8192C,True,"[[""character_name:39"", 0]]",0x8019AFA5,위저드,,,CATALOGED
0x81BEC,0x81934,True,"[[""character_name:40"", 0]]",0x8019AF68,암법사,,,CATALOGED
0x81BF0,0x8193C,True,"[[""character_name:41"", 0]]",0x8019AF87,수행자,,,CATALOGED
0x81BF4,0x81944,True,"[[""character_name:42"", 0]]",0x8019AF73,하법사,,,CATALOGED
0x81BF8,0x8194C,True,"[[""character_name:43"", 0]]",0x8019AEEA,네뷰러스,,,CATALOGED
0x81BFC,0x81954,True,"[[""character_name:44"", 0]]",0x8019B07B,광대,,,CATALOGED
0x81C00,0x8195C,True,"[[""character_name:45"", 0]]",0x8019ADD5,데스 하운드,,,CATALOGED
0x81C04,0x81964,True,"[[""character_name:46"", 0]]",0x8019B0A4,데스,,,CATALOGED
0x81C08,0x81968,True,"[[""character_name:47"", 0]]",0x8019AB44,뱀파이어 배트,,,CATALOGED
0x81C0C,0x81974,True,"[[""character_name:48"", 0]]",0x8019AF0E,소드맨,,,CATALOGED
0x81C10,0x8197C,True,"[[""character_name:49"", 0]]",0x8019C280,나이트 마스터,,,CATALOGED
0x81C14,0x81984,True,"[[""character_name:50"", 0]]",0x8019C912,그레이트 나이트,,,CATALOGED
0x81C18,0x8198C,True,"[[""character_name:51"", 0]]",0x8019C180,포이즌 스모그,,,CATALOGED
0x81C1C,0x81998,True,"[[""character_name:52"", 0]]",0x8019C108,메두사 리자드,,,CATALOGED
0x81C20,0x819A4,True,"[[""character_name:53"", 0]]",0x8019ABA8,드래곤 플라이,,,CATALOGED
0x81C24,0x819B0,True,"[[""character_name:54"", 0]]",0x8019AE53,맨트랩,,,CATALOGED
0x81C28,0x819B8,True,"[[""character_name:55"", 0]]",0x8019C09A,데스 플레임,,,CATALOGED
0x81C2C,0x819C0,True,"[[""character_name:56"", 0]]",0x8019AB38,엘리멘탈 마스터,,,CATALOGED
0x81C30,0x819CC,True,"[[""character_name:57"", 0]]",0x8019B08F,이가,,,CATALOGED
0x81C34,0x819D4,True,"[[""character_name:58"", 0]]",0x8019B0AD,,,,CATALOGED
0x81C38,0x819D8,True,"[[""character_name:59"", 0]]",0x8019C2EC,야생 헤모지,,,CATALOGED
0x81C3C,0x819E4,True,"[[""character_name:60"", 0]]",0x8019AE29,레서 데몬,,,CATALOGED
0x81C40,0x819F0,True,"[[""character_name:61"", 0]]",0x8019C265,그레이터 데몬,,,CATALOGED
0x81C44,0x819FC,True,"[[""character_name:62"", 0]]",0x8019C29B,스톤 골렘,,,CATALOGED
0x81C48,0x81A08,True,"[[""character_name:63"", 0]]",0x8019B05F,와이번,,,CATALOGED
0x81C4C,0x81A10,True,"[[""character_name:64"", 0]]",0x8019C1D0,매드 배틀러,,,CATALOGED
0x81C50,0x81A18,True,"[[""character_name:65"", 0]]",0x8019AE8A,아크 데몬,,,CATALOGED
0x81C54,0x81A20,True,"[[""character_name:66"", 0]]",0x8019C18A,파이어 골렘,,,CATALOGED
0x81C58,0x81A2C,True,"[[""character_name:67"", 0]]",0x8019AC63,코퍼 드래곤,,,CATALOGED
0x81C5C,0x81A38,True,"[[""character_name:68"", 0]]",0x8019C7AA,그레이트 서펀트,,,CATALOGED
0x81C60,0x81A44,True,"[[""character_name:69"", 0]]",0x8019AF8C,수행승,,,CATALOGED
0x81C64,0x81A4C,True,"[[""character_name:70"", 0]]",0x8019BD65,라마다 대승정,,,CATALOGED
0x81C68,0x81A54,True,"[[""character_name:71"", 0]]",0x8019BC35,그라 아비스,,,CATALOGED
0x81C6C,0x81A5C,True,"[[""character_name:72"", 0]]",0x8019BE7F,니 아비스,,,CATALOGED
0x81C70,0x81A64,True,"[[""character_name:73"", 0]]",0x8019ADE3,라류우키,,,CATALOGED
0x81C74,0x81A6C,True,"[[""character_name:74"", 0]]",0x8019AE5A,효엔키,,,CATALOGED
0x81C78,0x81A78,True,"[[""character_name:75"", 0]]",0x8019BD0D,무르 아비스,,,CATALOGED
0x81C7C,0x81A80,True,"[[""character_name:76"", 0]]",0x8019ADDC,라 아비스,,,CATALOGED
0x81C80,0x81A88,True,"[[""character_name:77"", 0]]",0x8019B033,초코,,,CATALOGED
0x81C84,0x81A8C,True,"[[""character_name:78"", 0]]",0x8019AF96,보물상자,,,CATALOGED
0x81C88,0x81A94,True,"[[""character_name:79"", 0]]",0x8019AF96,보물상자,,,CATALOGED
0x81C8C,0x81A9C,True,"[[""character_name:80"", 0]]",0x8019B013,케락,,,CATALOGED
0x81C90,0x81AA4,True,"[[""character_name:81"", 0]]",0x8019B0AD,,,,CATALOGED
0x81C94,0x81AA8,True,"[[""character_name:82"", 0]]",0x8019AF91,모프리,,,CATALOGED
0x81C98,0x81AB0,True,"[[""character_name:83"", 0]]",0x8019AF38,후우진,,,CATALOGED
0x81C9C,0x81AB8,True,"[[""character_name:84"", 0]]",0x8019AFAA,라이진,,,CATALOGED
0x81CA0,0x81AC0,True,"[[""character_name:85"", 0]]",0x8019B03F,오톤,,,CATALOGED
0x81CA4,0x81AC4,True,"[[""character_name:86"", 0]]",0x8019B033,초코,,,CATALOGED
0x81CA8,0x81AC8,True,"[[""character_name:87"", 0]]",0x8019B004,헤모지,,,CATALOGED
0x81CAC,0x81AD0,True,"[[""character_name:88"", 0]]",0x8019AFBE,불꽃,,,CATALOGED
0x81CB0,0x81AD4,True,"[[""character_name:89"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CB4,0x81AD8,True,"[[""character_name:90"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CB8,0x81ADC,True,"[[""character_name:91"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CBC,0x81AE0,True,"[[""character_name:92"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CC0,0x81AE4,True,"[[""character_name:93"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CC4,0x81AE8,True,"[[""character_name:94"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CC8,0x81AEC,True,"[[""character_name:95"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CCC,0x81AF0,True,"[[""character_name:96"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CD0,0x81AF4,True,"[[""character_name:97"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CD4,0x81AF8,True,"[[""character_name:98"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CD8,0x81AFC,True,"[[""character_name:99"", 0]]",0x8019B0AD,,,,CATALOGED
0x81CDC,0x81B00,True,"[[""character_name:100"", 0]]",0x8019AE84,다크 아크,,,CATALOGED
0x81CE0,0x81B08,True,"[[""character_name:101"", 0]]",0x8019AC9A,다크 쿠쿠루,,,CATALOGED
0x81CE4,0x81B10,True,"[[""character_name:102"", 0]]",0x8019BE6A,다크 토슈,,,CATALOGED
0x81CE8,0x81B18,True,"[[""character_name:103"", 0]]",0x8019B9B8,다크 포코,,,CATALOGED
0x81CEC,0x81B20,True,"[[""character_name:104"", 0]]",0x8019C346,다크 이가,,,CATALOGED
0x81CF0,0x81B2C,True,"[[""character_name:105"", 0]]",0x8019BE5C,다크 고겐,,,CATALOGED
0x81CF4,0x81B34,True,"[[""character_name:106"", 0]]",0x8019BE63,다크 마샬,,,CATALOGED
0x81CF8,0x81B40,True,"[[""character_name:107"", 0]]",0x8019BE71,다크 촌가라,,,CATALOGED
0x81E38,0x81CFC,True,"[[""region_name:0"", 0]]",0x8019ABD4,스메리아 공항,,,CATALOGED
0x81E3C,0x81D08,True,"[[""region_name:1"", 0]]",0x8019AFA0,토우빌,,,CATALOGED
0x81E40,0x81D10,True,"[[""region_name:2"", 0]]",0x8019C176,팔렌시아 성,,,CATALOGED
0x81E44,0x81D18,True,"[[""region_name:3"", 0]]",0x8019D128,오르카스 언덕,,,CATALOGED
0x81E48,0x81D24,True,"[[""region_name:4"", 0]]",0x8019C1BC,봉인의 폭포,,,CATALOGED
0x81E4C,0x81D2C,True,"[[""region_name:5"", 0]]",0x8019BE78,니르 평원,,,CATALOGED
0x81E50,0x81D38,True,"[[""region_name:6"", 0]]",0x8019C11C,카라간 평야,,,CATALOGED
0x81E54,0x81D44,True,"[[""region_name:7"", 0]]",0x8019BD95,쿠나 언덕,,,CATALOGED
0x81E58,0x81D4C,True,"[[""region_name:8"", 0]]",0x8019B182,미르마나 공항,,,CATALOGED
0x81E5C,0x81D58,True,"[[""region_name:9"", 0]]",0x8019BD05,수도 군본부,,,CATALOGED
0x81E60,0x81D64,True,"[[""region_name:10"", 0]]",0x8019BD3D,토요케 숲,,,CATALOGED
0x81E64,0x81D70,True,"[[""region_name:11"", 0]]",0x8019BDAD,루와지 숲,,,CATALOGED
0x81E68,0x81D78,True,"[[""region_name:12"", 0]]",0x8019C126,카카라스 숲,,,CATALOGED
0x81E6C,0x81D84,True,"[[""region_name:13"", 0]]",0x8019BBF9,센바라 늘,,,CATALOGED
0x81E70,0x81D90,True,"[[""region_name:14"", 0]]",0x8019C79D,그레이시누 공항,,,CATALOGED
0x81E74,0x81D9C,True,"[[""region_name:15"", 0]]",0x8019AFAF,라마다사,,,CATALOGED
0x81E78,0x81DA4,True,"[[""region_name:16"", 0]]",0x8019AEFC,라마다산,,,CATALOGED
0x81E7C,0x81DAC,True,"[[""region_name:17"", 0]]",0x8019AB92,아라라토스 공항,,,CATALOGED
0x81E80,0x81DB8,True,"[[""region_name:18"", 0]]",0x8019BD7D,촌가라의 가게,,,CATALOGED
0x81E84,0x81DC4,True,"[[""region_name:19"", 0]]",0x8019BD55,유적 던전,,,CATALOGED
0x81E88,0x81DD0,True,"[[""region_name:20"", 0]]",0x8019BE94,아제다 고지,,,CATALOGED
0x81E8C,0x81DDC,True,"[[""region_name:21"", 0]]",0x8019C8EE,아리바샤 공항,,,CATALOGED
0x81E90,0x81DE8,True,"[[""region_name:22"", 0]]",0x8019C2B6,사류족 마을,,,CATALOGED
0x81E94,0x81DF4,True,"[[""region_name:23"", 0]]",0x8019AED8,물의 신전,,,CATALOGED
0x81E98,0x81DFC,True,"[[""region_name:24"", 0]]",0x8019BC6D,리덴 유적,,,CATALOGED
0x81E9C,0x81E08,True,"[[""region_name:25"", 0]]",0x8019BEE1,사라 사막,,,CATALOGED
0x81EA0,0x81E10,True,"[[""region_name:26"", 0]]",0x8019BAAC,라슈마 암장,,,CATALOGED
0x81EA4,0x81E1C,True,"[[""region_name:27"", 0]]",0x8019C130,카델 공항,,,CATALOGED
0x81EA8,0x81E28,True,"[[""region_name:28"", 0]]",0x8019AFE1,투기장,,,CATALOGED
0x81EAC,0x81E30,True,"[[""region_name:29"", 0]]",0x8019BE15,클라프섬,,,CATALOGED
0x81EE8,0x81EB0,True,"[[""ui_pointer:81EE8"", 0]]",0x8019AEA2,스메리아,,,CATALOGED
0x81EEC,0x81EB8,True,"[[""ui_pointer:81EEC"", 0]]",0x8019C8D5,미르마나,,,CATALOGED
0x81EF0,0x81EC0,True,"[[""ui_pointer:81EF0"", 0]]",0x8019BC3D,그레이시누,,,CATALOGED
0x81EF4,0x81EC8,True,"[[""ui_pointer:81EF4"", 0]]",0x8019AE90,아라라토스,,,CATALOGED
0x81EF8,0x81ED0,True,"[[""ui_pointer:81EF8"", 0]]",0x8019BE86,아리바샤,,,CATALOGED
0x81EFC,0x81ED8,True,"[[""ui_pointer:81EFC"", 0]]",0x8019AFDC,카델,,,CATALOGED
0x81F00,0x81EE0,True,"[[""ui_pointer:81F00"", 0]]",0x8019BC1D,지크라프섬,,,CATALOGED
0x82170,0x81F04,True,"[[""location_name:0"", 0]]",0x8019B0AD,,,,CATALOGED
0x82174,0x81F08,True,"[[""location_name:1"", 0]]",0x8019BB18,산정의 사당,,,CATALOGED
0x82178,0x81F10,True,"[[""location_name:2"", 0]]",0x8019BE8D,아크의 집,,,CATALOGED
0x8217C,0x81F18,True,"[[""location_name:3"", 0]]",0x8019BED3,정령의 산,,,CATALOGED
0x82180,0x81F20,True,"[[""location_name:4"", 0]]",0x8019AEC0,마을 입구,,,CATALOGED
0x82184,0x81F28,True,"[[""location_name:5"", 0]]",0x8019BED3,정령의 산,,,CATALOGED
0x82188,0x81F30,True,"[[""location_name:6"", 0]]",0x8019C176,팔렌시아 성,,,CATALOGED
0x8218C,0x81F38,True,"[[""location_name:7"", 0]]",0x8019ADFF,알현실,,,CATALOGED
0x82190,0x81F40,True,"[[""location_name:8"", 0]]",0x8019ABD4,스메리아 공항,,,CATALOGED
0x82194,0x81F4C,True,"[[""location_name:9"", 0]]",0x8019AB08,팔렌시아 전망대,,,CATALOGED
0x82198,0x81F5C,True,"[[""location_name:10"", 0]]",0x8019BEE8,대신의 방,,,CATALOGED
0x8219C,0x81F64,True,"[[""location_name:11"", 0]]",0x8019B182,미르마나 공항,,,CATALOGED
0x821A0,0x81F70,True,"[[""location_name:12"", 0]]",0x8019C21F,미르마나 군본부,,,CATALOGED
0x821A4,0x81F7C,True,"[[""location_name:13"", 0]]",0x8019ADC0,장군의 방,,,CATALOGED
0x821A8,0x81F88,True,"[[""location_name:14"", 0]]",0x8019BD3D,토요케 숲,,,CATALOGED
0x821AC,0x81F94,True,"[[""location_name:15"", 0]]",0x8019C860,팔렌시아 지하창고,,,CATALOGED
0x821B0,0x81FA4,True,"[[""location_name:16"", 0]]",0x8019C74A,팔렌시아 지하감옥,,,CATALOGED
0x821B4,0x81FB0,True,"[[""location_name:17"", 0]]",0x8019D128,오르카스 언덕,,,CATALOGED
0x821B8,0x81FBC,True,"[[""location_name:18"", 0]]",0x8019AFEB,환계,,,CATALOGED
