id,status,severity,original_japanese,current_korean,pointer_offset,finding,evidence,next_action,review_source
consumable_description:16,ACCEPTABLE_ABBREVIATION,NONE,一時的に攻撃力を上げます,공격력 일시 상승,0x80F54,Temporary attack increase retained.,Original COMM glyph sheet original_ui_13.png row195; pointer0x80F54; original raw=8E CF DD 53 23 D0 B1 61 2F B9 9C 27 2B; actual current=공격력 일시 상승,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:17,ACCEPTABLE_ABBREVIATION,NONE,<N:眠:5>らせます,수면 부여,0x80F58,Induces sleep retained.,Original COMM glyph sheet original_ui_13.png row196; pointer0x80F58; original raw=DD B9 33 59 27 2B; actual current=수면 부여,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:18,ACCEPTABLE_ABBREVIATION,NONE,一時的に攻撃力・防御力を下げます,공격력과 방어력이|일시적으로 감소,0x80F5C,Temporary attack AND defense reduction retained.,Original COMM glyph sheet original_ui_13.png row197; pointer0x80F5C; original raw=8E CF DD 53 23 D0 B1 61 2C DD A6 DD AD 61 2F 70 9C 27 2B; actual current=공격력과 방어력이|일시적으로 감소,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:19,ACCEPTABLE_ABBREVIATION,NONE,攻撃力が上がります,공격력 상승,0x80F60,Attack increase retained; source does not say temporary.,Original COMM glyph sheet original_ui_13.png row198; pointer0x80F60; original raw=D0 B1 61 2A B9 2A 39 27 2B; actual current=공격력 상승,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:20,ACCEPTABLE_ABBREVIATION,NONE,すばやさが上がります,민첩 상승,0x80F64,Agility increase retained; source does not say temporary.,Original COMM glyph sheet original_ui_13.png row199; pointer0x80F64; original raw=2B 58 40 3A 2A B9 2A 39 27 2B; actual current=민첩 상승,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:21,ACCEPTABLE_ABBREVIATION,NONE,<N:Π:10><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 체력 2 상승,0x80F68,Maximum HP +2 retained.,Original COMM glyph sheet original_ui_13.png row200; pointer0x80F68; original raw=DD FA DD 90 1C DD 2B 50 DD D2 2A 13 D7 65 34 5C B9 2A 39 27 2B; actual current=최대 체력 2 상승,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:22,ACCEPTABLE_ABBREVIATION,NONE,魔力が上がります,마력 상승,0x80F6C,Magic increase retained.,Original COMM glyph sheet original_ui_13.png row201; pointer0x80F6C; original raw=DD 1B 61 2A B9 2A 39 27 2B; actual current=마력 상승,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:23,ACCEPTABLE_ABBREVIATION,NONE,<N:∪:20><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 MP 2 상승,0x80F70,Maximum MP +2 retained.,Original COMM glyph sheet original_ui_13.png row202; pointer0x80F70; original raw=DE 4F DD 90 1C DD 2B 50 DD D2 2A 13 D7 65 34 5C B9 2A 39 27 2B; actual current=최대 MP 2 상승,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:24,ACCEPTABLE_ABBREVIATION,NONE,<N:振:2>りまくと、目が見えなくなります,사용하면 눈이|보이지 않게 함,0x80F74,Spreading it causes blindness retained; source does not explicitly identify recipient here.,Original COMM glyph sheet original_ui_13.png row203; pointer0x80F74; original raw=DE D9 39 27 3E 36 24 AC 2A A0 46 1D 3E 1D 39 27 2B; actual current=사용하면 눈이|보이지 않게 함,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:25,ACCEPTABLE_ABBREVIATION,NONE,一時的に防御力を上げます,방어력 일시 상승,0x80F78,Temporary defense increase retained.,Original COMM glyph sheet original_ui_13.png row204; pointer0x80F78; original raw=8E CF DD 53 23 DD A6 DD AD 61 2F B9 9C 27 2B; actual current=방어력 일시 상승,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:26,ACCEPTABLE_ABBREVIATION,NONE,石化から元に戻ります,석화 회복,0x80F7C,Reverts petrification retained.,Original COMM glyph sheet original_ui_13.png row205; pointer0x80F7C; original raw=94 DD 7C 20 33 DE 74 23 D9 39 27 2B; actual current=석화 회복,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:27,ACCEPTABLE_ABBREVIATION,NONE,封じられた魔法が使えるようになります,봉인된 마법을|다시 쓸 수 있게 함,0x80F80,Sealed magic becomes usable again retained.,Original COMM glyph sheet original_ui_13.png row206; pointer0x80F80; original raw=DD 0F 4A 33 32 1F DD 1B DD 51 2A DD 33 46 22 3D 26 23 1D 39 27 2B; actual current=봉인된 마법을|다시 쓸 수 있게 함,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:28,ACCEPTABLE_ABBREVIATION,NONE,チョン<N:力:5>ラがモンスターを召喚するのに使います,촌가라가 몬스터를|소환할 때 사용,0x80F84,Chongara uses this to summon monsters retained.,Original COMM glyph sheet original_ui_13.png row207; pointer0x80F84; original raw=6C 69 34 DD 02 57 2A 5F 34 47 62 31 2F DD 78 DD 7B 2B 22 1C 23 DD 33 1B 27 2B; actual current=촌가라가 몬스터를|소환할 때 사용,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:29,PASS_SEMANTIC,NONE,？？？？？,?????,0x80F88,Five question marks retained from source.,Original COMM glyph sheet original_ui_13.png row208; pointer0x80F88; original raw=3C 3C 3C 3C 3C; actual current=?????,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:30,PASS_SEMANTIC,NONE,？？？？？,?????,0x80F8C,Five question marks retained from source.,Original COMM glyph sheet original_ui_14.png row209; pointer0x80F8C; original raw=3C 3C 3C 3C 3C; actual current=?????,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
consumable_description:31,PASS_SEMANTIC,NONE,？？？？？,?????,0x80F90,Five question marks retained from source.,Original COMM glyph sheet original_ui_14.png row210; pointer0x80F90; original raw=3C 3C 3C 3C 3C; actual current=?????,No semantic change indicated; runtime/display validation remains separate.,equipment_review.csv
skill_name:0,EMPTY_PLACEHOLDER,NONE,,,0x811C0,Empty skill ID0,original_ui_14.png inventory row 211; pointer 0x811C0; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
skill_name:1,PASS_SEMANTIC,NONE,バーン<N:ク:12>ラウント,번 그라운드,0x811C4,Burn Ground name preserved,original_ui_14.png inventory row 212; pointer 0x811C4; V375 decoded current='번 그라운드',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:2,PASS_SEMANTIC,NONE,トータル<N:ヒ:5>ーリン<N:ク:12>,토탈 힐링,0x811C8,Total Healing name preserved,original_ui_14.png inventory row 213; pointer 0x811C8; V375 decoded current='토탈 힐링',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:3,PASS_SEMANTIC,NONE,ゲ<N:｣:11>ルフラッシュ,게일 플래시,0x811CC,Gale Flash name preserved,original_ui_14.png inventory row 214; pointer 0x811CC; V375 decoded current='게일 플래시',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:4,PASS_SEMANTIC,NONE,スロウエ<N:ネ:13>ミー,슬로우 에너미,0x811D0,Slow Enemy name preserved,original_ui_14.png inventory row 215; pointer 0x811D0; V375 decoded current='슬로우 에너미',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:5,PASS_SEMANTIC,NONE,メテオフ<N:｣:13>ール,메테오 폴,0x811D4,Meteor Fall name preserved,original_ui_14.png inventory row 216; pointer 0x811D4; V375 decoded current='메테오 폴',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:6,PASS_SEMANTIC,NONE,<N:午:15>ュア,큐어,0x811D8,Cure name preserved,original_ui_14.png inventory row 217; pointer 0x811D8; V375 decoded current='큐어',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:7,PASS_SEMANTIC,NONE,デポ<N:｣:11><N:ス:15>ン,디포이즌,0x811DC,Depoison name preserved,original_ui_14.png inventory row 218; pointer 0x811DC; V375 decoded current='디포이즌',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:8,PASS_SEMANTIC,NONE,サ<N:｣:11><N:リ:12>ント,사일런트,0x811E0,Silent name preserved,original_ui_14.png inventory row 219; pointer 0x811E0; V375 decoded current='사일런트',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:9,PASS_SEMANTIC,NONE,リフ<N:リ:12>ッシュ,리프레시,0x811E4,Refresh name preserved,original_ui_14.png inventory row 220; pointer 0x811E4; V375 decoded current='리프레시',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:10,PASS_SEMANTIC,NONE,天のさばき,천벌,0x811E8,Heaven judgement translated as heavenly punishment,original_ui_14.png inventory row 221; pointer 0x811E8; V375 decoded current='천벌',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:11,PASS_SEMANTIC,NONE,リ<N:ザ:8><N:リ:12>クション,리저렉션,0x811EC,Resurrection name preserved,original_ui_14.png inventory row 222; pointer 0x811EC; V375 decoded current='리저렉션',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:12,PASS_SEMANTIC,NONE,デ<N:ｲ:6>バ<N:｣:11>ト,디바이드,0x811F0,Divide name preserved,original_ui_14.png inventory row 223; pointer 0x811F0; V375 decoded current='디바이드',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:13,PASS_SEMANTIC,NONE,桜花雷爆斬,앵화뇌폭참,0x811F4,Cherry blossom thunder explosive slash: Sino-Korean reading preserved,original_ui_14.png inventory row 224; pointer 0x811F4; V375 decoded current='앵화뇌폭참',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:14,PASS_SEMANTIC,NONE,呪縛剣,주박검,0x811F8,Binding curse sword: Sino-Korean reading preserved,original_ui_15.png inventory row 225; pointer 0x811F8; V375 decoded current='주박검',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:15,PASS_SEMANTIC,NONE,<N:真:2><N:空:2>斬,진공참,0x811FC,Vacuum slash: Sino-Korean reading preserved,original_ui_15.png inventory row 226; pointer 0x811FC; V375 decoded current='진공참',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:16,PASS_SEMANTIC,NONE,<N:虎:5><N:影:1>斬,호영참,0x81200,Tiger shadow slash: Sino-Korean reading preserved,original_ui_15.png inventory row 227; pointer 0x81200; V375 decoded current='호영참',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:17,ACCEPTABLE_ABBREVIATION,NONE,戦の小太鼓,전투의 북,0x81204,Battle small drum: small-size modifier omitted without changing effect,original_ui_15.png inventory row 228; pointer 0x81204; V375 decoded current='전투의 북',Meaning retained as noted; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:18,PASS_SEMANTIC,NONE,荒獅子太鼓,황사자 북,0x81208,Wild lion drum: Sino-Korean reading and drum preserved,original_ui_15.png inventory row 229; pointer 0x81208; V375 decoded current='황사자 북',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:19,PASS_SEMANTIC,NONE,気合いラッパ,기합 나팔,0x8120C,Fighting spirit trumpet preserved,original_ui_15.png inventory row 230; pointer 0x8120C; V375 decoded current='기합 나팔',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:20,PASS_SEMANTIC,NONE,へろへろラッパ,탈진 나팔,0x81210,Exhaustion trumpet meaning preserved,original_ui_15.png inventory row 231; pointer 0x81210; V375 decoded current='탈진 나팔',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:21,PASS_SEMANTIC,NONE,いやしのたてごと,치유의 하프,0x81214,Healing harp preserved,original_ui_15.png inventory row 232; pointer 0x81214; V375 decoded current='치유의 하프',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:22,PASS_SEMANTIC,NONE,のろまのベース,둔화 베이스,0x81218,Sluggish bass meaning preserved,original_ui_15.png inventory row 233; pointer 0x81218; V375 decoded current='둔화 베이스',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:23,PASS_SEMANTIC,NONE,い<N:駄:2>天のオカリナ,위타천 오카리나,0x8121C,Idaten ocarina proper deity name preserved,original_ui_15.png inventory row 234; pointer 0x8121C; V375 decoded current='위타천 오카리나',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:24,PASS_SEMANTIC,NONE,向き直りの笛,방향전환 피리,0x81220,Turn-facing flute meaning preserved,original_ui_15.png inventory row 235; pointer 0x81220; V375 decoded current='방향전환 피리',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:25,PASS_SEMANTIC,NONE,エクス<N:フ:11>ロージョン,익스플로전,0x81224,Explosion name preserved,original_ui_15.png inventory row 236; pointer 0x81224; V375 decoded current='익스플로전',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:26,PASS_SEMANTIC,NONE,トリーム<N:メ:6>ック,드림 노크,0x81228,Dream Knock name preserved,original_ui_15.png inventory row 237; pointer 0x81228; V375 decoded current='드림 노크',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:27,PASS_SEMANTIC,NONE,ダ<N:｣:11>ヤモントダスト,다이아몬드 더스트,0x8122C,Diamond Dust name preserved,original_ui_15.png inventory row 238; pointer 0x8122C; V375 decoded current='다이아몬드 더스트',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:28,PASS_SEMANTIC,NONE,ウ<N:｣:11>ントスラッシャー,윈드 슬래셔,0x81230,Wind Slasher name preserved,original_ui_15.png inventory row 239; pointer 0x81230; V375 decoded current='윈드 슬래셔',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:29,PASS_SEMANTIC,NONE,<N:ヒ:5>ートウ<N:｣:13>ール,히트 월,0x81234,Heat Wall name preserved,original_ui_15.png inventory row 240; pointer 0x81234; V375 decoded current='히트 월',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:30,PASS_SEMANTIC,NONE,サンダーストーム,썬더 스톰,0x81238,Thunder Storm name preserved,original_ui_16.png inventory row 241; pointer 0x81238; V375 decoded current='썬더 스톰',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:31,PASS_SEMANTIC,NONE,テ<N:リ:12>ポート,텔레포트,0x8123C,Teleport name preserved,original_ui_16.png inventory row 242; pointer 0x8123C; V375 decoded current='텔레포트',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:32,PASS_SEMANTIC,NONE,心<N:眼:3>法,심안법,0x81240,Mind-eye technique Sino-Korean reading preserved,original_ui_16.png inventory row 243; pointer 0x81240; V375 decoded current='심안법',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:33,PASS_SEMANTIC,NONE,<N:退:3>魔光弾,퇴마광탄,0x81244,Exorcism light shot Sino-Korean reading preserved,original_ui_16.png inventory row 244; pointer 0x81244; V375 decoded current='퇴마광탄',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:34,PASS_SEMANTIC,NONE,旋風撃蹴,선풍격축,0x81248,Whirlwind strike kick Sino-Korean reading preserved,original_ui_16.png inventory row 245; pointer 0x81248; V375 decoded current='선풍격축',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:35,PASS_SEMANTIC,NONE,流星爆,유성폭,0x8124C,Meteor burst Sino-Korean reading preserved,original_ui_16.png inventory row 246; pointer 0x8124C; V375 decoded current='유성폭',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:36,PASS_SEMANTIC,NONE,鬼神流<N:影:1><N:波:1>,귀신류영파,0x81250,Demon style shadow wave Sino-Korean reading preserved,original_ui_16.png inventory row 247; pointer 0x81250; V375 decoded current='귀신류영파',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:37,PASS_SEMANTIC,NONE,滅掌烈破,멸장열파,0x81254,Destroying palm fierce break Sino-Korean reading preserved,original_ui_16.png inventory row 248; pointer 0x81254; V375 decoded current='멸장열파',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:38,PASS_SEMANTIC,NONE,<N:ゲ:16>ラック,케락,0x81258,Kerak matches character80 and description38,original_ui_16.png inventory row 249; pointer 0x81258; V375 decoded current='케락',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:39,PASS_SEMANTIC,NONE,モフリー,모프리,0x8125C,Mofri matches character82 and description39,original_ui_16.png inventory row 250; pointer 0x8125C; V375 decoded current='모프리',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:40,PASS_SEMANTIC,NONE,フウジン,후우진,0x81260,Fujin matches character83 and description40,original_ui_16.png inventory row 251; pointer 0x81260; V375 decoded current='후우진',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:41,PASS_SEMANTIC,NONE,ラ<N:｣:11>ジン,라이진,0x81264,Raijin matches character84 and description41,original_ui_16.png inventory row 252; pointer 0x81264; V375 decoded current='라이진',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:42,PASS_SEMANTIC,NONE,へモジー,헤모지,0x81268,Hemoji matches character87 and description42,original_ui_16.png inventory row 253; pointer 0x81268; V375 decoded current='헤모지',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:43,CONFIRMED_DEFECT,LOW,オトン,오톤,0x8126C,Original Odon rendered Oton: voiced DO misread as TO; same discrepancy in character85/description43,original_ui_16.png inventory row 254; pointer 0x8126C; V375 decoded current='오톤',Approve corrected wording/name before edits; verify all counterpart labels and final display,skills_characters_review.csv
skill_name:44,PASS_SEMANTIC,NONE,調ベる,조사,0x81270,Investigate command matches monster inspection description,original_ui_16.png inventory row 255; pointer 0x81270; V375 decoded current='조사',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:45,PASS_SEMANTIC,NONE,ちょこ,초코,0x81274,Choko matches character86 and description45,original_ui_16.png inventory row 256; pointer 0x81274; V375 decoded current='초코',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:46,PASS_SEMANTIC,NONE,回復,회복,0x81278,Recovery command meaning preserved,original_ui_17.png inventory row 257; pointer 0x81278; V375 decoded current='회복',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:47,NEEDS_SOURCE_CONFIRMATION,MEDIUM,<N:ｴ:24>か造り,다리 만들기,0x8127C,Original floor creation translated bridge creation; narrower construction meaning needs original gameplay evidence,original_ui_17.png inventory row 258; pointer 0x8127C; V375 decoded current='다리 만들기',Inspect original effect/consumer behavior to resolve added claim,skills_characters_review.csv
skill_name:48,PASS_SEMANTIC,NONE,風雷破,풍뢰파,0x81280,Wind thunder wave name preserved; partner checked separately in description48,original_ui_17.png inventory row 259; pointer 0x81280; V375 decoded current='풍뢰파',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:49,PASS_SEMANTIC,NONE,風雷破,풍뢰파,0x81284,Wind thunder wave name preserved; partner checked separately in description49,original_ui_17.png inventory row 260; pointer 0x81284; V375 decoded current='풍뢰파',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:50,PASS_SEMANTIC,NONE,乗り移り,빙의,0x81288,Possession meaning preserved,original_ui_17.png inventory row 261; pointer 0x81288; V375 decoded current='빙의',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:51,PASS_SEMANTIC,NONE,バク<N:リ:12>ツ手裏剣,폭렬 수리검,0x8128C,Explosive shuriken meaning preserved,original_ui_17.png inventory row 262; pointer 0x8128C; V375 decoded current='폭렬 수리검',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:52,PASS_SEMANTIC,NONE,自爆,자폭,0x81290,Self-destruction meaning preserved,original_ui_17.png inventory row 263; pointer 0x81290; V375 decoded current='자폭',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:53,PASS_SEMANTIC,NONE,ジ<N:ニ:13>クへの階段,지옥으로 가는 계단,0x81294,Stairs to hell meaning preserved,original_ui_17.png inventory row 264; pointer 0x81294; V375 decoded current='지옥으로 가는 계단',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:54,PASS_SEMANTIC,NONE,4方向,사방 공격,0x81298,"Four directions translated four-way attack, consistent with description54",original_ui_17.png inventory row 265; pointer 0x81298; V375 decoded current='사방 공격',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:55,PASS_SEMANTIC,NONE,炎雷崩,염뢰붕,0x8129C,Flame thunder collapse Sino-Korean reading preserved,original_ui_17.png inventory row 266; pointer 0x8129C; V375 decoded current='염뢰붕',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:56,CONFIRMED_DEFECT,LOW,ダスト・ルー<N:｣:11>ン,더스트 룬,0x812A0,Original Dust Ruin rendered Dust Rune; distinct ruin/rune name lost,original_ui_17.png inventory row 267; pointer 0x812A0; V375 decoded current='더스트 룬',Approve corrected wording/name before edits; verify all counterpart labels and final display,skills_characters_review.csv
skill_name:57,PASS_SEMANTIC,NONE,ヨミのつばさ,요미의 날개,0x812A4,Yomi wings name preserved,original_ui_17.png inventory row 268; pointer 0x812A4; V375 decoded current='요미의 날개',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_name:58,PASS_SEMANTIC,NONE,やる気なし,의욕 없음,0x812A8,No motivation meaning preserved,original_ui_17.png inventory row 269; pointer 0x812A8; V375 decoded current='의욕 없음',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:0,EMPTY_PLACEHOLDER,NONE,,,0x81708,Empty description for skill0,original_ui_17.png inventory row 270; pointer 0x81708; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
skill_description:1,ACCEPTABLE_ABBREVIATION,NONE,ようがんを発生させ敵にダメージを<N:与:3>えます,용암으로 적에게 피해,0x8170C,Creates lava damaging enemies; creation animation shortened,original_ui_17.png inventory row 271; pointer 0x8170C; V375 decoded current='용암으로 적에게 피해',Meaning retained as noted; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:2,PASS_SEMANTIC,NONE,ステ<N:｣:11>タス傷害と体力を回復します,상태 이상과 체력 회복,0x81710,Both status ailments and health recovery preserved,original_ui_17.png inventory row 272; pointer 0x81710; V375 decoded current='상태 이상과 체력 회복',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:3,PASS_SEMANTIC,NONE,いくうかんからの攻撃で敵にダメージを<N:与:3>えます,이공간 공격으로 피해,0x81714,Other-dimensional attack damage preserved,original_ui_18.png inventory row 273; pointer 0x81714; V375 decoded current='이공간 공격으로 피해',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:4,PASS_SEMANTIC,NONE,敵の素早さを下げます,적 민첩 감소,0x81718,Enemy agility decrease: target and direction preserved,original_ui_18.png inventory row 274; pointer 0x81718; V375 decoded current='적 민첩 감소',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:5,PASS_SEMANTIC,NONE,いんせきが落下しまわりの敵にダメージを<N:与:3>えます,운석으로 주변 적 피해,0x8171C,Meteor damage to nearby enemies: area preserved,original_ui_18.png inventory row 275; pointer 0x8171C; V375 decoded current='운석으로 주변 적 피해',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:6,PASS_SEMANTIC,NONE,体力を回復します,체력 회복,0x81720,Health recovery preserved,original_ui_18.png inventory row 276; pointer 0x81720; V375 decoded current='체력 회복',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:7,PASS_SEMANTIC,NONE,<N:毒:1>を消しさります,독 해제,0x81724,Poison removal preserved,original_ui_18.png inventory row 277; pointer 0x81724; V375 decoded current='독 해제',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:8,PASS_SEMANTIC,NONE,敵の魔法を封じ込めます,적의 마법 봉인,0x81728,Enemy magic sealing preserved,original_ui_18.png inventory row 278; pointer 0x81728; V375 decoded current='적의 마법 봉인',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:9,PASS_SEMANTIC,NONE,ステ<N:｣:11>タス傷害を回復します,상태 이상 회복,0x8172C,Status ailment recovery preserved,original_ui_18.png inventory row 279; pointer 0x8172C; V375 decoded current='상태 이상 회복',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:10,ACCEPTABLE_ABBREVIATION,NONE,天使が画面外に飛んでいき<N:リ:12>ー<N:ザ:8>ーで攻撃します,천사의 광선 공격,0x81730,"Angel flies offscreen and fires laser; offscreen animation detail omitted, attack preserved",original_ui_18.png inventory row 280; pointer 0x81730; V375 decoded current='천사의 광선 공격',Meaning retained as noted; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:11,PASS_SEMANTIC,NONE,戦闘不能になつた味方を呼び戻せます,쓰러진 아군 부활,0x81734,Revives combat-incapacitated allies: target and condition preserved,original_ui_18.png inventory row 281; pointer 0x81734; V375 decoded current='쓰러진 아군 부활',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:12,PASS_SEMANTIC,NONE,敵の体力をすいとり味方に分け<N:与:3>えます,적 체력을 흡수해 아군 회복,0x81738,Drains enemy health and distributes to allies: drain and ally recovery preserved,original_ui_18.png inventory row 282; pointer 0x81738; V375 decoded current='적 체력을 흡수해 아군 회복',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:13,ACCEPTABLE_ABBREVIATION,NONE,敵一体に必殺の剣で斬りつけます,적 하나에 필살검,0x8173C,One enemy hit by fatal sword: single target preserved,original_ui_18.png inventory row 283; pointer 0x8173C; V375 decoded current='적 하나에 필살검',Meaning retained as noted; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:14,PASS_SEMANTIC,NONE,敵をマ<N:ヒ:5>させます,적에게 마비 부여,0x81740,Inflicts enemy paralysis preserved,original_ui_18.png inventory row 284; pointer 0x81740; V375 decoded current='적에게 마비 부여',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:15,PASS_SEMANTIC,NONE,2ます先の敵を斬りつけます,두 칸 앞의 적 공격,0x81744,Attacks enemy TWO tiles ahead: distance preserved,original_ui_18.png inventory row 285; pointer 0x81744; V375 decoded current='두 칸 앞의 적 공격',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:16,PASS_SEMANTIC,NONE,敵に向かつて走り込んで斬りつけます,돌진하며 적 공격,0x81748,Runs toward enemy and slashes: charging attack preserved,original_ui_18.png inventory row 286; pointer 0x81748; V375 decoded current='돌진하며 적 공격',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:17,PASS_SEMANTIC,NONE,味方の攻撃力を上げます,아군 공격력 상승,0x8174C,Raises ally attack power: target and direction preserved,original_ui_18.png inventory row 287; pointer 0x8174C; V375 decoded current='아군 공격력 상승',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
skill_description:18,ACCEPTABLE_ABBREVIATION,NONE,<N:波:1>動<N:リ:12>ー<N:ザ:8>ー弾を撃ちます,파동 광선 발사,0x81750,Wave laser bullets shortened to wave beam; attack preserved,original_ui_18.png inventory row 288; pointer 0x81750; V375 decoded current='파동 광선 발사',Meaning retained as noted; separate CPU/render/game regression required,skills_characters_review.csv
