canonical_row,confidence,current_choice_count,current_expanded_hex,current_korean,current_unknown,end,expansion_error,file,finding,id,offset,original_choice_count,original_hex,original_japanese,scope,sources,status
1616,high,4,e503dd78dd400fa1ddeb24e601e503dd392456e601e503ddb3833d99a1a1a1a1e601e503018da1d30304a1,<CTRL:E503>포코의 악기|<CTRL:E503>투기장|<CTRL:E503>키토우올    |<CTRL:E503>다음 페이지 ,,299071,,6/S6014.DAT,,6/S6014.DAT:49016,299030,4,e503d7d11cdddfde7ae601e50393dd4c89e601e503ddb5315c71deb43153e601e503dd2a1cddf7317f,"<CTRL:E5:03>ポコの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>次のページ",choice_or_quiz,"['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",UNREVIEWED
1617,high,4,e5038f450134a150dd31a1e601e503d5de08de26a130dd9aa1e601e503563e87a1dd06dd35a1de7aa1a1a1a1e601e5031538a1a1a1a1a1a1,<CTRL:E503>라마다사 수행 |<CTRL:E503>로맨싱 스톤 |<CTRL:E503>장신구 비단 띠    |<CTRL:E503>그만      ,,299200,,6/S6014.DAT,,6/S6014.DAT:49088,299144,4,e503576467dd9e1cddbf74e601e503a26434603480475c3134e601e503424edd60776b315b44dd4f1c3b995ae601e503402975391b1b4037,"<CTRL:E5:03>ラマダ寺の修行
<CTRL:E5:03>ロマンシングストーン
<CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89>
<CTRL:E5:03>やつっりいいや。",choice_or_quiz,"['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",UNREVIEWED
,quiz_bounded,2,693cdd02a150dd311920a146ddd52d073bd1e601e503ddb12d070121e601e50309de49070121a1,승려: 수행하러 오셨습니까?|<CTRL:E503>맞습니다.|<CTRL:E503>아닙니다. ,,276871,,6/S6054.DAT,,6/S6054.DAT:4395A,276826,2,5764678425e601ddbf742f456d23271b33321f1c302b203ce601e503411cdd753937e601e503362d30381d1b37,ラマダ僧：|修行をつみにまいられたのですか？|[선택]その通り。|[선택]とんでもない。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,2,693cdd02a115dd49a156dd6ade7e09e60146ddd52d073bd1a1e601e503ddb12d070121e601e50309de49070121a1,승려: 그럼 장난삼아|오셨습니까? |<CTRL:E503>맞습니다.|<CTRL:E503>아닙니다. ,,277078,,6/S6054.DAT,,6/S6054.DAT:43A28,277032,2,5764678425e60141323028247d40201e23271b33321f1c203ce601e503411cdd753937e601e503362d30381d1b37,ラマダ僧：|それでは、ひやかしにまいられたのか？|[선택]その通り。|[선택]とんでもない。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a1018da1ddaf6636a101a1ddb1dd59293ae601dd0d26a1dd8ea1dd1e3ca1172e542d070121a1,승려: 다음 문제를 다 맞히시면|좋은 걸 알려 드리겠습니다. ,,277182,,6/S6054.DAT,,6/S6054.DAT:43A94,277140,0,5764678425e6014132302824dd2a1c382d351b23dd08212e1f4633321f33241b1b2e362fdd6a463d2637,ラマダ僧：|それでは、次のもんだいに全てこたえられたら、いいことを教えよう。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a104dd4aa16bdd3126a155dd21a1def4a1dd347f073bd1,문제: 지금 일행은 모두 몇 명입니까?,,277270,,6/S6054.DAT,,6/S6054.DAT:43AFA,277242,0,382d351b25e601c824a331dbdd031cdd998828dd08dd25306e52353c,もんだい：|今、パーテ□の仲聞は全部で何人だ？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,a19edd34e601a19fdd34e601a19add34e601a110dd34, 5명| 6명| 7명| 8명,,277348,,6/S6054.DAT,,6/S6054.DAT:43B4E,277326,4,e5031652e601e5031752e601e5031852e601e5031952,[선택]5人|[선택]6人|[선택]7人|[선택]8人,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,277454,,6/S6054.DAT,,6/S6054.DAT:43BBC,277436,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a10958b3dd0cdd0cdd42b3dd78dd40a1018de601dd32de1206d1,"문제: 아크,쿠쿠루,포코 다음|동료는?",,277535,,6/S6054.DAT,,6/S6054.DAT:43C00,277504,0,382d351b25e60142314e244e4e5324d7d11cdd2a23dd9988231d291f1c283c,もんだい：|アーク、ククル、ポニの次に仲聞になつたのは？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,83dd86a1a1a1a1a1e6011cdda9a1a1a1a1e601960c8fa1a1a1a1e601030ca1a1a1a1,토슈     |고겐    |촌가라    |이가    ,,277626,,6/S6054.DAT,,6/S6054.DAT:43C58,277592,4,e5035c8260abe601e503dd3c31dd4d34e601e5036c6934dd0257e601e5036531dd02,[선택]トッシュ|[선택]□ーゲン|[선택]チョン□ラ|[선택]□ー□,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,277732,,6/S6054.DAT,,6/S6054.DAT:43CD2,277714,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a183dd860fa1dd356ba1dd10dd0aa1dd73e6010c56a1dd2853a124dde526d1,문제: 토슈의 단일 공격 중|가장 강한 기술은?,,277818,,6/S6054.DAT,,6/S6054.DAT:43D16,277782,0,382d351b25e6015c8260ab1cdd80613024df21dd2ddd2bdd191cd0b1612fdd09451c283c,もんだい：|トッシュの能力で、単体最強の攻撃力を持つのは？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,40de9fdda1a1a1e601dd53de2edd0ade02a1a1e601ea5bdd834fdd62dd4ca1a1e601ea5bdd83ea26dd62dd4ca1a1,주박검  |선풍격축  |앵화전폭참  |앵화뇌폭참  ,,277920,,6/S6054.DAT,,6/S6054.DAT:43D72,277874,4,e503de35de94dd8de601e503de9cc1b1dea3e601e503de3cde1bdf1cdd41dd5ce601e503de3cde1bdda5dd41dd5c,[선택]呪縛剣|[선택]旋風撃蹴|[선택]桜花□爆斬|[선택]桜花雷爆斬,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,278026,,6/S6054.DAT,,6/S6054.DAT:43DF8,278008,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a1dd7bddb02909a1dd170fe6016a0da1552906a1373e0fa103de3826d1a1a1,문제: 파렌시아 성의|왕을 모시는 대신의 이름은?  ,,278112,,6/S6054.DAT,,6/S6054.DAT:43E3C,278076,0,382d351b25e601a36f346042dd17231b225d23df3c4622508b1cde26ae286e35291f203c,もんだい：|パ□ンシア城にいる王に仕える大臣の名前は何だつたか？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,dd3803ea68a1a1a1e60194dde9a1a1a1e60160ea68a1a1a1e60115dd66ea80a1a1a1,카이젤   |안델   |보젤   |그레텔   ,,278202,,6/S6054.DAT,,6/S6054.DAT:43E98,278168,4,e503bc65ddf853e601e50342348153e601e503dda131ddf853e601e503806f31db53,[선택]カ□□ル|[선택]アンデル|[선택]□ー□ル|[선택]□□ーテル,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,278308,,6/S6054.DAT,,6/S6054.DAT:43F12,278290,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a1832cddf8a1dd970fa109de380186e60131510fa103de3826d1a1a1a1,문제: 토요케 숲의 아름다운|정령의 이름은?   ,,278392,,6/S6054.DAT,,6/S6054.DAT:43F56,278358,0,382d351b25e6015cdd1431dd6d1cdd1030567b291f2444321b1d4d4f1cde26ae283c,もんだい：|トヨー□の森で出会つた、きれいな精霊の名前は？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddc41e06a13151a1e601de5f0fa13151a1e60126dd4b0fa13151e6015f04ddb40fa13151,빛나는 정령 |달의 정령 |은혜의 정령|무지개의 정령,,278484,,6/S6054.DAT,,6/S6054.DAT:43FB0,278448,4,e503202a40441c4d4fe601e50345441c4d4fe601e503b46d1c4d4fe601e503234a1c4d4f,[선택]かがやきの精霊|[선택]つきの精霊|[선택]ベみの精霊|[선택]にじの精霊,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,278590,,6/S6054.DAT,,6/S6054.DAT:4402C,278572,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a130dd2c2e09a16a03a1dd6fe601dd06dd31dd530fa103de3826d1a1,문제: 스메리아 왕이 준|비행선의 이름은? ,,278673,,6/S6054.DAT,,6/S6054.DAT:44070,278640,0,382d351b25e60147786b425d2033df3820291f24e601dd7274de0b1cde26ae283c,もんだい：|スメリア王から授かつた、|飛行□の名前は？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,dd27673309a1a1a1a1e601dd2767dd5709a1a1a1a1e601dd27675509a1a1a1e601dd27679558a1a1a1,실버도아    |실버노아    |실버모아   |실버호크   ,,278771,,6/S6054.DAT,,6/S6054.DAT:440CA,278730,4,e5036053af319542e601e5036053af31dd5f42e601e5036053af315f42e601e5036053af31deff314e,[선택]シルバートア|[선택]シルバー□ア|[선택]シルバーモア|[선택]シルバー□ーク,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,278878,,6/S6054.DAT,,6/S6054.DAT:4414C,278860,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a1dd78dd400fa1ddeb240ca109dddfa11826d1a1a1a1,문제: 포코의 악기가 아닌 것은?   ,,278955,,6/S6054.DAT,,6/S6054.DAT:44190,278928,0,382d351b25e601dd2a1cdd8124d7d11cdddfde7a231d1b381c283c,もんだい：|次の内、ポニの楽器にないものは？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,1edd6ca1a1e601dd6426de64a1e60146dd382e1ea1e601dd3c09dd57a1,나팔  |작은북 |오카리나 |피아노 ,,279041,,6/S6054.DAT,,6/S6054.DAT:441E4,279012,4,e503332975e601e5032e351b2ee601e5038fbc6b7ce601e5037242dd5f,[선택]らつっ|[선택]こだいこ|[선택]オカリナ|[선택]ピア□,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,279148,,6/S6054.DAT,,6/S6054.DAT:4425A,279130,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a101ddbfa1dd10dd1b0e25e601dd090da1dd10dd0a1906a109580fa124dde526d1,문제: 다른 공간에서|적을 공격하는 아크의 기술은?,,279236,,6/S6054.DAT,,6/S6054.DAT:4429E,279198,0,382d351b25e601defddd188820331cd0b130bd236778317f2fdd3f462242314e1cdd8061283c,もんだい：|異□聞からの攻撃で敵にダメージを□えるアークの能力は？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,606ba1de36dd1229a1a1a1e601416ba1de36dd1229a1a1a1e6010c6ba1de36dd1229a1a1a1e601466ba1de36dd1229a1a1,보일 플래시   |게일 플래시   |가일 플래시   |오일 플래시  ,,279341,,6/S6054.DAT,,6/S6054.DAT:442FC,279292,4,e503dda16553a6578260abe601e503dd4d6553a6578260abe601e503dd026553a6578260abe601e5038f6553a6578260ab,[선택]□□ルフラッシュ|[선택]ゲ□ルフラッシュ|[선택]□□ルフラッシュ|[선택]オ□ルフラッシュ,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,279448,,6/S6054.DAT,,6/S6054.DAT:44386,279430,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a186dd340fa1dd32de1288a138dd6a0106e60156dd0706a114ddcd7f073bd1a1,문제: 운명의 동료와 만난다는|장소는 어디입니까? ,,279535,,6/S6054.DAT,,6/S6054.DAT:443CA,279498,0,382d351b25e601412e2374495824dd37ccddf94933321fdd998836567b26361b2689c2283c,もんだい：|そこに行けば、運命づけられた仲聞と出会うという場所は？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,832cddf8a1dd97a1a1e60130dd2c2e09a1dd10ddf2a1e60138dd3d0fa1012ea1e601dd7bddb02909a1dd17ddafa1,토요케 숲  |스메리아 공항 |만남의 다리 |파렌시아 성문 ,,279638,,6/S6054.DAT,,6/S6054.DAT:44428,279592,4,e5035cdd1431dd6d1cdd10e601e50347786b42dd18dd4ae601e503567b1b1c281ee601e503a36f346042dd17ddff,[선택]トヨー□の森|[선택]スメリア□港|[선택]出会いのはし|[선택]パ□ンシア城門,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a14eb3a131dea07f0701212121a1,"승려: 으, 정답입니다... ",,279750,,6/S6054.DAT,,6/S6054.DAT:444B4,279732,0,5764678425e601262924c7dd343524242437,ラマダ僧：|うつ、正解だ、、、。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a166a1ddaf6636a101a1ddb1deb6a19226e601dd8f8d7f070121a18b4ed5a103dd8ee60117de2f070121,승려: 제 문제를 다 맞힌 분은|처음입니다. 상으로 이걸|드립니다.,,279846,,6/S6054.DAT,,6/S6054.DAT:444F8,279800,0,5764678425e601851c382d351b23dd0821c7dd341e1f1c283b27462ade6c51213537dd052699232e322f40552637,ラマダ僧：|私のもんだいに全て正解したのはおまえが初めてだ。ほうびにこれをやろう。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,df2d8f580fddaf56df090ddd9c612d070121,「라크의문장」을얻었습니다.,,279944,,6/S6054.DAT,,6/S6054.DAT:44576,279926,0,5b57314e1cde56de345a2f38331b271e1f37,□ラークの紋章へをもらいました。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,03dd2fa10c041ca1dd11297c2cd1e60156dd6aa11538dd215d294621,이미 가지고 계시군요?|장난 그만두십시오.,,280026,,6/S6054.DAT,,6/S6054.DAT:445BE,279998,0,369f291f2a243826dd0929211b2230281d1b203c7d40202b301d1b37,と思つたが、もう持つているではないか？ひやかすでない。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,31510fa172a11b1c33a155dd21a1554e3ae601de24dd180ca11edd7f1e06a17203e6011f011ca1dd1d070121a1a1a1a1,정령의 돌 말고도 모두 모으면|효과가 나타나는 돌이|있다고 합니다.    ,,280124,,6/S6054.DAT,,6/S6054.DAT:4460C,280076,0,2e1ccedd122328244d4f1c943638268e4524dd0821dd5a51222e36233d2921ddc1dd1f2add8c3222942a3f2236d33e37,この世界には、精霊の石ともう一つ、全て集めることによつて効果が現れる石があると聞く。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,15a17226a155dd540c0a0da18edd540e25e601872ba1dd81a1aaa17403a1ddd9a1187f070121,그 돌은 모험가들을 위험에서|구해 줄 큰 힘이 될 것입니다.,,280212,,6/S6054.DAT,,6/S6054.DAT:4466E,280174,0,411c942824df0dde407e1f4b2fde18de402033de162624e601501b1d2261361d22303f552637,その石は、冒険者たちを危険から救う、|大いなる力となるであろう。,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a130dd2c2e09a1dd064f0fa150dd93a1dd07ddb50ee60134dd3f03a1dd10ddb47304a17826a134dd2226d1a1a1a1a1a1a1a1a1a1,문제: 스메리아 비전의 수배 소식에|사진이 공개되지 않은 사람은?         ,,280323,,6/S6054.DAT,,6/S6054.DAT:446CA,280266,0,382d351b25e60147786b42de1e7f693430de71de2687dd7f1cdd56ab31472ade2432211b222a241e48de9f2a2e26dde03a32211b1d1b1c283c,もんだい：|スメリア□ジョンで指名手配のカュースが流れているが、しゃ□がこう□されていないのは？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,0958a1a1e60183dd86a1e601dd78dd40a1e601dd0cdd0cdd42a1,아크  |토슈 |포코 |쿠쿠루 ,,280406,,6/S6054.DAT,,6/S6054.DAT:4473C,280380,4,e50342314ee601e5035c8260abe601e503d7d1e601e5034e4e53,[선택]アーク|[선택]トッシュ|[선택]ポニ|[선택]ククル,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,280490,,6/S6054.DAT,,6/S6054.DAT:4479E,280478,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02dd2f70451ea1497ca1567c0fe601dd463cdd326d26d1,문제:미르마나 야군 장군의|반려동물은?,,280567,,6/S6054.DAT,,6/S6054.DAT:447DC,280540,0,382d351b25e601dd3a5364317c1cbb8034dd89ba1cddf7825c283c,もんだい：|ミルマーナのヤ□ン将軍の□ットは？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ea671edd06a1e601ddb4a1e601dd45dd11a1e60195de7403,잔나비 |개 |산계 |호랑이,,280648,,6/S6054.DAT,,6/S6054.DAT:44830,280624,4,e5037753e601e50365ddc7e601e503dd4e7fe601e5035c57,[선택]サル|[선택]□ヌ|[선택]□ジ|[선택]トラ,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,280732,,6/S6054.DAT,,6/S6054.DAT:44890,280720,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a109580fa14fdd90a103de3826d1,문제: 아크의 전체 이름은?,,280801,,6/S6054.DAT,,6/S6054.DAT:448CE,280782,0,382d351b25e60142314e1ca653ddc631d8283c,もんだい：|アークのフル□ームは？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,0958a1dd96a1dd1217a1a1a1e6010958a1dd96a1ea472017a1a1a1e6010958a10e01a12edd4070dd55a1a1a1e6010958a1ea8bdd7fa1a1,아크 더 래드   |아크 더 블러드   |아크 에다 리코르누   |아크 폴타  ,,280913,,6/S6054.DAT,,6/S6054.DAT:4491A,280858,4,e50342314e2cddc82c578295e601e50342314e2cddc82cc9578295e601e50342314e2cdd23672c6bd153ddc7e601e50342314e2cd75362,[선택]アーク・□・ラット|[선택]アーク・□・フラット|[선택]アーク・エダ・リニルヌ|[선택]アーク・ポルタ,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,280998,,6/S6054.DAT,,6/S6054.DAT:4499A,280986,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ddaf66dd02a11cdda90da1de101ca11f06e6016430020fa103de3826d1a1a1a1,문제: 고겐을 잡고 있는|몬스터의 이름은?   ,,281080,,6/S6054.DAT,,6/S6054.DAT:449D8,281048,0,382d351b25e601dd3c31dd4d342fde913346211b225f344762311cde26ae283c,もんだい：|□ーゲンを□らえているモンスターの名前は？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,8fdd6eddb3a1a1a1e6010cdd6eddb3a1a1a1e60149308addb3a1a1a1e6014929d509ddb3a1a1,라류키   |가류키   |야스유키   |야시로아키  ,,281174,,6/S6054.DAT,,6/S6054.DAT:44A30,281136,4,e503576bab71dd4ee601e503dd026bab71dd4ee601e503402bdd0444e601e503bb60a242dd4e,[선택]ラリュウ□|[선택]□リュウ□|[선택]やす□き|[선택]ヤシロア□,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,281258,,6/S6054.DAT,,6/S6054.DAT:44A9E,281246,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a1ddc355040fa11e8f06d1a1a1a1a1,승려: 헤모지의 나라는?    ,,281327,,6/S6054.DAT,,6/S6054.DAT:44ADC,281308,0,5764678425e601dd3b5f7f311c5e28542e203c,ラマダ僧：|へモジーの国はどこか？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,de018fdd9da1de77a1e6018f4501a1dd45a1e6018fdd0c01a1dd45e6018f450134,클라프 섬 |라마다 산 |라쿠다 산|라마다사,,281417,,6/S6054.DAT,,6/S6054.DAT:44B28,281384,4,e5034e5731a6de05e601e5035764679be601e503574e679be601e503576467dd9e,[선택]クラーフ島|[선택]ラマダ山|[선택]ラクダ山|[선택]ラマダ寺,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,281502,,6/S6054.DAT,,6/S6054.DAT:44B92,281490,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a109580fa1096704a103de3826d1,승려: 아크의 아버지 이름은?,,281570,,6/S6054.DAT,,6/S6054.DAT:44BD0,281552,0,5764678425e60142314e1cb71cde26ae283c,ラマダ僧：|アークの父の名前は？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,2cde5ca1a1a1e6012cdd8609a1a1a1e601dd8688dd1fa1a1a1e601dd86dd0870decda1a1a1,요샤   |요슈아   |슈와치   |슈바르츠   ,,281663,,6/S6054.DAT,,6/S6054.DAT:44C1A,281626,4,e503dd148260d6e601e503dd1460ab42e601e50360abdda0826ce601e50360abdda053df01,[선택]ヨッシャ|[선택]ヨシュア|[선택]シュワッチ|[선택]シュワルツ,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,281748,,6/S6054.DAT,,6/S6054.DAT:44C88,281736,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a109580fa114dd5d07a103de3826d1,승려: 아크의 어머니 이름은?,,281817,,6/S6054.DAT,,6/S6054.DAT:44CC6,281798,0,5764678425e60142314e1cdd0e1cde26ae283c,ラマダ僧：|アークの母の名前は？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,ea8bdd7fa1e601ddc8dd66dd7fa1e601454530a1e601dd2c87dd2fa1,폴타 |브레타 |마마스 |메구미 ,,281902,,6/S6054.DAT,,6/S6054.DAT:44D12,281874,4,e503d75362e601e503dd556f62e601e503646447e601e5037880dd3a,[선택]ポルタ|[선택]□□タ|[선택]ママス|[선택]メ□ミ,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,281986,,6/S6054.DAT,,6/S6054.DAT:44D76,281974,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a10958a16bdd3103a18ca19b11d5e601381e06a1315126d1a1,승려: 아크 일행이 세 번째로|만나는 정령은? ,,282065,,6/S6054.DAT,,6/S6054.DAT:44DB4,282036,0,5764678425e60142314e1f4b2a14de2cac23567b264d4f1cde26ae283c,ラマダ僧：|アークたちが3番目に出会う精霊の名前は？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,dd450fa13151a1e60126dd4b0fa13151a1e601dda10fa13151a1e601ddc40fa13151,산의 정령 |은혜의 정령 |검의 정령 |빛의 정령,,282156,,6/S6054.DAT,,6/S6054.DAT:44E0A,282122,4,e5039b1c4d4fe601e503b46d1c4d4fe601e503201f1d1c4d4fe601e503dd0c1c4d4f,[선택]山の精霊|[선택]ベみの精霊|[선택]かたなの精霊|[선택]光の精霊,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,282240,,6/S6054.DAT,,6/S6054.DAT:44E74,282228,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a1dd78dd400ca17f26a1190f06d1a1a1a1,승려: 포코가 입은 하의는?   ,,282311,,6/S6054.DAT,,6/S6054.DAT:44EB2,282290,0,5764678425e601d7d12a7023281b211b22381c283c,ラマダ僧：|ポニが下にはいているものは？,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,dd7f03decda1e60130ded7decda1e60186dd32dd9fa1e601095f1833a194a17f8d,타이츠 |스패츠 |운동복 |아무것도 안 입음,,282401,,6/S6054.DAT,,6/S6054.DAT:44F00,282368,4,e5036265df01e601e50347a382df01e601e5037fd6317fe601e503281b211b1d1b,[선택]タ□ツ|[선택]スパッツ|[선택]ジャージ|[선택]はいていない,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a131dea07f0701a9,승려: 정답입니다!,,282486,,6/S6054.DAT,,6/S6054.DAT:44F6A,282474,0,5764678425e601c7dd340202,ラマダ僧：|正解！！,choice_or_quiz,['quiz107'],UNREVIEWED
,quiz_bounded,0,693cdd02a1dd2767dd5709a1695f7ba1dd73e601dd08dd1f0fa1dd32de1206d1a1,승려: 실버노아 승무원 중|바치의 동료는? ,,282569,,6/S6054.DAT,,6/S6054.DAT:44FA8,282536,0,5764678425e6016053af31dd5f421cdd438d3024af826c1cde09df0e361b46583c,ラマダ僧：|シルバー□アの乗員で、バッチの相棒といえば？,choice_or_quiz,['quiz107'],UNREVIEWED
1703,high,4,e5033943a1a1e601e50339dd06a1a1e601e5033930ddf8a1a1e601e503960c8fa1a1a1,<CTRL:E503>초핀  |<CTRL:E503>초비  |<CTRL:E503>초스케  |<CTRL:E503>촌가라   ,,282661,,6/S6054.DAT,,6/S6054.DAT:45002,282626,4,e5036c697234e601e5036c69de1e34e601e5036c693147dd6de601e5036c6934dd0257,"<CTRL:E5:03>チョピン
<CTRL:E5:03>チョビン
<CTRL:E5:03>チョースケ
<CTRL:E5:03>チョンガラ",choice_or_quiz,"['story_corpus', 'script_original_full', 'quiz107', 'story_all_choices_v21_translation.csv']",UNREVIEWED
1704,high,0,8f4501693cdd02a1a131dea0a9a1,라마다승려:  정답! ,,282746,,6/S6054.DAT,,6/S6054.DAT:4506E,282734,0,5764678425e601c7dd340202,"ラマダ僧 
正解!!",choice_or_quiz,"['story_corpus', 'script_original_full', 'quiz107']",UNREVIEWED
