table_key,table_label,index,pointer_offset,string_offset,encoded_length,slot_size,free_bytes_in_slot,japanese
skill_description,기술 설명,35,0x81794,0x81564,24,28,3,たつまきで敵をすいあげて地上にたたき落とします
skill_description,기술 설명,36,0x81798,0x81580,20,24,3,自分の残像を敵に向かつてぶつけます
skill_description,기술 설명,37,0x8179C,0x81598,23,24,0,自分よりある程度弱い敵を消し去ります
skill_description,기술 설명,38,0x817A0,0x815B0,15,16,0,<N:ｌ:5><N:ゲ:16>ラックへを召喚します
skill_description,기술 설명,39,0x817A4,0x815C0,14,16,1,<N:ｌ:5>モフリーへを召喚します
skill_description,기술 설명,40,0x817A8,0x815D0,14,16,1,<N:ｌ:5>フウジンへを召喚します
skill_description,기술 설명,41,0x817AC,0x815E0,14,16,1,<N:ｌ:5>ラ<N:｣:11>ジンへを召喚します
skill_description,기술 설명,42,0x817B0,0x815F0,15,16,0,<N:ｌ:5>へモジーへを召喚します
skill_description,기술 설명,43,0x817B4,0x81600,13,16,2,<N:ｌ:5>オトンへを召喚します
skill_description,기술 설명,44,0x817B8,0x81610,12,16,3,モンスターを調ベます
skill_description,기술 설명,45,0x817BC,0x81620,13,16,2,<N:ｌ:5>ちょこへを召喚します
skill_description,기술 설명,46,0x817C0,0x81630,10,12,1,味方を回復します
skill_description,기술 설명,47,0x817C4,0x8163C,17,20,2,行けないところに<N:ｴ:24>かを造ります
skill_description,기술 설명,48,0x817C8,0x81650,14,16,1,ラ<N:｣:11>ジンとの合体魔法
skill_description,기술 설명,49,0x817CC,0x81660,14,16,1,フウジンとの合体魔法
skill_description,기술 설명,50,0x817D0,0x81670,10,12,1,敵に乗り移れます
skill_description,기술 설명,51,0x817D4,0x8167C,16,20,3,まわりに手裏剣をばらまきます
skill_description,기술 설명,52,0x817D8,0x81690,6,8,1,自爆します
skill_description,기술 설명,53,0x817DC,0x81698,15,16,0,かまフーメランで敵を攻撃します
skill_description,기술 설명,54,0x817E0,0x816A8,16,20,3,まわりの敵にダメージを<N:与:3>えます
skill_description,기술 설명,55,0x817E4,0x816BC,16,20,3,まわりの敵にダメージを<N:与:3>えます
skill_description,기술 설명,56,0x817E8,0x816D0,16,20,3,直せん上の敵をなぎはらいます
skill_description,기술 설명,57,0x817EC,0x816E4,21,24,2,つばさをはためかせ風でダメージを<N:与:3>えます
skill_description,기술 설명,58,0x817F0,0x816FC,11,12,0,敵をへモジーにします
character_name,인물·몬스터 이름,0,0x81B4C,0x817F4,3,4,0,アーク
character_name,인물·몬스터 이름,1,0x81B50,0x817F8,3,4,0,ククル
character_name,인물·몬스터 이름,2,0x81B54,0x817FC,4,8,3,トッシュ
character_name,인물·몬스터 이름,3,0x81B58,0x81804,2,4,1,ポニ
character_name,인물·몬스터 이름,4,0x81B5C,0x81808,6,8,1,<N:ニ:13>ーゲン
character_name,인물·몬스터 이름,5,0x81B60,0x81810,4,8,3,<N:｣:11>ー<N:力:5>
character_name,인물·몬스터 이름,6,0x81B64,0x81818,5,8,2,マーシャル
character_name,인물·몬스터 이름,7,0x81B68,0x81820,6,8,1,チョン<N:力:5>ラ
character_name,인물·몬스터 이름,8,0x81B6C,0x81828,0,4,3,
character_name,인물·몬스터 이름,9,0x81B70,0x8182C,0,4,3,
character_name,인물·몬스터 이름,10,0x81B74,0x81830,0,4,3,
character_name,인물·몬스터 이름,11,0x81B78,0x81834,6,8,1,ス<N:ゲ:16>ルトン
character_name,인물·몬스터 이름,12,0x81B7C,0x8183C,5,8,2,<N:ニ:13>ースト
character_name,인물·몬스터 이름,13,0x81B80,0x81844,5,8,2,<N:ゾ:12>ン<N:ビ:5>
character_name,인물·몬스터 이름,14,0x81B84,0x8184C,8,12,3,<N:ク:12>リーンスラ<N:｣:11>ム
character_name,인물·몬스터 이름,15,0x81B88,0x81858,5,8,2,カンジャ
character_name,인물·몬스터 이름,16,0x81B8C,0x81860,3,4,0,メ<N:｣:11>ジ
character_name,인물·몬스터 이름,17,0x81B90,0x81864,6,8,1,フ<N:=:12><N:｣:11>ター
character_name,인물·몬스터 이름,18,0x81B94,0x8186C,5,8,2,破戒僧
character_name,인물·몬스터 이름,19,0x81B98,0x81874,9,12,2,ジャ<N:｣:11>アントバット
character_name,인물·몬스터 이름,20,0x81B9C,0x81880,7,8,0,トールマスター
character_name,인물·몬스터 이름,21,0x81BA0,0x81888,4,8,3,死神
character_name,인물·몬스터 이름,22,0x81BA4,0x81890,7,8,0,エ<N:リ:12>メンタル
character_name,인물·몬스터 이름,23,0x81BA8,0x81898,4,8,3,妖樹
character_name,인물·몬스터 이름,24,0x81BAC,0x818A0,8,12,3,フ<N:=:12>ンタ<N:ス:15>ム
character_name,인물·몬스터 이름,25,0x81BB0,0x818AC,6,8,1,シート<N:リ:12><N:｣:11>ク
character_name,인물·몬스터 이름,26,0x81BB4,0x818B4,8,12,3,マ<N:｣:11>テ<N:ｲ:6>フラ<N:｣:11>
character_name,인물·몬스터 이름,27,0x81BB8,0x818C0,7,8,0,<N:午:15>ラートッ<N:ク:12>
character_name,인물·몬스터 이름,28,0x81BBC,0x818C8,9,12,2,<N:リ:12>ットス<N:ゲ:16>ルトン
character_name,인물·몬스터 이름,29,0x81BC0,0x818D4,7,8,0,フラックスカル
character_name,인물·몬스터 이름,30,0x81BC4,0x818DC,3,4,0,<N:リ:12><N:｣:11>ス
character_name,인물·몬스터 이름,31,0x81BC8,0x818E0,3,4,0,<N:ク:12>ール
character_name,인물·몬스터 이름,32,0x81BCC,0x818E4,5,8,2,フリージー
character_name,인물·몬스터 이름,33,0x81BD0,0x818EC,8,12,3,アシットスラ<N:｣:11>ム
character_name,인물·몬스터 이름,34,0x81BD4,0x818F8,5,8,2,アサッシン
character_name,인물·몬스터 이름,35,0x81BD8,0x81900,9,12,2,スーパーシ<N:メ:6><N:ビ:5>
character_name,인물·몬스터 이름,36,0x81BDC,0x8190C,8,12,3,ウ<N:｣:11>ッチクラフト
character_name,인물·몬스터 이름,37,0x81BE0,0x81918,6,8,1,ソーサラー
character_name,인물·몬스터 이름,38,0x81BE4,0x81920,8,12,3,<N:ネ:13>クロマンサー
character_name,인물·몬스터 이름,39,0x81BE8,0x8192C,7,8,0,ウ<N:ｲ:6><N:ザ:8>ート
character_name,인물·몬스터 이름,40,0x81BEC,0x81934,6,8,1,闇法師
character_name,인물·몬스터 이름,41,0x81BF0,0x8193C,5,8,2,修験者
character_name,인물·몬스터 이름,42,0x81BF4,0x81944,5,8,2,下法師
character_name,인물·몬스터 이름,43,0x81BF8,0x8194C,7,8,0,<N:ネ:13><N:ビ:5>ュラス
character_name,인물·몬스터 이름,44,0x81BFC,0x81954,6,8,1,道化師
character_name,인물·몬스터 이름,45,0x81C00,0x8195C,7,8,0,デス<N:ハ:12>ウント
character_name,인물·몬스터 이름,46,0x81C04,0x81964,2,4,1,デス
character_name,인물·몬스터 이름,47,0x81C08,0x81968,11,12,0,ウ<N:=:12>ンパ<N:｣:11>アバット
character_name,인물·몬스터 이름,48,0x81C0C,0x81974,6,8,1,ソートマン
character_name,인물·몬스터 이름,49,0x81C10,0x8197C,7,8,0,ナ<N:｣:11>トマスター
character_name,인물·몬스터 이름,50,0x81C14,0x81984,7,8,0,<N:ク:12><N:リ:12>ートナ<N:｣:11>ト
character_name,인물·몬스터 이름,51,0x81C18,0x8198C,9,12,2,ポ<N:｣:11><N:ス:15>ンスモッ<N:ク:12>
character_name,인물·몬스터 이름,52,0x81C1C,0x81998,10,12,1,メデューサリ<N:ザ:8>ート
character_name,인물·몬스터 이름,53,0x81C20,0x819A4,8,12,3,トラ<N:ニ:13>ンフラ<N:｣:11>
character_name,인물·몬스터 이름,54,0x81C24,0x819B0,7,8,0,マントラッ<N:フ:11>
character_name,인물·몬스터 이름,55,0x81C28,0x819B8,6,8,1,デスフ<N:リ:12><N:｣:11>ム
character_name,인물·몬스터 이름,56,0x81C2C,0x819C0,11,12,0,エ<N:リ:12>メンタルマスター
character_name,인물·몬스터 이름,57,0x81C30,0x819CC,4,8,3,<N:｣:11>ー<N:力:5>
character_name,인물·몬스터 이름,58,0x81C34,0x819D4,0,4,3,
character_name,인물·몬스터 이름,59,0x81C38,0x819D8,9,12,2,野生へモジー
character_name,인물·몬스터 이름,60,0x81C3C,0x819E4,8,12,3,<N:リ:12>ッサーデーモン
character_name,인물·몬스터 이름,61,0x81C40,0x819F0,9,12,2,<N:ク:12><N:リ:12>ーターデーモン
character_name,인물·몬스터 이름,62,0x81C44,0x819FC,8,12,3,スタン<N:ニ:13>ー<N:リ:12>ム
character_name,인물·몬스터 이름,63,0x81C48,0x81A08,6,8,1,ワ<N:｣:11>バーン
character_name,인물·몬스터 이름,64,0x81C4C,0x81A10,7,8,0,マットバトラー
character_name,인물·몬스터 이름,65,0x81C50,0x81A18,7,8,0,アークデーモン
character_name,인물·몬스터 이름,66,0x81C54,0x81A20,10,12,1,フ<N:=:12><N:｣:11>ア<N:ニ:13>ー<N:リ:12>ム
character_name,인물·몬스터 이름,67,0x81C58,0x81A2C,9,12,2,カッパートラ<N:ニ:13>ン
character_name,인물·몬스터 이름,68,0x81C5C,0x81A38,10,12,1,<N:ク:12><N:リ:12>ートサー<N:へ:4>ント
character_name,인물·몬스터 이름,69,0x81C60,0x81A44,4,8,3,修行僧
character_name,인물·몬스터 이름,70,0x81C64,0x81A4C,6,8,1,ラマダ大僧正
character_name,인물·몬스터 이름,71,0x81C68,0x81A54,6,8,1,<N:ク:12>ラ・アピス
character_name,인물·몬스터 이름,72,0x81C6C,0x81A5C,5,8,2,ニ・アピス
character_name,인물·몬스터 이름,73,0x81C70,0x81A64,6,8,1,ラリュウ<N:午:15>
character_name,인물·몬스터 이름,74,0x81C74,0x81A6C,9,12,2,<N:ヒ:5>ョウエン<N:午:15>
character_name,인물·몬스터 이름,75,0x81C78,0x81A78,6,8,1,ムル・アピス
character_name,인물·몬스터 이름,76,0x81C7C,0x81A80,5,8,2,ラ・アピス
character_name,인물·몬스터 이름,77,0x81C80,0x81A88,3,4,0,ちょこ
character_name,인물·몬스터 이름,78,0x81C84,0x81A8C,5,8,2,たからばこ
character_name,인물·몬스터 이름,79,0x81C88,0x81A94,5,8,2,たからばこ
character_name,인물·몬스터 이름,80,0x81C8C,0x81A9C,5,8,2,<N:ゲ:16>ラック
character_name,인물·몬스터 이름,81,0x81C90,0x81AA4,0,4,3,
character_name,인물·몬스터 이름,82,0x81C94,0x81AA8,4,8,3,モフリー
character_name,인물·몬스터 이름,83,0x81C98,0x81AB0,4,8,3,フウジン
character_name,인물·몬스터 이름,84,0x81C9C,0x81AB8,4,8,3,ラ<N:｣:11>ジン
character_name,인물·몬스터 이름,85,0x81CA0,0x81AC0,3,4,0,オトン
character_name,인물·몬스터 이름,86,0x81CA4,0x81AC4,3,4,0,ちょこ
character_name,인물·몬스터 이름,87,0x81CA8,0x81AC8,5,8,2,へモジー
character_name,인물·몬스터 이름,88,0x81CAC,0x81AD0,1,4,2,炎
character_name,인물·몬스터 이름,89,0x81CB0,0x81AD4,0,4,3,
character_name,인물·몬스터 이름,90,0x81CB4,0x81AD8,0,4,3,
character_name,인물·몬스터 이름,91,0x81CB8,0x81ADC,0,4,3,
character_name,인물·몬스터 이름,92,0x81CBC,0x81AE0,0,4,3,
character_name,인물·몬스터 이름,93,0x81CC0,0x81AE4,0,4,3,
character_name,인물·몬스터 이름,94,0x81CC4,0x81AE8,0,4,3,
character_name,인물·몬스터 이름,95,0x81CC8,0x81AEC,0,4,3,
character_name,인물·몬스터 이름,96,0x81CCC,0x81AF0,0,4,3,
character_name,인물·몬스터 이름,97,0x81CD0,0x81AF4,0,4,3,
character_name,인물·몬스터 이름,98,0x81CD4,0x81AF8,0,4,3,
character_name,인물·몬스터 이름,99,0x81CD8,0x81AFC,0,4,3,
character_name,인물·몬스터 이름,100,0x81CDC,0x81B00,6,8,1,ダークアーク
character_name,인물·몬스터 이름,101,0x81CE0,0x81B08,6,8,1,ダークククル
character_name,인물·몬스터 이름,102,0x81CE4,0x81B10,7,8,0,ダークトッシュ
character_name,인물·몬스터 이름,103,0x81CE8,0x81B18,5,8,2,ダークポニ
character_name,인물·몬스터 이름,104,0x81CEC,0x81B20,9,12,2,ダーク<N:ニ:13>ーゲン
character_name,인물·몬스터 이름,105,0x81CF0,0x81B2C,7,8,0,ダーク<N:｣:11>ー<N:力:5>
character_name,인물·몬스터 이름,106,0x81CF4,0x81B34,8,12,3,ダークマーシャル
character_name,인물·몬스터 이름,107,0x81CF8,0x81B40,9,12,2,ダークチョン<N:力:5>ラ
region_name,지역 이름,0,0x81E38,0x81CFC,8,12,3,スメリア<N:空:2>港
region_name,지역 이름,1,0x81E3C,0x81D08,7,8,0,トウウ<N:ｲ:6>ル
region_name,지역 이름,2,0x81E40,0x81D10,7,8,0,パ<N:リ:12>ンシア城
region_name,지역 이름,3,0x81E44,0x81D18,8,12,3,オルカスの丘
region_name,지역 이름,4,0x81E48,0x81D24,7,8,0,封印の滝
region_name,지역 이름,5,0x81E4C,0x81D2C,8,12,3,ニル<N:卞:16>平原
region_name,지역 이름,6,0x81E50,0x81D38,9,12,2,カラ<N:力:5>ン平野
region_name,지역 이름,7,0x81E54,0x81D44,6,8,1,ク<N:｣:11>ナの丘
region_name,지역 이름,8,0x81E58,0x81D4C,10,12,1,ミルマーナ<N:空:2>港
region_name,지역 이름,9,0x81E5C,0x81D58,9,12,2,首都の軍本部
region_name,지역 이름,10,0x81E60,0x81D64,9,12,2,トヨー<N:ゲ:16>の森
region_name,지역 이름,11,0x81E64,0x81D70,7,8,0,ルワジの森
region_name,지역 이름,12,0x81E68,0x81D78,8,12,3,カカラスの森
region_name,지역 이름,13,0x81E6C,0x81D84,8,12,3,センバラの沼
region_name,지역 이름,14,0x81E70,0x81D90,11,12,0,<N:ク:12><N:リ:12><N:｣:11>シーヌ<N:空:2>港
region_name,지역 이름,15,0x81E74,0x81D9C,5,8,2,ラマダ寺
region_name,지역 이름,16,0x81E78,0x81DA4,4,8,3,ラマダ山
region_name,지역 이름,17,0x81E7C,0x81DAC,9,12,2,アララトス<N:空:2>港
region_name,지역 이름,18,0x81E80,0x81DB8,9,12,2,チョン<N:力:5>ラの店
region_name,지역 이름,19,0x81E84,0x81DC4,9,12,2,遺跡ダンジョン
region_name,지역 이름,20,0x81E88,0x81DD0,8,12,3,ア<N:г:23>ンダ高地
region_name,지역 이름,21,0x81E8C,0x81DDC,10,12,1,アリバーシャ<N:空:2>港
region_name,지역 이름,22,0x81E90,0x81DE8,8,12,3,サリュ族の村
region_name,지역 이름,23,0x81E94,0x81DF4,6,8,1,水の神殿
region_name,지역 이름,24,0x81E98,0x81DFC,8,12,3,<N:リ:12><N:｣:11>デン遺跡
region_name,지역 이름,25,0x81E9C,0x81E08,6,8,1,サラ砂漠
region_name,지역 이름,26,0x81EA0,0x81E10,8,12,3,<N:｣:11>シュマのいわ場
region_name,지역 이름,27,0x81EA4,0x81E1C,9,12,2,カーデル<N:空:2>港
region_name,지역 이름,28,0x81EA8,0x81E28,4,8,3,闘技場
region_name,지역 이름,29,0x81EAC,0x81E30,5,8,2,クラフ島
location_name,장소 이름,0,0x82170,0x81F04,0,4,3,
location_name,장소 이름,1,0x82174,0x81F08,6,8,1,山頂の社
location_name,장소 이름,2,0x82178,0x81F10,6,8,1,アークの家
location_name,장소 이름,3,0x8217C,0x81F18,4,8,3,精霊の山
location_name,장소 이름,4,0x82180,0x81F20,5,8,2,村の門
location_name,장소 이름,5,0x82184,0x81F28,4,8,3,精霊の山
location_name,장소 이름,6,0x82188,0x81F30,7,8,0,パ<N:リ:12>ンシア城
location_name,장소 이름,7,0x8218C,0x81F38,5,8,2,謁見の聞
location_name,장소 이름,8,0x82190,0x81F40,8,12,3,スメリア<N:空:2>港
location_name,장소 이름,9,0x82194,0x81F4C,12,16,3,パ<N:リ:12>ンシアを見おろす丘
location_name,장소 이름,10,0x82198,0x81F5C,7,8,0,大臣の部屋
location_name,장소 이름,11,0x8219C,0x81F64,10,12,1,ミルマーナ<N:空:2>港
location_name,장소 이름,12,0x821A0,0x81F70,10,12,1,ミルマーナ軍本部
location_name,장소 이름,13,0x821A4,0x81F7C,8,12,3,将軍の部屋
location_name,장소 이름,14,0x821A8,0x81F88,9,12,2,トヨー<N:ゲ:16>の森
location_name,장소 이름,15,0x821AC,0x81F94,13,16,2,パ<N:リ:12>ンシア城地下倉庫
location_name,장소 이름,16,0x821B0,0x81FA4,11,12,0,パ<N:リ:12>ンシア城地下<N:牢:2>
location_name,장소 이름,17,0x821B4,0x81FB0,8,12,3,オルカスの丘
location_name,장소 이름,18,0x821B8,0x81FBC,4,8,3,幻界
location_name,장소 이름,19,0x821BC,0x81FC4,9,12,2,アララトス<N:空:2>港
location_name,장소 이름,20,0x821C0,0x81FD0,9,12,2,チョン<N:力:5>ラの店
location_name,장소 이름,21,0x821C4,0x81FDC,12,16,3,ア<N:г:23>ンダ高地洞<N:窟:10>
location_name,장소 이름,22,0x821C8,0x81FEC,10,12,1,ア<N:г:23>ンダ高地外
location_name,장소 이름,23,0x821CC,0x81FF8,9,12,2,遺跡ダンジョン
location_name,장소 이름,24,0x821D0,0x82004,11,12,0,<N:ク:12><N:リ:12><N:｣:11>シーヌ<N:空:2>港
location_name,장소 이름,25,0x821D4,0x82010,8,12,3,ラマダ寺道場
location_name,장소 이름,26,0x821D8,0x8201C,12,16,3,ラマダ寺僧正の部屋
location_name,장소 이름,27,0x821DC,0x8202C,6,8,1,ラマダ山頂
location_name,장소 이름,28,0x821E0,0x82034,5,8,2,ラマダ寺
location_name,장소 이름,29,0x821E4,0x8203C,9,12,2,カーデル<N:空:2>港
location_name,장소 이름,30,0x821E8,0x82048,10,12,1,ニロシアムひかえ室
location_name,장소 이름,31,0x821EC,0x82054,8,12,3,ニロシアムぶたい
location_name,장소 이름,32,0x821F0,0x82060,10,12,1,アリバーシャ<N:空:2>港
location_name,장소 이름,33,0x821F4,0x8206C,8,12,3,サリュ族の村
location_name,장소 이름,34,0x821F8,0x82078,6,8,1,水の神殿
location_name,장소 이름,35,0x821FC,0x82080,9,12,2,地下エ<N:リ:12>ベータ
location_name,장소 이름,36,0x82200,0x8208C,11,12,0,地下バ<N:｣:11>オ<N:研:23><N:究:1>室
location_name,장소 이름,37,0x82204,0x82098,9,12,2,パ<N:リ:12>ンシア<N:街:4>頭
location_name,장소 이름,38,0x82208,0x820A4,12,16,3,聖柩封印の滝外
location_name,장소 이름,39,0x8220C,0x820B4,12,16,3,聖柩封印の滝内
location_name,장소 이름,40,0x82210,0x820C4,12,16,3,トウウ<N:ｲ:6>ルがん<N:ヘ:5>き
location_name,장소 이름,41,0x82214,0x820D4,11,12,0,うみベの飛<N:空:2>挺
location_name,장소 이름,42,0x82218,0x820E0,8,12,3,ニル<N:卞:16>平原
location_name,장소 이름,43,0x8221C,0x820EC,9,12,2,カラ<N:力:5>ン平野
location_name,장소 이름,44,0x82220,0x820F8,6,8,1,ク<N:｣:11>ナの丘
location_name,장소 이름,45,0x82224,0x82100,7,8,0,ルワジの森
location_name,장소 이름,46,0x82228,0x82108,8,12,3,カカラスの森
location_name,장소 이름,47,0x8222C,0x82114,8,12,3,センバラの沼
location_name,장소 이름,48,0x82230,0x82120,8,12,3,<N:リ:12><N:｣:11>デン遺跡
location_name,장소 이름,49,0x82234,0x8212C,6,8,1,サラ砂漠
location_name,장소 이름,50,0x82238,0x82134,8,12,3,<N:｣:11>シュマのいわ場
location_name,장소 이름,51,0x8223C,0x82140,9,12,2,ニロシアム闘技場
location_name,장소 이름,52,0x82240,0x8214C,8,12,3,ラマダ寺道場
location_name,장소 이름,53,0x82244,0x82158,10,12,1,クラーフ島<N:空:2>港
location_name,장소 이름,54,0x82248,0x82164,11,12,0,クラーフとう最上階
