file_offset,ram_address,before,after,region
0x8F5E0,0x801A9DE0,00,EE,upload_helper_and_rle
0x8F5E1,0x801A9DE1,00,CC,upload_helper_and_rle
0x8F5E3,0x801A9DE3,00,85,upload_helper_and_rle
0x8F5E6,0x801A9DE6,00,77,upload_helper_and_rle
0x8F5E7,0x801A9DE7,00,86,upload_helper_and_rle
0x8F5E8,0x801A9DE8,00,01,upload_helper_and_rle
0x8F5EA,0x801A9DEA,00,88,upload_helper_and_rle
0x8F5EC,0x801A9DEC,00,26,upload_helper_and_rle
0x8F5EE,0x801A9DEE,00,BB,upload_helper_and_rle
0x8F5F0,0x801A9DF0,00,85,upload_helper_and_rle
0x8F5F1,0x801A9DF1,00,01,upload_helper_and_rle
0x8F5F3,0x801A9DF3,00,EE,upload_helper_and_rle
0x8F5F4,0x801A9DF4,00,CC,upload_helper_and_rle
0x8F5F6,0x801A9DF6,00,85,upload_helper_and_rle
0x8F5F9,0x801A9DF9,00,67,upload_helper_and_rle
0x8F5FA,0x801A9DFA,00,86,upload_helper_and_rle
0x8F5FB,0x801A9DFB,00,02,upload_helper_and_rle
0x8F5FD,0x801A9DFD,00,88,upload_helper_and_rle
0x8F5FF,0x801A9DFF,00,26,upload_helper_and_rle
0x8F600,0x801A9E00,00,BB,upload_helper_and_rle
0x8F602,0x801A9E02,00,85,upload_helper_and_rle
0x8F603,0x801A9E03,00,01,upload_helper_and_rle
0x8F605,0x801A9E05,00,EE,upload_helper_and_rle
0x8F606,0x801A9E06,00,DD,upload_helper_and_rle
0x8F608,0x801A9E08,00,85,upload_helper_and_rle
0x8F60B,0x801A9E0B,00,66,upload_helper_and_rle
0x8F60C,0x801A9E0C,00,86,upload_helper_and_rle
0x8F60D,0x801A9E0D,00,02,upload_helper_and_rle
0x8F60F,0x801A9E0F,00,88,upload_helper_and_rle
0x8F611,0x801A9E11,00,16,upload_helper_and_rle
0x8F612,0x801A9E12,00,CC,upload_helper_and_rle
0x8F614,0x801A9E14,00,85,upload_helper_and_rle
0x8F615,0x801A9E15,00,01,upload_helper_and_rle
0x8F617,0x801A9E17,00,EE,upload_helper_and_rle
0x8F618,0x801A9E18,00,DD,upload_helper_and_rle
0x8F61A,0x801A9E1A,00,85,upload_helper_and_rle
0x8F61D,0x801A9E1D,00,66,upload_helper_and_rle
0x8F61E,0x801A9E1E,00,86,upload_helper_and_rle
0x8F61F,0x801A9E1F,00,02,upload_helper_and_rle
0x8F621,0x801A9E21,00,77,upload_helper_and_rle
0x8F623,0x801A9E23,00,66,upload_helper_and_rle
0x8F624,0x801A9E24,00,CC,upload_helper_and_rle
0x8F626,0x801A9E26,00,85,upload_helper_and_rle
0x8F627,0x801A9E27,00,01,upload_helper_and_rle
0x8F629,0x801A9E29,00,EE,upload_helper_and_rle
0x8F62A,0x801A9E2A,00,DD,upload_helper_and_rle
0x8F62C,0x801A9E2C,00,85,upload_helper_and_rle
0x8F62F,0x801A9E2F,00,66,upload_helper_and_rle
0x8F630,0x801A9E30,00,86,upload_helper_and_rle
0x8F631,0x801A9E31,00,02,upload_helper_and_rle
0x8F633,0x801A9E33,00,77,upload_helper_and_rle
0x8F635,0x801A9E35,00,55,upload_helper_and_rle
0x8F636,0x801A9E36,00,CC,upload_helper_and_rle
0x8F638,0x801A9E38,00,85,upload_helper_and_rle
0x8F639,0x801A9E39,00,01,upload_helper_and_rle
0x8F63B,0x801A9E3B,00,DD,upload_helper_and_rle
0x8F63C,0x801A9E3C,00,DD,upload_helper_and_rle
0x8F63E,0x801A9E3E,00,85,upload_helper_and_rle
0x8F641,0x801A9E41,00,66,upload_helper_and_rle
0x8F642,0x801A9E42,00,86,upload_helper_and_rle
0x8F643,0x801A9E43,00,02,upload_helper_and_rle
0x8F645,0x801A9E45,00,77,upload_helper_and_rle
0x8F647,0x801A9E47,00,66,upload_helper_and_rle
0x8F648,0x801A9E48,00,CC,upload_helper_and_rle
0x8F64A,0x801A9E4A,00,85,upload_helper_and_rle
0x8F64B,0x801A9E4B,00,01,upload_helper_and_rle
0x8F64D,0x801A9E4D,00,DD,upload_helper_and_rle
0x8F64E,0x801A9E4E,00,DD,upload_helper_and_rle
0x8F650,0x801A9E50,00,85,upload_helper_and_rle
0x8F653,0x801A9E53,00,66,upload_helper_and_rle
0x8F654,0x801A9E54,00,86,upload_helper_and_rle
0x8F655,0x801A9E55,00,02,upload_helper_and_rle
0x8F657,0x801A9E57,00,77,upload_helper_and_rle
0x8F659,0x801A9E59,00,66,upload_helper_and_rle
0x8F65A,0x801A9E5A,00,CC,upload_helper_and_rle
0x8F65C,0x801A9E5C,00,85,upload_helper_and_rle
0x8F65D,0x801A9E5D,00,01,upload_helper_and_rle
0x8F65F,0x801A9E5F,00,DD,upload_helper_and_rle
0x8F660,0x801A9E60,00,DD,upload_helper_and_rle
0x8F662,0x801A9E62,00,85,upload_helper_and_rle
0x8F665,0x801A9E65,00,66,upload_helper_and_rle
0x8F666,0x801A9E66,00,86,upload_helper_and_rle
0x8F669,0x801A9E69,00,77,upload_helper_and_rle
0x8F66A,0x801A9E6A,00,80,upload_helper_and_rle
0x8F66C,0x801A9E6C,00,CC,upload_helper_and_rle
0x8F66E,0x801A9E6E,00,85,upload_helper_and_rle
0x8F66F,0x801A9E6F,00,01,upload_helper_and_rle
0x8F671,0x801A9E71,00,DD,upload_helper_and_rle
0x8F672,0x801A9E72,00,DD,upload_helper_and_rle
0x8F674,0x801A9E74,00,85,upload_helper_and_rle
0x8F677,0x801A9E77,00,56,upload_helper_and_rle
0x8F678,0x801A9E78,00,86,upload_helper_and_rle
0x8F67B,0x801A9E7B,00,66,upload_helper_and_rle
0x8F67C,0x801A9E7C,00,80,upload_helper_and_rle
0x8F67E,0x801A9E7E,00,DD,upload_helper_and_rle
0x8F680,0x801A9E80,00,85,upload_helper_and_rle
0x8F681,0x801A9E81,00,01,upload_helper_and_rle
0x8F683,0x801A9E83,00,DD,upload_helper_and_rle
0x8F684,0x801A9E84,00,EE,upload_helper_and_rle
0x8F686,0x801A9E86,00,85,upload_helper_and_rle
0x8F689,0x801A9E89,00,55,upload_helper_and_rle
0x8F68A,0x801A9E8A,00,86,upload_helper_and_rle
0x8F68D,0x801A9E8D,00,66,upload_helper_and_rle
0x8F68E,0x801A9E8E,00,80,upload_helper_and_rle
0x8F690,0x801A9E90,00,DD,upload_helper_and_rle
0x8F692,0x801A9E92,00,85,upload_helper_and_rle
0x8F693,0x801A9E93,00,01,upload_helper_and_rle
0x8F695,0x801A9E95,00,DD,upload_helper_and_rle
0x8F696,0x801A9E96,00,EE,upload_helper_and_rle
0x8F698,0x801A9E98,00,85,upload_helper_and_rle
0x8F69B,0x801A9E9B,00,55,upload_helper_and_rle
0x8F69C,0x801A9E9C,00,86,upload_helper_and_rle
0x8F69F,0x801A9E9F,00,66,upload_helper_and_rle
0x8F6A0,0x801A9EA0,00,80,upload_helper_and_rle
0x8F6A2,0x801A9EA2,00,DD,upload_helper_and_rle
0x8F6A4,0x801A9EA4,00,85,upload_helper_and_rle
0x8F6A5,0x801A9EA5,00,01,upload_helper_and_rle
0x8F6A7,0x801A9EA7,00,CC,upload_helper_and_rle
0x8F6A8,0x801A9EA8,00,EE,upload_helper_and_rle
0x8F6AA,0x801A9EAA,00,85,upload_helper_and_rle
0x8F6AD,0x801A9EAD,00,55,upload_helper_and_rle
0x8F6AE,0x801A9EAE,00,86,upload_helper_and_rle
0x8F6B1,0x801A9EB1,00,66,upload_helper_and_rle
0x8F6B2,0x801A9EB2,00,80,upload_helper_and_rle
0x8F6B4,0x801A9EB4,00,DD,upload_helper_and_rle
0x8F6B6,0x801A9EB6,00,85,upload_helper_and_rle
0x8F6B7,0x801A9EB7,00,01,upload_helper_and_rle
0x8F6B9,0x801A9EB9,00,CC,upload_helper_and_rle
0x8F6BA,0x801A9EBA,00,EE,upload_helper_and_rle
0x8F6BC,0x801A9EBC,00,85,upload_helper_and_rle
0x8F6BF,0x801A9EBF,00,55,upload_helper_and_rle
0x8F6C0,0x801A9EC0,00,86,upload_helper_and_rle
0x8F6C3,0x801A9EC3,00,66,upload_helper_and_rle
0x8F6C4,0x801A9EC4,00,80,upload_helper_and_rle
0x8F6C6,0x801A9EC6,00,DD,upload_helper_and_rle
0x8F6C8,0x801A9EC8,00,85,upload_helper_and_rle
0x8F6C9,0x801A9EC9,00,01,upload_helper_and_rle
0x8F6CB,0x801A9ECB,00,CC,upload_helper_and_rle
0x8F6CC,0x801A9ECC,00,EE,upload_helper_and_rle
0x8F6CE,0x801A9ECE,00,85,upload_helper_and_rle
0x8F6D1,0x801A9ED1,00,55,upload_helper_and_rle
0x8F6D2,0x801A9ED2,00,86,upload_helper_and_rle
0x8F6D5,0x801A9ED5,00,55,upload_helper_and_rle
0x8F6D6,0x801A9ED6,00,80,upload_helper_and_rle
0x8F6D8,0x801A9ED8,00,EE,upload_helper_and_rle
0x8F6DA,0x801A9EDA,00,85,upload_helper_and_rle
0x8F6DB,0x801A9EDB,00,01,upload_helper_and_rle
0x8F6DD,0x801A9EDD,00,CC,upload_helper_and_rle
0x8F6DE,0x801A9EDE,00,EE,upload_helper_and_rle
0x8F6E0,0x801A9EE0,00,85,upload_helper_and_rle
0x8F6E3,0x801A9EE3,00,55,upload_helper_and_rle
0x8F6E4,0x801A9EE4,00,86,upload_helper_and_rle
0x8F6E7,0x801A9EE7,00,55,upload_helper_and_rle
0x8F6E8,0x801A9EE8,00,80,upload_helper_and_rle
0x8F6EA,0x801A9EEA,00,EE,upload_helper_and_rle
0x8F6EC,0x801A9EEC,00,85,upload_helper_and_rle
0x8F6ED,0x801A9EED,00,01,upload_helper_and_rle
0x8F6EF,0x801A9EEF,00,CC,upload_helper_and_rle
0x8F6F0,0x801A9EF0,00,EE,upload_helper_and_rle
0x8F6F2,0x801A9EF2,00,85,upload_helper_and_rle
0x8F6F5,0x801A9EF5,00,45,upload_helper_and_rle
0x8F6F6,0x801A9EF6,00,86,upload_helper_and_rle
0x8F6F9,0x801A9EF9,00,55,upload_helper_and_rle
0x8F6FA,0x801A9EFA,00,80,upload_helper_and_rle
0x8F6FC,0x801A9EFC,00,EE,upload_helper_and_rle
0x8F6FE,0x801A9EFE,00,85,upload_helper_and_rle
0x8F6FF,0x801A9EFF,00,01,upload_helper_and_rle
0x8F701,0x801A9F01,00,BB,upload_helper_and_rle
0x8F702,0x801A9F02,00,FF,upload_helper_and_rle
0x8F704,0x801A9F04,00,85,upload_helper_and_rle
0x8F707,0x801A9F07,00,44,upload_helper_and_rle
0x8F708,0x801A9F08,00,86,upload_helper_and_rle
0x8F70B,0x801A9F0B,00,55,upload_helper_and_rle
0x8F70C,0x801A9F0C,00,80,upload_helper_and_rle
0x8F70E,0x801A9F0E,00,EE,upload_helper_and_rle
0x8F710,0x801A9F10,00,85,upload_helper_and_rle
0x8F711,0x801A9F11,00,01,upload_helper_and_rle
0x8F713,0x801A9F13,00,BB,upload_helper_and_rle
0x8F714,0x801A9F14,00,FF,upload_helper_and_rle
0x8F716,0x801A9F16,00,85,upload_helper_and_rle
0x8F719,0x801A9F19,00,44,upload_helper_and_rle
0x8F71A,0x801A9F1A,00,86,upload_helper_and_rle
0x8F71D,0x801A9F1D,00,55,upload_helper_and_rle
0x8F71E,0x801A9F1E,00,80,upload_helper_and_rle
0x8F720,0x801A9F20,00,EE,upload_helper_and_rle
0x8F722,0x801A9F22,00,85,upload_helper_and_rle
0x8F723,0x801A9F23,00,01,upload_helper_and_rle
0x8F725,0x801A9F25,00,BB,upload_helper_and_rle
0x8F726,0x801A9F26,00,FF,upload_helper_and_rle
0x8F728,0x801A9F28,00,85,upload_helper_and_rle
0x8F72B,0x801A9F2B,00,44,upload_helper_and_rle
0x8F72C,0x801A9F2C,00,86,upload_helper_and_rle
0x8F72F,0x801A9F2F,00,44,upload_helper_and_rle
0x8F730,0x801A9F30,00,80,upload_helper_and_rle
0x8F732,0x801A9F32,00,FF,upload_helper_and_rle
0x8F734,0x801A9F34,00,85,upload_helper_and_rle
0x8F735,0x801A9F35,00,01,upload_helper_and_rle
0x8F737,0x801A9F37,00,BB,upload_helper_and_rle
0x8F738,0x801A9F38,00,FF,upload_helper_and_rle
0x8F73A,0x801A9F3A,00,85,upload_helper_and_rle
0x8F73D,0x801A9F3D,00,44,upload_helper_and_rle
0x8F73E,0x801A9F3E,00,86,upload_helper_and_rle
0x8F741,0x801A9F41,00,44,upload_helper_and_rle
0x8F742,0x801A9F42,00,80,upload_helper_and_rle
0x8F744,0x801A9F44,00,FF,upload_helper_and_rle
0x8F746,0x801A9F46,00,85,upload_helper_and_rle
0x8F747,0x801A9F47,00,01,upload_helper_and_rle
0x8F749,0x801A9F49,00,BB,upload_helper_and_rle
0x8F74A,0x801A9F4A,00,FF,upload_helper_and_rle
0x8F74C,0x801A9F4C,00,85,upload_helper_and_rle
0x8F74F,0x801A9F4F,00,44,upload_helper_and_rle
0x8F750,0x801A9F50,00,86,upload_helper_and_rle
0x8F753,0x801A9F53,00,44,upload_helper_and_rle
0x8F754,0x801A9F54,00,80,upload_helper_and_rle
0x8F756,0x801A9F56,00,FF,upload_helper_and_rle
0x8F758,0x801A9F58,00,85,upload_helper_and_rle
0x8F759,0x801A9F59,00,01,upload_helper_and_rle
0x8F75B,0x801A9F5B,00,AA,upload_helper_and_rle
0x8F75C,0x801A9F5C,00,FF,upload_helper_and_rle
0x8F75E,0x801A9F5E,00,85,upload_helper_and_rle
0x8F761,0x801A9F61,00,44,upload_helper_and_rle
0x8F762,0x801A9F62,00,86,upload_helper_and_rle
0x8F765,0x801A9F65,00,44,upload_helper_and_rle
0x8F766,0x801A9F66,00,80,upload_helper_and_rle
0x8F768,0x801A9F68,00,FF,upload_helper_and_rle
0x8F76A,0x801A9F6A,00,85,upload_helper_and_rle
0x8F76B,0x801A9F6B,00,01,upload_helper_and_rle
0x8F76C,0x801A9F6C,00,90,upload_helper_and_rle
0x8F76D,0x801A9F6D,00,AA,upload_helper_and_rle
0x8F76E,0x801A9F6E,00,FF,upload_helper_and_rle
0x8F770,0x801A9F70,00,85,upload_helper_and_rle
0x8F773,0x801A9F73,00,44,upload_helper_and_rle
0x8F774,0x801A9F74,00,86,upload_helper_and_rle
0x8F777,0x801A9F77,00,44,upload_helper_and_rle
0x8F778,0x801A9F78,00,80,upload_helper_and_rle
0x8F779,0x801A9F79,00,08,upload_helper_and_rle
0x8F77A,0x801A9F7A,00,FF,upload_helper_and_rle
0x8F77B,0x801A9F7B,00,44,upload_helper_and_rle
0x8F77C,0x801A9F7C,00,44,upload_helper_and_rle
0x8F77D,0x801A9F7D,00,54,upload_helper_and_rle
0x8F77E,0x801A9F7E,00,55,upload_helper_and_rle
0x8F77F,0x801A9F7F,00,55,upload_helper_and_rle
0x8F780,0x801A9F80,00,66,upload_helper_and_rle
0x8F781,0x801A9F81,00,66,upload_helper_and_rle
0x8F782,0x801A9F82,00,76,upload_helper_and_rle
0x8F783,0x801A9F83,00,77,upload_helper_and_rle
0x8F784,0x801A9F84,00,77,upload_helper_and_rle
0x8F785,0x801A9F85,00,88,upload_helper_and_rle
0x8F786,0x801A9F86,00,88,upload_helper_and_rle
0x8F787,0x801A9F87,00,98,upload_helper_and_rle
0x8F788,0x801A9F88,00,99,upload_helper_and_rle
0x8F789,0x801A9F89,00,A9,upload_helper_and_rle
0x8F78A,0x801A9F8A,00,FF,upload_helper_and_rle
0x8F78C,0x801A9F8C,00,85,upload_helper_and_rle
0x8F78F,0x801A9F8F,00,FF,upload_helper_and_rle
0x8F790,0x801A9F90,00,86,upload_helper_and_rle
0x8F793,0x801A9F93,00,44,upload_helper_and_rle
0x8F794,0x801A9F94,00,80,upload_helper_and_rle
0x8F795,0x801A9F95,00,07,upload_helper_and_rle
0x8F796,0x801A9F96,00,40,upload_helper_and_rle
0x8F797,0x801A9F97,00,44,upload_helper_and_rle
0x8F798,0x801A9F98,00,44,upload_helper_and_rle
0x8F799,0x801A9F99,00,54,upload_helper_and_rle
0x8F79A,0x801A9F9A,00,55,upload_helper_and_rle
0x8F79B,0x801A9F9B,00,55,upload_helper_and_rle
0x8F79C,0x801A9F9C,00,66,upload_helper_and_rle
0x8F79D,0x801A9F9D,00,66,upload_helper_and_rle
0x8F79E,0x801A9F9E,00,76,upload_helper_and_rle
0x8F79F,0x801A9F9F,00,77,upload_helper_and_rle
0x8F7A0,0x801A9FA0,00,77,upload_helper_and_rle
0x8F7A1,0x801A9FA1,00,88,upload_helper_and_rle
0x8F7A2,0x801A9FA2,00,88,upload_helper_and_rle
0x8F7A3,0x801A9FA3,00,98,upload_helper_and_rle
0x8F7A4,0x801A9FA4,00,99,upload_helper_and_rle
0x8F7A5,0x801A9FA5,00,09,upload_helper_and_rle
0x8F7A6,0x801A9FA6,00,90,upload_helper_and_rle
0x8F7A7,0x801A9FA7,00,98,upload_helper_and_rle
