state,y,x_min,x_max,glyph_count,text,physical_indices,source_codes_hex
HASH-24CA477038789449_resume,120,122,206,9, 선택하세요습니다,155 1072 1166 1180 1075 1086 1079 1037 1177,9C | E0 58 | E0 B6 | E0 C4 | E0 5B | E0 66 | E0 5F | E0 35 | E0 C1
HASH-24CA477038789449_resume,122,120,174,8,     아니요,155 155 155 155 155 1140 1037 1086,9C | 9C | 9C | 9C | 9C | E0 9C | E0 35 | E0 66
HASH-24CA477038789449_resume,129,190,226,4,작합니다,1130 1118 1037 1177,E0 92 | E0 86 | E0 35 | E0 C1
HASH-24CA477038789449_resume,166,46,256,21,아크 데몬: 아니야! 이런 놈이 아니다,1140 1141 155 1033 784 857 155 1140 1037 1202 956 155 1173 1172 155 806 1173 155 1140 1037 1177,E0 9C | E0 9D | 9C | E0 31 | DF 37 | DF 80 | 9C | E0 9C | E0 35 | E0 DA | DF E3 | 9C | E0 BD | E0 BC | 9C | DF 4D | E0 BD | 9C | E0 9C | E0 35 | E0 C1
HASH-24CA477038789449_resume,180,46,214,17,! 날 깨운 자는 어디 있지?.,956 155 881 155 817 979 155 1208 1178 155 1144 1145 155 1186 1146 1055 1080,DF E3 | 9C | DF 98 | 9C | DF 58 | DF FA | 9C | E0 E0 | E0 C2 | 9C | E0 A0 | E0 A1 | 9C | E0 CA | E0 A2 | E0 47 | E0 60
HASH-24CA477038789449_resume,214,18,120,11,"행동 끝, 상태 확인",1123 1132 155 811 955 155 1070 737 155 674 1090,E0 8B | E0 94 | 9C | DF 52 | DF E2 | 9C | E0 56 | DF 08 | 9C | DE C8 | E0 6A
HASH-36D93B45F444C7B0_resume,36,94,118,3,전투?,1188 1223 1055,E0 CC | E0 EF | E0 47
HASH-36D93B45F444C7B0_resume,48,212,236,3,끝ー이,99 48 123,64 | 31 | 7C
HASH-36D93B45F444C7B0_resume,50,94,118,3,  예,0 0 755,01 | 01 | DF 1A
HASH-36D93B45F444C7B0_resume,64,56,224,14,2갔  그만    ス다リア,18 825 0 0 1025 1057 36 155 155 155 70 119 106 65,13 | DF 60 | 01 | 01 | E0 29 | E0 49 | 25 | 9C | 9C | 9C | 47 | 78 | 6B | 42
HASH-36D93B45F444C7B0_resume,80,56,224,7,를갔 ス다リア,19 825 36 70 119 106 65,14 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-36D93B45F444C7B0_resume,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-36D93B45F444C7B0_resume,104,82,226,13, 装備をとと결えます계괄 ,0 768 196 46 53 53 27 69 38 42 31 59 0,01 | DF 27 | C5 | 2F | 36 | 36 | 1C | 46 | 27 | 2B | 20 | 3C | 01
HASH-36D93B45F444C7B0_resume,120,92,224,12,ートしていますしています,48 148 29 32 26 38 42 29 32 26 38 42,31 | 95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-36D93B45F444C7B0_resume,122,120,192,12,진니い르   평い원いえ,39 1037 26 1054 0 155 0 732 26 1238 26 69,28 | E0 35 | 1B | E0 46 | 01 | 9C | 01 | DF 03 | 1B | E0 FE | 1B | 46
HASH-39247B554F59E6EC_1,36,46,70,3,兵여 ,101 103 36,66 | 68 | 25
HASH-39247B554F59E6EC_1,50,46,262,19,ス다リア国계ら결使者を계ん いします。,70 119 106 65 93 31 50 27 270 125 46 31 44 155 26 29 38 42 54,47 | 78 | 6B | 42 | 5E | 20 | 33 | 1C | DD 33 | 7E | 2F | 20 | 2D | 9C | 1B | 1E | 27 | 2B | 37
HASH-39247B554F59E6EC_1,64,46,262,15,軍本部ま도ご案内いたします。 ,185 145 256 38 47 120 446 348 26 30 29 38 42 54 155,BA | 92 | DD 25 | 27 | 30 | 79 | DD E3 | DD 81 | 1B | 1F | 1E | 27 | 2B | 37 | 9C
HASH-39247B554F59E6EC_1,78,46,46,1, ,155,9C
HASH-39247B554F59E6EC_1,80,140,224,5, ス다リア,36 70 119 106 65,25 | 47 | 78 | 6B | 42
HASH-39247B554F59E6EC_1,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-39247B554F59E6EC_1,120,116,224,10,していますしています,29 32 26 38 42 29 32 26 38 42,1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-39247B554F59E6EC_1,122,118,190,7,ミル끝ー이<243>港,277 82 99 48 123 243 293,DD 3A | 53 | 64 | 31 | 7C | DD 18 | DD 4A
HASH-39247B554F59E6EC_2,36,46,70,3,兵여 ,101 103 36,66 | 68 | 25
HASH-39247B554F59E6EC_2,50,46,226,16,準備が도덕たら声を계けて까さい。,269 196 41 47 67 30 50 265 46 31 72 32 111 57 26 54,DD 32 | C5 | 2A | 30 | 44 | 1F | 33 | DD 2E | 2F | 20 | 49 | 21 | 70 | 3A | 1B | 37
HASH-39247B554F59E6EC_2,64,46,262,18,出<493>결ところ도おまちしております。 ,85 493 27 53 45 84 47 58 38 74 29 32 58 56 38 42 54 155,56 | DE 13 | 1C | 36 | 2E | 55 | 30 | 3B | 27 | 4B | 1E | 21 | 3B | 39 | 27 | 2B | 37 | 9C
HASH-39247B554F59E6EC_2,78,46,46,1, ,155,9C
HASH-39247B554F59E6EC_2,80,140,224,5, ス다リア,36 70 119 106 65,25 | 47 | 78 | 6B | 42
HASH-39247B554F59E6EC_2,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-39247B554F59E6EC_2,120,128,224,9,ていますしています,32 26 38 42 29 32 26 38 42,21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-39247B554F59E6EC_2,122,130,196,8,将軍결部軍屋本部,356 185 27 256 185 502 145 256,DD 89 | BA | 1C | DD 25 | BA | DE 1C | 92 | DD 25
HASH-39247B554F59E6EC_2,166,46,82,4,좋습니다,1190 1079 1037 1177,E0 CE | E0 5F | E0 35 | E0 C1
HASH-39247B554F59E6EC_2,180,70,262,17,   를 기대한다        ,155 155 155 1155 155 1156 1038 1116 1177 155 155 155 155 155 155 155 155,9C | 9C | 9C | E0 AB | 9C | E0 AC | E0 36 | E0 84 | E0 C1 | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-39247B554F59E6EC_2,194,46,262,19,                   ,155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155,9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-39247B554F59E6EC_2,208,46,46,1, ,155,9C
HASH-39247B554F59E6EC_3,36,46,70,3,兵여 ,101 103 36,66 | 68 | 25
HASH-39247B554F59E6EC_3,50,46,142,9,出発なさいます계괄,85 117 28 57 26 38 42 31 59,56 | 76 | 1D | 3A | 1B | 27 | 2B | 20 | 3C
HASH-39247B554F59E6EC_3,64,46,262,18,  出発する子供あつ계い도덕ないよう,0 0 85 117 42 33 149 232 62 68 31 26 47 67 28 26 60 37,01 | 01 | 56 | 76 | 2B | 22 | 96 | DD 0D | 3F | 45 | 20 | 1B | 30 | 44 | 1D | 1B | 3D | 26
HASH-39247B554F59E6EC_3,78,46,142,11,  량つにっ。り량める,0 0 63 40 34 116 54 56 63 80 33,01 | 01 | 40 | 29 | 23 | 75 | 37 | 39 | 40 | 51 | 22
HASH-39247B554F59E6EC_3,80,188,224,4,ス다リア,70 119 106 65,47 | 78 | 6B | 42
HASH-39247B554F59E6EC_3,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-39247B554F59E6EC_3,120,128,224,9,ていますしています,32 26 38 42 29 32 26 38 42,21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-39247B554F59E6EC_3,122,130,196,8,将軍결部軍屋本部,356 185 27 256 185 502 145 256,DD 89 | BA | 1C | DD 25 | BA | DE 1C | 92 | DD 25
HASH-39247B554F59E6EC_3,166,46,82,4,좋습니다,1190 1079 1037 1177,E0 CE | E0 5F | E0 35 | E0 C1
HASH-39247B554F59E6EC_3,180,70,262,17,   를 기대한다        ,155 155 155 1155 155 1156 1038 1116 1177 155 155 155 155 155 155 155 155,9C | 9C | 9C | E0 AB | 9C | E0 AC | E0 36 | E0 84 | E0 C1 | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-39247B554F59E6EC_3,194,46,262,19,                   ,155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155,9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-39247B554F59E6EC_3,208,46,46,1, ,155,9C
HASH-39247B554F59E6EC_4,36,46,130,8,   말ちろん！,0 0 0 55 74 84 44 1,01 | 01 | 01 | 38 | 4B | 55 | 2D | 02
HASH-39247B554F59E6EC_4,50,46,226,16,   ちょつと조信がないな・・。,0 0 0 74 114 40 53 163 258 41 28 26 28 826 826 54,01 | 01 | 01 | 4B | 73 | 29 | 36 | A4 | DD 27 | 2A | 1D | 1B | 1D | DF 61 | DF 61 | 37
HASH-39247B554F59E6EC_4,64,46,226,16,   まだ戦い겠がわ계らない량。,0 0 0 38 52 98 26 195 41 66 31 50 28 26 63 54,01 | 01 | 01 | 27 | 35 | 63 | 1B | C4 | 2A | 43 | 20 | 33 | 1D | 1B | 40 | 37
HASH-39247B554F59E6EC_4,80,188,224,4,ス다リア,70 119 106 65,47 | 78 | 6B | 42
HASH-39247B554F59E6EC_4,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-39247B554F59E6EC_4,104,88,220,12,  セーフします계괄  ,0 0 315 48 200 29 38 42 31 59 0 0,01 | 01 | DD 60 | 31 | C9 | 1E | 27 | 2B | 20 | 3C | 01 | 01
HASH-39247B554F59E6EC_4,120,104,224,11,トしていますしています,148 29 32 26 38 42 29 32 26 38 42,95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-39247B554F59E6EC_4,122,120,192,13,진スい다 リ アい<243>い港え,39 70 26 119 0 106 0 65 26 243 26 293 69,28 | 47 | 1B | 78 | 01 | 6B | 01 | 42 | 1B | DD 18 | 1B | DD 4A | 46
HASH-39247B554F59E6EC_5,36,46,70,3,乗員 ,286 140 36,DD 43 | 8D | 25
HASH-39247B554F59E6EC_5,50,46,238,21,조信がつくま도お아ちしてなおり・ま・す。。,163 258 41 68 61 38 47 58 151 74 29 32 28 58 56 826 38 826 42 54 54,A4 | DD 27 | 2A | 45 | 3E | 27 | 30 | 3B | 98 | 4B | 1E | 21 | 1D | 3B | 39 | DF 61 | 27 | DF 61 | 2B | 37 | 37
HASH-39247B554F59E6EC_5,64,46,226,16,   まだ戦い겠がわ계らない량。,0 0 0 38 52 98 26 195 41 66 31 50 28 26 63 54,01 | 01 | 01 | 27 | 35 | 63 | 1B | C4 | 2A | 43 | 20 | 33 | 1D | 1B | 40 | 37
HASH-39247B554F59E6EC_5,80,188,224,4,ス다リア,70 119 106 65,47 | 78 | 6B | 42
HASH-39247B554F59E6EC_5,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-39247B554F59E6EC_5,104,88,220,12,  セーフします계괄  ,0 0 315 48 200 29 38 42 31 59 0 0,01 | 01 | DD 60 | 31 | C9 | 1E | 27 | 2B | 20 | 3C | 01 | 01
HASH-39247B554F59E6EC_5,120,104,224,11,トしていますしています,148 29 32 26 38 42 29 32 26 38 42,95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-39247B554F59E6EC_5,122,120,192,13,진スい다 リ アい<243>い港え,39 70 26 119 0 106 0 65 26 243 26 293 69,28 | 47 | 1B | 78 | 01 | 6B | 01 | 42 | 1B | DD 18 | 1B | DD 4A | 46
HASH-39247B554F59E6EC_6,36,46,70,3,乗員 ,286 140 36,DD 43 | 8D | 25
HASH-39247B554F59E6EC_6,50,46,226,21,何が知りたいつ도とす조계信が괄ないな・・。,109 41 197 56 30 26 40 47 53 42 163 31 258 41 59 28 26 28 826 826 54,6E | 2A | C6 | 39 | 1F | 1B | 29 | 30 | 36 | 2B | A4 | 20 | DD 27 | 2A | 3C | 1D | 1B | 1D | DF 61 | DF 61 | 37
HASH-39247B554F59E6EC_6,64,46,226,16,   まだ戦い겠がわ계らない량。,0 0 0 38 52 98 26 195 41 66 31 50 28 26 63 54,01 | 01 | 01 | 27 | 35 | 63 | 1B | C4 | 2A | 43 | 20 | 33 | 1D | 1B | 40 | 37
HASH-39247B554F59E6EC_6,80,188,224,4,ス다リア,70 119 106 65,47 | 78 | 6B | 42
HASH-39247B554F59E6EC_6,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-39247B554F59E6EC_6,104,88,220,12,  セーフします계괄  ,0 0 315 48 200 29 38 42 31 59 0 0,01 | 01 | DD 60 | 31 | C9 | 1E | 27 | 2B | 20 | 3C | 01 | 01
HASH-39247B554F59E6EC_6,120,104,224,11,トしていますしています,148 29 32 26 38 42 29 32 26 38 42,95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-39247B554F59E6EC_6,122,120,192,13,진スい다 リ アい<243>い港え,39 70 26 119 0 106 0 65 26 243 26 293 69,28 | 47 | 1B | 78 | 01 | 6B | 01 | 42 | 1B | DD 18 | 1B | DD 4A | 46
HASH-39247B554F59E6EC_7,36,46,214,15,   디うすれ어強くなれる결괄,0 0 0 83 37 42 49 87 244 61 28 49 33 27 59,01 | 01 | 01 | 54 | 26 | 2B | 32 | 58 | DD 19 | 3E | 1D | 32 | 22 | 1C | 3C
HASH-39247B554F59E6EC_7,50,46,214,15,   何계戦い결ニ푼진ある결괄,0 0 0 109 31 98 26 27 208 730 39 62 33 27 59,01 | 01 | 01 | 6E | 20 | 63 | 1B | 1C | D1 | DF 01 | 28 | 3F | 22 | 1C | 3C
HASH-39247B554F59E6EC_7,64,46,178,12,   량つっり킨いい량。,0 0 0 63 40 116 56 35 26 26 63 54,01 | 01 | 01 | 40 | 29 | 75 | 39 | 24 | 1B | 1B | 40 | 37
HASH-39247B554F59E6EC_7,80,200,224,3,다リア,119 106 65,78 | 6B | 42
HASH-39247B554F59E6EC_7,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-39247B554F59E6EC_7,104,88,220,12,  セーフします계괄  ,0 0 315 48 200 29 38 42 31 59 0 0,01 | 01 | DD 60 | 31 | C9 | 1E | 27 | 2B | 20 | 3C | 01 | 01
HASH-39247B554F59E6EC_7,120,104,224,11,トしていますしています,148 29 32 26 38 42 29 32 26 38 42,95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-39247B554F59E6EC_7,122,120,192,13,진スい다 リ アい<243>い港え,39 70 26 119 0 106 0 65 26 243 26 293 69,28 | 47 | 1B | 78 | 01 | 6B | 01 | 42 | 1B | DD 18 | 1B | DD 4A | 46
HASH-39247B554F59E6EC_resume,50,106,130,3,군요.,1181 1086 1080,E0 C5 | E0 66 | E0 60
HASH-39247B554F59E6EC_resume,64,46,224,16, 군 본부로 모시법 죠.몰라ア,155 1181 155 1066 995 1198 155 1001 1081 1163 155 969 1080 1221 1150 65,9C | E0 C5 | 9C | E0 52 | E0 0B | E0 D6 | 9C | E0 11 | E0 61 | E0 B3 | 9C | DF F0 | E0 60 | E0 ED | E0 A6 | 42
HASH-39247B554F59E6EC_resume,73,27,111,8,い템天결オ때リ이,26 679 257 27 142 187 106 123,1B | DE CD | DD 26 | 1C | 8F | BC | 6B | 7C
HASH-39247B554F59E6EC_resume,78,46,94,5,     ,155 155 155 155 155,9C | 9C | 9C | 9C | 9C
HASH-39247B554F59E6EC_resume,80,56,224,7,를갔 ス다リア,19 825 36 70 119 106 65,14 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-39247B554F59E6EC_resume,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-39247B554F59E6EC_resume,106,119,179,6,슈都결軍本部,695 626 27 185 145 256,DE DD | DE 98 | 1C | BA | 92 | DD 25
HASH-39247B554F59E6EC_resume,118,176,176,1,港,293,DD 4A
HASH-39247B554F59E6EC_resume,120,128,224,9,ていますしています,32 26 38 42 29 32 26 38 42,21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-39247B554F59E6EC_resume,122,130,196,13,将軍 결 部い軍屋い本え部,356 185 0 27 0 256 26 185 502 26 145 69 256,DD 89 | BA | 01 | 1C | 01 | DD 25 | 1B | BA | DE 1C | 1B | 92 | 46 | DD 25
HASH-39247B554F59E6EC_resume,166,94,178,8,아이라 하지 마,1140 1173 1150 155 1180 1146 155 1142,E0 9C | E0 BD | E0 A6 | 9C | E0 C4 | E0 A2 | 9C | E0 9E
HASH-39247B554F59E6EC_resume,180,94,262,13,왕의 명이다       ,1085 1139 155 1062 1173 1177 155 155 155 155 155 155 155,E0 65 | E0 9B | 9C | E0 4E | E0 BD | E0 C1 | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-39247B554F59E6EC_resume,194,46,262,19,                   ,155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155 155,9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-39247B554F59E6EC_resume,208,46,46,1, ,155,9C
HASH-39247B554F59E6EC_resume,214,18,190,15,롭도장撃킨최도リ사뒤を<443>덕ます,877 47 207 176 35 893 47 106 51 127 46 443 67 38 42,DF 94 | 30 | D0 | B1 | 24 | DF A4 | 30 | 6B | 34 | 80 | 2F | DD E0 | 44 | 27 | 2B
HASH-55762CCDD6DE5BA3_resume,30,32,68,4,ぶんれつ,201 44 49 68,CA | 2D | 32 | 45
HASH-55762CCDD6DE5BA3_resume,65,182,194,2,ーフ,48 200,31 | C9
HASH-55762CCDD6DE5BA3_resume,96,92,104,2,계ら,31 50,20 | 33
HASH-55762CCDD6DE5BA3_resume,109,108,132,3,부활약,995 1112 906,E0 0B | E0 80 | DF B1
HASH-55762CCDD6DE5BA3_resume,116,80,214,8,대상 부활1にな,1038 1070 155 995 1112 17 34 28,E0 36 | E0 56 | 9C | E0 0B | E0 80 | 12 | 23 | 1D
HASH-55762CCDD6DE5BA3_resume,120,212,224,2,ます,38 42,27 | 2B
HASH-55762CCDD6DE5BA3_resume,129,176,200,3,ります,56 38 42,39 | 27 | 2B
HASH-55762CCDD6DE5BA3_resume,130,88,112,3,ります,56 38 42,39 | 27 | 2B
HASH-55762CCDD6DE5BA3_resume,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-55762CCDD6DE5BA3_resume,214,18,258,19,날도지호終了킨도ステ<100>タスを<563><585>します,881 47 115 219 340 658 35 47 70 218 100 97 70 46 563 585 29 38 42,DF 98 | 30 | 74 | DC | DD 79 | DE B8 | 24 | 30 | 47 | DB | 65 | 62 | 47 | 2F | DE 59 | DE 6F | 1E | 27 | 2B
HASH-5F22C189DB62022F_resume,65,110,176,7,카이저 글러브,962 1173 1187 155 716 1021 699,DF E9 | E0 BD | E0 CB | 9C | DE F2 | E0 25 | DE E1
HASH-5F22C189DB62022F_resume,82,20,32,2,아크,1140 1141,E0 9C | E0 9D
HASH-5F22C189DB62022F_resume,96,68,92,3,음부터,977 995 961,DF F8 | E0 0B | DF E8
HASH-5F22C189DB62022F_resume,115,82,172,9,인물을 선택하세요,1090 1063 1147 155 1072 1166 1180 1075 1086,E0 6A | E0 4F | E0 A3 | 9C | E0 58 | E0 B6 | E0 C4 | E0 5B | E0 66
HASH-5F22C189DB62022F_resume,116,88,160,8,던지기 기 의1,834 1146 1156 155 107 155 11 17,DF 69 | E0 A2 | E0 AC | 9C | 6C | 9C | 0C | 12
HASH-5F22C189DB62022F_resume,120,122,206,9,고 있습니다습니다,1111 155 1186 1079 1037 1177 1079 1037 1177,E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-5F22C189DB62022F_resume,122,138,174,5,  아니요,155 155 1140 1037 1086,9C | 9C | E0 9C | E0 35 | E0 66
HASH-5F22C189DB62022F_resume,129,82,226,14,결정하면 전투를 시작합니다,863 1219 1180 1060 155 1188 1223 1155 155 1081 1130 1118 1037 1177,DF 86 | E0 EB | E0 C4 | E0 4C | 9C | E0 CC | E0 EF | E0 AB | 9C | E0 61 | E0 92 | E0 86 | E0 35 | E0 C1
HASH-5F22C189DB62022F_resume,166,46,262,17,국왕: 직접 보여 주겠다고!닌지,1022 1085 857 155 746 750 155 1131 1204 155 1191 1152 1177 1111 956 805 1146,E0 26 | E0 65 | DF 80 | 9C | DF 11 | DF 15 | 9C | E0 93 | E0 DC | 9C | E0 CF | E0 A8 | E0 C1 | E0 7F | DF E3 | DF 4C | E0 A2
HASH-5F22C189DB62022F_resume,180,94,256,24, 직접 보여 드다리.겠 곧습 니성다에. 도달,155 746 750 155 1131 1204 155 794 1177 1136 1080 1152 155 821 1079 155 1037 1074 1177 1143 1080 155 1151 943,9C | DF 11 | DF 15 | 9C | E0 93 | E0 DC | 9C | DF 41 | E0 C1 | E0 98 | E0 60 | E0 A8 | 9C | DF 5C | E0 5F | 9C | E0 35 | E0 5A | E0 C1 | E0 9F | E0 60 | 9C | E0 A7 | DF D6
HASH-5F22C189DB62022F_resume,194,46,82,4,합니다!,1118 1037 1177 956,E0 86 | E0 35 | E0 C1 | DF E3
HASH-5F388E3C974F59F0_1,73,198,252,6,번 그라운드,703 155 1025 1150 979 794,DE E5 | 9C | E0 29 | E0 A6 | DF FA | DF 41
HASH-5F388E3C974F59F0_1,96,80,104,3,め계ら,80 31 50,51 | 20 | 33
HASH-5F388E3C974F59F0_1,105,93,105,2,리나,1136 1137,E0 98 | E0 99
HASH-5F388E3C974F59F0_1,109,88,214,13,불바다로 범위 적에게 피,994 839 1177 1198 155 702 1089 155 971 1143 1004 155 859,E0 0A | DF 6E | E0 C1 | E0 D6 | 9C | DE E4 | E0 69 | 9C | DF F2 | E0 9F | E0 14 | 9C | DF 82
HASH-5F388E3C974F59F0_1,120,200,224,3,います,26 38 42,1B | 27 | 2B
HASH-5F388E3C974F59F0_1,123,88,88,1,해,1120,E0 88
HASH-5F388E3C974F59F0_1,129,176,200,3,ります,56 38 42,39 | 27 | 2B
HASH-5F388E3C974F59F0_1,137,107,128,3, <553><363>,0 553 363,01 | DE 4F | DD 90
HASH-5F388E3C974F59F0_1,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-5F388E3C974F59F0_1,214,18,258,20,롭도決定킨날도<297>ャ사セルしますす<585>します,877 47 156 370 35 881 47 297 213 51 315 82 29 38 42 42 585 29 38 42,DF 94 | 30 | 9D | DD 97 | 24 | DF 98 | 30 | DD 4E | D6 | 34 | DD 60 | 53 | 1E | 27 | 2B | 2B | DE 6F | 1E | 27 | 2B
HASH-5F388E3C974F59F0_resume,73,198,252,6,번 그라운드,703 155 1025 1150 979 794,DE E5 | 9C | E0 29 | E0 A6 | DF FA | DF 41
HASH-5F388E3C974F59F0_resume,96,80,104,3,め계ら,80 31 50,51 | 20 | 33
HASH-5F388E3C974F59F0_resume,105,93,105,2,리나,1136 1137,E0 98 | E0 99
HASH-5F388E3C974F59F0_resume,109,88,214,13,불바다로 범위 적에게 피,994 839 1177 1198 155 702 1089 155 971 1143 1004 155 859,E0 0A | DF 6E | E0 C1 | E0 D6 | 9C | DE E4 | E0 69 | 9C | DF F2 | E0 9F | E0 14 | 9C | DF 82
HASH-5F388E3C974F59F0_resume,120,200,224,3,います,26 38 42,1B | 27 | 2B
HASH-5F388E3C974F59F0_resume,123,88,88,1,해,1120,E0 88
HASH-5F388E3C974F59F0_resume,129,176,200,3,ります,56 38 42,39 | 27 | 2B
HASH-5F388E3C974F59F0_resume,137,107,128,3, <553><363>,0 553 363,01 | DE 4F | DD 90
HASH-5F388E3C974F59F0_resume,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-5F388E3C974F59F0_resume,214,18,258,20,次진하標を選びます사セルしますす<585>します,261 39 171 620 46 484 152 38 42 51 315 82 29 38 42 42 585 29 38 42,DD 2A | 28 | AC | DE 92 | 2F | DE 0A | 99 | 27 | 2B | 34 | DD 60 | 53 | 1E | 27 | 2B | 2B | DE 6F | 1E | 27 | 2B
HASH-7479D72906ECFD16_1,30,32,44,2,분열,1129 1162,E0 91 | E0 B2
HASH-7479D72906ECFD16_1,96,68,92,3,음부터,977 995 961,DF F8 | E0 0B | DF E8
HASH-7479D72906ECFD16_1,105,27,105,8,위타천 오카리나,1421 1584 1568 155 1407 1576 1318 1271,E1 B6 | E2 5A | E2 4A | 9C | E1 A8 | E2 52 | E1 4F | E1 20
HASH-7479D72906ECFD16_1,109,112,208,11, 아군 공격력 상승소,155 1393 1262 155 1256 1251 1310 155 1372 1385 1379,9C | E1 9A | E1 17 | 9C | E1 11 | E1 0C | E1 47 | 9C | E1 85 | E1 92 | E1 8C
HASH-7479D72906ECFD16_1,120,176,206,4,다습니다,1177 1079 1037 1177,E0 C1 | E0 5F | E0 35 | E0 C1
HASH-7479D72906ECFD16_1,122,138,174,5,  아니요,155 155 1140 1037 1086,9C | 9C | E0 9C | E0 35 | E0 66
HASH-7479D72906ECFD16_1,129,190,226,4,작합니다,1130 1118 1037 1177,E0 92 | E0 86 | E0 35 | E0 C1
HASH-7479D72906ECFD16_1,137,101,122,3, <553><363>,0 553 363,01 | DE 4F | DD 90
HASH-7479D72906ECFD16_1,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-7479D72906ECFD16_1,214,18,204,18,롭결정 <849>돌아가기스킬을 사용합니다,877 863 1219 155 849 1197 1140 1176 1156 1041 865 1147 155 1149 1087 1118 1037 1177,DF 94 | DF 86 | E0 EB | 9C | DF 78 | E0 D5 | E0 9C | E0 C0 | E0 AC | E0 39 | DF 88 | E0 A3 | 9C | E0 A5 | E0 67 | E0 86 | E0 35 | E0 C1
HASH-7479D72906ECFD16_resume,65,110,176,7,카이저 글러브,1576 1481 1491 155 1265 1305 1366,E2 52 | E1 F2 | E1 FC | 9C | E1 1A | E1 42 | E1 7F
HASH-7479D72906ECFD16_resume,96,80,92,2,부터,995 961,E0 0B | DF E8
