file_offset,runtime_or_loaded_address,before,after,region
0x8EFB5,0x801FF48D,F2,01,persistent_upload_helper
0x8EFB6,0x801FF48E,AD,BF,persistent_upload_helper
0x8EFB7,0x801FF48F,35,AF,persistent_upload_helper
0x8EFB8,0x801FF490,21,C8,persistent_upload_helper
0x8EFB9,0x801FF491,70,01,persistent_upload_helper
0x8EFBA,0x801FF492,00,B0,persistent_upload_helper
0x8EFBB,0x801FF493,00,AF,persistent_upload_helper
0x8EFBC,0x801FF494,00,C4,persistent_upload_helper
0x8EFBD,0x801FF495,00,01,persistent_upload_helper
0x8EFBE,0x801FF496,AF,B2,persistent_upload_helper
0x8EFBF,0x801FF497,95,AF,persistent_upload_helper
0x8EFC0,0x801FF498,02,C0,persistent_upload_helper
0x8EFC1,0x801FF499,00,01,persistent_upload_helper
0x8EFC2,0x801FF49A,AD,B3,persistent_upload_helper
0x8EFC3,0x801FF49B,25,AF,persistent_upload_helper
0x8EFC4,0x801FF49C,27,BC,persistent_upload_helper
0x8EFC5,0x801FF49D,00,01,persistent_upload_helper
0x8EFC6,0x801FF49E,EC,B4,persistent_upload_helper
0x8EFC7,0x801FF49F,11,AF,persistent_upload_helper
0x8EFC8,0x801FF4A0,00,1F,persistent_upload_helper
0x8EFC9,0x801FF4A1,00,80,persistent_upload_helper
0x8EFCA,0x801FF4A2,00,10,persistent_upload_helper
0x8EFCB,0x801FF4A3,00,3C,persistent_upload_helper
0x8EFCC,0x801FF4A4,01,CC,persistent_upload_helper
0x8EFCD,0x801FF4A5,00,F5,persistent_upload_helper
0x8EFCE,0x801FF4A6,CE,10,persistent_upload_helper
0x8EFCF,0x801FF4A7,25,36,persistent_upload_helper
0x8EFD0,0x801FF4A8,1C,21,persistent_upload_helper
0x8EFD2,0x801FF4AA,CF,12,persistent_upload_helper
0x8EFD3,0x801FF4AB,2D,34,persistent_upload_helper
0x8EFD4,0x801FF4AC,F9,BF,persistent_upload_helper
0x8EFD5,0x801FF4AD,FF,01,persistent_upload_helper
0x8EFD6,0x801FF4AE,E0,13,persistent_upload_helper
0x8EFD7,0x801FF4AF,15,34,persistent_upload_helper
0x8EFD8,0x801FF4B0,00,C0,persistent_upload_helper
0x8EFD9,0x801FF4B1,00,03,persistent_upload_helper
0x8EFDA,0x801FF4B2,00,08,persistent_upload_helper
0x8EFDB,0x801FF4B3,00,34,persistent_upload_helper
0x8EFDC,0x801FF4B4,1F,00,persistent_upload_helper
0x8EFDD,0x801FF4B5,80,00,persistent_upload_helper
0x8EFDE,0x801FF4B6,0D,A8,persistent_upload_helper
0x8EFDF,0x801FF4B7,3C,A7,persistent_upload_helper
0x8EFE0,0x801FF4B8,38,19,persistent_upload_helper
0x8EFE1,0x801FF4B9,F3,00,persistent_upload_helper
0x8EFE2,0x801FF4BA,AD,08,persistent_upload_helper
0x8EFE3,0x801FF4BB,35,34,persistent_upload_helper
0x8EFE4,0x801FF4BC,00,04,persistent_upload_helper
0x8EFE6,0x801FF4BE,B8,A8,persistent_upload_helper
0x8EFE7,0x801FF4BF,8D,A7,persistent_upload_helper
0x8EFE8,0x801FF4C0,1F,09,persistent_upload_helper
0x8EFE9,0x801FF4C1,80,00,persistent_upload_helper
0x8EFEA,0x801FF4C2,0D,48,persistent_upload_helper
0x8EFEB,0x801FF4C3,3C,2E,persistent_upload_helper
0x8EFEC,0x801FF4C4,3C,02,persistent_upload_helper
0x8EFED,0x801FF4C5,F3,00,persistent_upload_helper
0x8EFEE,0x801FF4C6,AD,00,persistent_upload_helper
0x8EFEF,0x801FF4C7,35,15,persistent_upload_helper
0x8EFF0,0x801FF4C8,00,21,persistent_upload_helper
0x8EFF1,0x801FF4C9,00,A0,persistent_upload_helper
0x8EFF2,0x801FF4CA,AE,40,persistent_upload_helper
0x8EFF3,0x801FF4CB,91,02,persistent_upload_helper
0x8EFF4,0x801FF4CC,1C,08,persistent_upload_helper
0x8EFF6,0x801FF4CE,0F,14,persistent_upload_helper
0x8EFF8,0x801FF4D0,01,02,persistent_upload_helper
0x8EFFA,0x801FF4D2,08,B3,persistent_upload_helper
0x8EFFB,0x801FF4D3,34,A7,persistent_upload_helper
0x8EFFC,0x801FF4D4,04,06,persistent_upload_helper
0x8EFFD,0x801FF4D5,40,00,persistent_upload_helper
0x8EFFE,0x801FF4D6,C8,B4,persistent_upload_helper
0x8EFFF,0x801FF4D7,01,A7,persistent_upload_helper
0x8F000,0x801FF4D8,24,08,persistent_upload_helper
0x8F001,0x801FF4D9,48,00,persistent_upload_helper
0x8F002,0x801FF4DA,08,A8,persistent_upload_helper
0x8F003,0x801FF4DB,03,27,persistent_upload_helper
0x8F004,0x801FF4DC,0A,40,persistent_upload_helper
0x8F005,0x801FF4DD,00,51,persistent_upload_helper
0x8F006,0x801FF4DE,20,14,persistent_upload_helper
0x8F007,0x801FF4DF,11,00,persistent_upload_helper
0x8F008,0x801FF4E0,FF,00,persistent_upload_helper
0x8F009,0x801FF4E1,FF,59,persistent_upload_helper
0x8F00A,0x801FF4E2,EF,14,persistent_upload_helper
0x8F00B,0x801FF4E3,25,00,persistent_upload_helper
0x8F00C,0x801FF4E4,01,21,persistent_upload_helper
0x8F00D,0x801FF4E5,00,50,persistent_upload_helper
0x8F00E,0x801FF4E6,CE,4B,persistent_upload_helper
0x8F00F,0x801FF4E7,25,01,persistent_upload_helper
0x8F010,0x801FF4E8,1C,40,persistent_upload_helper
0x8F011,0x801FF4E9,00,58,persistent_upload_helper
0x8F012,0x801FF4EA,C9,14,persistent_upload_helper
0x8F013,0x801FF4EB,2D,00,persistent_upload_helper
0x8F014,0x801FF4EC,02,21,persistent_upload_helper
0x8F015,0x801FF4ED,00,50,persistent_upload_helper
0x8F016,0x801FF4EE,20,4B,persistent_upload_helper
0x8F017,0x801FF4EF,15,01,persistent_upload_helper
0x8F018,0x801FF4F0,00,21,persistent_upload_helper
0x8F019,0x801FF4F1,00,48,persistent_upload_helper
0x8F01A,0x801FF4F2,00,0A,persistent_upload_helper
0x8F01B,0x801FF4F3,00,01,persistent_upload_helper
0x8F01C,0x801FF4F4,21,00,persistent_upload_helper
0x8F01D,0x801FF4F5,70,00,persistent_upload_helper
0x8F01E,0x801FF4F6,00,0A,persistent_upload_helper
0x8F01F,0x801FF4F7,00,92,persistent_upload_helper
0x8F020,0x801FF4F8,F5,01,persistent_upload_helper
0x8F021,0x801FF4F9,FF,00,persistent_upload_helper
0x8F022,0x801FF4FA,E0,10,persistent_upload_helper
0x8F023,0x801FF4FB,15,26,persistent_upload_helper
0x8F024,0x801FF4FC,00,3F,persistent_upload_helper
0x8F026,0x801FF4FE,00,4C,persistent_upload_helper
0x8F027,0x801FF4FF,00,31,persistent_upload_helper
0x8F028,0x801FF500,1B,80,persistent_upload_helper
0x8F02A,0x801FF502,00,4B,persistent_upload_helper
0x8F02B,0x801FF503,10,31,persistent_upload_helper
0x8F02C,0x801FF504,21,15,persistent_upload_helper
0x8F02D,0x801FF505,18,00,persistent_upload_helper
0x8F02E,0x801FF506,00,60,persistent_upload_helper
0x8F02F,0x801FF507,00,11,persistent_upload_helper
0x8F032,0x801FF50A,CF,8C,persistent_upload_helper
0x8F034,0x801FF50C,1C,40,persistent_upload_helper
0x8F036,0x801FF50E,E9,4B,persistent_upload_helper
0x8F037,0x801FF50F,2D,31,persistent_upload_helper
0x8F038,0x801FF510,02,07,persistent_upload_helper
0x8F03A,0x801FF512,20,60,persistent_upload_helper
0x8F040,0x801FF518,21,00,persistent_upload_helper
0x8F041,0x801FF519,78,00,persistent_upload_helper
0x8F043,0x801FF51B,00,A5,persistent_upload_helper
0x8F044,0x801FF51C,00,FF,persistent_upload_helper
0x8F045,0x801FF51D,00,FF,persistent_upload_helper
0x8F046,0x801FF51E,AF,8C,persistent_upload_helper
0x8F047,0x801FF51F,A1,25,persistent_upload_helper
0x8F048,0x801FF520,1F,FD,persistent_upload_helper
0x8F049,0x801FF521,80,FF,persistent_upload_helper
0x8F04A,0x801FF522,0D,80,persistent_upload_helper
0x8F04B,0x801FF523,3C,15,persistent_upload_helper
0x8F04C,0x801FF524,FE,02,persistent_upload_helper
0x8F04D,0x801FF525,F2,00,persistent_upload_helper
0x8F04E,0x801FF526,AD,08,persistent_upload_helper
0x8F04F,0x801FF527,35,25,persistent_upload_helper
0x8F050,0x801FF528,40,15,persistent_upload_helper
0x8F051,0x801FF529,78,00,persistent_upload_helper
0x8F052,0x801FF52A,0E,00,persistent_upload_helper
0x8F053,0x801FF52B,00,10,persistent_upload_helper
0x8F054,0x801FF52C,21,00,persistent_upload_helper
0x8F055,0x801FF52D,68,00,persistent_upload_helper
0x8F056,0x801FF52E,AF,00,persistent_upload_helper
0x8F057,0x801FF52F,01,00,persistent_upload_helper
0x8F05A,0x801FF532,AC,0D,persistent_upload_helper
0x8F05B,0x801FF533,A5,92,persistent_upload_helper
0x8F05E,0x801FF536,00,0E,persistent_upload_helper
0x8F05F,0x801FF537,10,92,persistent_upload_helper
0x8F060,0x801FF538,00,02,persistent_upload_helper
0x8F062,0x801FF53A,00,10,persistent_upload_helper
0x8F063,0x801FF53B,00,26,persistent_upload_helper
0x8F064,0x801FF53C,01,00,persistent_upload_helper
0x8F065,0x801FF53D,00,72,persistent_upload_helper
0x8F066,0x801FF53E,08,0E,persistent_upload_helper
0x8F067,0x801FF53F,34,00,persistent_upload_helper
0x8F068,0x801FF540,04,25,persistent_upload_helper
0x8F069,0x801FF541,40,68,persistent_upload_helper
0x8F06A,0x801FF542,C8,AE,persistent_upload_helper
0x8F06C,0x801FF544,1F,00,persistent_upload_helper
0x8F06D,0x801FF545,80,00,persistent_upload_helper
0x8F06F,0x801FF547,3C,A5,persistent_upload_helper
0x8F070,0x801FF548,38,FF,persistent_upload_helper
0x8F071,0x801FF549,F3,FF,persistent_upload_helper
0x8F072,0x801FF54A,AD,8C,persistent_upload_helper
0x8F073,0x801FF54B,35,25,persistent_upload_helper
0x8F074,0x801FF54C,00,FD,persistent_upload_helper
0x8F075,0x801FF54D,00,FF,persistent_upload_helper
0x8F076,0x801FF54E,B8,80,persistent_upload_helper
0x8F077,0x801FF54F,8D,15,persistent_upload_helper
0x8F078,0x801FF550,00,02,persistent_upload_helper
0x8F07A,0x801FF552,00,08,persistent_upload_helper
0x8F07B,0x801FF553,00,25,persistent_upload_helper
0x8F07C,0x801FF554,25,0A,persistent_upload_helper
0x8F07D,0x801FF555,C0,00,persistent_upload_helper
0x8F07E,0x801FF556,08,00,persistent_upload_helper
0x8F07F,0x801FF557,03,10,persistent_upload_helper
0x8F082,0x801FF55A,B8,00,persistent_upload_helper
0x8F083,0x801FF55B,AD,00,persistent_upload_helper
0x8F084,0x801FF55C,04,00,persistent_upload_helper
0x8F086,0x801FF55E,00,0D,persistent_upload_helper
0x8F087,0x801FF55F,10,92,persistent_upload_helper
0x8F088,0x801FF560,20,01,persistent_upload_helper
0x8F089,0x801FF561,0D,00,persistent_upload_helper
0x8F08A,0x801FF562,C3,0E,persistent_upload_helper
0x8F08B,0x801FF563,25,92,persistent_upload_helper
0x8F08E,0x801FF566,19,10,persistent_upload_helper
0x8F08F,0x801FF567,34,26,persistent_upload_helper
0x8F090,0x801FF568,01,00,persistent_upload_helper
0x8F091,0x801FF569,00,72,persistent_upload_helper
0x8F092,0x801FF56A,00,0E,persistent_upload_helper
0x8F093,0x801FF56B,10,00,persistent_upload_helper
0x8F094,0x801FF56C,21,25,persistent_upload_helper
0x8F095,0x801FF56D,18,68,persistent_upload_helper
0x8F096,0x801FF56E,00,AE,persistent_upload_helper
0x8F097,0x801FF56F,00,01,persistent_upload_helper
0x8F098,0x801FF570,21,00,persistent_upload_helper
0x8F099,0x801FF571,10,00,persistent_upload_helper
0x8F09A,0x801FF572,B9,0D,persistent_upload_helper
0x8F09B,0x801FF573,00,A5,persistent_upload_helper
0x8F09C,0x801FF574,00,FF,persistent_upload_helper
0x8F09D,0x801FF575,00,FF,persistent_upload_helper
0x8F09E,0x801FF576,C2,8C,persistent_upload_helper
0x8F09F,0x801FF577,AC,25,persistent_upload_helper
0x8F0A0,0x801FF578,04,F8,persistent_upload_helper
0x8F0A1,0x801FF579,AD,FF,persistent_upload_helper
0x8F0A2,0x801FF57A,05,80,persistent_upload_helper
0x8F0A3,0x801FF57B,08,15,persistent_upload_helper
0x8F0A4,0x801FF57C,00,02,persistent_upload_helper
0x8F0A6,0x801FF57E,00,08,persistent_upload_helper
0x8F0A7,0x801FF57F,00,25,persistent_upload_helper
0x8F0A8,0x801FF580,02,DC,persistent_upload_helper
0x8F0A9,0x801FF581,41,FF,persistent_upload_helper
0x8F0AA,0x801FF582,04,09,persistent_upload_helper
0x8F0AB,0x801FF583,00,15,persistent_upload_helper
0x8F0AC,0x801FF584,40,00,persistent_upload_helper
0x8F0AD,0x801FF585,40,00,persistent_upload_helper
0x8F0AE,0x801FF586,08,00,persistent_upload_helper
0x8F0B0,0x801FF588,1A,00,persistent_upload_helper
0x8F0B1,0x801FF589,80,00,persistent_upload_helper
0x8F0B2,0x801FF58A,09,20,persistent_upload_helper
0x8F0B3,0x801FF58B,3C,A5,persistent_upload_helper
0x8F0B4,0x801FF58C,60,21,persistent_upload_helper
0x8F0B5,0x801FF58D,77,20,persistent_upload_helper
0x8F0B6,0x801FF58E,29,A0,persistent_upload_helper
0x8F0B7,0x801FF58F,35,03,persistent_upload_helper
0x8F0B8,0x801FF590,21,93,persistent_upload_helper
0x8F0B9,0x801FF591,40,DF,persistent_upload_helper
0x8F0BA,0x801FF592,28,05,persistent_upload_helper
0x8F0BB,0x801FF593,01,0C,persistent_upload_helper
0x8F0BC,0x801FF594,00,08,persistent_upload_helper
0x8F0BE,0x801FF596,08,A5,persistent_upload_helper
0x8F0BF,0x801FF597,95,27,persistent_upload_helper
0x8F0C0,0x801FF598,0F,21,persistent_upload_helper
0x8F0C1,0x801FF599,00,98,persistent_upload_helper
0x8F0C2,0x801FF59A,89,74,persistent_upload_helper
0x8F0C3,0x801FF59B,30,02,persistent_upload_helper
0x8F0C4,0x801FF59C,40,23,persistent_upload_helper
0x8F0C5,0x801FF59D,50,90,persistent_upload_helper
0x8F0C6,0x801FF59E,09,54,persistent_upload_helper
0x8F0C7,0x801FF59F,00,02,persistent_upload_helper
0x8F0C8,0x801FF5A0,21,C7,persistent_upload_helper
0x8F0C9,0x801FF5A1,50,FF,persistent_upload_helper
0x8F0CA,0x801FF5A2,49,40,persistent_upload_helper
0x8F0CB,0x801FF5A3,01,16,persistent_upload_helper
0x8F0CC,0x801FF5A4,C0,00,persistent_upload_helper
0x8F0CD,0x801FF5A5,48,00,persistent_upload_helper
0x8F0CE,0x801FF5A6,09,00,persistent_upload_helper
0x8F0D0,0x801FF5A8,21,1F,persistent_upload_helper
0x8F0D1,0x801FF5A9,48,80,persistent_upload_helper
0x8F0D2,0x801FF5AA,2A,11,persistent_upload_helper
0x8F0D3,0x801FF5AB,01,3C,persistent_upload_helper
0x8F0D4,0x801FF5AC,0B,BC,persistent_upload_helper
0x8F0D5,0x801FF5AD,00,52,persistent_upload_helper
0x8F0D6,0x801FF5AE,0A,31,persistent_upload_helper
0x8F0D7,0x801FF5AF,34,26,persistent_upload_helper
0x8F0D8,0x801FF5B0,1F,CC,persistent_upload_helper
0x8F0D9,0x801FF5B1,80,01,persistent_upload_helper
0x8F0DA,0x801FF5B2,07,BF,persistent_upload_helper
0x8F0DB,0x801FF5B3,3C,8F,persistent_upload_helper
0x8F0DC,0x801FF5B4,C4,BC,persistent_upload_helper
0x8F0DD,0x801FF5B5,E3,01,persistent_upload_helper
0x8F0DE,0x801FF5B6,E7,B4,persistent_upload_helper
0x8F0DF,0x801FF5B7,34,8F,persistent_upload_helper
0x8F0E0,0x801FF5B8,56,C0,persistent_upload_helper
0x8F0E2,0x801FF5BA,E2,B3,persistent_upload_helper
0x8F0E3,0x801FF5BB,24,8F,persistent_upload_helper
0x8F0E4,0x801FF5BC,B6,C4,persistent_upload_helper
0x8F0E5,0x801FF5BD,0D,01,persistent_upload_helper
0x8F0E6,0x801FF5BE,46,B2,persistent_upload_helper
0x8F0E7,0x801FF5BF,24,8F,persistent_upload_helper
0x8F0E8,0x801FF5C0,21,C8,persistent_upload_helper
0x8F0E9,0x801FF5C1,58,01,persistent_upload_helper
0x8F0EA,0x801FF5C2,00,B0,persistent_upload_helper
0x8F0EB,0x801FF5C3,00,8F,persistent_upload_helper
0x8F0EC,0x801FF5C4,21,08,persistent_upload_helper
0x8F0ED,0x801FF5C5,60,00,persistent_upload_helper
0x8F0EE,0x801FF5C6,00,E0,persistent_upload_helper
0x8F0EF,0x801FF5C7,00,03,persistent_upload_helper
0x8F0F0,0x801FF5C8,21,D0,persistent_upload_helper
0x8F0F1,0x801FF5C9,68,01,persistent_upload_helper
0x8F0F2,0x801FF5CA,00,BD,persistent_upload_helper
0x8F0F3,0x801FF5CB,00,27,persistent_upload_helper
0x8F0F4,0x801FF5CC,21,17,persistent_cursor_rle
0x8F0F5,0x801FF5CD,70,90,persistent_cursor_rle
0x8F0F6,0x801FF5CE,C0,99,persistent_cursor_rle
0x8F0F7,0x801FF5CF,00,89,persistent_cursor_rle
0x8F0F8,0x801FF5D0,0D,88,persistent_cursor_rle
0x8F0F9,0x801FF5D1,00,88,persistent_cursor_rle
0x8F0FA,0x801FF5D2,19,77,persistent_cursor_rle
0x8F0FB,0x801FF5D3,34,77,persistent_cursor_rle
0x8F0FC,0x801FF5D4,C2,67,persistent_cursor_rle
0x8F0FD,0x801FF5D5,78,66,persistent_cursor_rle
0x8F0FE,0x801FF5D6,08,66,persistent_cursor_rle
0x8F0FF,0x801FF5D7,00,55,persistent_cursor_rle
0x8F100,0x801FF5D8,21,55,persistent_cursor_rle
0x8F101,0x801FF5D9,78,45,persistent_cursor_rle
0x8F102,0x801FF5DA,4F,44,persistent_cursor_rle
0x8F103,0x801FF5DB,00,44,persistent_cursor_rle
0x8F104,0x801FF5DC,00,04,persistent_cursor_rle
0x8F105,0x801FF5DD,00,B0,persistent_cursor_rle
0x8F106,0x801FF5DE,EF,BB,persistent_cursor_rle
0x8F107,0x801FF5DF,91,BB,persistent_cursor_rle
0x8F108,0x801FF5E0,07,BB,persistent_cursor_rle
0x8F109,0x801FF5E1,00,AB,persistent_cursor_rle
0x8F10A,0x801FF5E2,18,AA,persistent_cursor_rle
0x8F10B,0x801FF5E3,31,AA,persistent_cursor_rle
0x8F10C,0x801FF5E4,07,AA,persistent_cursor_rle
0x8F10D,0x801FF5E5,00,99,persistent_cursor_rle
0x8F10E,0x801FF5E6,18,99,persistent_cursor_rle
0x8F10F,0x801FF5E7,3B,99,persistent_cursor_rle
0x8F110,0x801FF5E8,06,89,persistent_cursor_rle
0x8F111,0x801FF5E9,78,88,persistent_cursor_rle
0x8F112,0x801FF5EA,0F,88,persistent_cursor_rle
0x8F113,0x801FF5EB,03,88,persistent_cursor_rle
0x8F114,0x801FF5EC,01,08,persistent_cursor_rle
0x8F115,0x801FF5ED,00,F0,persistent_cursor_rle
0x8F116,0x801FF5EE,EF,FF,persistent_cursor_rle
0x8F117,0x801FF5EF,31,FF,persistent_cursor_rle
0x8F118,0x801FF5F0,40,EF,persistent_cursor_rle
0x8F119,0x801FF5F1,58,EE,persistent_cursor_rle
0x8F11A,0x801FF5F2,0B,EE,persistent_cursor_rle
0x8F11B,0x801FF5F3,00,DD,persistent_cursor_rle
0x8F11C,0x801FF5F4,25,DD,persistent_cursor_rle
0x8F11D,0x801FF5F5,58,CD,persistent_cursor_rle
0x8F11E,0x801FF5F6,6F,CC,persistent_cursor_rle
0x8F11F,0x801FF5F7,01,CC,persistent_cursor_rle
0x8F120,0x801FF5F8,01,BB,persistent_cursor_rle
0x8F121,0x801FF5F9,00,BB,persistent_cursor_rle
0x8F122,0x801FF5FA,08,AB,persistent_cursor_rle
0x8F123,0x801FF5FB,25,AA,persistent_cursor_rle
0x8F124,0x801FF5FC,00,0A,persistent_cursor_rle
0x8F125,0x801FF5FD,00,80,persistent_cursor_rle
0x8F126,0x801FF5FE,CF,17,persistent_cursor_rle
0x8F127,0x801FF5FF,91,9A,persistent_cursor_rle
0x8F128,0x801FF600,01,99,persistent_cursor_rle
0x8F129,0x801FF601,00,89,persistent_cursor_rle
0x8F12A,0x801FF602,CE,88,persistent_cursor_rle
0x8F12B,0x801FF603,25,88,persistent_cursor_rle
0x8F12C,0x801FF604,23,77,persistent_cursor_rle
0x8F12D,0x801FF605,C0,77,persistent_cursor_rle
0x8F12E,0x801FF606,6C,67,persistent_cursor_rle
0x8F12F,0x801FF607,01,66,persistent_cursor_rle
0x8F130,0x801FF608,2B,66,persistent_cursor_rle
0x8F131,0x801FF609,20,55,persistent_cursor_rle
0x8F132,0x801FF60A,0F,55,persistent_cursor_rle
0x8F133,0x801FF60B,03,45,persistent_cursor_rle
0x8F134,0x801FF60C,08,44,persistent_cursor_rle
0x8F135,0x801FF60D,00,44,persistent_cursor_rle
0x8F136,0x801FF60E,80,FF,persistent_cursor_rle
0x8F137,0x801FF60F,14,CC,persistent_cursor_rle
0x8F138,0x801FF610,FF,BB,persistent_cursor_rle
0x8F139,0x801FF611,FF,BB,persistent_cursor_rle
0x8F13A,0x801FF612,39,BB,persistent_cursor_rle
0x8F13B,0x801FF613,27,AB,persistent_cursor_rle
0x8F13C,0x801FF614,21,AA,persistent_cursor_rle
0x8F13D,0x801FF615,68,AA,persistent_cursor_rle
0x8F13E,0x801FF616,AF,AA,persistent_cursor_rle
0x8F13F,0x801FF617,01,99,persistent_cursor_rle
0x8F140,0x801FF618,21,99,persistent_cursor_rle
0x8F141,0x801FF619,60,99,persistent_cursor_rle
0x8F142,0x801FF61A,8F,89,persistent_cursor_rle
0x8F143,0x801FF61B,01,88,persistent_cursor_rle
0x8F144,0x801FF61C,40,88,persistent_cursor_rle
0x8F145,0x801FF61D,60,88,persistent_cursor_rle
0x8F146,0x801FF61E,0C,77,persistent_cursor_rle
0x8F147,0x801FF61F,00,F0,persistent_cursor_rle
0x8F148,0x801FF620,EC,FF,persistent_cursor_rle
0x8F14A,0x801FF622,20,EF,persistent_cursor_rle
0x8F14B,0x801FF623,17,EE,persistent_cursor_rle
0x8F14C,0x801FF624,00,EE,persistent_cursor_rle
0x8F14D,0x801FF625,00,DD,persistent_cursor_rle
0x8F14E,0x801FF626,00,DD,persistent_cursor_rle
0x8F14F,0x801FF627,00,CD,persistent_cursor_rle
0x8F150,0x801FF628,05,CC,persistent_cursor_rle
0x8F151,0x801FF629,00,CC,persistent_cursor_rle
0x8F152,0x801FF62A,00,BB,persistent_cursor_rle
0x8F153,0x801FF62B,10,BB,persistent_cursor_rle
0x8F154,0x801FF62C,21,AB,persistent_cursor_rle
0x8F155,0x801FF62D,78,AA,persistent_cursor_rle
0x8F156,0x801FF62E,00,99,persistent_cursor_rle
0x8F157,0x801FF62F,00,80,persistent_cursor_rle
0x8F158,0x801FF630,21,00,persistent_cursor_rle
0x8F159,0x801FF631,C0,AA,persistent_cursor_rle
0x8F15A,0x801FF632,B8,09,persistent_cursor_rle
0x8F15B,0x801FF633,01,85,persistent_cursor_rle
0x8F15C,0x801FF634,40,01,persistent_cursor_rle
0x8F15D,0x801FF635,C0,00,persistent_cursor_rle
0x8F15E,0x801FF636,18,FF,persistent_cursor_rle
0x8F15F,0x801FF637,00,CC,persistent_cursor_rle
0x8F160,0x801FF638,21,0C,persistent_cursor_rle
0x8F161,0x801FF639,C0,85,persistent_cursor_rle
0x8F162,0x801FF63A,F8,00,persistent_cursor_rle
0x8F163,0x801FF63B,00,70,persistent_cursor_rle
0x8F164,0x801FF63C,00,77,persistent_cursor_rle
0x8F165,0x801FF63D,00,86,persistent_cursor_rle
0x8F166,0x801FF63E,0F,02,persistent_cursor_rle
0x8F167,0x801FF63F,97,90,persistent_cursor_rle
0x8F168,0x801FF640,03,99,persistent_cursor_rle
0x8F16A,0x801FF642,20,66,persistent_cursor_rle
0x8F16B,0x801FF643,11,AA,persistent_cursor_rle
0x8F16D,0x801FF645,00,85,persistent_cursor_rle
0x8F16E,0x801FF646,00,01,persistent_cursor_rle
0x8F170,0x801FF648,DD,FF,persistent_cursor_rle
0x8F171,0x801FF649,FF,CC,persistent_cursor_rle
0x8F173,0x801FF64B,10,85,persistent_cursor_rle
0x8F174,0x801FF64C,FF,00,persistent_cursor_rle
0x8F175,0x801FF64D,FF,00,persistent_cursor_rle
0x8F176,0x801FF64E,29,77,persistent_cursor_rle
0x8F177,0x801FF64F,25,86,persistent_cursor_rle
0x8F178,0x801FF650,00,02,persistent_cursor_rle
0x8F17A,0x801FF652,AF,99,persistent_cursor_rle
0x8F17B,0x801FF653,A4,00,persistent_cursor_rle
0x8F17C,0x801FF654,FF,66,persistent_cursor_rle
0x8F17D,0x801FF655,FF,AA,persistent_cursor_rle
0x8F17E,0x801FF656,4A,00,persistent_cursor_rle
0x8F17F,0x801FF657,25,85,persistent_cursor_rle
0x8F180,0x801FF658,D9,01,persistent_cursor_rle
0x8F181,0x801FF659,FF,00,persistent_cursor_rle
0x8F182,0x801FF65A,40,FF,persistent_cursor_rle
0x8F183,0x801FF65B,15,CC,persistent_cursor_rle
0x8F184,0x801FF65C,02,00,persistent_cursor_rle
0x8F185,0x801FF65D,00,85,persistent_cursor_rle
0x8F186,0x801FF65E,A5,00,persistent_cursor_rle
0x8F187,0x801FF65F,24,00,persistent_cursor_rle
0x8F188,0x801FF660,08,77,persistent_cursor_rle
0x8F189,0x801FF661,00,86,persistent_cursor_rle
0x8F18A,0x801FF662,E0,02,persistent_cursor_rle
0x8F18B,0x801FF663,03,00,persistent_cursor_rle
0x8F18C,0x801FF664,00,99,persistent_cursor_rle
0x8F18E,0x801FF666,A0,55,persistent_cursor_rle
0x8F18F,0x801FF667,A4,BB,persistent_cursor_rle
0x8F190,0x801FF668,50,00,persistent_cursor_rle
0x8F191,0x801FF669,FF,85,persistent_cursor_rle
0x8F192,0x801FF66A,BD,01,persistent_cursor_rle
0x8F193,0x801FF66B,27,00,persistent_cursor_rle
0x8F194,0x801FF66C,AC,FF,persistent_cursor_rle
0x8F195,0x801FF66D,00,CC,persistent_cursor_rle
0x8F196,0x801FF66E,BF,00,persistent_cursor_rle
0x8F197,0x801FF66F,AF,85,persistent_cursor_rle
0x8F198,0x801FF670,A8,00,persistent_cursor_rle
0x8F19A,0x801FF672,B0,77,persistent_cursor_rle
0x8F19B,0x801FF673,AF,86,persistent_cursor_rle
0x8F19C,0x801FF674,A4,02,persistent_cursor_rle
0x8F19E,0x801FF676,B1,88,persistent_cursor_rle
0x8F19F,0x801FF677,AF,00,persistent_cursor_rle
0x8F1A0,0x801FF678,A0,66,persistent_cursor_rle
0x8F1A1,0x801FF679,00,BB,persistent_cursor_rle
0x8F1A2,0x801FF67A,B2,00,persistent_cursor_rle
0x8F1A3,0x801FF67B,AF,85,persistent_cursor_rle
0x8F1A4,0x801FF67C,9C,01,persistent_cursor_rle
0x8F1A6,0x801FF67E,B3,FF,persistent_cursor_rle
0x8F1A7,0x801FF67F,AF,CC,persistent_cursor_rle
0x8F1A8,0x801FF680,98,00,persistent_cursor_rle
0x8F1A9,0x801FF681,00,85,persistent_cursor_rle
0x8F1AA,0x801FF682,B4,00,persistent_cursor_rle
0x8F1AB,0x801FF683,AF,00,persistent_cursor_rle
0x8F1AC,0x801FF684,94,77,persistent_cursor_rle
0x8F1AD,0x801FF685,00,86,persistent_cursor_rle
0x8F1AE,0x801FF686,B5,02,persistent_cursor_rle
0x8F1AF,0x801FF687,AF,00,persistent_cursor_rle
0x8F1B0,0x801FF688,90,88,persistent_cursor_rle
0x8F1B2,0x801FF68A,B6,26,persistent_cursor_rle
0x8F1B3,0x801FF68B,AF,BB,persistent_cursor_rle
