state,classification,media_hint,probe_matches,probe_total,region,start,end_exclusive,bytes,all_zero,matches_reference,sha256,nonzero_bytes
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-2C8AA6888201A932_resume.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-2C8AA6888201A932_resume.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-2C8AA6888201A932_resume.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,A4CB8751CDF6E30688D601C789725749D4641D60536D417E761B6B2FBBFB8E43,416
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-2C8AA6888201A932_resume.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,8F60FD7E8A15440AF540247D705B6EC4115092E85BC96126D9C8329E4895860E,931
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-2F53694C69D8FD6C_resume.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-2F53694C69D8FD6C_resume.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-2F53694C69D8FD6C_resume.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,9AC093630A4A34D47A5164B93B93CE8E62AE55B10185086C69D4FDF2A7E342BE,414
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-2F53694C69D8FD6C_resume.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,904
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-30502498B39014FB_resume.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-30502498B39014FB_resume.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-30502498B39014FB_resume.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,1,1,E06E79CDFEDFC6D6107B945613E65B2DE3A209E40115B9B00AB048D2B91CD7D5,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-30502498B39014FB_resume.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,6539EED9002401F63053E4B31B24DD1E6CD007B79D909E22740B244E7622568F,934
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-31AE820EA250BDE2_1.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,1,0,02D8F3F83865737E056CCDF3D1BF8DCD4D3B68CE8CB63F3663F092AFA6174958,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-31AE820EA250BDE2_1.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-31AE820EA250BDE2_1.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,1,1,E06E79CDFEDFC6D6107B945613E65B2DE3A209E40115B9B00AB048D2B91CD7D5,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-31AE820EA250BDE2_1.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,1,0,5F70BF18A086007016E948B04AED3B82103A36BEA41755B6CDDFAF10ACE3C6EF,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-31AE820EA250BDE2_resume.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,1,0,02D8F3F83865737E056CCDF3D1BF8DCD4D3B68CE8CB63F3663F092AFA6174958,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-31AE820EA250BDE2_resume.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-31AE820EA250BDE2_resume.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,1,1,E06E79CDFEDFC6D6107B945613E65B2DE3A209E40115B9B00AB048D2B91CD7D5,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-31AE820EA250BDE2_resume.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,1,0,5F70BF18A086007016E948B04AED3B82103A36BEA41755B6CDDFAF10ACE3C6EF,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_1.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_1.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_1.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_1.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_2.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_2.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_2.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_2.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_3.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_3.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_3.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_3.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_4.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_4.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_4.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_4.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_5.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_5.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_5.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_5.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_6.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_6.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_6.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_6.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_7.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_7.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_7.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_7.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_8.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_8.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_8.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_8.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_resume.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_resume.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_resume.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,415
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-340476B50F5F94CD_resume.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_1.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_1.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,0,0,B52E175EB6F9441D32F8D8D886529B250143E493A207C4F03C54C9E1C96D78A4,100
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_1.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,1E15736151818F3704604741CFF14ED779E87B7A954A9251A29F3DF5D5FFE76D,414
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_1.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,904
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_2.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_2.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,0,0,B52E175EB6F9441D32F8D8D886529B250143E493A207C4F03C54C9E1C96D78A4,100
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_2.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,1E15736151818F3704604741CFF14ED779E87B7A954A9251A29F3DF5D5FFE76D,414
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_2.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,904
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_3.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_3.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,0,0,B52E175EB6F9441D32F8D8D886529B250143E493A207C4F03C54C9E1C96D78A4,100
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_3.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,1E15736151818F3704604741CFF14ED779E87B7A954A9251A29F3DF5D5FFE76D,414
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_3.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,904
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_resume.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_resume.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,0,0,B52E175EB6F9441D32F8D8D886529B250143E493A207C4F03C54C9E1C96D78A4,100
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_resume.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,1E15736151818F3704604741CFF14ED779E87B7A954A9251A29F3DF5D5FFE76D,414
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-3426B60651CB81F3_resume.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,904
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_1.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_1.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_1.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,9AC093630A4A34D47A5164B93B93CE8E62AE55B10185086C69D4FDF2A7E342BE,414
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_1.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,904
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_2.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_2.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_2.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,9AC093630A4A34D47A5164B93B93CE8E62AE55B10185086C69D4FDF2A7E342BE,414
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_2.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,904
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_resume.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_resume.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_resume.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,9AC093630A4A34D47A5164B93B93CE8E62AE55B10185086C69D4FDF2A7E342BE,414
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-34DD9995186BAAF8_resume.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,904
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_1.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_1.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_1.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,EA8100A258DEBE8CE504716BA0ECE557266B58A45A356D95310879762E9AD4AD,421
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_1.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,54F516CCF75B9BFC66404945F46AE4298FAAB5A32C95656A75C99A893ED0F9ED,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_2.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_2.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_2.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,EA8100A258DEBE8CE504716BA0ECE557266B58A45A356D95310879762E9AD4AD,421
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_2.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,54F516CCF75B9BFC66404945F46AE4298FAAB5A32C95656A75C99A893ED0F9ED,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_3.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_3.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_3.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,EA8100A258DEBE8CE504716BA0ECE557266B58A45A356D95310879762E9AD4AD,421
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_3.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,54F516CCF75B9BFC66404945F46AE4298FAAB5A32C95656A75C99A893ED0F9ED,932
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_4.sav,other_or_unknown,,0,4,e2_or_wrapper,0x8018FCD0,0x8018FDC5,245,0,0,4816801FC4700CE9FAE1D2E6537F553ACE63B6B3CD6DB30B9BB4A7D8505BAA3B,131
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_4.sav,other_or_unknown,,0,4,bank_helper,0x80193B44,0x80193BC4,128,1,1,38723A2E5E8A17AA7950DC008209944E898F69A7BD10A23C839D341E935FD5CA,0
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_4.sav,other_or_unknown,,0,4,wrapper_candidate,0x801A2074,0x801A2304,656,0,0,EA8100A258DEBE8CE504716BA0ECE557266B58A45A356D95310879762E9AD4AD,421
C:\Users\Administrator\AppData\Local\DuckStation\savestates\HASH-358B87AC2668840B_4.sav,other_or_unknown,,0,4,ui_or_coord_table,0x801A7460,0x801A7860,1024,0,0,54F516CCF75B9BFC66404945F46AE4298FAAB5A32C95656A75C99A893ED0F9ED,932
