region,sha256,state_count,known_build_match,build_count,builds
wrapper_candidate,F3ADA85DC3EBD7F44A719593DE276B48D2422C87E7E38B90FDF30EF6E71CF533,21,1,4,ui_hud_e7_v115_no_t9_two_strips_patch_only.zip | ui_hud_e7_v116_direct_stateless_renderer_patch_only.zip | ui_hud_e7_v117_104slot_story_probe_patch_only.zip | ui_hud_e7_v118_strip_b_fill_patch_only.zip
wrapper_candidate,7A05B7FC6D7FB20BD8659A5F5ED0F8B4DF0CE3EDDCC99011AFD18CD534872D23,20,1,3,arc1_v165b_failclosed_24slot_cache_fastcheckpoints_BF3563BE.zip | arc1_v165c_failclosed_24slot_cache_checkpoint_fix_D1ADC357.zip | arc1_v166_persistent_ot_guard_fullcell_8EB4F3A4.zip
wrapper_candidate,E36EFCF32AC974CE40D8FF6C3D25E9E44860CCF04F44C0A764154D34923264D1,19,1,9,arc1_v126_wording_patch_only.zip | story_bulk_v121_patch_only.zip | story_ui_v125_yongsa_patch_only.zip | story_v122_slot_e6_swept_patch_only.zip | story_v123_e6_skip_probe_patch_only.zip | story_v124_bulk_8FF53C65.zip | story_v125_ship_9FB173A2.zip | ui_hud_e7_v119_strip_c_patch_only.zip | ui_hud_e7_v120_strip_c_probe_patch_only.zip
wrapper_candidate,1504E45F5E16E56DD51D79050DB055CFA2F002DEDC801E79081AAAA07E431DF2,18,1,4,arc1_v167_item_description_generation_guard_EC6AE708.zip | arc1_v168_item_description_slot_shift_fix_3B604507.zip | arc1_v169_e1_control_glyph_dispatch_218D38D2.zip | arc1_v170_restore_blank_space_filler_F8A67A67.zip
wrapper_candidate,B612497C556A8EF84008900934595AEE18AF2468D6DDD5A3967851A27E05FCFD,14,1,4,arc1_v222_CLAUDE_cache_row35_x999_TEST_ONLY_0A344D73.zip | arc1_v223_CLAUDE_move_vram_only_TEST_ONLY_F08840A0.zip | arc1_v224_CLAUDE_keep_cache_probe_TEST_ONLY_9688060F.zip | arc1_v225_CLAUDE_stock_u_bias_TEST_ONLY_4933129F.zip
wrapper_candidate,15AE9631F997B853BA682F5E9D1CEE16A9845083B2F71534C3277A012BEA63B6,10,1,4,ui_hud_e7_v107_unconditional_two_strips_patch_only.zip | ui_hud_e7_v112_two_strips_resident_patch_only.zip | ui_hud_e7_v113_single_upload_probe_patch_only.zip | ui_hud_e7_v114_single_value_probe_patch_only.zip
wrapper_candidate,C34D8EB30730A00F88041FC59870561406A904742B073EE2B004A36D3FA9845D,9,1,4,ui_hud_e7_v103_heap_reserved_glyphs_patch_only.zip | ui_hud_e7_v109_restore_range_overlay_patch_only.zip | ui_hud_e7_v110_restore_all_game_art_patch_only.zip | ui_hud_e7_v111_restore_unoccupied_art_patch_only.zip
wrapper_candidate,49009B7ECF11F0BAE5467DBCCABA7419FCF1DBB0E7D0885BE8E09F3B3BDCB802,8,1,1,ui_hud_e7_v98_restore_object_capacity_patch_only.zip
wrapper_candidate,2F75A94F07CF931CA9F0FF30E5A9B20E65F51939E2ED294B825BD96DB10F47B8,7,1,3,ui_hud_e7_v92_stateless_p6_pass_classifier_patch_only.zip | ui_hud_e7_v93_s3032_speaker_separator_patch_only.zip | ui_hud_e7_v94_p6_path_disable_probe_patch_only.zip
wrapper_candidate,149808E186921E986B86713578C09B29CFD3A8CC92C8D707B48FE660646BA6A9,7,1,1,ui_hud_e7_v74_leaf_ra_trampoline_fix_patch_only.zip
wrapper_candidate,0D69EC76A5584346F6E94673AFE1CB41D0FC62B2E2B4C84A978021AC46AF4E55,6,1,1,ui_hud_e7_v90_e2_control_p6_lifetime_fix_patch_only.zip
wrapper_candidate,4969A9A366108A03EF14CC063AC38B0D3EFB51902FA31B8A492F96284671C673,5,1,3,arc1_v228_CLAUDE_uv_pair_move_TEST_ONLY_2B4EDF11.zip | arc1_v233_cache_relocation_TEST_ONLY_EA0E5B9E.zip | arc1_v234_relocated_always_reupload_TEST_ONLY_202F62B7.zip
wrapper_candidate,79104CF4AA8578A80FD1ED29B193E30D5034D337835D2004EFD400F5B41C2D87,5,0,0,
wrapper_candidate,BE786B5039BD987877E1D41F5A72B3745F29480E14B0856C1896D36F13C24E92,5,1,2,ui_hud_e7_v83_p6_sidecar_renderer_test_patch_only.zip | ui_hud_e7_v84_p6_sidecar_bss_boundary_fix_patch_only.zip
wrapper_candidate,C1D58FE427843CF39EEE971104D4E64699811C74B8814995A2C357A656748CC0,5,1,1,arc1_v229_CLAUDE_uv_pair_low_helper_TEST_ONLY_F16649A2.zip
wrapper_candidate,81C69D8128E5D04131980FD75A5A49DDA45BBEB4AF662F7572BC1A7EFE69772F,5,1,3,arc1_v213b_strict_ab_cache_selector_TEST_ONLY_E98E4DD6.zip | arc1_v214_marked_ab_cache_selector_TEST_ONLY_613EBE7C.zip | arc1_v215_correct_packet_layout_selector_TEST_ONLY_716DA311.zip
wrapper_candidate,AA37E903553B72834312E8F16BCAC7145E4C625BB460768B38912FEA9D77C1EC,4,1,1,ui_hud_e7_v101_glyph_ram_upload_patch_only.zip
wrapper_candidate,C0854E70570F8FD3755EC13799B330CF0E447C89DFBB5F3CFC15230E16CEAC1A,3,1,1,ui_hud_e7_v96_high_tpage_x_fix_patch_only.zip
wrapper_candidate,E90E922F9EE45640D4F2C7D1D28A4F1F5E318ADEFD64BDFB2A6AA0F8F98A7820,3,0,0,
wrapper_candidate,7E2D8B9DC73B8441627DAFF3D01504ADC7C3716E280ABF126CCA149ADCA99B1C,3,1,1,ui_hud_e7_v102_bisect_no_upload_patch_only.zip
wrapper_candidate,F6D2E610A6EF6BA764BC327BE3CC0B9D7FCD13345DF57D7AEFCC516FDAD9D3F8,3,1,1,ui_hud_e7_v108a_row_only_patch_only.zip
wrapper_candidate,33F0E1D7C9AE8A6B22C677E3C38A93D9BA1ACBB43C1296FBB1D4B6BC69D0F517,3,1,1,ui_hud_e7_v95_tpage_slot_reservation_patch_only.zip
wrapper_candidate,2F5561FFC3C64C49CC43BF04C576E53260A422DBBD21B3B1AA34AF1076815D59,3,1,1,ui_hud_e7_v106_two_strips_patch_only.zip
wrapper_candidate,591487F036C24A23C3BD410A320ECF097AAF0397DCABA27BA3603F4E3740E9F4,2,1,1,ui_hud_e7_v100_loadimage_frameboundary_patch_only.zip
wrapper_candidate,A4CB8751CDF6E30688D601C789725749D4641D60536D417E761B6B2FBBFB8E43,2,1,1,ui_hud_e7_v99_loadimage_probe_patch_only.zip
wrapper_candidate,97A11A0D581DB9FBCD54B14AF0490078BF3D02C8273B030B1646C0CA168F920F,2,0,0,
wrapper_candidate,E5203B225D759045D6BD6E983083E524EE3CB81D4DDBB0DE25444828A59EE0ED,2,0,0,
wrapper_candidate,B6819BC534929274CFA9ABAD79EAAD3C2D01675201421D40141CD93C3A521384,2,0,0,
wrapper_candidate,9F9753550092390B0293CF905889EC7CFD847A2D3262AE49BF786DD0B835A78D,2,1,1,ui_hud_e7_v105_borrow_and_return_patch_only.zip
wrapper_candidate,DED7DE7DE3E1DC3C0B11BD69BC16D2386DC394C467AE6D344826751914873B88,2,1,1,arc1_v221_CLAUDE_cache_row39_TEST_ONLY_52D9D6FA.zip
wrapper_candidate,29C9D9EA9EDD05888DE1637AEF0CEB1E8A10CA348FD124FDEB3E6ADD548E8750,2,1,1,ui_hud_e7_v73_dual_tpage_renderer_patch_only.zip
wrapper_candidate,28CF6A854D74E67EA7579E71378166CBCA3E863A48CFC6639D5FE45AB41DE633,1,1,1,arc1_v211_cache_row32_worldmap_probe_TEST_ONLY_54D7B646.zip
wrapper_candidate,7DA26CAF30ADC36D724479C3DFECD3B484033BFE22B69448EE7D8DCD6D71D817,1,1,1,ui_hud_e7_v108e_row_page_classifier_patch_only.zip
wrapper_candidate,19E8162599F5695978D71DD458092D46C4A1EA8C38C2ABD15256FF1F19C0C00D,1,0,0,
wrapper_candidate,49595E59ABD2D0D0807E541A04B5B1AE9CF9FB117C0AA9E186D163A33FBDADD4,1,1,1,ui_hud_e7_v108d_row_and_page_patch_only.zip
wrapper_candidate,95800A4F37571C1340E834134C0F37184E124AA7BDA4B367E02D4328371A5F94,1,1,1,ui_hud_e7_v108b_page_only_patch_only.zip
wrapper_candidate,9FE1C78E34786A00C8EC77FD2AD0B89611ABEEBB53EAC7E2A86438A256301364,1,1,1,ui_hud_e7_v97_high_tpage_measured_patch_only.zip
wrapper_candidate,D58F8901C93CEEF95738D380C689DEB0187D9B63F320959A3D6783DBE8438558,1,1,1,ui_hud_e7_v108c_classifier_only_patch_only.zip
wrapper_candidate,0D80D68F6BEDD33A05758F01582D9AD401F4C67FA70D9B0E736852EB418EB350,1,0,0,
ui_or_coord_table,7A56DABFAC185758C37F88C94734B3338CA1DE8F7B7B4EC178D64907759E9893,167,1,73,arc1_v194_remove_last_blank_cell_hangul_63FE7FD6.zip | arc1_v195_levelup_stat_particle.zip | arc1_v196_levelup_suffix_orphan.zip | arc1_v197_prompt_width_off_by_one.zip | arc1_v199_wording_fixes_safe.zip | arc1_v200_jail_scene_wording.zip | arc1_v201_palencia_spelling.zip | arc1_v202_untranslated_two_lines.zip | arc1_v203_boss_and_world.zip | arc1_v204_warehouse_line_split.zip | arc1_v206_restore_zeroed_script_data.zip | arc1_v207_move_stub_strings.zip | arc1_v208_gogen_scene.zip | arc1_v210_sd031_slots_controls.zip | arc1_v211_cache_row32_worldmap_probe_TEST_ONLY_54D7B646.zip | arc1_v212_ab_cache_selector_TEST_ONLY_067F6FC6.zip | arc1_v212b_ab_cache_selector_TEST_ONLY_3002A89C.zip | arc1_v212d_ab_cache_selector_exact_bounds_TEST_ONLY_CA6CDDFD.zip | arc1_v213b_strict_ab_cache_selector_TEST_ONLY_E98E4DD6.zip | arc1_v214_marked_ab_cache_selector_TEST_ONLY_613EBE7C.zip | arc1_v215_correct_packet_layout_selector_TEST_ONLY_716DA311.zip | arc1_v216_relocate_selector_handoff_TEST_ONLY_25090AB2.zip | arc1_v217_full_selected_destination_refresh_TEST_ONLY_B2D09502.zip | arc1_v218_borrow_restore_selected_cache_TEST_ONLY_87942B4B.zip | arc1_v218k_CLAUDE_no_kernel_regs_TEST_ONLY.zip | arc1_v219_failclosed_borrow_restore_TEST_ONLY_B3595C76.zip | arc1_v219b_failclosed_borrow_restore_TEST_ONLY_B3595C76.zip | arc1_v219c_CLAUDE_widen_buffers_TEST_ONLY.zip | arc1_v220_separate_decode_scratch_TEST_ONLY_CDDF4B3F.zip | arc1_v221_CLAUDE_cache_row39_TEST_ONLY_52D9D6FA.zip | arc1_v222_CLAUDE_cache_row35_x999_TEST_ONLY_0A344D73.zip | arc1_v223_CLAUDE_move_vram_only_TEST_ONLY_F08840A0.zip | arc1_v224_CLAUDE_keep_cache_probe_TEST_ONLY_9688060F.zip | arc1_v225_CLAUDE_stock_u_bias_TEST_ONLY_4933129F.zip | arc1_v226_CLAUDE_loadimage_guard_TEST_ONLY_94104EFB.zip | arc1_v227_CLAUDE_always_reupload_TEST_ONLY_953AB3DE.zip | arc1_v228_CLAUDE_uv_pair_move_TEST_ONLY_2B4EDF11.zip | arc1_v229_CLAUDE_uv_pair_low_helper_TEST_ONLY_F16649A2.zip | arc1_v231_static_promotion_restored162_TEST_ONLY_15DDA0E8.zip | arc1_v232_static_promotion_huffman_source_TEST_ONLY_BC602EF6.zip | arc1_v233_cache_relocation_TEST_ONLY_EA0E5B9E.zip | arc1_v234_relocated_always_reupload_TEST_ONLY_202F62B7.zip | arc1_v235_cache_row36_TEST_ONLY_1654F31B.zip | arc1_v236_dynamic_promotion_TEST_ONLY_2AE4EFD5.zip | arc1_v237_recovery_hook_TEST_ONLY_C0766EAB.zip | arc1_v238_glyph_16px_TEST_ONLY_8816AF49.zip | arc1_v239_johab_pieces_TEST_ONLY_66866152.zip | arc1_v240_johab_font_TEST_ONLY_1A307BDE.zip | arc1_v241_halfwidth_TEST_ONLY_CEC05368.zip | arc1_v242_tight_TEST_ONLY_0020ADD6.zip | arc1_v243_spacing_TEST_ONLY_0C2522A5.zip | arc1_v244_johab_font_TEST_ONLY_EB3E4229.zip | arc1_v245_johab_tight_TEST_ONLY_645806F1.zip | arc1_v246_step12_TEST_ONLY_5B771339.zip | arc1_v247_johab_font_TEST_ONLY_7F70EFCD.zip | arc1_v248_verified_TEST_ONLY_63E59ADD.zip | arc1_v249_reencode_TEST_ONLY_40844F0B.zip | arc1_v250_reencoded_TEST_ONLY_2B07822C.zip | arc1_v251_reencode_keepctrl_TEST_ONLY_FA923930.zip | arc1_v252_keepctrl_TEST_ONLY_001114F6.zip | arc1_v253_punct_cells_TEST_ONLY_5A2FA133.zip | arc1_v254_body_only_TEST_ONLY_96578344.zip | arc1_v255_body_only_TEST_ONLY_6EC761B5.zip | arc1_v256_all_inplace_TEST_ONLY_68ED0F45.zip | arc1_v257_all_inplace_TEST_ONLY_961FF409.zip | arc1_v258_carry_glyphs_TEST_ONLY_DFF09C74.zip | arc1_v259_carry_glyphs_TEST_ONLY_84BFEFC4.zip | arc1_v260_restore_lookup_TEST_ONLY_0DF04129.zip | arc1_v261_restore_lookup_safe_TEST_ONLY_87196B57.zip | arc1_v268_full_sites_TEST_ONLY_3BA98375.zip | arc1_v269_with_exe_ui_TEST_ONLY_900CDAB4.zip | arc1_v270_johab_final_TEST_ONLY_C2A8D0BB.zip | arc1_v306_v197_johab_TEST_ONLY_3EB347E8.zip
ui_or_coord_table,8F60FD7E8A15440AF540247D705B6EC4115092E85BC96126D9C8329E4895860E,70,1,22,ui_hud_e7_v100_loadimage_frameboundary_patch_only.zip | ui_hud_e7_v101_glyph_ram_upload_patch_only.zip | ui_hud_e7_v102_bisect_no_upload_patch_only.zip | ui_hud_e7_v103_heap_reserved_glyphs_patch_only.zip | ui_hud_e7_v105_borrow_and_return_patch_only.zip | ui_hud_e7_v108b_page_only_patch_only.zip | ui_hud_e7_v108c_classifier_only_patch_only.zip | ui_hud_e7_v111_restore_unoccupied_art_patch_only.zip | ui_hud_e7_v86_p6_glyph_repack_slots_1_to_6_patch_only.zip | ui_hud_e7_v87_p6_heap_reserved_patch_only.zip | ui_hud_e7_v88_p6_state_persistence_slots_3_to_6_patch_only.zip | ui_hud_e7_v89_story_safe_book_glyph_patch_only.zip | ui_hud_e7_v90_e2_control_p6_lifetime_fix_patch_only.zip | ui_hud_e7_v91_v89_lifetime_yagun_slot_fix_patch_only.zip | ui_hud_e7_v92_stateless_p6_pass_classifier_patch_only.zip | ui_hud_e7_v93_s3032_speaker_separator_patch_only.zip | ui_hud_e7_v94_p6_path_disable_probe_patch_only.zip | ui_hud_e7_v95_tpage_slot_reservation_patch_only.zip | ui_hud_e7_v96_high_tpage_x_fix_patch_only.zip | ui_hud_e7_v97_high_tpage_measured_patch_only.zip | ui_hud_e7_v98_restore_object_capacity_patch_only.zip | ui_hud_e7_v99_loadimage_probe_patch_only.zip
ui_or_coord_table,54F516CCF75B9BFC66404945F46AE4298FAAB5A32C95656A75C99A893ED0F9ED,55,1,53,arc1_v126_wording_patch_only.zip | arc1_v127_slots_1_to_7_fixes_patch_only.zip | arc1_v128_all_battle_choices_patch_only.zip | arc1_v129_remap_coverage_430F1CFD.zip | arc1_v130_text_reinsert_1BB69ED1.zip | arc1_v131_full_code_space_049E9A2B.zip | arc1_v132_r_and_ssik_099D6D90.zip | arc1_v133_text_with_r_1FE292AB.zip | arc1_v134_window_fit_09C17854.zip | arc1_v135_choices_in_place_9A286DA8.zip | arc1_v135_choices_in_place_DE3A5A08.zip | arc1_v136_scene_restore_4CE9EE1E.zip | arc1_v137_choices_by_geometry_D6AAA475.zip | arc1_v138_one_byte_font_375BCC7F.zip | arc1_v139_short_codes_1F756878.zip | arc1_v140_choices_short_2BEC9A9F.zip | arc1_v141_tightened_3ACBA9A1.zip | arc1_v142_choices_final_66219F2E.zip | arc1_v143_mirumana_2FA1F130.zip | arc1_v144_learn_message_85E0E463.zip | arc1_v145_pool_addresses_7A6018A8.zip | arc1_v146_no_e2_glyphs_1F4072BC.zip | arc1_v147_choice_rows_353F7F03.zip | arc1_v148_e2_via_lookup_310A3DFB.zip | arc1_v149_restore_artwork_28ED010A.zip | arc1_v150_choice_translations_264D3248.zip | arc1_v151_free_the_sprite_cell_A4358FEE.zip | DIAG4_original_dats.zip | DIAG6_zero_appended_exe.zip | DIAG7_no_project_pixels.zip | DIAG_blank_all_filled_cells.zip | DIAG_exe_bootfull.zip | DIAG_exe_noboot.zip | DIAG_exe_nohook.zip | DIAG_exe_shrink_reserved.zip | DIAG_fontBLANK140_stripsABC.zip | DIAG_fontBLANK140_stripsABC_rows0-7.zip | DIAG_fontBLANK140_stripsABC_rows8-13.zip | DIAG_fontBLANK140_stripsC.zip | DIAG_fontV151_stripsABC.zip | DIAG_L_no_frame_upload_AF51D2E7.zip | DIAG_only_our_exe.zip | DIAG_original_font.zip | DIAG_P2_back_to_v151.zip | DIAG_v152_restore_8_sprite_cells_264705E7.zip | story_bulk_v121_patch_only.zip | story_ui_v125_yongsa_patch_only.zip | story_v122_slot_e6_swept_patch_only.zip | story_v123_e6_skip_probe_patch_only.zip | story_v124_bulk_8FF53C65.zip | story_v125_ship_9FB173A2.zip | ui_hud_e7_v119_strip_c_patch_only.zip | ui_hud_e7_v120_strip_c_probe_patch_only.zip
ui_or_coord_table,5E0A5269C4200CAB198436A0E31290031B795805D8668A2C643597580AB0FD97,38,1,6,arc1_v171_native_ui_assets_28slot_cache_18E5C2DC.zip | arc1_v172_lookup_width_fix_109252A0.zip | arc1_v173_restore_e7_icon_stub.zip | arc1_v176_control_code_dispatch.zip | arc1_v177_restore_circle_icon.zip | arc1_v178_repoint_orphaned_glyphs.zip
ui_or_coord_table,426E9DDCC33664FAE1E5A48AD8C10328E56E686647E5E675A44C9643701EFEC2,37,1,7,ui_hud_e7_v70_leaf_names_ring_menu_patch_only.zip | ui_hud_e7_v71_leaf_font_ring_help_patch_only.zip | ui_hud_e7_v73_dual_tpage_renderer_patch_only.zip | ui_hud_e7_v74_leaf_ra_trampoline_fix_patch_only.zip | ui_hud_e7_v83_p6_sidecar_renderer_test_patch_only.zip | ui_hud_e7_v84_p6_sidecar_bss_boundary_fix_patch_only.zip | ui_hud_e7_v85_p6_highram_bootstrap_patch_only.zip
ui_or_coord_table,F0215EA69C2564FA425F60DA2A3715715C1ED0B7E4B63F5B8C85D4440DB6A491,36,1,6,arc1_v160_dynamic_cache_ram_shadow_53521478.zip | arc1_v161_bounded_exe_text_B2EA377E.zip | arc1_v162_strip_a_dynamic_cache_1759E571.zip | arc1_v163_text_clut_classifier_773E3B82.zip | arc1_v164_predrawot_cache_upload_probe_4E714493.zip | DIAG_Q1_v160_frame_off_dependency_complete.zip
ui_or_coord_table,CFA9BDD358BC30B2EB3347F977B686411EC7CBE4B8D14746AFDD6AEA9E33AFEC,35,1,7,arc1_v183_levelup_stat_assembly_fix.zip | arc1_v184_levelup_skillname_encoding_fix.zip | arc1_v185_acquisition_closing_bracket_fix.zip | arc1_v186_runtime_text_choice_fixes_0D144525.zip | arc1_v187_control_skill_choice_repair_292BF4BE.zip | arc1_v188_safe_string_slot_repair_5A999CAC.zip | arc1_v189_dialogue_timing_choice_rows_DA219F8F.zip
ui_or_coord_table,15BA54950B33EAFCA7D3B9A0693AB182E36B43C9DF68B5194E69137EAFDD92F7,23,0,0,
ui_or_coord_table,6793767453360D1CE46B931D39686EE67C77B99A3928B80F1E9E8598F6350764,20,1,3,arc1_v165b_failclosed_24slot_cache_fastcheckpoints_BF3563BE.zip | arc1_v165c_failclosed_24slot_cache_checkpoint_fix_D1ADC357.zip | arc1_v166_persistent_ot_guard_fullcell_8EB4F3A4.zip
ui_or_coord_table,B1FC1032320CF8CDFCEB0C80F4F47C4DECF03A30E00A52A6D3D364F6105275B4,20,1,7,ui_hud_e7_v106_two_strips_patch_only.zip | ui_hud_e7_v107_unconditional_two_strips_patch_only.zip | ui_hud_e7_v112_two_strips_resident_patch_only.zip | ui_hud_e7_v113_single_upload_probe_patch_only.zip | ui_hud_e7_v114_single_value_probe_patch_only.zip | ui_hud_e7_v115_no_t9_two_strips_patch_only.zip | ui_hud_e7_v116_direct_stateless_renderer_patch_only.zip
ui_or_coord_table,1D21DFB09ECA87573B9A1509C8743C98188072E2FC466A7191CBB4DA12C9355A,10,1,2,arc1_v169_e1_control_glyph_dispatch_218D38D2.zip | arc1_v170_restore_blank_space_filler_F8A67A67.zip
ui_or_coord_table,19784663A03D99BD00F9E502F485BB51B96E79BA4C9C9EF45C703DC97A7D128B,9,1,1,ui_hud_e7_v118_strip_b_fill_patch_only.zip
ui_or_coord_table,5C350F186BC5059DC34D73515C07E39E1BCF263EC6A2319AF7E211F88C0B42E6,8,1,2,arc1_v167_item_description_generation_guard_EC6AE708.zip | arc1_v168_item_description_slot_shift_fix_3B604507.zip
ui_or_coord_table,AE731994622A66BB4AFD184EDD558F96D4431082338EEF654C07BA30239C4E0D,8,1,1,arc1_v263_point_existing_TEST_ONLY_C17AD8D3.zip
ui_or_coord_table,33243DCC1C3AC9E70D70C7685F0BA2AFA56448312B4E9132A5F3FB92D7408E3F,7,1,6,arc1_johab_font_16px_poc_pilgi_DO_NOT_USE_LOAD_DELAY_A4D91241.zip | arc1_johab_font_16px_poc_pilgi_DO_NOT_USE_LOAD_DELAY_patch_4CE856CA.zip | arc1_johab_font_16px_poc_pilgi_DO_NOT_USE_STATE_LEAK_88FD99F7.zip | arc1_johab_font_16px_poc_pilgi_DO_NOT_USE_STATE_LEAK_patch_8F66E748.zip | arc1_johab_font_16px_poc_pilgi_TEST_ONLY_D941D1BE.zip | arc1_johab_font_16px_poc_pilgi_TEST_ONLY_patch_38572643.zip
ui_or_coord_table,0AF9F5C3BC38E51CE8BDF58A9EB1A8012A0CF35CC594469A4E8CC1B3C58174B8,7,1,2,arc1_v266_raise_ceiling_TEST_ONLY_6AF86D6C.zip | arc1_v267_blank_cells_only_TEST_ONLY_6AF86D6C.zip
ui_or_coord_table,FADEB9B12EE216B32DFF613B18FC9C76C602AB28356F9FB357100D389115CE1E,6,0,0,
ui_or_coord_table,59FC0D300860ECCA1540938C9EB748C65AECC17A3233F4C3D809E11A091DF63E,6,1,1,arc1_v262_real_lookup_TEST_ONLY_F36356A3.zip
ui_or_coord_table,35793055E2E6EDF49D8BDCF87E60FACE54A83DC39B330D658ABACBB9D9074BD5,5,1,3,ui_hud_e7_v108a_row_only_patch_only.zip | ui_hud_e7_v108d_row_and_page_patch_only.zip | ui_hud_e7_v108e_row_page_classifier_patch_only.zip
ui_or_coord_table,44D860A63B883932D1809764D9E4A6590EAD1923CD4C7F4B9449E068F9852373,5,1,4,arc1_v190_dynamic_owner_repair_4AC51D4F.zip | arc1_v191_yagun_choice_local_fixes_682EC28A.zip | arc1_v192_choice_speaker_rows_899DDD9A.zip | arc1_v193_restore_skill_range_levelup_dynamic_946B3F5E.zip
ui_or_coord_table,25B109AB14013CBC54C5044ABCB7AEAB2558F3D34FF6A3C6D62F434E8FCCC967,5,1,1,ui_hud_e7_v117_104slot_story_probe_patch_only.zip
ui_or_coord_table,ADC42548107D92DC522AE71078D46E80B4366F5B78A38786F54A563A091E125C,4,1,1,ui_hud_e7_v109_restore_range_overlay_patch_only.zip
ui_or_coord_table,CE73FEA3FB08FA917B82A4F26978B3CBA1D1E4F642A11C6806D3D9234BDAE14B,3,1,3,DIAG_N1_minimal_hook.zip | DIAG_N2_minimal_hook.zip | DIAG_P1_back_to_v151.zip
ui_or_coord_table,D45223CEDC12519CBD8B7C63B381BB6044870265106F1C8646C4F384835417A3,2,1,2,arc1_v158_dynamic_cache_51FDCF67.zip | arc1_v159_dynamic_cache_4E3F2466.zip
ui_or_coord_table,233F93025333DCA06B3DF1466AD166FA4966A863A54D7362E2AD5F1E157C3F5B,2,0,0,
ui_or_coord_table,32949B678CA76A729980765E767EFD0121654284A3D7DB3B882655C95F44F9ED,2,1,1,ui_hud_e7_v72_low_page_glyph_relocation_patch_only.zip
ui_or_coord_table,EA35631791ECFDCE189626CA6857FF787048B823CBA19AE4177BF15A3B51858F,1,0,0,
ui_or_coord_table,6539EED9002401F63053E4B31B24DD1E6CD007B79D909E22740B244E7622568F,1,0,0,
ui_or_coord_table,F8678DF7B42D4AF71DDFFB97AF685D3E1C1A13FDBA544315BE81B98EE7CE3F58,1,1,1,arc1_v308_cache_static_TEST_ONLY_F2A554FD.zip
ui_or_coord_table,CC404882047F29A70252E1963C057BDC7359350F7C21C6B7563CE24B4015A67B,1,1,1,DIAG_Q2_v160_dynamic_branch_off_dependency_complete.zip
ui_or_coord_table,CB9586ADA508B33539F2622F6EBD88E1E413B4990DC9650DA71C3B4EBCE503C3,1,0,0,
ui_or_coord_table,023AEFC264F0AD45626F72ED41FA00270905E87006FE06786A5FEC2BA18DBA47,1,0,0,
