file,offset,japanese,encoded_bytes,raw_hex,classification
COMM.DAT,0x32182,0ヤで<N:＄:1>び達来聞オ 本戦思,13,11 BB 30 05 99 83 9A 88 8F 01 92 63 9F,unverified_direct_candidate
COMM.DAT,0x321F2,つシ炎サダ発サダ4大）<N:｣:11>何地 ,15,29 60 BF 77 67 76 77 67 15 50 0A 65 6E 90 01,unverified_direct_candidate
COMM.DAT,0x3299F,決てよサジふめ兵出4え”国<N:≠:16>あれ2 ,18,9D 21 3D 77 7F 97 51 66 56 15 46 03 5E 04 3F 32 13 01,unverified_direct_candidate
COMM.DAT,0x32D28,わらンポにヤ0人,8,43 33 34 D7 23 BB 11 52,unverified_direct_candidate
COMM.DAT,0x32D71,るら、れ士,5,22 33 24 32 68,unverified_direct_candidate
COMM.DAT,0x333AB,かれにか<N:≠:16>てる死て,10,20 32 23 20 04 21 22 DD 22 21,unverified_direct_candidate
COMM.DAT,0x33404,め サるるにか！るれるモ3父<CTRL:F3>てきを れ所聖,22,51 01 77 22 22 23 20 02 22 32 22 5F 14 B7 F3 21 44 2F 01 32 C2 CD,unverified_direct_candidate
COMM.DAT,0x33616,ュはれ下,4,AB 28 32 70,unverified_direct_candidate
COMM.DAT,0x337F8,ジ発ササダ4ろ発や知回た,12,7F 76 77 77 67 15 55 76 40 C6 9E 1F,unverified_direct_candidate
COMM.DAT,0x33805,力00発シ参り,7,61 11 11 76 60 A5 39,unverified_direct_candidate
COMM.DAT,0x342AD,炎めサ出発サ出た”’ジ,11,BF 51 77 56 76 77 56 1F 03 08 7F,unverified_direct_candidate
COMM.DAT,0x34391,様カめ”ろ兵ク,7,CB BC 51 03 55 66 4E,unverified_direct_candidate
COMM.DAT,0x34A09,ー打らろど命動40霊ジ1れあわる撃命チ3<CTRL:F7>かれ2で,26,31 DF 24 33 55 54 CC DC 15 11 4F 7F 12 32 3F 43 22 B1 CC 6C 14 F7 20 32 13 30,unverified_direct_candidate
COMM.DAT,0x34BF2,方命カヤオ,5,C4 CC BC BB 8F,unverified_direct_candidate
COMM.DAT,0x34C0A,にれンわら様れる<N:ぇ:2>,9,23 32 34 43 33 CB 32 22 C0,unverified_direct_candidate
COMM.DAT,0x34C22,れにれリ0て僧,7,32 23 32 6B 11 21 84,unverified_direct_candidate
COMM.DAT,0x34D17,る人ら撃い風、力,8,22 52 33 B1 1B C1 24 61,unverified_direct_candidate
COMM.DAT,0x35434,ラだルろ<CTRL:F7>だル出な。 れるきあるわど,18,57 35 53 55 F7 35 53 56 1D 37 25 32 22 44 3F 22 43 54,unverified_direct_candidate
COMM.DAT,0x354EA,<N:ﾉ:6>めわらまるわ霊,8,10 51 43 33 27 22 43 4F,unverified_direct_candidate
COMM.DAT,0x3581E,攻30001本国つ我デ,11,D0 14 11 11 11 12 92 5E 45 BE 81,unverified_direct_candidate
COMM.DAT,0x35864,0らら父ニ，る  ら1た0れ工らにてれジ,21,11 33 33 B7 D1 0D 22 01 01 33 12 1F 11 32 DF 44 33 23 21 32 7F,unverified_direct_candidate
COMM.DAT,0x35A3C,め出聞0戦2,6,51 56 88 11 63 13,unverified_direct_candidate
COMM.DAT,0x360A6,パげた精,4,A3 9C 1F 4D,unverified_direct_candidate
COMM.DAT,0x363C7,<N:ク:12>！か・デ めク 撃・人に）,14,80 02 20 2C 81 01 51 4E 01 B1 2C 52 23 0A,unverified_direct_candidate
COMM.DAT,0x36695,かれく地,4,20 32 3E 90,unverified_direct_candidate
COMM.DAT,0x3679B,る1で会かてヤ0ヤ世ピ達ら人デ！ ロカー 言ン<N:ク:12>（国,26,22 12 30 7B 20 21 BB 11 BB CE 72 83 33 52 81 02 01 A2 BC 31 01 91 34 80 09 5E,unverified_direct_candidate
COMM.DAT,0x36911,や”む大ク,5,40 03 B5 50 4E,unverified_direct_candidate
COMM.DAT,0x370B8,話い聞われン戻る <N:ﾉ:6>ジ！,12,B0 1B 88 43 32 34 D9 22 01 10 7F 02,unverified_direct_candidate
COMM.DAT,0x37388,デびむか行れ”パかデっ,11,81 99 B5 20 74 32 03 A3 20 81 A1,unverified_direct_candidate
COMM.DAT,0x37CC4,ジろ出4撃のわる,8,7F 55 56 15 B1 1C 43 22,unverified_direct_candidate
COMM.DAT,0x38210,かは撃ら4）発恐4,10,20 28 B1 33 15 0A 76 DD AF 15,unverified_direct_candidate
COMM.DAT,0x38616,，れ れるジきるわど,10,0D 32 25 32 22 7F 44 22 43 54,unverified_direct_candidate
COMM.DAT,0x38916,気ベヤュき者リ”0自ベヤじ待サめ炎地気加0ヤち3！ベ様石メすや,31,A9 B4 BB AB 44 7E 6B 03 11 A4 B4 BB 4A 98 77 51 BF 90 A9 AA 11 BB 4B 14 02 B4 CB 94 78 8C 40,unverified_direct_candidate
COMM.DAT,0x38A8E,3言ちジわ山そヤヤちびひ<N:ﾉ:6><CTRL:FF>下ゃ上ヤ<N:ｃ:12>ヤヤいど石！手でち3わ聞来 デ見,35,14 91 4B 7F 43 9B 41 BB BB 4B 99 7D 10 FF 70 48 B9 BB 16 BB BB 1B 54 94 02 87 30 4B 14 43 88 9A 01 81 A0,unverified_direct_candidate
COMM.DAT,0x38AF1,炎え0ーお0ベリ,8,BF 46 11 31 3B 11 B4 6B,unverified_direct_candidate
COMM.DAT,0x38AFA,加さみ0やわ,6,AA 3A 6D 11 40 43,unverified_direct_candidate
COMM.DAT,0x38C70,<CTRL:FF>手びじヤヤ撃いそ時0ベい撃,14,FF 87 99 4A BB BB B1 1B 41 CF 11 B4 1B B1,unverified_direct_candidate
COMM.DAT,0x38F01,<CTRL:FF>メ老来気3けききあ石ヤ<N:３:14>父石来とャごめジびきき0老待（で））て,32,FF 78 A8 9A A9 14 49 44 44 3F 94 BB 19 B7 94 9A 36 D6 79 51 7F 99 44 44 11 A8 98 09 30 0A 0A 21,unverified_direct_candidate
COMM.DAT,0x39263,れれ風何,4,32 32 C1 6E,unverified_direct_candidate
COMM.DAT,0x39995,’メへ”びび加加ジび（,11,08 78 8A 03 99 99 AA AA 7F 99 09,unverified_direct_candidate
COMM.DAT,0x39A30,ご発下ニ,4,79 76 70 D1,unverified_direct_candidate
COMM.DAT,0x39FA5,カの撃1風命の。,8,BC 1C B1 12 C1 CC 1C 37,unverified_direct_candidate
COMM.DAT,0x3AB35,れにポれ0て僧,7,32 23 D7 32 11 21 84,unverified_direct_candidate
COMM.DAT,0x3AB89,れるン0撃よ命<N:ク:12>”わら様命さ,14,32 22 34 11 B1 3D CC 80 03 43 33 CB CC 3A,unverified_direct_candidate
COMM.DAT,0x3ABAB,てわる3救,6,21 43 22 14 DE 16,unverified_direct_candidate
COMM.DAT,0x3ABB2,撃カヤ命父に,6,B1 BC BB CC B7 23,unverified_direct_candidate
COMM.DAT,0x3AC4E,下聞聞メッ,5,70 88 88 78 82,unverified_direct_candidate
COMM.DAT,0x3B38A,パすたっ,4,A3 8C 1F A1,unverified_direct_candidate
COMM.DAT,0x3B880,かンせれデ,5,20 34 59 32 81,unverified_direct_candidate
COMM.DAT,0x3C3F9,トめダ<CTRL:E7>発ジろ軍てゃ,10,5C 51 67 E7 76 7F 55 BA 21 48,unverified_direct_candidate
COMM.DAT,0x3C404,様命めバめめ出ろ上めい<N:ク:12>”カ正0ろめの,19,CB CC 51 AF 51 51 56 55 B9 51 1B 80 03 BC C7 11 55 51 1C,unverified_direct_candidate
COMM.DAT,0x3C6ED,兵出今3撃す,6,66 56 C8 14 B1 8C,unverified_direct_candidate
COMM.DAT,0x3CAD5,あえ攻ろ発聞サ出1,9,3F 46 D0 55 76 D3 77 56 12,unverified_direct_candidate
COMM.DAT,0x3D1BD,力ジ力ラ0力00ヤた,10,61 7F 61 57 11 61 11 11 BB 1F,unverified_direct_candidate
COMM.DAT,0x3D28E,カ00に3王1地1わに,11,BC 11 11 23 14 5D 12 90 12 43 23,unverified_direct_candidate
COMM.DAT,0x3D3EE,1てるらナデ,6,12 21 22 33 7C 81,unverified_direct_candidate
COMM.DAT,0x3D47B,力カ トた,5,61 BC 01 95 1F,unverified_direct_candidate
COMM.DAT,0x3D7FF,も上霊ン，ウ<N:≠:16>てわ男れ,11,38 B9 4F 34 0D 71 04 21 43 B3 32,unverified_direct_candidate
COMM.DAT,0x3DDDF,か4のメ人,5,20 15 1C 78 52,unverified_direct_candidate
COMM.DAT,0x3DE41,え力かれカシ,6,46 61 20 32 BC 60,unverified_direct_candidate
COMM.DAT,0x3DF18,時た様命い導び,8,CF 1F CB CC 1B DE 03 99,unverified_direct_candidate
COMM.DAT,0x3DF6F,0撃の炎ニんわき0い,10,11 B1 1C BF D1 2D 43 44 11 1B,unverified_direct_candidate
COMM.DAT,0x3E050,て見でーポらき1れ シり,12,21 A0 30 31 D7 33 44 12 32 01 60 39,unverified_direct_candidate
COMM.DAT,0x3E877,山っ出た,4,9B 75 56 1F,unverified_direct_candidate
COMM.DAT,0x3E976,めめ出一風,5,51 51 56 8E C1,unverified_direct_candidate
COMM.DAT,0x3EADF,ウダっモう,5,71 67 75 5F 26,unverified_direct_candidate
COMM.DAT,0x3EB63,ウっラてモ3下 子 ラ ,12,71 75 57 21 5F 14 70 01 96 01 57 01,unverified_direct_candidate
COMM.DAT,0x3EB76,会っ戦。シ0めよ,8,7B A1 63 37 60 11 51 3D,unverified_direct_candidate
COMM.DAT,0x3F2D7,てわらめ力ジろ出ジ知命命命は1<CTRL:F7>メ,17,21 43 33 51 61 7F 55 56 7F C6 CC CC CC 28 12 F7 78,unverified_direct_candidate
COMM.DAT,0x3F437,0戻い様じモ”0ヤ参”,11,11 D9 1B CB 4A 5F 03 11 BB A5 03,unverified_direct_candidate
COMM.DAT,0x3F7E7,話テはメ出も<N:ﾉ:6>ば,8,B0 DB 28 78 56 38 10 58,unverified_direct_candidate
COMM.DAT,0x3FCF2,臣まパすた ,6,8B 27 A3 8C 1F 01,unverified_direct_candidate
COMM.DAT,0x40410,か）ら<N:ﾉ:6>ピサ兵精気我た！ろ,13,20 0A 33 10 72 77 66 4D A9 BE 1F 02 55,unverified_direct_candidate
COMM.DAT,0x4048D,えか）かだ,5,46 20 0A 20 35,unverified_direct_candidate
COMM.DAT,0x40E3F,らる。0ろージつ風いか）ー,13,33 22 37 11 55 31 7F 45 C1 1B 20 0A 31,unverified_direct_candidate
COMM.DAT,0x45B1A,今・みだれえりラねつ<CTRL:ED>りバクどじ年アマな<N:‐:2>じをー4といおげサ,30,C8 2C 6D 35 32 46 39 57 4C 29 ED 39 AF 4E 54 4A DA 42 64 1D 0E 4A 2F 31 15 36 1B 3B 9C 77,unverified_direct_candidate
COMM.DAT,0x45B3A,タか備ではよへけ命ろこタ言ピ3ジ言<N:｣:11>2国待ピ<N:X:20>3勝も 敵ジ,30,62 20 C5 30 28 3D 8A 49 CC 55 2E 62 91 72 14 7F 91 65 13 5E 98 72 06 14 D5 38 DF 6D BD 7F,unverified_direct_candidate
COMM.DAT,0x46428,入兵兵び<CTRL:F7>ひジか（発サごダ,13,86 66 66 99 F7 7D 7F 20 09 76 77 79 67,unverified_direct_candidate
COMM.DAT,0x46826,大<N:ｌ:6>ダ兵か4敵ろ話’ろ0め入シ！4ぶっ発聞<N:ぇ:2> め男,25,50 0C 67 66 20 15 BD 55 B0 08 55 11 51 86 60 02 15 CA A1 76 88 C0 01 51 B3,unverified_direct_candidate
COMM.DAT,0x46F2C,大命か <N:景:1>結壺,10,50 CC 20 01 DE EE DE 77 DF 05,unverified_direct_candidate
COMM.DAT,0x470D2,か！さ見0ウか”0め4話,12,20 02 3A A0 11 71 20 03 11 51 15 B0,unverified_direct_candidate
COMM.DAT,0x475EA,攻て1・れ炎らに所る1めジ0,14,D0 21 12 2C 32 BF 33 23 C2 22 12 51 7F 11,unverified_direct_candidate
COMM.DAT,0x47AE0,士兵ろ<CTRL:FB>棒敵”命チ今兵チ炎発発ョ命員待た  聖思,26,68 66 55 FB DF 0E BD 03 CC 6C C8 66 6C BF 76 76 69 CC 8D 98 1F 01 E0 BD CD 9F,unverified_direct_candidate
COMM.DAT,0x48037,ダろむ加リ・,6,67 55 B5 AA 6B 2C,unverified_direct_candidate
COMM.DAT,0x480D7,大テ参ぞで1,6,50 DB A5 6A 30 12,unverified_direct_candidate
COMM.DAT,0x488DA,っバ加命び命や<N:＄:1>出見,10,A1 AF AA CC 99 CC 40 05 56 A0,unverified_direct_candidate
COMM.DAT,0x48F7E,シ ジサあ今,6,60 01 7F 77 3F C8,unverified_direct_candidate
COMM.DAT,0x49427,<CTRL:EE>ひ兵軍てろろ国じれ,10,EE 7D 66 BA 21 55 55 5E 4A 32,unverified_direct_candidate
COMM.DAT,0x49D35,0  っチ炎出ろ兵ろ発ダシで,14,11 01 01 A1 6C BF 56 55 66 55 76 67 60 30,unverified_direct_candidate
COMM.DAT,0x4ACB8,炎0て分御加ー,8,BF 11 21 B2 DD AD AA 31,unverified_direct_candidate
COMM.DAT,0x4AD46,めろ兵子ッ,5,51 55 66 96 82,unverified_direct_candidate
COMM.DAT,0x4B435,士ッシサジな目後,8,68 82 60 77 7F 1D AC C3,unverified_direct_candidate
COMM.DAT,0x4B5DC,今 パすた ,6,C8 25 A3 8C 1F 01,unverified_direct_candidate
COMM.DAT,0x4B79D,発あサごダ,5,76 3F 77 79 67,unverified_direct_candidate
COMM.DAT,0x4B8DE,らわモらわにき敵ン”戦ジ聞、人時,16,33 43 5F 33 43 23 44 BD 34 03 63 7F 88 24 52 CF,unverified_direct_candidate
COMM.DAT,0x4BF6D,にスサきききむ き戦<CTRL:E7>”望,15,23 47 77 44 44 44 B5 E0 33 44 63 E7 03 DD 50,unverified_direct_candidate
COMM.DAT,0x4C012,どつろウ,4,54 45 55 71,unverified_direct_candidate
COMM.DAT,0x4C813,にマらび気気つ,7,23 64 33 99 A9 A9 45,unverified_direct_candidate
COMM.DAT,0x4CD9F,め出炎風0家トみ,9,51 56 BF C1 11 DD 5E 5C 6D,unverified_direct_candidate
COMM.DAT,0x4D094,動上山の炎 <N:ﾉ:6>年俺,9,DC B9 9B 1C BF 01 10 DA AD,unverified_direct_candidate
COMM.DAT,0x4D4DE,め聞聞待し,5,51 88 88 98 1E,unverified_direct_candidate
COMM.DAT,0x4D733,話加闘0サモで力,8,B0 AA 93 11 77 5F 30 61,unverified_direct_candidate
COMM.DAT,0x4D75A,発<N:＆:4>大自から達し,8,76 07 50 A4 20 33 83 1E,unverified_direct_candidate
COMM.DAT,0x4D8D8,ろ発モっュは,6,55 76 5F A1 AB 28,unverified_direct_candidate
COMM.DAT,0x4D966,オル聖1大  僧,9,8F 53 CD 12 50 E0 FB 01 84,unverified_direct_candidate
COMM.DAT,0x4DA0C,兵後シ出。,5,66 C3 60 56 37,unverified_direct_candidate
COMM.DAT,0x4E19D,？の  気<N:｣:11>ウ父出ろョ炎3大ろデ,16,3C 1C 01 01 A9 65 71 B7 56 55 69 BF 14 50 55 81,unverified_direct_candidate
COMM.DAT,0x4E785,命炎ね炎シろ待 パひ！ ,12,CC BF 4C BF 60 55 98 25 A3 7D 02 01,unverified_direct_candidate
COMM.DAT,0x4ED5F,シ<N:ｃ:12>っ力出だる炎サ<N:｣:11>ダろろ兵後力ダ風ろ,19,60 16 A1 61 56 35 22 BF 77 65 67 55 55 66 C3 61 67 C1 55,unverified_direct_candidate
COMM.DAT,0x4F089,下ダ0会るめね2てるウ,11,70 67 11 7B 22 51 4C 13 21 22 71,unverified_direct_candidate
COMM.DAT,0x4F678,見軍回モを,5,A0 BA 9E 5F 2F,unverified_direct_candidate
COMM.DAT,0x4FA64,年従後た  命光か,11,DA DE DC C3 1F 01 01 CC DD 0C 20,unverified_direct_candidate
COMM.DAT,0x5007A,らび気気,4,33 99 A9 A9,unverified_direct_candidate
COMM.DAT,0x5008D,ウポサ正の<CTRL:F2>かぶウう,10,71 D7 77 C7 1C F2 20 CA 71 26,unverified_direct_candidate
COMM.DAT,0x50185,ろっ ーシラ発分や軍ピ,11,55 75 01 31 60 57 76 B2 40 BA 72,unverified_direct_candidate
COMM.DAT,0x50238,加精ぶ、，軍バな軍攻,10,AA 4D CA 24 0D BA AF 1D BA D0,unverified_direct_candidate
COMM.DAT,0x5033C, 自攻ヤ，会,7,E0 C4 A4 D0 BB 0D 7B,unverified_direct_candidate
COMM.DAT,0x508BA,話びびび,4,B0 99 99 99,unverified_direct_candidate
COMM.DAT,0x50C39,<N:ぇ:2>，来待0戻軍回まで,10,C0 0D 9A 98 11 D9 BA 9E 27 30,unverified_direct_candidate
COMM.DAT,0x50CCA,所<N:ク:12> 手つ大つ待お ！ひ<CTRL:FB>勝目のウサダ兵時！手,23,C2 80 01 87 45 50 45 98 3B 01 02 7D FB D5 AC 1C 71 77 67 66 CF 02 87,unverified_direct_candidate
COMM.DAT,0x51102,<CTRL:FF>炎ュ加来な（霊俺来命命  時ッ,16,FF BF AB AA 9A 1D 09 4F AD 9A CC CC 01 25 CF 82,unverified_direct_candidate
COMM.DAT,0x51648,004った加聞バ加ウジ<N:ｃ:12>何どろご,16,11 11 15 75 1F AA 88 AF AA 71 7F 16 6E 54 55 79,unverified_direct_candidate
COMM.DAT,0x5168C,大発ジダ<N:ｃ:12>0てれめろこ,11,50 76 7F 67 16 11 21 32 51 55 2E,unverified_direct_candidate
COMM.DAT,0x51698,我ら 4ろフデ聞に,9,BE 33 01 15 55 A6 81 88 23,unverified_direct_candidate
COMM.DAT,0x517F5,下出<N:｣:11>命支 屋力命下わ,13,70 56 65 CC DE 10 01 DE 1C 61 CC 70 43,unverified_direct_candidate
COMM.DAT,0x51CF8,パ待いデ,4,A3 98 1B 81,unverified_direct_candidate
COMM.DAT,0x51DE0,地ごび待！一,6,90 79 99 98 02 8E,unverified_direct_candidate
COMM.DAT,0x52074,れ思軍軍軍加び,7,32 9F BA BA BA AA 99,unverified_direct_candidate
COMM.DAT,0x521EA,加ジど（下達れ,7,AA 7F 54 09 70 83 32,unverified_direct_candidate
COMM.DAT,0x5236C,3ニ出世か霊 大ン下<N:ク:12>,11,14 D1 56 CE 20 4F 01 50 34 70 80,unverified_direct_candidate
COMM.DAT,0x523B2,一前石らラ発ウ,7,8E AE 94 33 57 76 71,unverified_direct_candidate
COMM.DAT,0x5260C,僧ま一0ら撃軍来<N:ク:12>,9,84 27 8E 11 33 B1 BA 9A 80,unverified_direct_candidate
COMM.DAT,0x5286F,ュ加ュ<N:*:7>霊す前”知ポん0 04兵達,17,AB AA AB 0B 4F 2B AE 03 C6 D7 2D 11 01 11 15 66 83,unverified_direct_candidate
COMM.DAT,0x529C7,1び思びび,5,12 99 9F 99 99,unverified_direct_candidate
COMM.DAT,0x52C0E,め撃でめか,5,51 B1 30 51 20,unverified_direct_candidate
COMM.DAT,0x52C35,兵サナデ  ま,7,66 77 7C 81 01 01 27,unverified_direct_candidate
COMM.DAT,0x52C3D,発出わたタ<N:ﾉ:6>人ウだダデ,11,76 56 43 1F 62 10 52 71 35 67 81,unverified_direct_candidate
COMM.DAT,0x52C97,ろウ0ピだ兵兵我役,9,55 71 11 72 35 66 66 BE B6,unverified_direct_candidate
COMM.DAT,0x52E11,下タ・0サ4父2,8,70 62 2C 11 77 15 B7 13,unverified_direct_candidate
COMM.DAT,0x52F98,おろシサ聞聞サ’分<N:ク:12>”軍ジ4,14,3B 55 60 77 88 88 77 08 B2 80 03 BA 7F 15,unverified_direct_candidate
COMM.DAT,0x53077,下ちモしに,5,70 4B 5F 1E 23,unverified_direct_candidate
COMM.DAT,0x539A4,会回メジ,4,7B 9E 78 7F,unverified_direct_candidate
COMM.DAT,0x53A55,軍ょ炎発僧<CTRL:EB>本今見動紙（ナ （へ,17,BA 73 BF 76 84 EB 92 C8 A0 DC DE 0F 09 7C 01 09 5A,unverified_direct_candidate
COMM.DAT,0x54249,るわにごっ我ン<N:ク:12>,8,22 43 23 79 75 BE 34 80,unverified_direct_candidate
COMM.DAT,0x54539,見敵 サ臣方）下来？き聖<N:≠:16>備,14,A0 BD 01 77 8B C4 0A 70 9A 3C 44 CD 04 C5,unverified_direct_candidate
COMM.DAT,0x5527C,話ヤ加来 2軍 来の霊0 ！,14,B0 BB AA 9A 01 13 BA 25 9A 1C 4F 11 01 02,unverified_direct_candidate
COMM.DAT,0x55547,っサ兵ろ攻,5,A1 77 66 55 D0,unverified_direct_candidate
COMM.DAT,0x583CB,”か ！ね ！か ！ね ！か ！ね ！発,20,03 20 01 02 4C 01 02 20 01 02 4C 01 02 20 01 02 4C 01 02 76,unverified_direct_candidate
COMM.DAT,0x58542,”る ！ク ！る ！ク ！る ！ク ！自,20,03 22 01 02 4E 01 02 22 01 02 4E 01 02 22 01 02 4E 01 02 A4,unverified_direct_candidate
COMM.DAT,0x5B524,臣聞あ聞びび聞老来<N:ク:12>,10,8B 88 3F 88 99 99 88 A8 9A 80,unverified_direct_candidate
COMM.DAT,0x5B8F8,加加，でび思び気加0 正む見見 見<N:ｃ:12>,18,AA AA 0D 30 99 9F 99 A9 AA 11 01 C7 B5 A0 A0 25 A0 16,unverified_direct_candidate
COMM.DAT,0x5BC69,や）下！出下,6,40 0A 70 02 56 70,unverified_direct_candidate
COMM.DAT,0x5BE0C,っサ出大,4,75 77 56 50,unverified_direct_candidate
COMM.DAT,0x5BEC1,か聞め出地 さや”山や,11,20 88 51 56 90 01 3A 40 03 9B 40,unverified_direct_candidate
COMM.DAT,0x5C025,時地老気来,5,CF 90 A8 A9 9A,unverified_direct_candidate
COMM.DAT,0x5C075,老オ地！ジ地場へ来,9,A8 8F 90 02 7F 90 89 8A 9A,unverified_direct_candidate
COMM.DAT,0x5C7FB,聞今みサ我ピや発様動老）地”王勝<N:｣:11><N:ﾉ:6>か出か,21,88 C8 6D 77 BE 72 40 76 CB DC A8 0A 90 03 5D D5 65 10 20 56 20,unverified_direct_candidate
COMM.DAT,0x5C921,や<N:＄:1>っラ発むヤ待ナ見”で,12,40 05 75 57 76 B5 BB 98 7C A0 03 30,unverified_direct_candidate
COMM.DAT,0x5CA08,来びサ聞聞,5,9A 99 77 88 88,unverified_direct_candidate
COMM.DAT,0x5CA6E,デ一地<N:＆:4>待び場ひか地（下！,13,81 8E 90 07 98 99 89 7D 20 90 09 70 02,unverified_direct_candidate
COMM.DAT,0x5CAA6,び来聞待場ぜ聞（,8,99 9A 88 98 89 A7 88 09,unverified_direct_candidate
COMM.DAT,0x5CADC,へび<CTRL:F7>聞場場下3気加び気ジ思待聞来聞）,19,8A 99 F7 88 89 89 70 14 A9 AA 99 A9 7F 9F 98 88 9A 88 0A,unverified_direct_candidate
COMM.DAT,0x5CB40,め1気待下 や （地る,11,51 12 A9 98 70 01 40 01 09 90 22,unverified_direct_candidate
COMM.DAT,0x5CB57,地気へひ加な,6,90 A9 8A 7D AA 1D,unverified_direct_candidate
COMM.DAT,0x5D0D6,大（身ヤ様，下,8,50 09 DD D7 BB CB 0D 70,unverified_direct_candidate
COMM.DAT,0x5D0F7,かのンテと人下,7,20 1C 34 DB 36 52 70,unverified_direct_candidate
COMM.DAT,0x5D394,0撃炎ヤい風員聞0ーにどベ大<N:ｌ:6>下,16,11 B1 BF BB 1B C1 8D 88 11 31 23 54 B4 50 0C 70,unverified_direct_candidate
COMM.DAT,0x5D530,か！撃い<N:腹:1>力0聞来く,11,20 02 B1 1B DF 11 61 11 88 9A 3E,unverified_direct_candidate
COMM.DAT,0x5D575,ば0デ場あ加へ来聞 ,10,58 11 81 89 3F AA 8A 9A 88 01,unverified_direct_candidate
COMM.DAT,0x5D5F3,場国れ地’’大 て<N:ﾉ:6>ポ大ろろ大）,16,89 5E 32 90 08 08 50 01 21 10 D7 50 55 55 50 0A,unverified_direct_candidate
COMM.DAT,0x5D699,場び気待待下<N:≠:16>ダ前下,10,89 99 A9 98 98 70 04 67 AE 70,unverified_direct_candidate
COMM.DAT,0x5D755,来へ気思待,5,9A 8A A9 9F 98,unverified_direct_candidate
COMM.DAT,0x5DE3C,か！リヤいシ,6,20 02 6B BB 1B 60,unverified_direct_candidate
COMM.DAT,0x5DFAF,で！リダ見で発聖命<N:ぇ:2>1見0大,14,30 02 6B 67 A0 30 76 CD CC C0 12 A0 11 50,unverified_direct_candidate
COMM.DAT,0x5DFBE,シ っヤテヤすシ,8,60 01 75 BB DB BB 8C 60,unverified_direct_candidate
COMM.DAT,0x5E002,気場水シ,4,A9 89 B8 60,unverified_direct_candidate
COMM.DAT,0x5E010,大！ジ兵敵炎大,7,50 02 7F 66 BD BF 50,unverified_direct_candidate
COMM.DAT,0x5E097,でる発ろ兵ラポ4ヤデ撃,11,30 22 76 55 66 57 D7 15 BB 81 B1,unverified_direct_candidate
COMM.DAT,0x5E145,ろ出俺出大 気加大0びで,12,55 56 AD 56 50 01 A9 AA 50 11 99 30,unverified_direct_candidate
COMM.DAT,0x5E255,ラフバ場<N:ク:12>”め世攻,9,57 A6 AF 89 80 03 51 CE D0,unverified_direct_candidate
COMM.DAT,0x5E472,聞老来<CTRL:FB>聞）で ジ出手場聞<N:・:11>聞気思聞オ力,21,88 A8 9A FB 88 0A 30 01 7F 56 87 89 88 DF 98 88 A9 9F 88 8F 61,unverified_direct_candidate
COMM.DAT,0x5EB86,ジ兵た待サ,5,7F 66 1F 98 77,unverified_direct_candidate
COMM.DAT,0x5EDF3,か界か聖よ,6,20 DD 12 20 CD 3D,unverified_direct_candidate
COMM.DAT,0x5F067,霊門聖動命い0風0ニ<CTRL:F7>風伐タ カヤ会発ジ出出発ラヤ臣,28,4F DD FF CD DC CC 1B 11 C1 11 D1 F7 C1 DD CD 62 01 BC BB 7B 76 7F 56 56 76 57 BB 8B,unverified_direct_candidate
COMM.DAT,0x5F0C0,婚わ聖テ聖一,7,DF 40 43 CD DB CD 8E,unverified_direct_candidate
COMM.DAT,0x5F228,出地！命ヤ霊<N:ﾉ:6>びび思加場場待 たら我,18,56 90 02 CC BB 4F 10 99 99 9F AA 89 89 98 01 1F 33 BE,unverified_direct_candidate
COMM.DAT,0x5F93B,待老見る,4,98 A8 A0 22,unverified_direct_candidate
COMM.DAT,0x5FB0F,0  ジ力0加加こき’ベ”一分,15,11 01 01 7F 61 11 AA AA 7A 44 08 B4 03 8E B2,unverified_direct_candidate
COMM.DAT,0x5FC03,話様カナ,4,B0 CB BC 7C,unverified_direct_candidate
COMM.DAT,0x5FC8D,出兵ろダ参ろン（ ！本,12,56 66 55 67 A5 55 34 09 DF D4 02 92,unverified_direct_candidate
COMM.DAT,0x5FCB0,下ポ動会ヤヤ？,7,70 D7 DC 7B BB BB 3C,unverified_direct_candidate
COMM.DAT,0x5FD31,言）ぶ！加 で炎自加204ー,14,91 0A CA 02 AA 01 30 BF A4 AA 13 11 15 31,unverified_direct_candidate
COMM.DAT,0x5FE15,気炎じ2気せ石来<N:ク:12>,9,A9 BF 4A 13 A9 59 94 9A 80,unverified_direct_candidate
COMM.DAT,0x60005,じ気加0じ僧よ加人,9,4A A9 AA 11 4A 84 3D AA 52,unverified_direct_candidate
COMM.DAT,0x60068,ャ山や勝ね話,6,D6 9B 40 D5 4C B0,unverified_direct_candidate
COMM.DAT,0x600B3,や2分い撃命バ聞場聞び・,12,40 13 B2 1B B1 CC AF 88 89 88 99 2C,unverified_direct_candidate
COMM.DAT,0x60118,でに分水撃ヤデあ待聞ムカヤす・ 俺,17,30 23 B2 B8 B1 BB 81 3F 98 88 D8 BC BB 8C 2C 01 AD,unverified_direct_candidate
COMM.DAT,0x60356,を気加場気つ）<N:ﾉ:6>戻 し,11,2F A9 AA 89 A9 29 0A 10 D9 01 1E,unverified_direct_candidate
COMM.DAT,0x6041D,地聞気び待聞場力場何ら<N:ъ:14>そぶ下ー,16,90 88 A9 99 98 88 89 61 89 6E 33 1A 41 CA 70 31,unverified_direct_candidate
