slot,scene,order,address,screen_x,screen_y,kind,tpage,u,v,width,height,clut,physical_index,labels,cache_slot,cache_owner,live_nonzero_nibbles,v170_nonzero_nibbles,v151_nonzero_nibbles,original_nonzero_nibbles,live_selected_pixels,v170_selected_pixels,v151_selected_pixels,original_selected_pixels,v170_shape,v151_shape,original_shape,live_equals_v170,v170_equals_v151,v170_equals_original,lost_from_v151,blank_live_font_plane
4,battle dialogue,692,0x801BEA6C,130,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
4,battle dialogue,693,0x801BEA04,106,36,SPRT,0x0005,144,12,12,12,0x7FC3,135,,,,70,70,70,102,31,31,31,68,우,우,,1,1,0,0,0
4,battle dialogue,694,0x801BE9D0,94,36,SPRT,0x0005,168,84,12,12,0x7FC3,647,,,,106,106,106,106,34,34,53,53,싸,,,1,0,0,0,0
5,battle help icons A,682,0x801F094C,104,214,SPRT,0x001F,28,224,12,12,0x7FC2,,,10,147,84,,,,49,,,,,,,,,,0,0
5,battle help icons A,683,0x801F08E4,86,214,SPRT,0x001F,28,224,12,12,0x7FC1,,,9,46,84,,,,48,,,,,,,,,,0,0
5,battle help icons A,684,0x801F07AC,18,214,SPRT,0x001F,28,224,12,12,0x7FC0,,,8,185,84,,,,40,,,,,,,,,,0,0
5,battle help icons A,686,0x801F0980,116,214,SPRT,0x0005,60,12,12,12,0x7FC0,104,,,,85,85,55,70,27,27,27,23,기,기,,1,0,0,0,0
5,battle help icons A,687,0x801F0918,98,214,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
5,battle help icons A,688,0x801F08B0,72,214,SPRT,0x0005,204,228,12,12,0x7AC1,,,,,0,0,112,0,,,,,,,,1,0,1,1,0
5,battle help icons A,689,0x801F087C,66,214,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
5,battle help icons A,690,0x801F0848,54,214,SPRT,0x0005,84,132,12,12,0x7FC3,955,",",,,92,92,61,24,12,12,2,12,,,,1,0,0,0,0
5,battle help icons A,691,0x801F0814,42,214,SPRT,0x0005,48,84,12,12,0x7FC3,607,,,,98,98,98,98,35,35,40,44,격,핀,,1,0,0,0,0
5,battle help icons A,692,0x801F07E0,30,214,SPRT,0x0005,96,84,12,12,0x7FC0,620,,,,104,104,113,113,40,40,62,62,공,,,1,0,0,0,0
5,battle help icons A,700,0x801BEC74,144,143,SPRT,0x0005,64,0,6,12,0x7FC3,,,,,36,36,36,36,15,15,15,15,,,,1,1,1,0,0
5,battle help icons A,701,0x801BEC40,138,143,SPRT,0x0005,52,0,6,12,0x7FC2,,,,,32,32,32,32,17,17,17,17,,,,1,1,1,0,0
5,battle help icons A,702,0x801BEC0C,132,143,SPRT,0x0005,4,0,6,12,0x7FC0,,,,,24,24,24,24,0,0,0,0,,,,1,1,1,0,1
5,battle help icons A,703,0x801BEBD8,126,143,SPRT,0x0005,40,0,6,12,0x7FC3,,,,,14,14,14,14,10,10,10,10,,,,1,1,1,0,0
5,battle help icons A,704,0x801BEBA4,120,143,SPRT,0x0005,64,0,6,12,0x7FC3,,,,,36,36,36,36,15,15,15,15,,,,1,1,1,0,0
5,battle help icons A,705,0x801BEB70,114,143,SPRT,0x0005,52,0,6,12,0x7FC2,,,,,32,32,32,32,17,17,17,17,,,,1,1,1,0,0
5,battle help icons A,706,0x801BEB3C,108,143,SPRT,0x0005,4,0,6,12,0x7FC0,,,,,24,24,24,24,0,0,0,0,,,,1,1,1,0,1
5,battle help icons A,707,0x801BEB08,144,127,SPRT,0x0005,76,0,6,12,0x7FC0,,,,,40,40,40,40,21,21,21,21,,,,1,1,1,0,0
5,battle help icons A,708,0x801BEAD4,138,127,SPRT,0x0005,64,0,6,12,0x7FC0,,,,,36,36,36,36,19,19,19,19,,,,1,1,1,0,0
5,battle help icons A,709,0x801BEAA0,132,127,SPRT,0x0005,4,0,6,12,0x7FC0,,,,,24,24,24,24,0,0,0,0,,,,1,1,1,0,1
5,battle help icons A,710,0x801BEA6C,126,127,SPRT,0x0005,40,0,6,12,0x7FC3,,,,,14,14,14,14,10,10,10,10,,,,1,1,1,0,0
5,battle help icons A,711,0x801BEA38,120,127,SPRT,0x0005,76,0,6,12,0x7FC0,,,,,40,40,40,40,21,21,21,21,,,,1,1,1,0,0
5,battle help icons A,712,0x801BEA04,114,127,SPRT,0x0005,64,0,6,12,0x7FC0,,,,,36,36,36,36,19,19,19,19,,,,1,1,1,0,0
5,battle help icons A,713,0x801BE9D0,108,127,SPRT,0x0005,4,0,6,12,0x7FC0,,,,,24,24,24,24,0,0,0,0,,,,1,1,1,0,1
5,battle help icons A,715,0x801F30F0,90,141,SPRT,0x0015,112,64,16,16,0x7E05,,,,,188,188,188,188,,,,,,,,1,1,1,0,0
5,battle help icons A,716,0x801F30B8,90,125,SPRT,0x0015,96,64,16,16,0x7E05,,,,,174,174,174,174,,,,,,,,1,1,1,0,0
6,battle help icons B,682,0x801F0A1C,156,214,SPRT,0x001F,52,224,12,12,0x7FC0,,,16,24,81,,,,34,,,,,,,,,,0,0
6,battle help icons B,683,0x801F094C,114,214,SPRT,0x001F,40,224,12,12,0x7FC0,,,12,32,71,,,,33,,,,,,,,,,0,0
6,battle help icons B,684,0x801F0814,44,214,SPRT,0x001F,28,224,12,12,0x7FC3,,,11,54,84,,,,45,,,,,,,,,,0,0
6,battle help icons B,685,0x801F07E0,32,214,SPRT,0x001F,16,224,12,12,0x7FC3,,,7,53,77,,,,45,,,,,,,,,,0,0
6,battle help icons B,687,0x801F09E8,144,214,SPRT,0x0005,0,96,12,12,0x7FC2,674,,,,89,89,95,103,42,42,42,50,확,확,,1,0,0,0,0
6,battle help icons B,688,0x801F09B4,138,214,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
6,battle help icons B,689,0x801F0980,126,214,SPRT,0x0005,192,96,12,12,0x7FC1,737,,,,89,89,89,103,43,43,43,44,태,태,,1,1,0,0,0
6,battle help icons B,690,0x801F0918,92,214,SPRT,0x0005,216,228,20,12,0x7AC1,,,,,0,0,240,0,,,,,,,,1,0,1,1,0
6,battle help icons B,691,0x801F08E4,86,214,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
6,battle help icons B,692,0x801F08B0,74,214,SPRT,0x0005,84,132,12,12,0x7FC3,955,",",,,92,92,61,24,12,12,2,12,,,,1,0,0,0,0
6,battle help icons B,693,0x801F087C,62,214,SPRT,0x0005,156,108,12,12,0x7FC3,811,,,,79,79,79,104,49,49,49,46,끝,끝,,1,1,0,0,0
6,battle help icons B,694,0x801F0848,56,214,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
6,battle help icons B,695,0x801F07AC,18,214,SPRT,0x0005,180,228,12,12,0x7AC1,,,,,0,0,112,0,,,,,,,,1,0,1,1,0
6,battle help icons B,703,0x801BEC74,144,143,SPRT,0x0005,64,0,6,12,0x7FC3,,,,,36,36,36,36,15,15,15,15,,,,1,1,1,0,0
6,battle help icons B,704,0x801BEC40,138,143,SPRT,0x0005,52,0,6,12,0x7FC2,,,,,32,32,32,32,17,17,17,17,,,,1,1,1,0,0
6,battle help icons B,705,0x801BEC0C,132,143,SPRT,0x0005,4,0,6,12,0x7FC0,,,,,24,24,24,24,0,0,0,0,,,,1,1,1,0,1
6,battle help icons B,706,0x801BEBD8,126,143,SPRT,0x0005,40,0,6,12,0x7FC3,,,,,14,14,14,14,10,10,10,10,,,,1,1,1,0,0
6,battle help icons B,707,0x801BEBA4,120,143,SPRT,0x0005,64,0,6,12,0x7FC3,,,,,36,36,36,36,15,15,15,15,,,,1,1,1,0,0
6,battle help icons B,708,0x801BEB70,114,143,SPRT,0x0005,52,0,6,12,0x7FC2,,,,,32,32,32,32,17,17,17,17,,,,1,1,1,0,0
6,battle help icons B,709,0x801BEB3C,108,143,SPRT,0x0005,4,0,6,12,0x7FC0,,,,,24,24,24,24,0,0,0,0,,,,1,1,1,0,1
6,battle help icons B,710,0x801BEB08,144,127,SPRT,0x0005,76,0,6,12,0x7FC0,,,,,40,40,40,40,21,21,21,21,,,,1,1,1,0,0
6,battle help icons B,711,0x801BEAD4,138,127,SPRT,0x0005,64,0,6,12,0x7FC0,,,,,36,36,36,36,19,19,19,19,,,,1,1,1,0,0
6,battle help icons B,712,0x801BEAA0,132,127,SPRT,0x0005,4,0,6,12,0x7FC0,,,,,24,24,24,24,0,0,0,0,,,,1,1,1,0,1
6,battle help icons B,713,0x801BEA6C,126,127,SPRT,0x0005,40,0,6,12,0x7FC3,,,,,14,14,14,14,10,10,10,10,,,,1,1,1,0,0
6,battle help icons B,714,0x801BEA38,120,127,SPRT,0x0005,76,0,6,12,0x7FC0,,,,,40,40,40,40,21,21,21,21,,,,1,1,1,0,0
6,battle help icons B,715,0x801BEA04,114,127,SPRT,0x0005,64,0,6,12,0x7FC0,,,,,36,36,36,36,19,19,19,19,,,,1,1,1,0,0
6,battle help icons B,716,0x801BE9D0,108,127,SPRT,0x0005,4,0,6,12,0x7FC0,,,,,24,24,24,24,0,0,0,0,,,,1,1,1,0,1
6,battle help icons B,718,0x801F30F0,90,141,SPRT,0x0015,112,64,16,16,0x7E05,,,,,188,188,188,188,,,,,,,,1,1,1,0,0
6,battle help icons B,719,0x801F30B8,90,125,SPRT,0x0015,96,64,16,16,0x7E05,,,,,174,174,174,174,,,,,,,,1,1,1,0,0
9,battle configuration text,672,0x801BEE00,238,114,SPRT,0x001F,28,224,12,12,0x7FC3,,,11,158,88,,,,51,,,,,,,,,,0,0
9,battle configuration text,673,0x801BEC2C,46,114,SPRT,0x001F,28,224,12,12,0x7FC2,,,10,148,88,,,,44,,,,,,,,,,0,0
9,battle configuration text,674,0x801BE9F0,58,98,SPRT,0x001F,28,224,12,12,0x7FC1,,,9,126,88,,,,41,,,,,,,,,,0,0
9,battle configuration text,676,0x801BF348,256,146,SPRT,0x0005,192,156,12,12,0x7FC0,1156,,,,0,0,77,0,0,0,27,0,,기,,1,0,1,1,1
9,battle configuration text,677,0x801BF314,244,146,SPRT,0x0005,108,156,12,12,0x7FC3,1131,,,,0,0,86,0,0,0,37,0,,보,,1,0,1,1,1
9,battle configuration text,678,0x801BF2E0,238,146,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
9,battle configuration text,679,0x801BF2AC,226,146,SPRT,0x0005,120,168,12,12,0x7FC1,1217,,,,0,0,78,0,0,0,36,0,,안,,1,0,1,1,1
9,battle configuration text,680,0x801BF278,178,146,SPRT,0x0005,192,156,12,12,0x7FC0,1156,,,,0,0,77,0,0,0,27,0,,기,,1,0,1,1,1
9,battle configuration text,681,0x801BF244,166,146,SPRT,0x0005,108,156,12,12,0x7FC3,1131,,,,0,0,86,0,0,0,37,0,,보,,1,0,1,1,1
9,battle configuration text,682,0x801BF210,100,146,SPRT,0x0005,192,156,12,12,0x7FC0,1156,,,,0,0,77,0,0,0,27,0,,기,,1,0,1,1,1
9,battle configuration text,683,0x801BF1DC,88,146,SPRT,0x0005,108,156,12,12,0x7FC3,1131,,,,0,0,86,0,0,0,37,0,,보,,1,0,1,1,1
9,battle configuration text,684,0x801BF1A8,82,146,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
9,battle configuration text,685,0x801BF174,70,146,SPRT,0x0005,240,156,12,12,0x7FC2,1174,,,,0,0,75,0,0,0,51,0,,말,,1,0,1,1,1
9,battle configuration text,686,0x801BF140,58,146,SPRT,0x0005,240,96,12,12,0x7FC0,752,,,,79,79,83,98,47,47,47,47,움,움,,1,0,0,0,0
9,battle configuration text,687,0x801BF10C,46,146,SPRT,0x0005,168,156,12,12,0x7FC3,1151,,,,0,0,66,0,0,0,33,0,,도,,1,0,1,1,1
9,battle configuration text,688,0x801BF0D8,250,130,SPRT,0x0005,72,156,12,12,0x7FC1,1117,,,,0,0,48,0,0,0,46,0,,함,,1,0,1,1,1
9,battle configuration text,689,0x801BF0A4,238,130,SPRT,0x0005,240,144,12,12,0x7FC2,1090,,,,0,0,73,0,0,0,34,0,,인,,1,0,1,1,1
9,battle configuration text,690,0x801BF070,226,130,SPRT,0x0005,0,96,12,12,0x7FC2,674,,,,89,89,95,103,42,42,42,50,확,확,,1,0,0,0,0
9,battle configuration text,691,0x801BF03C,202,130,SPRT,0x0005,72,156,12,12,0x7FC1,1117,,,,0,0,48,0,0,0,46,0,,함,,1,0,1,1,1
9,battle configuration text,692,0x801BF008,190,130,SPRT,0x0005,120,168,12,12,0x7FC1,1217,,,,0,0,78,0,0,0,36,0,,안,,1,0,1,1,1
9,battle configuration text,693,0x801BEFD4,178,130,SPRT,0x0005,240,144,12,12,0x7FC2,1090,,,,0,0,73,0,0,0,34,0,,인,,1,0,1,1,1
9,battle configuration text,694,0x801BEFA0,166,130,SPRT,0x0005,0,96,12,12,0x7FC2,674,,,,89,89,95,103,42,42,42,50,확,확,,1,0,0,0,0
9,battle configuration text,695,0x801BEF6C,112,130,SPRT,0x0005,240,144,12,12,0x7FC2,1090,,,,0,0,73,0,0,0,34,0,,인,,1,0,1,1,1
9,battle configuration text,696,0x801BEF38,100,130,SPRT,0x0005,0,96,12,12,0x7FC2,674,,,,89,89,95,103,42,42,42,50,확,확,,1,0,0,0,0
9,battle configuration text,697,0x801BEF04,94,130,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
9,battle configuration text,698,0x801BEED0,82,130,SPRT,0x0005,192,156,12,12,0x7FC0,1156,,,,0,0,77,0,0,0,27,0,,기,,1,0,1,1,1
9,battle configuration text,699,0x801BEE9C,70,130,SPRT,0x0005,0,168,12,12,0x7FC0,1176,,,,0,0,67,0,0,0,29,0,,가,,1,0,1,1,1
9,battle configuration text,700,0x801BEE68,58,130,SPRT,0x0005,144,156,12,12,0x7FC0,1140,,,,0,0,68,0,0,0,37,0,,아,,1,0,1,1,1
9,battle configuration text,701,0x801BEE34,46,130,SPRT,0x0005,60,168,12,12,0x7FC1,1197,,,,0,0,84,0,0,0,54,0,,돌,,1,0,1,1,1
9,battle configuration text,702,0x801BEDCC,226,114,SPRT,0x0005,144,168,12,12,0x7FC2,1226,,,,0,0,78,0,0,0,37,0,,강,,1,0,1,1,1
9,battle configuration text,703,0x801BED98,178,114,SPRT,0x0005,84,156,12,12,0x7FC2,1122,,,,42,42,85,6,42,42,42,6,반,반,,1,0,0,0,0
9,battle configuration text,704,0x801BED64,166,114,SPRT,0x0005,240,144,12,12,0x7FC3,1091,,,,0,0,73,0,0,0,45,0,,일,,1,0,1,1,1
9,battle configuration text,705,0x801BED30,100,114,SPRT,0x0005,96,156,12,12,0x7FC0,1124,,,,0,0,81,0,0,0,40,0,,력,,1,0,1,1,1
9,battle configuration text,706,0x801BECFC,88,114,SPRT,0x0005,24,168,12,12,0x7FC1,1185,,,,0,0,70,0,0,0,41,0,,입,,1,0,1,1,1
9,battle configuration text,707,0x801BECC8,82,114,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
9,battle configuration text,708,0x801BEC94,70,114,SPRT,0x0005,192,144,12,12,0x7FC0,1072,,,,0,0,68,0,0,0,31,0,,선,,1,0,1,1,1
9,battle configuration text,709,0x801BEC60,58,114,SPRT,0x0005,120,144,12,12,0x7FC3,1051,,,,0,0,71,0,0,0,32,0,,각,,1,0,1,1,1
9,battle configuration text,710,0x801BEBF8,238,98,SPRT,0x0005,108,144,12,12,0x7FC0,1044,,,,0,0,78,0,0,0,26,0,,노,,1,0,1,1,1
9,battle configuration text,711,0x801BEBC4,226,98,SPRT,0x0005,228,132,12,12,0x7FC1,1001,,,,84,84,91,80,43,43,37,45,류,모,,1,0,0,0,0
9,battle configuration text,712,0x801BEB90,202,98,SPRT,0x0005,216,144,12,12,0x7FC2,1082,,,,0,0,68,0,0,0,29,0,,오,,1,0,1,1,1
9,battle configuration text,713,0x801BEB5C,190,98,SPRT,0x0005,36,132,12,12,0x7FC3,939,,,,0,0,0,0,0,0,0,0,,,,1,1,1,0,1
9,battle configuration text,714,0x801BEB28,178,98,SPRT,0x0005,192,96,12,12,0x7FC0,736,,,,89,89,89,103,43,43,43,62,테,테,,1,1,0,0,0
9,battle configuration text,715,0x801BEAF4,166,98,SPRT,0x0005,96,144,12,12,0x7FC1,1041,,,,0,0,77,0,0,0,21,0,,스,,1,0,1,1,1
9,battle configuration text,716,0x801BEAC0,100,98,SPRT,0x0005,96,156,12,12,0x7FC0,1124,,,,0,0,81,0,0,0,40,0,,력,,1,0,1,1,1
9,battle configuration text,717,0x801BEA8C,88,98,SPRT,0x0005,180,168,12,12,0x7FC0,1236,,,,0,0,85,0,0,0,53,0,,출,,1,0,1,1,1
9,battle configuration text,718,0x801BEA58,82,98,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
9,battle configuration text,719,0x801BEA24,70,98,SPRT,0x0005,108,108,12,12,0x7FC2,794,,,,94,94,94,110,30,30,30,59,드,드,,1,1,0,0,0
9,battle configuration text,720,0x801BE9BC,46,98,SPRT,0x0005,168,156,12,12,0x7FC1,1149,,,,0,0,66,0,0,0,28,0,,사,,1,0,1,1,1
9,battle configuration text,722,0x801F30A4,100,76,SPRT,0x0015,88,176,120,16,0x7E06,,,,,1500,1500,1500,1500,,,,,,,,1,1,1,0,0
