source file,offset,decoded japanese
31/S3024.DAT,0x45F28,"兵士 
列車は主に食ベ物のゆ送に使つている。"
31/S3024.DAT,0x46190,"兵士 
まじめに言つてるのかつて？<CTRL:E4:3D>
失礼な!"
31/S3024.DAT,0x46EA8,◇女神のいのり◇をもらいました。
31/S3024.DAT,0x48280,<CTRL:E8:10>のダメージ
31/S3031.DAT,0x47FDE,"今言つた、不思議な力を持つ戦士が俺達です。
年はか係ないでしょう？"
31/S3031.DAT,0x4803A,"そうよ。
あんたみたいに
腹が出た将軍より
りつっに戦えるはすだわ!"
31/S3031.DAT,0x480B0,"ヤグン 
・・いいでしょう。
あなたがたの力を見せてもらいましょう。"
31/S3031.DAT,0x48308,"ヤグン 
みなさんを
◇ルワジの森◇、◇センバラの沼◇
の2か所に案内させます。"
32/S3061.DAT,0x47BB4,"ベみの精霊 
そう、スメリアの皇太子だつた
ヨシュア王子、<CTRL:E4:29>
あなたのお父さんよ。"
32/S3061.DAT,0x47C18,"えー!!
アークのお父さんが、
王様だつたかもしれないの？"
32/S3061.DAT,0x47EA2,"ちょつと待つて!<CTRL:E4:0B>
人は本当に滅亡するの？"
32/S3061.DAT,0x48302,◇勇者の証し◇を手に入れた。
32/S3061.DAT,0x48344,"ベみの精霊 
さあ、
スメリアのトウヴィルに戻りなさい。"
32/S3061.DAT,0x48450,"父さんは・、
父さんは生きているのかい？"
32/S3062.DAT,0x47E48,"ベみの精霊 
さっ、トウヴィルへ向かいなさい。"
32/S3062.DAT,0x47E9A,◇万能薬◇を手に入れた。
32/S3063.DAT,0x47D88,"ベみの精霊 
彼は、あそこで、あなたがたの歴史を
見続けていたのです。"
32/S3063.DAT,0x47DE4,"ベみの精霊 
忘れられても、<CTRL:E4:3D>とじこめられても・・。<CTRL:E4:3D>"
32/S3063.DAT,0x47EE6,◇万能薬◇を手に入れた。
32/S3064.DAT,0x47E22,◇万能薬◇を手に入れた。
32/S3065.DAT,0x47E02,◇万能薬◇を手に入れた。
32/S3066.DAT,0x47EB2,◇万能薬◇を手に入れた。
32/S3067.DAT,0x47EF6,◇万能薬◇を手に入れた。
32/S3068.DAT,0x48032,◇万能薬◇を手に入れた。
4/S4011.DAT,0x485E8,"兵士1 
大王が最も恐<CTRL:E1:01>れていた国とは
とても思えんな。"
4/S4011.DAT,0x4863C,"兵士2 
ああ、王家の力も落ちている。"
4/S4011.DAT,0x48A6C,"どうなつてるんだ？
兵士がモンスターだなんて・・？"
4/S4011.DAT,0x48ABE,"モンスター対罪人・<CTRL:E4:0B>・<CTRL:E4:0B>・<CTRL:E4:0B>
どつちが悪いやつなの？"
4/S4011.DAT,0x48C44,"戦う相手は決まつたな。
いくぞ!"
4/S4011.DAT,0x48CD6,"何だか知らねえが
力がみなぎつてきた。
<CTRL:E4:29>もうてめえらに負ける気が
しないぜ!"
4/S4011.DAT,0x48EC4,"ところであなた、
どうして捕まつたの？"
4/S4011.DAT,0x48F24,おまえらにはか係ない。
4/S4021.DAT,0x47AFA,"兵士2 
改造するのさ、住みやすくな。"
4/S4031.DAT,0x47CDE,"ミルマーナの精霊から聞いているだろう
人の歴史が終ろうとしているのだ。"
4/S4031.DAT,0x47D38,"我々を救う◇聖柩◇はスメリアにある。
しかし、その力を手に入れる為には"
4/S4031.DAT,0x47E8C,"精霊にもう一度心を開かせる役目を
果たして欲しい。"
4/S4031.DAT,0x47F7A,"おまえのこれからの旅の助けになる
古の伝記は、トウヴィルのおくの"
4/S4031.DAT,0x481B4,自らの力で道をきり開いてくれ。
4/S4032.DAT,0x48260,"アイテムがあります。
◇ロマンシングストーン◇を見つけました"
4/S4033.DAT,0x47CDC,"◇次の精霊はグレイシーヌに◇
よみますか？
<CTRL:E5:03>よむ
<CTRL:E5:03>よまない"
4/S4033.DAT,0x47E86,"私は手紙を今後もここに送り続ける。
おまえも時々見に来てくれ。"
4/S4033.DAT,0x48060,"アイテムがあります。
◇ロマンシングストーン◇を見つけました"
4/S4033.DAT,0x48102,戦闘のときは<CTRL:E7:07><CTRL:E7:06>をいつしょにおすとフリーカーソルになるよ。
4/S4033.DAT,0x48156,フリーカーソルのときは<CTRL:E7:03>をおすともとにもどるよ。
4/S4033.DAT,0x48398,"としかのお。<CTRL:E4:15>
さいきんよくものを
わすれるんじゃが。"
4/S4033.DAT,0x4850C,"わしのすかんは役に立つぞ。
あたらしく見つけたモンスターはできるだけ◇調ベる◇ようにするこつた。"
4/S4034.DAT,0x47D30,"◇次の精霊はカーデルに◇
よみますか？
<CTRL:E5:03>よむ
<CTRL:E5:03>よまない"
4/S4034.DAT,0x4808C,"手紙の中にアイテムが入つています。
◇ロマンシングストーン◇を手に入れました"
4/S4034.DAT,0x48116,"アイテムがあります。
◇ロマンシングストーン◇を見つけました"
4/S4034.DAT,0x483B0,◇投げる◇のレベルが2になるとあたつたときのダメージが大きくなるよ。
4/S4034.DAT,0x4845E,魔法がレベルアップすると、効果の匠囲が変わることがあるんじゃが、
4/S4034.DAT,0x484BC,"このときに匠囲そのものを
動かせるようになることもあるんじゃ。"
4/S4035.DAT,0x47D30,"◇次の精霊はアリバーシャに◇
よみますか？
<CTRL:E5:03>よむ
<CTRL:E5:03>よまない"
4/S4035.DAT,0x4800A,"アイテムがあります。
◇ロマンシングストーン◇を見つけました"
4/S4036.DAT,0x47CDC,"◇最後の精霊はスメリアに◇
よみますか？
<CTRL:E5:03>よむ
<CTRL:E5:03>よまない"
4/S4036.DAT,0x47F18,"アイテムがあります。
◇ロマンシングストーン◇を見つけました"
4/S4041.DAT,0x47A3E,表面に何かあるぞ。
4/S4041.DAT,0x47AA4,"石に眠りし記憶を認めし者

その力をもつて我が意にこたえよ。<CTRL:E4:79><CTRL:E4:3D><CTRL:E4:3D>"
5/S5011.DAT,0x47D3C,精。ンを？らわた
5/S5011.DAT,0x47D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
5/S5011.DAT,0x47DB2,よとすをゃで王ン
5/S5011.DAT,0x47DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5011.DAT,0x47E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5011.DAT,0x47E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5011.DAT,0x4810A,こつちも商売だからねェ。
5/S5012.DAT,0x47D3C,精。ンを？らわた
5/S5012.DAT,0x47D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
5/S5012.DAT,0x47DB2,よとすをゃで王ン
5/S5012.DAT,0x47DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5012.DAT,0x47E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5012.DAT,0x47E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5012.DAT,0x4837C,"光の石 
<CTRL:E4:3D>・・・東<CTRL:E4:15>方<CTRL:E4:15>の<CTRL:E4:3D>・ラ<CTRL:E4:15>マ<CTRL:E4:15>ダの<CTRL:E4:3D>・地<CTRL:E4:15>に
<CTRL:E4:3D>・大<CTRL:E4:15>地<CTRL:E4:15>の<CTRL:E4:15>力<CTRL:E4:15>が<CTRL:E4:3D>・眠<CTRL:E4:15>る。<CTRL:E4:3D>"
5/S5013.DAT,0x46D3C,精。ンを？らわた
5/S5013.DAT,0x46D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
5/S5013.DAT,0x46DB2,よとすをゃで王ン
5/S5013.DAT,0x46DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5013.DAT,0x46E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5013.DAT,0x46E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
5/S5013.DAT,0x47F80,"チョピン 
アイテム・アクセサリー・特しゅ能力は、カーソルで選んでいる時にLかRボタンをおすことで、その効果を見れます。"
5/S5013.DAT,0x47FFA,"チョピン 
特に、特しゅ能力は必要なMPと
現在のMPが表示されるので
大いに利用して下さい。"
5/S5013.DAT,0x4806E,"チョピン 
アイテムで投げてダメージを与えるものは石・爆弾・大きな爆弾の3つです。"
5/S5013.DAT,0x48F04,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣について
<CTRL:E5:03>次のページ"
5/S5013.DAT,0x48F80,"<CTRL:E5:03>ポニの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>やつっりいいや。"
5/S5013.DAT,0x48FF2,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣
<CTRL:E5:03>次のページ"
5/S5013.DAT,0x4906A,"<CTRL:E5:03>ポニの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>次のページ"
5/S5013.DAT,0x490DC,"<CTRL:E5:03>ラマダ寺の修行
<CTRL:E5:03>ロマンシングストーン
<CTRL:E5:03>アクセサリー◇きぬのおび◇
<CTRL:E5:03>やつっりいいや。"
5/S5013.DAT,0x4927E,"チョピン 
その時に、カーソルと<CTRL:E7:02>でリングの中の技を選んでアイニンの位置を変えられるんです。"
5/S5013.DAT,0x494F2,"チョピン 
ゴーゲン様のキートウオールの魔法の火に◇大きな爆弾◇を投げ込むと大爆発が
起こるそうです。"
5/S5013.DAT,0x49692,"チョピン 
ロマンシングストーンのある場所がわかりました。1つはスメリアのトウヴィル
1つはアララトスの遺跡ダンジョン、"
5/S5013.DAT,0x49770,"チョピン 
戦闘での経験値が倍なるアクセサリーがあるようです。名前は◇きぬのおび◇。
誰でも使えるようですね。"
5/S5021.DAT,0x47A74,"つまり、わしら人聞の歴史が
始まつた場所ということだ。"
5/S5021.DAT,0x47C48,"人があらたに歴史を始めた
最初の場所には光の精霊が今もいるといわれているんじゃ。"
5/S5021.DAT,0x480BE,"父さんもこの地にいたんだ。
無か係じゃないだろう。"
5/S5021.DAT,0x481D8,"そこの地下5階にある
◇召喚のつぼ◇を取つて来て
欲しいんじゃ。"
5/S5022.DAT,0x478FC,"地下5階にある
◇召喚のつぼ◇じゃぞ。"
5/S5023.DAT,0x4792E,"見こ、◇召喚のつぼ◇を
手に入れたようだな。"
5/S5023.DAT,0x47A38,"たしかに◇召喚のつぼ◇だ。
しかし、なんで、精霊なんぞに
会いたいんじゃ？"
5/S5023.DAT,0x47AD4,まあ、お前にわかるように言えば人聞の未来の為というこかのう？
5/S5041.DAT,0x479D2,"光の精霊 
人聞の代表として君に聞いて欲しい。"
5/S5041.DAT,0x47B36,"光の精霊 
アーク、他の精霊達を封じ込めている
モンスターを倒して、彼らを開放し、"
5/S5041.DAT,0x47C86,"光の精霊 
その証しとして◇光の石◇と◇王様の像◇を渡すよ。"
5/S5041.DAT,0x47D30,◇光の石◇を手に入れた。
5/S5041.DAT,0x47D74,◇王様の像◇を手に入れた。
5/S5041.DAT,0x47E0C,それは、家来のてがらを自分のものにできるという◇王様の像◇ではないか。
5/S5041.DAT,0x47E66,"わしのじゃぞ!
◇王様の像◇はわしのじゃぞ!!"
6/S6011.DAT,0x47D3C,精。ンを？らわた
6/S6011.DAT,0x47D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
6/S6011.DAT,0x47DB2,よとすをゃで王ン
6/S6011.DAT,0x47DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6011.DAT,0x47E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6011.DAT,0x47E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6012.DAT,0x47D3C,精。ンを？らわた
6/S6012.DAT,0x47D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
6/S6012.DAT,0x47DB2,よとすをゃで王ン
6/S6012.DAT,0x47DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6012.DAT,0x47E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6012.DAT,0x47E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6013.DAT,0x47D3C,精。ンを？らわた
6/S6013.DAT,0x47D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
6/S6013.DAT,0x47DB2,よとすをゃで王ン
6/S6013.DAT,0x47DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6013.DAT,0x47E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6013.DAT,0x47E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6013.DAT,0x4813E,何じゃ？
6/S6013.DAT,0x48290,"地の石 
<CTRL:E4:3D>・・・西<CTRL:E4:15>方<CTRL:E4:15>の<CTRL:E4:3D>・カー<CTRL:E4:15>デ<CTRL:E4:15>ルの<CTRL:E4:3D>・地に
<CTRL:E4:3D>・封<CTRL:E4:15>じ<CTRL:E4:3D>込<CTRL:E4:15>め<CTRL:E4:15>ら<CTRL:E4:15>れ<CTRL:E4:15>し<CTRL:E4:3D>・<CTRL:E4:15>風の<CTRL:E4:3D>力<CTRL:E4:3D>。"
6/S6013.DAT,0x4834E,"カーデルなら、毎年武闘大会があつて、そこの賞品が
◇風のオーフ◇というものだつたように記憶しておるが？"
6/S6013.DAT,0x483BE,"◇風のオーフ◇？古のものではないな・・・。
<CTRL:E4:3D>聞いたことがない。"
6/S6013.DAT,0x484A4,"ラマダ僧 
以後、寺は修行の場として
広く開放してゆくつもりです。"
6/S6014.DAT,0x46D3C,精。ンを？らわた
6/S6014.DAT,0x46D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
6/S6014.DAT,0x46DB2,よとすをゃで王ン
6/S6014.DAT,0x46DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6014.DAT,0x46E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6014.DAT,0x46E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
6/S6014.DAT,0x48EB0,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣について
<CTRL:E5:03>次のページ"
6/S6014.DAT,0x48F2C,"<CTRL:E5:03>ポニの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>やつっりいいや。"
6/S6014.DAT,0x48F9E,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣
<CTRL:E5:03>次のページ"
6/S6014.DAT,0x49016,"<CTRL:E5:03>ポニの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>次のページ"
6/S6014.DAT,0x49088,"<CTRL:E5:03>ラマダ寺の修行
<CTRL:E5:03>ロマンシングストーン
<CTRL:E5:03>アクセサリー◇きぬのおび◇
<CTRL:E5:03>やつっりいいや。"
6/S6014.DAT,0x4922A,"チョピン 
その時に、カーソルと<CTRL:E7:02>でリングの中の技を選んでアイニンの位置を変えられるんです。"
6/S6014.DAT,0x4949E,"チョピン 
ゴーゲン様のキートウオールの魔法の火に◇大きな爆弾◇を投げ込むと大爆発が
起こるそうです。"
6/S6014.DAT,0x4963E,"チョピン 
ロマンシングストーンのある場所がわかりました。1つはスメリアのトウヴィル
1つはアララトスの遺跡ダンジョン、"
6/S6014.DAT,0x4971C,"チョピン 
戦闘での経験値が倍になるアクセサリーがあるようです。名前は◇きぬのおび◇。
誰でも使えるようですね。"
6/S6021.DAT,0x48498,"みてみて
◇向き直りの笛◇を手にいれちゃつた"
6/S6021.DAT,0x48684,では、<CTRL:E4:0B>ますラマダ山まで案内してもらおうかのう
6/S6022.DAT,0x47A62,"そこでの修練にたえた者は
はがねのように強じんな体と
◇気◇というものを使つて"
6/S6031.DAT,0x47944,"大僧正 
目的はラマダ山の精霊の救出か
<CTRL:E4:3D>・・・・・。"
6/S6032.DAT,0x47994,大僧正様、<CTRL:E4:3D>お話がございます。
6/S6032.DAT,0x47AA2,"何をおつしゃいますか？
<CTRL:E4:3D>ただ私はこの寺の教えが・・。"
6/S6032.DAT,0x47B62,"鏡に映るあなたの姿は
大僧正でもなんでもない
ただのモンスターよ!"
6/S6032.DAT,0x47C38,"大僧正 
ベャー!<CTRL:E4:29>"
6/S6041.DAT,0x48626,"これが、<CTRL:E4:3D>
本山の姿なのか・・。"
6/S6041.DAT,0x487C0,"地の精霊 
ラマダの技は
大地と大気の力を◇気◇として出す技
大地への感謝によつて可能になるものだ。"
6/S6041.DAT,0x488DE,"地の精霊 
いかにも
<CTRL:E4:3D>この技は、人聞同士の争いこのために
授けたのではない。"
6/S6041.DAT,0x48940,"地の精霊 
自分達がすう空気、食ベる物と同じ様に
いつの聞にか、当然自分達が得られるものと思い込むからゆがみ始める。"
6/S6041.DAT,0x48A76,"地の精霊 
このこを、忘れるでないぞ
その約束のもとに◇地の石◇を渡そう。"
6/S6041.DAT,0x48B1A,◇地の石◇を手に入れた。
6/S6051.DAT,0x47BA8,ラマダ山の経典を欲しいらしいが山の中には一歩も入れるわけにはいかん。
6/S6051.DAT,0x47C04,"経典？<CTRL:E4:3D>
我々は山に住む精霊と話をしたいだけだ。"
6/S6051.DAT,0x47CF4,"我々も、ちとわけありでのう
ゆするわけにはいかんのじゃ。"
6/S6051.DAT,0x47F14,"よかろう<CTRL:E4:3D><CTRL:E4:3D>
小ざかしいこを考えるでないぞ。"
6/S6053.DAT,0x47B12,こつちとしても頼もしいんだけど・・・。
6/S6053.DAT,0x47E32,<CTRL:E4:3D>ありがとう・・・<CTRL:E4:3D>。
6/S6053.DAT,0x47E7A,"私はこの人達との旅の後<CTRL:E4:3D>
再びここに戻り<CTRL:E4:3D>
一からやり直したいと思う。<CTRL:E4:79>"
6/S6053.DAT,0x47EDA,<CTRL:E4:3D>後を頼む!<CTRL:E4:3D><CTRL:E4:3D>
6/S6054.DAT,0x45580,"ラマダ僧 
首都の軍オフィスには、実は地下50階のダンジョンが・・"
6/S6054.DAT,0x45778,"ラマダ僧 
ラマダ寺でとびらが開いたときに中に見える人の数は？"
6/S6054.DAT,0x45BAA,◇古代のゆびわ◇をもらいました。
6/S6054.DAT,0x45DEA,◇石◇をもらいました。
6/S6054.DAT,0x45F6E,◇幻獣の牙◇をもらいました。
6/S6054.DAT,0x45FDC,"ラマダ僧 
これはこれは。
グリーンスライムバスターのかたがた。"
6/S6054.DAT,0x46032,"ラマダ僧 
これはこれは。
エレメンタルバスターのかたがた。"
6/S6054.DAT,0x46088,"ラマダ僧 
これはこれは。
トールマスターバスターのかたがた。"
6/S6054.DAT,0x460DE,"ラマダ僧 
これはこれは。
ジャイアントバットバスターのかたがた。"
6/S6054.DAT,0x46136,"ラマダ僧 
これはこれは。
フリージーバスターのかたがた。"
6/S6054.DAT,0x4618A,"ラマダ僧 
これはこれは。
野生へモジーバスターのかたがた。"
6/S6054.DAT,0x461E2,"ラマダ僧 
これはこれは。
ヴァンパイアバットバスターのかたがた。"
6/S6054.DAT,0x4623C,"ラマダ僧 
これはこれは。
デスフレイムバスターのかたがた。"
6/S6054.DAT,0x46290,"ラマダ僧 
これはこれは。
道化師バスターのかたがた。"
6/S6054.DAT,0x462E4,"ラマダ僧 
これはこれは。
アシットスライムバスターのかたがた。"
6/S6054.DAT,0x4633A,"ラマダ僧 
これはこれは。
エレメンタルマスターバスターのかたがた。"
7/S7011.DAT,0x47D3C,精。ンを？らわた
7/S7011.DAT,0x47D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
7/S7011.DAT,0x47DB2,よとすをゃで王ン
7/S7011.DAT,0x47DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
7/S7011.DAT,0x47E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
7/S7011.DAT,0x47E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
7/S7011.DAT,0x480EC,"まつたく、爺いのぼけにも
冷や冷やさせられるぜ。"
7/S7011.DAT,0x48158,"わかつてるんだか
わかつてないんだか
区別がつかない所が
困るのよね。"
7/S7011.DAT,0x481C4,<CTRL:E4:29>ふふつ、<CTRL:E4:15>ふふつ、<CTRL:E4:15>ふふつ、ふふつ
7/S7011.DAT,0x48280,石は次の石に我々を導く・・。<CTRL:E4:3D>
7/S7011.DAT,0x482E4,"風の石 
<CTRL:E4:3D>・・・砂<CTRL:E4:15>漠<CTRL:E4:15>の<CTRL:E4:3D>・ア<CTRL:E4:15>リ<CTRL:E4:15>バ<CTRL:E4:15>ー<CTRL:E4:15>シャ<CTRL:E4:15>の<CTRL:E4:3D>・地で
<CTRL:E4:3D>・忘れ<CTRL:E4:15>ら<CTRL:E4:15>れ<CTRL:E4:15>し<CTRL:E4:3D>・<CTRL:E4:15>水の<CTRL:E4:3D>力<CTRL:E4:3D>。"
7/S7011.DAT,0x48396,"今回は、国しかわからないか・・<CTRL:E4:3D>
とにかく行つてみてから考えよう。"
7/S7012.DAT,0x46D3C,精。ンを？らわた
7/S7012.DAT,0x46D5A,<CTRL:E5:02>値ひれ究投ミベ<CTRL:E6:00><CTRL:E5:02>場ふ究投ミベ<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>
7/S7012.DAT,0x46DB2,よとすをゃで王ン
7/S7012.DAT,0x46DD4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
7/S7012.DAT,0x46E2C,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねニ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
7/S7012.DAT,0x46E86,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>
7/S7012.DAT,0x47014,"ただいまニロシアムでは、
武闘大会を開さいしております。"
7/S7012.DAT,0x47066,"まもなく開会のあいさつが始まります。
お急ぎ下さい。"
7/S7012.DAT,0x47D90,"チョピン 
何が知りたいですか？"
7/S7012.DAT,0x489A8,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣について
<CTRL:E5:03>次のページ"
7/S7012.DAT,0x48A24,"<CTRL:E5:03>ポニの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>やつっりいいや。"
7/S7012.DAT,0x48A96,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣
<CTRL:E5:03>次のページ"
7/S7012.DAT,0x48B0E,"<CTRL:E5:03>ポニの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>次のページ"
7/S7012.DAT,0x48B80,"<CTRL:E5:03>ラマダ寺の修行
<CTRL:E5:03>ロマンシングストーン
<CTRL:E5:03>アクセサリー◇きぬのおび◇
<CTRL:E5:03>やつっりいいや。"
