over_by,source file,byte offset,needs,budget,korean
27,31/S3022.DAT,0x47F16,62,35,병사: 우선 카카라스의 숲에서 힘 시험이라도 해 보는 게 어떤가.
27,31/S3014.DAT,0x4846E,68,41,초핀: 그 뒤의 투기장에서는 배틀에서 이긴 수를 세고 있는 모양입니다.
27,31/S3014.DAT,0x47DD8,74,47,초핀: 라마다에 남은 승려들은 절을 수행의 장소로 개방하고 있는 모양입니다.
27,31/S3014.DAT,0x47ADE,61,34,"초핀: 힘 시험도 할 겸, 때로는 가 보는 것도 좋지 않겠습니까?"
27,31/S3014.DAT,0x4762E,67,40,초핀: 강한 상대를 정해 싸우면 그만큼 많은 경험을 쌓을 수 있습니다.
27,31/S3014.DAT,0x47232,88,61,초핀: 반대로 자신이 공격받을 때는 되도록 정면을 향하게 하면 적에게 반격하기 쉬워집니다.
27,31/S3014.DAT,0x470A2,79,52,"초핀: 아이템으로 던져서 피해를 주는 것은 돌, 작은 폭탄, 큰 폭탄 세 가지입니다."
27,23/S2081.DAT,0x479E2,53,26,거울: 좋다. 야군 장군에게 그자의 힘을 시험하게 하라.
27,22/S2052.DAT,0x47B8A,73,46,대신: 거짓말하지 마라. 그 부대는 군에서도 왕을 지키는 최고의 병사들이야.
27,22/S2047.DAT,0x480E8,69,42,초핀: 저는 국왕의 명을 따를 뿐입니다. 따로 감사하실 필요는 없습니다.
27,21/S2045.DAT,0x4944A,68,41,초핀: 그 뒤의 투기장에서는 배틀에서 이긴 수를 세고 있는 모양입니다.
27,21/S2045.DAT,0x48DB4,74,47,초핀: 라마다에 남은 승려들은 절을 수행의 장소로 개방하고 있는 모양입니다.
27,21/S2045.DAT,0x48ABA,61,34,"초핀: 힘 시험도 할 겸, 때로는 가 보는 것도 좋지 않겠습니까?"
27,21/S2045.DAT,0x4860A,67,40,초핀: 강한 상대를 정해 싸우면 그만큼 많은 경험을 쌓을 수 있습니다.
27,21/S2045.DAT,0x4820E,88,61,초핀: 반대로 자신이 공격받을 때는 되도록 정면을 향하게 하면 적에게 반격하기 쉬워집니다.
27,21/S2033.DAT,0x47AAA,42,15,"쿠쿠루: 포코, 지하 감옥이 어디인지 알아?"
27,21/S2021.DAT,0x486FC,73,46,아크: 우리가 쓰러뜨린 마물이 복수하러 온 거야. 지금 구해 줄 테니 기다려!
27,1/S1072.DAT,0x478CC,78,51,촌장: 신의 피를 이은 일족만 들어갈 수 있도록 결계가 지키던 시온산의 불꽃도...
27,1/S1021.DAT,0x481F0,72,45,오늘 밤 산에 가면 아버지가 우리를 두고 사라진 이유를 알 수 있을 것 같아.
26,F/SF0E1.DAT,0x47B56,71,45,장로: 정령들은 모두 비밀을 품고 있습니다. 그것은 이 세계의 비밀입니다.
26,F/SF0B1.DAT,0x47B9E,57,31,"성지 시온산을 대대로 지키는 일족의 딸, 쿠쿠루라고 합니다."
26,F/SF041.DAT,0x48294,58,32,아이들은 부모들의 잘못을 바로잡을 용기와 힘을 가지고 있다.
26,F/SF041.DAT,0x48168,52,26,"불의 정령이여. 인간은 아무것도 낳지 못한다고 했지만,"
26,F/SF021.DAT,0x48036,84,58,바람의 정령: 바람을 마음대로 부리려 한 상인이 몬스터와 거래하여 나를 봉인해 두었지.
26,D/SD011.DAT,0x47BAE,69,43,안 돼! 산에서 무서운 목소리가 들렸어. 불꽃을 꺼서 무언가 깨어난 거야.
26,B/SB071.DAT,0x47E54,50,24,앞으로 나아가면 이제 돌아올 수 없게 될지도 모른다.
26,B/SB041.DAT,0x47B22,60,34,쿠쿠루는 닫히는 토우빌로 들어가 용사 아크를 떠받치는 것이다.
26,B/SB022.DAT,0x47C72,63,37,하늘의 목소리: 깨어난 백성의 힘을 모아 아크를 지키고 떠받쳐라.
26,8/S8021.DAT,0x47F0E,68,42,사류족 남자: 하지만 급격한 캐는 일은 자연에 이상을 일으킨 것입니다.
26,8/S8021.DAT,0x47EA0,64,38,사류족 남자: 동력석은 비싸게 팔려 나라가 단숨에 부유해졌습니다.
26,7/S7025.DAT,0x47EF0,66,40,아나운서: 결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7025.DAT,0x47E94,66,40,아나운서: 결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7025.DAT,0x47E38,66,40,아나운서: 결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7025.DAT,0x47DDC,66,40,아나운서: 결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7025.DAT,0x47D80,66,40,아나운서: 결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7025.DAT,0x47D24,66,40,아나운서: 결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7025.DAT,0x47CC8,66,40,아나운서: 결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7024.DAT,0x4870C,68,42,아나운서: 준결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7024.DAT,0x486AE,68,42,아나운서: 준결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7024.DAT,0x48650,68,42,아나운서: 준결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7024.DAT,0x485F2,68,42,아나운서: 준결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7024.DAT,0x48594,68,42,아나운서: 준결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7024.DAT,0x48536,68,42,아나운서: 준결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7024.DAT,0x484D8,68,42,아나운서: 준결승에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7023.DAT,0x489E4,67,41,아나운서: 2회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7023.DAT,0x48986,67,41,아나운서: 2회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7023.DAT,0x48928,67,41,아나운서: 2회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7023.DAT,0x488CA,67,41,아나운서: 2회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7023.DAT,0x4886C,67,41,아나운서: 2회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7023.DAT,0x4880E,67,41,아나운서: 2회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7023.DAT,0x487B0,67,41,아나운서: 2회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
26,7/S7012.DAT,0x488A6,71,45,초핀: 자신의 강함을 시험하고 싶어졌을 때 들러 보시는 건 어떻겠습니까?
26,6/S6054.DAT,0x46A2E,63,37,라마다 승: 열한 번째 도전이시군요. 일단 이것으로 마지막입니다.
26,6/S6041.DAT,0x488DE,73,47,대지의 정령: 그렇다. 이 기술은 인간끼리 다투기 위해 내려 준 것이 아니다.
26,6/S6014.DAT,0x48DAE,71,45,초핀: 자신의 강함을 시험하고 싶어졌을 때 들러 보시는 건 어떻겠습니까?
26,6/S6012.DAT,0x4815E,40,14,"항아리 영감이라니, 나더러 하는 말이냐!?"
26,5/S5032.DAT,0x478FE,46,20,신세를 졌다. 여기서부터는 우리끼리 갈 수 있다.
26,5/S5013.DAT,0x48E02,71,45,초핀: 자신의 강함을 시험하고 싶어졌을 때 들러 보시는 건 어떻겠습니까?
26,5/S5013.DAT,0x4806E,74,48,"초핀: 아이템으로 던져서 피해를 주는 것은 돌, 폭탄, 큰 폭탄 세 가지입니다."
26,4/S4035.DAT,0x47E36,74,48,돌은 곧 그들의 의지다. 그리고 너에게도 이 세계의 모습이 보이기 시작했겠지.
26,4/S4035.DAT,0x47D30,63,37,다음 정령은 아리바샤에게. 읽으시겠습니까?|읽는다|읽지 않는다
26,4/S4031.DAT,0x483D8,56,30,당신이 길을 떠날 때 말했잖아. 이것은 내 길이기도 하다고.
26,4/S4031.DAT,0x482FA,62,36,"나는 겁쟁이라 아무것도 못 하지만, 아크와 있으면 용기가 솟아나."
26,4/S4031.DAT,0x4825E,53,27,이렇게 되면 아무 일도 없던 것으로 넘길 수는 없겠어...
26,32/S3061.DAT,0x4795E,75,49,예전에는 숲 전체가 이곳과 같았습니다. 당신들 인간이 저렇게 만들어 버렸지요.
26,31/S3032.DAT,0x47B62,63,37,"야군: 아이인 줄 알았는데, 아무래도 전설의 용사일지도 모르겠군."
26,31/S3031.DAT,0x47F1A,71,45,야군: 사절께서 목숨이라도 잃으시면 수메리아 왕께 면목이 서지 않습니다.
26,31/S3014.DAT,0x47E3A,71,45,초핀: 자신의 강함을 시험하고 싶어졌을 때 들러 보시는 건 어떻겠습니까?
26,31/S3012.DAT,0x48194,62,36,초핀: 어느 나라든 언제든 마물과 싸울 수 있는 장소가 있습니다.
26,22/S2046.DAT,0x48DFA,59,33,"병사: 예, 그러시면 분명 돌아가신 왕께서도 좋아하실 겁니다."
26,21/S2045.DAT,0x48E16,71,45,초핀: 자신의 강함을 시험하고 싶어졌을 때 들러 보시는 건 어떻겠습니까?
26,21/S2045.DAT,0x48082,74,48,"초핀: 아이템으로 던져서 피해를 주는 것은 돌, 폭탄, 큰 폭탄 세 가지입니다."
26,21/S2042.DAT,0x48194,62,36,초핀: 어느 나라든 언제든 마물과 싸울 수 있는 장소가 있습니다.
26,21/S2041.DAT,0x4804E,77,51,승무원: 밀마나 입국 후에는 군 본부의 허가 없이는 다른 나라로 갈 수 없습니다.
26,21/S2021.DAT,0x486B0,38,12,"쿠쿠루: 아크, 이게 어떻게 된 일이야?"
26,1/S1011.DAT,0x479FC,62,36,그리고 신의 피를 이은 백성의 딸로서 왕자와 결혼하게 되는 거야.
25,F/SF041.DAT,0x47BE0,94,69,불꽃의 정령: 에릴베는 서로 나누어 주며 올려 가는 것이지 상대에게서 억지로 빼앗는 것이 아니다.
25,D/SD021.DAT,0x479EE,54,29,내가 태어난 마을에 들어가는데 이런 일이 벌어질 줄이야.
25,D/SD014.DAT,0x47A3C,49,24,무슨 일이라도 생기면 다들 도와주러 와 줄 거잖아?
25,D/SD014.DAT,0x4794C,49,24,"여기서부터는 우리만 들어갈 수 있어. 쿠쿠루, 가자."
25,9/S9051.DAT,0x47B72,80,55,"아나운서: 도적은 토우빌 마을 출신인 아크 에다 리코르누를 주모자로 하는 7명으로,"
25,8/S8062.DAT,0x47B00,54,29,물의 정령: 너희들의 행적은 내가 언제나 지켜보고 있다.
25,8/S8051.DAT,0x488E4,77,52,"카사토르: 훗! 약한 놈일수록 잘 떠드는 법이지. 좋다, 바라는 대로 시동해 주마."
25,8/S8041.DAT,0x47A94,70,45,방해? 당신들이 하고 있는 짓이 이 세계를 점점 나쁘게 만들고 있는 거야.
25,8/S8021.DAT,0x47DF2,64,39,"사류족 남자: 천 년 전에 로마리아에서 온 남자가 동력석을 이용해,"
25,8/S8013.DAT,0x480C8,63,38,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...
25,8/S8013.DAT,0x47BE8,75,50,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?
25,7/S7012.DAT,0x490DA,63,38,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...
25,7/S7012.DAT,0x48BFA,75,50,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?
25,6/S6054.DAT,0x46AD6,58,33,더는 상대할 사람이 없습니다. 모처럼이지만 물러나 주십시오.
25,6/S6054.DAT,0x46828,67,42,라마다 승: 여섯 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?
25,6/S6054.DAT,0x46778,70,45,"라마다 승: 네 번째 도전이시군요. 슬슬 힘들어지셨겠지만, 힘내시는군요."
25,6/S6054.DAT,0x4529A,57,32,라마다 승: 수메리아의 다운타운에 있는 네 녀석의 이름은?
25,6/S6031.DAT,0x47C34,74,49,대승정: 대경전이 밖으로 나가면 봉인의 기술이 드러나 무서운 일이 벌어진다.
25,6/S6014.DAT,0x495E2,63,38,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...
25,6/S6014.DAT,0x49102,75,50,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?
25,5/S5041.DAT,0x479D2,54,29,빛의 정령: 인간의 대표로서 그대가 들어 주었으면 한다.
25,5/S5024.DAT,0x478E8,46,21,무슨 말을 하는 거야. 이야기가 진행되지 않잖아.
25,5/S5023.DAT,0x47AD4,58,33,"뭐, 네가 알아듣게 말하자면 인간의 미래를 위해서라고 할까?"
25,5/S5021.DAT,0x47E30,65,40,그래서 나 혼자서는 손에 넣고 싶어도 얻을 수 없는 것뿐이란 말이지.
25,5/S5021.DAT,0x47966,49,24,우리가 알고 싶은 건 이 나라 정령이 있는 곳뿐이야.
25,5/S5013.DAT,0x49636,63,38,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...
25,5/S5013.DAT,0x49156,75,50,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?
25,4/S4034.DAT,0x47DE2,79,54,"아크야, 땅의 정령에게서 돌을 받은 모양이구나. 그렇다면 네 명의 전사도 모였겠지."
25,4/S4034.DAT,0x47D30,61,36,다음 정령은 카데르에게. 읽으시겠습니까?|읽는다|읽지 않는다
25,4/S4033.DAT,0x487B8,51,26,친구에게 자랑할 수 있을 정도는 있을지도 모르겠구나.
25,4/S4033.DAT,0x48768,53,28,‘있을지도 모른다’가 아니야. 어차피 아무것도 없겠지.
25,4/S4011.DAT,0x48888,58,33,병사2: 인간의 목숨? 너희 인간의 시대는 이제 끝나는 거다.
25,32/S3061.DAT,0x480EC,49,24,베미의 정령: 인간의 미래를 없애지 않기 위해서요.
25,31/S3022.DAT,0x4830C,77,52,남자: 어딘가 나라를 빼앗긴 것 같은 기분이... 그렇게 생각하는 건 나뿐일까요?
25,31/S3014.DAT,0x4866E,63,38,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...
25,31/S3014.DAT,0x4818E,75,50,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?
25,22/S2055.DAT,0x47DB6,62,37,우리는 정말 해서는 안 될 일에 손을 대고 있는지도 모르겠습니다.
25,22/S2053.DAT,0x47A60,65,40,국왕: 괜찮지 않은가. 틀림없이 이들의 힘으로 우리가 구원받았으니.
25,22/S2052.DAT,0x47EE8,54,29,아크: 제 말이 거짓인지 아닌지 직접 보여 드리겠습니다.
25,22/S2052.DAT,0x47C8C,53,28,아크: 하지만 그곳의 마물은 끝없이 나타나고 있습니다.
25,22/S2046.DAT,0x488D2,83,58,"그 섬을 다스리고 계신 분이 이분의 아버님, 왕 중의 왕!! 톤 시란 노데스케토 님이시다."
25,22/S2046.DAT,0x487C0,59,34,"병사: 하아, 하지만 클라프 왕국 같은 나라는 들어 본 적도..."
25,21/S2045.DAT,0x4964A,63,38,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...
25,21/S2045.DAT,0x4916A,75,50,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?
25,21/S2014.DAT,0x47D4C,75,50,"병사1: 자세히는 모르지만, 대신이 발령한 팔렌시아 개조 계획에 반대했다는군."
25,1/S1071.DAT,0x47932,66,41,약속대로 이 마을에서 내보내 줄 거지? 정말로 자유롭게 해 줄 거지?
25,1/S1071.DAT,0x478D6,64,39,"촌장: 자, 이 앞부터는 너희 화이트 가문의 사람만 들어갈 수 있다."
25,1/S1041.DAT,0x48378,63,38,산의 정령: 약속에 따라 마물과 싸울 힘을 당신에게 드리겠습니다.
25,1/S1041.DAT,0x48326,49,24,산의 정령: 그리고 마침내 당신이 이곳에 왔습니다.
25,1/S1041.DAT,0x481D2,59,34,산의 정령: 당신은 그 멸망을 막을 운명을 짊어지고 있습니다.
24,F/SF041.DAT,0x47E22,66,42,불의 정령: 하지만 나는 이 같은 일을 시작한 인간을 용서할 수 없다.
24,F/SF041.DAT,0x47B86,64,40,불꽃의 정령: 이 나라가 급격히 번영하기 시작한 것은 그 때문이다.
24,D/SD031.DAT,0x46564,55,31,이제부터 음성이 잘 들리지 않게 되니 소리를 조금 올려 줘
24,D/SD031.DAT,0x45BEA,66,42,"자, 다시 물어보겠는데 성궤의 힘을 손에 넣으려면 어떻게 해야 하지?"
24,D/SD011.DAT,0x47B14,64,40,그러자 갑자기 산이 날뛰기 시작했어. 그래서 불을 다시 붙이려고...
24,B/SB072.DAT,0x47F1E,62,38,"대신: 아무래도 성궤를 손에 넣은 모양이군. 수고했다, 수고했어."
24,8/S8061.DAT,0x47D3E,60,36,사람들은 그것을 배울 때가 올 겁니다. 실제로 우리도 이렇게...
24,8/S8061.DAT,0x47B6C,48,24,물의 정령: 그렇단다. 물의 베미를 관장하고 있지.
24,8/S8021.DAT,0x47E4C,57,33,사류족 남자: 다른 나라에 팔아넘기는 장사를 시작했습니다.
24,8/S8013.DAT,0x47D7A,64,40,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.
24,8/S8013.DAT,0x47CAC,74,50,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.
24,7/S7028.DAT,0x48B1E,50,26,대회 위원: 살아서 돌아오지 못할지도 모르겠습니다.
24,7/S7028.DAT,0x48166,56,32,대회 위원: 끈질기시군요. 저는 끈질긴 사람을 싫어합니다.
24,7/S7028.DAT,0x474DA,77,53,"대회 위원: 아아, 바쁘다 바빠. 나는 언제까지 여기서 계속 일해야 하는 걸까요?"
24,7/S7024.DAT,0x48A40,66,42,출전자: 한심하지만 져 버렸어. 두루 둘러보고 나서 돌아가기로 하자.
24,7/S7024.DAT,0x489F6,41,17,대체 이 녀석은 무슨 말을 하고 싶은 거야?
24,7/S7024.DAT,0x4876A,69,45,대회 위원: 이쯤 되면 남아 있는 것은 실력에 자신 있는 강자들뿐입니다.
24,7/S7023.DAT,0x486FE,54,30,출전자: 봐주고 있어서는 그 녀석에게 이길 수 없으니까.
24,7/S7022.DAT,0x48748,56,32,"대회 위원: 아아, 한가해. 오늘은 왜 이렇게 한가한 거지?"
24,7/S7012.DAT,0x48D8C,64,40,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.
24,7/S7012.DAT,0x48CBE,74,50,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.
24,6/S6051.DAT,0x47C04,54,30,경전? 우리는 산에 사는 정령과 이야기하고 싶을 뿐이다.
24,6/S6031.DAT,0x47BE6,52,28,우리조차 돌아온 적 없는 라마다 산에 들어가려 하다니.
24,6/S6014.DAT,0x49294,64,40,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.
24,6/S6014.DAT,0x491C6,74,50,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.
24,6/S6013.DAT,0x484A4,66,42,라마다 승려: 앞으로 절은 수행의 장소로 널리 개방해 갈 생각입니다.
24,6/S6013.DAT,0x480E0,52,28,마침내 영혼으로 이어진 전사 네 명이 모였다는 말이지.
24,5/S5021.DAT,0x4837A,70,46,내일이라도 출발한다면 오늘 밤은 여기 머물러도 좋다네. 방값은 서비스야.
24,5/S5013.DAT,0x492E8,64,40,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.
24,5/S5013.DAT,0x4921A,74,50,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.
24,4/S4036.DAT,0x48308,58,34,"술도 여러 가지가 있으니, 각각 모두 다른 정령이 있는 건가?"
24,4/S4035.DAT,0x48112,63,39,아무리 레벨 업해도 배울 수 없는 능력도 여러 가지 있는 모양이야.
24,4/S4033.DAT,0x4861C,53,29,당연하다고? 그렇다고 별일이 있는 건 아니지만 말이야.
24,4/S4032.DAT,0x483B0,59,35,다른 곳에 가고 싶을 때는 별을 건너 오른쪽이 보이게 하면 돼.
24,4/S4032.DAT,0x481FA,39,15,우편함에는 아무것도 들어 있지 않습니다.
24,4/S4031.DAT,0x48474,59,35,단지 알고 있는 건 아마 모든 것이 하나로 이어져 있다는 거야.
24,4/S4031.DAT,0x47DEE,56,32,하지만 그들 대부분은 인간에게 배신당해 마음을 닫고 있다.
24,4/S4031.DAT,0x47AC0,44,20,뭔가 아주 거대한 힘이 움직이고 있는 것 같아.
24,32/S3063.DAT,0x47D88,65,41,은혜의 정령: 그는 그곳에서 너희의 역사를 계속 지켜보고 있었단다.
24,31/S3031.DAT,0x47AB0,64,40,"야군: 이런 아이들을 상대하게 되다니, 나도 우습게 보인 모양이군."
24,31/S3022.DAT,0x48614,58,34,처음부터 우리가 몬스터와 싸울 수 없다고 생각하는 모양이야.
24,31/S3014.DAT,0x48320,64,40,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.
24,31/S3014.DAT,0x48252,74,50,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.
24,31/S3013.DAT,0x47F98,62,38,승무원: 수고하셨습니다. 수메리아로 돌아갈 준비는 되셨습니까?
24,23/S2082.DAT,0x479C4,55,31,거울: 성궤를 어리석은 인간들에게 넘겨주어서는 안 된다.
24,22/S2057.DAT,0x47ABC,68,44,국왕: 성에 전해지는 신비한 힘을 지닌 북이다. 언젠가 도움이 될 게다.
24,22/S2055.DAT,0x47EDE,46,22,국왕: 그렇다면 대체 어떻게 하면 좋단 말이냐?
24,22/S2055.DAT,0x47CF0,65,41,국왕: 어째서 우리의 미래가... 대체 우리가 무엇을 했다는 것이냐?
24,22/S2055.DAT,0x478F0,55,31,국왕: 그러면 형이 네 아버지라고 정령이 말한 것이로군?
24,22/S2053.DAT,0x47928,43,19,아크: 이제 저희의 힘을 믿어 주시겠습니까?
24,22/S2051.DAT,0x47B22,59,35,대신: 아크라고 했지. 함부로 그런 말을 입에 담는 게 아니다.
24,22/S2046.DAT,0x48D28,58,34,"병사: 저, 그러시다면 왕의 능에 참배하고 가 주시겠습니까?"
24,22/S2046.DAT,0x4893E,55,31,"병사: 이, 이건 실례했습니다. 그러면 뒤에 계신 분들은?"
24,21/S2045.DAT,0x492FC,64,40,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.
24,21/S2045.DAT,0x4922E,74,50,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.
24,21/S2041.DAT,0x4880A,67,43,"승무원: 그러면 밀마나를 향해 출발하겠습니다만, 자신은 있으십니까?"
24,21/S2041.DAT,0x482C2,48,24,승무원: 자신이 생길 때까지 기다리고 있겠습니다.
24,21/S2022.DAT,0x47AB8,60,36,지하로 통하는 길이라면 곳간이나 감옥밖에는 생각할 수 없겠군.
24,21/S2022.DAT,0x47968,52,28,왕도 모르시는 거겠지. 나는 대신이 수상하다고 생각해.
24,1/S1021.DAT,0x48CF8,65,41,말을 걸거나 물건을 찾을 때는 가까이 다가가 결정 버튼을 누르면 돼.
24,1/S1021.DAT,0x48B14,65,41,말을 걸거나 물건을 찾을 때는 가까이 다가가 결정 버튼을 누르면 돼.
23,F/SF0F1.DAT,0x47A6A,47,24,대승정이라는 자와 이야기를 하고 싶다. 괜찮겠지.
23,F/SF0E1.DAT,0x47C28,68,45,장로: 이것은 이 마을에 전해지는 부적입니다. 무언가에 도움이 되기를.
23,F/SF041.DAT,0x4842C,82,59,"불의 정령: 좋다. 그대의 말, 소년의 눈물. 그리고 불꽃의 정령을 풀어 준 용기를 믿고"
23,F/SF041.DAT,0x47E8C,61,38,"불의 정령: 인간들은 자연을 제멋대로 바꾸어 놓을 뿐만 아니라,"
23,F/SF021.DAT,0x4826E,57,34,그리고 알고자 하는 마음을 받치는 것도 또한 욕망이 아닐까.
23,D/SD031.DAT,0x45E42,51,28,그 돌 다섯 개를 모아 시온산의 봉인을 해제하는 거야.
23,B/SB022.DAT,0x47D9E,61,38,물의 정령: 너희들을 보고 인간을 조금 다시 보게 됐어. 힘내렴.
23,8/S8062.DAT,0x47D70,55,32,물의 정령: 몬스터 한 마리에게 큰 피해를 주는 나팔이야.
23,8/S8031.DAT,0x48778,60,37,"매트 버틀러: 좋아, 카사토르 님이 기다리고 계신다. 철수한다."
23,8/S8021.DAT,0x47F6A,51,28,사류족 남자: 점점 나라가 메말라 가기 시작했습니다.
23,8/S8012.DAT,0x483A2,37,14,물러설 수 없는 싸움인 것은 알고 있다.
23,8/S8011.DAT,0x481B6,67,44,"남자: 예, 요슈아 님께는 큰 신세를 졌습니다. 자, 이쪽으로 오시지요."
23,7/S7027.DAT,0x49310,54,31,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지."
23,7/S7027.DAT,0x4923C,54,31,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지."
23,7/S7027.DAT,0x49168,54,31,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지."
23,7/S7027.DAT,0x48FE8,54,31,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지."
23,7/S7027.DAT,0x48E52,54,31,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지."
23,6/S6054.DAT,0x464EC,65,42,라마다 승: 세 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?
23,6/S6054.DAT,0x46440,65,42,라마다 승: 두 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?
23,6/S6054.DAT,0x45B2C,68,45,라마다 승: 내 문제를 모두 맞힌 건 네가 두 번째다. 상으로 이걸 주마.
23,6/S6051.DAT,0x47DB6,37,14,우리 승병은 죽음을 두려워하지 않는다!
23,6/S6041.DAT,0x48A76,66,43,대지의 정령: 이것을 잊지 말거라. 그 약속 아래 대지의 돌을 주겠다.
23,6/S6041.DAT,0x48A16,68,45,땅의 정령: 있는 것은 이 세상에 사는 모든 것이 함께 나누는 것뿐이다.
23,6/S6031.DAT,0x47B2A,81,58,"대승정: 이가여, 우리가 지켜 온 라마다 산정의 대경전을 빼앗으러 오는 자들이 있다."
23,5/S5052.DAT,0x47BD8,59,36,요슈아: 방금 구한 목숨을 그 사람을 위해 써 주지 않겠는가?
23,4/S4035.DAT,0x482A0,51,28,이 싸움이 끝날 때까지 나는 술 마시는 걸 그만두겠어.
23,4/S4022.DAT,0x47CEA,47,24,병사1: 화를 내도 어찌할 수 있는 것도 아니잖아.
23,4/S4022.DAT,0x47A0C,63,40,병사2: 대신이 밀고 있는 팔렌시아 개조 계획에 맞선 죄로 말이지.
23,4/S4021.DAT,0x47B8E,53,30,무슨 개조냐. 살고 있는 사람들을 뭐라고 생각하는 거야!
23,32/S3066.DAT,0x47E4A,73,50,베미의 정령: 아리바샤의 메마른 땅과 물의 정령의 말을 마음에 새겨 두세요.
23,32/S3064.DAT,0x47D7E,53,30,베미의 정령: 마침내 싸움으로 인한 빼앗음을 낳습니다.
23,32/S3061.DAT,0x48074,92,69,베미의 정령: 요슈아도 같은 말을 했어요. 그래서 나는 그에게 마지막 희망과 시련을 주었습니다.
23,31/S3032.DAT,0x47AA2,57,34,알고 있습니다. 그때는 수메리아 왕께 그렇게 전해 주십시오.
23,31/S3031.DAT,0x48308,72,49,야군: 여러분을 루와지의 숲과 셈바라의 늪 두 곳으로 안내하게 하겠습니다.
23,31/S3022.DAT,0x47E54,61,38,병사: 야군 님은 이 나라 제일이다. 거스르면 큰일을 당할 거야.
23,31/S3013.DAT,0x485BA,52,29,승무원: 뭔가 대단한 것을 얻는 일이 있는 모양입니다.
