file,marker_offset,body_start,payload_start,end_exclusive,double_zero,marker,length,payload_capacity,linebreaks,header29_offset,confidence,prefix_kind,preserved_prefix_hex,control_after_hex,preview_hex
31/S3013.DAT,0x47FF4,0x47FF6,0x47FF6,0x48025,0x48025,0x19,47,47,2,0x47FEE,high,none,,00 00 00 21 00 06 00 04 00 05 00 03 00 00 00 00,e5 04 38 4b 55 2d 02 e6 01 e5 04 38 26 4b 73 29 36 1b 1f 1b 1d df 61 df 61 37 e6 01 e5 04 1b 55 1b 55 dd 6a 46 21 dd 24 1e 1b 2d 35 49 54 37
31/S3013.DAT,0x48064,0x48066,0x48066,0x48079,0x48079,0x19,19,19,1,0x4805E,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 43 8d 25 e6 01 30 28 24 3a 29 41 3e 56 76 1e 27 2b 37
31/S3013.DAT,0x4817E,0x48180,0x48180,0x48198,0x48198,0x19,24,24,1,0x48178,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,dd 43 8d 25 e6 01 dd 32 c5 2a 30 44 22 27 30 3b 98 4b 1e 21 1b 27 2b 37
31/S3013.DAT,0x481EC,0x481EE,0x481EE,0x481FE,0x481FE,0x19,16,16,1,0x481E6,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,dd 43 8d 25 e6 01 6e 2a c6 39 1f 1b 30 2b 20 3c
31/S3013.DAT,0x48234,0x48236,0x48236,0x4826F,0x4826F,0x19,57,57,3,0x4822E,high,none,,00 00 00 21 00 06 00 04 00 05 00 04 00 00 00 00,e5 03 54 26 2b 32 58 dd 19 3e 1d 32 22 1c 3c e6 01 e5 03 6e 20 63 1b 1c d1 df 01 28 3f 22 1c 3c e6 01 e5 03 de 08 23 6e 20 3f 22 3c e6 01 e5 03
31/S3013.DAT,0x482B8,0x482BA,0x482BA,0x482E1,0x482E1,0x19,39,39,2,0x482B2,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 43 8d 25 e6 01 2e 1c 5e 23 28 14 bc c2 24 1b 45 74 29 21 38 e6 01 5f 34 47 62 31 1c 1b 22 89 c2 2a 3f 39 27 2b 37
31/S3013.DAT,0x48312,0x48314,0x48314,0x48333,0x48333,0x19,31,31,2,0x4830C,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 43 8d 25 e6 01 2e 2e 30 6e dd 20 38 63 46 58 24 e6 01 54 2d 54 2d dd 19 3e 1d 32 27 2b 37
31/S3013.DAT,0x48364,0x48366,0x48366,0x48387,0x48387,0x19,33,33,1,0x4835E,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 43 8d 25 e6 01 56 76 27 30 24 de 62 46 32 58 dd 19 3e 1d 29 21 47 78 6b 42 23 d9 32 27 2b 3d 37
31/S3013.DAT,0x483C4,0x483C6,0x483C6,0x483FD,0x483FD,0x19,55,55,3,0x483BE,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 43 8d 25 e6 01 a6 6b 31 bc 31 de 4d 53 30 64 82 dd 55 2f 6c df 5d 82 4e e6 01 1e 21 27 2b 20 3c e6 01 a4 b2 1c 62 31 34 30 df 60 df 03 dd 82
31/S3013.DAT,0x4842E,0x48430,0x48430,0x4846E,0x4846E,0x19,62,62,3,0x48428,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,dd 43 8d 25 e6 01 df 08 df 37 38 24 97 46 22 cf 23 dd fa dd 90 2a df 16 b2 23 e6 01 1d 39 27 2b 2a 24 dd 83 1e 1f cf 23 38 33 46 22 e6 01 dd de
31/S3013.DAT,0x484AA,0x484AC,0x484AC,0x484E4,0x484E4,0x19,56,56,3,0x484A4,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,dd 43 8d 25 e6 01 8e dd 20 74 29 1f c3 38 24 74 49 22 4a 73 26 df 23 1c e6 01 dd 9b 1b 21 1b 22 89 c2 23 28 24 6e dd 20 20 de 9b 2f dd 37 2d 30
31/S3013.DAT,0x48514,0x48516,0x48516,0x4852B,0x4852B,0x19,21,21,1,0x4850E,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 43 8d 25 e6 01 44 29 36 24 1b 1b 2e 36 2a 3f 39 27 2b 3d 37
31/S3013.DAT,0x4855C,0x4855E,0x4855E,0x48588,0x48588,0x19,42,42,1,0x48556,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,dd 43 8d 25 e6 01 27 1f 24 a4 dd e6 23 de bd 44 9e 32 22 89 c2 30 28 24 e7 02 2f 1b 55 2d 1d c2 30 3b 1e 21 6d 21 70 3a 1b 37
31/S3013.DAT,0x485B8,0x485BA,0x485BA,0x485D7,0x485D7,0x19,29,29,1,0x485B2,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 43 8d 25 e6 01 6e 20 50 7a 1d 38 1c 2f 7d 55 26 2e 36 2a 3f 22 6d 1f 1b 30 2b 3d 37
31/S3013.DAT,0x4860C,0x4860E,0x4860E,0x48623,0x48623,0x19,21,21,1,0x48606,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 43 8d 25 e6 01 41 32 30 28 24 dd 32 c5 28 1b 1b 30 2b 20 3c
31/S3014.DAT,0x45D38,0x45D3A,0x45D3C,0x45D44,0x45D44,0x17,10,8,0,,medium,control_0100,01 00,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 2a 00,01 00 4d 37 34 2f 3c 33 43 1f
31/S3014.DAT,0x45DAE,0x45DB0,0x45DB2,0x45DBA,0x45DBA,0x17,10,8,0,,medium,control_0100,01 00,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 22 00,01 00 3d 36 2b 2f 48 30 5d 34
31/S3014.DAT,0x45E84,0x45E86,0x45E86,0x45E9F,0x45E9F,0x19,25,25,0,,medium,none,,00 00 00 21 00 06 00 04 00 05 00 02 00 00 00 01,e5 02 28 54 27 dd 68 df 4a b0 dd 18 e6 00 e5 02 dd 34 1b df 27 27 dd 0a e6
31/S3014.DAT,0x46544,0x46546,0x46546,0x46556,0x46556,0x19,16,16,1,0x4653E,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 56 76 1d 3a 1b 27 2b 20 3c
31/S3014.DAT,0x465E8,0x465EA,0x465EA,0x465F9,0x465F9,0x19,15,15,1,0x465E2,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 30 28 24 2e 4b 33 8a 37
31/S3014.DAT,0x46708,0x4670A,0x4670A,0x46724,0x46724,0x19,26,26,1,0x46702,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 1b 45 30 38 dd 1d c5 1e 21 3b 98 4b 1e 21 3b 39 27 2b 37
31/S3014.DAT,0x468D0,0x468D2,0x468D2,0x468E2,0x468E2,0x19,16,16,1,0x468CA,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 56 76 1d 3a 1b 27 2b 20 3c
31/S3014.DAT,0x46974,0x46976,0x46976,0x46985,0x46985,0x19,15,15,1,0x4696E,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 30 28 24 2e 4b 33 8a 37
31/S3014.DAT,0x46AA0,0x46AA2,0x46AA2,0x46ABC,0x46ABC,0x19,26,26,1,0x46A9A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 1b 45 30 38 dd 1d c5 1e 21 3b 98 4b 1e 21 3b 39 27 2b 37
31/S3014.DAT,0x46BFE,0x46C00,0x46C00,0x46C10,0x46C10,0x19,16,16,1,0x46BF8,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 56 76 1d 3a 1b 27 2b 20 3c
31/S3014.DAT,0x46CA6,0x46CA8,0x46CA8,0x46CB8,0x46CB8,0x19,16,16,1,0x46CA0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 56 76 1d 3a 1b 27 2b 20 3c
31/S3014.DAT,0x46D4E,0x46D50,0x46D50,0x46D5F,0x46D5F,0x19,15,15,1,0x46D48,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 30 28 24 2e 4b 33 8a 37
31/S3014.DAT,0x46E80,0x46E82,0x46E82,0x46E9C,0x46E9C,0x19,26,26,1,0x46E7A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 1b 45 30 38 dd 1d c5 1e 21 3b 98 4b 1e 21 3b 39 27 2b 37
31/S3014.DAT,0x46FB2,0x46FB4,0x46FB4,0x46FFC,0x46FFC,0x19,72,72,1,0x46FAC,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 42 65 db d8 2c 42 4e dd 60 77 6b 31 2c de 96 1e de 20 dd 80 61 28 24 bc 31 de 4d 53 30 de 0a 2d 30 1b 22 cf 23 df 60 20 df
31/S3014.DAT,0x4702C,0x4702E,0x4702E,0x47070,0x47070,0x19,66,66,3,0x47026,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 de 96 23 24 de 96 1e de 20 dd 80 61 28 dd cc de 55 1d de 4f dd 90 36 e6 01 dd 8c de a9 1c de 4f dd 90 2a de 59 de 6f 3a 32
31/S3014.DAT,0x470A0,0x470A2,0x470A2,0x470D6,0x470D6,0x19,52,52,1,0x4709A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 42 65 db d8 30 de 04 9c 21 67 78 31 7f 2f dd 3f 46 22 38 1c 28 94 2c dd 88 3a 1b dd 41 de 06 2c 50 44 1b dd 41 de 06 1c 14
31/S3014.DAT,0x47172,0x47174,0x47174,0x471A0,0x471A0,0x19,44,44,2,0x4716C,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 bd 23 d0 b1 1e 1f 89 dd ac 23 24 de 02 b1 2f 3a 32 24 e6 01 67 78 31 7f 2f dd 68 49 22 2e 36 2a 3f 39 27 2b 37
31/S3014.DAT,0x471D0,0x471D2,0x471D2,0x47200,0x47200,0x19,46,46,3,0x471CA,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 2e 32 2f dd 96 49 22 1f 51 23 28 24 e6 01 bd 1c c3 55 20 3d 2e 23 e6 01 9e 39 dd 5d 2d 30 d0 b1 2b 22 2e 36 30 2b 37
31/S3014.DAT,0x47230,0x47232,0x47232,0x4726F,0x4726F,0x19,61,61,3,0x4722A,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 de f3 23 24 a4 b2 2a d0 b1 3a 32 22 cf 23 1d 22 dd 35 3e 24 e6 01 c7 de 8c 20 33 23 1d 22 3d 26 23 1e b5 49 22 36 e6 01 bd
31/S3014.DAT,0x472A0,0x472A2,0x472A2,0x472D8,0x472D8,0x19,54,54,1,0x4729A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 de 96 1e de 20 d0 b1 38 42 65 db d8 2f de 04 9c 22 1c 36 dd 82 4a 3e de d4 dd 9a 23 bd 1c de 02 b1 2f dd 68 49 1d 1b d0 b1
31/S3014.DAT,0x47458,0x4745A,0x4745A,0x47496,0x47496,0x19,60,60,2,0x47452,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 2e 4b 33 1c d0 b1 2a 5f 34 47 62 31 23 44 20 1d 1b 1c 28 6f dd b4 53 1c de 1d 1b de fe dd 6b 23 24 de 09 1e 73 26 2a dd 6c
31/S3014.DAT,0x474C6,0x474C8,0x474C8,0x474F8,0x474F8,0x19,48,48,2,0x474C0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 de 51 46 58 24 dd 1b dd 51 2f dd 33 dd 3e 2b 22 5f 34 47 62 31 28 24 e6 01 dd 1b dd 51 d0 b1 23 28 dd 19 1b 38 2d 30 2b 37
31/S3014.DAT,0x47528,0x4752A,0x4752A,0x47559,0x47559,0x19,47,47,2,0x47522,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 de 08 23 28 24 dd 72 2d 30 1b 22 5f 34 47 62 31 23 28 24 e6 01 c1 1c dd 1b dd 51 2a 3d 3e 44 3e 36 20 38 3f 39 27 2b 37
31/S3014.DAT,0x4758A,0x4758C,0x4758C,0x475B4,0x475B4,0x19,40,40,2,0x47584,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 63 1b 28 de 5c 2f dd 33 43 1d 44 48 1b 49 27 59 2d 37 e6 01 61 35 49 4a 48 35 51 1d 2d 30 2b 3d 37
31/S3014.DAT,0x475E4,0x475E6,0x475E6,0x475F0,0x475F0,0x17,10,10,0,0x475DE,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,02 00 91 29 21 3e 32 22 a7 37
31/S3014.DAT,0x4762C,0x4762E,0x4762E,0x47656,0x47656,0x19,40,40,1,0x47626,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 dd 19 1b de 09 87 2f de 0a 2d 30 63 26 36 24 41 32 35 49 dd d4 3e 1c dd de de 75 2f 45 51 27 2b 37
31/S3014.DAT,0x47686,0x47688,0x47688,0x476C1,0x476C1,0x19,57,57,3,0x47680,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 dd de de 75 28 24 d0 b1 1e 1f cf 38 24 3a 32 1f cf 38 e6 01 dd a7 33 32 27 2b 37 e6 01 1b 45 38 6c d6 6f 34 7f 2b 22 dd 11
31/S3014.DAT,0x476F2,0x476F4,0x476F4,0x4770C,0x4770C,0x17,24,24,1,0x476EC,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,03 00 1d 2d 35 20 24 4b 73 29 36 40 22 a9 23 e6 01 1d 29 21 44 1f 1d 37
31/S3014.DAT,0x4778C,0x4778E,0x4778E,0x47797,0x47797,0x17,9,9,0,0x47786,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,03 00 df 61 df 61 df 61 37
31/S3014.DAT,0x477D4,0x477D6,0x477D6,0x47801,0x47801,0x19,43,43,2,0x477CE,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 dd 99 88 2a 97 46 21 3e 22 36 24 63 93 30 1c b6 43 39 23 e6 01 3d 39 6f dd b4 53 23 3a 2a 56 21 44 27 2b 37
31/S3014.DAT,0x47832,0x47834,0x47834,0x47857,0x47857,0x19,35,35,2,0x4782C,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 2b dd 35 21 1c 52 2a d0 b1 23 dd 01 1b 21 1b 22 43 49 30 28 e6 01 3f 39 27 59 2d 37
31/S3014.DAT,0x47888,0x4788A,0x4788A,0x478BA,0x478BA,0x19,48,48,1,0x47882,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 dd 4e d6 57 4e 62 31 1c dd a6 dd ad dd d2 2a de 44 1b dd d2 23 1d 22 3d 26 23 a9 2f 45 49 21 6d 21 28 54 26 30 1e 73 26 3c
31/S3014.DAT,0x478EA,0x478EC,0x478EC,0x47915,0x47915,0x19,41,41,3,0x478E4,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 44 29 36 24 e6 01 2b dd b7 40 33 32 21 1e 27 26 dd a4 4b 2e d2 32 28 e6 01 1b 1d 3e 1d 39 27 2b 3d 37
31/S3014.DAT,0x47946,0x47948,0x47948,0x4795A,0x4795A,0x17,18,18,0,0x47940,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,07 00 dd a4 4b 2e d2 32 36 28 dd d3 1c 2e 36 4a 48 3c
31/S3014.DAT,0x47A18,0x47A1A,0x47A1A,0x47A45,0x47A45,0x19,43,43,2,0x47A12,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 42 57 57 5c 47 1c dd 8f dd 9d 67 34 7f 69 34 28 e6 01 de 09 dd 42 23 dd b2 de d2 2a de a0 1b 3d 26 30 2b 37
31/S3014.DAT,0x47A76,0x47A78,0x47A78,0x47AAC,0x47AAC,0x19,52,52,3,0x47A70,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 1d 20 23 28 24 5f 34 47 62 31 23 dd 1e 33 32 1f 24 e6 01 3f 41 2e 23 1e 20 1d 1b 42 4e dd 60 77 6b 31 38 3f 22 36 e6 01 d3
31/S3014.DAT,0x47ADC,0x47ADE,0x47ADE,0x47B00,0x47B00,0x19,34,34,2,0x47AD6,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 61 de 38 1e 38 20 4c 21 24 cf 23 28 74 29 21 6d 22 1c 38 e6 01 3d 1b 1c 30 28 3c
31/S3014.DAT,0x47B30,0x47B32,0x47B32,0x47B52,0x47B52,0x17,32,32,1,0x47B2A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,07 00 41 26 4a 48 24 3b 27 46 33 1c 61 30 dd c9 2f e6 01 54 2d 54 2d 87 23 86 32 22 2d 4a 48 02
31/S3014.DAT,0x47B82,0x47B84,0x47B84,0x47BB0,0x47BB0,0x17,44,44,1,0x47B7C,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,07 00 38 4b 55 2d 24 87 23 86 32 1f c3 28 43 1e 23 27 20 59 2d 1e 48 1b 37 e6 01 dd b5 d6 82 dd b5 d6 82 dd b5 d6 82 dd b5 d6 82 37
31/S3014.DAT,0x47BE0,0x47BE2,0x47BE4,0x47BF0,0x47BF0,0x17,14,12,0,0x47BDA,high,control_0100,01 00,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,01 00 27 20 59 22 de ba 1d 1b 30 1e 73 02
31/S3014.DAT,0x47C2C,0x47C2E,0x47C2E,0x47C50,0x47C50,0x19,34,34,2,0x47C26,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 5c dd 14 31 dd 6d 1c dd 10 1c b4 6d 1c 4d 4f 2f e6 01 3b d2 46 21 1b 27 2b 20 3c
31/S3014.DAT,0x47C80,0x47C82,0x47C82,0x47CA3,0x47CA3,0x19,33,33,2,0x47C7A,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 dd 73 de 6b 28 1b 45 38 be dd 06 2f a0 dd 1e 29 21 3e 32 21 e6 01 1b 27 2b 37
31/S3014.DAT,0x47CD4,0x47CD6,0x47CD6,0x47D10,0x47D10,0x19,58,58,3,0x47CCE,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 dd 3a 53 64 31 7c 23 28 24 14 bc c2 af 5c 53 dd 23 6b 42 2a e6 01 3f 22 7a 30 2b 1e 24 cf 23 28 74 29 21 24 e6 01 b0 2f d3
31/S3014.DAT,0x47D40,0x47D42,0x47D42,0x47D5D,0x47D5D,0x19,27,27,1,0x47D3A,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 74 3e 36 df 0b dd 80 dd 58 2f 38 33 46 22 3d 26 30 2b 3d 37
31/S3014.DAT,0x47D8E,0x47D90,0x47D90,0x47D9A,0x47D9A,0x17,10,10,0,0x47D88,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,04 00 40 3a 1e de b6 1c 26 37
31/S3014.DAT,0x47DD6,0x47DD8,0x47DD8,0x47E07,0x47E07,0x19,47,47,3,0x47DD0,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 57 64 67 23 dd ab 29 1f 84 83 28 24 e6 01 dd 9e 2f dd bf 74 1c 89 36 1e 21 e6 01 dd 34 de 8f 1e 21 1b 22 3d 26 30 2b 37
31/S3014.DAT,0x47E38,0x47E3A,0x47E3A,0x47E67,0x47E67,0x19,45,45,2,0x47E32,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 a4 b2 1c dd 19 3a 2f de 38 1e 1f 3e 1d 29 1f 89 dd ac 23 24 e6 01 dd 36 4b 3d 29 21 6d 21 28 54 26 30 1e 73 26 37
31/S3014.DAT,0x47EE2,0x47EE4,0x47EE4,0x47EFA,0x47EFA,0x19,22,22,1,0x47EDC,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 54 32 23 45 1b 21 3b b0 1e 1e 27 1e 73 26 3c
31/S3014.DAT,0x4818C,0x4818E,0x4818E,0x481C0,0x481C0,0x19,50,50,1,0x48186,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 dd 3c 31 dd 4d 34 3a 2d 2a dd 99 88 23 1d 29 1f c3 23 8f 53 dd 56 47 1c de f2 1c 47 5c 31 34 77 31 4e 53 8a 74 44 27 1e 1f
31/S3014.DAT,0x481F0,0x481F2,0x481F2,0x4821C,0x4821C,0x19,42,42,1,0x481EA,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 2e 2e 30 28 24 3f 22 42 65 db d8 2a 87 23 86 39 27 2b 37 47 5c 31 34 77 31 4e 53 35 49 23 df 61 df 61 37
31/S3014.DAT,0x48250,0x48252,0x48252,0x48284,0x48284,0x19,50,50,3,0x4824A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 af 5c 53 dd 64 23 24 a4 b2 1c 62 31 34 30 e6 01 47 62 31 5c dd a1 62 34 2f 3b 2b 36 e6 01 47 db 31 62 47 2f a0 32 27 2b 3d
31/S3014.DAT,0x482B4,0x482B6,0x482B6,0x482ED,0x482ED,0x19,55,55,1,0x482AE,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 41 1c cf 23 24 bc 31 de 4d 53 36 e7 02 30 6b 34 80 1c dd 64 1c dd 4c 2f de 0a 2d 30 42 65 d1 34 1c de b1 de ca 2f dd 15 46
31/S3014.DAT,0x4831E,0x48320,0x48320,0x48348,0x48348,0x19,40,40,2,0x48318,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 2e 32 28 24 8e dd 20 dd 15 46 22 36 dd 60 31 c9 3a 32 22 1c 30 e6 01 8c 29 36 dd 33 46 27 2b 3d 37
31/S3014.DAT,0x4837C,0x4837E,0x4837E,0x483C2,0x483C2,0x19,68,68,1,0x48376,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 dd 78 dd 7b de 6e 28 dd 08 dd 25 30 17 27 30 1d 22 36 d3 1b 21 3b 39 27 2b 37 dd 64 23 28 a0 45 20 39 23 3e 1b 38 1c 38 1b
31/S3014.DAT,0x483F6,0x483F8,0x483F8,0x48438,0x48438,0x19,64,64,1,0x483F0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 d7 d1 cb 1c dd df de 7a 28 24 dd 08 dd 25 30 19 45 23 1d 22 36 d3 1b 21 3b 39 27 2b 37 dd 08 dd 25 a0 45 20 22 36 24 20 1d
31/S3014.DAT,0x4846C,0x4846E,0x4846E,0x48497,0x48497,0x19,41,41,1,0x48466,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,6c 69 72 34 25 e6 01 41 1c c3 1c 93 dd 4c 89 30 28 24 af 5c 53 23 d5 29 1f de d7 2f de d7 46 21 1b 22 6d 1f 1b 30 2b 4c 37
31/S3014.DAT,0x484C8,0x484CA,0x484CA,0x484F4,0x484F4,0x19,42,42,2,0x484C2,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 44 29 36 24 1b 1b 2e 36 2a 3f 39 27 2b 20 33 e6 01 2a 2d 58 29 21 dd f5 55 3e 2f dd ef 29 21 70 3a 1b 37
31/S3014.DAT,0x48528,0x4852A,0x4852A,0x4856C,0x4856C,0x19,66,66,2,0x48522,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 dd 3c 31 dd 4d 34 cb 1c dd b5 31 5c 71 de b4 31 53 1c dd 1b dd 51 1c dd 0a 23 5b 50 44 1b dd 41 de 06 5a 2f de 04 9c dd 5d
31/S3014.DAT,0x4859C,0x4859E,0x4859E,0x485C2,0x485C2,0x19,36,36,2,0x48596,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 5f 34 47 62 31 1c dd d4 1b 36 2e 55 30 dd 33 29 21 6d 21 28 e6 01 54 26 30 1e 73 26 37
31/S3014.DAT,0x485F6,0x485F8,0x485F8,0x4863C,0x4863C,0x19,68,68,1,0x485F0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 57 64 67 dd 9e 30 28 24 57 34 4e 2f de d5 49 21 dd bf 74 2f 74 29 21 1b 22 3d 26 30 2b 2a 24 41 1c dd 08 21 2f dd 79 46 22
31/S3014.DAT,0x4866C,0x4866E,0x4866E,0x48694,0x48694,0x19,38,38,1,0x48666,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 1f 35 24 57 64 67 dd 9e 30 38 33 46 22 43 49 30 28 1d 1b 3d 26 30 2b 2a df 61 df 61 df 61 37
31/S3014.DAT,0x486C8,0x486CA,0x486CA,0x4870C,0x4870C,0x19,66,66,2,0x486C2,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 a2 64 34 60 34 80 47 5c 31 34 1c 3f 22 89 c2 2a 43 20 39 27 1e 1f 37 12 45 28 47 78 6b 42 1c 5c 71 dd 39 dd 03 53 e6 01 12
31/S3014.DAT,0x4873C,0x4873E,0x4873E,0x48772,0x48772,0x19,52,52,1,0x48736,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,6c 69 72 34 25 e6 01 12 45 28 dd 3c 31 dd 4d 34 cb 2a 24 dd 2b c3 1c 12 45 28 42 31 4e 3a 2d 1c b7 b9 2a dd 09 29 21 33 29 1e 48 29 1f 6d 1f 1b
