unit,rows,japanese,korean
389,1,自#つ,
390,1,え,
391,1,大臣 どうやら◇聖柩◇を手に入れたようだな ご苦労、ご苦労。,
392,1,大臣 洞窟を調ベろ! ◇聖柩◇があるはすだ。,
393,1,兵士 ありました。,
394,1,大臣 よし、こいつらを引き立てろ!,
395,1,大臣 それがよかろう。 われらはトウヴィルの村人の命を どうにでもできるのだからな。,
396,1,大臣 勇者とて、母親の命は大切だろう。,
397,1,大臣 はつはつはつはつはつ。,
398,1,戦闘になるぞ。いいか？ はい やつっりやめる,
399,1,戦闘になるよ。いいの？ はい やつっりやめる,
400,1,やるぜ。もちろんいいよな はい やつっりやめる,
401,1,戦闘になるけど、いいのかな？ はい やつっりやめる,
402,1,戦闘になるがいいのかな？ はい やつっりやめる,
403,1,いいか？ はい やつっりやめる,
404,1,どうしようかね やる やつっりやめる,
405,1,勝利回数10回の方には、 ちょつとうれしい賞品がございます。 がんばつて下さい。,
406,1,20回までのこり 回です。 がんばつて下さい。,
407,1,40回までのこり 回です。 がんばつて下さい。,
408,1,80回までのこり 回です。 がんばつて下さい。,
409,1,120回までのこり 回です。 がんばつて下さい。,
410,1,160回までのこり 回です。 がんばつて下さい。,
411,1,200回までのこり 回です。 がんばつて下さい。,
412,1,1000回までのこり 回です。 あきらめないで、がんばつて下さい。,
413,1,10回目の勝利をきねんして プレゼントがございます。 次の商品からお選び下さい。,
414,1,◇みなぎる果実◇ ◇大きい爆弾◇ ◇弱りの玉◇ ◇復活の薬◇,
415,1,20回目の勝利をきねんして プレゼントがございます。 次の商品からお選び下さい。,
416,1,◇ちからの実◇ ◇パロの実◇ ◇いのちの木の実◇ ◇魔力の泉◇,
417,1,40回目の勝利をきねんして プレゼントがございます。 次の商品からお選び下さい。,
418,1,◇氷の守り◇ ◇炎の守り◇ ◇魔法のカート◇ ◇しつぷうのバンダナ◇,
419,1,80回目の勝利をきねんして プレゼントがございます。 次の商品からお選び下さい。,
420,1,◇スリープレスカート◇ ◇アンチへモジー◇ ◇鏡◇ ◇サングラス◇,
421,1,120回目の勝利をきねんして プレゼントがございます。 次の商品からお選び下さい。,
422,1,◇ディールの牙◇,
423,1,◇ディールの牙◇を手にいれた。,
424,1,160回目の勝利をきねんして プレゼントがございます。 次の商品からお選び下さい。,
425,1,◇パワーリスト◇ ◇ハイパーフーツ◇ ◇いやしのお守り◇ ◇貝がら◇,
426,1,200回目の勝利をきねんして プレゼントがございます。 次の商品からお選び下さい。,
427,1,◇幻のこて◇,
428,1,1000回目の勝利をきねんして プレゼントがございます。 次の商品からお選び下さい。,
429,1,◇闘技場の倉庫の中身◇,
430,1,◇バイオレットレーサー◇を手にいれた。,
431,1,◇一角獣の角◇を手にいれた。,
432,1,もう賞品はありませんが がんばつて下さい。,
433,1,おー こんな所に じゅんせい◇へモジー◇が いたわい。,
434,1,・・そうじゃ さつそく◇調ベる◇じゃい。,
435,1,およ・・。,
436,1,おお なんとわしまで◇へモジー◇に なつてしもうたわい。,
437,1,とりあえすわしのニレクションに加えるぞい,
438,1,もうけ、もうけ うつひゃつひゃ,
439,1,召喚獣◇へモジー◇を手に入れました,
440,1,ちげえねえや。,
441,1,わしらもいくぞい。,
442,1,さて、わしも行くかのう。,
443,1,いつっしのこを言うように なつてきたわい。,
444,1,ふふつふふつふふつ。,
445,1,みかけによらす強いのう。 おまえたち。,
446,1,さつきのモンスターに捕らえられていたおじいさんだ。,
447,1,おまえたち、古の◇伝記◇を 認めてきたんじゃろうが。,
448,1,じゃっ、改めて聞くけど ◇聖柩◇の力を手に入れるには どうすればいいんだい？,
449,1,ますこの世界を形成する5大精霊を救わねばのう。,
450,1,そうじゃ。 この世界を形作り、動かしている全ての精霊達の代表,
451,1,それが、地 水 火 風 光 の5要素をつかさどる精霊じゃ。,
452,1,みちびいたもの・ ・ ・ ？ 父さんからの手紙か!,
453,1,それはどこから来たものかのう？,
454,1,話は決まつたようじゃのう。 では行くとしようか。,
455,1,はて？ この石はなんだつたじゃろう・・,
456,1,ロマンシングストーンをもつていた!,
457,1,これから音声が聞きにくくなるのすこしボリュームを上げてね,
458,1,◇すごいアイテム◇を手に入れた!,
459,1,チョンガラの◇すごいアイテム◇をうばつた!,
460,1,◇すごいアイテム◇をとりかえした!,
461,1,◇すごいアイテム◇をとりあげた!,
462,1,◇すごいアイテム◇がこわれてとんだ!,
463,1,◇こわれたアイテム◇に気づいていない。,
464,1,早く◇聖柩◇の所へ 行かなくちゃならないのに・・。,
465,1,来てやつたぜ。 約束通りな!,
466,1,早く山を下りよう。 ◇聖柩◇はサルバシオの滝だ!,
467,1,ふふふ、 よくぞここまできた。,
468,1,しかし! はたして、このわたしをたおせるかな,
469,1,ふふふふ ・ ・ ・ て、 だれもいないじゃない!？,
470,1,こつちこつち、後ろにいるよ!,
471,1,え、 う し ろ,
472,1,なんて、ひきょうなやつらなの! わたしを後ろからおそうなんて!,
473,1,まつていなさい、いまそつちにいつてベッタベッタのメッタメッタに・・・,
474,1,う、 お、 お も い,
475,1,いつだああああああい!,
476,1,なかなかやるわね、 もうゆるさないわ! えい!,
477,1,やつっりこつちの方がいいわね!,
478,1,いでよ、モンスター!!,
479,1,じゃあ、勝負よ!,
480,1,後ろだつていつてるのに・・・,
481,1,あーおもしろかつた,
482,1,わたし、決めたわ! あなた達のおともだちになる!!,
483,1,おともだちつていつても・・・,
484,1,わたしは世界一の大魔法使いチョニ。どうぞよろしく。,
485,1,わたしと遊びたいときは、チョンガラさんのつぼでよんでね!,
486,1,ただし、スメリアの◇ニルボ平原◇◇クイナの丘◇◇カラガン平野◇,
487,1,ミルマーナの◇ルワジの森◇◇カカラスの森◇◇センバラの沼◇,
488,1,アリバーシャの◇レイデン遺跡◇◇サラ砂漠◇◇イシュマのいわ場◇,
489,1,じゃないと、 い・ や・ よつ!,
490,1,じゃあ、またねー!!,
491,1,いらしゃいませ! ちょこでえーす!!,
492,1,さあ、みんなでおどりましょう!,
493,1,わーい、おもしろーい!,
494,1,めがまわるよふ・・・,
495,1,ふえーん、だれかとめてえ・・・,
496,1,ああ 一体このオーフと精霊にどんな か係があるんだろう？,
497,1,どれ、 わしにも見せてくれんかのう。,
498,1,きれいなもんじゃのう。,
499,1,おつと と と と と,
500,1,風の精霊 お前らを信じた証として◇風の石◇を渡そう。,
501,1,◇風の石◇を手に入れた,
502,1,◇悲劇の眼鏡◇を手に入れた,
503,1,こつ、これは・・・ ◇へろへろラッパ◇だ! こんなところにあつたなんて,
504,1,◇へろへろラッパ◇を手に入れました,
505,1,タンクの中のもの 私は炎の精霊。 この研究所に捕らえられ すつと力をすい取られ続けていた。,
506,1,炎の精霊 そう、この研究所は あたらしい エリルベーの研究を している 。 つまり生命力エリルベーだ。,
507,1,炎の精霊 炎の精霊である 私を捕らえ エリルベーを とり続けてきた。,
508,1,炎の精霊 この国が 急げきに はん栄しだしたのは そのせいだ。,
509,1,炎の精霊 エリルベーは たがいに分け与え 高めてゆくもので 相手から無理に 奪いとるものではない。,
510,1,炎の精霊 頼む、 助けてくれ。 このタンクを 壊してくれ。,
511,1,炎の精霊 あ り が と う 。,
512,1,火の精霊 私は火の精霊。私の下位精霊である 炎の精霊を開放してくれた 礼を言わなくてはなるまい。,
513,1,わしはそのほうに 負けてみたいと思うがのう。,
514,1,火の精霊 このわしに説教をするとはな ・ ・ ・ 。,
515,1,火の精霊 よかろう。 お主の言葉、少年の涙。 そして炎の精霊を開放してくれた 勇気を信じて,
516,1,火の精霊 いでよ、◇ライジン◇!,
517,1,け(て,
518,1,火の精霊 お主等の手助けをする◇ライジン◇だ。 持つていくがよい。,
519,1,火の精霊 さあ◇火の石◇を受け取れ。,
520,1,◇火の石◇を手に入れた。,
521,1,ね(&,
522,1,所長 このまま で すむと 思 う なよ。 お 前 等 もろ とも ここを ふ き 飛ば し て くれ る。,
523,1,警告 爆破装置が 作動しました。,
524,1,この研究所は 聞もなく爆発します。,
525,1,ただちに避難して下さい。,
526,1,脱出しよう。,
527,1,討伐兵 報告いたします。,
528,1,討伐兵 アークとその一味は その後の捜索にもかかわらす 行方がわかりません。,
529,1,討伐兵 なにぶん、大きく地形が 変わつてしまつており・・。,
530,1,アンデル わかつた。 捜査を打ち切るように指示をだせ。,
531,1,アンデル ・ ・ ・ まあよい どうせこの国にもうヤツ等の いられる場所などないのだからな。,
532,1,アンデル フフフフ。,
533,1,アンデル ワハハハハハハハ!!,
534,1,この国の王家には 古(いにしえ)にスメリアに運ばれた ◇聖柩◇にかする伝説が 代々伝えられている。,
535,1,人類の遺産(いさん)を◇聖柩◇につめ 神の定(さだ)めた地スメリアに旅をしたというのだ。,
536,1,そして、その◇聖柩◇は、 再び人類が滅亡の危機(きき)に ひんした時,
537,1,うふおおおおお!!,
538,1,国王 その時、兄の残したのが ◇人類が滅亡する◇という言葉なのだ。,
539,1,国王 そして◇聖柩◇がこの国のどこにあるのかどうすれば手に入れることができるのか,
540,1,国王 おまえが、トウヴィルのワイト家の娘か。,
541,1,国王 よかろう。 3人でゆくがよい。 空港に飛行船を用意させてある。,
542,1,長老 我々は、時代に取り残された民。 忘れられて、ほろぶならば それもまた運命。,
543,1,長老 ただこれだけは お伝えしておきたいのです。,
544,1,長老 精霊達はみなひみをかかえております。 それはこの世界のひみなのです。,
545,1,長老 ヨシュア殿からあなたさまは 人の未来への希望だとお聞きしました。 まだ終わらせてはいけないのです。,
546,1,長老 これは、この村に伝わるお守りです。 何かのお役に立てて下さい。,
547,1,◇長老の盾◇を手に入れた。,
548,1,長老 カサトールは 忘れ去られた 水の神殿に 向かつております。,
549,1,長老 水の 精 霊 を まもつ ・ て ・ ・ くだ ・ ・ ・,
550,1,サリュ族の男 人の命など何とも思わない モンスターよりもひどい男です。 ヤツは、ヤツだけは許せない!,
551,1,アーク ・ ・ ・ ・？,
552,1,何かを知つても、 学んでも 俺の目の前から悲劇は消えない・・。,
553,1,おれは なんて無力なんだ・・。,
554,1,その教えが、いつの聞にかゆがめられてしまつたようだのう。,
555,1,待つてくれ、 私も話がしたい。 案内しよう。,
