char,index,row,column,plane,location,occurrences,codes,original_plane_nonblank,original_text_used
명,1062,12,13,2,COMM.IMG,59,E0 4E,0,0
물,1063,12,13,3,COMM.IMG,7,E0 4F,0,0
미,1064,12,14,0,COMM.IMG,66,E0 50,0,1
밀,1065,12,14,1,COMM.IMG,11,E0 51,0,0
본,1066,12,14,2,COMM.IMG,47,E0 52,0,0
비,1067,12,14,3,COMM.IMG,99,E0 53,0,0
빌,1068,12,15,0,COMM.IMG,27,E0 54,0,0
산,1069,12,15,1,COMM.IMG,51,E0 55,0,0
상,1070,12,15,2,COMM.IMG,10,E0 56,0,0
서,1071,12,15,3,COMM.IMG,3,E0 57,0,0
선,1072,12,16,0,COMM.IMG,44,E0 58,0,0
설,1073,12,16,1,COMM.IMG,14,E0 59,0,0
성,1074,12,16,2,COMM.IMG,80,E0 5A,0,0
세,1075,12,16,3,COMM.IMG,12,E0 5B,0,0
속,1076,12,17,0,COMM.IMG,45,E0 5C,0,0
손,1077,12,17,1,COMM.IMG,3,E0 5D,0,0
숲,1078,12,17,2,COMM.IMG,30,E0 5E,0,0
습,1079,12,17,3,COMM.IMG,21,E0 5F,0,0
시,1081,12,18,1,COMM.IMG,17,E0 61,0,0
오,1082,12,18,2,COMM.IMG,10,E0 62,0,0
온,1083,12,18,3,COMM.IMG,47,E0 63,0,0
와,1084,12,19,0,COMM.IMG,6,E0 64,0,0
왕,1085,12,19,1,COMM.IMG,5,E0 65,0,0
요,1086,12,19,2,COMM.IMG,16,E0 66,0,0
용,1087,12,19,3,COMM.IMG,81,E0 67,0,0
우,1088,12,20,0,COMM.IMG,4,E0 68,0,0
위,1089,12,20,1,COMM.IMG,4,E0 69,0,0
인,1090,12,20,2,COMM.IMG,14,E0 6A,0,0
일,1091,12,20,3,COMM.IMG,6,E0 6B,0,0
케,1104,13,3,0,strip_D_remap,16,E0 78,0,1
켜,1105,13,3,1,strip_D_remap,23,E0 79,0,0
쿠,1106,13,3,2,strip_D_remap,90,E0 7A,0,0
곳,1107,13,3,3,strip_D_remap,88,E0 7B,0,0
키,1108,13,4,0,strip_D_remap,47,E0 7C,0,1
타,1109,13,4,1,strip_D_remap,36,E0 7D,0,0
토,1110,13,4,2,strip_D_remap,2,E0 7E,0,0
고,1111,13,4,3,strip_D_remap,9,E0 7F,0,1
활,1112,13,5,0,strip_D_remap,17,E0 80,1,1
같,1113,13,5,1,strip_D_remap,48,E0 81,1,0
트,1114,13,5,2,strip_D_remap,29,E0 82,1,0
폐,1115,13,5,3,strip_D_remap,3,E0 83,1,0
한,1116,13,6,0,COMM.IMG,2,E0 84,0,1
함,1117,13,6,1,COMM.IMG,24,E0 85,0,0
합,1118,13,6,2,COMM.IMG,78,E0 86,0,0
항,1119,13,6,3,COMM.IMG,10,E0 87,0,0
해,1120,13,7,0,COMM.IMG,12,E0 88,0,1
경,1121,13,7,1,COMM.IMG,4,E0 89,0,0
반,1122,13,7,2,COMM.IMG,47,E0 8A,1,0
행,1123,13,7,3,COMM.IMG,63,E0 8B,0,0
력,1124,13,8,0,COMM.IMG,36,E0 8C,0,0
형,1125,13,8,1,COMM.IMG,36,E0 8D,0,0
힘,1126,13,8,2,COMM.IMG,3,E0 8E,0,0
메,1127,13,8,3,COMM.IMG,65,E0 8F,0,0
체,1128,13,9,0,COMM.IMG,21,E0 90,0,0
분,1129,13,9,1,COMM.IMG,2,E0 91,0,0
작,1130,13,9,2,COMM.IMG,44,E0 92,0,0
보,1131,13,9,3,COMM.IMG,6,E0 93,0,0
동,1132,13,10,0,COMM.IMG,62,E0 94,0,0
례,1133,13,10,1,COMM.IMG,7,E0 95,0,0
차,1134,13,10,2,COMM.IMG,24,E0 96,0,0
넘,1135,13,10,3,COMM.IMG,17,E0 97,0,0
리,1136,13,11,0,COMM.IMG,21,E0 98,0,0
나,1137,13,11,1,COMM.IMG,14,E0 99,0,0
계,1138,13,11,2,COMM.IMG,90,E0 9A,0,0
의,1139,13,11,3,COMM.IMG,15,E0 9B,0,0
아,1140,13,12,0,COMM.IMG,14,E0 9C,0,0
크,1141,13,12,1,COMM.IMG,4,E0 9D,0,0
마,1142,13,12,2,COMM.IMG,12,E0 9E,0,0
에,1143,13,12,3,COMM.IMG,14,E0 9F,0,0
어,1144,13,13,0,COMM.IMG,7,E0 A0,0,0
디,1145,13,13,1,COMM.IMG,20,E0 A1,0,0
지,1146,13,13,2,COMM.IMG,14,E0 A2,0,0
을,1147,13,13,3,COMM.IMG,17,E0 A3,0,0
조,1148,13,14,0,COMM.IMG,1,E0 A4,0,0
사,1149,13,14,1,COMM.IMG,14,E0 A5,0,0
라,1150,13,14,2,COMM.IMG,404,E0 A6,0,0
도,1151,13,14,3,COMM.IMG,3,E0 A7,0,0
겠,1152,13,15,0,COMM.IMG,8,E0 A8,0,0
킨,1153,13,15,1,COMM.IMG,5,E0 A9,0,1
제,1154,13,15,2,COMM.IMG,1,E0 AA,0,1
를,1155,13,15,3,COMM.IMG,19,E0 AB,0,1
기,1156,13,16,0,COMM.IMG,37,E0 AC,0,0
유,1157,13,16,1,COMM.IMG,6,E0 AD,0,0
언,1158,13,16,2,COMM.IMG,65,E0 AE,0,1
른,1159,13,16,3,COMM.IMG,25,E0 AF,0,1
치,1160,13,17,0,COMM.IMG,71,E0 B0,0,0
얻,1161,13,17,1,COMM.IMG,32,E0 B1,0,0
열,1162,13,17,2,COMM.IMG,30,E0 B2,0,0
법,1163,13,17,3,COMM.IMG,55,E0 B3,0,0
걸,1164,13,18,0,COMM.IMG,33,E0 B4,0,0
할,1165,13,18,1,COMM.IMG,1,E0 B5,0,0
택,1166,13,18,2,COMM.IMG,8,E0 B6,0,1
딸,1167,13,18,3,COMM.IMG,6,E0 B7,0,0
떠,1168,13,19,0,COMM.IMG,20,E0 B8,0,0
떻,1169,13,19,1,COMM.IMG,56,E0 B9,0,0
람,1170,13,19,2,COMM.IMG,77,E0 BA,0,1
래,1171,13,19,3,COMM.IMG,86,E0 BB,0,0
런,1172,13,20,0,COMM.IMG,70,E0 BC,0,0
이,1173,13,20,1,COMM.IMG,1392,E0 BD,0,1
말,1174,13,20,2,COMM.IMG,4,E0 BE,0,0
은,1175,13,20,3,COMM.IMG,8,E0 BF,0,0
가,1176,14,0,0,COMM.IMG,21,E0 C0,0,1
다,1177,14,0,1,COMM.IMG,37,E0 C1,0,0
는,1178,14,0,2,COMM.IMG,10,E0 C2,0,1
신,1179,14,0,3,COMM.IMG,3,E0 C3,0,0
하,1180,14,1,0,COMM.IMG,30,E0 C4,0,1
군,1181,14,1,1,COMM.IMG,3,E0 C5,0,0
공,1182,14,1,2,COMM.IMG,61,E0 C6,0,1
과,1183,14,1,3,COMM.IMG,79,E0 C7,0,1
괴,1184,14,2,0,COMM.IMG,39,E0 C8,0,1
입,1185,14,2,1,COMM.IMG,3,E0 C9,0,0
있,1186,14,2,2,COMM.IMG,7,E0 CA,0,0
저,1187,14,2,3,COMM.IMG,69,E0 CB,0,0
전,1188,14,3,0,COMM.IMG,12,E0 CC,0,1
족,1189,14,3,1,COMM.IMG,37,E0 CD,0,0
좋,1190,14,3,2,COMM.IMG,94,E0 CE,0,1
주,1191,14,3,3,COMM.IMG,4,E0 CF,0,1
준,1192,14,4,0,COMM.IMG,35,E0 D0,0,0
증,1193,14,4,1,COMM.IMG,12,E0 D1,0,0
집,1194,14,4,2,COMM.IMG,18,E0 D2,0,1
쳐,1195,14,4,3,COMM.IMG,20,E0 D3,0,1
답,1196,14,5,0,COMM.IMG,5,E0 D4,0,0
돌,1197,14,5,1,COMM.IMG,5,E0 D5,0,1
로,1198,14,5,2,COMM.IMG,431,E0 D6,0,0
뭐,1199,14,5,3,COMM.IMG,45,E0 D7,0,0
뭔,1200,14,6,0,COMM.IMG,19,E0 D8,0,1
소,1201,14,6,1,COMM.IMG,94,E0 D9,0,0
야,1202,14,6,2,COMM.IMG,3,E0 DA,0,0
억,1203,14,6,3,COMM.IMG,9,E0 DB,0,0
맞,1205,14,7,1,COMM.IMG,27,E0 DD,0,0
뭘,1206,14,7,2,COMM.IMG,6,E0 DE,0,0
으,1207,14,7,3,COMM.IMG,2,E0 DF,0,0
자,1208,14,8,0,COMM.IMG,18,E0 E0,0,1
장,1209,14,8,1,COMM.IMG,9,E0 E1,0,0
찾,1210,14,8,2,COMM.IMG,44,E0 E2,0,0
쳤,1211,14,8,3,COMM.IMG,4,E0 E3,0,0
편,1212,14,9,0,COMM.IMG,36,E0 E4,0,0
절,1214,14,9,2,COMM.IMG,21,E0 E6,0,0
무,1215,14,9,3,COMM.IMG,10,E0 E7,0,0
험,1216,14,10,0,COMM.IMG,48,E0 E8,0,0
안,1217,14,10,1,COMM.IMG,4,E0 E9,0,0
슨,1218,14,10,2,COMM.IMG,31,E0 EA,0,0
정,1219,14,10,3,COMM.IMG,7,E0 EB,0,0
릴,1220,14,11,0,COMM.IMG,22,E0 EC,0,0
몰,1221,14,11,1,COMM.IMG,23,E0 ED,0,0
령,1222,14,11,2,COMM.IMG,2,E0 EE | E9 48,0,0
투,1223,14,11,3,COMM.IMG,59,E0 EF,0,0
됐,1224,14,12,0,COMM.IMG,18,E0 F0,0,1
없,1225,14,12,1,COMM.IMG,6,E0 F1,0,0
강,1226,14,12,2,COMM.IMG,73,E0 F2 | E9 06,0,0
관,1227,14,12,3,COMM.IMG,13,E0 F3,0,0
갑,1228,14,13,0,COMM.IMG,16,E0 F4 | E9 05,0,0
못,1229,14,13,1,COMM.IMG,37,E0 F5,0,0
허,1230,14,13,2,COMM.IMG,9,E0 F6,0,0
간,1231,14,13,3,COMM.IMG,83,E0 F7 | E9 03,0,0
두,1232,14,14,0,COMM.IMG,76,E0 F8,0,1
뒤,1233,14,14,1,COMM.IMG,1,E0 F9,0,0
발,1234,14,14,2,COMM.IMG,87,E0 FA,0,0
싸,1235,14,14,3,COMM.IMG,90,E0 FB,0,0
출,1236,14,15,0,COMM.IMG,2,E0 FC,0,0
님,1237,14,15,1,COMM.IMG,70,E0 FD,0,0
원,1238,14,15,2,COMM.IMG,10,E0 FE,0,0
귀,1240,14,16,0,COMM.IMG,10,E1 01 | EA 1F,0,1
극,1241,14,16,1,COMM.IMG,10,E1 02 | EA 20,0,0
껍,1242,14,16,2,COMM.IMG,1,EA 21,0,0
끈,1243,14,16,3,COMM.IMG,11,E1 04 | EA 22,0,0
낫,1244,14,17,0,COMM.IMG,1,EA 23,0,0
냉,1245,14,17,1,COMM.IMG,1,EA 24,0,0
네,1246,14,17,2,COMM.IMG,2,EA 25,0,0
뇌,1247,14,17,3,COMM.IMG,2,EA 26,0,0
걸,1248,14,18,0,COMM.IMG,1,E9 09,0,0
검,1249,14,18,1,COMM.IMG,6,E9 0A,0,0
게,1250,14,18,2,COMM.IMG,12,E9 0B,0,0
격,1251,14,18,3,COMM.IMG,27,E9 0C,0,0
경,1252,14,19,0,COMM.IMG,3,E9 0D,0,0
계,1253,14,19,1,COMM.IMG,3,E9 0E,0,0
고,1254,14,19,2,COMM.IMG,12,E9 0F,0,0
곳,1255,14,19,3,COMM.IMG,1,E9 10,0,0
공,1256,14,20,0,COMM.IMG,34,E9 11,0,0
과,1257,14,20,1,COMM.IMG,9,E9 12,0,0
관,1258,14,20,2,COMM.IMG,8,E1 13 | E9 13,0,1
광,1259,14,20,3,COMM.IMG,8,E1 14 | E9 14,0,1
구,1261,15,0,1,COMM.IMG,11,E9 16,0,0
군,1262,15,0,2,COMM.IMG,12,E9 17,0,0
굴,1263,15,0,3,COMM.IMG,1,E9 18,0,0
그,1264,15,1,0,COMM.IMG,9,E9 19,0,0
글,1265,15,1,1,COMM.IMG,2,E9 1A,0,0
기,1266,15,1,2,COMM.IMG,15,E9 1B,0,0
꽃,1270,15,2,2,COMM.IMG,4,E9 1F,0,0
나,1271,15,2,3,COMM.IMG,13,E9 20,0,0
난,1272,15,3,0,COMM.IMG,2,E9 21,0,0
날,1273,15,3,1,COMM.IMG,3,E9 22,0,0
내,1274,15,3,2,COMM.IMG,2,E9 23,0,0
너,1275,15,3,3,COMM.IMG,1,E9 24,0,0
넘,1276,15,4,0,COMM.IMG,1,E9 25,0,0
노,1277,15,4,1,COMM.IMG,1,E9 26,0,0
누,1278,15,4,2,COMM.IMG,2,E9 27,0,0
눈,1279,15,4,3,COMM.IMG,2,E9 28,0,0
는,1281,15,5,1,COMM.IMG,4,E9 2A,0,0
갯,1282,15,5,2,COMM.IMG,1,EA 1B,0,0
니,1283,15,5,3,COMM.IMG,8,E9 2C,0,0
다,1284,15,6,0,COMM.IMG,21,E9 2D,0,0
단,1285,15,6,1,COMM.IMG,3,E9 2E,0,0
겐,1286,15,6,2,COMM.IMG,29,E1 2F | EA 1C,0,0
당,1287,15,6,3,COMM.IMG,1,E9 30,0,0
대,1288,15,7,0,COMM.IMG,14,E9 31,0,0
더,1289,15,7,1,COMM.IMG,3,E9 32,0,0
던,1290,15,7,2,COMM.IMG,5,E9 33,0,0
데,1291,15,7,3,COMM.IMG,8,E9 34,0,0
델,1292,15,8,0,COMM.IMG,1,E9 35,0,0
도,1293,15,8,1,COMM.IMG,6,E9 36,0,0
돌,1294,15,8,2,COMM.IMG,3,E9 37,0,0
동,1295,15,8,3,COMM.IMG,7,E9 38,0,0
되,1296,15,9,0,COMM.IMG,1,E9 39,0,0
두,1297,15,9,1,COMM.IMG,5,E1 3A | E9 3A,0,1
드,1298,15,9,2,COMM.IMG,19,E9 3B,0,0
든,1299,15,9,3,COMM.IMG,1,E9 3C,0,0
곤,1300,15,10,0,COMM.IMG,5,E1 3D | EA 1D,0,0
디,1301,15,10,1,COMM.IMG,2,E9 3E,0,0
라,1302,15,10,2,COMM.IMG,38,E9 3F,0,0
람,1303,15,10,3,COMM.IMG,2,E9 40,0,0
래,1304,15,11,0,COMM.IMG,5,E9 41,0,0
러,1305,15,11,1,COMM.IMG,7,E9 42,0,0
런,1306,15,11,2,COMM.IMG,1,E9 43,0,0
레,1307,15,11,3,COMM.IMG,20,E9 44,0,0
렌,1308,15,12,0,COMM.IMG,5,E9 45,0,0
려,1309,15,12,1,COMM.IMG,1,E9 46,0,0
력,1310,15,12,2,COMM.IMG,35,E9 47,0,0
골,1311,15,12,3,COMM.IMG,2,EA 1E,0,0
로,1312,15,13,0,COMM.IMG,26,E9 49,0,0
현,1313,15,13,1,COMM.IMG,1,EA 8E,0,0
류,1314,15,13,2,COMM.IMG,3,E9 4B,0,0
르,1315,15,13,3,COMM.IMG,4,E9 4C,0,0
리,1318,15,14,2,COMM.IMG,31,E9 4F,0,0
린,1319,15,14,3,COMM.IMG,1,E9 50,0,0
림,1320,15,15,0,COMM.IMG,3,E9 51,0,0
마,1321,15,15,1,COMM.IMG,41,E9 52,0,0
막,1322,15,15,2,COMM.IMG,2,E9 53,0,0
만,1323,15,15,3,COMM.IMG,3,E9 54,0,0
망,1324,15,16,0,COMM.IMG,1,E9 55,0,0
매,1325,15,16,1,COMM.IMG,9,E9 56,0,0
머,1326,15,16,2,COMM.IMG,3,E9 57,0,0
먹,1327,15,16,3,COMM.IMG,1,E9 58,0,0
먼,1328,15,17,0,COMM.IMG,1,E9 59,0,0
메,1329,15,17,1,COMM.IMG,5,E9 5A,0,0
며,1330,15,17,2,COMM.IMG,1,E9 5B,0,0
면,1331,15,17,3,COMM.IMG,5,E9 5C,0,0
멸,1332,15,18,0,COMM.IMG,2,E9 5D,0,0
명,1333,15,18,1,COMM.IMG,8,E9 5E,0,0
모,1334,15,18,2,COMM.IMG,11,E9 5F,0,0
목,1335,15,18,3,COMM.IMG,1,E9 60,0,0
몬,1336,15,19,0,COMM.IMG,7,E9 61,0,0
무,1339,15,19,3,COMM.IMG,2,E9 64,0,0
문,1340,15,20,0,COMM.IMG,3,E9 65,0,0
물,1341,15,20,1,COMM.IMG,2,E9 66,0,0
미,1342,15,20,2,COMM.IMG,4,E9 67,0,0
민,1343,15,20,3,COMM.IMG,8,E9 68,0,0
밀,1344,16,0,0,COMM.IMG,2,E9 69,0,0
바,1345,16,0,1,COMM.IMG,7,E9 6A,0,0
반,1346,16,0,2,COMM.IMG,10,E9 6B,0,0
받,1347,16,0,3,COMM.IMG,2,E9 6C,0,0
발,1348,16,1,0,COMM.IMG,6,E9 6D,0,0
방,1349,16,1,1,COMM.IMG,26,E9 6E,0,0
배,1350,16,1,2,COMM.IMG,4,E9 6F,0,0
뱀,1351,16,1,3,COMM.IMG,1,E9 70,0,0
번,1352,16,2,0,COMM.IMG,3,E9 71,0,0
범,1353,16,2,1,COMM.IMG,1,E9 72,0,0
법,1354,16,2,2,COMM.IMG,8,E9 73,0,0
변,1355,16,2,3,COMM.IMG,9,E9 74,0,0
보,1358,16,3,2,COMM.IMG,4,E9 77,0,0
복,1359,16,3,3,COMM.IMG,21,E9 78,0,0
본,1360,16,4,0,COMM.IMG,3,E9 79,0,0
봉,1361,16,4,1,COMM.IMG,4,E9 7A,0,0
부,1362,16,4,2,COMM.IMG,20,E9 7B,0,0
북,1363,16,4,3,COMM.IMG,2,E9 7C,0,0
분,1364,16,5,0,COMM.IMG,1,E9 7D,0,0
불,1365,16,5,1,COMM.IMG,6,E9 7E,0,0
브,1366,16,5,2,COMM.IMG,1,E9 7F,0,0
비,1367,16,5,3,COMM.IMG,16,E9 80,0,0
빌,1368,16,6,0,COMM.IMG,2,E9 81,0,0
빨,1369,16,6,1,COMM.IMG,2,E9 82,0,0
사,1370,16,6,2,COMM.IMG,23,E9 83,0,0
산,1371,16,6,3,COMM.IMG,4,E9 84,0,0
상,1372,16,7,0,COMM.IMG,56,E9 85,0,0
새,1373,16,7,1,COMM.IMG,1,E9 86,0,0
생,1374,16,7,2,COMM.IMG,4,E9 87,0,0
서,1375,16,7,3,COMM.IMG,5,E9 88,0,0
선,1376,16,8,0,COMM.IMG,7,E9 89,0,0
성,1377,16,8,1,COMM.IMG,7,E9 8A,0,0
센,1378,16,8,2,COMM.IMG,1,E9 8B,0,0
소,1379,16,8,3,COMM.IMG,20,E9 8C,0,0
수,1380,16,9,0,COMM.IMG,19,E9 8D,0,0
숲,1381,16,9,1,COMM.IMG,3,E9 8E,0,0
슈,1382,16,9,2,COMM.IMG,6,E9 8F,0,0
스,1383,16,9,3,COMM.IMG,36,E9 90,0,0
슬,1384,16,10,0,COMM.IMG,6,E9 91,0,0
승,1385,16,10,1,COMM.IMG,38,E9 92,0,0
시,1386,16,10,2,COMM.IMG,25,E9 93,0,0
식,1387,16,10,3,COMM.IMG,1,E9 94,0,0
신,1388,16,11,0,COMM.IMG,8,E9 95,0,0
실,1389,16,11,1,COMM.IMG,2,E9 96,0,0
심,1390,16,11,2,COMM.IMG,2,E9 97,0,0
쓰,1391,16,11,3,COMM.IMG,2,E9 98,0,0
쓴,1392,16,12,0,COMM.IMG,1,E9 99,0,0
아,1393,16,12,1,COMM.IMG,35,E9 9A,0,0
악,1394,16,12,2,COMM.IMG,1,E9 9B,0,0
안,1395,16,12,3,COMM.IMG,4,E9 9C,0,0
애,1396,16,13,0,COMM.IMG,1,E9 9D,0,0
야,1397,16,13,1,COMM.IMG,2,E9 9E,0,0
약,1398,16,13,2,COMM.IMG,7,E9 9F,0,0
양,1399,16,13,3,COMM.IMG,1,E9 A0,0,0
어,1400,16,14,0,COMM.IMG,12,E9 A1,0,0
언,1401,16,14,1,COMM.IMG,3,E9 A2,0,0
없,1402,16,14,2,COMM.IMG,2,E9 A3,0,0
에,1403,16,14,3,COMM.IMG,15,E9 A4,0,0
여,1404,16,15,0,COMM.IMG,7,E9 A5,0,0
연,1405,16,15,1,COMM.IMG,1,E9 A6,0,0
열,1406,16,15,2,COMM.IMG,6,E9 A7,0,0
오,1407,16,15,3,COMM.IMG,5,E9 A8,0,0
옥,1408,16,16,0,COMM.IMG,3,E9 A9,0,0
올,1409,16,16,1,COMM.IMG,2,E9 AA,0,0
즌,1410,16,16,2,COMM.IMG,2,EA 69,0,0
와,1411,16,16,3,COMM.IMG,2,E9 AC,0,0
왕,1412,16,17,0,COMM.IMG,2,E1 AD | E9 AD,0,0
외,1413,16,17,1,COMM.IMG,2,E9 AE,0,0
요,1414,16,17,2,COMM.IMG,4,E9 AF,0,0
용,1415,16,17,3,COMM.IMG,4,E1 B0 | E9 B0,0,0
우,1416,16,18,0,COMM.IMG,10,E1 B1 | E9 B1,0,0
운,1417,16,18,1,COMM.IMG,3,E9 B2,0,0
울,1418,16,18,2,COMM.IMG,4,E9 B3,0,0
워,1419,16,18,3,COMM.IMG,3,E9 B4,0,0
원,1420,16,19,0,COMM.IMG,2,E9 B5,0,0
위,1421,16,19,1,COMM.IMG,4,E9 B6,0,0
유,1422,16,19,2,COMM.IMG,7,E9 B7,0,0
율,1423,16,19,3,COMM.IMG,3,E9 B8,0,0
으,1424,16,20,0,COMM.IMG,11,E9 B9,0,0
은,1425,16,20,1,COMM.IMG,1,E9 BA,0,0
을,1426,16,20,2,COMM.IMG,7,E9 BB,0,0
음,1427,16,20,3,COMM.IMG,4,E9 BC,0,0
의,1480,17,13,0,COMM.IMG,67,E9 BD,0,0
이,1481,17,13,1,COMM.IMG,50,E9 BE,0,0
인,1482,17,13,2,COMM.IMG,4,E9 BF,0,0
일,1483,17,13,3,COMM.IMG,8,E9 C0,0,0
임,1484,17,14,0,COMM.IMG,4,E9 C1,0,0
입,1485,17,14,1,COMM.IMG,1,E9 C2,0,0
자,1486,17,14,2,COMM.IMG,8,E9 C3,0,0
작,1487,17,14,3,COMM.IMG,1,E9 C4,0,0
장,1490,17,15,2,COMM.IMG,16,E9 C7,0,0
저,1491,17,15,3,COMM.IMG,4,E9 C8,0,0
적,1492,17,16,0,COMM.IMG,27,E9 C9,0,0
전,1493,17,16,1,COMM.IMG,12,E9 CA,0,0
갈,1494,17,16,2,COMM.IMG,1,EA 19,0,0
절,1495,17,16,3,COMM.IMG,1,E9 CB,0,0
점,1496,17,17,0,COMM.IMG,1,E9 CC,0,0
정,1497,17,17,1,COMM.IMG,9,E9 CD,0,0
제,1498,17,17,2,COMM.IMG,6,E9 CE,0,0
져,1499,17,17,3,COMM.IMG,1,E9 CF,0,0
조,1500,17,18,0,COMM.IMG,3,E9 D0,0,0
족,1501,17,18,1,COMM.IMG,1,E9 D1,0,0
좀,1502,17,18,2,COMM.IMG,2,E9 D2,0,0
주,1504,17,19,0,COMM.IMG,9,E9 D4,0,0
중,1507,17,19,3,COMM.IMG,5,E9 D7,0,0
증,1508,17,20,0,COMM.IMG,5,E9 D8,0,0
지,1509,17,20,1,COMM.IMG,38,E9 D9,0,0
직,1510,17,20,2,COMM.IMG,1,E9 DA,0,0
진,1511,17,20,3,COMM.IMG,11,E9 DB,0,0
질,1564,18,13,0,COMM.IMG,1,E9 DC,0,0
집,1565,18,13,1,COMM.IMG,2,E9 DD,0,0
찌,1566,18,13,2,COMM.IMG,3,E9 DE,0,0
차,1567,18,13,3,COMM.IMG,1,E9 DF,0,0
천,1568,18,14,0,COMM.IMG,3,E9 E0,0,0
첩,1569,18,14,1,COMM.IMG,8,E9 E1,0,0
체,1570,18,14,2,COMM.IMG,13,E9 E2,0,0
초,1571,18,14,3,COMM.IMG,4,E9 E3,0,0
촌,1572,18,15,0,COMM.IMG,6,E9 E4,0,0
최,1573,18,15,1,COMM.IMG,5,E9 E5,0,0
치,1574,18,15,2,COMM.IMG,8,E9 E6,0,0
침,1575,18,15,3,COMM.IMG,5,E9 E7,0,0
카,1576,18,16,0,COMM.IMG,10,E9 E8,0,0
케,1577,18,16,1,COMM.IMG,3,E9 E9,0,0
코,1578,18,16,2,COMM.IMG,8,E9 EA,0,0
쿠,1579,18,16,3,COMM.IMG,9,E9 EB,0,0
크,1580,18,17,0,COMM.IMG,19,E9 EC,0,0
큰,1581,18,17,1,COMM.IMG,2,E9 ED,0,0
키,1582,18,17,2,COMM.IMG,2,E9 EE,0,0
킬,1583,18,17,3,COMM.IMG,1,E9 EF,0,0
타,1584,18,18,0,COMM.IMG,1,E9 F0,0,0
탑,1585,18,18,1,COMM.IMG,1,E9 F1,0,0
태,1586,18,18,2,COMM.IMG,6,E9 F2,0,0
터,1587,18,18,3,COMM.IMG,9,E9 F3,0,0
토,1588,18,19,0,COMM.IMG,9,E9 F4,0,0
투,1589,18,19,1,COMM.IMG,5,E9 F5,0,0
트,1590,18,19,2,COMM.IMG,17,E9 F6,0,0
틀,1591,18,19,3,COMM.IMG,1,E9 F7,0,0
파,1592,18,20,0,COMM.IMG,11,E9 F8,0,0
팔,1594,18,20,2,COMM.IMG,10,E9 FA,0,0
퍼,1595,18,20,3,COMM.IMG,3,E9 FB,0,0
편,1628,19,8,0,COMM.IMG,1,E9 FC,0,0
평,1629,19,8,1,COMM.IMG,2,E9 FD,0,0
포,1630,19,8,2,COMM.IMG,12,E9 FE,0,0
폭,1631,19,8,3,COMM.IMG,16,EA 01,0,0
풀,1632,19,9,0,COMM.IMG,2,EA 02,0,0
풍,1633,19,9,1,COMM.IMG,4,EA 03,0,0
프,1634,19,9,2,COMM.IMG,11,EA 04,0,0
플,1635,19,9,3,COMM.IMG,5,EA 05,0,0
피,1636,19,10,0,COMM.IMG,19,EA 06,0,0
하,1637,19,10,1,COMM.IMG,10,EA 07,0,0
한,1638,19,10,2,COMM.IMG,4,EA 08,0,0
합,1640,19,11,0,COMM.IMG,4,EA 0A,0,0
항,1641,19,11,1,COMM.IMG,10,EA 0B,0,0
해,1642,19,11,2,COMM.IMG,22,EA 0C,0,0
행,1643,19,11,3,COMM.IMG,6,EA 0D,0,0
향,1644,19,12,0,COMM.IMG,3,EA 0E,0,0
허,1645,19,12,1,COMM.IMG,1,EA 0F,0,0
험,1646,19,12,2,COMM.IMG,2,EA 10,0,0
헤,1647,19,12,3,COMM.IMG,7,EA 11,0,0
화,1648,19,13,0,COMM.IMG,12,EA 12,0,0
확,1649,19,13,1,COMM.IMG,4,EA 13,0,0
활,1650,19,13,2,COMM.IMG,7,EA 14,0,0
황,1651,19,13,3,COMM.IMG,1,EA 15,0,0
회,1652,19,14,0,COMM.IMG,24,EA 16,0,0
후,1653,19,14,1,COMM.IMG,3,EA 17,0,0
힘,1654,19,14,2,COMM.IMG,1,EA 18,0,0
개,1655,19,14,3,COMM.IMG,30,EA 1A,0,0
능,1676,19,20,0,COMM.IMG,20,EA 27,0,0
닷,1677,19,20,1,COMM.IMG,1,EA 28,0,0
덴,1678,19,20,2,COMM.IMG,2,EA 29,0,0
독,1679,19,20,3,COMM.IMG,6,EA 2A,0,0
둔,1712,20,8,0,COMM.IMG,1,EA 2B,0,0
득,1713,20,8,1,COMM.IMG,3,EA 2C,0,0
듦,1714,20,8,2,COMM.IMG,1,EA 2D,0,0
띄,1715,20,8,3,COMM.IMG,1,EA 2E,0,0
띠,1716,20,9,0,COMM.IMG,7,EA 2F,0,0
락,1717,20,9,1,COMM.IMG,7,EA 30,0,0
랑,1718,20,9,2,COMM.IMG,7,EA 31,0,0
랙,1719,20,9,3,COMM.IMG,1,EA 32,0,0
랩,1720,20,10,0,COMM.IMG,1,EA 33,0,0
렉,1721,20,10,1,COMM.IMG,1,EA 34,0,0
렘,1722,20,10,2,COMM.IMG,2,EA 35,0,0
렛,1723,20,10,3,COMM.IMG,1,EA 36,0,0
렬,1724,20,11,0,COMM.IMG,1,EA 37,0,0
롭,1725,20,11,1,COMM.IMG,1,EA 38,0,0
뢰,1726,20,11,2,COMM.IMG,2,EA 39,0,0
룬,1727,20,11,3,COMM.IMG,1,EA 3A,0,0
률,1728,20,12,0,COMM.IMG,5,EA 3B,0,0
링,1729,20,12,1,COMM.IMG,7,EA 3C,0,0
맨,1730,20,12,2,COMM.IMG,17,EA 3D,0,0
멘,1731,20,12,3,COMM.IMG,2,EA 3E,0,0
