row_number,source_file,offset,classification,visible_text,target_text,controls,unchanged_from_v354
1707,6/S6054.DAT,0x45160,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1708,6/S6054.DAT,0x4519E,B검수필요,라마다 승려: 세이브 데이터의 문양은 무엇인가?,라마다 승려: 세이브 데이터의 문양은 무엇인가?,1,0
1709,6/S6054.DAT,0x451F4,선택지,아크 쿠쿠루 다다 헤모,아크 쿠쿠루 다다 헤모,7,0
1710,6/S6054.DAT,0x4525C,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1711,6/S6054.DAT,0x4529A,B검수필요,라마다 승려: 스메리아 다운타운에 있는 술 취한 사람의 이름은?,라마다 승려: 스메리아 다운타운에 있는 술 취한 사람의 이름은?,1,0
1713,6/S6054.DAT,0x4535A,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1714,6/S6054.DAT,0x45398,빌드대기,라마다승려: 아크더래드 속편은?,라마다승려: 아크더래드 속편은?,1,0
1716,6/S6054.DAT,0x4544A,빌드대기,라마다승려: 정답!정말이냐?,라마다승려: 정답!정말이냐?,1,0
1717,6/S6054.DAT,0x4548E,빌드대기,라마다 승려: 아크 더 래드 제작진은?,라마다 승려: 아크 더 래드 제작진은?,1,0
1719,6/S6054.DAT,0x45542,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1720,6/S6054.DAT,0x45580,B검수필요,라마다 승려: 수도의 군 본부에는 사실 지하 50층짜리 던전이...,라마다 승려: 수도의 군 본부에는 사실 지하 50층짜리 던전이...,1,0
1722,6/S6054.DAT,0x45648,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1723,6/S6054.DAT,0x45686,B검수필요,라마다 승려: 유적 던전의 최하층에 있는 것은?,라마다 승려: 유적 던전의 최하층에 있는 것은?,1,0
1725,6/S6054.DAT,0x4573A,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1726,6/S6054.DAT,0x45778,B검수필요,라마다 승려: 라마다 사원의 문이 열렸을 때 안에 보이는 사람은 몇 명인가?,라마다 승려: 라마다 사원의 문이 열렸을 때 안에 보이는 사람은 몇 명인가?,1,0
1727,6/S6054.DAT,0x457D4,선택지,20 21 22 23,20 21 22 23,7,0
1728,6/S6054.DAT,0x45836,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1729,6/S6054.DAT,0x45874,빌드대기,라마다 승려: 스톤서클에서 촌가라가 찾은 아이템은?,라마다 승려: 스톤서클에서 촌가라가 찾은 아이템은?,1,0
1730,6/S6054.DAT,0x458CE,선택지,대단함 고장 찌그러진 달라붙음,대단함 고장 찌그러진 달라붙음,7,0
1731,6/S6054.DAT,0x45940,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1732,6/S6054.DAT,0x4597E,빌드대기,라마다 승려: 초코의 머리빛은 무엇인가?,라마다 승려: 초코의 머리빛은 무엇인가?,1,0
1733,6/S6054.DAT,0x459CA,선택지,황금 갈 빨강 누구?,황금 갈 빨강 누구?,7,0
1734,6/S6054.DAT,0x45A38,빌드대기,라마다승려: 정답!,라마다승려: 정답!,1,0
1735,6/S6054.DAT,0x45A80,빌드대기,라마다승려: 정답!!,라마다승려: 정답!!,1,0
1736,6/S6054.DAT,0x45AC8,빌드대기,라마다승려: 문제를 모두 맞힌 건 네가 처음이다. 상으로 이걸 주마.,라마다승려: 문제를 모두 맞힌 건 네가 처음이다. 상으로 이걸 주마.,1,0
1737,6/S6054.DAT,0x45B2C,B검수필요,라마다 승려: 내 문제를 모두 맞힌 사람은 네가 두 번째다. 상으로 이걸 주마.,라마다 승려: 내 문제를 모두 맞힌 사람은 네가 두 번째다. 상으로 이걸 주마.,1,0
1739,6/S6054.DAT,0x45BF4,빌드대기,이미 가지고 있지 않느냐? 놀리지 마라.,이미 가지고 있지 않느냐? 놀리지 마라.,0,0
1740,6/S6054.DAT,0x45C42,빌드대기,세계에는 정령의 돌 말고 모두 모으면 효과가 나타나는 돌이 또 있다고 들었다.,세계에는 정령의 돌 말고 모두 모으면 효과가 나타나는 돌이 또 있다고 들었다.,0,0
1741,6/S6054.DAT,0x45CA6,빌드대기,그 돌은 모험가들을 위험에서 구해 줄 위대한 힘이 될것이다.,그 돌은 모험가들을 위험에서 구해 줄 위대한 힘이 될것이다.,0,0
1742,6/S6054.DAT,0x45D02,B검수필요,라마다 승려: 항상 목적을 가지고 행동하도록 하거라.,라마다 승려: 항상 목적을 가지고 행동하도록 하거라.,1,0
1743,6/S6054.DAT,0x45D52,B검수필요,"라마다 승려: 그건 틀렸지만, 노력은 인정해 주마.","라마다 승려: 그건 틀렸지만, 노력은 인정해 주마.",1,0
1744,6/S6054.DAT,0x45DA0,B검수필요,라마다 승려: 그러니 이것을 주마.,라마다 승려: 그러니 이것을 주마.,1,0
1746,6/S6054.DAT,0x45E2E,B검수필요,라마다 승려: 수행이 부족한 듯하구나. 다시 도전하도록 해라.,라마다 승려: 수행이 부족한 듯하구나. 다시 도전하도록 해라.,2,0
1747,6/S6054.DAT,0x45F00,B검수필요,라마다 승려: 정말 잘하셨습니다. 이것을 드리겠습니다.,라마다 승려: 정말 잘하셨습니다. 이것을 드리겠습니다.,1,0
1748,6/S6054.DAT,0x45F6E,빌드대기,환수의어금니를받았습니다.,환수의어금니를받았습니다.,0,0
1749,6/S6054.DAT,0x45FDC,빌드대기,라마다 승려: 이거 이거. 그린 슬라임 버스터 여러분.,라마다 승려: 이거 이거. 그린 슬라임 버스터 여러분.,2,0
1752,6/S6054.DAT,0x460DE,B검수필요,"라마다 승려: 이런, 자이언트 배트 버스터 여러분이군요.","라마다 승려: 이런, 자이언트 배트 버스터 여러분이군요.",2,0
1755,6/S6054.DAT,0x461E2,빌드대기,라마다 승려: 이거 이거. 뱀파이어 배트 버스터 여러분.,라마다 승려: 이거 이거. 뱀파이어 배트 버스터 여러분.,2,0
1756,6/S6054.DAT,0x4623C,B검수필요,"라마다 승려: 이런, 데스 플레임 버스터 여러분이군요.","라마다 승려: 이런, 데스 플레임 버스터 여러분이군요.",2,0
1758,6/S6054.DAT,0x462E4,B검수필요,"라마다 승려: 이런, 애시드 슬라임 버스터 여러분이군요.","라마다 승려: 이런, 애시드 슬라임 버스터 여러분이군요.",2,0
1760,6/S6054.DAT,0x46394,B검수필요,라마다 승려: 처음 도전하시는군요. 우선 몸풀기부터 시작하지요.,라마다 승려: 처음 도전하시는군요. 우선 몸풀기부터 시작하지요.,1,0
1762,6/S6054.DAT,0x46440,빌드대기,라마다 승려: 두 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,라마다 승려: 두 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,1,0
1764,6/S6054.DAT,0x464EC,빌드대기,라마다 승려: 세 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,라마다 승려: 세 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,1,0
1766,6/S6054.DAT,0x46598,빌드대기,라마다 승려: 네 번째 도전이시군요. 아직은 이 정도겠지요?,라마다 승려: 네 번째 도전이시군요. 아직은 이 정도겠지요?,1,0
1768,6/S6054.DAT,0x4663E,B검수필요,라마다 승려: 다섯 번째 도전이시군요. 이제 진심으로 싸워 주십시오.,라마다 승려: 다섯 번째 도전이시군요. 이제 진심으로 싸워 주십시오.,1,0
1770,6/S6054.DAT,0x466E2,B검수필요,라마다 승려: 여섯 번째 도전이시군요.,라마다 승려: 여섯 번째 도전이시군요.,1,0
1772,6/S6054.DAT,0x46778,빌드대기,"라마다 승려: 7번째 도전이시군요. 슬슬 힘들어지셨겠지만, 힘내시는군요.","라마다 승려: 7번째 도전이시군요. 슬슬 힘들어지셨겠지만, 힘내시는군요.",1,0
1774,6/S6054.DAT,0x46828,빌드대기,라마다 승려: 8번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,라마다 승려: 8번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,1,0
1778,6/S6054.DAT,0x46980,빌드대기,라마다 승려: 열번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,라마다 승려: 열번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,1,0
1780,6/S6054.DAT,0x46A2E,빌드대기,라마다 승려: 열한번째 도전이시군요. 이것으로 마지막입니다.,라마다 승려: 열한번째 도전이시군요. 이것으로 마지막입니다.,1,0
1782,6/S6054.DAT,0x46AD6,빌드대기,더는 상대할 사람이 없습니다. 물러나 주십시오.,더는 상대할 사람이 없습니다. 물러나 주십시오.,0,0
1815,7/S7012.DAT,0x47DDA,선택지,전투 요령 2 유용한 정보 그만,전투 요령 2 유용한 정보 그만,5,0
1826,7/S7012.DAT,0x481FC,빌드대기,...,...,0,0
1832,7/S7012.DAT,0x48402,선택지,아라라토스 유적 미르마나의 이후 라마다 수행 그만,아라라토스 유적 미르마나의 이후 라마다 수행 그만,7,0
1843,7/S7012.DAT,0x487FE,빌드대기,친절하기도 하군.,친절하기도 하군.,0,0
1847,7/S7012.DAT,0x48950,빌드대기,초핀: 어느 것에 관해 말씀드릴까요?,초핀: 어느 것에 관해 말씀드릴까요?,1,0
1848,7/S7012.DAT,0x489A8,선택지,스톤 서클 링 위치 설정 소환수에 대해 다음 페이지,스톤 서클 링 위치 설정 소환수에 대해 다음 페이지,7,0
1849,7/S7012.DAT,0x48A24,선택지,포코의 악기 투기장 키토우올 그만,포코의 악기 투기장 키토우올 그만,7,0
1850,7/S7012.DAT,0x48A96,선택지,스톤 서클 링 위치 설정 소환수 다음 페이지,스톤 서클 링 위치 설정 소환수 다음 페이지,7,0
1851,7/S7012.DAT,0x48B0E,선택지,포코의 악기 투기장 키토우올 다음 페이지,포코의 악기 투기장 키토우올 다음 페이지,7,0
1852,7/S7012.DAT,0x48B80,선택지,라마다사의 수행 로맨싱 스톤 장신구 비단 띠 그만,라마다사의 수행 로맨싱 스톤 장신구 비단 띠 그만,7,0
1853,7/S7012.DAT,0x48BFA,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,1,0
1854,7/S7012.DAT,0x48C5E,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,1,0
1858,7/S7012.DAT,0x48DEA,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,1,0
1868,7/S7012.DAT,0x49214,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,2,0
1884,7/S7021.DAT,0x48D26,선택지,대회 위원: 출전하시겠습니까? 출전 그만,대회 위원: 출전하시겠습니까? 출전 그만,5,0
1888,7/S7021.DAT,0x48EA4,선택지,아크 쿠쿠루 토슈 다음 페이지,아크 쿠쿠루 토슈 다음 페이지,8,0
1892,7/S7021.DAT,0x4908E,선택지,포코 고겐 이가 다음 페이지,포코 고겐 이가 다음 페이지,8,0
1896,7/S7021.DAT,0x4921C,선택지,촌가라 다음 페이지 그만두기 밖으로 나가기,촌가라 다음 페이지 그만두기 밖으로 나가기,7,0
1923,7/S7022.DAT,0x489B6,선택지,대회 위원: 1회전 준비됐습니까? 예 아직입니다,대회 위원: 1회전 준비됐습니까? 예 아직입니다,5,0
1953,7/S7023.DAT,0x48A4E,선택지,대회 위원: 2회전 준비됐습니까? 예 아직입니다,대회 위원: 2회전 준비됐습니까? 예 아직입니다,5,0
1985,7/S7024.DAT,0x48AAE,선택지,대회 위원: 준결승 준비됐습니까? 예 아직입니다,대회 위원: 준결승 준비됐습니까? 예 아직입니다,5,0
2002,7/S7025.DAT,0x48304,선택지,변경? 변경 유지,변경? 변경 유지,4,0
2004,7/S7025.DAT,0x4851C,선택지,변경? 변경 유지,변경? 변경 유지,4,0
2018,7/S7025.DAT,0x48AC2,선택지,대회 위원: 결승 준비됐습니까? 예 아직입니다,대회 위원: 결승 준비됐습니까? 예 아직입니다,5,0
2037,7/S7026.DAT,0x48548,선택지,변경? 변경 유지,변경? 변경 유지,4,0
2045,7/S7026.DAT,0x488BC,빌드대기,대회 위원: 이번 상품은 그 바람의 오브니까요. 손에 넣어서 어쩌려는 걸까요?,대회 위원: 이번 상품은 그 바람의 오브니까요. 손에 넣어서 어쩌려는 걸까요?,3,0
2059,7/S7026.DAT,0x48D28,선택지,대회 위원: 오브 쟁탈전 준비됐습니까? 예 아직입니다,대회 위원: 오브 쟁탈전 준비됐습니까? 예 아직입니다,5,0
2068,7/S7027.DAT,0x48720,빌드대기,이렇게 매번 우승자를 나중에 죽여서 상품인 오브를 도로 빼앗고,이렇게 매번 우승자를 나중에 죽여서 상품인 오브를 도로 빼앗고,2,0
2098,7/S7028.DAT,0x4729E,선택지,변경? 변경 유지,변경? 변경 유지,4,0
2120,7/S7028.DAT,0x48028,선택지,대회 위원: 출전하시겠습니까? 출전 그만,대회 위원: 출전하시겠습니까? 출전 그만,5,0
2125,7/S7028.DAT,0x48228,빌드대기,클라비스의 책을 받았습니다.,클라비스의 책을 받았습니다.,0,0
2127,7/S7028.DAT,0x482EE,선택지,아크 쿠쿠루 토슈 다음 페이지,아크 쿠쿠루 토슈 다음 페이지,8,0
2131,7/S7028.DAT,0x484D8,선택지,포코 고겐 이가 다음 페이지,포코 고겐 이가 다음 페이지,8,0
2135,7/S7028.DAT,0x48666,선택지,촌가라 다음 페이지 그만두기 밖으로 나가기,촌가라 다음 페이지 그만두기 밖으로 나가기,7,0
2142,7/S7028.DAT,0x48B70,선택지,대회 위원: 정말 출전하시겠습니까? 승리 나중에,대회 위원: 정말 출전하시겠습니까? 승리 나중에,5,0
2143,7/S7031.DAT,0x478B8,빌드대기,"로크톨: 축하합니다, 당신이 진정한 용사입니다. 자, 상품인 바람의 오브를 드리지요.","로크톨: 축하합니다, 당신이 진정한 용사입니다. 자, 상품인 바람의 오브를 드리지요.",3,0
2148,7/S7032.DAT,0x478BA,빌드대기,로크톨: 이 무투 대회의 상품은 저 바람의 오브입니다.,로크톨: 이 무투 대회의 상품은 저 바람의 오브입니다.,4,0
2197,8/S8013.DAT,0x47996,선택지,스톤 서클 링 위치 설정 소환수에 대해 다음 페이지,스톤 서클 링 위치 설정 소환수에 대해 다음 페이지,7,0
2198,8/S8013.DAT,0x47A12,선택지,포코의 악기 투기장 키토우올 그만,포코의 악기 투기장 키토우올 그만,7,0
2199,8/S8013.DAT,0x47A84,선택지,스톤 서클 링 위치 설정 소환수 다음 페이지,스톤 서클 링 위치 설정 소환수 다음 페이지,7,0
2200,8/S8013.DAT,0x47AFC,선택지,포코의 악기 투기장 키토우올 다음 페이지,포코의 악기 투기장 키토우올 다음 페이지,7,0
2201,8/S8013.DAT,0x47B6E,선택지,라마다사의 수행 로맨싱 스톤 장신구 비단 띠 그만,라마다사의 수행 로맨싱 스톤 장신구 비단 띠 그만,7,0
2202,8/S8013.DAT,0x47BE8,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,1,0
2203,8/S8013.DAT,0x47C4C,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,1,0
2207,8/S8013.DAT,0x47DD8,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,1,0
2217,8/S8013.DAT,0x48202,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,2,0
2414,C1/SC011.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나? 예 그만둔다,싸우게 된다. 괜찮나? 예 그만둔다,4,0
2415,C1/SC011.DAT,0x46E48,선택지,싸우게 돼. 괜찮아? 응 그만둘래,싸우게 돼. 괜찮아? 응 그만둘래,4,1
2416,C1/SC011.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지? 물론 역시 그만,간다. 물론 괜찮겠지? 물론 역시 그만,4,0
2417,C1/SC011.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까? 괜찮아 그만둘래","싸우게 되는데, 괜찮을까? 괜찮아 그만둘래",4,0
2418,C1/SC011.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,4,0
2419,C1/SC011.DAT,0x46FD8,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2420,C1/SC011.DAT,0x47034,선택지,어떻게 할까? 싸운다 그만둔다,어떻게 할까? 싸운다 그만둔다,4,0
2422,C1/SC021.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나? 예 그만둔다,싸우게 된다. 괜찮나? 예 그만둔다,4,0
2423,C1/SC021.DAT,0x46E48,선택지,싸우게 돼. 괜찮아? 응 그만둘래,싸우게 돼. 괜찮아? 응 그만둘래,4,0
2424,C1/SC021.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지? 물론 역시 그만,간다. 물론 괜찮겠지? 물론 역시 그만,4,0
2425,C1/SC021.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까? 괜찮아 그만둘래","싸우게 되는데, 괜찮을까? 괜찮아 그만둘래",4,0
2426,C1/SC021.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,4,0
2427,C1/SC021.DAT,0x46FD8,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2428,C1/SC021.DAT,0x47034,선택지,어떻게 할까? 싸운다 그만둔다,어떻게 할까? 싸운다 그만둔다,4,0
2429,C1/SC031.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나? 예 그만둔다,싸우게 된다. 괜찮나? 예 그만둔다,4,1
2430,C1/SC031.DAT,0x46E48,선택지,싸우게 돼. 괜찮아? 응 그만둘래,싸우게 돼. 괜찮아? 응 그만둘래,4,0
2431,C1/SC031.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지? 물론 역시 그만,간다. 물론 괜찮겠지? 물론 역시 그만,4,0
2432,C1/SC031.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까? 괜찮아 그만둘래","싸우게 되는데, 괜찮을까? 괜찮아 그만둘래",4,0
2433,C1/SC031.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,4,0
2434,C1/SC031.DAT,0x46FD8,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2435,C1/SC031.DAT,0x47034,선택지,어떻게 할까? 싸운다 그만둔다,어떻게 할까? 싸운다 그만둔다,4,0
2436,C1/SC041.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나? 예 그만둔다,싸우게 된다. 괜찮나? 예 그만둔다,4,0
2437,C1/SC041.DAT,0x46E48,선택지,싸우게 돼. 괜찮아? 응 그만둘래,싸우게 돼. 괜찮아? 응 그만둘래,4,0
2438,C1/SC041.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지? 물론 역시 그만,간다. 물론 괜찮겠지? 물론 역시 그만,4,0
2439,C1/SC041.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까? 괜찮아 그만둘래","싸우게 되는데, 괜찮을까? 괜찮아 그만둘래",4,0
2440,C1/SC041.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,4,0
2441,C1/SC041.DAT,0x46FD8,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2442,C1/SC041.DAT,0x47034,선택지,어떻게 할까? 싸운다 그만둔다,어떻게 할까? 싸운다 그만둔다,4,0
2443,C1/SC051.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나? 예 그만둔다,싸우게 된다. 괜찮나? 예 그만둔다,4,0
2444,C1/SC051.DAT,0x46E48,선택지,싸우게 돼. 괜찮아? 응 그만둘래,싸우게 돼. 괜찮아? 응 그만둘래,4,1
2445,C1/SC051.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지? 물론 역시 그만,간다. 물론 괜찮겠지? 물론 역시 그만,4,0
2446,C1/SC051.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까? 괜찮아 그만둘래","싸우게 되는데, 괜찮을까? 괜찮아 그만둘래",4,0
2447,C1/SC051.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,4,0
2448,C1/SC051.DAT,0x46FD8,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2449,C1/SC051.DAT,0x47034,선택지,어떻게 할까? 싸운다 그만둔다,어떻게 할까? 싸운다 그만둔다,4,0
2450,C1/SC061.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나? 예 그만둔다,싸우게 된다. 괜찮나? 예 그만둔다,4,0
2451,C1/SC061.DAT,0x46E48,선택지,싸우게 돼. 괜찮아? 응 그만둘래,싸우게 돼. 괜찮아? 응 그만둘래,4,0
2452,C1/SC061.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지? 물론 역시 그만,간다. 물론 괜찮겠지? 물론 역시 그만,4,0
2453,C1/SC061.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까? 괜찮아 그만둘래","싸우게 되는데, 괜찮을까? 괜찮아 그만둘래",4,0
2454,C1/SC061.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,4,0
2455,C1/SC061.DAT,0x46FD8,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2456,C1/SC061.DAT,0x47034,선택지,어떻게 할까? 싸운다 그만둔다,어떻게 할까? 싸운다 그만둔다,4,0
2457,C1/SC081.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나? 예 그만둔다,싸우게 된다. 괜찮나? 예 그만둔다,4,1
2458,C1/SC081.DAT,0x46E48,선택지,싸우게 돼. 괜찮아? 응 그만둘래,싸우게 돼. 괜찮아? 응 그만둘래,4,0
2461,C1/SC081.DAT,0x46F70,선택지,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,4,0
2462,C1/SC081.DAT,0x46FD4,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2464,C1/SC091.DAT,0x46DE6,선택지,준비됐나? 예 그만,준비됐나? 예 그만,4,0
2465,C1/SC091.DAT,0x46E44,선택지,맡겨 두게 예 그만,맡겨 두게 예 그만,4,0
2469,C1/SC091.DAT,0x46FC0,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2471,C2/SC0A1.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나? 예 그만둔다,싸우게 된다. 괜찮나? 예 그만둔다,4,1
2473,C2/SC0A1.DAT,0x46EA4,선택지,전투? 예 그만,전투? 예 그만,4,0
2474,C2/SC0A1.DAT,0x46F00,선택지,"싸우게 되는데, 괜찮을까? 괜찮아 그만둘래","싸우게 되는데, 괜찮을까? 괜찮아 그만둘래",4,0
2475,C2/SC0A1.DAT,0x46F66,선택지,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,싸우게 되는데 괜찮으려나? 괜찮다 그만두마,4,0
2476,C2/SC0A1.DAT,0x46FCA,선택지,괜찮나? 예 그만둔다,괜찮나? 예 그만둔다,4,0
2477,C2/SC0A1.DAT,0x47026,선택지,어떻게 할까? 싸운다 그만둔다,어떻게 할까? 싸운다 그만둔다,4,0
2480,C2/SC0B6.DAT,0x45CD4,B검수필요,승리 10회를 달성하신 분께는 특별한 상품을 드립니다. 힘내 주십시오.,승리 10회를 달성하신 분께는 특별한 상품을 드립니다. 힘내 주십시오.,2,0
2501,C2/SC0B6.DAT,0x463DC,B검수필요,1000회까지 앞으로 회입니다. 포기하지 말고 힘내 주십시오.,1000회까지 앞으로 회입니다. 포기하지 말고 힘내 주십시오.,2,0
2503,C2/SC0B6.DAT,0x4648E,빌드대기,10회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,10회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,2,0
2504,C2/SC0B6.DAT,0x464F8,선택지,넘치는 과실 큰 폭탄 약화의 구슬 부활의 약,넘치는 과실 큰 폭탄 약화의 구슬 부활의 약,7,0
2509,C2/SC0B6.DAT,0x466A0,B검수필요,약화의 구슬을 손에 넣었다.,약화의 구슬을 손에 넣었다.,0,0
2514,C2/SC0B6.DAT,0x4681A,빌드대기,20회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,20회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,2,0
2515,C2/SC0B6.DAT,0x46884,선택지,힘의 열매 파로의 열매 생명의 나무 열매 마력의 샘,힘의 열매 파로의 열매 생명의 나무 열매 마력의 샘,7,0
2518,C2/SC0B6.DAT,0x46990,B검수필요,파로의 열매를 손에 넣었다.,파로의 열매를 손에 넣었다.,0,0
2520,C2/SC0B6.DAT,0x46A24,B검수필요,생명의 나무 열매를 손에 넣었다.,생명의 나무 열매를 손에 넣었다.,0,0
2525,C2/SC0B6.DAT,0x46BA0,빌드대기,40회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,40회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,2,0
2526,C2/SC0B6.DAT,0x46C0A,선택지,얼음의 수호 불꽃의 수호 마법의 카트 질풍의 반다나,얼음의 수호 불꽃의 수호 마법의 카트 질풍의 반다나,7,0
2529,C2/SC0B6.DAT,0x46D1A,B검수필요,불꽃의 수호를 손에 넣었다.,불꽃의 수호를 손에 넣었다.,0,0
2536,C2/SC0B6.DAT,0x46F2E,빌드대기,80회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,80회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,2,0
2547,C2/SC0B6.DAT,0x472B4,빌드대기,120회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,120회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,2,0
2552,C2/SC0B6.DAT,0x47446,빌드대기,160회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,160회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,2,0
2553,C2/SC0B6.DAT,0x474B2,선택지,파워 리스트 하이퍼 부츠 치유의 부적 조개껍데기,파워 리스트 하이퍼 부츠 치유의 부적 조개껍데기,7,0
2560,C2/SC0B6.DAT,0x476F0,B검수필요,조개껍데기를 손에 넣었다.,조개껍데기를 손에 넣었다.,0,0
2563,C2/SC0B6.DAT,0x477D2,빌드대기,200회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,200회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,2,0
