source file,offset,japanese,korean
21/S2043.DAT,0x479DC,"<CTRL:00><CTRL:FF>0<CTRL:00>9<CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>""<CTRL:00>で！て",
21/S2043.DAT,0x47A2C,"敵 &<CTRL:00>4<CTRL:00>敵 &<CTRL:00>の<CTRL:00>敵 &<CTRL:00>な<CTRL:00>敵 &<CTRL:00>し<CTRL:00>敵 う<CTRL:00>'<CTRL:00>6<CTRL:00>ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2043.DAT,0x47A4C,"ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2043.DAT,0x47A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2043.DAT,0x47AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,
21/S2043.DAT,0x47AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,
21/S2043.DAT,0x47D3C,精。ンを？らわた,
21/S2043.DAT,0x47DB2,よとすをゃで王ン,
21/S2044.DAT,0x4782E,る<CTRL:00>し<CTRL:00>%,
21/S2044.DAT,0x47870,ふ！'<CTRL:00>4<CTRL:00>ふ！'<CTRL:00>の<CTRL:00>ふ！'<CTRL:00>な<CTRL:00>ふ！'<CTRL:00>し<CTRL:00>ふ！&<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,
21/S2044.DAT,0x478EC,一！&<CTRL:00>4<CTRL:00>一！&<CTRL:00>の<CTRL:00>一！&<CTRL:00>な<CTRL:00>一！&<CTRL:00>し<CTRL:00>一！て,
21/S2044.DAT,0x479A2,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>9<CTRL:00>石,
21/S2044.DAT,0x479DC,"<CTRL:00><CTRL:FF>0<CTRL:00>9<CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>""<CTRL:00>で！て",
21/S2044.DAT,0x47A2C,"敵 &<CTRL:00>4<CTRL:00>敵 &<CTRL:00>の<CTRL:00>敵 &<CTRL:00>な<CTRL:00>敵 &<CTRL:00>し<CTRL:00>敵 う<CTRL:00>'<CTRL:00>6<CTRL:00>ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2044.DAT,0x47A4C,"ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2044.DAT,0x47A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2044.DAT,0x47AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,
21/S2044.DAT,0x47AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,
21/S2044.DAT,0x47D3C,精。ンを？らわた,
21/S2044.DAT,0x47DB2,よとすをゃで王ン,
21/S2044.DAT,0x47FB8,"チョピン 
王から話は聞いております。
<CTRL:E4>よ私はチョピン。","초핀 
국왕께 말씀은 들었습니다。
<CTRL:E4>저는 초핀입니다。"
21/S2044.DAT,0x4856A,"そうじゃ、魂はめぐる。
かつてスメリアにz聖柩yを運んできた仲聞が再び集まるのじゃ。","그래, 영혼은 순환하는 법이지。
한때 스메리아에 z성궤y를 운반했던 동료들이 다시 모이는 게야。"
21/S2045.DAT,0x4682E,る<CTRL:00>し<CTRL:00>%,
21/S2045.DAT,0x46870,ふ！'<CTRL:00>4<CTRL:00>ふ！'<CTRL:00>の<CTRL:00>ふ！'<CTRL:00>な<CTRL:00>ふ！'<CTRL:00>し<CTRL:00>ふ！&<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,
21/S2045.DAT,0x468EC,一！&<CTRL:00>4<CTRL:00>一！&<CTRL:00>の<CTRL:00>一！&<CTRL:00>な<CTRL:00>一！&<CTRL:00>し<CTRL:00>一！て,
21/S2045.DAT,0x469A2,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>9<CTRL:00>石,
21/S2045.DAT,0x469DC,"<CTRL:00><CTRL:FF>0<CTRL:00>9<CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>""<CTRL:00>で！て",
21/S2045.DAT,0x46A2C,"敵 &<CTRL:00>4<CTRL:00>敵 &<CTRL:00>の<CTRL:00>敵 &<CTRL:00>な<CTRL:00>敵 &<CTRL:00>し<CTRL:00>敵 う<CTRL:00>'<CTRL:00>6<CTRL:00>ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2045.DAT,0x46A4C,"ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2045.DAT,0x46A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2045.DAT,0x46AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,
21/S2045.DAT,0x46AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,
21/S2045.DAT,0x46D3C,精。ンを？らわた,
21/S2045.DAT,0x46DB2,よとすをゃで王ン,
22/S2046.DAT,0x4782E,る<CTRL:00>し<CTRL:00>%,
22/S2046.DAT,0x47870,ふ！'<CTRL:00>4<CTRL:00>ふ！'<CTRL:00>の<CTRL:00>ふ！'<CTRL:00>な<CTRL:00>ふ！'<CTRL:00>し<CTRL:00>ふ！&<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,
22/S2046.DAT,0x478EC,一！&<CTRL:00>4<CTRL:00>一！&<CTRL:00>の<CTRL:00>一！&<CTRL:00>な<CTRL:00>一！&<CTRL:00>し<CTRL:00>一！て,
22/S2046.DAT,0x479A2,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>9<CTRL:00>石,
22/S2046.DAT,0x479DC,"<CTRL:00><CTRL:FF>0<CTRL:00>9<CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>""<CTRL:00>で！て",
22/S2046.DAT,0x47A2C,"敵 &<CTRL:00>4<CTRL:00>敵 &<CTRL:00>の<CTRL:00>敵 &<CTRL:00>な<CTRL:00>敵 &<CTRL:00>し<CTRL:00>敵 う<CTRL:00>'<CTRL:00>6<CTRL:00>ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
22/S2046.DAT,0x47A4C,"ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
22/S2046.DAT,0x47A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
22/S2046.DAT,0x47AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,
22/S2046.DAT,0x47AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,
22/S2046.DAT,0x47D3C,精。ンを？らわた,
