member,offset,label,char,old_code,risky_code,safe_code,old_lead_is_control
31/S3014.DAT,296772,body:31/S3014.DAT:0x4873E,겐,E1 2F,E1 C5,EA 1C,1
31/S3022.DAT,287630,slot:31/S3022.DAT:39,맡,E0 4B,E1 CD,,0
31/S3022.DAT,288018,slot:31/S3022.DAT:42,앗,EA 9C,E1 C6,,0
31/S3022.DAT,288053,slot:31/S3022.DAT:42,뿐,E0 07,E1 D6,,0
31/S3022.DAT,289164,slot:31/S3022.DAT:51,돼,E0 30,E1 CA,,0
31/S3022.DAT,289684,slot:31/S3022.DAT:55,더,DF D5,E1 C1,,0
31/S3022.DAT,290051,slot:31/S3022.DAT:58,셋,E0 03,E1 E5,,0
31/S3022.DAT,290201,slot:31/S3022.DAT:59,돼,E0 30,E1 CA,,0
31/S3022.DAT,290947,slot:31/S3022.DAT:65,셋,E0 03,E1 E5,,0
31/S3022.DAT,295623,body:31/S3022.DAT:0x482B4,임,DF F6,E1 CE,,0
31/S3023.DAT,282760,slot:31/S3023.DAT:1,케,E0 78,E1 E8,E9 E9,0
31/S3023.DAT,282908,slot:31/S3023.DAT:2,디,E0 A1,E1 D8,,0
31/S3023.DAT,294261,body:31/S3023.DAT:0x47D6C,겁,DF DE,E1 E7,,0
31/S3023.DAT,294333,body:31/S3023.DAT:0x47DB6,론,DF D1,E1 C7,,0
31/S3023.DAT,294606,body:31/S3023.DAT:0x47EAC,차,E0 96,E1 CC,E9 DF,0
31/S3023.DAT,294612,body:31/S3023.DAT:0x47EAC,갈,E0 42,E1 C3,EA 19,0
31/S3023.DAT,294771,body:31/S3023.DAT:0x47F64,꾸,DF DA,E1 E3,,0
31/S3023.DAT,294784,body:31/S3023.DAT:0x47F64,차,E0 96,E1 CC,E9 DF,0
31/S3023.DAT,294792,body:31/S3023.DAT:0x47F64,됐,E0 F0,E1 EE,,0
31/S3023.DAT,295205,body:31/S3023.DAT:0x48114,켜,E0 79,E1 D3,,0
31/S3023.DAT,295484,body:31/S3023.DAT:0x48232,디,E0 A1,E1 D8,,0
31/S3024.DAT,283272,slot:31/S3024.DAT:5,케,E0 78,E1 E8,E9 E9,0
31/S3024.DAT,283527,slot:31/S3024.DAT:7,차,E0 96,E1 CC,E9 DF,0
31/S3024.DAT,285907,body:31/S3024.DAT:0x45CC8,갈,E0 42,E1 C3,EA 19,0
31/S3024.DAT,286701,body:31/S3024.DAT:0x45FD2,더,DF D5,E1 C1,,0
31/S3024.DAT,286710,body:31/S3024.DAT:0x45FD2,차,E0 96,E1 CC,E9 DF,0
31/S3024.DAT,286786,body:31/S3024.DAT:0x46038,몰,E0 ED,E1 D4,,0
31/S3024.DAT,287340,body:31/S3024.DAT:0x46262,론,DF D1,E1 C7,,0
31/S3024.DAT,287506,body:31/S3024.DAT:0x46308,몰,E0 ED,E1 D4,,0
31/S3024.DAT,287510,body:31/S3024.DAT:0x46308,론,DF D1,E1 C7,,0
31/S3024.DAT,287660,body:31/S3024.DAT:0x463A6,앗,EA 9C,E1 C6,,0
31/S3024.DAT,287665,body:31/S3024.DAT:0x463A6,린,E0 48,E1 D7,,0
31/S3024.DAT,287672,body:31/S3024.DAT:0x463A6,임,DF F6,E1 CE,,0
31/S3024.DAT,287752,body:31/S3024.DAT:0x463FE,몰,E0 ED,E1 D4,,0
31/S3024.DAT,287756,body:31/S3024.DAT:0x463FE,론,DF D1,E1 C7,,0
31/S3024.DAT,287905,body:31/S3024.DAT:0x4649C,앗,EA 9C,E1 C6,,0
31/S3024.DAT,287996,body:31/S3024.DAT:0x464F2,몰,E0 ED,E1 D4,,0
31/S3024.DAT,288000,body:31/S3024.DAT:0x464F2,론,DF D1,E1 C7,,0
31/S3024.DAT,288149,body:31/S3024.DAT:0x46590,앗,EA 9C,E1 C6,,0
31/S3024.DAT,288240,body:31/S3024.DAT:0x465E6,몰,E0 ED,E1 D4,,0
31/S3024.DAT,288244,body:31/S3024.DAT:0x465E6,론,DF D1,E1 C7,,0
31/S3024.DAT,288393,body:31/S3024.DAT:0x46684,앗,EA 9C,E1 C6,,0
31/S3024.DAT,288488,body:31/S3024.DAT:0x466DE,몰,E0 ED,E1 D4,,0
31/S3024.DAT,288492,body:31/S3024.DAT:0x466DE,론,DF D1,E1 C7,,0
31/S3024.DAT,288641,body:31/S3024.DAT:0x4677C,앗,EA 9C,E1 C6,,0
31/S3024.DAT,288732,body:31/S3024.DAT:0x467D2,몰,E0 ED,E1 D4,,0
31/S3024.DAT,288736,body:31/S3024.DAT:0x467D2,론,DF D1,E1 C7,,0
31/S3024.DAT,288885,body:31/S3024.DAT:0x46870,앗,EA 9C,E1 C6,,0
31/S3024.DAT,288978,body:31/S3024.DAT:0x468C8,몰,E0 ED,E1 D4,,0
31/S3024.DAT,288982,body:31/S3024.DAT:0x468C8,론,DF D1,E1 C7,,0
31/S3024.DAT,289131,body:31/S3024.DAT:0x46966,앗,EA 9C,E1 C6,,0
31/S3024.DAT,289224,body:31/S3024.DAT:0x469BE,몰,E0 ED,E1 D4,,0
31/S3024.DAT,289228,body:31/S3024.DAT:0x469BE,론,DF D1,E1 C7,,0
31/S3024.DAT,289377,body:31/S3024.DAT:0x46A5C,앗,EA 9C,E1 C6,,0
31/S3024.DAT,289388,body:31/S3024.DAT:0x46A5C,임,DF F6,E1 CE,,0
31/S3024.DAT,289468,body:31/S3024.DAT:0x46AB2,몰,E0 ED,E1 D4,,0
31/S3024.DAT,289472,body:31/S3024.DAT:0x46AB2,론,DF D1,E1 C7,,0
31/S3024.DAT,289621,body:31/S3024.DAT:0x46B50,앗,EA 9C,E1 C6,,0
31/S3024.DAT,289710,body:31/S3024.DAT:0x46BA4,몰,E0 ED,E1 D4,,0
31/S3024.DAT,289714,body:31/S3024.DAT:0x46BA4,론,DF D1,E1 C7,,0
31/S3024.DAT,289863,body:31/S3024.DAT:0x46C42,앗,EA 9C,E1 C6,,0
31/S3024.DAT,289877,body:31/S3024.DAT:0x46C42,임,DF F6,E1 CE,,0
31/S3024.DAT,289956,body:31/S3024.DAT:0x46C9A,몰,E0 ED,E1 D4,,0
31/S3024.DAT,289960,body:31/S3024.DAT:0x46C9A,론,DF D1,E1 C7,,0
31/S3024.DAT,290109,body:31/S3024.DAT:0x46D38,앗,EA 9C,E1 C6,,0
31/S3024.DAT,290204,body:31/S3024.DAT:0x46D92,몰,E0 ED,E1 D4,,0
31/S3024.DAT,290208,body:31/S3024.DAT:0x46D92,론,DF D1,E1 C7,,0
31/S3024.DAT,290560,body:31/S3024.DAT:0x46EF6,몰,E0 ED,E1 D4,,0
31/S3024.DAT,290564,body:31/S3024.DAT:0x46EF6,론,DF D1,E1 C7,,0
31/S3024.DAT,290937,body:31/S3024.DAT:0x47064,됐,E0 F0,E1 EE,,0
31/S3031.DAT,286116,slot:31/S3031.DAT:27,관,E0 F3,E1 DD,,0
31/S3031.DAT,286252,slot:31/S3031.DAT:28,갈,E0 42,E1 C3,EA 19,0
31/S3031.DAT,286598,slot:31/S3031.DAT:31,절,E0 E6,E1 DB,,0
31/S3031.DAT,286879,slot:31/S3031.DAT:33,케,E0 78,E1 E8,E9 E9,0
31/S3031.DAT,287121,slot:31/S3031.DAT:35,절,E0 E6,E1 DB,,0
31/S3031.DAT,288029,slot:31/S3031.DAT:42,켜,E0 79,E1 D3,,0
31/S3032.DAT,283401,slot:31/S3032.DAT:6,슨,E0 EA,E1 C0,,0
31/S3032.DAT,283418,slot:31/S3032.DAT:6,임,DF F6,E1 CE,,0
31/S3032.DAT,283908,slot:31/S3032.DAT:10,더,DF D5,E1 C1,,0
31/S3032.DAT,293291,body:31/S3032.DAT:0x47994,차,E0 96,E1 CC,E9 DF,0
31/S3032.DAT,293957,body:31/S3032.DAT:0x47C3C,맡,E0 4B,E1 CD,,0
32/S3061.DAT,282683,slot:32/S3061.DAT:0,임,DF F6,E1 CE,,0
32/S3061.DAT,282932,slot:32/S3061.DAT:2,꾸,DF DA,E1 E3,,0
32/S3061.DAT,282936,slot:32/S3061.DAT:2,겁,DF DE,E1 E7,,0
32/S3061.DAT,283169,slot:32/S3061.DAT:4,쳐,E0 D3,E1 E4,,0
32/S3061.DAT,283288,slot:32/S3061.DAT:5,욕,EA 62,E1 E1,EA 62,0
32/S3061.DAT,283421,slot:32/S3061.DAT:6,맡,E0 4B,E1 CD,,0
32/S3061.DAT,284829,slot:32/S3061.DAT:17,쳐,E0 D3,E1 E4,,0
32/S3061.DAT,285206,slot:32/S3061.DAT:20,빌,E0 54,E1 C4,,0
32/S3061.DAT,285324,slot:32/S3061.DAT:21,떠,E0 B8,E1 DE,,0
32/S3061.DAT,286981,slot:32/S3061.DAT:34,른,E0 AF,E1 CB,,0
32/S3061.DAT,293936,body:32/S3061.DAT:0x47C18,른,E0 AF,E1 CB,,0
32/S3061.DAT,294488,body:32/S3061.DAT:0x47E2E,절,E0 E6,E1 DB,,0
32/S3061.DAT,294577,body:32/S3061.DAT:0x47EA2,멸,E0 4D,E1 DC,,0
32/S3061.DAT,295082,body:32/S3061.DAT:0x48074,련,DE E8,E1 D1,,0
32/S3061.DAT,295617,body:32/S3061.DAT:0x48292,맡,E0 4B,E1 CD,,0
32/S3061.DAT,295864,body:32/S3061.DAT:0x48396,겁,DF DE,E1 E7,,0
32/S3062.DAT,282674,slot:32/S3062.DAT:0,꾸,DF DA,E1 E3,,0
32/S3062.DAT,294487,body:32/S3062.DAT:0x47E48,빌,E0 54,E1 C4,,0
32/S3062.DAT,294555,body:32/S3062.DAT:0x47E9A,능,EA 27,E1 E0,EA 27,0
32/S3063.DAT,282634,slot:32/S3063.DAT:0,빛,EA 9D,E1 D0,,0
32/S3063.DAT,282787,slot:32/S3063.DAT:1,켜,E0 79,E1 D3,,0
32/S3063.DAT,294631,body:32/S3063.DAT:0x47EE6,능,EA 27,E1 E0,EA 27,0
32/S3064.DAT,282652,slot:32/S3064.DAT:0,앗,EA 9C,E1 C6,,0
32/S3064.DAT,294435,body:32/S3064.DAT:0x47E22,능,EA 27,E1 E0,EA 27,0
32/S3065.DAT,282658,slot:32/S3065.DAT:0,맞,E0 DD,E1 C9,,0
32/S3065.DAT,294403,body:32/S3065.DAT:0x47E02,능,EA 27,E1 E0,EA 27,0
32/S3066.DAT,282676,slot:32/S3066.DAT:0,술,E3 04,E1 E2,EA 54,1
32/S3066.DAT,282787,slot:32/S3066.DAT:1,쳐,E0 D3,E1 E4,,0
32/S3066.DAT,283029,slot:32/S3066.DAT:3,른,E0 AF,E1 CB,,0
32/S3066.DAT,294579,body:32/S3066.DAT:0x47EB2,능,EA 27,E1 E0,EA 27,0
32/S3067.DAT,282653,slot:32/S3067.DAT:0,린,E0 48,E1 D7,,0
32/S3067.DAT,282674,slot:32/S3067.DAT:0,겁,DF DE,E1 E7,,0
32/S3067.DAT,282797,slot:32/S3067.DAT:1,앗,EA 9C,E1 C6,,0
32/S3067.DAT,282805,slot:32/S3067.DAT:1,릴,E0 EC,E1 D5,,0
32/S3067.DAT,282905,slot:32/S3067.DAT:2,릴,E0 EC,E1 D5,,0
32/S3067.DAT,283033,slot:32/S3067.DAT:3,앗,EA 9C,E1 C6,,0
32/S3067.DAT,294397,body:32/S3067.DAT:0x47DF2,릴,E0 EC,E1 D5,,0
32/S3067.DAT,294647,body:32/S3067.DAT:0x47EF6,능,EA 27,E1 E0,EA 27,0
32/S3068.DAT,282664,slot:32/S3068.DAT:0,른,E0 AF,E1 CB,,0
32/S3068.DAT,294963,body:32/S3068.DAT:0x48032,능,EA 27,E1 E0,EA 27,0
4/S4011.DAT,282662,slot:4/S4011.DAT:0,쳐,E0 D3,E1 E4,,0
4/S4011.DAT,282921,slot:4/S4011.DAT:2,갈,E0 42,E1 C3,EA 19,0
4/S4011.DAT,283264,slot:4/S4011.DAT:5,뭔,E0 D8,E1 E9,,0
4/S4011.DAT,283279,slot:4/S4011.DAT:5,넘,E0 97,E1 EF,,0
4/S4011.DAT,283281,slot:4/S4011.DAT:5,쳐,E0 D3,E1 E4,,0
4/S4011.DAT,283285,slot:4/S4011.DAT:5,른,E0 AF,E1 CB,,0
4/S4011.DAT,283790,slot:4/S4011.DAT:9,넘,E0 97,E1 EF,,0
4/S4011.DAT,284809,slot:4/S4011.DAT:17,빛,EA 9D,E1 D0,,0
4/S4011.DAT,296688,body:4/S4011.DAT:0x486E0,커,DE D0,E1 F0,,0
4/S4011.DAT,298794,body:4/S4011.DAT:0x48F24,관,E0 F3,E1 DD,,0
4/S4012.DAT,282628,slot:4/S4012.DAT:0,뭔,E0 D8,E1 E9,,0
4/S4021.DAT,282625,slot:4/S4021.DAT:0,슨,E0 EA,E1 C0,,0
4/S4021.DAT,282628,slot:4/S4021.DAT:0,개,EA 1A,E1 C2,EA 1A,0
4/S4021.DAT,283019,slot:4/S4021.DAT:3,떠,E0 B8,E1 DE,,0
4/S4021.DAT,283028,slot:4/S4021.DAT:3,돼,E0 30,E1 CA,,0
4/S4021.DAT,283164,slot:4/S4021.DAT:4,됐,E0 F0,E1 EE,,0
4/S4021.DAT,293291,body:4/S4021.DAT:0x47992,됐,E0 F0,E1 EE,,0
4/S4021.DAT,293632,body:4/S4021.DAT:0x47AFA,개,EA 1A,E1 C2,EA 1A,0
4/S4022.DAT,282646,slot:4/S4022.DAT:0,맞,E0 DD,E1 C9,,0
4/S4022.DAT,282791,slot:4/S4022.DAT:1,갈,E0 42,E1 C3,EA 19,0
4/S4022.DAT,282905,slot:4/S4022.DAT:2,개,EA 1A,E1 C2,EA 1A,0
4/S4022.DAT,282915,slot:4/S4022.DAT:2,맞,E0 DD,E1 C9,,0
4/S4022.DAT,293271,body:4/S4022.DAT:0x47986,됐,E0 F0,E1 EE,,0
4/S4022.DAT,293493,body:4/S4022.DAT:0x47A68,켜,E0 79,E1 D3,,0
4/S4022.DAT,293968,body:4/S4022.DAT:0x47C4A,앗,EA 9C,E1 C6,,0
4/S4022.DAT,294323,body:4/S4022.DAT:0x47D9A,돼,E0 30,E1 CA,,0
4/S4031.DAT,282665,slot:4/S4031.DAT:0,함,E0 85,E1 D2,EA 09,0
4/S4031.DAT,282783,slot:4/S4031.DAT:1,맡,E0 4B,E1 CD,,0
4/S4031.DAT,282889,slot:4/S4031.DAT:2,궤,E0 28,E1 BF,,0
4/S4031.DAT,283160,slot:4/S4031.DAT:4,넘,E0 97,E1 EF,,0
4/S4031.DAT,283267,slot:4/S4031.DAT:5,겁,DF DE,E1 E7,,0
4/S4031.DAT,283402,slot:4/S4031.DAT:6,떠,E0 B8,E1 DE,,0
4/S4031.DAT,283520,slot:4/S4031.DAT:7,뭔,E0 D8,E1 E9,,0
4/S4031.DAT,284177,slot:4/S4031.DAT:12,갈,E0 42,E1 C3,EA 19,0
4/S4031.DAT,284552,slot:4/S4031.DAT:15,욕,EA 62,E1 E1,EA 62,0
4/S4031.DAT,284677,slot:4/S4031.DAT:16,슨,E0 EA,E1 C0,,0
4/S4031.DAT,284692,slot:4/S4031.DAT:16,슨,E0 EA,E1 C0,,0
4/S4031.DAT,286724,slot:4/S4031.DAT:32,갈,E0 42,E1 C3,EA 19,0
4/S4031.DAT,286992,slot:4/S4031.DAT:34,클,EA 7B,E1 EC,EA 7B,0
4/S4031.DAT,293270,body:4/S4031.DAT:0x4798E,디,E0 A1,E1 D8,,0
4/S4031.DAT,294317,body:4/S4031.DAT:0x47D92,얻,E0 B1,E1 BE,,0
4/S4031.DAT,294809,body:4/S4031.DAT:0x47F7A,빌,E0 54,E1 C4,,0
4/S4032.DAT,282670,slot:4/S4032.DAT:0,뭔,E0 D8,E1 E9,,0
4/S4032.DAT,282685,slot:4/S4032.DAT:0,몰,E0 ED,E1 D4,,0
4/S4032.DAT,282755,slot:4/S4032.DAT:1,함,E0 85,E1 D2,EA 09,0
4/S4032.DAT,282881,slot:4/S4032.DAT:2,른,E0 AF,E1 CB,,0
4/S4032.DAT,282898,slot:4/S4032.DAT:2,별,DE E2,E1 ED,,0
4/S4032.DAT,282907,slot:4/S4032.DAT:2,른,E0 AF,E1 CB,,0
4/S4032.DAT,282922,slot:4/S4032.DAT:2,돼,E0 30,E1 CA,,0
4/S4032.DAT,283011,slot:4/S4032.DAT:3,함,E0 85,E1 D2,EA 09,0
4/S4033.DAT,282758,slot:4/S4033.DAT:1,른,E0 AF,E1 CB,,0
4/S4033.DAT,282769,slot:4/S4033.DAT:1,차,E0 96,E1 CC,E9 DF,0
4/S4033.DAT,283013,slot:4/S4033.DAT:3,빛,EA 9D,E1 D0,,0
4/S4033.DAT,283664,slot:4/S4033.DAT:8,별,DE E2,E1 ED,,0
4/S4033.DAT,283794,slot:4/S4033.DAT:9,꾸,DF DA,E1 E3,,0
4/S4033.DAT,283806,slot:4/S4033.DAT:9,린,E0 48,E1 D7,,0
4/S4033.DAT,283921,slot:4/S4033.DAT:10,갈,E0 42,E1 C3,EA 19,0
4/S4033.DAT,284174,slot:4/S4033.DAT:12,뭔,E0 D8,E1 E9,,0
4/S4033.DAT,284420,slot:4/S4033.DAT:14,커,DE D0,E1 F0,,0
4/S4033.DAT,284561,slot:4/S4033.DAT:15,더,DF D5,E1 C1,,0
4/S4033.DAT,295180,body:4/S4033.DAT:0x48102,함,E0 85,E1 D2,EA 09,0
4/S4033.DAT,295194,body:4/S4033.DAT:0x48102,커,DE D0,E1 F0,,0
4/S4033.DAT,295199,body:4/S4033.DAT:0x48102,돼,E0 30,E1 CA,,0
4/S4034.DAT,283146,slot:4/S4034.DAT:4,쳐,E0 D3,E1 E4,,0
4/S4034.DAT,284175,slot:4/S4034.DAT:12,톨,EA A5,E1 EB,,0
4/S4034.DAT,285064,slot:4/S4034.DAT:19,벨,EA 43,E1 EA,EA 43,0
4/S4034.DAT,285075,slot:4/S4034.DAT:19,맞,E0 DD,E1 C9,,0
4/S4034.DAT,285089,slot:4/S4034.DAT:19,커,DE D0,E1 F0,,0
4/S4034.DAT,285445,slot:4/S4034.DAT:22,뭔,E0 D8,E1 E9,,0
4/S4034.DAT,285573,slot:4/S4034.DAT:23,뭔,E0 D8,E1 E9,,0
4/S4034.DAT,294814,body:4/S4034.DAT:0x47F74,몰,E0 ED,E1 D4,,0
4/S4034.DAT,296038,body:4/S4034.DAT:0x4845E,벨,EA 43,E1 EA,EA 43,0
4/S4035.DAT,283526,slot:4/S4035.DAT:7,벨,EA 43,E1 EA,EA 43,0
4/S4035.DAT,283544,slot:4/S4035.DAT:7,능,EA 27,E1 E0,EA 27,0
4/S4035.DAT,283670,slot:4/S4035.DAT:8,술,E3 04,E1 E2,EA 54,1
4/S4035.DAT,283806,slot:4/S4035.DAT:9,얻,E0 B1,E1 BE,,0
4/S4035.DAT,284054,slot:4/S4035.DAT:11,뿐,E0 07,E1 D6,,0
4/S4035.DAT,284421,slot:4/S4035.DAT:14,벨,EA 43,E1 EA,EA 43,0
4/S4035.DAT,284805,slot:4/S4035.DAT:17,술,E3 04,E1 E2,EA 54,1
4/S4035.DAT,294556,body:4/S4035.DAT:0x47E98,몰,E0 ED,E1 D4,,0
4/S4035.DAT,294751,body:4/S4035.DAT:0x47F50,켜,E0 79,E1 D3,,0
4/S4035.DAT,295738,body:4/S4035.DAT:0x48334,차,E0 96,E1 CC,E9 DF,0
4/S4035.DAT,295750,body:4/S4035.DAT:0x48334,차,E0 96,E1 CC,E9 DF,0
4/S4036.DAT,283061,slot:4/S4036.DAT:3,맞,E0 DD,E1 C9,,0
4/S4036.DAT,283150,slot:4/S4036.DAT:4,욕,EA 62,E1 E1,EA 62,0
4/S4036.DAT,283264,slot:4/S4036.DAT:5,술,E3 04,E1 E2,EA 54,1
4/S4036.DAT,283290,slot:4/S4036.DAT:5,른,E0 AF,E1 CB,,0
4/S4036.DAT,283905,slot:4/S4036.DAT:10,겐,E1 2F,E1 C5,EA 1C,1
4/S4036.DAT,283909,slot:4/S4036.DAT:10,별,DE E2,E1 ED,,0
4/S4036.DAT,284032,slot:4/S4036.DAT:11,케,E0 78,E1 E8,E9 E9,0
4/S4036.DAT,284053,slot:4/S4036.DAT:11,벨,EA 43,E1 EA,EA 43,0
4/S4036.DAT,295536,body:4/S4036.DAT:0x48264,절,E0 E6,E1 DB,,0
4/S4036.DAT,295616,body:4/S4036.DAT:0x482C0,술,E3 04,E1 E2,EA 54,1
4/S4036.DAT,295902,body:4/S4036.DAT:0x483DA,떠,E0 B8,E1 DE,,0
4/S4041.DAT,282757,slot:4/S4041.DAT:1,뭔,E0 D8,E1 E9,,0
4/S4061.DAT,282627,slot:4/S4061.DAT:0,집,E0 D2,E1 DF,E9 DD,0
5/S5011.DAT,282904,slot:5/S5011.DAT:2,맞,E0 DD,E1 C9,,0
5/S5011.DAT,295658,body:5/S5011.DAT:0x482DC,갈,E0 42,E1 C3,EA 19,0
5/S5012.DAT,282767,slot:5/S5012.DAT:1,항,E0 87,E1 E6,EA 0B,0
5/S5012.DAT,283013,slot:5/S5012.DAT:3,함,E0 85,E1 D2,EA 09,0
5/S5012.DAT,295609,body:5/S5012.DAT:0x482B8,겐,E1 2F,E1 C5,EA 1C,1
5/S5012.DAT,295804,body:5/S5012.DAT:0x4837C,빛,EA 9D,E1 D0,,0
5/S5013.DAT,284308,slot:5/S5013.DAT:13,별,DE E2,E1 ED,,0
5/S5013.DAT,284314,slot:5/S5013.DAT:13,련,DE E8,E1 D1,,0
5/S5013.DAT,284341,slot:5/S5013.DAT:13,얻,E0 B1,E1 BE,,0
5/S5013.DAT,284563,slot:5/S5013.DAT:15,뿐,E0 07,E1 D6,,0
5/S5013.DAT,284583,slot:5/S5013.DAT:15,얻,E0 B1,E1 BE,,0
5/S5013.DAT,284711,slot:5/S5013.DAT:16,절,E0 E6,E1 DB,,0
5/S5013.DAT,285088,slot:5/S5013.DAT:19,얻,E0 B1,E1 BE,,0
5/S5013.DAT,285221,slot:5/S5013.DAT:20,벨,EA 43,E1 EA,EA 43,0
5/S5013.DAT,285224,slot:5/S5013.DAT:20,차,E0 96,E1 CC,E9 DF,0
5/S5013.DAT,285589,slot:5/S5013.DAT:23,얻,E0 B1,E1 BE,,0
5/S5013.DAT,285606,slot:5/S5013.DAT:23,클,EA 7B,E1 EC,EA 7B,0
5/S5013.DAT,285860,slot:5/S5013.DAT:25,벨,EA 43,E1 EA,EA 43,0
5/S5013.DAT,285863,slot:5/S5013.DAT:25,차,E0 96,E1 CC,E9 DF,0
5/S5013.DAT,285869,slot:5/S5013.DAT:25,더,DF D5,E1 C1,,0
5/S5013.DAT,286103,slot:5/S5013.DAT:27,개,EA 1A,E1 C2,EA 1A,0
5/S5013.DAT,286344,slot:5/S5013.DAT:29,커,DE D0,E1 F0,,0
5/S5013.DAT,286360,slot:5/S5013.DAT:29,술,E3 04,E1 E2,EA 54,1
5/S5013.DAT,286382,slot:5/S5013.DAT:29,꾸,DF DA,E1 E3,,0
5/S5013.DAT,286470,slot:5/S5013.DAT:30,겐,E1 2F,E1 C5,EA 1C,1
5/S5013.DAT,286652,slot:5/S5013.DAT:31,집,E0 D2,E1 DF,E9 DD,0
5/S5013.DAT,287268,slot:5/S5013.DAT:36,탄,EA 7C,E1 DA,EA 7C,0
5/S5013.DAT,287277,slot:5/S5013.DAT:36,탄,EA 7C,E1 DA,EA 7C,0
5/S5013.DAT,287371,slot:5/S5013.DAT:37,함,E0 85,E1 D2,EA 09,0
5/S5013.DAT,287761,slot:5/S5013.DAT:40,꾸,DF DA,E1 E3,,0
5/S5013.DAT,288521,slot:5/S5013.DAT:46,능,EA 27,E1 E0,EA 27,0
5/S5013.DAT,294920,body:5/S5013.DAT:0x47FFA,능,EA 27,E1 E0,EA 27,0
5/S5013.DAT,296643,body:5/S5013.DAT:0x486BE,욕,EA 62,E1 E1,EA 62,0
5/S5013.DAT,297173,body:5/S5013.DAT:0x488B4,겁,DF DE,E1 E7,,0
5/S5013.DAT,297807,body:5/S5013.DAT:0x48B4E,론,DF D1,E1 C7,,0
5/S5013.DAT,297824,body:5/S5013.DAT:0x48B4E,맡,E0 4B,E1 CD,,0
5/S5013.DAT,297981,body:5/S5013.DAT:0x48BF6,케,E0 78,E1 E8,E9 E9,0
5/S5013.DAT,298078,body:5/S5013.DAT:0x48C4A,켜,E0 79,E1 D3,,0
5/S5013.DAT,298426,body:5/S5013.DAT:0x48DA0,련,DE E8,E1 D1,,0
5/S5013.DAT,298433,body:5/S5013.DAT:0x48DA0,개,EA 1A,E1 C2,EA 1A,0
5/S5013.DAT,300280,body:5/S5013.DAT:0x494F2,겐,E1 2F,E1 C5,EA 1C,1
5/S5013.DAT,300307,body:5/S5013.DAT:0x494F2,탄,EA 7C,E1 DA,EA 7C,0
5/S5013.DAT,300718,body:5/S5013.DAT:0x49692,빌,E0 54,E1 C4,,0
5/S5021.DAT,282658,slot:5/S5021.DAT:0,빛,EA 9D,E1 D0,,0
5/S5021.DAT,282760,slot:5/S5021.DAT:1,꾸,DF DA,E1 E3,,0
5/S5021.DAT,283040,slot:5/S5021.DAT:3,뿐,E0 07,E1 D6,,0
5/S5021.DAT,283160,slot:5/S5021.DAT:4,얻,E0 B1,E1 BE,,0
5/S5021.DAT,283170,slot:5/S5021.DAT:4,뿐,E0 07,E1 D6,,0
5/S5021.DAT,283553,slot:5/S5021.DAT:7,쳐,E0 D3,E1 E4,,0
5/S5021.DAT,283925,slot:5/S5021.DAT:10,항,E0 87,E1 E6,EA 0B,0
5/S5021.DAT,284177,slot:5/S5021.DAT:12,관,E0 F3,E1 DD,,0
5/S5021.DAT,284434,slot:5/S5021.DAT:14,쳐,E0 D3,E1 E4,,0
5/S5021.DAT,284685,slot:5/S5021.DAT:16,디,E0 A1,E1 D8,,0
5/S5021.DAT,284933,slot:5/S5021.DAT:18,빛,EA 9D,E1 D0,,0
5/S5021.DAT,284951,slot:5/S5021.DAT:18,쳐,E0 D3,E1 E4,,0
5/S5021.DAT,295484,body:5/S5021.DAT:0x48234,더,DF D5,E1 C1,,0
5/S5022.DAT,282646,slot:5/S5022.DAT:0,린,E0 48,E1 D7,,0
5/S5022.DAT,282769,slot:5/S5022.DAT:1,항,E0 87,E1 E6,EA 0B,0
5/S5023.DAT,282637,slot:5/S5023.DAT:0,항,E0 87,E1 E6,EA 0B,0
5/S5023.DAT,282672,slot:5/S5023.DAT:0,겐,E1 2F,E1 C5,EA 1C,1
5/S5023.DAT,282894,slot:5/S5023.DAT:2,항,E0 87,E1 E6,EA 0B,0
5/S5023.DAT,293255,body:5/S5023.DAT:0x4797C,켜,E0 79,E1 D3,,0
5/S5024.DAT,282625,slot:5/S5024.DAT:0,슨,E0 EA,E1 C0,,0
5/S5025.DAT,283279,slot:5/S5025.DAT:5,집,E0 D2,E1 DF,E9 DD,0
5/S5025.DAT,293454,body:5/S5025.DAT:0x47A44,집,E0 D2,E1 DF,E9 DD,0
5/S5025.DAT,294216,body:5/S5025.DAT:0x47D46,집,E0 D2,E1 DF,E9 DD,0
5/S5032.DAT,282646,slot:5/S5032.DAT:0,갈,E0 42,E1 C3,EA 19,0
5/S5041.DAT,282624,slot:5/S5041.DAT:0,빛,EA 9D,E1 D0,,0
5/S5041.DAT,282752,slot:5/S5041.DAT:1,빛,EA 9D,E1 D0,,0
5/S5041.DAT,282766,slot:5/S5041.DAT:1,른,E0 AF,E1 CB,,0
5/S5041.DAT,282880,slot:5/S5041.DAT:2,빛,EA 9D,E1 D0,,0
5/S5041.DAT,283136,slot:5/S5041.DAT:4,빛,EA 9D,E1 D0,,0
5/S5041.DAT,283264,slot:5/S5041.DAT:5,빛,EA 9D,E1 D0,,0
5/S5041.DAT,283392,slot:5/S5041.DAT:6,빛,EA 9D,E1 D0,,0
5/S5041.DAT,283520,slot:5/S5041.DAT:7,빛,EA 9D,E1 D0,,0
