manifest,row,file,offset,exact_corpus,nearest_offset,nearest_delta,confidence,conflicting_texts
story_intro_missing_e2_translation.csv,79,1/S1023.DAT,0x47B30,1,0x47B30,0,high,1
story_intro_missing_e2_translation.csv,80,1/S1023.DAT,0x47BA0,1,0x47BA0,0,high,0
story_intro_missing_e2_translation.csv,81,1/S1023.DAT,0x47BEE,1,0x47BEE,0,high,0
story_intro_missing_e2_translation.csv,82,1/S1023.DAT,0x47C3C,1,0x47C3C,0,high,0
story_intro_missing_e2_translation.csv,83,1/S1023.DAT,0x47CB8,1,0x47CB8,0,high,0
story_intro_missing_e2_translation.csv,84,1/S1023.DAT,0x47D0E,1,0x47D0E,0,high,0
story_intro_missing_e2_translation.csv,85,1/S1023.DAT,0x47D66,1,0x47D66,0,high,0
story_intro_missing_e2_translation.csv,86,1/S1023.DAT,0x47DCA,1,0x47DCA,0,high,0
story_intro_missing_e2_translation.csv,87,1/S1023.DAT,0x47E20,1,0x47E20,0,high,0
story_intro_missing_e2_translation.csv,88,1/S1023.DAT,0x47E78,1,0x47E78,0,high,0
story_intro_missing_e2_translation.csv,89,1/S1023.DAT,0x47EDA,1,0x47EDA,0,high,0
story_intro_missing_e2_translation.csv,90,1/S1023.DAT,0x47F32,1,0x47F32,0,high,0
story_intro_missing_e2_translation.csv,91,1/S1023.DAT,0x47F8C,1,0x47F8C,0,high,0
story_intro_missing_e2_translation.csv,92,1/S1023.DAT,0x47FE0,1,0x47FE0,0,high,0
story_intro_missing_e2_translation.csv,93,1/S1023.DAT,0x48036,1,0x48036,0,high,0
story_intro_missing_e2_translation.csv,94,1/S1023.DAT,0x4809C,1,0x4809C,0,high,0
story_intro_missing_e2_translation.csv,95,1/S1023.DAT,0x48142,1,0x48142,0,high,0
story_intro_missing_e2_translation.csv,96,1/S1023.DAT,0x48182,1,0x48182,0,high,0
story_intro_missing_e2_translation.csv,97,1/S1023.DAT,0x481DC,1,0x481DC,0,high,0
story_intro_missing_e2_translation.csv,98,1/S1023.DAT,0x48232,1,0x48232,0,high,0
story_intro_missing_e2_translation.csv,99,1/S1023.DAT,0x48306,1,0x48306,0,high,0
story_intro_missing_e2_translation.csv,100,1/S1023.DAT,0x48358,1,0x48358,0,high,0
story_intro_missing_e2_translation.csv,101,1/S1023.DAT,0x4839E,1,0x4839E,0,high,0
story_intro_missing_e2_translation.csv,102,1/S1023.DAT,0x483E4,1,0x483E4,0,high,0
story_intro_missing_e2_translation.csv,103,1/S1023.DAT,0x484C6,1,0x484C6,0,high,0
story_intro_missing_e2_translation.csv,104,1/S1023.DAT,0x4853C,1,0x4853C,0,high,0
story_intro_s1071_s1011_stable_translation.csv,2,1/S1071.DAT,0x478D6,1,0x478D6,0,high,1
story_intro_s1071_s1011_stable_translation.csv,3,1/S1071.DAT,0x47932,1,0x47932,0,high,1
story_intro_s1071_s1011_stable_translation.csv,4,1/S1071.DAT,0x4798E,1,0x4798E,0,high,1
story_intro_s1071_s1011_stable_translation.csv,5,1/S1071.DAT,0x479FA,1,0x479FA,0,high,1
story_intro_s1071_s1011_stable_translation.csv,6,1/S1011.DAT,0x478AA,1,0x478AA,0,high,1
story_intro_s1071_s1011_stable_translation.csv,7,1/S1011.DAT,0x47902,1,0x47902,0,high,1
story_intro_s1071_s1011_stable_translation.csv,8,1/S1011.DAT,0x47954,1,0x47954,0,high,1
story_intro_s1071_s1011_stable_translation.csv,9,1/S1011.DAT,0x4799E,1,0x4799E,0,high,1
story_intro_s1071_s1011_stable_translation.csv,10,1/S1011.DAT,0x479FC,1,0x479FC,0,high,1
story_intro_s1071_s1011_stable_translation.csv,11,1/S1011.DAT,0x47A54,1,0x47A54,0,high,1
story_intro_s1071_s1011_stable_translation.csv,12,1/S1011.DAT,0x47AD2,1,0x47AD2,0,high,1
story_intro_s1071_s1011_stable_translation.csv,13,1/S1011.DAT,0x47B3E,1,0x47B3E,0,high,1
story_intro_s1071_s1011_stable_translation.csv,14,1/S1011.DAT,0x47BB2,1,0x47BB2,0,high,1
story_legacy_tone_e2_v18_translation.csv,2,F/SF0B1.DAT,0x478C4,1,0x478C4,0,high,1
story_legacy_tone_e2_v18_translation.csv,3,F/SF0B1.DAT,0x47926,1,0x47926,0,high,1
story_legacy_tone_e2_v18_translation.csv,4,F/SF0B1.DAT,0x47978,1,0x47978,0,high,1
story_legacy_tone_e2_v18_translation.csv,5,F/SF0B1.DAT,0x479E4,1,0x479E4,0,high,1
story_legacy_tone_e2_v18_translation.csv,6,F/SF0B1.DAT,0x47A46,1,0x47A46,0,high,1
story_legacy_tone_e2_v18_translation.csv,7,F/SF0B1.DAT,0x47AA4,1,0x47AA4,0,high,1
story_legacy_tone_e2_v18_translation.csv,8,F/SF0B1.DAT,0x47AFC,1,0x47AFC,0,high,1
story_legacy_tone_e2_v18_translation.csv,9,F/SF0B1.DAT,0x47B5A,1,0x47B5A,0,high,1
story_legacy_tone_e2_v18_translation.csv,10,F/SF0B1.DAT,0x47B9E,1,0x47B9E,0,high,1
story_legacy_tone_e2_v18_translation.csv,11,F/SF0B1.DAT,0x47BF6,1,0x47BF6,0,high,1
story_legacy_tone_e2_v18_translation.csv,12,F/SF0B1.DAT,0x47C4E,1,0x47C4E,0,high,1
story_legacy_tone_e2_v18_translation.csv,13,F/SF0B1.DAT,0x47C96,1,0x47C96,0,high,1
story_legacy_tone_e2_v18_translation.csv,14,F/SF0B1.DAT,0x47CF0,1,0x47CF0,0,high,1
story_legacy_tone_e2_v18_translation.csv,15,F/SF0B1.DAT,0x47D32,1,0x47D32,0,high,1
story_legacy_tone_e2_v18_translation.csv,16,F/SF0B1.DAT,0x47D80,1,0x47D80,0,high,1
story_legacy_tone_e2_v18_translation.csv,17,F/SF0B1.DAT,0x47DE2,1,0x47DE2,0,high,1
story_legacy_tone_e2_v18_translation.csv,18,F/SF0B1.DAT,0x47E3C,1,0x47E3C,0,high,1
story_legacy_tone_e2_v18_translation.csv,19,21/S2041.DAT,0x47EFE,1,0x47EFE,0,high,0
story_legacy_tone_e2_v18_translation.csv,20,21/S2041.DAT,0x47FF8,1,0x47FF8,0,high,1
story_legacy_tone_e2_v18_translation.csv,21,21/S2041.DAT,0x4804E,1,0x4804E,0,high,1
story_legacy_tone_e2_v18_translation.csv,22,21/S2041.DAT,0x480B4,1,0x480B4,0,high,1
story_legacy_tone_e2_v18_translation.csv,23,21/S2041.DAT,0x48118,1,0x48118,0,high,1
story_legacy_tone_e2_v18_translation.csv,24,21/S2041.DAT,0x48160,1,0x48160,0,high,1
story_legacy_tone_e2_v18_translation.csv,25,21/S2041.DAT,0x481CC,1,0x481CC,0,high,1
story_legacy_tone_e2_v18_translation.csv,26,21/S2041.DAT,0x482C2,1,0x482C2,0,high,1
story_legacy_tone_e2_v18_translation.csv,27,21/S2041.DAT,0x4834C,1,0x4834C,0,high,1
story_legacy_tone_e2_v18_translation.csv,28,21/S2041.DAT,0x48398,1,0x48398,0,high,1
story_legacy_tone_e2_v18_translation.csv,29,21/S2041.DAT,0x483D4,1,0x483D4,0,high,1
story_legacy_tone_e2_v18_translation.csv,30,21/S2041.DAT,0x48440,1,0x48440,0,high,1
story_legacy_tone_e2_v18_translation.csv,31,21/S2041.DAT,0x48488,1,0x48488,0,high,1
story_legacy_tone_e2_v18_translation.csv,32,21/S2041.DAT,0x484FE,1,0x484FE,0,high,1
story_legacy_tone_e2_v18_translation.csv,33,21/S2041.DAT,0x48554,1,0x48554,0,high,1
story_legacy_tone_e2_v18_translation.csv,34,21/S2041.DAT,0x485A6,1,0x485A6,0,high,1
story_legacy_tone_e2_v18_translation.csv,35,21/S2041.DAT,0x4861A,1,0x4861A,0,high,1
story_legacy_tone_e2_v18_translation.csv,36,21/S2041.DAT,0x48684,1,0x48684,0,high,1
story_legacy_tone_e2_v18_translation.csv,37,21/S2041.DAT,0x486E4,1,0x486E4,0,high,1
story_legacy_tone_e2_v18_translation.csv,38,21/S2041.DAT,0x48746,1,0x48746,0,high,1
story_legacy_tone_e2_v18_translation.csv,39,21/S2041.DAT,0x487BA,1,0x487BA,0,high,1
story_legacy_tone_e2_v18_translation.csv,40,21/S2041.DAT,0x4880A,1,0x4880A,0,high,1
story_legacy_tone_e2_v18_translation.csv,41,31/S3012.DAT,0x47F50,1,0x47F50,0,high,0
story_legacy_tone_e2_v18_translation.csv,42,31/S3012.DAT,0x47FAC,1,0x47FAC,0,high,0
story_legacy_tone_e2_v18_translation.csv,43,31/S3012.DAT,0x47FF0,1,0x47FF0,0,high,1
story_legacy_tone_e2_v18_translation.csv,44,31/S3012.DAT,0x48064,1,0x48064,0,high,0
story_legacy_tone_e2_v18_translation.csv,45,31/S3012.DAT,0x480D4,1,0x480D4,0,high,0
story_legacy_tone_e2_v18_translation.csv,46,31/S3012.DAT,0x4811E,1,0x4811E,0,high,0
story_legacy_tone_e2_v18_translation.csv,47,31/S3012.DAT,0x48194,1,0x48194,0,high,0
story_legacy_tone_e2_v18_translation.csv,48,31/S3012.DAT,0x481EA,1,0x481EA,0,high,0
story_legacy_tone_e2_v18_translation.csv,49,31/S3012.DAT,0x4823C,1,0x4823C,0,high,0
story_legacy_tone_e2_v18_translation.csv,50,31/S3012.DAT,0x482B0,1,0x482B0,0,high,0
story_legacy_tone_e2_v18_translation.csv,51,31/S3012.DAT,0x4831C,1,0x4831C,0,high,0
story_legacy_tone_e2_v18_translation.csv,52,31/S3012.DAT,0x4837E,1,0x4837E,0,high,0
story_legacy_tone_e2_v18_translation.csv,53,31/S3012.DAT,0x483E0,1,0x483E0,0,high,0
story_legacy_tone_e2_v18_translation.csv,54,31/S3012.DAT,0x48454,1,0x48454,0,high,0
story_minister_s3022_s3031_e2_v19_translation.csv,2,22/S2051.DAT,0x47B22,1,0x47B22,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,3,22/S2051.DAT,0x47B7E,1,0x47B7E,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,4,22/S2051.DAT,0x47CA4,1,0x47CA4,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,5,22/S2051.DAT,0x47D50,1,0x47D50,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,6,22/S2051.DAT,0x47D9C,1,0x47D9C,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,7,22/S2051.DAT,0x47E00,1,0x47E00,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,8,22/S2051.DAT,0x47E54,1,0x47E54,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,9,22/S2051.DAT,0x47EA2,1,0x47EA2,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,10,22/S2051.DAT,0x47EF6,1,0x47EF6,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,11,22/S2052.DAT,0x47962,1,0x47962,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,12,22/S2052.DAT,0x47A16,1,0x47A16,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,13,22/S2052.DAT,0x47AA0,1,0x47AA0,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,14,22/S2052.DAT,0x47B8A,1,0x47B8A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,15,22/S2052.DAT,0x47BEA,1,0x47BEA,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,16,22/S2052.DAT,0x47D26,1,0x47D26,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,17,22/S2052.DAT,0x47E52,1,0x47E52,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,18,22/S2053.DAT,0x4797A,1,0x4797A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,19,22/S2053.DAT,0x479BA,1,0x479BA,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,20,21/S2012.DAT,0x478A6,1,0x478A6,0,high,0
story_minister_s3022_s3031_e2_v19_translation.csv,21,21/S2012.DAT,0x478F0,1,0x478F0,0,high,0
story_minister_s3022_s3031_e2_v19_translation.csv,22,31/S3022.DAT,0x47CBA,1,0x47CBA,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,23,31/S3022.DAT,0x47D06,1,0x47D06,0,high,0
story_minister_s3022_s3031_e2_v19_translation.csv,24,31/S3022.DAT,0x47D52,1,0x47D52,0,high,0
story_minister_s3022_s3031_e2_v19_translation.csv,25,31/S3022.DAT,0x47D96,1,0x47D96,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,26,31/S3022.DAT,0x47DF8,1,0x47DF8,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,27,31/S3022.DAT,0x47E54,1,0x47E54,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,28,31/S3022.DAT,0x47EB2,1,0x47EB2,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,29,31/S3022.DAT,0x47F16,1,0x47F16,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,30,31/S3022.DAT,0x47F72,1,0x47F72,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,31,31/S3022.DAT,0x47FD4,1,0x47FD4,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,32,31/S3022.DAT,0x48044,1,0x48044,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,33,31/S3022.DAT,0x480A4,1,0x480A4,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,34,31/S3022.DAT,0x4811A,1,0x4811A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,35,31/S3022.DAT,0x4816E,1,0x4816E,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,36,31/S3022.DAT,0x481CC,1,0x481CC,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,37,31/S3022.DAT,0x4821A,1,0x4821A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,38,31/S3022.DAT,0x4826A,1,0x4826A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,39,31/S3022.DAT,0x482B4,1,0x482B4,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,40,31/S3022.DAT,0x4830C,1,0x4830C,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,41,31/S3022.DAT,0x48378,1,0x48378,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,42,31/S3022.DAT,0x4855A,1,0x4855A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,43,31/S3022.DAT,0x485D6,1,0x485D6,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,44,31/S3022.DAT,0x48614,1,0x48614,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,45,31/S3022.DAT,0x4866A,1,0x4866A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,46,31/S3022.DAT,0x486A6,1,0x486A6,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,47,31/S3022.DAT,0x48708,1,0x48708,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,48,31/S3022.DAT,0x4875A,1,0x4875A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,49,31/S3022.DAT,0x487AE,1,0x487AE,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,50,31/S3022.DAT,0x48882,1,0x48882,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,51,31/S3022.DAT,0x488E4,1,0x488E4,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,52,31/S3022.DAT,0x489C4,1,0x489C4,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,53,31/S3022.DAT,0x48A12,1,0x48A12,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,54,31/S3022.DAT,0x48A50,1,0x48A50,0,high,0
story_minister_s3022_s3031_e2_v19_translation.csv,55,31/S3022.DAT,0x48A90,1,0x48A90,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,56,31/S3022.DAT,0x48AE4,1,0x48AE4,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,57,31/S3031.DAT,0x47A4C,1,0x47A4C,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,58,31/S3031.DAT,0x47AB0,1,0x47AB0,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,59,31/S3031.DAT,0x47B9C,1,0x47B9C,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,60,31/S3031.DAT,0x47BDC,1,0x47BDC,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,61,31/S3031.DAT,0x47C40,1,0x47C40,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,62,31/S3031.DAT,0x47C98,1,0x47C98,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,63,31/S3031.DAT,0x47D12,1,0x47D12,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,64,31/S3031.DAT,0x47D5A,1,0x47D5A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,65,31/S3031.DAT,0x47DAC,1,0x47DAC,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,66,31/S3031.DAT,0x47E08,1,0x47E08,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,67,31/S3031.DAT,0x47E54,1,0x47E54,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,68,31/S3031.DAT,0x47EBE,1,0x47EBE,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,69,31/S3031.DAT,0x47F1A,1,0x47F1A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,70,31/S3031.DAT,0x47F8C,1,0x47F8C,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,71,31/S3031.DAT,0x47FDE,1,0x47FDE,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,72,31/S3031.DAT,0x4803A,1,0x4803A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,73,31/S3031.DAT,0x480B0,1,0x480B0,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,74,31/S3031.DAT,0x4810A,1,0x4810A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,75,31/S3031.DAT,0x4815A,1,0x4815A,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,76,31/S3031.DAT,0x481B6,1,0x481B6,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,77,31/S3031.DAT,0x48246,1,0x48246,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,78,31/S3031.DAT,0x482A2,1,0x482A2,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,79,31/S3031.DAT,0x48308,1,0x48308,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,80,31/S3031.DAT,0x4836C,1,0x4836C,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,81,31/S3031.DAT,0x483BC,1,0x483BC,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,82,31/S3031.DAT,0x4841E,1,0x4841E,0,high,1
story_minister_s3022_s3031_e2_v19_translation.csv,83,31/S3031.DAT,0x4845E,1,0x4845E,0,high,1
story_s1072_e2_translation.csv,2,1/S1072.DAT,0x478CC,1,0x478CC,0,high,0
story_s1072_e2_translation.csv,3,1/S1072.DAT,0x47932,1,0x47932,0,high,0
story_s1072_e2_translation.csv,4,1/S1072.DAT,0x47996,1,0x47996,0,high,0
story_s1072_e2_translation.csv,5,1/S1072.DAT,0x479F4,1,0x479F4,0,high,0
story_s1072_e2_translation.csv,6,1/S1072.DAT,0x47A30,1,0x47A30,0,high,0
story_s1072_e2_translation.csv,7,1/S1072.DAT,0x47A68,1,0x47A68,0,high,0
story_s1072_e2_translation.csv,8,1/S1072.DAT,0x47AA8,1,0x47AA8,0,high,0
story_s1072_e2_translation.csv,9,1/S1072.DAT,0x47B0E,1,0x47B0E,0,high,0
story_s1072_e2_translation.csv,10,1/S1072.DAT,0x47B94,1,0x47B94,0,high,0
story_s1072_e2_translation.csv,11,1/S1072.DAT,0x47C24,1,0x47C24,0,high,0
story_s2041_bulk_translation.csv,2,21/S2041.DAT,0x47FF8,1,0x47FF8,0,high,1
story_s2041_bulk_translation.csv,3,21/S2041.DAT,0x4804E,1,0x4804E,0,high,1
story_s2041_bulk_translation.csv,4,21/S2041.DAT,0x480B4,1,0x480B4,0,high,1
story_s2041_bulk_translation.csv,5,21/S2041.DAT,0x48118,1,0x48118,0,high,1
story_s2041_bulk_translation.csv,6,21/S2041.DAT,0x48160,1,0x48160,0,high,1
story_s2041_bulk_translation.csv,7,21/S2041.DAT,0x481CC,1,0x481CC,0,high,1
story_s2041_bulk_translation.csv,8,21/S2041.DAT,0x482C2,1,0x482C2,0,high,1
story_s2041_bulk_translation.csv,9,21/S2041.DAT,0x4834C,1,0x4834C,0,high,1
story_s2041_bulk_translation.csv,10,21/S2041.DAT,0x48398,1,0x48398,0,high,1
story_s2041_bulk_translation.csv,11,21/S2041.DAT,0x483D4,1,0x483D4,0,high,1
story_s2041_bulk_translation.csv,12,21/S2041.DAT,0x48440,1,0x48440,0,high,1
story_s2041_bulk_translation.csv,13,21/S2041.DAT,0x48488,1,0x48488,0,high,1
story_s2041_bulk_translation.csv,14,21/S2041.DAT,0x484FE,1,0x484FE,0,high,1
story_s2041_bulk_translation.csv,15,21/S2041.DAT,0x48554,1,0x48554,0,high,1
story_s2041_bulk_translation.csv,16,21/S2041.DAT,0x485A6,1,0x485A6,0,high,1
story_s2041_bulk_translation.csv,17,21/S2041.DAT,0x4861A,1,0x4861A,0,high,1
story_s2041_bulk_translation.csv,18,21/S2041.DAT,0x48684,1,0x48684,0,high,1
story_s2041_bulk_translation.csv,19,21/S2041.DAT,0x486E4,1,0x486E4,0,high,1
story_s2041_bulk_translation.csv,20,21/S2041.DAT,0x48746,1,0x48746,0,high,1
story_s2041_bulk_translation.csv,21,21/S2041.DAT,0x487BA,1,0x487BA,0,high,1
story_s2041_bulk_translation.csv,22,21/S2041.DAT,0x4880A,1,0x4880A,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,2,31/S3011.DAT,0x47FEE,1,0x47FEE,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,3,31/S3022.DAT,0x47CBA,1,0x47CBA,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,4,31/S3022.DAT,0x47D08,0,0x47D06,-2,,0
story_s3011_s3022_sc011_bulk_translation.csv,5,31/S3022.DAT,0x47D54,0,0x47D52,-2,,0
story_s3011_s3022_sc011_bulk_translation.csv,6,31/S3022.DAT,0x47D96,1,0x47D96,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,7,31/S3022.DAT,0x47DF8,1,0x47DF8,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,8,31/S3022.DAT,0x47E54,1,0x47E54,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,9,31/S3022.DAT,0x47EB2,1,0x47EB2,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,10,31/S3022.DAT,0x47F16,1,0x47F16,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,11,31/S3022.DAT,0x47F72,1,0x47F72,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,12,31/S3022.DAT,0x47FD4,1,0x47FD4,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,13,31/S3022.DAT,0x48044,1,0x48044,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,14,31/S3022.DAT,0x480A4,1,0x480A4,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,15,31/S3022.DAT,0x4811A,1,0x4811A,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,16,31/S3022.DAT,0x4816E,1,0x4816E,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,17,31/S3022.DAT,0x481CC,1,0x481CC,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,18,31/S3022.DAT,0x4821A,1,0x4821A,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,19,31/S3022.DAT,0x4826A,1,0x4826A,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,20,31/S3022.DAT,0x482B4,1,0x482B4,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,21,31/S3022.DAT,0x4830C,1,0x4830C,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,22,31/S3022.DAT,0x48378,1,0x48378,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,23,31/S3022.DAT,0x4855A,1,0x4855A,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,24,31/S3022.DAT,0x485D6,1,0x485D6,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,25,31/S3022.DAT,0x48614,1,0x48614,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,26,31/S3022.DAT,0x4866A,1,0x4866A,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,27,31/S3022.DAT,0x486A6,1,0x486A6,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,28,31/S3022.DAT,0x48708,1,0x48708,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,29,31/S3022.DAT,0x4875A,1,0x4875A,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,30,31/S3022.DAT,0x487AE,1,0x487AE,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,31,31/S3022.DAT,0x48822,1,0x48822,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,32,31/S3022.DAT,0x48882,1,0x48882,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,33,31/S3022.DAT,0x488E4,1,0x488E4,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,34,31/S3022.DAT,0x489C4,1,0x489C4,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,35,31/S3022.DAT,0x48A12,1,0x48A12,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,36,31/S3022.DAT,0x48A4E,0,0x48A50,2,,0
story_s3011_s3022_sc011_bulk_translation.csv,37,31/S3022.DAT,0x48A90,1,0x48A90,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,38,31/S3022.DAT,0x48AE4,1,0x48AE4,0,high,1
story_s3011_s3022_sc011_bulk_translation.csv,39,C1/SC011.DAT,0x46DE6,1,0x46DE6,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,40,C1/SC011.DAT,0x46E48,1,0x46E48,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,41,C1/SC011.DAT,0x46EAA,1,0x46EAA,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,42,C1/SC011.DAT,0x46F0E,1,0x46F0E,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,43,C1/SC011.DAT,0x46F74,1,0x46F74,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,44,C1/SC011.DAT,0x46FD8,1,0x46FD8,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,45,C1/SC011.DAT,0x47034,1,0x47034,0,high,0
story_s3011_s3022_sc011_bulk_translation.csv,46,C1/SC011.DAT,0x48DEA,1,0x48DEA,0,high,0
story_s3023_s3024_bulk_translation.csv,2,31/S3023.DAT,0x47D22,1,0x47D22,0,high,0
story_s3023_s3024_bulk_translation.csv,3,31/S3023.DAT,0x47D6C,1,0x47D6C,0,high,0
story_s3023_s3024_bulk_translation.csv,4,31/S3023.DAT,0x47DB6,1,0x47DB6,0,high,0
story_s3023_s3024_bulk_translation.csv,5,31/S3023.DAT,0x47E04,1,0x47E04,0,high,0
story_s3023_s3024_bulk_translation.csv,6,31/S3023.DAT,0x47F10,1,0x47F10,0,high,0
story_s3023_s3024_bulk_translation.csv,7,31/S3023.DAT,0x47F64,1,0x47F64,0,high,0
story_s3023_s3024_bulk_translation.csv,8,31/S3023.DAT,0x47FCE,1,0x47FCE,0,high,0
story_s3023_s3024_bulk_translation.csv,9,31/S3023.DAT,0x48026,1,0x48026,0,high,0
