file,offset,capacity,confidence,in_patch_zip,status,disk_id,slot,metadata,expected_metadata,external_has_terminator,decoded_jp
32/S3068.DAT,0x47EE8,23,high,0,original,,,,,,ベみの精霊 / さっ、私からのおくり物です。
32/S3068.DAT,0x47F3A,26,high,0,original,,,,,,ベみの精霊 / もうあなた達に話すことはありません。
32/S3068.DAT,0x47F86,47,high,0,original,,,,,,ベみの精霊 / 身を持つて知つた経験を生かして / 正しい道をみつけて進みなさい。
32/S3068.DAT,0x47FE8,19,high,0,original,,,,,,ベみの精霊 / 私はいつもみています。
32/S3068.DAT,0x48032,15,high,0,original,,,,,,<N:ｌ:5:5B>万能薬へを手に入れた。
4/S4011.DAT,0x469EE,49,medium,0,original,,,,,,<CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:．:2:0F><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:12:16><CTRL:00>は<CTRL:00><N:．:2:0F> に<CTRL:00>す<CTRL:00><N:ﾉ:6:10><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:9:17><CTRL:00>は<CTRL:00><N:．:2:0F> に<CTRL:00> <CTRL:00>・ か<CTRL:00>
4/S4011.DAT,0x46A12,13,medium,0,original,,,,,,は<CTRL:00><N:．:2:0F> に<CTRL:00> <CTRL:00>・ か<CTRL:00>
4/S4011.DAT,0x46BEA,49,medium,0,original,,,,,,<CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:．:2:0F><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:12:16><CTRL:00>は<CTRL:00>，！に<CTRL:00>す<CTRL:00><N:ﾉ:6:10><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:9:17><CTRL:00>は<CTRL:00>，！に<CTRL:00> <CTRL:00>が！か<CTRL:00>
4/S4011.DAT,0x46C0E,13,medium,0,original,,,,,,は<CTRL:00>，！に<CTRL:00> <CTRL:00>が！か<CTRL:00>
4/S4011.DAT,0x46E0E,21,medium,0,original,,,,,,<CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x46E1A,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x47086,21,medium,0,original,,,,,,<CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x47092,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x4729E,21,medium,0,original,,,,,,<CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x472AA,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x4748E,21,medium,0,original,,,,,,<CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x4749A,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x4758E,7,medium,0,original,,,,,,<CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>
4/S4011.DAT,0x478EC,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x479A0,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x47ACE,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x47CE2,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x47D82,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x47DF8,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x47EF4,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x48220,9,medium,0,original,,,,,,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま
4/S4011.DAT,0x48586,14,medium,0,original,,,,,,地下<N:牢:2:DE21>はこの下の階だよ。
4/S4011.DAT,0x485E8,33,high,0,original,,,,,,兵士1 / 大王が最も恐<CTRL:E1> れていた国とは / とても思えんな。
4/S4011.DAT,0x4863C,24,high,0,original,,,,,,兵士2 / ああ、王家の力も落ちている。
4/S4011.DAT,0x48686,40,high,0,original,,,,,,兵士3 / このままいけば、俺達が何もしなくても / 内部からくさつていくさ。
4/S4011.DAT,0x486E0,25,high,0,original,,,,,,兵士1 / ます、パ<N:リ:12:6F>ンシアの大掃<N:除:2:DF35>からだな。
4/S4011.DAT,0x4873C,14,high,0,original,,,,,,てめえらだけは<G:DD04:223>るさね<N:ぇ:2:C0>！
4/S4011.DAT,0x4879C,25,high,0,original,,,,,,兵士1 / どうやつて出て来た、死にぞこないが。
4/S4011.DAT,0x487EA,36,high,0,original,,,,,,てめえらのような / 人の命を何とも思わね<N:ぇ:2:C0>ヤツ等をぶつ殺すまでは、
4/S4011.DAT,0x48842,19,high,0,original,,,,,,殺されるわけには / いかね<N:ぇ:2:C0>んだよ。
4/S4011.DAT,0x48888,33,high,0,original,,,,,,兵士2 / 人の命？ / おまえ等人聞の時代はもう終わるんだ。
4/S4011.DAT,0x488DE,37,high,0,original,,,,,,つベこベぬかしてるんじゃね<N:ぇ:2:C0>！かたつっしから / ぶつた斬つてやる！
4/S4011.DAT,0x48936,31,high,0,original,,,,,,兵士1 / よかろう！人聞の<N:非:1:DE5A>力さを / 思い知らせてやろう。
4/S4011.DAT,0x4898E,8,high,0,original,,,,,,化け物がつ！
4/S4011.DAT,0x48A24,5,high,0,original,,,,,,うげ<N:ぇ:2:C0>あ。
4/S4011.DAT,0x48A6C,30,high,0,original,,,,,,どうなつてるんだ？ / 兵士がモンスターだなんて・・？
4/S4011.DAT,0x48ABE,33,high,0,original,,,,,,モンスター対罪人・<CTRL:E4><N:*:7:0B>・<CTRL:E4><N:*:7:0B>・<CTRL:E4><N:*:7:0B> / どつちが悪いやつなの？
4/S4011.DAT,0x48B1A,17,high,0,original,,,,,,鏡が・・光つてる・・。
4/S4011.DAT,0x48B60,3,high,0,original,,,,,,鏡？
4/S4011.DAT,0x48B98,32,high,0,original,,,,,,一族に伝わるもので、勇者を導く力があると言われているの。
4/S4011.DAT,0x48BEC,35,high,0,original,,,,,,彼にも精霊（せいれい）の力が / 宿（やど）つているみたい・・。
4/S4011.DAT,0x48C44,20,high,0,original,,,,,,戦う相手は決まつたな。 / いくぞ！
4/S4011.DAT,0x48CD6,45,high,0,original,,,,,,何だか知らね<N:ぇ:2:C0>が / 力がみなぎつてきた。 / <CTRL:E4>つもうてめえらに負ける気が / しないぜ！
4/S4011.DAT,0x48D4C,21,high,0,original,,,,,,この国を、 / 化け物にはわたさないぞ！
4/S4011.DAT,0x48E64,30,high,0,original,,,,,,城の兵隊にまでモンスターが / 化けてるなんて・・。
4/S4011.DAT,0x48EC4,21,high,0,original,,,,,,ところであなた、 / どうして<N:捕:1:DE91>まつたの？
4/S4011.DAT,0x48F24,13,high,0,original,,,,,,おまえらには<N:閤:15:DDB1>係ない。
4/S4011.DAT,0x48F6C,14,high,0,original,,,,,,俺には<N:閤:15:DDB1>わらない方がいい。
4/S4011.DAT,0x48FC2,13,high,0,original,,,,,,一応、礼をいつとくぜ。
4/S4012.DAT,0x4782A,5,medium,0,original,,,,,,る<CTRL:00>の<CTRL:00><N:X:20:06>
4/S4012.DAT,0x4796C,11,high,0,original,,,,,,きつと何かあるはすだ。
4/S4012.DAT,0x47A9A,7,high,0,original,,,,,,よし、行くぞ！
4/S4013.DAT,0x4782A,5,medium,0,original,,,,,,る<CTRL:00>の<CTRL:00><N:X:20:06>
4/S4013.DAT,0x47952,29,medium,0,original,,,,,,<CTRL:00><CTRL:F0><CTRL:FF>”<CTRL:00> <CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00> <CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00> <CTRL:00><CTRL:F0><CTRL:FF>）<CTRL:00>老<CTRL:00>（<CTRL:00>！
4/S4013.DAT,0x4797C,3,medium,0,original,,,,,,（<CTRL:00>！
4/S4013.DAT,0x479A6,3,medium,0,original,,,,,,（<CTRL:00>！
4/S4021.DAT,0x47900,5,medium,0,original,,,,,,！<CTRL:00>っ！て
4/S4021.DAT,0x47992,32,high,0,original,,,,,,兵士1 / パ<N:リ:12:6F>ンシアきつての用心棒も / <N:ざ:2:DD3D>まあね<N:ぇ:2:C0>な。
4/S4021.DAT,0x479E4,31,high,0,original,,,,,,兵士2 / おとなしくしてくれたんで / <N:卞:12:DEFF>ント助かつたぜ。
4/S4021.DAT,0x47A38,7,high,0,original,,,,,,俺をどうする？
4/S4021.DAT,0x47A72,10,high,0,original,,,,,,兵士1 / さあな。
4/S4021.DAT,0x47AB0,23,high,0,original,,,,,,いつたいお前等 / この国をどうする気なんだ。
4/S4021.DAT,0x47AFA,25,high,0,original,,,,,,兵士2 / 改造するのさ、住みやすくな。
4/S4021.DAT,0x47B4C,14,high,0,original,,,,,,兵士2 / はつはつはつは。
4/S4021.DAT,0x47B8E,30,high,0,original,,,,,,何が改造だ。 / 住んでる人聞を何だと / 思つてやがる！
4/S4021.DAT,0x47BE4,28,high,0,original,,,,,,兵士1 / せいぜいほ<N:ざ:2:DD3D>いてればいいさ / じゃあな。
4/S4021.DAT,0x47D68,65,medium,0,original,,,,,,・ <N:‐:2:0E><CTRL:00>0<CTRL:00>！<CTRL:00>か<CTRL:00><N:ﾉ:6:10><CTRL:00><N:‐:2:0E><CTRL:00>2<CTRL:00>（<CTRL:00><N:‐:2:0E><CTRL:00> <CTRL:00>（<CTRL:00><N:‐:2:0E><CTRL:00>’<CTRL:00>！<CTRL:00>や <CTRL:F0><CTRL:FF>（<CTRL:00><N:‐:2:0E><CTRL:00><N:X:20:06><CTRL:00>（<CTRL:00><N:‐:2:0E><CTRL:00><N:＆:4:07><CTRL:00>（<CTRL:00><N:‐:2:0E><CTRL:00>’<CTRL:00>！<CTRL:00>や <CTRL:F0><CTRL:FF>（<CTRL:00><N:‐:2:0E><CTRL:00>！<CTRL:00>（
4/S4022.DAT,0x47986,21,high,0,original,,,,,,兵士1 / おまえのあつかいが決まつたぞ。
4/S4022.DAT,0x479CE,12,high,0,original,,,,,,兵士2 / 死刑だ。
4/S4022.DAT,0x47A0C,40,high,0,original,,,,,,兵士2 / 大臣の進めているパ<N:リ:12:6F>ンシアの改造計画にたてついた罪でな。
4/S4022.DAT,0x47A68,25,high,0,original,,,,,,おまえら、約束だけは守つてくれるんだろうな！
4/S4022.DAT,0x47AB4,18,high,0,original,,,,,,兵士1 / 約束？なんだそりゃ？
4/S4022.DAT,0x47AFA,33,high,0,original,,,,,,親分と弟分どもの命と / 引き替えに / 俺はこうしてるんだ。
4/S4022.DAT,0x47B4E,36,high,0,original,,,,,,兵士1 / あっ、あのよ<G:D2:209>よ<G:D2:209>のじいさんとフヌ<N:ゲ:16:DD6D>の小僧共のこか？
4/S4022.DAT,0x47BA4,25,high,0,original,,,,,,兵士1 / 今頃は仲良くあの世にいつてるぜ。
4/S4022.DAT,0x47BF6,19,high,0,original,,,,,,兵士2 / しかし、よく燃えたなっ。
4/S4022.DAT,0x47C4A,9,high,0,original,,,,,,兵士1 / あっ。
4/S4022.DAT,0x47C90,11,high,0,original,,,,,,きさまらっ・・！！
4/S4022.DAT,0x47CEA,24,high,0,original,,,,,,兵士1 / <N:怒:1:DE5D>つた所でどうしようもね<N:ぇ:2:C0>だろう。
4/S4022.DAT,0x47D34,37,high,0,original,,,,,,兵士1 / 決行は明日だ。 / す<N:く:4:DDB7>にあいつらと一緒の所へ行けるさ。
4/S4022.DAT,0x47D9A,29,high,0,original,,,,,,兵士2 / それまでせいぜい、 / くやしがつてるがいいさ。
4/S4022.DAT,0x47E1E,26,high,0,original,,,,,,親分・・・。 / 弟分たち・・・。
4/S4031.DAT,0x4798E,28,high,0,original,,,,,,母さん・<CTRL:E4><N:*:7:0B>・<CTRL:E4><N:*:7:0B>・<CTRL:E4><N:*:7:0B> / どこにいつたんだ・・？
4/S4031.DAT,0x479E6,23,high,0,original,,,,,,アーク、なにが・・ / 一体何が・・？
4/S4031.DAT,0x47A3A,7,high,0,original,,,,,,村の様子は？
4/S4031.DAT,0x47A76,21,high,0,original,,,,,,だれもいない。 / もぬけのカラだよ。
4/S4031.DAT,0x47AC0,20,high,0,original,,,,,,何かとつても大きな力が動いてるみたいね。
4/S4031.DAT,0x47B0E,33,high,0,original,,,,,,ちくしょう！ / 俺は・<CTRL:E4><N:*:7:0B>・<CTRL:E4><N:*:7:0B>・<CTRL:E4><N:*:7:0B> / 俺はどうしたらいいんだ！
4/S4031.DAT,0x47B76,35,high,0,original,,,,,,配達人 / あんたがアークさん？<CTRL:E4>て / あんたあての手紙だよ。<CTRL:E4>そ
4/S4031.DAT,0x47C0A,11,high,0,original,,,,,,父さんからだ・・。
4/S4031.DAT,0x47C50,3,high,0,original,,,,,,アーク
4/S4031.DAT,0x47C86,37,high,0,original,,,,,,おまえのうわさが私のもとにとどいた。 / あれからもう10年、早いものだ。
4/S4031.DAT,0x47CDE,40,high,0,original,,,,,,ミルマーナの精霊から聞いているだろう / 人の<N:麿:16:DE23><N:史:5:DE3A>が終ろうとしているのだ。
4/S4031.DAT,0x47D38,40,high,0,original,,,,,,我<N:く:18:DD06>を救う<N:ｌ:5:5B>聖柩へはスメリアにある。 / しかし、その力を手に入れる為には
4/S4031.DAT,0x47D92,41,high,0,original,,,,,,この世界を形作るさま<N:ざ:2:DD3D>まな精霊達の / 了解を得なくてはならないのだ。
4/S4031.DAT,0x47DEE,32,high,0,original,,,,,,しかし彼らの多くは人に裏切られ / 心をと<N:ざ:2:DD3D>している。
4/S4031.DAT,0x47E40,26,high,0,original,,,,,,おまえには、精霊を欲望にみちた者達から救い出し
4/S4031.DAT,0x47E8C,31,high,0,original,,,,,,精霊にもう一度心を<N:閂:11:DDE0>かせる役目を / 果たして欲しい。
4/S4031.DAT,0x47EDE,28,high,0,original,,,,,,確かに私は一度は人聞というものに / 失望したが、
4/S4031.DAT,0x47F2C,27,high,0,original,,,,,,やはりそれでも / 人聞はすばらしいものだと思つている。
4/S4031.DAT,0x47F7A,40,high,0,original,,,,,,おまえのこれからの旅の助けになる / 古の伝記は、トウウ<N:ｲ:6:DD03>ルのおくの
4/S4031.DAT,0x47FD4,26,high,0,original,,,,,,オルカスの丘のストーンサークルに残されている。
4/S4031.DAT,0x48020,40,high,0,original,,,,,,<N:突:2:DE95>然、死んだものとばかり思つていた父親からこのような手紙が届くことで
4/S4031.DAT,0x4807A,16,high,0,original,,,,,,おまえ自身もとまどうであろう。
4/S4031.DAT,0x480BC,41,high,0,original,,,,,,これが手紙などではなく、じつさいにおまえを目の前にして伝え、共に行動できれば
4/S4031.DAT,0x48118,22,high,0,original,,,,,,どれほどすばらしいことだろう、と私は思う。
4/S4031.DAT,0x48160,34,high,0,original,,,,,,しかし、私には私の役目があり / これはお前にたくされた運命なのだ。
4/S4031.DAT,0x481B4,17,high,0,original,,,,,,自らの力で道をきり<N:閂:11:DDE0>いてくれ。
4/S4031.DAT,0x481F8,27,high,0,original,,,,,,愛する我が子へ。 /              父より
4/S4031.DAT,0x4825E,27,high,0,original,,,,,,このこに<N:閤:15:DDB1>ると / 無こにはすみそうもない・・。
4/S4031.DAT,0x482AE,24,high,0,original,,,,,,ククル、ポニ / それでも付いて来てくれるかい？
4/S4031.DAT,0x482FA,36,high,0,original,,,,,,僕は弱虫で何も出来ないけど / アークといると勇気が出て来るんだ。
4/S4031.DAT,0x48352,22,high,0,original,,,,,,ここで逃げ出したら、 / 昔に逆戻りだ。
4/S4031.DAT,0x4839C,7,high,0,original,,,,,,ついていくよ。
4/S4031.DAT,0x483D8,30,high,0,original,,,,,,あなたが旅立つ時に言つたはすよこれは私の道でもあるの。
4/S4031.DAT,0x4842A,21,high,0,original,,,,,,母さんをさがすための手がかりは何もない。
4/S4031.DAT,0x48474,35,high,0,original,,,,,,ただ分かつてるのは、 / 多分 全てが一つに / つながつてることだ。
4/S4031.DAT,0x484CC,21,high,0,original,,,,,,父さんを信じて前に進む / しかないな。
4/S4031.DAT,0x48516,19,high,0,original,,,,,,よし！ / ます伝記を手に入れよう。
4/S4031.DAT,0x4856C,14,high,0,original,,,,,,オルカスの丘はこつちだ。
4/S4031.DAT,0x48722,15,medium,0,original,,,,,,<N:ﾉ:6:10><CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00>！<CTRL:00>水<CTRL:00>か<CTRL:00>（<CTRL:00><N:‐:2:0E>
4/S4031.DAT,0x48754,13,medium,0,original,,,,,,<CTRL:E7><CTRL:FF><N:＄:1:05><CTRL:00> <CTRL:00>！<CTRL:00><N:ぇ:2:C0><CTRL:00>か<CTRL:00>（
4/S4032.DAT,0x47980,21,medium,0,original,,,,,,が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x479A8,49,medium,0,original,,,,,,ダ<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>ウ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>る<CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00>1<CTRL:00>に<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x479B0,41,medium,0,original,,,,,,ウ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>る<CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00>1<CTRL:00>に<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x479C4,21,medium,0,original,,,,,,が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x479EC,57,medium,0,original,,,,,,会<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>私<CTRL:00>う<CTRL:00>が<CTRL:00><N:ﾉ:6:10><CTRL:00><N:ъ:14:1A><CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00><N:＄:1:05><CTRL:00><N:ъ:14:1A><CTRL:00>の<CTRL:00>が<CTRL:00><N:ﾉ:6:10><CTRL:00>い<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x479F4,49,medium,0,original,,,,,,私<CTRL:00>う<CTRL:00>が<CTRL:00><N:ﾉ:6:10><CTRL:00><N:ъ:14:1A><CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00><N:＄:1:05><CTRL:00><N:ъ:14:1A><CTRL:00>の<CTRL:00>が<CTRL:00><N:ﾉ:6:10><CTRL:00>い<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47A10,21,medium,0,original,,,,,,が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47A4C,21,medium,0,original,,,,,,が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47A74,65,medium,0,original,,,,,,思<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>自<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>オ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00><N:ъ:14:1A><CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00><N:＄:1:05><CTRL:00><N:ъ:14:1A><CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47A7C,57,medium,0,original,,,,,,自<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>オ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00><N:ъ:14:1A><CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00><N:＄:1:05><CTRL:00><N:ъ:14:1A><CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47A84,49,medium,0,original,,,,,,オ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00><N:ъ:14:1A><CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00><N:＄:1:05><CTRL:00><N:ъ:14:1A><CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47AA0,21,medium,0,original,,,,,,が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47AC8,65,medium,0,original,,,,,,気<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>前<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>闘<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00><N:ъ:14:1A><CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00><N:＄:1:05><CTRL:00><N:ъ:14:1A><CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47AD0,57,medium,0,original,,,,,,前<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>闘<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00><N:ъ:14:1A><CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00><N:＄:1:05><CTRL:00><N:ъ:14:1A><CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47AD8,49,medium,0,original,,,,,,闘<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00><N:ъ:14:1A><CTRL:00><N:７:11:18><CTRL:00>が<CTRL:00><N:＄:1:05><CTRL:00><N:ъ:14:1A><CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00><N:３:14:19><CTRL:00>が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47AF4,21,medium,0,original,,,,,,が<CTRL:00> <CTRL:00><N:＆:4:07><CTRL:00><N:ъ:14:1A><CTRL:00>が<CTRL:00><N:＆:4:07><CTRL:00><N:＆:4:07><CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00><N:＆:4:07>
4/S4032.DAT,0x47B1C,13,medium,0,original,,,,,,ふ<CTRL:00>う<CTRL:00>り<CTRL:00><N:３:14:19><CTRL:00>山<CTRL:00>う<CTRL:00>が
4/S4032.DAT,0x47B24,5,medium,0,original,,,,,,山<CTRL:00>う<CTRL:00>が
