phase,source_file,offset,row,width_px,marker_geometry_matches_original,row_unchanged_from_original,known_unresolved_source,translated_overflow
before,7/S7021.DAT,0x48F16,3,0,1,1,0,0
before,7/S7021.DAT,0x48F82,0,36,1,0,0,0
before,7/S7021.DAT,0x48F82,1,24,1,0,0,0
before,7/S7021.DAT,0x48F82,2,48,1,0,0,0
before,7/S7021.DAT,0x48F82,3,0,1,1,0,0
before,7/S7021.DAT,0x48FEE,0,36,1,0,0,0
before,7/S7021.DAT,0x48FEE,1,24,1,0,0,0
before,7/S7021.DAT,0x48FEE,2,48,1,0,0,0
before,7/S7021.DAT,0x48FEE,3,0,1,1,0,0
before,7/S7021.DAT,0x4908E,0,36,1,0,0,0
before,7/S7021.DAT,0x4908E,1,36,1,0,0,0
before,7/S7021.DAT,0x4908E,2,36,1,0,0,0
before,7/S7021.DAT,0x4908E,3,78,1,0,0,0
before,7/S7021.DAT,0x4908E,4,0,1,1,0,0
before,7/S7021.DAT,0x49102,0,36,1,0,0,0
before,7/S7021.DAT,0x49102,1,24,1,0,0,0
before,7/S7021.DAT,0x49102,2,48,1,0,0,0
before,7/S7021.DAT,0x49102,3,0,1,1,0,0
before,7/S7021.DAT,0x4916C,0,36,1,0,0,0
before,7/S7021.DAT,0x4916C,1,24,1,0,0,0
before,7/S7021.DAT,0x4916C,2,48,1,0,0,0
before,7/S7021.DAT,0x4916C,3,0,1,1,0,0
before,7/S7021.DAT,0x491D0,0,36,1,0,0,0
before,7/S7021.DAT,0x491D0,1,24,1,0,0,0
before,7/S7021.DAT,0x4921C,0,48,1,0,0,0
before,7/S7021.DAT,0x4921C,1,78,1,0,0,0
before,7/S7021.DAT,0x4921C,2,60,1,0,0,0
before,7/S7021.DAT,0x4921C,3,90,1,0,0,0
before,7/S7021.DAT,0x4929E,0,36,1,0,0,0
before,7/S7021.DAT,0x4929E,1,24,1,0,0,0
before,7/S7021.DAT,0x4929E,2,48,1,0,0,0
before,7/S7021.DAT,0x4929E,3,0,1,1,0,0
before,7/S7022.DAT,0x47FCE,0,36,1,0,0,0
before,7/S7022.DAT,0x47FCE,1,36,1,0,0,0
before,7/S7022.DAT,0x47FCE,2,36,1,0,0,0
before,7/S7022.DAT,0x480DC,0,36,1,0,0,0
before,7/S7022.DAT,0x480DC,1,36,1,0,0,0
before,7/S7022.DAT,0x480DC,2,36,1,0,0,0
before,7/S7022.DAT,0x481E8,0,36,1,0,0,0
before,7/S7022.DAT,0x481E8,1,36,1,0,0,0
before,7/S7022.DAT,0x481E8,2,36,1,0,0,0
before,7/S7022.DAT,0x482F2,0,36,1,0,0,0
before,7/S7022.DAT,0x482F2,1,36,1,0,0,0
before,7/S7022.DAT,0x482F2,2,36,1,0,0,0
before,7/S7022.DAT,0x483FC,0,36,1,0,0,0
before,7/S7022.DAT,0x483FC,1,36,1,0,0,0
before,7/S7022.DAT,0x483FC,2,36,1,0,0,0
before,7/S7022.DAT,0x48506,0,36,1,0,0,0
before,7/S7022.DAT,0x48506,1,36,1,0,0,0
before,7/S7022.DAT,0x48506,2,36,1,0,0,0
before,7/S7022.DAT,0x48610,0,36,1,0,0,0
before,7/S7022.DAT,0x48610,1,36,1,0,0,0
before,7/S7022.DAT,0x48610,2,36,1,0,0,0
before,7/S7022.DAT,0x489B6,0,60,1,1,0,0
before,7/S7022.DAT,0x489B6,1,156,1,1,0,0
before,7/S7022.DAT,0x489B6,2,24,1,0,0,0
before,7/S7022.DAT,0x489B6,3,48,1,0,0,0
before,7/S7022.DAT,0x49196,0,60,1,0,0,0
before,7/S7022.DAT,0x49196,1,36,1,0,0,0
before,7/S7022.DAT,0x49196,2,36,1,0,0,0
before,7/S7023.DAT,0x47D58,0,36,1,0,0,0
before,7/S7023.DAT,0x47D58,1,36,1,0,0,0
before,7/S7023.DAT,0x47D58,2,36,1,0,0,0
before,7/S7023.DAT,0x47E66,0,36,1,0,0,0
before,7/S7023.DAT,0x47E66,1,36,1,0,0,0
before,7/S7023.DAT,0x47E66,2,36,1,0,0,0
before,7/S7023.DAT,0x47F72,0,36,1,0,0,0
before,7/S7023.DAT,0x47F72,1,36,1,0,0,0
before,7/S7023.DAT,0x47F72,2,36,1,0,0,0
before,7/S7023.DAT,0x48080,0,36,1,0,0,0
before,7/S7023.DAT,0x48080,1,36,1,0,0,0
before,7/S7023.DAT,0x48080,2,36,1,0,0,0
before,7/S7023.DAT,0x4818C,0,36,1,0,0,0
before,7/S7023.DAT,0x4818C,1,36,1,0,0,0
before,7/S7023.DAT,0x4818C,2,36,1,0,0,0
before,7/S7023.DAT,0x48296,0,36,1,0,0,0
before,7/S7023.DAT,0x48296,1,36,1,0,0,0
before,7/S7023.DAT,0x48296,2,36,1,0,0,0
before,7/S7023.DAT,0x483A0,0,36,1,0,0,0
before,7/S7023.DAT,0x483A0,1,36,1,0,0,0
before,7/S7023.DAT,0x483A0,2,36,1,0,0,0
before,7/S7023.DAT,0x48A4E,0,60,1,1,0,0
before,7/S7023.DAT,0x48A4E,1,156,1,1,0,0
before,7/S7023.DAT,0x48A4E,2,24,1,0,0,0
before,7/S7023.DAT,0x48A4E,3,48,1,0,0,0
before,7/S7023.DAT,0x491C6,0,60,1,0,0,0
before,7/S7023.DAT,0x491C6,1,36,1,0,0,0
before,7/S7023.DAT,0x491C6,2,36,1,0,0,0
before,7/S7023.DAT,0x4922C,0,72,1,0,0,0
before,7/S7023.DAT,0x4922C,1,24,1,0,0,0
before,7/S7023.DAT,0x4922C,2,48,1,0,0,0
before,7/S7024.DAT,0x47D58,0,36,1,0,0,0
before,7/S7024.DAT,0x47D58,1,36,1,0,0,0
before,7/S7024.DAT,0x47D58,2,36,1,0,0,0
before,7/S7024.DAT,0x47E66,0,36,1,0,0,0
before,7/S7024.DAT,0x47E66,1,36,1,0,0,0
before,7/S7024.DAT,0x47E66,2,36,1,0,0,0
before,7/S7024.DAT,0x47F72,0,36,1,0,0,0
before,7/S7024.DAT,0x47F72,1,36,1,0,0,0
before,7/S7024.DAT,0x47F72,2,36,1,0,0,0
before,7/S7024.DAT,0x4807C,0,36,1,0,0,0
before,7/S7024.DAT,0x4807C,1,36,1,0,0,0
before,7/S7024.DAT,0x4807C,2,36,1,0,0,0
before,7/S7024.DAT,0x48186,0,36,1,0,0,0
before,7/S7024.DAT,0x48186,1,36,1,0,0,0
before,7/S7024.DAT,0x48186,2,36,1,0,0,0
before,7/S7024.DAT,0x48296,0,36,1,0,0,0
before,7/S7024.DAT,0x48296,1,36,1,0,0,0
before,7/S7024.DAT,0x48296,2,36,1,0,0,0
before,7/S7024.DAT,0x483A0,0,36,1,0,0,0
before,7/S7024.DAT,0x483A0,1,36,1,0,0,0
before,7/S7024.DAT,0x483A0,2,36,1,0,0,0
before,7/S7024.DAT,0x48AAE,0,60,1,1,0,0
before,7/S7024.DAT,0x48AAE,1,156,1,1,0,0
before,7/S7024.DAT,0x48AAE,2,24,1,0,0,0
before,7/S7024.DAT,0x48AAE,3,48,1,0,0,0
before,7/S7024.DAT,0x4922A,0,60,1,0,0,0
before,7/S7024.DAT,0x4922A,1,36,1,0,0,0
before,7/S7024.DAT,0x4922A,2,36,1,0,0,0
before,7/S7024.DAT,0x49290,0,72,1,0,0,0
before,7/S7024.DAT,0x49290,1,24,1,0,0,0
before,7/S7024.DAT,0x49290,2,48,1,0,0,0
before,7/S7025.DAT,0x47FDC,0,36,1,0,0,0
before,7/S7025.DAT,0x47FDC,1,36,1,0,0,0
before,7/S7025.DAT,0x47FDC,2,36,1,0,0,0
before,7/S7025.DAT,0x480EA,0,36,1,0,0,0
before,7/S7025.DAT,0x480EA,1,36,1,0,0,0
before,7/S7025.DAT,0x480EA,2,36,1,0,0,0
before,7/S7025.DAT,0x481F6,0,36,1,0,0,0
before,7/S7025.DAT,0x481F6,1,36,1,0,0,0
before,7/S7025.DAT,0x481F6,2,36,1,0,0,0
before,7/S7025.DAT,0x48304,0,36,1,0,0,0
before,7/S7025.DAT,0x48304,1,36,1,0,0,0
before,7/S7025.DAT,0x48304,2,36,1,0,0,0
before,7/S7025.DAT,0x4840C,0,36,1,0,0,0
before,7/S7025.DAT,0x4840C,1,36,1,0,0,0
before,7/S7025.DAT,0x4840C,2,36,1,0,0,0
before,7/S7025.DAT,0x4851C,0,36,1,0,0,0
before,7/S7025.DAT,0x4851C,1,36,1,0,0,0
before,7/S7025.DAT,0x4851C,2,36,1,0,0,0
before,7/S7025.DAT,0x48624,0,36,1,0,0,0
before,7/S7025.DAT,0x48624,1,36,1,0,0,0
before,7/S7025.DAT,0x48624,2,36,1,0,0,0
before,7/S7025.DAT,0x48AC2,0,60,1,1,0,0
before,7/S7025.DAT,0x48AC2,1,144,1,1,0,0
before,7/S7025.DAT,0x48AC2,2,24,1,0,0,0
before,7/S7025.DAT,0x48AC2,3,48,1,0,0,0
before,7/S7025.DAT,0x4923A,0,60,1,0,0,0
before,7/S7025.DAT,0x4923A,1,36,1,0,0,0
before,7/S7025.DAT,0x4923A,2,36,1,0,0,0
before,7/S7025.DAT,0x492A0,0,72,1,0,0,0
before,7/S7025.DAT,0x492A0,1,24,1,0,0,0
before,7/S7025.DAT,0x492A0,2,48,1,0,0,0
before,7/S7026.DAT,0x48006,0,36,1,0,0,0
before,7/S7026.DAT,0x48006,1,36,1,0,0,0
before,7/S7026.DAT,0x48006,2,36,1,0,0,0
before,7/S7026.DAT,0x48112,0,36,1,0,0,0
before,7/S7026.DAT,0x48112,1,36,1,0,0,0
before,7/S7026.DAT,0x48112,2,36,1,0,0,0
before,7/S7026.DAT,0x4821E,0,36,1,0,0,0
before,7/S7026.DAT,0x4821E,1,36,1,0,0,0
before,7/S7026.DAT,0x4821E,2,36,1,0,0,0
before,7/S7026.DAT,0x4832E,0,36,1,0,0,0
before,7/S7026.DAT,0x4832E,1,36,1,0,0,0
before,7/S7026.DAT,0x4832E,2,36,1,0,0,0
before,7/S7026.DAT,0x4843C,0,36,1,0,0,0
before,7/S7026.DAT,0x4843C,1,36,1,0,0,0
before,7/S7026.DAT,0x4843C,2,36,1,0,0,0
before,7/S7026.DAT,0x48548,0,36,1,0,0,0
before,7/S7026.DAT,0x48548,1,36,1,0,0,0
before,7/S7026.DAT,0x48548,2,36,1,0,0,0
before,7/S7026.DAT,0x48650,0,36,1,0,0,0
before,7/S7026.DAT,0x48650,1,36,1,0,0,0
before,7/S7026.DAT,0x48650,2,36,1,0,0,0
before,7/S7026.DAT,0x48D28,0,60,1,1,0,0
before,7/S7026.DAT,0x48D28,1,192,1,1,0,0
before,7/S7026.DAT,0x48D28,2,24,1,0,0,0
before,7/S7026.DAT,0x48D28,3,48,1,0,0,0
before,7/S7026.DAT,0x494A6,0,60,1,0,0,0
before,7/S7026.DAT,0x494A6,1,36,1,0,0,0
before,7/S7026.DAT,0x494A6,2,36,1,0,0,0
before,7/S7026.DAT,0x4950C,0,72,1,0,0,0
before,7/S7026.DAT,0x4950C,1,24,1,0,0,0
before,7/S7026.DAT,0x4950C,2,48,1,0,0,0
before,7/S7028.DAT,0x46D58,0,36,1,0,0,0
before,7/S7028.DAT,0x46D58,1,36,1,0,0,0
before,7/S7028.DAT,0x46D58,2,36,1,0,0,0
before,7/S7028.DAT,0x46E66,0,36,1,0,0,0
before,7/S7028.DAT,0x46E66,1,36,1,0,0,0
before,7/S7028.DAT,0x46E66,2,36,1,0,0,0
before,7/S7028.DAT,0x46F72,0,36,1,0,0,0
before,7/S7028.DAT,0x46F72,1,36,1,0,0,0
before,7/S7028.DAT,0x46F72,2,36,1,0,0,0
before,7/S7028.DAT,0x4707E,0,36,1,0,0,0
before,7/S7028.DAT,0x4707E,1,36,1,0,0,0
before,7/S7028.DAT,0x4707E,2,36,1,0,0,0
before,7/S7028.DAT,0x4718E,0,36,1,0,0,0
before,7/S7028.DAT,0x4718E,1,36,1,0,0,0
before,7/S7028.DAT,0x4718E,2,36,1,0,0,0
before,7/S7028.DAT,0x4729E,0,36,1,0,0,0
before,7/S7028.DAT,0x4729E,1,36,1,0,0,0
before,7/S7028.DAT,0x4729E,2,36,1,0,0,0
before,7/S7028.DAT,0x473A6,0,36,1,0,0,0
before,7/S7028.DAT,0x473A6,1,36,1,0,0,0
before,7/S7028.DAT,0x473A6,2,36,1,0,0,0
before,7/S7028.DAT,0x48028,0,60,1,1,0,0
before,7/S7028.DAT,0x48028,1,108,1,1,0,0
before,7/S7028.DAT,0x48028,2,60,1,1,0,0
before,7/S7028.DAT,0x48028,3,72,1,1,0,0
before,7/S7028.DAT,0x482EE,0,36,1,0,0,0
before,7/S7028.DAT,0x482EE,1,48,1,0,0,0
before,7/S7028.DAT,0x482EE,2,36,1,0,0,0
before,7/S7028.DAT,0x482EE,3,78,1,0,0,0
before,7/S7028.DAT,0x482EE,4,0,1,1,0,0
before,7/S7028.DAT,0x48360,0,36,1,0,0,0
before,7/S7028.DAT,0x48360,1,24,1,0,0,0
before,7/S7028.DAT,0x48360,2,48,1,0,0,0
before,7/S7028.DAT,0x48360,3,0,1,1,0,0
before,7/S7028.DAT,0x483CC,0,36,1,0,0,0
before,7/S7028.DAT,0x483CC,1,24,1,0,0,0
before,7/S7028.DAT,0x483CC,2,48,1,0,0,0
before,7/S7028.DAT,0x483CC,3,0,1,1,0,0
before,7/S7028.DAT,0x48438,0,36,1,0,0,0
before,7/S7028.DAT,0x48438,1,24,1,0,0,0
before,7/S7028.DAT,0x48438,2,48,1,0,0,0
before,7/S7028.DAT,0x48438,3,0,1,1,0,0
before,7/S7028.DAT,0x484D8,0,36,1,0,0,0
before,7/S7028.DAT,0x484D8,1,36,1,0,0,0
before,7/S7028.DAT,0x484D8,2,36,1,0,0,0
before,7/S7028.DAT,0x484D8,3,78,1,0,0,0
before,7/S7028.DAT,0x484D8,4,0,1,1,0,0
before,7/S7028.DAT,0x4854C,0,36,1,0,0,0
before,7/S7028.DAT,0x4854C,1,24,1,0,0,0
before,7/S7028.DAT,0x4854C,2,48,1,0,0,0
before,7/S7028.DAT,0x4854C,3,0,1,1,0,0
before,7/S7028.DAT,0x485B6,0,36,1,0,0,0
before,7/S7028.DAT,0x485B6,1,24,1,0,0,0
before,7/S7028.DAT,0x485B6,2,48,1,0,0,0
before,7/S7028.DAT,0x485B6,3,0,1,1,0,0
before,7/S7028.DAT,0x4861A,0,36,1,0,0,0
before,7/S7028.DAT,0x4861A,1,24,1,0,0,0
before,7/S7028.DAT,0x48666,0,48,1,0,0,0
before,7/S7028.DAT,0x48666,1,78,1,0,0,0
before,7/S7028.DAT,0x48666,2,60,1,0,0,0
before,7/S7028.DAT,0x48666,3,90,1,0,0,0
before,7/S7028.DAT,0x486E8,0,36,1,0,0,0
before,7/S7028.DAT,0x486E8,1,24,1,0,0,0
before,7/S7028.DAT,0x486E8,2,48,1,0,0,0
before,7/S7028.DAT,0x486E8,3,0,1,1,0,0
before,7/S7028.DAT,0x48AB8,0,36,1,0,0,0
before,7/S7028.DAT,0x48AB8,1,36,1,0,0,0
before,7/S7028.DAT,0x48AB8,2,78,1,0,0,0
before,7/S7028.DAT,0x48B70,0,60,1,1,0,0
before,7/S7028.DAT,0x48B70,1,120,1,1,0,0
before,7/S7028.DAT,0x48B70,2,108,1,1,0,0
before,7/S7028.DAT,0x48B70,3,144,1,1,0,0
before,8/S8011.DAT,0x47D5A,0,372,1,1,0,0
before,8/S8011.DAT,0x47DD4,0,408,1,0,1,0
before,8/S8011.DAT,0x47E2C,0,408,1,0,1,0
before,8/S8011.DAT,0x47E86,0,192,1,0,1,0
before,8/S8012.DAT,0x47D5A,0,372,1,1,0,0
before,8/S8012.DAT,0x47DD4,0,408,1,0,1,0
before,8/S8012.DAT,0x47E2C,0,408,1,0,1,0
before,8/S8012.DAT,0x47E86,0,192,1,0,1,0
before,8/S8012.DAT,0x48020,0,36,1,0,0,0
before,8/S8012.DAT,0x48020,1,36,1,0,0,0
before,8/S8013.DAT,0x46D5A,0,372,1,1,0,0
before,8/S8013.DAT,0x46DD4,0,408,1,0,1,0
before,8/S8013.DAT,0x46E2C,0,408,1,0,1,0
before,8/S8013.DAT,0x46E86,0,192,1,0,1,0
before,8/S8013.DAT,0x476B6,0,36,1,0,0,0
before,8/S8013.DAT,0x476B6,1,36,1,0,0,0
before,8/S8013.DAT,0x476B6,2,78,1,0,0,0
before,8/S8013.DAT,0x47996,0,66,1,0,0,0
before,8/S8013.DAT,0x47996,1,84,1,0,0,0
before,8/S8013.DAT,0x47996,2,90,1,0,0,0
before,8/S8013.DAT,0x47996,3,78,1,0,0,0
before,8/S8013.DAT,0x47A12,0,78,1,0,0,0
before,8/S8013.DAT,0x47A12,1,48,1,0,0,0
before,8/S8013.DAT,0x47A12,2,60,1,0,0,0
before,8/S8013.DAT,0x47A12,3,36,1,0,0,0
before,8/S8013.DAT,0x47A84,0,66,1,0,0,0
before,8/S8013.DAT,0x47A84,1,84,1,0,0,0
before,8/S8013.DAT,0x47A84,2,48,1,0,0,0
before,8/S8013.DAT,0x47A84,3,78,1,0,0,0
before,8/S8013.DAT,0x47AFC,0,78,1,0,0,0
before,8/S8013.DAT,0x47AFC,1,48,1,0,0,0
before,8/S8013.DAT,0x47AFC,2,60,1,0,0,0
before,8/S8013.DAT,0x47AFC,3,78,1,0,0,0
before,8/S8013.DAT,0x47B6E,0,102,1,0,0,0
before,8/S8013.DAT,0x47B6E,1,78,1,0,0,0
before,8/S8013.DAT,0x47B6E,2,96,1,0,0,0
before,8/S8013.DAT,0x47B6E,3,36,1,0,0,0
before,B/SB071.DAT,0x47EA6,0,60,1,0,0,0
before,B/SB071.DAT,0x47EA6,1,0,1,1,0,0
before,B/SB071.DAT,0x47EA6,2,36,1,0,0,0
before,B/SB071.DAT,0x47EA6,3,36,1,0,0,0
before,C1/SC011.DAT,0x46DE6,0,132,1,0,0,0
before,C1/SC011.DAT,0x46DE6,1,24,1,0,0,0
before,C1/SC011.DAT,0x46DE6,2,60,1,0,0,0
before,C1/SC011.DAT,0x46E48,0,120,1,0,0,0
before,C1/SC011.DAT,0x46E48,1,24,1,0,0,0
before,C1/SC011.DAT,0x46E48,2,60,1,0,0,0
before,C1/SC011.DAT,0x46EAA,0,132,1,0,0,0
before,C1/SC011.DAT,0x46EAA,1,36,1,0,0,0
before,C1/SC011.DAT,0x46EAA,2,66,1,0,0,0
before,C1/SC011.DAT,0x46F0E,0,156,1,0,0,0
before,C1/SC011.DAT,0x46F0E,1,48,1,0,0,0
before,C1/SC011.DAT,0x46F0E,2,60,1,0,0,0
before,C1/SC011.DAT,0x46F74,0,156,1,0,0,0
before,C1/SC011.DAT,0x46F74,1,48,1,0,0,0
before,C1/SC011.DAT,0x46F74,2,60,1,0,0,0
before,C1/SC011.DAT,0x46FD8,0,48,1,0,0,0
before,C1/SC011.DAT,0x46FD8,1,24,1,0,0,0
before,C1/SC011.DAT,0x46FD8,2,60,1,0,0,0
before,C1/SC011.DAT,0x47034,0,78,1,0,0,0
before,C1/SC011.DAT,0x47034,1,48,1,0,0,0
before,C1/SC011.DAT,0x47034,2,60,1,0,0,0
before,C1/SC021.DAT,0x46DE6,0,132,1,0,0,0
before,C1/SC021.DAT,0x46DE6,1,24,1,0,0,0
before,C1/SC021.DAT,0x46DE6,2,60,1,0,0,0
before,C1/SC021.DAT,0x46E48,0,120,1,0,0,0
before,C1/SC021.DAT,0x46E48,1,24,1,0,0,0
before,C1/SC021.DAT,0x46E48,2,60,1,0,0,0
before,C1/SC021.DAT,0x46EAA,0,132,1,0,0,0
before,C1/SC021.DAT,0x46EAA,1,36,1,0,0,0
before,C1/SC021.DAT,0x46EAA,2,66,1,0,0,0
before,C1/SC021.DAT,0x46F0E,0,156,1,0,0,0
before,C1/SC021.DAT,0x46F0E,1,48,1,0,0,0
before,C1/SC021.DAT,0x46F0E,2,60,1,0,0,0
before,C1/SC021.DAT,0x46F74,0,156,1,0,0,0
before,C1/SC021.DAT,0x46F74,1,48,1,0,0,0
before,C1/SC021.DAT,0x46F74,2,60,1,0,0,0
before,C1/SC021.DAT,0x46FD8,0,48,1,0,0,0
before,C1/SC021.DAT,0x46FD8,1,24,1,0,0,0
before,C1/SC021.DAT,0x46FD8,2,60,1,0,0,0
before,C1/SC021.DAT,0x47034,0,78,1,0,0,0
before,C1/SC021.DAT,0x47034,1,48,1,0,0,0
before,C1/SC021.DAT,0x47034,2,60,1,0,0,0
before,C1/SC031.DAT,0x46DE6,0,132,1,0,0,0
before,C1/SC031.DAT,0x46DE6,1,24,1,0,0,0
before,C1/SC031.DAT,0x46DE6,2,60,1,0,0,0
before,C1/SC031.DAT,0x46E48,0,120,1,0,0,0
before,C1/SC031.DAT,0x46E48,1,24,1,0,0,0
before,C1/SC031.DAT,0x46E48,2,60,1,0,0,0
before,C1/SC031.DAT,0x46EAA,0,132,1,0,0,0
before,C1/SC031.DAT,0x46EAA,1,36,1,0,0,0
before,C1/SC031.DAT,0x46EAA,2,66,1,0,0,0
before,C1/SC031.DAT,0x46F0E,0,156,1,0,0,0
before,C1/SC031.DAT,0x46F0E,1,48,1,0,0,0
before,C1/SC031.DAT,0x46F0E,2,60,1,0,0,0
before,C1/SC031.DAT,0x46F74,0,156,1,0,0,0
before,C1/SC031.DAT,0x46F74,1,48,1,0,0,0
before,C1/SC031.DAT,0x46F74,2,60,1,0,0,0
before,C1/SC031.DAT,0x46FD8,0,48,1,0,0,0
before,C1/SC031.DAT,0x46FD8,1,24,1,0,0,0
before,C1/SC031.DAT,0x46FD8,2,60,1,0,0,0
before,C1/SC031.DAT,0x47034,0,78,1,0,0,0
before,C1/SC031.DAT,0x47034,1,48,1,0,0,0
before,C1/SC031.DAT,0x47034,2,60,1,0,0,0
before,C1/SC041.DAT,0x46DE6,0,132,1,0,0,0
before,C1/SC041.DAT,0x46DE6,1,24,1,0,0,0
before,C1/SC041.DAT,0x46DE6,2,60,1,0,0,0
before,C1/SC041.DAT,0x46E48,0,120,1,0,0,0
before,C1/SC041.DAT,0x46E48,1,24,1,0,0,0
before,C1/SC041.DAT,0x46E48,2,60,1,0,0,0
before,C1/SC041.DAT,0x46EAA,0,132,1,0,0,0
before,C1/SC041.DAT,0x46EAA,1,24,1,0,0,0
before,C1/SC041.DAT,0x46EAA,2,66,1,0,0,0
before,C1/SC041.DAT,0x46F0E,0,156,1,0,0,0
before,C1/SC041.DAT,0x46F0E,1,24,1,0,0,0
before,C1/SC041.DAT,0x46F0E,2,60,1,0,0,0
before,C1/SC041.DAT,0x46F74,0,156,1,0,0,0
before,C1/SC041.DAT,0x46F74,1,24,1,0,0,0
before,C1/SC041.DAT,0x46F74,2,60,1,0,0,0
before,C1/SC041.DAT,0x46FD8,0,48,1,0,0,0
before,C1/SC041.DAT,0x46FD8,1,24,1,0,0,0
before,C1/SC041.DAT,0x46FD8,2,60,1,0,0,0
before,C1/SC041.DAT,0x47034,0,78,1,0,0,0
before,C1/SC041.DAT,0x47034,1,36,1,0,0,0
before,C1/SC041.DAT,0x47034,2,60,1,0,0,0
before,C1/SC051.DAT,0x46DE6,0,132,1,0,0,0
before,C1/SC051.DAT,0x46DE6,1,24,1,0,0,0
before,C1/SC051.DAT,0x46DE6,2,60,1,0,0,0
before,C1/SC051.DAT,0x46E48,0,120,1,0,0,0
before,C1/SC051.DAT,0x46E48,1,24,1,0,0,0
before,C1/SC051.DAT,0x46E48,2,60,1,0,0,0
before,C1/SC051.DAT,0x46EAA,0,132,1,0,0,0
before,C1/SC051.DAT,0x46EAA,1,36,1,0,0,0
before,C1/SC051.DAT,0x46EAA,2,66,1,0,0,0
before,C1/SC051.DAT,0x46F0E,0,156,1,0,0,0
before,C1/SC051.DAT,0x46F0E,1,48,1,0,0,0
before,C1/SC051.DAT,0x46F0E,2,60,1,0,0,0
before,C1/SC051.DAT,0x46F74,0,156,1,0,0,0
before,C1/SC051.DAT,0x46F74,1,48,1,0,0,0
before,C1/SC051.DAT,0x46F74,2,60,1,0,0,0
before,C1/SC051.DAT,0x46FD8,0,48,1,0,0,0
before,C1/SC051.DAT,0x46FD8,1,24,1,0,0,0
before,C1/SC051.DAT,0x46FD8,2,60,1,0,0,0
before,C1/SC051.DAT,0x47034,0,78,1,0,0,0
before,C1/SC051.DAT,0x47034,1,48,1,0,0,0
before,C1/SC051.DAT,0x47034,2,60,1,0,0,0
before,C1/SC061.DAT,0x46DE6,0,132,1,0,0,0
before,C1/SC061.DAT,0x46DE6,1,24,1,0,0,0
before,C1/SC061.DAT,0x46DE6,2,60,1,0,0,0
before,C1/SC061.DAT,0x46E48,0,120,1,0,0,0
before,C1/SC061.DAT,0x46E48,1,24,1,0,0,0
before,C1/SC061.DAT,0x46E48,2,60,1,0,0,0
before,C1/SC061.DAT,0x46EAA,0,132,1,0,0,0
before,C1/SC061.DAT,0x46EAA,1,36,1,0,0,0
before,C1/SC061.DAT,0x46EAA,2,66,1,0,0,0
before,C1/SC061.DAT,0x46F0E,0,156,1,0,0,0
before,C1/SC061.DAT,0x46F0E,1,48,1,0,0,0
before,C1/SC061.DAT,0x46F0E,2,60,1,0,0,0
before,C1/SC061.DAT,0x46F74,0,156,1,0,0,0
before,C1/SC061.DAT,0x46F74,1,48,1,0,0,0
before,C1/SC061.DAT,0x46F74,2,60,1,0,0,0
before,C1/SC061.DAT,0x46FD8,0,48,1,0,0,0
before,C1/SC061.DAT,0x46FD8,1,24,1,0,0,0
before,C1/SC061.DAT,0x46FD8,2,60,1,0,0,0
before,C1/SC061.DAT,0x47034,0,78,1,0,0,0
before,C1/SC061.DAT,0x47034,1,48,1,0,0,0
before,C1/SC061.DAT,0x47034,2,60,1,0,0,0
before,C1/SC081.DAT,0x46DE6,0,132,1,0,0,0
before,C1/SC081.DAT,0x46DE6,1,24,1,0,0,0
before,C1/SC081.DAT,0x46DE6,2,60,1,0,0,0
before,C1/SC081.DAT,0x46E48,0,120,1,0,0,0
before,C1/SC081.DAT,0x46E48,1,24,1,0,0,0
before,C1/SC081.DAT,0x46E48,2,60,1,0,0,0
before,C1/SC081.DAT,0x46EAA,0,60,1,0,0,0
before,C1/SC081.DAT,0x46EAA,1,24,1,0,0,0
before,C1/SC081.DAT,0x46EAA,2,36,1,0,0,0
before,C1/SC081.DAT,0x46F0C,0,78,1,0,0,0
before,C1/SC081.DAT,0x46F0C,1,24,1,0,0,0
before,C1/SC081.DAT,0x46F0C,2,36,1,0,0,0
before,C1/SC081.DAT,0x46F70,0,156,1,0,0,0
before,C1/SC081.DAT,0x46F70,1,48,1,0,0,0
before,C1/SC081.DAT,0x46F70,2,60,1,0,0,0
before,C1/SC081.DAT,0x46FD4,0,48,1,0,0,0
before,C1/SC081.DAT,0x46FD4,1,24,1,0,0,0
before,C1/SC081.DAT,0x46FD4,2,60,1,0,0,0
before,C1/SC081.DAT,0x47030,0,24,1,0,0,0
before,C1/SC081.DAT,0x47030,1,36,1,0,0,0
before,C1/SC081.DAT,0x47030,2,36,1,0,0,0
before,C1/SC091.DAT,0x46DE6,0,60,1,0,0,0
before,C1/SC091.DAT,0x46DE6,1,24,1,0,0,0
before,C1/SC091.DAT,0x46DE6,2,36,1,0,0,0
before,C1/SC091.DAT,0x46E44,0,54,1,0,0,0
before,C1/SC091.DAT,0x46E44,1,24,1,0,0,0
before,C1/SC091.DAT,0x46E44,2,36,1,0,0,0
before,C1/SC091.DAT,0x46EA2,0,60,1,0,0,0
before,C1/SC091.DAT,0x46EA2,1,24,1,0,0,0
before,C1/SC091.DAT,0x46EA2,2,36,1,0,0,0
before,C1/SC091.DAT,0x46F04,0,36,1,0,0,0
before,C1/SC091.DAT,0x46F04,1,24,1,0,0,0
before,C1/SC091.DAT,0x46F04,2,36,1,0,0,0
before,C1/SC091.DAT,0x46F62,0,36,1,0,0,0
