source_file,offset,classification,japanese,canonical_korean,v192_prompt,slot,row_widths_px,e5_positions,e6_positions,marker_geometry_matches_v190
5/S5013.DAT,0x46E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
5/S5013.DAT,0x46E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
5/S5013.DAT,0x47580,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて!,|출발|그만|정보,,,,,,1
5/S5013.DAT,0x478FE,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて!,|출발|그만|정보,,,,,,1
5/S5013.DAT,0x47C16,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて! その2,|출발|그만|정보 2,,,,,,1
5/S5013.DAT,0x47CBE,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>耳よりな話を聞きたい!,|출발|그만|유용한 정보,,,,,,1
5/S5013.DAT,0x47F08,other_choice_unchanged,<CTRL:E5:03>アイテム・アクセサリーの効果。 / <CTRL:E5:03>戦闘の方向と反撃。 / <CTRL:E5:03>やつっり、いいや。,|아이템 정보|방향과 반격|그만,,,,,,1
5/S5013.DAT,0x48336,other_choice_unchanged,<CTRL:E5:03>バトルの心得 その2 / <CTRL:E5:03>耳よりな話 / <CTRL:E5:03>やつっり、いいや。,|전투 요령 2|유용한 정보|그만,,,,,,1
5/S5013.DAT,0x483A2,other_choice_unchanged,<CTRL:E5:03>モンスターとの相しょう / <CTRL:E5:03>経験値について / <CTRL:E5:03>成長のアトバイス / <CTRL:E5:03>やつっり、いいや。,|몬스터 상성|경험치|성장 조언|그만,,,,,,1
5/S5013.DAT,0x4895E,other_choice_unchanged,<CTRL:E5:03>アララトスの遺跡ダンジョン / <CTRL:E5:03>ミルマーナのその後 / <CTRL:E5:03>ラマダ寺での修行 / <CTRL:E5:03>やつっり、いいや。,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,,,,,,1
5/S5013.DAT,0x48F04,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣について / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,,,,,,1
5/S5013.DAT,0x48F80,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>やつっりいいや。,|포코의 악기|투기장|키토우올|그만,,,,,,1
5/S5013.DAT,0x48FF2,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣 / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수|다음 페이지,,,,,,1
5/S5013.DAT,0x4906A,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>次のページ,|포코의 악기|투기장|키토우올|다음 페이지,,,,,,1
5/S5013.DAT,0x490DC,other_choice_unchanged,<CTRL:E5:03>ラマダ寺の修行 / <CTRL:E5:03>ロマンシングストーン / <CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89> / <CTRL:E5:03>やつっりいいや。,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,,,,,,1
6/S6011.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
6/S6011.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6011.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6011.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6012.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
6/S6012.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6012.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6012.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6013.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
6/S6013.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6013.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6013.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6013.DAT,0x48030,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない,|출발|그만,,,,,,1
6/S6014.DAT,0x46D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
6/S6014.DAT,0x46DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6014.DAT,0x46E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6014.DAT,0x46E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
6/S6014.DAT,0x47638,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない,|출발|그만,,,,,,1
6/S6014.DAT,0x4794A,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて! その2,|출발|그만|정보 2,,,,,,1
6/S6014.DAT,0x479F2,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>耳よりな話を聞きたい!,|출발|그만|유용한 정보,,,,,,1
6/S6014.DAT,0x47EEA,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない,|출발|그만,,,,,,1
6/S6014.DAT,0x482E2,other_choice_unchanged,<CTRL:E5:03>バトルの心得 その2 / <CTRL:E5:03>耳よりな話 / <CTRL:E5:03>やつっり、いいや。,|전투 요령 2|유용한 정보|그만,,,,,,1
6/S6014.DAT,0x4834E,other_choice_unchanged,<CTRL:E5:03>モンスターとの相しょう / <CTRL:E5:03>経験値について / <CTRL:E5:03>成長のアトバイス / <CTRL:E5:03>やつっり、いいや。,|몬스터 상성|경험치|성장 조언|그만,,,,,,1
6/S6014.DAT,0x4890A,other_choice_unchanged,<CTRL:E5:03>アララトスの遺跡ダンジョン / <CTRL:E5:03>ミルマーナのその後 / <CTRL:E5:03>ラマダ寺での修行 / <CTRL:E5:03>やつっり、いいや。,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,,,,,,1
6/S6014.DAT,0x48EB0,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣について / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,,,,,,1
6/S6014.DAT,0x48F2C,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>やつっりいいや。,|포코의 악기|투기장|키토우올|그만,,,,,,1
6/S6014.DAT,0x48F9E,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣 / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수|다음 페이지,,,,,,1
6/S6014.DAT,0x49016,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>次のページ,|포코의 악기|투기장|키토우올|다음 페이지,,,,,,1
6/S6014.DAT,0x49088,other_choice_unchanged,<CTRL:E5:03>ラマダ寺の修行 / <CTRL:E5:03>ロマンシングストーン / <CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89> / <CTRL:E5:03>やつっりいいや。,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,,,,,,1
6/S6054.DAT,0x45002,other_choice_unchanged,<CTRL:E5:03>チョピン / <CTRL:E5:03>チョビン / <CTRL:E5:03>チョースケ / <CTRL:E5:03>チョンガラ,|초핀|초비|초스케|초카라,,,,,,1
6/S6054.DAT,0x450F6,other_choice_unchanged,<CTRL:E5:03>ミルマーナ / <CTRL:E5:03>スメリア / <CTRL:E5:03>アララトス / <CTRL:E5:03>カーデル,|밀마|스메|아라라|카델,,,,,,1
6/S6054.DAT,0x451F4,other_choice_unchanged,<CTRL:E5:03>アーク / <CTRL:E5:03>ククル / <CTRL:E5:03>タイトルロゴ / <CTRL:E5:03>へモジー,|아크|쿠쿠루|다다|헤모,,,,,,1
6/S6054.DAT,0x452F2,other_choice_unchanged,<CTRL:E5:03>オカモト / <CTRL:E5:03>ヤマモト / <CTRL:E5:03>ヤマオキ / <CTRL:E5:03>ヤマシタ,|오카|야모|야오|시타,,,,,,1
6/S6054.DAT,0x453E6,other_choice_unchanged,<CTRL:E5:03>でる / <CTRL:E5:03>でるかも / <CTRL:E5:03>でるのでは / <CTRL:E5:03>なやむ,|예|아마|확실|고민,,,,,,1
6/S6054.DAT,0x454DC,other_choice_unchanged,<CTRL:E5:03>150人 / <CTRL:E5:03>200人 / <CTRL:E5:03>250人 / <CTRL:E5:03>なやむ,|150|200|250|고민,,,,,,1
6/S6054.DAT,0x455E0,other_choice_unchanged,<CTRL:E5:03>ある / <CTRL:E5:03>ない / <CTRL:E5:03>作りたかつた / <CTRL:E5:03>行きたかつた,|있음|없음|제작|여행,,,,,,1
6/S6054.DAT,0x456DA,other_choice_unchanged,<CTRL:E5:03>あれ / <CTRL:E5:03>それ / <CTRL:E5:03>どれ / <CTRL:E5:03>ないしょ,|저|그|어|비밀,,,,,,1
6/S6054.DAT,0x457D4,other_choice_unchanged,<CTRL:E5:03>20人 / <CTRL:E5:03>21人 / <CTRL:E5:03>22人 / <CTRL:E5:03>23人,|20|21|22|23,,,,,,1
6/S6054.DAT,0x458CE,other_choice_unchanged,<CTRL:E5:03>すごいアイテム / <CTRL:E5:03>こわれたアイテム / <CTRL:E5:03>つぶれたアイテム / <CTRL:E5:03>ねばねば,|대단함|고장|찌그러진|달라붙음,,,,,,1
6/S6054.DAT,0x459CA,other_choice_unchanged,<CTRL:E5:03>きいろ / <CTRL:E5:03>わけあつてちゃいろ / <CTRL:E5:03>本当はあか / <CTRL:E5:03>それはだれ？,|황금|갈|빨강|누구?,,,,,,1
7/S7011.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
7/S7011.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
7/S7011.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
7/S7011.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
7/S7011.DAT,0x48036,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない,|출발|그만,,,,,,1
7/S7012.DAT,0x46D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
7/S7012.DAT,0x46DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
7/S7012.DAT,0x46E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
7/S7012.DAT,0x46E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
7/S7012.DAT,0x47A74,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて! その2,|출발|그만|정보 2,,,,,,1
7/S7012.DAT,0x47B1C,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>耳よりな話を聞きたい!,|출발|그만|유용한 정보,,,,,,1
7/S7012.DAT,0x47DDA,other_choice_unchanged,<CTRL:E5:03>バトルの心得 その2 / <CTRL:E5:03>耳よりな話 / <CTRL:E5:03>やつっり、いいや。,|전투 요령 2|유용한 정보|그만,,,,,,1
7/S7012.DAT,0x47E46,other_choice_unchanged,<CTRL:E5:03>モンスターとの相しょう / <CTRL:E5:03>経験値について / <CTRL:E5:03>成長のアトバイス / <CTRL:E5:03>やつっり、いいや。,|몬스터 상성|경험치|성장 조언|그만,,,,,,1
7/S7012.DAT,0x48402,other_choice_unchanged,<CTRL:E5:03>アララトスの遺跡ダンジョン / <CTRL:E5:03>ミルマーナのその後 / <CTRL:E5:03>ラマダ寺での修行 / <CTRL:E5:03>やつっり、いいや。,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,,,,,,1
7/S7012.DAT,0x489A8,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣について / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,,,,,,1
7/S7012.DAT,0x48A24,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>やつっりいいや。,|포코의 악기|투기장|키토우올|그만,,,,,,1
7/S7012.DAT,0x48A96,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣 / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수|다음 페이지,,,,,,1
7/S7012.DAT,0x48B0E,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>次のページ,|포코의 악기|투기장|키토우올|다음 페이지,,,,,,1
7/S7012.DAT,0x48B80,other_choice_unchanged,<CTRL:E5:03>ラマダ寺の修行 / <CTRL:E5:03>ロマンシングストーン / <CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89> / <CTRL:E5:03>やつっりいいや。,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,,,,,,1
7/S7021.DAT,0x47D58,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7021.DAT,0x47E66,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7021.DAT,0x47F74,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7021.DAT,0x48082,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7021.DAT,0x48190,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7021.DAT,0x4829E,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7021.DAT,0x483AC,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7021.DAT,0x48D26,speaker_prompt_merged,大会委員  / 参加なさいますか？ / <CTRL:E5:03>参加する / <CTRL:E5:03>参加しない,대회 위원: 출전하시겠습니까?|출전|그만,대회 위원: 출전하시겠습니까?,7,180|0|60|72,19|27,6|17|25,1
7/S7021.DAT,0x48EA4,other_choice_unchanged,<CTRL:E5:03>アーク / <CTRL:E5:03>ククル / <CTRL:E5:03>トッシュ / <CTRL:E5:03>次のページ / ,|아크|쿠쿠루|토슈|다음 페이지,,,,,,1
7/S7021.DAT,0x48F16,other_choice_unchanged,<CTRL:E2:01>さんですね。 / <CTRL:E5:03>はい / <CTRL:E5:03>まちがえました / ,맞나?|예|아니오,,,,,,1
7/S7021.DAT,0x48F82,other_choice_unchanged,<CTRL:E2:02>さんですね。 / <CTRL:E5:03>はい / <CTRL:E5:03>まちがえました / ,맞나?|예|아니오,,,,,,1
7/S7021.DAT,0x48FEE,other_choice_unchanged,<CTRL:E2:03>さんですね。 / <CTRL:E5:03>おう / <CTRL:E5:03>まちがえたぜ / ,맞나?|예|아니오,,,,,,1
7/S7021.DAT,0x4908E,other_choice_unchanged,<CTRL:E5:03>ポコ / <CTRL:E5:03>ゴーゲン / <CTRL:E5:03>イーガ / <CTRL:E5:03>次のページ / ,|포코|고겐|이가|다음 페이지,,,,,,1
7/S7021.DAT,0x49102,other_choice_unchanged,<CTRL:E2:04>さんですね。 / <CTRL:E5:03>うん / <CTRL:E5:03>やつっりやだ / ,맞나?|예|아니오,,,,,,1
7/S7021.DAT,0x4916C,other_choice_unchanged,<CTRL:E2:05>さんですね。 / <CTRL:E5:03>やる / <CTRL:E5:03>やめるわい / ,맞나?|예|아니오,,,,,,1
7/S7021.DAT,0x491D0,other_choice_unchanged,<CTRL:E2:06>さんですね。 / <CTRL:E5:03>うむ,맞나?|예,,,,,,1
7/S7021.DAT,0x4921C,other_choice_unchanged,<CTRL:E5:03>チョンガラ / <CTRL:E5:03>次のページ / <CTRL:E5:03>やつっりやめる / <CTRL:E5:03>外に出る,|촌가라|다음 페이지|그만두기|밖으로 나가기,,,,,,1
7/S7021.DAT,0x4929E,other_choice_unchanged,<CTRL:E2:08>さんですね。 / <CTRL:E5:03>わしかい / <CTRL:E5:03>いやじゃ / ,맞나?|예|아니오,,,,,,1
7/S7022.DAT,0x47FCE,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7022.DAT,0x480DC,other_choice_unchanged,こうたいする？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7022.DAT,0x481E8,other_choice_unchanged,おれかい？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7022.DAT,0x482F2,other_choice_unchanged,ぼくかな？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7022.DAT,0x483FC,other_choice_unchanged,わしかね？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7022.DAT,0x48506,other_choice_unchanged,かわるか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7022.DAT,0x48610,other_choice_unchanged,こうたいしようかね？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7022.DAT,0x489B6,speaker_prompt_merged,大会委員  / 1回戦の準備はいいですか？ / <CTRL:E5:03>はい / <CTRL:E5:03>まだです,대회 위원: 1회전 준비됐습니까?|예|아직입니다,대회 위원: 1회전 준비됐습니까?,7,198|0|24|48,24|30,6|22|28,1
7/S7022.DAT,0x49196,other_choice_unchanged,エントリーをやりなおしますか。 / <CTRL:E5:03>やりなおす / <CTRL:E5:03>つづける,처음부터?|다시|계속,,,,,,1
7/S7023.DAT,0x47D58,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7023.DAT,0x47E66,other_choice_unchanged,こうたいする？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7023.DAT,0x47F72,other_choice_unchanged,かわつてやろうか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7023.DAT,0x48080,other_choice_unchanged,ぼくとかわる？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7023.DAT,0x4818C,other_choice_unchanged,わしか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7023.DAT,0x48296,other_choice_unchanged,かわるか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7023.DAT,0x483A0,other_choice_unchanged,こうたいするかい？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7023.DAT,0x48A4E,speaker_prompt_merged,大会委員  / 2回戦の準備はいいですか？ / <CTRL:E5:03>はい / <CTRL:E5:03>まだです,대회 위원: 2회전 준비됐습니까?|예|아직입니다,대회 위원: 2회전 준비됐습니까?,7,198|0|24|48,24|30,6|22|28,1
7/S7023.DAT,0x491C6,other_choice_unchanged,エントリーをやりなおしますか。 / <CTRL:E5:03>やりなおす / <CTRL:E5:03>つづける,처음부터?|다시|계속,,,,,,1
7/S7023.DAT,0x4922C,other_choice_unchanged,1回戦からやりなおしになります。よろしいですか？ / <CTRL:E5:03>はい / <CTRL:E5:03>とんでもない,1회전부터?|예|아니오,,,,,,1
7/S7024.DAT,0x47D58,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7024.DAT,0x47E66,other_choice_unchanged,こうたいする？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7024.DAT,0x47F72,other_choice_unchanged,おれかい？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7024.DAT,0x4807C,other_choice_unchanged,ぼくだね？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7024.DAT,0x48186,other_choice_unchanged,こうたいしようかの？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7024.DAT,0x48296,other_choice_unchanged,かわるか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7024.DAT,0x483A0,other_choice_unchanged,こうたいしようかね？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
7/S7024.DAT,0x48AAE,speaker_prompt_merged,大会委員  / 準決勝の準備はいいですか？ / <CTRL:E5:03>はい / <CTRL:E5:03>まだです,대회 위원: 준결승 준비됐습니까?|예|아직입니다,대회 위원: 준결승 준비됐습니까?,7,198|0|24|48,25|31,6|23|29,1
7/S7024.DAT,0x4922A,other_choice_unchanged,エントリーをやりなおしますか。 / <CTRL:E5:03>やりなおす / <CTRL:E5:03>つづける,처음부터?|다시|계속,,,,,,1
7/S7024.DAT,0x49290,other_choice_unchanged,1回戦からやりなおしになります。よろしいですか？ / <CTRL:E5:03>はい / <CTRL:E5:03>とんでもない,1회전부터?|예|아니오,,,,,,1
7/S7025.DAT,0x47FDC,other_choice_unchanged,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない,변경?|변경|유지,,,,,,1
