pointer,japanese,current,original_hex,current_hex,missing_controls,empty_after
0x80cac,しびれるりんご,마비 사과,1e 99 32 22 39 2d 79,45 dd 06 a1 34 dd 18,,False
0x80cb0,石,돌,94,72,,False
0x80cb4,<N:リ:12>ニの草,레코의 풀,6f d1 1c dd 65,dd 66 dd 40 0f a1 de 45,,False
0x80cb8,薬草,약초,dd 58 dd 65,dd 48 39,,False
0x80cbc,<N:毒:1>薬,독초,dd cf dd 58,df 22 39,,False
0x80cc0,ルウの薬,루우의 약,53 71 1c dd 58,dd 42 3d 0f a1 dd 48,,False
0x80cc4,すばやさの薬,민첩의 약,2b 58 40 3a 1c dd 58,dd ec df 5e 0f a1 dd 48,,False
0x80cc8,小さい爆弾,작은 폭탄,dd 88 3a 1b dd 41 de 06,dd 64 26 a1 dd 62 dd d1,,False
0x80ccc,大きい爆弾,큰 폭탄,50 44 1b dd 41 de 06,aa a1 dd 62 dd d1,,False
0x80cd0,万能薬,만능약,df 0b dd 80 dd 58,38 dd ed dd 48,,False
0x80cd4,聖水,성수,cd b8,dd 17 50,,False
0x80cd8,復活の薬,부활약,dd 2c de 49 1c dd 58,6c dd e1 dd 48,,False
0x80cdc,攻撃瓶,공격 항아리,d0 b1 de c0,dd 10 dd 0a a1 dd f2 09 2e,,False
0x80ce0,<N:眠:5>り玉,수면 구슬,dd b9 39 de ef,50 3a a1 87 dd fc,,False
0x80ce4,弱りの玉,약화 구슬,dd ed 39 1c de ef,dd 48 dd 83 a1 87 dd fc,,False
0x80ce8,ちからの実,힘의 열매,4b 20 33 1c de 37,74 0f a1 dd 89 dd c9,,False
0x80cec,パロの実,파로의 열매,a3 a2 1c de 37,dd 7b d5 0f a1 dd 89 dd c9,,False
0x80cf0,いのちの木の実,생명의 열매,1b 1c 4b 1c df 0a 1c de 37,dd 36 dd 34 0f a1 dd 89 dd c9,,False
0x80cf4,魔力の葉,마력의 잎,dd 1b 61 1c dd 61,45 dd 2b 0f a1 df 8d,,False
0x80cf8,魔力の泉,마력의 샘,dd 1b 61 1c df 2b,45 dd 2b 0f a1 de cc,,False
0x80cfc,目つぶしの草,눈가림 풀,ac 45 ca 1e 1c dd 65,de 0d 0c de 29 a1 de 45,,False
0x80d00,苦い葉,쓴 잎,dd f3 1b dd 61,de b1 a1 df 8d,,False
0x80d04,石解け<N:ハ:12>リ,석화 해제침,94 dd 34 49 dd a2 6b,dd 8b dd 83 a1 2b 66 de 06,,False
0x80d08,痛烈な<N:ハ:12>リ,침묵 해제침,de 30 de 85 1d dd a2 6b,de 06 df 5f a1 2b 66 de 06,,False
0x80d0c,召喚のつ<N:げ:26>,소환 항아리,dd 78 dd 7b 1c 45 d2,dd 07 dd 65 a1 dd f2 09 2e,,False
0x80d10,？？？？？,?????,3c 3c 3c 3c 3c,d1 d1 d1 d1 d1,,False
0x80d14,？？？？？,?????,3c 3c 3c 3c 3c,d1 d1 d1 d1 d1,,False
0x80d18,？？？？？,?????,3c 3c 3c 3c 3c,d1 d1 d1 d1 d1,,False
0x80f14,一時的にすばやさを下げます,민첩 일시 감소,8e cf dd 53 23 2b 58 40 3a 2f 70 9c 27 2b,dd ec df 5e a1 6b 29 a1 dd 77 dd 07,,False
0x80f18,<N:ｌ:5>へモジーへを元に戻します,헤모지 회복,5b dd 3b 5f 7f 31 5a 2f de 74 23 d9 1e 27 2b,dd c3 55 04 a1 7a dd 9f,,False
0x80f1c,,레벨 1 상승,6f dd b4 53 42 82 dd 55 1e 27 2b,dd 66 dd ef a1 4a a1 8b 69,,False
0x80f20,<N:Π:10><N:Ｐ:10>が<N:ｃ:9>0ポ<N:｣:11>ント回復します,체력 60 회복,dd fa dd 90 2a 17 11 d7 65 34 5c 9e dd 2c 1e 27 2b,dd 90 dd 2b a1 9f 91 a1 7a dd 9f,,False
0x80f24,しびれて動けなくなります,마비 부여,1e 99 32 21 dc 49 1d 3e 1d 39 27 2b,45 dd 06 a1 6c 1a,,False
0x80f28,ぶつけてダメージを<N:与:3>えます,던져서 피해,ca 45 49 21 67 78 31 7f 2f dd 3f 46 27 2b,dd 25 dd 63 25 a1 dd 3c 2b,,False
0x80f2c,防御力が上がります,방어력 상승,dd a6 dd ad 61 2a b9 2a 39 27 2b,dd 29 14 dd 2b a1 8b 69,,False
0x80f30,<N:Π:10><N:Ｐ:10>が20ポ<N:｣:11>ント回復します,체력 20 회복,dd fa dd 90 2a 13 11 d7 65 34 5c 9e dd 2c 1e 27 2b,dd 90 dd 2b a1 0b 91 a1 7a dd 9f,,False
0x80f34,<N:毒:1>を<N:振:2>りまきます,독 부여,dd cf 2f de d9 39 27 44 27 2b,df 22 a1 6c 1a,,False
0x80f38,しびれを取りのぞきます,마비 회복,1e 99 32 2f dd 29 39 1c 6a 44 27 2b,45 dd 06 a1 7a dd 9f,,False
0x80f3c,一時的にすばやさを上げます,민첩 일시 상승,8e cf dd 53 23 2b 58 40 3a 2f b9 9c 27 2b,dd ec df 5e a1 6b 29 a1 8b 69,,False
0x80f40,爆発します,폭발 피해,dd 41 76 1e 27 2b,dd 62 dd 0e a1 dd 3c 2b,,False
0x80f44,爆発します,큰 폭발 피해,dd 41 76 1e 27 2b,aa a1 dd 62 dd 0e a1 dd 3c 2b,,False
0x80f48,ほとんどのステータス傷害を回復します,대부분의 상태 이상 회복,dd 05 36 2d 54 1c 47 db 31 62 47 de 6a de 7e 2f 9e dd 2c 1e 27 2b,37 6c 92 0f a1 8b dd d2 a1 03 8b a1 7a dd 9f,,False
0x80f4c,<N:毒:1>を取りのぞきます,독 회복,dd cf 2f dd 29 39 1c 6a 44 27 2b,df 22 a1 7a dd 9f,,False
0x80f50,戦闘不能<N:午:15>ャラクタを復活させます,쓰러진 대상 부활,63 93 dd 71 dd 80 dd 4e d6 57 4e 62 2f dd 2c de 49 3a 59 27 2b,dd 85 20 dd 3f a1 37 8b a1 6c dd e1,,False
0x80f54,一時的に攻撃力を上げます,공격력 일시 상승,8e cf dd 53 23 d0 b1 61 2f b9 9c 27 2b,dd 10 dd 0a dd 2b a1 6b 29 a1 8b 69,,False
0x80f58,<N:眠:5>らせます,수면 부여,dd b9 33 59 27 2b,50 3a a1 6c 1a,,False
0x80f5c,一時的に攻撃力・防御力を下げます,공격 방어 일시 감소,8e cf dd 53 23 d0 b1 61 2c dd a6 dd ad 61 2f 70 9c 27 2b,dd 10 dd 0a a1 dd 29 14 a1 6b 29 a1 dd 77 dd 07,,False
0x80f60,攻撃力が上がります,공격력 상승,d0 b1 61 2a b9 2a 39 27 2b,dd 10 dd 0a dd 2b a1 8b 69,,False
0x80f64,すばやさが上がります,민첩 상승,2b 58 40 3a 2a b9 2a 39 27 2b,dd ec df 5e a1 8b 69,,False
0x80f68,<N:Π:10><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 체력 2 상승,dd fa dd 90 1c dd 2b 50 dd d2 2a 13 d7 65 34 5c b9 2a 39 27 2b,de 27 37 a1 dd 90 dd 2b a1 0b a1 8b 69,,False
0x80f6c,魔力が上がります,마력 상승,dd 1b 61 2a b9 2a 39 27 2b,45 dd 2b a1 8b 69,,False
0x80f70,<N:∪:20><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります,최대 마력 2 상승,de 4f dd 90 1c dd 2b 50 dd d2 2a 13 d7 65 34 5c b9 2a 39 27 2b,de 27 37 a1 45 dd 2b a1 0b a1 8b 69,,False
0x80f74,<N:振:2>りまくと、目が見えなくなります,명중률 감소,de d9 39 27 3e 36 24 ac 2a a0 46 1d 3e 1d 39 27 2b,dd 34 dd 73 df 5b a1 dd 77 dd 07,,False
0x80f78,一時的に防御力を上げます,방어력 일시 상승,8e cf dd 53 23 dd a6 dd ad 61 2f b9 9c 27 2b,dd 29 14 dd 2b a1 6b 29 a1 8b 69,,False
0x80f7c,石化から元に戻ります,석화 회복,94 dd 7c 20 33 de 74 23 d9 39 27 2b,dd 8b dd 83 a1 7a dd 9f,,False
0x80f80,封じられた魔法が使えるようになります,침묵 회복,dd 0f 4a 33 32 1f dd 1b dd 51 2a dd 33 46 22 3d 26 23 1d 39 27 2b,de 06 df 5f a1 7a dd 9f,,False
0x80f84,チョン<N:力:5>ラがモンスターを召喚するのに使います,촌가라의 몬스터 소환,6c 69 34 dd 02 57 2a 5f 34 47 62 31 2f dd 78 dd 7b 2b 22 1c 23 dd 33 1b 27 2b,96 0c 8f 0f a1 64 30 02 a1 dd 07 dd 65,,False
0x80f88,？？？？？,?????,3c 3c 3c 3c 3c,d1 d1 d1 d1 d1,,False
0x80f8c,？？？？？,?????,3c 3c 3c 3c 3c,d1 d1 d1 d1 d1,,False
0x80f90,？？？？？,?????,3c 3c 3c 3c 3c,d1 d1 d1 d1 d1,,False
0x811c0,,,,,,False
0x811c4,バーン<N:ク:12>ラウント,번 그라운드,af 31 34 80 57 71 34 95,9b a1 15 8f 86 17,,False
0x811c8,トータル<N:ヒ:5>ーリン<N:ク:12>,토탈 힐링,5c 31 62 53 dd b5 31 6b 34 80,83 de 14 a1 df 5d de 54,,False
0x811cc,ゲ<N:｣:11>ルフラッシュ,게일 플래시,dd 4d 65 53 a6 57 82 60 ab,41 6b a1 de 36 dd 12 29,,False
0x811d0,スロウエ<N:ネ:13>ミー,슬로우 에너미,47 a2 71 dd 23 dd c6 dd 3a 31,dd fc d5 3d a1 0e 89 dd 2f,,False
0x811d4,メテオフ<N:｣:13>ール,메테오 폴,78 db 8f a6 de b4 31 53,dd 2c dd be 46 a1 df 56,,False
0x811d8,<N:午:15>ュア,큐어,dd 4e ab 42,df 98 14,,False
0x811dc,デポ<N:｣:11><N:ス:15>ン,디포이즌,81 d7 65 de 1f 34,dd cd dd 78 03 df 90,,False
0x811e0,サ<N:｣:11><N:リ:12>ント,사일런트,77 65 6f 34 5c,34 6b dd 2a dd 5b,,False
0x811e4,リフ<N:リ:12>ッシュ,리프레시,6b a6 6f 82 60 ab,2e dd 9d dd 66 29,,False
0x811e8,天のさばき,천벌,dd 26 1c 3a 58 44,dd e7 dd e4,,False
0x811ec,リ<N:ザ:8><N:リ:12>クション,리저렉션,6b dd c8 6f 4e 60 69 34,2e dd 24 df 2a df 67,,False
0x811f0,デ<N:ｲ:6>バ<N:｣:11>ト,디바이드,81 dd 03 af 65 95,dd cd dd 08 03 17,,False
0x811f4,桜花雷爆斬,앵화뇌폭참,de 3c de 1b dd a5 dd 41 dd 5c,df 6e dd 83 df 1e dd 62 dd 4c,,False
0x811f8,呪縛剣,주박검,de 35 de 94 dd 8d,40 de 9f dd a1,,False
0x811fc,<N:真:2><N:空:2>斬,진공참,de 9f dd 18 dd 5c,dd 3f dd 10 dd 4c,,False
0x81200,<N:虎:5><N:影:1>斬,호영참,de e9 de 81 dd 5c,95 dd fa dd 4c,,False
0x81204,戦の小太鼓,전투의 북,63 1c dd 88 dd a9 dd f1,4f dd 39 0f a1 de 64,,False
0x81208,荒獅子太鼓,황사자 북,dd c0 de a7 96 dd a9 dd f1,de 3c 34 28 a1 de 64,,False
0x8120c,気合いラッパ,기합 나팔,a9 dd ac 1b 57 82 a3,24 dd 1d a1 1e dd 6c,,False
0x81210,へろへろラッパ,탈진 나팔,8a 55 8a 55 57 82 a3,de 14 dd 3f a1 1e dd 6c,,False
0x81214,いやしのたてごと,치유의 하프,1b 40 1e 1c 1f 21 79 36,dd 1f 8a 0f a1 19 dd 9d,,False
0x81218,のろまのベース,둔화 베이스,1c 55 27 1c dd b4 31 47,df 23 dd 83 a1 dd fe 03 30,,False
0x8121c,い<N:駄:2>天のオカリナ,위타천 오카리나,1b de cd dd 26 1c 8f bc 6b 7c,8e dd 7f dd e7 a1 46 dd 38 2e 1e,,False
0x81220,向き直りの笛,방향전환 피리,dd 01 44 dd 85 39 1c de 2f,dd 29 dd b2 4f dd 65 a1 dd 3c 2e,,False
0x81224,エクス<N:フ:11>ロージョン,익스플로전,dd 23 4e 47 dd 55 a2 31 7f 69 34,de c0 30 de 36 d5 4f,,False
0x81228,トリーム<N:メ:6>ック,드림 노크,95 6b 31 d8 dd 5f 82 4e,17 de 29 a1 dd 57 58,,False
0x8122c,ダ<N:｣:11>ヤモントダスト,다이아몬드 더스트,67 65 bb 5f 34 95 67 47 5c,01 03 09 64 17 a1 dd 96 30 dd 5b,,False
0x81230,ウ<N:｣:11>ントスラッシャー,윈드 슬래셔,71 65 34 95 47 57 82 60 d6 31,df 8b 17 a1 dd fc dd 12 de b3,,False
0x81234,<N:ヒ:5>ートウ<N:｣:13>ール,히트 월,dd b5 31 5c 71 de b4 31 53,dd 59 dd 5b a1 de e5,,False
0x81238,サンダーストーム,썬더 스톰,77 34 67 31 47 5c 31 d8,df 6a dd 96 a1 30 df 4f,,False
0x8123c,テ<N:リ:12>ポート,텔레포트,db 6f d7 31 5c,df 4e dd 66 dd 78 dd 5b,,False
0x81240,心<N:眼:3>法,심안법,dd 11 de 7b dd 51,9d 94 dd 37,,False
0x81244,<N:退:3>魔光弾,퇴마광탄,de 63 dd 1b dd 0c de 06,df 50 45 df 16 dd d1,,False
0x81248,旋風撃蹴,선풍격축,de 9c c1 b1 de a3,dd 53 de 2e dd 0a de 02,,False
0x8124c,流星爆,유성폭,de 24 de d6 dd 41,8a dd 17 dd 62,,False
0x81250,鬼神流<N:影:1><N:波:1>,귀신류영파,de f4 dd 2f de 24 de 81 de 5b,de 6c 3e dd 6e dd fa dd 7b,,False
0x81254,滅掌烈破,멸장열파,dd 40 de da de 85 dd 62,dd dd 56 dd 89 dd 7b,,False
0x81258,<N:ゲ:16>ラック,케락,dd 6d 57 82 4e,dd f8 df 27,,False
0x8125c,モフリー,모프리,5f a6 6b 31,55 dd 9d 2e,,False
0x81260,フウジン,후우진,a6 71 7f 34,dd 8d 3d dd 3f,,False
0x81264,ラ<N:｣:11>ジン,라이진,57 65 7f 34,8f 03 dd 3f,,False
0x81268,へモジー,헤모지,dd 3b 5f 7f 31,dd c3 55 04,,False
0x8126c,オトン,오톤,8f 95 34,46 dd 9a,,False
0x81270,調ベる,조사,dd 86 dd 35 22,90 34,,False
0x81274,ちょこ,초코,4b 73 2e,39 dd 40,,False
0x81278,回復,회복,9e dd 2c,7a dd 9f,,False
0x8127c,<N:ｴ:24>か造り,다리 만들기,dd 04 20 dd d5 39,01 2e a1 38 0a 24,,False
0x81280,風雷破,풍뢰파,c1 dd a5 dd 62,de 2e df 31 dd 7b,,False
0x81284,風雷破,풍뢰파,c1 dd a5 dd 62,de 2e df 31 dd 7b,,False
0x81288,乗り移り,빙의,dd 43 39 de fc 39,df 64 0f,,False
0x8128c,バク<N:リ:12>ツ手裏剣,폭렬 수리검,af 4e 6f df 01 87 dd fe dd 8d,dd 62 df 2e a1 50 2e dd a1,,False
0x81290,自爆,자폭,a4 dd 41,28 dd 62,,False
0x81294,ジ<N:ニ:13>クへの階段,지옥으로 가는 계단,7f dd 3c 4e 8a 1c dd b2 de 61,04 de 39 4e d5 a1 0c 06 a1 dd 11 dd 35,,False
0x81298,4方向,사방 공격,15 c4 dd 01,34 dd 29 a1 dd 10 dd 0a,,False
0x8129c,炎雷崩,염뢰붕,bf dd a5 de 90,df 89 df 31 de ec,,False
0x812a0,ダスト・ルー<N:｣:11>ン,더스트 룬,67 47 5c 2c 53 31 65 34,dd 96 30 dd 5b a1 df 32,,False
0x812a4,ヨミのつばさ,요미의 날개,dd 14 dd 3a 1c 45 58 3a,2c dd 2f 0f a1 dd 61 dd b4,,False
0x812a8,やる気なし,의욕 없음,40 22 a9 1d 1e,0f dd e3 a1 71 8d,,False
0x81708,,,,,,False
0x8170c,ようがんを発生させ敵にダメージを<N:与:3>えます,용암으로 적에게 피해,3d 26 2a 2d 2f 76 dd 1c 3a 59 bd 23 67 78 31 7f 2f dd 3f 46 27 2b,dd 1a df 6c 4e d5 a1 dd 09 0e 41 a1 dd 3c 2b,,False
0x81710,ステ<N:｣:11>タス傷害と体力を回復します,상태 이상과 체력 회복,47 db 65 62 47 de 6a de 7e 36 dd 2d 61 2f 9e dd 2c 1e 27 2b,8b dd d2 a1 03 8b dd 18 a1 dd 90 dd 2b a1 7a dd 9f,,False
0x81714,いくうかんからの攻撃で敵にダメージを<N:与:3>えます,이공간 공격으로 피해,1b 3e 26 20 2d 20 33 1c d0 b1 30 bd 23 67 78 31 7f 2f dd 3f 46 27 2b,03 dd 10 dd 1b a1 dd 10 dd 0a 4e d5 a1 dd 3c 2b,,False
0x81718,敵の素早さを下げます,적 민첩 감소,bd 1c de d3 dd 21 3a 2f 70 9c 27 2b,dd 09 a1 dd ec df 5e a1 dd 77 dd 07,,False
0x8171c,いんせきが落下しまわりの敵にダメージを<N:与:3>えます,운석으로 주변 적 피해,1b 2d 59 44 2a dd a4 70 1e 27 43 39 1c bd 23 67 78 31 7f 2f dd 3f 46 27 2b,86 dd 8b 4e d5 a1 40 80 a1 dd 09 a1 dd 3c 2b,,False
0x81720,体力を回復します,체력 회복,dd 2d 61 2f 9e dd 2c 1e 27 2b,dd 90 dd 2b a1 7a dd 9f,,False
0x81724,<N:毒:1>を消しさります,독 해제,dd cf 2f dd 28 1e 3a 39 27 2b,df 22 a1 2b 66,,False
0x81728,敵の魔法を封じ込めます,적의 마법 봉인,bd 1c dd 1b dd 51 2f dd 0f 4a dd 5d 51 27 2b,dd 09 0f a1 45 dd 37 a1 dd b6 35,,False
0x8172c,ステ<N:｣:11>タス傷害を回復します,상태 이상 회복,47 db 65 62 47 de 6a de 7e 2f 9e dd 2c 1e 27 2b,8b dd d2 a1 03 8b a1 7a dd 9f,,False
0x81730,天使が画面外に飛んでいき<N:リ:12>ー<N:ザ:8>ーで攻撃します,천사의 광선 공격,dd 26 dd 33 2a de 7f de 8c dd 6b 23 dd 72 2d 30 1b 44 6f 31 dd c8 31 30 d0 b1 1e 27 2b,dd e7 34 0f a1 df 16 dd 53 a1 dd 10 dd 0a,,False
0x81734,戦闘不能になつた味方を呼び戻せます,쓰러진 아군 부활,63 93 dd 71 dd 80 23 1d 29 1f dd 94 c4 2f dd c2 99 d9 59 27 2b,dd 85 20 dd 3f a1 09 7c a1 6c dd e1,,False
0x81738,敵の体力をすいとり味方に分け<N:与:3>えます,적 체력을 흡수해 아군 회복,bd 1c dd 2d 61 2f 2b 1b 36 39 dd 94 c4 23 b2 49 dd 3f 46 27 2b,dd 09 a1 dd 90 dd 2b 0d a1 df 5c 50 2b a1 09 7c a1 7a dd 9f,,False
0x8173c,敵一体に必殺の剣で斬りつけます,적 하나에 필살검,bd 8e dd 2d 23 dd cc dd 7a 1c dd 8d 30 dd 5c 39 45 49 27 2b,dd 09 a1 19 1e 0e a1 de 4a dd a2 dd a1,,False
0x81740,敵をマ<N:ヒ:5>させます,적에게 마비 부여,bd 2f 64 dd b5 3a 59 27 2b,dd 09 0e 41 a1 45 dd 06 a1 6c 1a,,False
0x81744,2ます先の敵を斬りつけます,두 칸 앞의 적 공격,13 27 2b dd 66 1c bd 2f dd 5c 39 45 49 27 2b,dd 21 a1 df 96 a1 dd ba 0f a1 dd 09 a1 dd 10 dd 0a,,False
0x81748,敵に向かつて走り込んで斬りつけます,돌진하며 적 공격,bd 23 dd 01 20 29 21 de 66 39 dd 5d 2d 30 dd 5c 39 45 49 27 2b,72 dd 3f 19 de 1f a1 dd 09 a1 dd 10 dd 0a,,False
0x8174c,味方の攻撃力を上げます,아군 공격력 상승,dd 94 c4 1c d0 b1 61 2f b9 9c 27 2b,09 7c a1 dd 10 dd 0a dd 2b a1 8b 69,,False
0x81750,<N:波:1>動<N:リ:12>ー<N:ザ:8>ー弾を撃ちます,파동 광선 발사,de 5b dc 6f 31 dd c8 31 de 06 2f b1 4b 27 2b,dd 7b dd 32 a1 df 16 dd 53 a1 dd 0e 34,,False
0x81754,<N:遠:1>くの敵を気合で攻撃します,먼 적을 기합으로 공격,de 4c 3e 1c bd 2f a9 dd ac 30 d0 b1 1e 27 2b,dd c1 a1 dd 09 0d a1 24 dd 1d 4e d5 a1 dd 10 dd 0a,,False
0x81758,一度にたくさんの爆弾を撃ちます,폭탄을 연속 발사,8e dd 20 23 1f 3e 3a 2d 1c dd 41 de 06 2f b1 4b 27 2b,dd 62 dd d1 0d a1 dd ad dd 5f a1 dd 0e 34,,False
0x8175c,味方の体力を回復します,아군 체력 회복,dd 94 c4 1c dd 2d 61 2f 9e dd 2c 1e 27 2b,09 7c a1 dd 90 dd 2b a1 7a dd 9f,,False
0x81760,敵のすばやさを下げます,적 민첩 감소,bd 1c 2b 58 40 3a 2f 70 9c 27 2b,dd 09 a1 dd ec df 5e a1 dd 77 dd 07,,False
0x81764,味方のすばやさを上げます,아군 민첩 상승,dd 94 c4 1c 2b 58 40 3a 2f b9 9c 27 2b,09 7c a1 dd ec df 5e a1 8b 69,,False
0x81768,全員がポニと同じ方向に向きを変えます,전원이 포니 방향으로 전환,dd 08 8d 2a d7 d1 36 dd 82 4a c4 dd 01 23 dd 01 44 2f dd 15 46 27 2b,4f 7b 03 a1 dd 78 07 a1 dd 29 dd b2 4e d5 a1 4f dd 65,,False
0x8176c,すごい炎で敵をつつみこみダメージを<N:与:3>えます,거대한 불꽃으로 피해,2b 79 1b bf 30 bd 2f 45 45 6d 2e 6d 67 78 31 7f 2f dd 3f 46 27 2b,32 37 53 a1 dd 13 dd 8c 4e d5 a1 dd 3c 2b,,False
0x81770,敵を<N:眠:5>らせます,적에게 수면 부여,bd 2f dd b9 33 59 27 2b,dd 09 0e 41 a1 50 3a a1 6c 1a,,False
0x81774,すごいふぶきを起こして敵にダメージを<N:与:3>えます,눈보라로 적에게 피해,2b 79 1b 97 ca 44 2f dd c4 2e 1e 21 bd 23 67 78 31 7f 2f dd 3f 46 27 2b,de 0d 60 8f d5 a1 dd 09 0e 41 a1 dd 3c 2b,,False
0x81778,すごい風を起こして敵にダメージを<N:与:3>えます,강풍으로 적에게 피해,2b 79 1b c1 2f dd c4 2e 1e 21 bd 23 67 78 31 7f 2f dd 3f 46 27 2b,dd 28 de 2e 4e d5 a1 dd 09 0e 41 a1 dd 3c 2b,,False
0x8177c,炎のかたまりを作りだします,불꽃 장벽 생성,bf 1c 20 1f 27 39 2f dd ef 39 35 1e 27 2b,dd 13 dd 8c a1 56 de 92 a1 dd 36 dd 17,,False
0x81780,すごい雷を落として敵にダメージを<N:与:3>えます,번개로 적에게 피해,2b 79 1b dd a5 2f dd a4 36 1e 21 bd 23 67 78 31 7f 2f dd 3f 46 27 2b,9b dd b4 d5 a1 dd 09 0e 41 a1 dd 3c 2b,,False
0x81784,まわりの味方を連れてテ<N:リ:12>ポートします,주변 아군과 순간이동,27 43 39 1c dd 94 c4 2f dd e4 32 21 db 6f d7 31 5c 1e 27 2b,40 80 a1 09 7c dd 18 a1 de ce dd 1b 03 dd 32,,False
0x81788,敵<N:午:15>ャラクタをロックします,적 하나 고정,bd dd 4e d6 57 4e 62 2f a2 82 4e 1e 27 2b,dd 09 a1 19 1e a1 1c 31,,False
0x8178c,心<N:眼:3>法でロックした敵に対して光弾を撃ち込みます,고정한 적에게 광탄 발사,dd 11 de 7b dd 51 30 a2 82 4e 1e 1f bd 23 dd 9a 1e 21 dd 0c de 06 2f b1 4b dd 5d 6d 27 2b,1c 31 53 a1 dd 09 0e 41 a1 df 16 dd d1 a1 dd 0e 34,,False
0x81790,自分のまわりにいる敵<N:午:15>ャラクタを攻撃します,주변 적 공격,a4 b2 1c 27 43 39 23 1b 22 bd dd 4e d6 57 4e 62 2f d0 b1 1e 27 2b,40 80 a1 dd 09 a1 dd 10 dd 0a,,False
0x81794,たつまきで敵をすいあげて地上にたたき落とします,회오리로 띄워 내리찍음,1f 45 27 44 30 bd 2f 2b 1b 3f 9c 21 90 b9 23 1f 1f 44 dd a4 36 1e 27 2b,7a 46 2e d5 a1 df 26 dd 68 a1 47 2e df 91 8d,,False
0x81798,自分の残像を敵に向かつてぶつけます,잔상을 날려 공격,a4 b2 1c dd ab de 64 2f bd 23 dd 01 20 29 21 ca 45 49 27 2b,df 8e 8b 0d a1 dd 61 3c a1 dd 10 dd 0a,,False
0x8179c,自分よりある程度弱い敵を消し去ります,약한 적을 소멸,a4 b2 3d 39 3f 22 df 1d dd 20 dd ed 1b bd 2f dd 28 1e de 45 39 27 2b,dd 48 53 a1 dd 09 0d a1 dd 07 dd dd,,False
0x817a0,<N:ｌ:5><N:ゲ:16>ラックへを召喚します,케락 소환,5b dd 6d 57 82 4e 5a 2f dd 78 dd 7b 1e 27 2b,dd f8 df 27 a1 dd 07 dd 65,,False
0x817a4,<N:ｌ:5>モフリーへを召喚します,모프리 소환,5b 5f a6 6b 31 5a 2f dd 78 dd 7b 1e 27 2b,55 dd 9d 2e a1 dd 07 dd 65,,False
0x817a8,<N:ｌ:5>フウジンへを召喚します,후우진 소환,5b a6 71 7f 34 5a 2f dd 78 dd 7b 1e 27 2b,dd 8d 3d dd 3f a1 dd 07 dd 65,,False
0x817ac,<N:ｌ:5>ラ<N:｣:11>ジンへを召喚します,라이진 소환,5b 57 65 7f 34 5a 2f dd 78 dd 7b 1e 27 2b,8f 03 dd 3f a1 dd 07 dd 65,,False
0x817b0,<N:ｌ:5>へモジーへを召喚します,헤모지 소환,5b dd 3b 5f 7f 31 5a 2f dd 78 dd 7b 1e 27 2b,dd c3 55 04 a1 dd 07 dd 65,,False
0x817b4,<N:ｌ:5>オトンへを召喚します,오톤 소환,5b 8f 95 34 5a 2f dd 78 dd 7b 1e 27 2b,46 dd 9a a1 dd 07 dd 65,,False
0x817b8,モンスターを調ベます,몬스터 정보 조사,5f 34 47 62 31 2f dd 86 dd 35 27 2b,64 30 02 a1 31 60 a1 90 34,,False
0x817bc,<N:ｌ:5>ちょこへを召喚します,초코 소환,5b 4b 73 2e 5a 2f dd 78 dd 7b 1e 27 2b,39 dd 40 a1 dd 07 dd 65,,False
0x817c0,味方を回復します,아군 회복,dd 94 c4 2f 9e dd 2c 1e 27 2b,09 7c a1 7a dd 9f,,False
0x817c4,行けないところに<N:ｴ:24>かを造ります,갈 수 없는 곳에 다리 생성,74 49 1d 1b 36 2e 55 23 dd 04 20 2f dd d5 39 27 2b,dd a6 a1 50 a1 71 06 a1 dd 15 0e a1 01 2e a1 dd 36 dd 17,,False
0x817c8,ラ<N:｣:11>ジンとの合体魔法,라이진과 합체 마법,57 65 7f 34 36 1c dd ac dd 2d dd 1b dd 51,8f 03 dd 3f dd 18 a1 dd 1d dd 90 a1 45 dd 37,,False
0x817cc,フウジンとの合体魔法,후우진과 합체 마법,a6 71 7f 34 36 1c dd ac dd 2d dd 1b dd 51,dd 8d 3d dd 3f dd 18 a1 dd 1d dd 90 a1 45 dd 37,,False
0x817d0,敵に乗り移れます,적에게 빙의,bd 23 dd 43 39 de fc 32 27 2b,dd 09 0e 41 a1 df 64 0f,,False
0x817d4,まわりに手裏剣をばらまきます,주변에 수리검 난사,27 43 39 23 87 dd fe dd 8d 2f 58 33 27 44 27 2b,40 80 0e a1 50 2e dd a1 a1 dd 6a 34,,False
0x817d8,自爆します,자폭 공격,a4 dd 41 1e 27 2b,28 dd 62 a1 dd 10 dd 0a,,False
0x817dc,かまフーメランで敵を攻撃します,낫 부메랑으로 공격,20 27 c9 31 78 57 34 30 bd 2f d0 b1 1e 27 2b,df 1c a1 6c dd 2c de 74 4e d5 a1 dd 10 dd 0a,,False
0x817e0,まわりの敵にダメージを<N:与:3>えます,주변 적에게 피해,27 43 39 1c bd 23 67 78 31 7f 2f dd 3f 46 27 2b,40 80 a1 dd 09 0e 41 a1 dd 3c 2b,,False
0x817e4,まわりの敵にダメージを<N:与:3>えます,주변 적에게 피해,27 43 39 1c bd 23 67 78 31 7f 2f dd 3f 46 27 2b,40 80 a1 dd 09 0e 41 a1 dd 3c 2b,,False
