pointer_offset,v319_value,v320_value,v320b_value,category,confirmed_text_pool
0x79134,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x7913C,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x79140,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x79148,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x7914C,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x79158,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x79160,0x801938F4,0xD31038F4,0x801938F4,unclassified_pointer,False
0x79168,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x79170,0x801938F4,0xD31038F4,0x801938F4,unclassified_pointer,False
0x79178,0x801A7BF0,0xD31A7BF0,0x801A7BF0,unclassified_pointer,False
0x7917C,0x801A7BF8,0xD31A7BF8,0x801A7BF8,unclassified_pointer,False
0x79180,0x801A7C00,0xD31A0A00,0x801A7C00,unclassified_pointer,False
0x79184,0x801A7C08,0xD31A0A08,0x801A7C08,unclassified_pointer,False
0x79188,0x801A7C18,0xD31A0A9A,0x801A7C18,unclassified_pointer,False
0x7918C,0x801A7C20,0xD31A0A20,0x801A7C20,unclassified_pointer,False
0x79190,0x801A7C28,0xD31A0A28,0x801A7C28,unclassified_pointer,False
0x79194,0x801A7C30,0xD31A0A30,0x801A7C30,unclassified_pointer,False
0x79198,0x801A7C38,0xD31A0A38,0x801A7C38,unclassified_pointer,False
0x7919C,0x801A7C40,0xD31A0AD2,0x801A7C40,unclassified_pointer,False
0x791A0,0x801A7C48,0xD31A0A48,0x801A7C48,unclassified_pointer,False
0x791A4,0x801A7C50,0xD31A0AAA,0x801A7C50,unclassified_pointer,False
0x791A8,0x801A7C58,0xD31A0A58,0x801A7C58,unclassified_pointer,False
0x791AC,0x801A7C60,0xD31A0AD5,0x801A7C60,unclassified_pointer,False
0x791B0,0x801A7C68,0xD31A0A38,0x801A7C68,unclassified_pointer,False
0x791B4,0x801A7C70,0xD31A0A70,0x801A7C70,unclassified_pointer,False
0x791B8,0x801A7C78,0xD31A0A01,0x801A7C78,unclassified_pointer,False
0x791BC,0x801A7C90,0xD31A0A90,0x801A7C90,unclassified_pointer,False
0x791C0,0x801A7C98,0xD31A0A55,0x801A7C98,unclassified_pointer,False
0x791C4,0x801A7CA0,0xD31A0AA0,0x801A7CA0,unclassified_pointer,False
0x791C8,0x801A7C80,0xD31A0AD3,0x801A7C80,unclassified_pointer,False
0x791CC,0x801A7C88,0xD31A0A3D,0x801A7C88,unclassified_pointer,False
0x791D0,0x801A7CA8,0xD31A0A67,0x801A7CA8,unclassified_pointer,False
0x791D4,0x801A7CB0,0xD31A0AB0,0x801A7CB0,unclassified_pointer,False
0x791D8,0x801A7CB8,0xD31A0A99,0x801A7CB8,unclassified_pointer,False
0x791DC,0x801A7CC0,0xD31A0AC0,0x801A7CC0,unclassified_pointer,False
0x791E0,0x801A7CC8,0xD31A0A6F,0x801A7CC8,unclassified_pointer,False
0x791E4,0x801A7C10,0xD31A0A10,0x801A7C10,unclassified_pointer,False
0x791E8,0x801A7CD0,0xD31A0AD0,0x801A7CD0,unclassified_pointer,False
0x791EC,0x801A7CD8,0xD31A0AD8,0x801A7CD8,unclassified_pointer,False
0x791F0,0x801A7CE0,0xD31A7CE0,0x801A7CE0,unclassified_pointer,False
0x791F4,0x801A7CE8,0xD31A7CE8,0x801A7CE8,unclassified_pointer,False
0x791F8,0x801A7CF0,0xD31A7CF0,0x801A7CF0,unclassified_pointer,False
0x791FC,0x801A7CF8,0xD31A7CF8,0x801A7CF8,unclassified_pointer,False
0x79200,0x801A7D00,0xD31A7D00,0x801A7D00,unclassified_pointer,False
0x79204,0x801A7D08,0xD31A7D08,0x801A7D08,unclassified_pointer,False
0x79208,0x801A7D10,0xD31A7D10,0x801A7D10,unclassified_pointer,False
0x7920C,0x801A80D8,0xD31AD3D8,0x801A80D8,unclassified_pointer,False
0x79214,0x801A80E8,0xD31A80E8,0x801A80E8,unclassified_pointer,False
0x79218,0x801A80F0,0xD31A80F0,0x801A80F0,unclassified_pointer,False
0x7921C,0x801A80F0,0xD31A80F0,0x801A80F0,unclassified_pointer,False
0x79220,0x801A80F0,0xD31A80F0,0x801A80F0,unclassified_pointer,False
0x79224,0x801A80F0,0xD31A80F0,0x801A80F0,unclassified_pointer,False
0x79228,0x801A80F0,0xD31A80F0,0x801A80F0,unclassified_pointer,False
0x79290,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x792B0,0x801A7BF0,0xD31A7BF0,0x801A7BF0,unclassified_pointer,False
0x792B4,0x801A7BF8,0xD31A7BF8,0x801A7BF8,unclassified_pointer,False
0x792B8,0x801A7C00,0xD31A0A00,0x801A7C00,unclassified_pointer,False
0x792BC,0x801A7C08,0xD31A0A08,0x801A7C08,unclassified_pointer,False
0x792C0,0x801A7C18,0xD31A0A9A,0x801A7C18,unclassified_pointer,False
0x792C4,0x801A7C20,0xD31A0A20,0x801A7C20,unclassified_pointer,False
0x792C8,0x801A7C28,0xD31A0A28,0x801A7C28,unclassified_pointer,False
0x792CC,0x801A7C30,0xD31A0A30,0x801A7C30,unclassified_pointer,False
0x792D0,0x801A7C38,0xD31A0A38,0x801A7C38,unclassified_pointer,False
0x792D4,0x801A7C40,0xD31A0AD2,0x801A7C40,unclassified_pointer,False
0x792D8,0x801A7C48,0xD31A0A48,0x801A7C48,unclassified_pointer,False
0x792DC,0x801A7C50,0xD31A0AAA,0x801A7C50,unclassified_pointer,False
0x792E0,0x801A7C58,0xD31A0A58,0x801A7C58,unclassified_pointer,False
0x792E4,0x801A7C60,0xD31A0AD5,0x801A7C60,unclassified_pointer,False
0x792E8,0x801A7C68,0xD31A0A38,0x801A7C68,unclassified_pointer,False
0x792EC,0x801A7C70,0xD31A0A70,0x801A7C70,unclassified_pointer,False
0x792F0,0x801A7C78,0xD31A0A01,0x801A7C78,unclassified_pointer,False
0x792F4,0x801A7C90,0xD31A0A90,0x801A7C90,unclassified_pointer,False
0x792F8,0x801A7C98,0xD31A0A55,0x801A7C98,unclassified_pointer,False
0x792FC,0x801A7CA0,0xD31A0AA0,0x801A7CA0,unclassified_pointer,False
0x79300,0x801A7C80,0xD31A0AD3,0x801A7C80,unclassified_pointer,False
0x79304,0x801A7C88,0xD31A0A3D,0x801A7C88,unclassified_pointer,False
0x79308,0x801A7CA8,0xD31A0A67,0x801A7CA8,unclassified_pointer,False
0x7930C,0x801A7CB0,0xD31A0AB0,0x801A7CB0,unclassified_pointer,False
0x79310,0x801A7CB8,0xD31A0A99,0x801A7CB8,unclassified_pointer,False
0x79314,0x801A7CC0,0xD31A0AC0,0x801A7CC0,unclassified_pointer,False
0x79318,0x801A7CC8,0xD31A0A6F,0x801A7CC8,unclassified_pointer,False
0x7931C,0x801A7C10,0xD31A0A10,0x801A7C10,unclassified_pointer,False
0x79320,0x801A7CD0,0xD31A0AD0,0x801A7CD0,unclassified_pointer,False
0x79324,0x801A7CD8,0xD31A0AD8,0x801A7CD8,unclassified_pointer,False
0x79328,0x801A7CE0,0xD31A7CE0,0x801A7CE0,unclassified_pointer,False
0x7932C,0x801A7CE8,0xD31A7CE8,0x801A7CE8,unclassified_pointer,False
0x79330,0x801A7CF0,0xD31A7CF0,0x801A7CF0,unclassified_pointer,False
0x79334,0x801A7CF8,0xD31A7CF8,0x801A7CF8,unclassified_pointer,False
0x79338,0x801A7D00,0xD31A7D00,0x801A7D00,unclassified_pointer,False
0x7933C,0x801A7D08,0xD31A7D08,0x801A7D08,unclassified_pointer,False
0x79340,0x801A7D10,0xD31A7D10,0x801A7D10,unclassified_pointer,False
0x793C8,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x793D8,0x8016D750,0xD39ED7AA,0x8016D750,unclassified_pointer,False
0x793E8,0x801A7BF0,0xD31A7BF0,0x801A7BF0,unclassified_pointer,False
0x793EC,0x801A7BF8,0xD31A7BF8,0x801A7BF8,unclassified_pointer,False
0x793F0,0x801A7C00,0xD31A0A00,0x801A7C00,unclassified_pointer,False
0x793F4,0x801A7C08,0xD31A0A08,0x801A7C08,unclassified_pointer,False
0x793F8,0x801A7C18,0xD31A0A9A,0x801A7C18,unclassified_pointer,False
0x793FC,0x801A7C20,0xD31A0A20,0x801A7C20,unclassified_pointer,False
0x79400,0x801A7C28,0xD31A0A28,0x801A7C28,unclassified_pointer,False
0x79404,0x801A7C30,0xD31A0A30,0x801A7C30,unclassified_pointer,False
0x79408,0x801A7C38,0xD31A0A38,0x801A7C38,unclassified_pointer,False
0x7940C,0x801A7C40,0xD31A0AD2,0x801A7C40,unclassified_pointer,False
0x79410,0x801A7C48,0xD31A0A48,0x801A7C48,unclassified_pointer,False
0x79414,0x801A7C50,0xD31A0AAA,0x801A7C50,unclassified_pointer,False
0x79418,0x801A7C58,0xD31A0A58,0x801A7C58,unclassified_pointer,False
0x7941C,0x801A7C60,0xD31A0AD5,0x801A7C60,unclassified_pointer,False
0x79420,0x801A7C68,0xD31A0A38,0x801A7C68,unclassified_pointer,False
0x79424,0x801A7C70,0xD31A0A70,0x801A7C70,unclassified_pointer,False
0x79428,0x801A7C78,0xD31A0A01,0x801A7C78,unclassified_pointer,False
0x7942C,0x801A7C90,0xD31A0A90,0x801A7C90,unclassified_pointer,False
0x79430,0x801A7C98,0xD31A0A55,0x801A7C98,unclassified_pointer,False
0x79434,0x801A7CA0,0xD31A0AA0,0x801A7CA0,unclassified_pointer,False
0x79438,0x801A7C80,0xD31A0AD3,0x801A7C80,unclassified_pointer,False
0x7943C,0x801A7C88,0xD31A0A3D,0x801A7C88,unclassified_pointer,False
0x79440,0x801A7CA8,0xD31A0A67,0x801A7CA8,unclassified_pointer,False
0x79444,0x801A7CB0,0xD31A0AB0,0x801A7CB0,unclassified_pointer,False
0x79448,0x801A7CB8,0xD31A0A99,0x801A7CB8,unclassified_pointer,False
0x7944C,0x801A7CC0,0xD31A0AC0,0x801A7CC0,unclassified_pointer,False
0x79450,0x801A7CC8,0xD31A0A6F,0x801A7CC8,unclassified_pointer,False
0x79454,0x801A7C10,0xD31A0A10,0x801A7C10,unclassified_pointer,False
0x79458,0x801A7CD0,0xD31A0AD0,0x801A7CD0,unclassified_pointer,False
0x7945C,0x801A7CD8,0xD31A0AD8,0x801A7CD8,unclassified_pointer,False
0x79460,0x801A7CE0,0xD31A7CE0,0x801A7CE0,unclassified_pointer,False
0x79464,0x801A7CE8,0xD31A7CE8,0x801A7CE8,unclassified_pointer,False
0x79468,0x801A7CF0,0xD31A7CF0,0x801A7CF0,unclassified_pointer,False
0x7946C,0x801A7CF8,0xD31A7CF8,0x801A7CF8,unclassified_pointer,False
0x79470,0x801A7D00,0xD31A7D00,0x801A7D00,unclassified_pointer,False
0x79474,0x801A7D08,0xD31A7D08,0x801A7D08,unclassified_pointer,False
0x79478,0x801A7D10,0xD31A7D10,0x801A7D10,unclassified_pointer,False
0x7949C,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x794A0,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x794A8,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x794AC,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x79500,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x79508,0x80193C9C,0xD310D1A1,0x80193C9C,unclassified_pointer,False
0x79510,0x8016D750,0xD39ED7AA,0x8016D750,unclassified_pointer,False
0x79518,0x80193C9C,0xD310D1A1,0x80193C9C,unclassified_pointer,False
0x79520,0x801A7BF0,0xD31A7BF0,0x801A7BF0,unclassified_pointer,False
0x79524,0x801A7BF8,0xD31A7BF8,0x801A7BF8,unclassified_pointer,False
0x79528,0x801A7C00,0xD31A0A00,0x801A7C00,unclassified_pointer,False
0x7952C,0x801A7C08,0xD31A0A08,0x801A7C08,unclassified_pointer,False
0x79530,0x801A7C18,0xD31A0A9A,0x801A7C18,unclassified_pointer,False
0x79534,0x801A7C20,0xD31A0A20,0x801A7C20,unclassified_pointer,False
0x79538,0x801A7C28,0xD31A0A28,0x801A7C28,unclassified_pointer,False
0x7953C,0x801A7C30,0xD31A0A30,0x801A7C30,unclassified_pointer,False
0x79540,0x801A7C38,0xD31A0A38,0x801A7C38,unclassified_pointer,False
0x79544,0x801A7C40,0xD31A0AD2,0x801A7C40,unclassified_pointer,False
0x79548,0x801A7C48,0xD31A0A48,0x801A7C48,unclassified_pointer,False
0x7954C,0x801A7C50,0xD31A0AAA,0x801A7C50,unclassified_pointer,False
0x79550,0x801A7C58,0xD31A0A58,0x801A7C58,unclassified_pointer,False
0x79554,0x801A7C60,0xD31A0AD5,0x801A7C60,unclassified_pointer,False
0x79558,0x801A7C68,0xD31A0A38,0x801A7C68,unclassified_pointer,False
0x7955C,0x801A7C70,0xD31A0A70,0x801A7C70,unclassified_pointer,False
0x79560,0x801A7C78,0xD31A0A01,0x801A7C78,unclassified_pointer,False
0x79564,0x801A7C90,0xD31A0A90,0x801A7C90,unclassified_pointer,False
0x79568,0x801A7C98,0xD31A0A55,0x801A7C98,unclassified_pointer,False
0x7956C,0x801A7CA0,0xD31A0AA0,0x801A7CA0,unclassified_pointer,False
0x79570,0x801A7C80,0xD31A0AD3,0x801A7C80,unclassified_pointer,False
0x79574,0x801A7C88,0xD31A0A3D,0x801A7C88,unclassified_pointer,False
0x79578,0x801A7CA8,0xD31A0A67,0x801A7CA8,unclassified_pointer,False
0x7957C,0x801A7CB0,0xD31A0AB0,0x801A7CB0,unclassified_pointer,False
0x79580,0x801A7CB8,0xD31A0A99,0x801A7CB8,unclassified_pointer,False
0x79584,0x801A7CC0,0xD31A0AC0,0x801A7CC0,unclassified_pointer,False
0x79588,0x801A7CC8,0xD31A0A6F,0x801A7CC8,unclassified_pointer,False
0x7958C,0x801A7C10,0xD31A0A10,0x801A7C10,unclassified_pointer,False
0x79590,0x801A7CD0,0xD31A0AD0,0x801A7CD0,unclassified_pointer,False
0x79594,0x801A7CD8,0xD31A0AD8,0x801A7CD8,unclassified_pointer,False
0x79598,0x801A7CE0,0xD31A7CE0,0x801A7CE0,unclassified_pointer,False
0x7959C,0x801A7CE8,0xD31A7CE8,0x801A7CE8,unclassified_pointer,False
0x795A0,0x801A7CF0,0xD31A7CF0,0x801A7CF0,unclassified_pointer,False
0x795A4,0x801A7CF8,0xD31A7CF8,0x801A7CF8,unclassified_pointer,False
0x795A8,0x801A7D00,0xD31A7D00,0x801A7D00,unclassified_pointer,False
0x795AC,0x801A7D08,0xD31A7D08,0x801A7D08,unclassified_pointer,False
0x795B0,0x801A7D10,0xD31A7D10,0x801A7D10,unclassified_pointer,False
0x795B8,0x801A8118,0xD31A519A,0x801A8118,unclassified_pointer,False
0x795D4,0x80123AC0,0xD34AA1C0,0x80123AC0,unclassified_pointer,False
0x795D8,0x80123B90,0xD34A3B90,0x80123B90,unclassified_pointer,False
0x79638,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x79640,0x80193DD4,0xD3103D45,0x80193DD4,unclassified_pointer,False
0x79648,0x8016D750,0xD39ED7AA,0x8016D750,unclassified_pointer,False
0x79650,0x80193DD4,0xD3103D45,0x80193DD4,unclassified_pointer,False
0x79658,0x801A7BF0,0xD31A7BF0,0x801A7BF0,unclassified_pointer,False
0x7965C,0x801A7BF8,0xD31A7BF8,0x801A7BF8,unclassified_pointer,False
0x79660,0x801A7C00,0xD31A0A00,0x801A7C00,unclassified_pointer,False
0x79664,0x801A7C08,0xD31A0A08,0x801A7C08,unclassified_pointer,False
0x79668,0x801A7C18,0xD31A0A9A,0x801A7C18,unclassified_pointer,False
0x7966C,0x801A7C20,0xD31A0A20,0x801A7C20,unclassified_pointer,False
0x79670,0x801A7C28,0xD31A0A28,0x801A7C28,unclassified_pointer,False
0x79674,0x801A7C30,0xD31A0A30,0x801A7C30,unclassified_pointer,False
0x79678,0x801A7C38,0xD31A0A38,0x801A7C38,unclassified_pointer,False
0x7967C,0x801A7C40,0xD31A0AD2,0x801A7C40,unclassified_pointer,False
0x79680,0x801A7C48,0xD31A0A48,0x801A7C48,unclassified_pointer,False
0x79684,0x801A7C50,0xD31A0AAA,0x801A7C50,unclassified_pointer,False
0x79688,0x801A7C58,0xD31A0A58,0x801A7C58,unclassified_pointer,False
0x7968C,0x801A7C60,0xD31A0AD5,0x801A7C60,unclassified_pointer,False
0x79690,0x801A7C68,0xD31A0A38,0x801A7C68,unclassified_pointer,False
0x79694,0x801A7C70,0xD31A0A70,0x801A7C70,unclassified_pointer,False
0x79698,0x801A7C78,0xD31A0A01,0x801A7C78,unclassified_pointer,False
0x7969C,0x801A7C90,0xD31A0A90,0x801A7C90,unclassified_pointer,False
0x796A0,0x801A7C98,0xD31A0A55,0x801A7C98,unclassified_pointer,False
0x796A4,0x801A7CA0,0xD31A0AA0,0x801A7CA0,unclassified_pointer,False
0x796A8,0x801A7C80,0xD31A0AD3,0x801A7C80,unclassified_pointer,False
0x796AC,0x801A7C88,0xD31A0A3D,0x801A7C88,unclassified_pointer,False
0x796B0,0x801A7CA8,0xD31A0A67,0x801A7CA8,unclassified_pointer,False
0x796B4,0x801A7CB0,0xD31A0AB0,0x801A7CB0,unclassified_pointer,False
0x796B8,0x801A7CB8,0xD31A0A99,0x801A7CB8,unclassified_pointer,False
0x796BC,0x801A7CC0,0xD31A0AC0,0x801A7CC0,unclassified_pointer,False
0x796C0,0x801A7CC8,0xD31A0A6F,0x801A7CC8,unclassified_pointer,False
0x796C4,0x801A7C10,0xD31A0A10,0x801A7C10,unclassified_pointer,False
0x796C8,0x801A7CD0,0xD31A0AD0,0x801A7CD0,unclassified_pointer,False
0x796CC,0x801A7CD8,0xD31A0AD8,0x801A7CD8,unclassified_pointer,False
0x796D0,0x801A7CE0,0xD31A7CE0,0x801A7CE0,unclassified_pointer,False
0x796D4,0x801A7CE8,0xD31A7CE8,0x801A7CE8,unclassified_pointer,False
0x796D8,0x801A7CF0,0xD31A7CF0,0x801A7CF0,unclassified_pointer,False
0x796DC,0x801A7CF8,0xD31A7CF8,0x801A7CF8,unclassified_pointer,False
0x796E0,0x801A7D00,0xD31A7D00,0x801A7D00,unclassified_pointer,False
0x796E4,0x801A7D08,0xD31A7D08,0x801A7D08,unclassified_pointer,False
0x796E8,0x801A7D10,0xD31A7D10,0x801A7D10,unclassified_pointer,False
0x796EC,0x801A8128,0xD31A5128,0x801A8128,unclassified_pointer,False
0x7970C,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x79710,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x79718,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x7971C,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x79770,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x79778,0x80193F0C,0xD3103F0C,0x80193F0C,unclassified_pointer,False
0x79780,0x8016D750,0xD39ED7AA,0x8016D750,unclassified_pointer,False
0x79788,0x80193F0C,0xD3103F0C,0x80193F0C,unclassified_pointer,False
0x79790,0x801A7BF0,0xD31A7BF0,0x801A7BF0,unclassified_pointer,False
0x79794,0x801A7BF8,0xD31A7BF8,0x801A7BF8,unclassified_pointer,False
0x79798,0x801A7C00,0xD31A0A00,0x801A7C00,unclassified_pointer,False
0x7979C,0x801A7C08,0xD31A0A08,0x801A7C08,unclassified_pointer,False
0x797A0,0x801A7C18,0xD31A0A9A,0x801A7C18,unclassified_pointer,False
0x797A4,0x801A7C20,0xD31A0A20,0x801A7C20,unclassified_pointer,False
0x797A8,0x801A7C28,0xD31A0A28,0x801A7C28,unclassified_pointer,False
0x797AC,0x801A7C30,0xD31A0A30,0x801A7C30,unclassified_pointer,False
0x797B0,0x801A7C38,0xD31A0A38,0x801A7C38,unclassified_pointer,False
0x797B4,0x801A7C40,0xD31A0AD2,0x801A7C40,unclassified_pointer,False
0x797B8,0x801A7C48,0xD31A0A48,0x801A7C48,unclassified_pointer,False
0x797BC,0x801A7C50,0xD31A0AAA,0x801A7C50,unclassified_pointer,False
0x797C0,0x801A7C58,0xD31A0A58,0x801A7C58,unclassified_pointer,False
0x797C4,0x801A7C60,0xD31A0AD5,0x801A7C60,unclassified_pointer,False
0x797C8,0x801A7C68,0xD31A0A38,0x801A7C68,unclassified_pointer,False
0x797CC,0x801A7C70,0xD31A0A70,0x801A7C70,unclassified_pointer,False
0x797D0,0x801A7C78,0xD31A0A01,0x801A7C78,unclassified_pointer,False
0x797D4,0x801A7C90,0xD31A0A90,0x801A7C90,unclassified_pointer,False
0x797D8,0x801A7C98,0xD31A0A55,0x801A7C98,unclassified_pointer,False
0x797DC,0x801A7CA0,0xD31A0AA0,0x801A7CA0,unclassified_pointer,False
0x797E0,0x801A7C80,0xD31A0AD3,0x801A7C80,unclassified_pointer,False
0x797E4,0x801A7C88,0xD31A0A3D,0x801A7C88,unclassified_pointer,False
0x797E8,0x801A7CA8,0xD31A0A67,0x801A7CA8,unclassified_pointer,False
0x797EC,0x801A7CB0,0xD31A0AB0,0x801A7CB0,unclassified_pointer,False
0x797F0,0x801A7CB8,0xD31A0A99,0x801A7CB8,unclassified_pointer,False
0x797F4,0x801A7CC0,0xD31A0AC0,0x801A7CC0,unclassified_pointer,False
0x797F8,0x801A7CC8,0xD31A0A6F,0x801A7CC8,unclassified_pointer,False
0x797FC,0x801A7C10,0xD31A0A10,0x801A7C10,unclassified_pointer,False
0x79800,0x801A7CD0,0xD31A0AD0,0x801A7CD0,unclassified_pointer,False
0x79804,0x801A7CD8,0xD31A0AD8,0x801A7CD8,unclassified_pointer,False
0x79808,0x801A7CE0,0xD31A7CE0,0x801A7CE0,unclassified_pointer,False
0x7980C,0x801A7CE8,0xD31A7CE8,0x801A7CE8,unclassified_pointer,False
0x79810,0x801A7CF0,0xD31A7CF0,0x801A7CF0,unclassified_pointer,False
0x79814,0x801A7CF8,0xD31A7CF8,0x801A7CF8,unclassified_pointer,False
0x79818,0x801A7D00,0xD31A7D00,0x801A7D00,unclassified_pointer,False
0x7981C,0x801A7D08,0xD31A7D08,0x801A7D08,unclassified_pointer,False
0x79820,0x801A7D10,0xD31A7D10,0x801A7D10,unclassified_pointer,False
0x79824,0x801A8138,0xD31A5138,0x801A8138,unclassified_pointer,False
0x79828,0x801A8140,0xD31A51D2,0x801A8140,unclassified_pointer,False
0x79854,0x80123AC0,0xD34AA1C0,0x80123AC0,unclassified_pointer,False
0x79858,0x80123B90,0xD34A3B90,0x80123B90,unclassified_pointer,False
0x79860,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x79864,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x798B8,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x798C0,0x80194054,0xD310D254,0x80194054,unclassified_pointer,False
0x798C8,0x8016D750,0xD39ED7AA,0x8016D750,unclassified_pointer,False
0x798D0,0x80194054,0xD310D254,0x80194054,unclassified_pointer,False
0x798D8,0x801A7BF0,0xD31A7BF0,0x801A7BF0,unclassified_pointer,False
0x798DC,0x801A7BF8,0xD31A7BF8,0x801A7BF8,unclassified_pointer,False
0x798E0,0x801A7C00,0xD31A0A00,0x801A7C00,unclassified_pointer,False
0x798E4,0x801A7C08,0xD31A0A08,0x801A7C08,unclassified_pointer,False
0x798E8,0x801A7C18,0xD31A0A9A,0x801A7C18,unclassified_pointer,False
0x798EC,0x801A7C20,0xD31A0A20,0x801A7C20,unclassified_pointer,False
0x798F0,0x801A7C28,0xD31A0A28,0x801A7C28,unclassified_pointer,False
0x798F4,0x801A7C30,0xD31A0A30,0x801A7C30,unclassified_pointer,False
0x798F8,0x801A7C38,0xD31A0A38,0x801A7C38,unclassified_pointer,False
0x798FC,0x801A7C40,0xD31A0AD2,0x801A7C40,unclassified_pointer,False
0x79900,0x801A7C48,0xD31A0A48,0x801A7C48,unclassified_pointer,False
0x79904,0x801A7C50,0xD31A0AAA,0x801A7C50,unclassified_pointer,False
0x79908,0x801A7C58,0xD31A0A58,0x801A7C58,unclassified_pointer,False
0x7990C,0x801A7C60,0xD31A0AD5,0x801A7C60,unclassified_pointer,False
0x79910,0x801A7C68,0xD31A0A38,0x801A7C68,unclassified_pointer,False
0x79914,0x801A7C70,0xD31A0A70,0x801A7C70,unclassified_pointer,False
0x79918,0x801A7C78,0xD31A0A01,0x801A7C78,unclassified_pointer,False
0x7991C,0x801A7C90,0xD31A0A90,0x801A7C90,unclassified_pointer,False
0x79920,0x801A7C98,0xD31A0A55,0x801A7C98,unclassified_pointer,False
0x79924,0x801A7CA0,0xD31A0AA0,0x801A7CA0,unclassified_pointer,False
0x79928,0x801A7C80,0xD31A0AD3,0x801A7C80,unclassified_pointer,False
0x7992C,0x801A7C88,0xD31A0A3D,0x801A7C88,unclassified_pointer,False
0x79930,0x801A7CA8,0xD31A0A67,0x801A7CA8,unclassified_pointer,False
0x79934,0x801A7CB0,0xD31A0AB0,0x801A7CB0,unclassified_pointer,False
0x79938,0x801A7CB8,0xD31A0A99,0x801A7CB8,unclassified_pointer,False
0x7993C,0x801A7CC0,0xD31A0AC0,0x801A7CC0,unclassified_pointer,False
0x79940,0x801A7CC8,0xD31A0A6F,0x801A7CC8,unclassified_pointer,False
0x79944,0x801A7C10,0xD31A0A10,0x801A7C10,unclassified_pointer,False
0x79948,0x801A7CD0,0xD31A0AD0,0x801A7CD0,unclassified_pointer,False
0x7994C,0x801A7CD8,0xD31A0AD8,0x801A7CD8,unclassified_pointer,False
0x79950,0x801A7CE0,0xD31A7CE0,0x801A7CE0,unclassified_pointer,False
0x79954,0x801A7CE8,0xD31A7CE8,0x801A7CE8,unclassified_pointer,False
0x79958,0x801A7CF0,0xD31A7CF0,0x801A7CF0,unclassified_pointer,False
0x7995C,0x801A7CF8,0xD31A7CF8,0x801A7CF8,unclassified_pointer,False
0x79960,0x801A7D00,0xD31A7D00,0x801A7D00,unclassified_pointer,False
0x79964,0x801A7D08,0xD31A7D08,0x801A7D08,unclassified_pointer,False
0x79968,0x801A7D10,0xD31A7D10,0x801A7D10,unclassified_pointer,False
0x79970,0x801A8158,0xD31A5158,0x801A8158,unclassified_pointer,False
0x7998C,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x79990,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x79998,0x80123858,0xD34A3858,0x80123858,unclassified_pointer,False
0x7999C,0x80123B6C,0xD34A3B39,0x80123B6C,unclassified_pointer,False
0x799F0,0x801237F4,0xD34A37F4,0x801237F4,unclassified_pointer,False
0x799F8,0x8019418C,0xD310418C,0x8019418C,unclassified_pointer,False
0x79A00,0x8016D750,0xD39ED7AA,0x8016D750,unclassified_pointer,False
0x79A08,0x8019418C,0xD310418C,0x8019418C,unclassified_pointer,False
0x79A10,0x801A7BF0,0xD31A7BF0,0x801A7BF0,unclassified_pointer,False
0x79A14,0x801A7BF8,0xD31A7BF8,0x801A7BF8,unclassified_pointer,False
0x79A18,0x801A7C00,0xD31A0A00,0x801A7C00,unclassified_pointer,False
0x79A1C,0x801A7C08,0xD31A0A08,0x801A7C08,unclassified_pointer,False
0x79A20,0x801A7C18,0xD31A0A9A,0x801A7C18,unclassified_pointer,False
0x79A24,0x801A7C20,0xD31A0A20,0x801A7C20,unclassified_pointer,False
0x79A28,0x801A7C28,0xD31A0A28,0x801A7C28,unclassified_pointer,False
0x79A2C,0x801A7C30,0xD31A0A30,0x801A7C30,unclassified_pointer,False
0x79A30,0x801A7C38,0xD31A0A38,0x801A7C38,unclassified_pointer,False
